POA_CODE_2021,Separate_house_Dwellings,Separate_house_Persons,sd_rw_tce_hse_th_wth_1_sty_Dw,sd_row_tce_hse_th_wth_1_sty_P,sd_rw_tce_hs_th_wth_2m_sty_Dw,sd_rw_tce_hs_th_wth_2m_stys_P,sd_row_tce_hse_th_wth_Tot_Dwg,sd_row_tce_hse_th_with_Tot_P,Flt_apart_In_1_2_stry_blck_D,Flt_apart_In_1_2_stry_blck_P,Flt_apart_In_a_3_stry_blck_D,Flt_apart_In_a_3_stry_blck_P,Flt_apart_In_4_8_stry_blck_D,Flt_apart_In_4_8_stry_blck_P,Flt_apart_In_9m_stry_blck_D,Flt_apart_In_9m_stry_blck_P,Flt_apart_Attachd_to_a_hse_D,Flt_apart_Attachd_to_a_hse_P,Flat_apartment_Tot_Dwe,Flat_apartment_Tot_Per,Oth_dwg_Caravan_D,Oth_dwg_Caravan_P,Oth_dwg_Cabin_hboat_D,Oth_dwg_Cabin_hboat_P,Oth_dwg_improv_hme_tnt_so_D,Oth_dwg_improv_hme_tnt_so_P,Oth_dwg_Hse_flt_att_shp_off_D,Oth_dwg_Hse_flt_att_shp_off_P,Other_dwelling_Tot_Dwellings,Other_dwelling_Tot_Persons,Dwelling_structure_ns_Dwgs,Dwelling_structure_ns_Persons,Tot_occupie_private_dwgs_Dwgs,Tot_occupie_private_dwgs_Psns,Unoccupied_private_dwgs_Dwgs,Unoccupied_private_dwgs_Psns,Total_Dwellings,Total_Persons
POA6452,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,..,0,4
POA6460,283,612,29,41,0,0,28,46,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,11,10,0,0,321,663,61,..,384,663
POA6461,215,438,4,12,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,17,0,0,0,0,15,17,0,3,232,477,71,..,300,477
POA6462,59,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,64,164,27,..,86,164
POA6463,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,28,4,..,16,28
POA6465,24,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,39,11,..,34,39
POA6466,18,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,42,0,..,17,42
POA6467,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,0,..,13,28
POA6468,81,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,191,17,..,94,191
POA6470,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,0,..,7,24
POA6472,65,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,68,145,28,..,95,145
POA6473,19,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,53,4,..,24,53
POA6475,158,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,0,0,164,325,81,..,237,325
POA6476,19,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,42,17,..,42,42
POA6477,98,209,6,8,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,0,0,102,220,63,..,168,220
POA6479,241,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,5,9,0,0,0,0,9,15,0,0,250,574,73,..,321,574
POA6480,14,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,37,0,..,18,37
POA6484,17,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,5,26,41,0,..,32,41
POA6485,226,408,6,9,0,0,6,9,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,230,417,115,..,344,417
POA6487,15,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,38,10,..,29,38
POA6488,78,137,0,3,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,87,150,46,..,127,150
POA6489,48,83,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,84,41,..,92,84
POA6490,106,225,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,115,235,18,..,130,235
POA6501,340,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,895,38,..,380,895
POA6502,456,1041,0,3,0,3,4,6,14,27,0,0,0,0,0,0,0,0,17,29,4,5,4,3,0,0,0,0,8,9,5,10,486,1089,102,..,587,1089
POA6503,827,2081,11,36,0,0,11,36,0,0,0,0,0,0,0,0,0,0,0,0,21,36,6,14,7,13,0,3,38,66,3,15,880,2194,238,..,1121,2194
POA6504,84,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,212,26,..,113,212
POA6505,47,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,126,18,..,65,126
POA6506,31,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,59,0,..,32,59
POA6507,168,390,3,9,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,11,22,0,5,0,0,0,0,17,26,9,8,190,436,15,..,202,436
POA6509,54,127,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,22,0,0,0,0,0,0,15,23,3,4,76,164,6,..,85,164
POA6510,712,1666,64,91,0,0,64,91,0,0,0,0,0,0,0,0,0,0,0,0,12,27,18,37,0,0,0,4,36,69,3,13,814,1841,175,..,989,1841
POA6511,206,412,0,5,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,8,26,59,4,0,0,0,0,4,29,60,0,0,245,484,334,..,573,484
POA6512,38,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,85,3,..,40,85
POA6513,62,148,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,62,161,9,..,76,161
POA6514,290,568,15,14,0,0,17,19,0,0,0,0,0,0,0,0,0,0,0,0,18,23,0,0,0,0,0,0,15,25,0,6,322,613,348,..,670,613
POA6515,150,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,3,11,6,6,158,337,55,..,211,337
POA6516,801,1732,25,58,9,16,40,70,9,15,0,0,0,0,0,0,0,0,9,15,34,58,7,18,18,38,3,9,60,111,11,19,915,1954,657,..,1573,1954
POA6517,183,390,3,3,0,0,3,3,5,4,0,0,0,0,0,0,0,0,5,4,7,8,0,0,0,0,0,0,7,8,6,5,198,404,37,..,240,404
POA6518,98,189,16,22,0,0,16,22,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,6,0,0,6,6,0,3,128,226,54,..,182,226
POA6519,218,514,14,18,0,0,14,18,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,3,4,0,0,10,16,7,12,253,560,69,..,313,560
POA6521,115,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,15,0,0,7,14,4,3,131,307,103,..,231,307
POA6522,171,388,3,8,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,45,85,5,12,6,14,0,8,62,123,5,9,239,523,28,..,268,523
POA6525,1378,3140,95,135,61,130,159,270,39,56,0,0,0,0,0,0,0,0,39,56,65,127,60,103,10,7,3,14,137,256,24,39,1746,3756,410,..,2155,3756
POA6528,141,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,3,3,0,0,0,0,14,26,0,6,166,382,29,..,194,382
POA6530,11165,28015,1405,2263,328,646,1732,2911,250,399,15,22,4,7,0,0,10,8,280,441,190,351,53,88,66,71,15,21,319,534,43,80,13543,31980,1798,..,15341,31980
POA6532,2407,6361,6,12,8,17,16,30,0,0,0,0,0,0,0,0,4,10,4,10,140,250,4,7,20,31,11,15,176,313,61,92,2662,6800,292,..,2953,6800
POA6535,643,1463,6,7,4,19,8,23,15,12,0,0,0,0,0,0,0,0,15,12,65,129,3,6,4,6,7,12,73,150,21,20,761,1675,222,..,978,1675
POA6536,547,1190,83,152,39,69,122,224,0,0,0,0,0,0,0,0,0,3,0,3,305,648,10,23,4,3,0,0,319,675,63,144,1057,2244,249,..,1306,2244
POA6537,349,783,27,46,3,16,34,56,8,15,0,0,0,0,0,0,0,0,8,15,558,1196,35,72,52,106,3,11,649,1388,29,45,1065,2280,145,..,1216,2280
POA6556,731,1866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,731,1868,64,..,795,1868
POA6558,290,710,3,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,718,36,..,333,718
POA6560,540,1314,11,30,0,0,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,1340,87,..,644,1340
POA6562,519,1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,523,1357,90,..,617,1357
POA6564,140,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,141,312,22,..,167,312
POA6566,1404,3057,12,22,0,0,12,22,0,0,0,0,0,0,0,3,0,4,0,6,18,23,16,20,0,0,0,0,33,51,9,11,1462,3146,334,..,1798,3146
POA6567,204,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,464,48,..,253,464
POA6568,78,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,86,179,18,..,101,179
POA6569,109,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,246,18,..,127,246
POA6571,28,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,62,10,..,41,62
POA6572,20,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,21,60,0,..,21,60
POA6574,27,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,66,7,..,32,66
POA6575,46,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,114,4,..,49,114
POA6603,444,996,25,47,0,0,25,47,0,0,0,0,0,0,0,0,0,0,0,0,10,18,0,4,0,5,0,0,15,19,3,6,493,1072,107,..,594,1072
POA6605,18,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,41,0,..,18,41
POA6606,63,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,67,128,3,..,69,128
POA6608,53,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,57,140,10,..,64,140
POA6609,275,748,14,20,0,0,14,20,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,9,23,19,44,4,5,316,818,48,..,360,818
POA6612,64,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,3,7,0,0,13,20,14,23,91,196,21,..,110,196
POA6613,21,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,50,0,..,21,50
POA6614,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,..,5,13
POA6616,22,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,55,8,..,36,55
POA6620,123,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,28,19,21,0,0,0,0,35,46,7,15,165,354,27,..,196,354
POA6623,203,469,4,6,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,32,66,0,0,0,0,0,0,32,66,11,15,255,557,29,..,282,557
POA6625,22,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,56,3,..,23,56
POA6627,20,52,4,18,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,25,71,8,..,25,71
POA6628,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,18,0,..,3,18
POA6630,176,428,9,14,0,0,9,14,13,12,0,0,0,0,0,0,0,0,13,12,68,117,0,0,4,9,0,0,76,130,12,14,279,593,37,..,313,593
POA6631,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,0,..,9,17
POA6632,23,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,76,15,..,39,76
POA6635,59,140,4,20,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,13,35,0,0,0,0,0,0,14,37,20,47,103,240,15,..,119,240
POA6638,253,550,6,11,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,37,64,0,0,6,8,0,11,50,87,10,18,316,662,83,..,398,662
POA6639,44,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,51,0,0,5,0,0,0,25,54,3,11,75,147,17,..,94,147
POA6640,88,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,93,0,0,3,4,0,0,66,96,14,23,168,283,37,..,207,283
POA6642,279,714,21,35,0,0,21,35,18,34,0,0,0,0,0,0,0,0,18,34,77,139,4,5,11,11,4,13,89,161,44,72,444,1019,136,..,584,1019
POA6646,112,282,13,24,0,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,3,7,0,0,10,12,18,26,156,350,113,..,264,350
POA6701,1600,4100,271,480,35,68,310,550,67,98,0,0,0,0,0,0,0,4,71,99,1199,2499,40,79,36,74,0,3,1286,2663,130,269,3390,7689,432,..,3820,7689
POA6705,39,117,3,11,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,69,132,0,0,4,9,6,8,73,151,16,36,136,310,24,..,159,310
POA6707,1081,2989,29,62,13,27,42,85,69,96,0,0,0,0,0,0,0,4,71,96,965,2038,60,149,57,118,16,54,1099,2355,36,69,2320,5589,247,..,2568,5589
POA6710,303,807,20,46,0,3,21,53,26,35,10,8,0,0,0,0,3,6,30,46,291,529,9,12,8,14,0,0,302,562,35,54,686,1521,191,..,878,1521
POA6712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,9,0,..,7,9
POA6713,365,1108,8,19,15,32,18,43,4,10,32,56,0,0,0,0,0,0,41,64,33,77,3,3,4,0,0,0,40,86,17,23,480,1333,126,..,601,1333
POA6714,4661,13937,721,1468,168,281,889,1754,148,230,42,61,57,102,192,280,0,0,443,679,339,693,89,145,25,41,7,22,451,904,148,241,6592,17510,1251,..,7842,17510
POA6716,45,130,19,27,0,0,19,27,0,0,0,0,0,0,0,0,0,0,0,0,66,127,0,0,3,9,0,0,67,131,27,37,156,335,73,..,226,335
POA6718,167,542,61,178,10,17,68,194,4,0,0,0,0,0,0,0,0,0,4,0,8,17,0,3,6,5,0,0,17,25,15,35,270,799,69,..,338,799
POA6720,534,1695,195,359,0,3,193,361,16,34,0,0,0,0,0,0,0,0,16,34,149,302,22,35,8,17,0,0,177,348,12,27,939,2465,282,..,1223,2465
POA6721,1121,3127,165,288,60,118,226,405,212,295,104,162,24,36,0,0,0,0,339,496,268,533,106,195,32,59,28,69,432,860,75,133,2197,5026,513,..,2709,5026
POA6722,2806,8056,643,1469,254,609,900,2077,209,329,31,44,121,192,0,0,0,0,360,556,97,177,82,98,83,88,15,36,273,403,61,115,4396,11210,968,..,5362,11210
POA6725,3091,9342,419,828,190,364,604,1189,84,173,0,0,0,0,0,0,4,3,87,174,1463,3147,11,18,108,226,31,77,1608,3467,266,520,5661,14693,616,..,6271,14693
POA6726,1609,4686,198,466,80,142,281,611,55,125,0,0,0,0,0,0,0,0,56,127,835,1738,3,8,10,38,4,8,856,1786,47,87,2853,7296,232,..,3079,7296
POA6728,1517,4443,139,228,0,4,141,234,0,0,0,0,0,0,0,0,0,0,0,5,535,1075,0,5,38,48,18,46,594,1176,108,209,2362,6069,419,..,2786,6069
POA6740,429,1258,7,13,0,3,10,14,0,0,0,0,0,0,0,0,0,0,0,0,133,279,28,44,41,101,0,0,200,422,44,66,683,1768,97,..,774,1768
POA6743,1457,4473,274,617,37,81,308,701,150,341,0,0,0,0,0,0,0,0,150,341,1059,1964,11,25,32,64,58,162,1159,2209,171,301,3248,8033,430,..,3677,8033
POA6751,968,2822,41,71,4,7,43,75,27,35,0,0,0,0,0,0,0,4,27,37,396,769,29,50,9,19,0,0,430,841,132,192,1596,3964,382,..,1979,3964
POA6753,1569,4275,43,55,27,40,69,104,74,89,0,0,0,0,0,0,0,0,74,89,38,80,0,0,10,17,0,0,51,99,65,87,1826,4646,1012,..,2841,4646
POA6754,393,943,15,16,0,0,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,8,416,971,181,..,597,971
POA6758,41,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,7,9,0,0,11,22,4,11,62,166,18,..,76,166
POA6760,106,328,6,6,0,0,6,6,3,7,0,0,0,0,0,0,0,0,3,7,100,183,0,0,8,19,0,0,113,197,42,63,265,600,71,..,333,600
POA6762,60,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,66,249,17,..,80,249
POA6765,453,1443,55,88,9,13,57,100,0,0,0,0,0,0,0,0,0,0,0,0,109,221,0,0,9,39,0,5,128,262,26,39,662,1849,69,..,732,1849
POA6770,778,2667,69,160,20,16,90,172,10,27,0,0,0,0,0,0,0,0,10,27,300,611,0,0,43,101,5,15,352,726,81,161,1315,3755,192,..,1508,3755
