POA_CODE_2021,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Agr_fstry_fsh_15_19,F_Agr_fstry_fsh_20_24,F_Agr_fstry_fsh_25_34,F_Agr_fstry_fsh_35_44,F_Agr_fstry_fsh_45_54,F_Agr_fstry_fsh_55_64,F_Agr_fstry_fsh_65_74,F_Agr_fstry_fsh_75_84,F_Agr_fstry_fsh_85_yr_over,F_Agr_fstry_fsh_Tot,F_Min_15_19_yr,F_Min_20_24_yr,F_Min_25_34_yr,F_Min_35_44_yr,F_Min_45_54_yr,F_Min_55_64_yr,F_Min_65_74_yr,F_Min_75_84_yr,F_Min_85_yr_over,F_Min_Tot,F_Manf_15_19_yr,F_Manf_20_24_yr,F_Manf_25_34_yr,F_Manf_35_44_yr,F_Manf_45_54_yr,F_Manf_55_64_yr,F_Manf_65_74_yr,F_Manf_75_84_yr,F_Manf_85_yr_over,F_Manf_Tot,F_Elec_gas_wtr_wst_sv_15_19,F_Elec_gas_wtr_wst_sv_20_24,F_Elec_gas_wtr_wst_sv_25_34,F_Elec_gas_wtr_wst_sv_35_44,F_Elec_gas_wtr_wst_sv_45_54,F_Elec_gas_wtr_wst_sv_55_64,F_Elec_gas_wtr_wst_sv_65_74,F_Elec_gas_wtr_wst_sv_75_84,F_Elec_gas_wtr_wst_sv_85_over,F_Elec_gas_wtr_wst_sv_Tot,F_Con_15_19_yr,F_Con_20_24_yr,F_Con_25_34_yr,F_Con_35_44_yr,F_Con_45_54_yr,F_Con_55_64_yr,F_Con_65_74_yr,F_Con_75_84_yr,F_Con_85_yr_over,F_Con_Tot,F_Whl_trd_15_19_yr,F_Whl_trd_20_24_yr,F_Whl_trd_25_34_yr,F_Whl_trd_35_44_yr,F_Whl_trd_45_54_yr,F_Whl_trd_55_64_yr,F_Whl_trd_65_74_yr,F_Whl_trd_75_84_yr,F_Whl_trd_85_yr_over,F_Whl_trd_Tot,F_Re_trd_15_19_yr,F_Re_trd_20_24_yr,F_Re_trd_25_34_yr,F_Re_trd_35_44_yr,F_Re_trd_45_54_yr,F_Re_trd_55_64_yr,F_Re_trd_65_74_yr,F_Re_trd_75_84_yr,F_Re_trd_85_yr_over,F_Re_trd_Tot,F_Acc_food_svc_15_19,F_Acc_food_svc_20_24,F_Acc_food_svc_25_34,F_Acc_food_svc_35_44,F_Acc_food_svc_45_54,F_Acc_food_svc_55_64,F_Acc_food_svc_65_74,F_Acc_food_svc_75_84,F_Acc_food_svc_85_yr_over,F_Acc_food_svc_Tot,F_Trp_pos_wh_15_19,F_Trp_pos_wh_20_24,F_Trp_pos_wh_25_34,F_Trp_pos_wh_35_44,F_Trp_pos_wh_45_54,F_Trp_pos_wh_55_64,F_Trp_pos_wh_65_74,F_Trp_pos_wh_75_84,F_Trp_pos_wh_85_yr_over,F_Trp_pos_wh_Tot,F_In_med_tcom_15_19,F_In_med_tcom_20_24,F_In_med_tcom_25_34,F_In_med_tcom_35_44,F_In_med_tcom_45_54,F_In_med_tcom_55_64,F_In_med_tcom_65_74,F_In_med_tcom_75_84,F_In_med_tcom_85_yr_over,F_In_med_tcom_Tot,F_Fin_in_svc_15_19,F_Fin_in_svc_20_24,F_Fin_in_svc_25_34,F_Fin_in_svc_35_44,F_Fin_in_svc_45_54,F_Fin_in_svc_55_64,F_Fin_in_svc_65_74,F_Fin_in_svc_75_84,F_Fin_in_svc_85_yr_over,F_Fin_in_svc_Tot,F_Rnt_hrg_rea_est_serv_15_19,F_Rnt_hrg_rea_est_serv_20_24,F_Rnt_hrg_rea_est_serv_25_34,F_Rnt_hrg_rea_est_serv_35_44,F_Rnt_hrg_rea_est_serv_45_54,F_Rnt_hrg_rea_est_serv_55_64,F_Rnt_hrg_rea_est_serv_65_74,F_Rnt_hrg_rea_est_serv_75_84,F_Rnt_hrg_rea_est_serv_85_ov,F_Rnt_hrg_rea_est_serv_Tot,F_Prof_sc_tech_serv_15_19,F_Prof_sc_tech_serv_20_24,F_Prof_sc_tech_serv_25_34,F_Prof_sc_tech_serv_35_44,F_Prof_sc_tech_serv_45_54,F_Prof_sc_tech_serv_55_64,F_Prof_sc_tech_serv_65_74,F_Prof_sc_tech_serv_75_84,F_Prof_sc_tech_serv_85_over,F_Prof_sc_tech_serv_Tot,F_Adm_sup_serv_15_19,F_Adm_sup_serv_20_24,F_Adm_sup_serv_25_34,F_Adm_sup_serv_35_44,F_Adm_sup_serv_45_54,F_Adm_sup_serv_55_64,F_Adm_sup_serv_65_74,F_Adm_sup_serv_75_84,F_Adm_sup_serv_85_over,F_Adm_sup_serv_Tot,F_PubAd_saf_15_19,F_PubAd_saf_20_24,F_PubAd_saf_25_34,F_PubAd_saf_35_44,F_PubAd_saf_45_54,F_PubAd_saf_55_64,F_PubAd_saf_65_74,F_PubAd_saf_75_84,F_PubAd_saf_85_over,F_PubAd_saf_Tot,F_Ed_trng_15_19,F_Ed_trng_20_24,F_Ed_trng_25_34,F_Ed_trng_35_44,F_Ed_trng_45_54,F_Ed_trng_55_64,F_Ed_trng_65_74,F_Ed_trng_75_84,F_Ed_trng_85_yr_over,F_Ed_trng_Tot,F_Hlth_cre_socia_assist_15_19,F_Hlth_cre_socia_assist_20_24,F_Hlth_cre_socia_assist_25_34,F_Hlth_cre_socia_assist_35_44,F_Hlth_cre_socia_assist_45_54,F_Hlth_cre_socia_assist_55_64,F_Hlth_cre_socia_assist_65_74,F_Hlth_cre_socia_assist_75_84,F_Hlth_cre_socia_assist_85ov,F_Hlth_cre_socia_assist_Tot,F_Arts_rec_svc_15_19,F_Arts_rec_svc_20_24,F_Arts_rec_svc_25_34,F_Arts_rec_svc_35_44,F_Arts_rec_svc_45_54,F_Arts_rec_svc_55_64,F_Arts_rec_svc_65_74,F_Arts_rec_svc_75_84,F_Arts_rec_svc_85_yr_over,F_Arts_rec_svc_Tot,F_Oth_svc_15_19_yr,F_Oth_svc_20_24_yr,F_Oth_svc_25_34_yr,F_Oth_svc_35_44_yr,F_Oth_svc_45_54_yr,F_Oth_svc_55_64_yr,F_Oth_svc_65_74_yr,F_Oth_svc_75_84_yr,F_Oth_svc_85_yr_over,F_Oth_svc_Tot
POA6107,474,1512,3966,3442,2039,1311,364,39,0,13158,0,0,15,16,5,3,0,0,0,47,0,11,92,77,35,12,0,0,0,234,7,30,96,95,67,41,14,0,0,347,0,3,13,26,9,3,3,0,0,59,7,22,83,53,30,27,5,0,0,228,6,18,60,50,37,34,4,0,0,208,145,239,323,199,140,85,22,0,0,1156,190,252,342,151,96,57,11,0,0,1097,3,33,86,84,64,33,12,0,0,321,0,10,28,11,4,3,0,0,0,61,3,17,82,92,55,29,3,0,0,284,0,14,39,37,20,14,6,0,0,128,6,63,233,179,101,49,10,0,0,659,15,74,170,124,72,61,14,0,0,530,10,34,133,148,132,112,22,0,0,587,24,73,240,276,230,189,30,6,0,1053,27,251,817,706,465,285,67,0,0,2624,17,20,47,53,22,22,3,0,0,178,11,48,133,112,86,54,14,3,0,456
POA6108,311,536,1122,1337,1156,946,301,23,0,5732,0,0,3,7,8,4,0,0,0,23,0,6,27,20,17,12,3,0,0,88,5,10,36,47,50,39,8,0,0,192,0,0,11,9,8,9,0,0,0,35,5,7,29,36,29,22,13,0,0,140,9,6,26,23,25,22,7,0,0,129,83,118,107,91,92,102,27,0,0,618,131,64,86,66,52,32,9,0,0,434,4,6,22,53,57,28,8,0,0,176,0,4,4,8,8,9,0,0,0,28,0,6,23,43,30,17,7,0,0,131,0,8,20,11,17,15,3,0,0,79,6,20,64,58,35,20,8,0,0,210,6,20,34,37,48,34,5,0,0,182,3,19,37,63,81,68,9,4,0,278,4,43,102,162,164,126,34,0,0,631,27,73,234,262,272,215,60,5,0,1145,11,12,23,22,16,5,5,0,0,97,6,21,54,53,39,29,11,0,0,218
POA6109,146,293,691,851,626,386,108,8,4,3117,0,0,7,7,0,0,0,0,0,12,0,3,8,11,8,12,0,0,0,41,3,7,18,22,18,10,3,0,0,84,0,3,5,0,0,4,0,0,0,11,0,0,26,18,6,8,3,0,0,67,4,0,9,11,11,8,3,0,0,46,35,50,67,48,38,32,10,0,0,284,62,35,44,34,28,12,4,0,0,209,0,6,25,25,26,14,0,0,0,90,5,3,3,6,0,0,0,0,0,15,0,3,13,18,3,0,0,0,0,42,0,0,7,7,5,4,0,0,0,27,3,13,21,29,16,18,3,0,0,100,0,13,20,26,34,15,0,0,0,114,0,3,28,29,30,20,0,0,0,114,5,19,37,53,35,43,7,0,0,206,5,65,188,144,121,89,26,6,0,644,3,3,13,11,5,3,0,0,0,42,6,11,26,33,23,16,4,0,0,112
POA6110,571,1039,2197,2757,2222,1539,434,38,0,10793,0,3,10,19,16,10,4,0,0,62,0,10,52,59,41,17,4,0,0,183,5,26,65,102,89,53,11,0,0,354,0,3,7,13,8,6,4,0,0,50,7,19,69,80,57,31,8,0,0,269,0,13,47,51,63,28,5,0,0,218,161,198,216,231,223,163,25,0,0,1216,248,110,100,95,74,44,9,0,0,681,8,22,73,73,70,43,12,0,0,308,8,3,16,11,4,7,0,0,0,50,5,17,62,75,43,24,7,0,0,232,6,7,22,31,26,18,3,0,0,110,6,45,102,138,79,33,20,3,0,431,5,24,86,100,78,58,11,0,0,355,5,21,88,132,127,101,18,0,0,494,31,71,198,324,322,187,33,5,0,1165,37,217,458,616,460,361,74,0,0,2230,12,24,33,37,23,10,5,0,0,143,12,40,84,93,62,47,16,0,0,355
POA6111,310,469,1051,1167,1156,1064,330,47,3,5600,0,11,6,9,9,7,7,3,0,57,0,7,35,28,26,9,0,0,0,114,7,17,26,46,37,34,7,0,0,183,0,0,8,0,5,5,0,0,0,24,11,12,41,29,25,30,5,0,0,162,5,5,27,29,25,13,10,0,0,114,96,102,84,93,110,104,32,3,0,620,128,47,43,27,35,25,6,0,0,312,0,15,26,25,41,36,7,0,0,151,3,6,8,10,7,9,0,0,0,40,0,4,15,22,30,18,3,0,0,92,0,4,7,18,18,17,6,0,0,65,3,19,51,57,65,45,20,0,0,263,6,20,34,43,33,36,11,0,0,189,3,13,47,83,71,70,20,0,0,310,12,33,104,154,186,162,44,0,0,704,16,71,190,225,272,228,45,0,0,1052,16,7,20,17,18,13,6,0,0,96,15,19,47,46,58,19,3,0,0,211
POA6112,802,1426,4191,5141,3078,2038,467,63,3,17209,7,4,19,20,18,8,9,4,0,84,6,38,89,120,62,32,0,0,0,344,23,51,141,159,130,56,3,0,0,571,0,4,14,42,27,10,0,0,0,97,10,29,146,124,71,49,9,0,0,444,11,29,67,102,69,41,6,0,0,324,231,268,447,371,274,222,44,0,0,1857,347,157,200,162,84,51,13,0,0,1018,7,37,140,159,93,74,15,0,0,528,6,4,24,19,9,10,0,0,0,65,4,14,129,153,62,39,3,0,0,398,0,13,59,59,30,21,6,0,0,198,4,56,246,255,121,65,11,0,0,769,16,47,144,137,122,68,16,0,0,551,12,41,224,278,158,107,30,0,0,848,35,114,420,588,469,289,63,9,0,1980,56,317,1071,1298,762,515,105,4,0,4131,32,30,54,48,35,14,6,0,0,222,27,71,188,154,80,53,11,0,0,573
POA6121,50,95,94,138,189,202,52,7,0,828,0,0,5,4,11,8,5,0,0,30,0,0,3,9,5,0,0,0,0,19,6,4,3,7,12,12,6,0,0,44,0,0,0,0,0,0,0,0,0,7,0,0,9,8,15,12,4,0,0,43,0,0,0,6,3,4,5,0,0,26,14,15,4,3,24,16,8,0,0,81,21,0,3,0,5,4,0,0,0,36,0,0,4,3,11,9,4,0,0,34,0,0,0,0,0,0,0,0,0,4,0,0,3,3,8,0,0,0,0,20,0,0,3,0,5,0,0,0,0,20,0,3,3,7,14,3,0,0,0,35,3,0,4,7,4,5,3,0,0,26,0,5,3,19,13,15,0,0,0,53,5,10,10,16,28,23,3,0,0,97,0,17,21,23,26,29,8,0,0,128,0,5,9,0,4,3,0,0,0,19,3,3,4,14,16,3,0,0,0,47
POA6122,318,413,1410,1471,964,645,161,18,0,5402,3,0,5,17,11,8,0,0,0,39,6,12,45,32,17,14,0,0,0,122,17,13,53,48,34,30,4,0,0,199,0,0,11,15,4,3,0,0,0,32,6,13,64,41,35,21,0,0,0,176,3,12,36,40,25,24,0,0,0,139,88,72,169,147,125,71,11,0,0,684,157,47,50,38,31,15,0,0,0,338,4,4,53,47,25,18,11,0,0,166,5,8,3,3,5,0,0,0,0,19,3,4,28,32,23,16,0,0,0,107,0,13,23,13,19,6,5,0,0,85,8,23,71,75,49,23,4,0,0,249,7,10,47,37,26,18,4,0,0,151,3,9,73,95,70,45,3,0,0,296,18,46,154,175,133,80,12,0,0,619,35,84,370,320,216,143,30,0,0,1202,11,21,21,25,13,3,5,0,0,97,15,23,90,60,34,21,7,0,0,249
POA6123,28,65,160,114,100,72,21,0,0,562,0,0,0,0,0,0,0,0,0,4,0,0,7,3,0,3,0,0,0,15,0,0,4,0,3,3,0,0,0,19,0,0,7,0,3,0,0,0,0,9,0,0,10,5,3,3,0,0,0,22,0,0,5,0,0,0,0,0,0,4,9,7,18,10,13,6,0,0,0,65,12,5,3,0,3,0,0,0,0,22,0,0,8,3,7,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,19,0,0,0,3,0,0,0,0,0,6,0,0,5,6,6,0,0,0,0,19,0,4,10,6,9,5,0,0,0,28,0,0,7,8,4,8,0,0,0,23,0,11,20,10,13,9,8,0,0,60,4,12,38,22,18,13,0,0,0,115,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,3,0,0,0,15
POA6124,18,12,33,50,69,77,21,9,0,289,0,0,7,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,5,0,0,0,0,9,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,0,0,12,0,0,0,0,3,0,0,0,0,4,10,6,0,0,8,6,0,0,0,26,9,4,4,3,7,3,0,0,0,30,0,0,4,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,8,7,4,7,0,0,0,25,0,0,0,3,5,0,0,0,0,8,0,0,0,6,7,5,0,0,0,14,0,0,4,7,10,9,0,0,0,31,3,0,10,9,15,13,3,0,0,54,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,4,0,0,0,9
POA6125,64,71,103,124,222,180,55,11,0,823,0,4,4,5,9,15,11,4,0,53,0,0,8,9,3,6,0,0,0,17,0,8,7,4,12,0,0,0,0,31,0,0,0,5,0,0,0,0,0,6,0,4,7,7,11,6,0,0,0,33,0,0,0,7,4,3,0,0,0,11,13,17,12,9,22,14,0,0,0,91,20,0,0,0,6,6,0,0,0,32,0,0,0,5,8,7,3,0,0,29,0,0,0,0,0,0,0,0,0,5,0,3,4,6,3,0,0,0,0,10,0,0,0,5,7,3,0,0,0,14,0,8,11,20,12,11,0,0,0,58,0,0,0,6,7,0,0,0,0,19,0,0,10,4,12,8,0,0,0,35,0,4,17,23,33,19,8,0,0,110,4,13,25,17,34,29,5,0,0,127,0,7,3,4,4,0,0,0,0,22,0,4,7,5,13,9,0,0,0,38
POA6126,3,7,3,11,11,17,10,3,0,57,0,0,0,0,5,3,4,3,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
POA6147,153,384,868,910,686,524,185,19,0,3729,0,0,4,4,5,0,0,0,0,13,0,5,17,21,8,13,0,0,0,63,4,4,25,27,26,37,10,0,0,138,0,0,0,8,0,3,0,0,0,21,0,6,20,12,17,12,5,0,0,64,0,4,8,17,18,15,0,0,0,67,29,53,72,54,58,45,13,0,0,323,60,51,70,42,29,23,7,0,0,291,0,3,19,21,24,21,0,0,0,88,0,5,10,6,5,4,0,0,0,24,0,0,17,22,11,10,5,0,0,67,0,3,9,17,4,5,4,0,0,44,0,13,52,74,35,17,5,0,0,194,0,8,30,20,31,30,0,0,0,126,0,5,39,39,32,30,8,0,0,161,6,29,81,91,93,88,18,0,0,413,7,56,178,180,164,140,43,0,0,768,4,8,10,7,7,7,0,0,0,54,10,20,30,27,19,24,4,0,0,139
POA6148,255,400,674,1052,1031,758,251,36,5,4466,0,0,0,4,0,4,4,0,0,11,0,8,24,40,23,8,5,0,0,104,3,6,21,30,42,22,13,0,0,141,3,0,4,9,3,0,0,0,0,29,0,14,14,38,32,16,8,0,0,120,4,5,12,18,16,12,4,0,0,72,75,73,61,73,75,44,19,0,0,418,99,61,22,42,25,28,3,0,0,286,0,9,9,31,18,17,3,0,0,83,8,10,6,6,4,5,0,0,0,33,0,4,19,37,20,21,9,3,0,115,4,0,9,12,13,17,3,0,0,65,3,26,69,98,72,39,10,0,0,321,0,13,21,26,22,15,6,0,0,108,5,8,47,79,60,47,16,0,0,259,22,46,87,138,224,136,39,8,0,696,15,78,190,259,264,180,43,5,0,1023,14,13,9,22,8,7,3,0,0,76,8,15,27,30,44,27,12,4,0,165
POA6149,276,372,695,1060,1001,788,375,57,3,4629,0,0,4,3,0,6,0,0,0,18,0,12,33,45,24,15,5,0,0,136,12,10,11,40,30,20,10,0,0,126,0,0,3,13,10,0,0,0,0,29,0,7,17,29,28,19,7,0,0,106,5,5,10,19,28,13,5,0,0,79,66,64,43,49,46,66,23,0,0,367,108,53,30,29,23,12,4,0,0,259,0,4,12,22,20,23,3,0,0,86,3,4,4,5,9,11,6,0,0,34,0,0,22,33,44,29,5,0,0,142,4,0,8,16,14,18,9,0,0,63,4,36,75,123,79,55,19,0,0,385,4,5,12,26,26,14,7,0,0,92,0,8,40,69,53,52,15,3,0,242,21,44,94,153,223,203,47,0,0,795,19,83,187,263,250,203,72,4,0,1081,21,10,15,18,7,4,4,0,0,87,18,10,24,39,32,25,8,0,0,156
POA6150,226,351,504,601,626,541,244,28,3,3127,0,0,5,0,0,3,0,0,0,7,0,4,22,28,17,4,0,0,0,76,7,12,4,19,26,14,4,0,0,87,0,3,3,15,10,0,0,0,0,28,0,9,16,16,20,11,3,0,0,73,4,9,7,10,8,9,5,0,0,46,80,78,33,35,48,33,17,5,0,328,108,45,24,19,26,14,4,0,0,252,0,4,3,8,12,15,0,0,0,53,0,5,3,0,6,0,0,0,0,15,0,8,8,27,19,15,6,0,0,86,0,0,6,7,12,4,6,4,0,34,3,27,62,58,69,27,5,0,0,256,0,0,12,15,7,10,3,0,0,49,4,9,23,36,39,43,6,0,0,162,17,24,49,91,139,126,36,0,0,487,16,73,121,138,133,130,41,0,0,653,5,14,5,9,9,3,5,0,0,52,10,13,24,27,22,11,4,0,0,110
POA6151,212,446,1018,989,942,758,350,70,3,4776,3,0,6,0,6,5,7,0,0,27,0,18,60,57,47,14,0,0,0,198,4,5,19,21,21,13,5,4,0,94,0,0,5,9,8,10,0,0,0,34,0,10,24,26,26,19,7,0,0,114,0,4,9,15,14,4,3,0,0,51,88,70,74,28,57,35,11,0,0,374,86,82,62,38,22,12,7,0,0,314,0,9,11,19,13,10,3,0,0,64,0,0,14,13,8,7,5,0,0,47,0,9,28,30,47,20,14,0,0,150,0,5,14,25,22,26,8,5,0,95,0,49,131,139,93,69,29,0,0,519,4,17,47,11,15,24,4,0,0,122,3,5,63,53,82,55,14,0,0,282,12,42,116,133,164,137,57,6,0,668,13,103,221,193,191,200,54,4,0,975,15,20,28,14,13,14,11,0,0,112,3,24,34,26,23,14,8,0,0,139
POA6152,337,838,1610,1432,1130,959,398,64,4,6771,3,5,4,6,7,9,12,0,0,41,0,9,65,61,59,23,0,0,0,224,6,9,45,24,29,22,6,0,0,141,0,0,13,9,14,6,0,0,0,40,0,13,47,51,27,17,10,0,0,167,0,15,10,19,17,9,0,0,0,76,86,134,105,73,64,63,24,0,0,548,133,121,89,54,47,37,9,0,0,474,0,13,22,27,34,23,5,0,0,120,3,5,17,11,12,7,0,0,0,58,0,18,54,60,67,39,10,0,0,243,0,9,34,22,23,33,13,0,0,137,0,87,208,189,108,73,29,6,0,696,0,19,44,41,40,18,9,0,0,173,5,36,91,87,87,62,10,0,0,376,27,88,216,200,232,221,75,5,0,1055,18,185,436,290,254,252,68,9,0,1504,16,21,35,33,18,12,9,0,0,142,15,28,68,48,43,36,10,0,0,244
POA6153,272,470,886,1169,1169,941,401,94,3,5397,0,0,0,4,9,5,6,0,0,24,0,12,44,63,53,30,9,0,0,205,9,10,13,33,28,21,11,0,0,127,0,4,7,21,17,5,0,0,0,53,0,15,24,39,34,28,8,0,0,145,0,5,16,15,18,10,4,0,0,76,109,97,62,63,73,65,16,0,0,497,107,64,43,29,25,26,12,0,0,309,0,7,13,21,30,15,3,0,0,92,6,9,5,10,8,3,3,0,0,37,0,6,25,44,42,30,5,0,0,153,3,15,17,22,37,30,19,6,0,137,3,52,121,159,107,70,30,0,0,550,3,9,18,24,31,24,12,0,0,117,0,23,44,69,71,56,11,0,0,280,22,45,85,138,198,170,60,6,0,726,31,106,274,311,253,226,78,4,0,1278,15,24,20,10,25,16,4,0,0,106,8,18,34,42,29,33,13,0,0,178
POA6154,178,272,403,577,597,418,124,26,0,2600,0,0,0,0,10,3,0,0,0,15,0,3,14,26,24,12,0,0,0,80,11,4,20,20,21,10,4,0,0,83,0,0,0,9,3,0,0,0,0,17,0,5,12,23,22,11,0,0,0,66,0,5,9,7,9,0,0,0,0,30,55,42,31,29,30,40,7,0,0,231,70,28,17,18,10,9,3,0,0,160,0,5,7,8,10,6,0,0,0,44,0,4,0,6,5,0,0,0,0,15,0,4,17,26,25,9,3,0,0,87,0,6,10,13,27,7,0,0,0,54,0,21,47,59,64,27,11,0,0,222,0,5,8,14,3,11,0,0,0,37,0,7,10,48,55,31,7,0,0,166,6,20,76,115,116,101,19,0,0,463,9,48,77,131,148,119,18,6,0,552,12,7,7,11,7,0,0,0,0,44,5,11,25,19,20,13,5,0,0,95
POA6155,799,1303,2115,3254,3216,2174,689,63,3,13614,0,4,6,16,24,9,3,0,0,67,5,6,47,91,51,26,0,0,0,230,31,20,70,95,122,71,16,4,0,433,0,6,11,25,21,11,0,0,0,78,0,24,60,107,79,54,8,0,0,335,4,12,32,83,72,40,12,0,0,259,250,232,202,241,217,170,36,3,0,1351,338,152,123,132,116,73,16,0,0,947,9,18,42,68,90,47,16,0,0,291,18,7,16,14,19,6,0,0,0,75,0,19,71,106,95,69,12,0,0,372,0,5,37,44,64,27,17,0,0,189,8,93,193,297,175,102,20,0,0,889,12,22,65,90,86,43,12,3,0,338,14,52,72,202,206,157,26,3,0,733,56,139,193,451,565,368,65,4,0,1841,39,252,556,757,785,438,112,0,0,2942,43,41,28,38,23,28,3,0,0,211,28,41,55,106,98,72,17,3,0,420
POA6156,316,386,753,914,1103,723,225,29,3,4442,0,0,0,0,8,0,4,0,0,23,0,9,26,44,36,10,0,0,0,132,8,14,20,40,26,23,5,0,0,136,0,0,4,4,4,3,0,0,0,24,0,0,30,39,34,18,7,0,0,123,4,3,12,19,15,12,4,0,0,77,104,82,63,66,73,52,12,0,0,463,119,73,39,26,29,12,6,0,0,299,4,7,12,25,27,16,7,0,0,99,3,3,6,4,3,0,0,0,0,32,0,9,24,40,36,28,0,4,0,135,0,9,26,21,24,26,14,0,0,114,6,31,82,94,96,49,14,3,0,381,4,10,21,34,22,18,9,0,0,115,4,14,32,61,61,53,14,0,0,236,15,47,146,171,259,155,35,0,0,822,17,76,205,212,247,193,47,0,0,993,9,17,16,19,17,8,3,0,0,89,6,16,35,38,36,22,3,0,0,152
POA6157,201,259,688,778,755,581,196,20,0,3487,0,0,4,0,0,0,0,0,0,11,0,0,22,30,31,6,0,0,0,89,9,4,16,17,16,21,6,0,0,95,0,0,0,4,9,5,0,0,0,16,0,4,25,30,25,9,0,0,0,96,0,4,15,11,22,14,0,0,0,61,62,61,40,41,65,36,24,0,0,339,77,59,46,23,11,7,4,0,0,228,0,0,17,19,21,14,3,0,0,74,0,5,10,7,0,0,0,0,0,26,0,4,19,19,20,19,0,0,0,85,0,4,15,19,22,12,8,0,0,81,0,12,84,89,57,37,19,0,0,306,0,5,7,25,16,21,7,0,0,88,5,3,51,56,71,53,7,0,0,251,24,26,134,155,202,153,29,0,0,726,15,75,233,180,198,196,55,0,0,950,17,15,18,19,13,7,4,0,0,87,8,17,31,44,33,10,6,0,0,151
POA6158,98,152,279,336,477,395,141,25,0,1907,0,0,0,0,0,0,0,0,0,6,0,3,17,15,11,5,3,0,0,59,12,4,11,6,13,9,0,0,0,51,0,0,4,4,0,0,0,0,0,13,0,5,8,14,15,12,6,0,0,51,0,0,0,6,14,5,0,0,0,31,33,21,15,19,25,25,11,0,0,145,59,27,16,13,21,9,4,0,0,152,0,0,0,6,10,3,0,0,0,22,0,0,7,9,10,4,0,0,0,30,0,3,5,19,16,3,3,0,0,50,0,0,4,10,10,6,3,0,0,44,0,7,29,57,61,27,7,0,0,189,0,7,4,10,9,8,4,0,0,44,0,16,19,24,32,25,0,0,0,117,14,9,32,57,90,109,27,4,0,345,13,25,93,100,125,113,28,0,0,494,3,6,10,12,12,11,0,0,0,53,6,10,15,8,11,12,0,0,0,57
POA6159,29,62,177,205,164,225,96,24,0,989,0,0,0,0,0,0,0,0,0,3,0,0,19,7,8,0,0,0,0,36,0,0,8,6,0,3,0,0,0,23,0,0,6,5,3,0,0,0,0,9,0,0,3,3,5,4,0,0,0,23,0,6,0,3,4,3,0,0,0,16,9,13,6,11,6,4,8,0,0,64,11,24,13,8,5,6,0,0,0,67,0,5,0,0,3,3,0,0,0,16,0,0,9,4,0,3,0,0,0,15,0,0,8,4,8,0,0,0,0,23,0,0,3,6,0,4,4,0,0,15,0,11,26,27,31,18,9,0,0,126,0,0,0,6,3,4,0,0,0,21,0,0,10,11,10,13,4,0,0,52,3,8,24,25,34,38,12,0,0,142,0,20,66,47,39,48,18,3,0,248,4,4,6,9,0,5,3,0,0,21,0,3,11,7,7,0,4,0,0,35
POA6160,58,219,639,575,479,414,144,31,0,2570,0,0,8,0,3,3,0,0,0,16,0,4,21,19,23,9,0,0,0,75,0,11,16,6,8,11,0,0,0,49,0,0,0,9,3,0,0,0,0,14,0,0,14,12,12,7,3,0,0,46,0,0,8,9,7,6,0,0,0,39,13,37,41,33,26,28,6,0,0,193,48,71,77,20,14,15,9,0,0,258,0,0,12,5,7,13,5,0,0,38,0,0,10,8,7,3,0,0,0,28,0,4,14,10,7,4,0,0,0,33,0,0,5,8,4,4,4,0,0,35,3,27,75,70,54,38,12,0,0,278,0,5,14,13,5,4,0,0,0,49,0,11,55,35,38,29,7,7,0,184,3,16,78,69,96,107,33,3,0,409,8,46,143,99,108,104,36,0,0,541,0,9,25,17,12,11,3,5,0,80,0,11,25,14,9,6,0,0,0,79
