POA_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85_yr_over_Married,M_85_yr_over_Separated,M_85_yr_over_Divorced,M_85_yr_over_Widowed,M_85_yr_over_Never_married,M_85_yr_over_Tot,M_OS_visitors_Married,M_OS_visitors_Separated,M_OS_visitors_Divorced,M_OS_visitors_Widowed,M_OS_visitors_Never_married,M_OS_visitors_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85_yr_over_Married,F_85_yr_over_Separated,F_85_yr_over_Divorced,F_85_yr_over_Widowed,F_85_yr_over_Never_married,F_85_yr_over_Tot,F_OS_visitors_Married,F_OS_visitors_Separated,F_OS_visitors_Divorced,F_OS_visitors_Widowed,F_OS_visitors_Never_married,F_OS_visitors_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85_yr_over_Married,P_85_yr_over_Separated,P_85_yr_over_Divorced,P_85_yr_over_Widowed,P_85_yr_over_Never_married,P_85_yr_over_Tot,P_OS_vis_Married,P_OS_vis_Separated,P_OS_vis_Divorced,P_OS_vis_Widowed,P_OS_vis_Never_married,P_OS_vis_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
POA6309,0,0,0,0,6,6,0,0,0,0,8,9,0,0,0,0,14,14,5,0,0,0,0,8,8,0,0,0,12,22,13,0,8,0,5,24,19,3,6,0,0,27,5,0,0,5,0,12,6,0,0,0,0,5,0,0,0,0,0,0,56,6,12,8,48,128,0,0,0,0,8,8,0,0,0,0,6,12,3,3,0,0,3,8,9,0,0,0,5,12,12,3,4,3,0,27,14,5,0,0,0,20,14,0,0,0,0,16,5,0,0,3,0,8,5,0,0,0,0,5,0,0,0,0,0,0,61,7,5,4,28,112,0,0,0,0,7,7,0,0,0,0,17,16,3,3,0,0,15,21,17,0,0,0,6,24,20,4,3,0,15,47,25,4,3,0,4,43,30,3,4,0,3,47,15,0,0,3,0,21,4,0,0,0,0,7,0,0,0,0,0,0,120,14,16,14,75,235
POA6311,0,0,0,0,3,3,0,0,0,0,12,12,11,0,0,0,16,28,18,0,0,0,9,24,16,0,5,0,17,39,43,0,9,0,4,57,35,4,8,3,4,55,17,3,6,6,0,29,3,0,0,3,0,7,0,0,0,0,0,3,145,6,21,11,65,254,0,0,0,0,7,7,0,0,0,0,15,15,15,0,0,0,13,33,10,6,0,0,6,23,30,3,7,0,8,47,43,0,4,0,5,58,26,0,4,4,0,37,7,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,140,7,18,13,54,229,0,0,0,0,11,11,0,0,0,0,24,24,28,0,0,0,32,59,34,6,0,0,10,45,53,4,13,0,23,84,87,0,11,0,10,114,67,7,8,8,0,91,25,3,10,8,0,44,6,0,0,3,0,10,0,0,0,0,0,3,285,19,42,21,121,487
POA6312,0,0,0,0,203,207,7,0,0,0,131,133,67,0,0,0,192,266,121,12,0,0,89,227,156,18,33,0,88,296,172,11,54,8,36,285,178,16,34,17,29,269,83,3,15,20,13,130,28,0,0,17,6,59,4,0,0,0,6,9,820,63,142,69,789,1877,0,6,0,0,168,175,3,0,0,0,118,123,79,12,3,0,162,260,149,16,15,5,86,278,136,24,39,4,63,269,186,13,63,22,35,315,146,18,29,39,8,238,63,4,26,74,3,163,18,0,5,73,3,100,0,0,0,0,0,0,783,83,181,221,660,1921,0,6,0,0,374,377,10,0,0,0,247,257,153,9,3,0,359,522,277,29,24,4,179,509,290,37,71,9,155,566,360,21,112,30,67,604,318,31,66,58,43,508,145,11,37,92,13,300,50,0,6,91,6,159,0,0,0,0,6,8,1599,150,319,291,1448,3803
POA6313,0,0,0,0,6,6,0,0,0,0,3,3,4,0,0,0,3,7,7,0,0,0,0,10,19,0,0,0,4,16,15,0,0,0,4,18,8,0,3,0,6,15,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,62,3,4,5,17,88,0,0,0,0,3,3,0,0,0,0,4,4,9,0,0,0,0,12,14,0,0,0,0,14,15,0,3,0,0,20,18,0,3,0,0,25,3,0,7,0,0,7,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,58,0,7,3,19,96,0,0,0,0,8,8,0,0,0,0,3,3,13,0,0,0,5,18,17,0,0,0,0,25,29,0,3,0,0,38,30,4,7,0,4,41,13,0,5,0,6,25,19,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,119,6,21,3,34,184
POA6315,0,0,0,0,40,40,0,0,0,0,33,33,27,0,0,0,61,88,56,3,5,0,42,102,50,3,7,0,38,105,76,6,23,4,21,134,92,6,18,7,15,135,43,4,11,11,8,72,5,0,0,9,0,19,0,0,0,0,0,0,363,22,70,24,252,731,0,0,0,0,45,45,0,0,0,0,26,32,34,0,0,0,45,87,59,5,13,0,23,91,53,0,16,5,36,105,85,9,30,3,15,149,81,3,22,21,0,137,24,0,10,37,0,70,7,0,0,21,0,27,3,0,0,0,0,3,348,15,96,92,201,746,0,0,0,0,79,79,0,0,0,4,57,63,57,0,0,0,113,175,116,7,12,0,63,197,103,7,22,5,75,208,165,13,54,9,36,282,180,11,38,23,15,270,71,4,19,42,8,143,8,0,0,32,3,48,5,0,0,0,0,5,710,41,157,115,451,1476
POA6316,0,0,0,0,3,3,0,0,0,0,11,11,8,0,0,0,12,18,11,0,5,0,0,15,14,3,3,0,3,23,25,0,11,0,4,40,9,0,5,5,5,27,5,0,0,0,0,6,3,0,0,0,0,4,0,0,0,0,0,0,72,3,24,6,42,149,0,0,0,0,8,8,0,0,0,0,4,8,6,0,0,0,10,18,17,0,0,0,3,24,15,0,5,0,7,20,17,6,3,0,0,27,14,0,9,0,3,25,3,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,76,6,17,11,37,141,0,0,0,0,11,11,0,0,0,0,19,21,18,0,0,0,21,39,32,3,5,0,4,41,30,3,4,0,8,46,47,6,16,0,5,66,25,0,14,7,11,51,7,0,4,4,0,16,3,0,0,4,0,0,0,0,0,0,0,0,144,6,44,11,81,290
POA6317,0,0,0,0,129,129,11,0,0,0,124,136,89,3,0,0,197,290,140,4,10,0,106,259,143,14,21,3,73,254,174,13,30,8,42,274,147,7,25,5,25,205,71,4,4,15,5,108,26,0,4,7,0,39,0,0,0,0,4,3,809,48,96,39,711,1698,0,0,0,0,124,123,9,0,0,0,108,119,96,3,5,0,140,250,129,4,12,8,58,222,141,15,24,9,48,236,167,15,33,11,31,251,141,9,32,32,7,219,63,0,13,44,3,122,13,0,4,45,0,59,0,0,0,0,0,0,761,52,118,150,512,1606,0,0,0,0,248,256,18,0,0,0,235,253,187,12,8,0,329,539,274,10,25,8,173,480,284,27,51,9,120,487,341,37,64,21,69,528,288,19,55,38,29,428,133,3,19,58,11,226,39,0,0,55,3,94,0,0,0,0,4,3,1565,105,216,186,1228,3302
POA6318,0,0,0,0,8,8,0,0,0,0,8,8,9,0,0,0,11,26,20,0,0,0,10,34,24,0,9,0,8,36,20,8,9,0,9,38,17,6,7,0,5,33,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,103,11,16,0,57,189,0,0,0,0,9,9,0,0,0,0,3,3,10,0,0,0,14,25,27,0,0,0,8,35,19,3,6,0,3,30,25,5,9,0,5,35,16,0,10,9,0,27,6,0,0,4,0,13,0,0,0,0,0,4,0,0,0,0,0,0,103,7,21,9,42,185,0,0,0,0,17,17,0,0,0,0,12,13,21,0,0,0,32,50,45,0,0,0,18,71,43,3,9,0,12,64,47,6,13,0,6,75,36,6,12,9,3,60,15,0,0,7,0,22,0,0,0,0,0,4,0,0,0,0,0,0,204,19,42,14,97,374
POA6320,0,0,0,0,15,15,0,0,0,0,10,14,6,0,0,0,23,28,19,0,0,0,11,28,15,7,0,5,8,34,33,4,0,0,10,55,17,0,6,0,0,20,4,0,0,3,0,17,5,0,0,0,0,6,0,0,0,0,0,0,104,12,11,8,88,216,0,0,0,0,13,16,0,0,0,0,12,11,8,0,0,0,24,31,19,5,0,0,10,35,18,0,0,0,0,25,31,0,4,3,6,46,8,0,0,4,0,12,8,0,0,8,0,17,0,0,0,0,0,3,0,0,0,0,0,0,93,7,6,17,66,198,0,0,0,0,33,32,3,0,0,0,21,25,13,0,0,0,41,58,32,3,0,0,23,58,31,4,5,5,13,63,64,4,9,3,19,100,19,5,7,4,0,41,13,0,0,12,4,31,5,0,0,0,0,11,0,0,0,0,0,0,196,25,24,20,153,416
POA6321,0,0,0,0,17,17,0,0,0,0,8,8,6,3,0,0,12,21,18,0,0,0,7,21,20,0,7,0,9,34,19,0,3,0,14,39,23,0,6,0,3,30,17,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,93,4,22,0,64,185,0,0,0,0,8,8,0,0,0,0,10,10,3,3,0,0,11,18,17,0,0,0,15,36,9,0,3,0,12,27,24,0,4,3,3,34,19,0,3,3,0,32,10,0,0,3,0,16,0,0,0,3,0,5,0,0,0,0,0,0,89,5,14,14,52,178,0,0,0,0,18,18,0,0,0,0,11,14,11,9,0,0,22,35,34,0,0,0,21,57,30,0,12,0,16,61,44,0,11,3,15,78,43,4,6,3,4,57,23,0,4,3,0,38,0,0,0,3,0,4,0,0,0,0,0,0,181,14,35,16,113,366
POA6322,0,0,0,0,8,8,0,0,0,0,5,5,0,0,0,0,5,4,4,0,0,0,3,8,5,0,0,0,4,13,12,0,0,0,0,16,15,0,0,0,0,28,8,0,4,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,56,5,12,0,18,93,0,0,0,0,8,8,0,0,0,0,0,6,6,0,0,0,4,8,6,0,0,0,8,12,11,4,0,0,4,19,13,0,4,0,0,18,12,0,5,0,0,18,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,52,5,11,5,26,96,0,0,0,0,13,13,7,0,0,0,6,11,6,0,0,0,6,16,16,0,0,0,9,27,14,4,5,0,13,33,22,0,5,0,0,32,23,4,7,0,0,42,14,0,5,3,0,23,4,0,0,0,0,0,0,0,0,0,0,0,115,6,27,8,45,184
POA6323,0,0,0,0,38,38,0,0,0,0,9,8,8,0,0,0,26,29,16,0,4,0,14,38,38,5,8,0,18,72,57,9,10,3,15,100,63,9,21,3,12,101,30,0,8,4,0,48,0,0,5,0,0,4,0,0,0,0,0,0,213,30,57,16,133,445,0,0,0,0,21,21,0,0,0,0,14,16,14,0,0,0,16,30,27,0,4,0,14,44,42,3,6,0,21,75,61,8,9,0,9,86,59,0,13,11,6,94,20,0,5,9,0,44,0,0,0,0,0,0,0,0,0,0,0,0,220,21,42,32,101,409,0,0,0,0,54,54,4,0,0,0,26,26,19,0,0,0,44,57,48,5,7,0,32,88,77,14,15,0,37,143,119,15,20,4,24,178,118,12,32,13,18,195,50,0,17,16,0,92,0,0,5,7,0,7,0,0,0,0,0,0,435,50,96,46,231,855
POA6324,0,0,0,0,111,111,9,0,0,0,69,77,62,0,0,0,107,166,114,9,11,0,83,216,153,8,26,0,62,255,171,14,44,3,39,269,165,11,55,10,16,248,71,3,19,13,6,108,24,0,0,17,6,47,0,0,0,4,0,4,766,52,147,48,493,1507,0,0,0,0,90,90,7,3,0,0,54,61,75,5,5,0,90,176,113,11,9,4,67,198,150,15,36,4,51,254,192,19,54,9,30,299,141,9,49,27,17,250,47,0,10,38,0,98,12,0,7,40,0,58,0,0,0,0,0,3,741,56,169,128,396,1490,0,0,0,0,206,206,17,3,0,0,119,135,140,5,5,0,194,341,229,18,15,4,144,417,304,20,67,4,110,509,362,33,98,13,67,571,307,20,102,40,34,499,123,7,24,47,6,207,33,0,8,57,6,101,0,0,0,4,0,3,1510,107,321,166,893,3003
POA6326,0,0,0,0,7,7,0,0,0,0,7,9,8,0,0,0,14,21,12,3,0,0,12,24,25,0,4,0,6,28,33,4,4,4,7,42,27,0,9,0,3,41,10,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,114,5,23,4,56,205,0,0,0,0,18,18,0,0,0,0,14,10,3,3,0,0,17,31,17,0,0,0,5,24,30,0,0,0,0,32,34,4,8,0,3,49,21,0,3,6,0,32,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,118,5,22,10,56,207,0,0,0,0,29,29,3,0,0,0,22,24,14,3,0,0,32,52,34,3,0,0,11,46,49,0,6,0,10,65,57,5,12,4,11,88,52,0,17,10,3,80,17,0,8,0,0,24,3,0,0,0,0,8,0,0,0,0,0,0,230,8,39,12,116,407
POA6327,0,0,0,0,10,10,0,0,0,0,8,8,5,0,0,0,4,12,6,3,3,0,0,14,15,4,0,0,7,29,11,0,7,0,0,16,5,4,6,0,0,16,12,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,55,9,20,0,31,115,0,0,0,0,5,5,0,0,0,0,0,0,11,0,0,0,3,17,5,0,0,0,3,17,11,0,3,0,0,14,5,0,0,0,0,17,13,0,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,59,3,6,5,17,86,0,0,0,0,6,6,0,0,0,0,7,7,13,0,0,0,9,26,19,0,3,0,6,32,27,4,6,0,10,47,11,0,9,0,6,31,25,0,8,0,0,33,10,0,0,3,0,13,3,0,0,0,0,5,0,0,0,0,0,0,115,13,24,6,44,202
POA6328,0,0,0,0,8,8,0,0,0,0,11,10,17,0,0,0,20,35,17,0,0,0,11,28,3,3,3,0,5,16,28,0,9,0,5,36,14,0,0,3,6,24,11,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,95,3,12,0,73,180,0,0,0,0,3,3,3,0,0,0,11,11,20,0,0,0,16,33,15,0,0,0,4,23,9,0,3,0,11,21,27,0,4,0,0,36,14,0,3,4,0,17,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,95,0,7,3,41,154,0,0,0,0,19,19,3,0,0,0,17,25,33,0,0,0,31,69,37,0,0,0,13,50,12,9,4,0,16,40,58,0,7,0,8,71,26,0,3,4,6,40,13,0,5,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,186,9,21,7,113,341
POA6330,0,0,0,0,1259,1257,44,0,0,0,850,900,628,23,28,0,1387,2069,1038,100,87,3,726,1958,1302,122,265,11,550,2251,1487,129,386,51,383,2433,1481,85,362,101,161,2195,908,30,122,133,48,1238,291,4,29,143,12,483,17,0,0,3,8,33,7204,495,1286,446,5388,14820,0,0,0,0,1156,1162,72,3,0,3,745,820,755,51,47,0,1131,1984,1176,141,177,20,651,2171,1424,157,395,50,526,2545,1553,123,582,139,354,2748,1391,87,407,312,119,2314,716,26,196,536,31,1503,153,11,50,436,8,655,6,3,0,0,5,23,7241,595,1859,1494,4735,15925,6,0,0,0,2414,2420,111,4,0,0,1596,1714,1385,78,73,3,2517,4055,2216,239,264,24,1384,4130,2727,274,663,64,1074,4800,3040,248,966,191,737,5188,2870,178,771,412,280,4512,1626,52,320,670,78,2741,443,15,84,576,19,1139,23,0,3,6,16,52,14446,1094,3145,1946,10119,30747
POA6333,0,0,0,0,205,208,0,0,0,0,61,61,47,0,3,0,131,187,179,11,7,0,119,320,213,24,34,6,103,377,250,25,106,7,109,491,320,13,99,18,44,495,202,13,39,29,10,283,38,0,4,22,0,70,5,0,0,0,0,5,1252,94,289,77,780,2495,0,0,0,0,194,194,5,0,0,0,61,64,95,7,5,0,149,251,221,13,18,4,146,402,234,24,63,12,113,445,301,28,94,28,82,532,295,11,117,39,43,510,143,5,39,61,10,254,24,0,10,51,4,89,7,0,0,0,0,7,1318,81,347,195,797,2740,0,0,0,0,400,405,5,0,0,0,116,118,141,9,6,0,278,435,403,26,30,4,267,727,450,45,99,11,215,823,552,52,198,29,190,1025,619,27,220,61,89,1002,340,15,73,89,21,538,59,0,15,75,8,160,4,0,0,0,0,4,2567,176,640,275,1575,5235
POA6335,0,0,0,0,12,12,4,0,0,0,18,21,23,0,0,0,22,49,32,0,4,0,16,54,30,3,0,0,7,42,31,7,10,0,14,66,35,4,4,3,3,50,7,0,0,4,0,13,0,0,0,5,0,4,0,0,0,0,0,0,172,10,19,17,94,308,0,0,0,0,14,14,4,0,0,0,15,19,39,3,0,0,21,65,32,0,0,0,18,50,24,0,0,0,4,36,31,0,4,3,6,49,23,0,4,4,4,36,5,0,0,4,0,8,0,0,0,7,0,7,0,0,0,0,0,0,162,9,12,15,86,283,0,0,0,0,31,31,10,0,0,0,29,37,58,3,0,0,45,115,64,3,3,0,30,105,61,3,3,0,13,81,61,7,20,7,22,109,58,4,14,11,9,90,10,0,0,10,0,25,0,0,0,9,0,12,0,0,0,0,0,0,325,17,35,29,182,593
POA6336,0,0,0,0,5,5,0,0,0,0,9,9,7,0,0,0,17,29,14,0,0,0,6,21,19,3,4,0,4,28,11,3,11,0,6,32,17,0,6,0,4,20,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,72,8,20,3,43,147,0,0,0,0,6,6,0,0,0,0,9,9,14,0,0,0,5,20,10,3,0,0,3,19,11,0,0,0,4,21,18,0,4,5,3,25,8,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,6,5,7,30,107,0,0,0,0,9,9,0,0,0,0,19,19,27,4,0,0,19,51,26,3,0,0,13,38,31,3,0,0,5,48,27,3,11,5,8,54,24,0,6,3,4,35,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,135,13,22,10,75,252
POA6337,0,0,0,0,9,9,0,0,0,0,14,14,11,0,0,0,24,37,32,0,0,0,14,48,27,5,0,0,8,40,23,6,10,0,14,53,12,0,0,0,3,20,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,6,118,8,12,4,93,238,0,0,0,0,4,4,0,0,0,0,14,18,15,0,0,0,22,43,29,0,0,0,4,39,26,0,0,0,3,31,17,0,7,0,0,31,14,0,0,0,0,16,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,103,5,12,6,57,177,0,0,0,0,12,12,0,0,0,0,32,28,34,0,0,0,42,78,66,0,0,0,20,87,52,3,6,0,12,72,42,5,12,0,22,81,23,0,3,3,3,38,5,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,11,5,227,11,21,13,146,416
POA6338,0,0,0,0,10,10,0,0,0,0,13,13,10,0,0,0,26,35,23,4,0,0,9,42,29,0,0,0,11,41,36,7,12,0,4,62,46,9,15,0,4,67,15,0,5,4,0,25,0,0,0,3,0,3,0,0,0,0,0,0,165,15,38,4,86,301,0,0,0,0,4,4,0,0,0,0,13,13,16,0,0,0,28,44,27,0,3,0,16,45,34,0,5,0,12,52,37,0,6,0,4,50,31,0,9,10,4,55,11,0,3,3,0,15,0,0,0,5,0,3,0,0,0,0,0,0,151,4,31,20,74,280,0,0,0,0,19,19,0,0,0,0,27,27,28,0,0,0,53,79,50,8,5,0,28,88,64,0,4,0,19,94,75,7,26,0,11,116,80,9,25,10,8,124,23,0,5,3,0,40,0,0,0,3,0,4,0,0,0,0,0,0,317,19,68,26,153,585
POA6341,0,0,0,0,4,4,0,0,0,0,12,10,4,0,0,0,6,11,18,0,0,0,4,24,13,0,0,0,10,22,10,5,5,0,0,16,8,0,0,0,0,8,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,57,0,9,0,41,110,0,0,0,0,0,0,0,0,0,0,10,8,8,0,0,0,8,16,13,0,0,0,0,18,16,0,0,0,4,22,3,0,0,0,0,5,9,0,0,3,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,52,0,6,4,22,89,0,0,0,0,11,11,0,0,0,0,18,17,13,0,0,0,20,33,33,0,3,0,4,39,27,0,0,0,13,36,15,5,7,0,0,26,24,0,0,3,0,28,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,110,4,16,4,62,195
POA6343,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,7,18,13,0,0,0,11,20,13,4,3,0,8,26,9,0,0,0,4,13,9,0,0,0,0,10,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,49,3,5,0,41,96,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,18,18,0,0,0,5,22,7,0,0,0,4,14,8,0,0,0,0,12,9,0,0,0,0,9,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,49,0,5,0,24,79,0,0,0,0,3,3,0,0,0,0,3,3,11,0,0,0,20,34,22,0,0,0,16,40,19,4,3,0,16,43,16,0,0,0,4,26,16,0,0,0,0,18,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,97,4,10,4,68,173
POA6346,0,0,0,0,22,22,0,0,0,0,73,73,40,0,3,0,151,198,64,6,13,0,68,159,96,4,35,0,53,193,89,18,36,8,12,151,39,0,9,0,12,61,13,0,0,3,0,16,0,0,0,0,0,3,4,0,0,0,7,8,342,37,97,9,394,877,0,0,0,0,13,13,0,0,6,0,27,35,28,0,4,0,52,79,20,0,4,0,20,42,39,3,13,0,6,62,35,3,10,4,8,56,22,0,4,7,3,34,3,0,0,0,0,7,0,0,0,8,0,10,0,0,0,0,4,3,155,8,34,24,130,348,0,0,0,0,33,33,0,0,6,0,104,104,65,0,8,0,205,278,85,14,15,0,87,203,133,10,48,0,56,255,123,18,47,7,17,209,63,0,13,7,9,93,17,0,0,6,0,26,0,0,0,8,0,15,3,0,0,0,6,14,502,43,128,31,521,1224
POA6348,0,0,0,0,7,7,0,0,0,0,13,13,30,0,0,0,44,77,26,3,4,0,30,70,48,6,12,0,22,83,52,9,18,0,15,94,45,6,19,5,12,80,23,6,0,4,0,32,4,0,0,0,0,9,0,0,0,0,0,0,229,25,56,11,153,466,0,0,0,0,10,10,0,0,0,0,14,14,32,0,0,0,45,72,30,0,9,0,27,64,38,4,10,0,11,60,48,3,13,6,13,78,34,4,10,8,7,62,23,0,8,20,0,52,4,0,0,10,0,11,0,0,0,0,0,0,204,14,41,45,121,429,0,0,0,0,17,17,0,0,0,0,30,30,59,0,0,0,86,147,57,6,8,0,58,128,85,6,25,0,37,150,97,11,29,12,25,172,82,5,27,13,17,142,48,3,10,19,3,87,7,0,0,6,0,16,0,0,0,0,0,0,429,34,102,54,270,895
POA6350,0,0,0,0,6,6,0,0,0,0,0,5,3,0,0,0,10,11,9,0,0,0,8,19,9,0,0,0,14,23,16,0,9,0,4,26,16,3,0,7,0,23,15,0,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,67,5,16,7,49,135,0,0,0,0,6,6,0,0,0,0,4,4,6,0,0,0,9,18,9,0,0,0,7,14,12,3,0,0,9,26,16,0,0,0,6,24,10,0,4,3,4,23,12,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,68,3,11,10,37,131,0,0,0,0,10,10,0,0,0,0,12,10,12,0,0,0,18,33,18,0,0,0,11,30,24,8,4,0,15,49,24,3,10,0,17,51,30,3,11,9,5,51,19,0,3,3,0,34,6,0,0,0,0,6,0,0,0,0,0,0,132,12,26,15,86,270
POA6351,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,7,0,0,0,0,7,3,0,0,0,0,8,3,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,10,0,0,0,0,10,8,0,0,0,0,7,7,0,3,0,0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,3,0,10,42
