POA_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85_yr_over_Married,M_85_yr_over_Separated,M_85_yr_over_Divorced,M_85_yr_over_Widowed,M_85_yr_over_Never_married,M_85_yr_over_Tot,M_OS_visitors_Married,M_OS_visitors_Separated,M_OS_visitors_Divorced,M_OS_visitors_Widowed,M_OS_visitors_Never_married,M_OS_visitors_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85_yr_over_Married,F_85_yr_over_Separated,F_85_yr_over_Divorced,F_85_yr_over_Widowed,F_85_yr_over_Never_married,F_85_yr_over_Tot,F_OS_visitors_Married,F_OS_visitors_Separated,F_OS_visitors_Divorced,F_OS_visitors_Widowed,F_OS_visitors_Never_married,F_OS_visitors_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85_yr_over_Married,P_85_yr_over_Separated,P_85_yr_over_Divorced,P_85_yr_over_Widowed,P_85_yr_over_Never_married,P_85_yr_over_Tot,P_OS_vis_Married,P_OS_vis_Separated,P_OS_vis_Divorced,P_OS_vis_Widowed,P_OS_vis_Never_married,P_OS_vis_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
POA6000,0,0,0,0,160,159,14,0,0,0,843,860,462,39,31,0,2094,2628,620,72,105,4,869,1670,402,96,169,13,389,1064,349,72,187,6,222,835,249,26,91,25,67,462,102,5,27,24,31,193,31,0,10,11,11,66,152,9,22,0,172,357,2393,310,645,77,4858,8287,0,0,0,0,202,202,32,6,4,0,801,838,523,39,67,0,1660,2286,499,39,100,4,527,1175,292,54,125,9,204,679,264,38,151,27,91,574,209,21,96,52,43,426,65,0,27,58,15,167,18,0,7,49,4,70,60,0,7,9,120,195,1963,199,585,207,3663,6613,0,0,0,0,362,369,47,6,4,0,1639,1700,991,74,98,0,3753,4917,1117,116,210,8,1396,2845,689,144,291,20,589,1737,615,108,335,37,316,1406,466,48,193,73,110,886,167,5,57,82,47,359,50,0,21,54,13,138,214,12,26,6,289,549,4355,515,1231,286,8520,14903
POA6003,0,0,0,0,32,32,0,0,0,0,146,149,105,11,5,0,536,659,132,20,29,0,202,382,85,19,36,0,77,213,72,7,43,0,48,175,38,9,26,0,31,101,22,0,11,0,14,52,4,0,0,0,0,8,4,0,0,0,16,22,457,73,153,9,1110,1799,0,0,0,0,38,38,11,0,4,0,191,202,133,9,19,0,460,621,108,12,31,0,112,265,71,16,29,5,43,160,58,10,36,7,33,149,39,5,27,12,12,103,8,0,0,20,0,28,0,0,0,12,0,8,0,0,0,0,6,8,432,49,147,54,895,1585,0,0,0,0,71,71,12,0,0,0,337,348,236,20,25,0,994,1279,234,34,64,0,318,650,144,33,62,3,126,374,131,17,78,12,89,323,75,12,52,16,41,208,32,0,13,16,14,80,5,0,0,13,0,22,7,0,0,0,20,31,884,117,297,61,2011,3382
POA6004,0,0,0,0,140,140,11,0,0,0,477,482,433,15,29,0,1307,1786,607,57,84,0,562,1315,366,77,127,5,267,841,432,59,155,11,146,802,319,26,134,14,79,568,122,10,46,12,21,205,21,3,4,10,12,54,82,0,8,0,56,152,2383,252,587,54,3071,6344,0,0,0,0,140,140,34,4,3,0,491,522,557,31,49,0,1169,1810,503,41,85,4,335,975,307,26,157,7,160,658,333,41,140,26,79,616,233,18,107,63,19,433,86,0,20,50,7,164,5,3,0,40,5,54,45,4,5,0,30,85,2108,164,568,192,2434,5466,0,0,0,0,279,279,41,4,4,0,966,1012,989,47,78,3,2476,3600,1105,99,171,4,904,2285,678,103,280,11,428,1499,766,96,295,37,228,1424,545,46,236,77,95,1001,207,10,60,60,34,371,27,9,10,48,15,108,131,3,15,4,86,240,4495,416,1157,240,5502,11809
POA6005,0,0,0,0,42,42,5,0,0,0,199,211,188,14,15,0,754,963,226,18,45,0,334,627,127,34,50,3,132,346,129,27,67,5,81,317,98,18,64,0,53,236,62,7,32,15,22,144,22,0,10,13,6,46,6,0,5,0,13,22,866,116,291,45,1632,2951,0,0,0,0,72,72,12,0,0,0,273,281,226,14,25,0,672,931,215,24,48,4,239,528,109,32,64,3,104,308,130,13,78,16,49,288,92,10,46,22,22,192,35,7,26,50,8,119,7,0,7,46,0,67,5,0,3,3,10,21,826,98,292,143,1447,2806,0,0,0,0,114,114,18,0,0,0,470,490,414,23,35,0,1424,1896,435,48,96,4,569,1152,234,59,118,6,238,655,256,43,146,18,139,603,187,34,111,27,73,427,98,15,54,70,36,262,28,0,16,63,3,114,15,0,8,7,22,45,1689,216,583,192,3081,5757
POA6006,0,0,0,0,201,201,0,0,0,0,266,262,135,6,14,0,654,806,404,21,42,3,292,761,354,37,56,3,155,606,306,18,95,4,138,563,203,17,78,7,54,355,109,4,27,23,27,190,42,0,5,25,0,73,8,0,0,0,4,13,1554,102,315,70,1787,3829,0,0,0,0,181,181,3,0,0,0,342,348,194,10,11,0,629,846,436,23,46,3,241,749,376,26,93,6,123,624,294,23,104,29,104,553,187,13,84,47,40,366,76,0,36,91,6,214,19,0,6,133,9,168,0,0,0,0,4,8,1590,102,382,318,1674,4064,0,0,0,0,376,376,0,0,0,0,606,611,329,17,23,0,1285,1652,843,43,90,10,526,1508,727,63,149,11,280,1232,600,43,200,31,241,1118,391,29,157,63,93,723,191,10,59,113,31,400,64,0,6,166,13,247,10,0,0,0,12,24,3144,204,694,387,3464,7896
POA6007,0,0,0,0,150,150,4,0,0,0,202,205,166,3,8,0,637,813,316,18,44,0,275,649,265,31,67,3,119,485,186,17,58,0,89,357,177,6,52,13,48,297,74,7,21,12,14,117,35,0,4,12,0,56,5,0,0,0,4,3,1219,85,257,45,1535,3137,0,0,0,0,145,145,6,0,0,0,287,296,222,14,22,0,664,924,322,22,47,6,212,616,257,24,75,14,146,517,193,20,94,19,69,394,161,11,97,40,44,347,60,3,39,65,13,183,23,0,5,132,5,166,0,0,0,0,6,12,1235,101,385,276,1603,3602,0,0,0,0,295,295,15,0,0,0,487,500,382,17,29,0,1306,1737,635,45,88,5,495,1263,521,56,144,15,265,1003,374,39,150,30,161,754,329,21,153,52,95,646,132,10,64,73,22,300,53,4,10,146,9,224,0,0,0,0,6,14,2451,188,646,320,3139,6738
POA6008,0,0,0,0,406,406,8,0,0,0,407,413,243,5,6,0,877,1136,662,38,46,0,331,1077,634,49,92,8,197,977,544,36,161,10,170,923,555,34,164,30,122,911,320,15,74,46,39,494,73,3,7,23,5,116,16,0,0,0,7,26,3059,180,564,108,2574,6482,0,0,0,0,353,353,6,0,0,0,502,516,349,14,22,0,924,1313,802,48,74,3,327,1247,652,45,172,11,195,1076,539,44,231,35,159,1005,486,29,200,101,105,921,222,11,98,155,60,553,37,0,23,121,46,224,7,0,0,0,8,21,3103,194,813,430,2686,7226,0,0,0,0,761,761,11,0,0,0,914,930,593,21,32,0,1804,2445,1464,77,121,9,655,2327,1290,94,255,17,391,2054,1080,82,392,39,330,1928,1040,67,366,128,233,1828,546,30,171,205,98,1046,115,4,38,140,50,344,31,0,4,5,21,50,6166,376,1375,539,5259,13709
POA6009,0,0,0,0,940,940,5,0,0,0,1135,1138,227,3,3,0,835,1074,701,15,22,0,220,960,859,28,62,0,130,1084,741,26,86,18,99,974,761,24,88,23,55,959,539,10,54,40,25,667,167,4,13,56,5,249,14,0,3,0,23,42,4021,121,331,147,3469,8082,3,0,0,0,993,993,18,0,0,0,1068,1087,320,13,18,0,697,1058,922,29,64,10,192,1209,934,32,104,12,124,1212,777,22,137,27,88,1054,733,22,144,116,74,1086,380,11,77,194,33,698,66,0,32,224,18,339,14,0,6,0,19,38,4166,135,579,579,3303,8769,5,0,0,0,1932,1937,23,0,0,0,2199,2220,551,21,24,0,1534,2127,1623,44,87,7,406,2167,1790,58,164,13,256,2290,1519,54,223,41,185,2031,1493,51,235,141,127,2047,922,24,123,231,64,1367,233,9,40,283,19,586,27,0,8,3,44,80,8185,257,909,727,6770,16855
POA6010,0,0,0,0,792,787,0,0,0,0,551,554,205,14,8,0,705,930,628,23,31,5,235,915,857,53,98,9,143,1164,732,44,100,6,114,1000,651,24,121,23,85,905,473,11,77,56,29,647,150,9,10,83,12,257,19,0,0,0,15,27,3708,172,439,182,2687,7191,0,0,0,0,627,627,10,0,0,0,545,558,271,7,18,0,605,898,767,45,61,4,197,1071,952,80,161,15,159,1362,739,45,227,42,103,1157,621,26,231,105,60,1044,371,16,132,244,45,809,82,4,61,303,24,472,13,0,4,0,7,25,3828,221,891,712,2374,8023,0,0,0,0,1423,1422,8,0,0,0,1097,1112,471,23,25,0,1312,1831,1396,61,91,5,430,1983,1812,133,257,26,308,2524,1478,89,330,41,225,2156,1276,48,350,132,148,1949,843,28,207,305,79,1459,238,11,68,386,27,735,30,0,6,0,19,55,7540,394,1335,898,5058,15216
POA6011,0,0,0,0,326,326,0,0,0,0,262,262,63,0,6,0,366,435,241,14,27,0,143,419,421,18,60,0,81,578,460,10,66,3,55,596,375,11,56,16,28,487,234,6,29,27,12,312,71,3,9,22,0,106,11,0,0,0,12,24,1866,62,251,75,1293,3552,0,0,0,0,438,438,0,0,0,0,265,270,110,4,12,0,359,490,311,16,30,0,128,485,491,28,65,7,81,678,447,11,86,13,59,624,351,10,84,61,30,536,184,3,29,80,8,310,38,3,13,81,6,144,10,0,0,0,6,23,1939,87,328,249,1389,3986,0,0,0,0,762,762,0,0,0,0,530,534,172,7,12,0,723,922,549,32,57,0,270,902,911,47,127,15,167,1263,907,26,157,26,110,1218,717,29,146,74,58,1027,419,6,57,103,25,619,107,7,20,108,5,245,23,0,3,0,18,41,3809,141,579,328,2681,7540
POA6012,0,0,0,0,244,244,10,0,0,0,255,264,109,4,0,0,334,452,328,9,26,0,170,533,435,15,58,3,119,624,320,9,67,8,124,534,282,10,78,16,69,465,164,13,35,17,19,262,42,5,9,21,0,81,9,3,0,0,0,17,1702,75,276,71,1331,3460,0,0,0,0,394,394,9,0,0,0,276,279,143,8,4,0,355,516,378,20,34,0,142,575,478,21,81,11,94,681,335,18,100,21,75,548,270,14,101,52,30,466,129,8,52,99,24,309,26,0,5,97,9,141,8,0,5,0,5,18,1771,94,384,273,1406,3923,0,0,0,0,639,639,11,0,0,0,528,539,251,13,9,0,698,968,706,36,59,0,308,1110,909,39,138,12,205,1305,660,27,165,30,199,1078,552,28,181,66,101,929,298,16,93,119,41,566,67,8,16,114,11,218,16,3,0,3,4,29,3470,167,661,346,2741,7379
POA6014,0,0,0,0,722,722,11,0,0,0,553,563,415,7,12,0,745,1183,1108,38,39,0,324,1507,1117,26,87,4,211,1442,829,38,114,9,147,1140,612,16,115,23,86,847,374,13,45,37,41,505,132,8,14,69,15,237,21,0,0,0,3,28,4617,142,424,147,2840,8180,0,0,0,0,644,646,21,0,0,0,570,593,584,18,23,6,721,1349,1253,55,72,3,286,1677,1131,57,149,12,207,1561,801,40,197,54,133,1223,570,26,175,86,84,946,295,10,64,191,49,609,73,3,29,319,37,458,12,0,0,8,4,22,4737,209,715,680,2743,9082,0,0,0,0,1367,1373,28,0,0,0,1126,1161,999,28,40,6,1470,2538,2363,91,114,9,613,3188,2242,89,237,21,416,3004,1624,78,307,66,280,2364,1176,37,292,112,167,1789,661,19,111,231,85,1115,209,16,38,390,48,696,35,0,0,8,10,54,9356,356,1145,827,5581,17261
POA6015,0,0,0,0,329,329,0,0,0,0,184,184,15,0,0,0,180,204,168,3,16,0,38,228,436,4,27,0,44,513,405,4,40,6,24,480,251,3,20,13,13,302,208,0,12,20,7,243,88,0,0,32,3,128,9,0,0,0,4,14,1586,31,116,63,828,2623,0,0,0,0,271,271,0,0,0,0,185,185,43,3,0,0,111,168,266,5,12,0,47,332,471,13,31,4,39,561,394,9,34,18,29,484,233,0,37,27,9,311,187,5,23,97,0,310,54,0,7,109,0,178,3,0,0,0,8,12,1650,41,146,258,712,2810,0,0,0,0,597,597,0,0,0,0,368,368,60,9,0,0,298,368,437,10,27,0,88,561,907,19,60,4,82,1075,793,13,76,16,62,962,486,8,54,35,18,606,394,5,33,116,8,556,146,0,12,143,6,303,10,0,0,0,11,24,3234,71,261,318,1541,5430
POA6016,0,0,0,0,279,279,12,0,0,0,230,248,320,7,6,0,442,777,656,26,38,0,216,934,500,26,67,3,129,731,289,16,85,9,114,513,186,16,58,8,37,315,76,3,25,14,27,141,28,4,4,16,11,58,9,0,3,0,0,11,2076,106,279,50,1494,4008,0,0,0,0,260,260,24,0,0,0,282,307,421,25,9,0,464,913,665,34,47,3,236,983,488,26,99,9,129,756,287,6,105,34,101,533,165,21,101,44,41,367,51,3,28,61,18,160,13,0,7,77,11,110,10,0,0,0,3,14,2118,116,406,227,1543,4415,0,0,0,0,542,542,35,3,0,0,517,558,739,29,19,0,907,1695,1322,56,81,3,450,1920,991,58,165,10,263,1492,580,29,187,36,216,1046,355,32,165,54,81,685,123,8,49,73,41,304,38,0,10,93,20,167,17,0,5,4,4,25,4193,222,685,282,3040,8420
POA6017,0,0,0,0,46,56,14,3,0,0,126,145,268,7,16,0,340,628,240,20,21,0,164,447,78,0,27,0,109,214,62,10,44,4,51,173,53,11,52,5,48,159,33,9,21,8,9,75,7,3,0,3,4,20,0,0,0,0,0,9,768,62,181,21,902,1928,0,0,0,0,45,44,15,0,0,0,161,172,325,13,23,0,333,698,210,17,29,0,126,378,68,11,38,4,70,198,66,18,54,12,38,185,43,4,56,18,18,147,25,0,30,28,10,100,5,0,11,29,0,45,0,0,0,0,0,4,754,71,234,98,805,1970,3,0,0,0,97,99,30,0,0,0,289,321,595,20,33,0,676,1331,446,41,48,0,288,824,151,11,65,4,182,416,129,32,101,17,90,362,95,17,106,24,66,306,57,14,48,38,15,177,13,5,13,33,4,67,3,0,0,7,0,9,1527,130,419,120,1708,3901
POA6018,0,0,0,0,1178,1178,5,0,0,0,1034,1041,606,19,20,0,1864,2505,1883,72,161,0,825,2941,1797,90,228,9,451,2571,1393,67,301,15,244,2011,1055,40,244,56,162,1557,830,31,104,96,57,1123,274,6,31,151,14,483,30,0,9,0,6,43,7871,322,1096,333,5824,15448,0,0,0,0,1205,1212,24,0,4,0,1115,1142,964,37,46,0,1961,3011,2117,105,233,16,820,3286,1855,133,383,40,471,2882,1336,114,471,85,250,2253,1055,56,446,250,132,1944,641,35,222,520,50,1472,165,3,47,636,41,890,28,0,4,0,19,53,8182,486,1865,1550,6068,18140,0,0,0,0,2382,2386,31,0,4,0,2146,2181,1565,62,75,0,3825,5523,3995,179,391,14,1651,6225,3653,217,608,51,921,5453,2725,173,773,104,491,4265,2110,96,694,306,288,3497,1474,61,331,617,107,2595,441,9,75,790,58,1372,51,0,8,0,27,95,16052,806,2960,1889,11894,33592
POA6019,0,0,0,0,722,722,0,0,0,0,571,572,359,17,31,12,1561,1979,920,70,97,9,776,1860,873,95,188,4,375,1536,674,63,211,18,197,1165,556,20,151,19,82,828,328,14,67,36,28,461,109,0,13,39,10,174,19,0,0,6,21,42,3833,273,762,133,4346,9345,0,0,0,0,536,537,9,0,0,0,616,622,554,36,60,0,1714,2359,1033,86,160,9,664,1951,898,103,284,23,309,1610,669,59,308,51,162,1248,477,26,231,140,71,946,292,17,130,192,42,662,54,0,26,182,9,263,5,6,9,5,13,29,3984,328,1195,602,4126,10234,0,0,0,0,1256,1261,13,0,0,0,1187,1202,911,53,87,12,3281,4338,1950,157,259,13,1439,3813,1768,198,465,26,680,3147,1348,122,516,67,363,2416,1031,48,383,157,154,1777,615,29,193,226,66,1129,157,3,38,226,10,438,19,4,5,9,37,73,7819,607,1954,736,8469,19578
POA6020,4,0,0,0,703,707,0,0,0,0,551,554,169,0,4,0,556,732,908,27,54,0,266,1261,1118,63,124,6,173,1485,1021,31,126,13,126,1320,1209,21,130,45,62,1460,602,11,51,63,12,750,115,3,16,49,3,181,7,0,0,0,6,18,5160,161,512,180,2451,8462,0,0,0,0,639,641,9,0,0,0,498,501,295,9,11,0,488,803,1077,27,76,8,272,1455,1179,58,127,14,164,1547,1120,29,191,61,88,1496,1146,28,192,169,47,1586,408,11,96,219,21,765,75,0,17,203,7,298,3,0,3,0,6,19,5312,172,710,682,2226,9106,4,0,0,0,1341,1340,3,0,0,0,1050,1055,461,12,19,3,1043,1535,1982,59,132,4,533,2712,2297,124,246,24,340,3033,2149,60,322,71,214,2811,2352,49,327,216,106,3049,1017,21,148,286,41,1507,191,3,30,250,7,487,8,0,4,0,17,32,10474,331,1229,859,4683,17572
POA6021,0,0,0,0,501,505,7,0,0,4,548,560,427,18,15,0,939,1395,938,41,64,0,463,1500,844,62,114,8,277,1309,758,53,153,12,176,1159,644,25,121,38,52,877,525,11,53,49,26,668,171,9,9,73,0,259,9,0,0,0,0,13,4328,209,539,185,2990,8243,0,0,0,0,521,518,30,0,0,0,545,576,600,25,22,0,857,1499,1025,57,97,9,374,1564,852,69,195,19,218,1355,765,44,230,50,136,1230,720,27,214,180,59,1190,380,8,114,290,16,804,65,0,24,291,3,384,7,0,0,7,3,25,4439,237,892,850,2721,9145,3,0,0,0,1023,1019,36,0,0,0,1093,1134,1024,41,35,0,1792,2892,1960,96,156,6,840,3066,1696,124,312,28,498,2660,1524,98,384,65,314,2389,1358,48,332,221,109,2072,905,25,165,342,37,1471,239,7,29,359,7,643,22,5,0,6,4,34,8763,445,1427,1031,5717,17393
POA6022,0,0,0,0,139,139,0,0,0,0,120,118,100,6,0,0,203,305,206,15,22,0,123,364,193,16,34,0,78,320,143,12,35,3,29,227,225,13,31,12,17,298,140,3,15,12,6,171,25,0,0,14,0,35,0,0,0,0,0,5,1027,59,140,36,713,1983,0,0,0,0,125,125,4,0,0,0,106,115,153,4,6,0,182,341,232,17,28,0,89,366,190,14,51,6,55,310,164,8,52,20,37,280,223,12,54,37,10,346,96,0,24,45,0,166,13,0,0,29,3,44,0,0,0,0,0,6,1072,64,216,140,607,2089,0,0,0,0,261,261,3,0,0,0,225,231,249,8,8,0,386,647,438,29,52,0,216,729,382,33,82,5,130,629,307,24,86,24,62,507,454,28,86,51,28,638,235,0,33,58,11,343,31,0,0,45,4,78,0,0,0,0,5,3,2100,124,355,174,1322,4072
POA6023,0,0,0,0,570,569,0,0,0,0,328,330,136,3,5,0,409,555,741,30,47,0,192,1012,824,49,95,8,144,1116,595,22,89,10,69,788,707,16,77,28,23,849,394,8,35,35,11,478,73,5,4,42,0,114,4,0,0,0,3,12,3468,133,348,119,1747,5816,0,0,0,0,467,468,7,0,0,0,315,324,232,14,8,0,342,595,886,53,77,4,187,1200,819,49,141,11,118,1127,673,37,127,29,48,910,701,29,132,121,22,1004,267,10,65,144,18,500,29,0,13,146,4,201,5,0,0,0,0,17,3620,186,557,461,1519,6346,0,0,0,0,1036,1038,3,0,0,0,640,650,371,15,14,0,749,1152,1629,80,121,4,382,2215,1646,98,235,15,261,2244,1267,57,214,37,124,1697,1410,44,212,147,47,1851,660,13,96,180,30,982,102,3,17,186,5,318,14,0,4,0,5,23,7098,315,905,580,3265,12160
POA6024,0,0,0,0,399,399,3,0,0,0,328,334,200,9,9,0,507,722,562,37,48,3,294,948,508,37,93,7,227,874,405,27,102,7,96,648,594,17,87,40,33,774,317,5,40,45,10,419,51,0,3,17,0,70,5,3,0,0,5,5,2646,140,384,115,1903,5203,0,0,0,0,398,401,9,0,0,0,306,314,304,22,17,0,466,802,605,63,72,3,251,998,540,49,135,9,150,886,449,28,139,35,74,719,599,22,144,119,12,897,211,5,68,115,15,414,22,4,9,78,0,111,3,0,0,4,0,8,2747,189,589,358,1665,5552,0,0,0,0,799,802,12,0,0,0,631,646,502,26,24,0,973,1528,1168,101,126,8,549,1951,1049,86,233,8,376,1757,861,54,239,46,168,1366,1188,41,233,157,47,1668,530,10,108,162,20,838,72,4,16,90,0,180,5,3,0,4,4,16,5396,328,974,472,3574,10754
POA6025,3,0,0,0,977,982,3,0,0,0,848,854,470,15,13,0,1207,1709,1257,65,116,0,592,2031,1336,89,176,14,396,2010,1313,50,201,31,174,1767,1336,29,171,49,51,1646,579,10,63,65,14,739,104,7,11,40,0,164,7,0,4,0,8,18,6399,268,764,212,4275,11916,0,0,0,0,927,927,16,0,0,0,720,740,670,42,32,0,1133,1881,1456,117,134,12,486,2207,1428,111,265,29,278,2101,1398,93,364,78,155,2089,1227,44,271,212,54,1802,403,13,92,243,13,767,60,0,20,190,0,278,7,0,0,6,5,15,6681,413,1183,759,3758,12799,6,0,0,0,1903,1907,25,0,0,0,1561,1593,1141,59,46,0,2334,3590,2718,183,256,13,1072,4239,2757,195,440,38,671,4103,2709,137,562,109,332,3851,2566,77,440,262,101,3445,987,22,155,313,31,1507,163,5,39,234,3,443,13,0,7,6,13,30,13088,686,1940,967,8030,24716
POA6026,0,0,0,0,734,734,3,0,0,0,647,649,220,14,4,0,623,863,956,41,63,4,327,1389,1000,49,110,11,167,1335,1141,44,141,23,102,1448,1164,24,122,29,50,1386,395,11,38,45,9,498,145,3,11,95,7,266,6,0,3,0,3,11,5024,184,491,210,2668,8575,0,0,0,0,700,704,5,0,0,0,502,510,350,30,19,0,496,898,1093,52,107,4,282,1542,1111,71,200,17,159,1561,1313,48,270,51,97,1775,950,32,218,161,51,1404,311,4,87,248,14,672,96,4,36,340,14,483,4,0,0,3,3,14,5233,248,938,828,2315,9565,0,0,0,0,1433,1435,10,0,0,0,1145,1157,564,43,20,0,1121,1758,2054,97,175,8,604,2934,2110,124,314,26,328,2899,2452,93,407,78,196,3225,2109,54,335,194,98,2791,706,15,126,290,23,1168,241,7,42,434,17,741,9,0,4,3,6,30,10261,431,1429,1035,4982,18134
POA6027,0,0,0,0,1362,1362,10,0,0,0,1451,1454,580,23,31,0,1914,2547,1626,116,162,6,882,2789,1773,159,268,16,473,2695,1973,113,365,45,248,2750,1623,72,244,89,90,2116,660,23,85,80,20,873,185,5,23,86,0,301,9,0,3,0,6,29,8446,502,1179,333,6447,16907,0,0,0,0,1232,1234,30,4,0,0,1229,1265,888,52,65,4,1554,2563,1864,142,225,11,656,2892,1953,170,393,40,370,2928,2043,137,512,111,212,3015,1405,71,411,279,71,2232,490,17,159,338,13,1018,102,6,32,325,11,468,14,0,0,4,8,29,8780,588,1809,1116,5354,17651,0,0,0,0,2589,2594,40,4,0,0,2682,2720,1468,71,97,6,3462,5112,3486,250,387,16,1535,5686,3728,324,655,56,853,5622,4010,252,880,159,461,5759,3030,143,654,371,159,4354,1150,42,245,425,37,1890,281,10,54,407,13,767,27,0,8,11,13,56,17226,1095,2985,1445,11806,34551
POA6028,0,0,0,0,956,953,9,0,0,0,784,795,294,19,18,0,718,1046,869,31,57,0,265,1229,1517,54,110,12,160,1855,1423,45,155,16,74,1714,785,34,75,22,16,939,262,6,18,31,0,313,45,7,0,22,0,80,6,0,0,0,8,12,5204,202,437,109,2989,8939,0,0,0,0,893,893,15,0,0,0,751,764,450,19,29,0,596,1099,1106,54,88,9,233,1498,1686,80,210,31,140,2149,1412,63,192,54,60,1774,617,24,124,88,15,875,200,5,39,133,5,381,34,0,8,81,0,120,6,0,0,6,6,14,5527,255,690,396,2701,9565,0,0,0,0,1849,1847,15,0,0,0,1542,1563,744,45,40,0,1318,2143,1978,93,149,9,497,2722,3199,135,320,39,309,4004,2828,111,348,69,136,3493,1403,59,196,112,33,1812,464,7,59,159,5,693,80,4,8,104,0,195,9,0,0,6,13,29,10736,461,1130,502,5687,18508
