POA_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
POA6286,6,3,14,7,0,0,24,0,4,7,0,3,0,0,0,18,0,33,34,18,23,15,6,0,127,0,12,11,14,17,17,6,0,68,12,24,36,19,20,12,6,0,130,0,0,0,0,6,0,0,0,13,0,3,0,3,3,0,5,0,13,13,26,46,21,27,11,5,0,156,0,0,0,3,0,0,0,0,9,0,11,13,4,17,7,0,0,58,19,82,110,67,102,67,20,0,464
POA6288,3,3,4,0,0,0,16,0,0,0,0,0,0,0,0,9,3,22,15,19,5,9,6,0,73,0,0,6,10,4,8,3,0,42,10,10,21,26,11,15,4,0,102,0,0,4,4,0,0,0,0,4,0,0,0,4,4,0,0,0,5,12,10,21,30,17,15,4,0,113,0,0,0,0,0,0,0,0,4,7,7,12,12,9,6,4,0,50,21,49,58,67,43,38,16,3,304
POA6290,0,9,9,15,3,0,44,0,0,0,6,11,15,6,0,38,0,10,27,19,29,49,21,4,165,0,9,16,21,38,61,26,4,174,6,30,39,38,99,67,26,7,318,6,3,0,9,5,0,0,0,27,0,0,5,4,11,10,11,0,43,14,37,41,55,112,82,37,7,384,0,0,0,3,0,7,8,7,15,8,7,15,23,25,38,32,18,163,22,69,106,134,227,257,121,40,971
POA6302,6,8,9,21,6,0,56,0,9,10,4,13,18,3,0,59,8,48,48,47,45,42,28,6,267,0,9,29,42,65,73,33,6,268,31,65,72,80,133,107,40,14,530,14,6,8,7,7,6,0,0,47,7,0,7,8,15,29,8,4,67,49,67,82,91,156,134,47,13,639,0,4,0,0,0,6,4,0,29,20,26,32,51,64,66,72,25,359,83,164,210,245,350,367,196,49,1675
POA6304,3,0,8,0,0,0,17,0,0,3,0,3,3,0,0,16,0,16,24,25,28,27,4,0,123,0,7,10,16,29,31,13,0,107,15,35,32,34,45,42,20,6,229,0,7,4,9,0,0,0,0,17,0,0,5,0,5,14,0,0,25,15,43,39,42,51,57,19,6,266,0,0,3,0,3,7,0,0,12,18,15,23,23,34,44,30,14,200,35,88,105,120,146,163,70,19,744
POA6306,6,0,0,0,0,0,7,0,0,3,0,7,0,0,0,12,5,16,17,13,8,6,0,0,66,0,4,7,8,11,10,4,0,39,10,24,26,24,25,18,4,3,131,0,0,4,4,0,0,0,0,9,5,0,0,3,0,0,0,0,8,9,28,25,34,24,18,8,4,158,0,0,0,0,3,0,0,0,6,10,8,19,7,19,13,11,3,84,28,60,79,69,70,50,24,9,379
POA6308,0,0,4,0,0,0,8,0,5,3,0,6,0,0,0,14,7,12,26,10,16,15,0,0,86,0,14,11,23,22,21,4,0,89,23,34,28,48,43,39,9,0,230,3,5,0,3,3,0,0,0,19,0,6,5,8,10,9,4,0,28,33,40,36,53,54,47,17,0,277,0,0,0,0,0,0,3,0,8,23,11,16,36,26,26,20,7,173,60,77,92,125,124,109,53,7,648
POA6309,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,4,5,3,0,0,17,0,0,0,3,4,4,0,3,24,4,4,4,14,4,6,0,0,43,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,10,7,3,7,16,9,8,6,0,53,0,0,0,0,0,0,0,0,0,3,3,3,3,0,9,4,0,30,12,14,12,25,26,27,6,3,131
POA6311,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,8,0,15,3,10,15,4,0,0,43,0,4,7,4,9,8,9,0,40,7,14,13,19,26,16,7,0,91,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,7,14,9,19,25,14,7,0,107,0,0,0,0,0,3,0,0,5,4,4,6,5,11,9,15,5,54,22,39,30,44,64,41,27,5,262
POA6312,12,11,0,3,0,0,47,0,6,10,18,19,11,0,0,63,27,93,73,56,71,31,26,8,393,11,40,41,54,58,38,23,6,271,74,137,125,119,116,85,31,3,687,31,15,5,7,3,4,0,0,63,0,3,7,10,10,4,0,0,43,107,159,137,132,132,95,29,9,802,0,4,10,4,0,0,3,0,22,89,64,68,72,57,75,56,54,535,240,380,350,346,349,256,136,78,2130
POA6313,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,5,0,0,5,4,0,0,0,0,16,0,0,0,8,0,0,4,0,11,4,7,5,6,10,0,0,0,35,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,6,4,7,7,14,9,0,0,0,45,0,0,0,0,0,0,0,0,5,4,0,5,0,4,6,4,0,19,3,16,15,24,19,15,8,0,98
POA6315,0,0,5,0,4,0,13,0,0,5,5,0,4,0,0,18,6,28,36,19,19,12,4,0,132,0,12,12,7,15,20,4,0,71,13,44,39,36,54,42,19,0,240,0,3,8,0,6,0,0,0,15,0,0,0,4,9,0,3,0,20,14,46,47,49,63,46,22,0,278,0,0,0,0,0,0,0,0,4,21,24,22,25,24,40,20,4,185,44,112,123,107,127,120,54,7,696
POA6316,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,3,6,6,8,0,0,0,28,0,3,3,5,7,6,0,0,27,6,11,8,5,14,9,3,0,52,0,8,0,0,0,0,0,0,16,0,4,6,0,0,0,0,0,8,7,17,13,12,12,12,3,0,68,0,0,0,0,0,0,0,0,0,0,0,9,3,6,15,5,0,40,15,24,28,28,34,33,9,0,171
POA6317,10,7,6,0,0,0,45,0,6,11,10,10,3,0,0,42,15,44,52,36,42,24,8,0,223,9,20,22,34,35,21,8,0,159,88,129,96,74,81,45,22,3,538,27,16,5,13,8,3,3,0,78,6,11,8,8,10,9,0,0,57,127,156,112,93,102,55,26,4,673,0,5,0,0,0,5,6,0,19,73,72,73,49,62,56,38,26,447,220,319,282,238,253,161,89,37,1600
POA6318,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,5,3,9,17,15,3,6,0,0,52,0,8,6,4,4,4,3,0,34,4,9,16,8,6,14,3,0,65,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,4,13,22,15,8,15,3,0,78,0,0,0,0,7,3,0,0,5,3,10,5,5,10,6,9,0,47,8,33,49,35,38,38,16,0,216
POA6320,3,0,0,0,0,0,5,0,4,0,0,0,0,0,0,4,5,11,6,5,4,0,0,0,31,0,3,0,3,13,7,0,0,21,5,11,14,8,13,4,4,0,57,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,6,7,13,14,9,18,6,4,0,76,0,0,0,0,0,0,0,0,0,16,12,10,10,14,0,3,0,59,30,41,35,33,46,17,4,0,198
POA6321,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,4,13,4,3,0,0,0,28,0,0,5,5,6,0,4,0,17,5,15,13,14,8,6,0,0,62,5,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,11,17,10,19,9,8,3,0,76,0,0,0,0,0,0,0,0,0,4,5,11,6,13,6,0,5,57,18,28,35,34,30,17,12,5,175
POA6322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,12,0,0,3,0,5,3,0,0,16,3,5,3,6,6,4,0,0,33,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,5,4,6,4,0,0,35,0,0,0,0,0,0,0,0,4,3,0,0,9,3,12,8,0,37,14,14,17,16,19,19,10,3,110
POA6323,0,0,8,9,0,0,9,0,0,0,0,5,4,0,0,18,3,5,13,11,8,12,11,0,68,0,3,6,16,21,16,3,0,67,3,16,15,43,33,29,12,0,161,7,0,0,0,5,4,0,0,24,0,0,0,3,3,4,3,0,7,14,24,16,45,41,37,15,0,196,0,0,0,0,3,0,0,0,4,8,5,13,15,13,15,10,0,89,28,35,55,90,99,97,35,0,447
POA6324,7,8,15,10,4,0,52,0,0,14,8,8,6,0,0,36,10,43,52,55,51,56,8,8,288,7,20,32,58,61,47,26,0,243,69,97,99,104,105,61,23,12,558,25,9,10,13,10,0,3,0,70,8,3,5,12,18,12,3,0,61,103,106,113,126,127,75,30,8,697,0,0,0,5,0,7,0,0,16,40,33,48,53,70,69,42,35,395,153,211,271,318,334,270,111,52,1725
POA6326,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,6,0,9,5,14,3,9,0,0,43,0,3,6,9,6,9,4,0,28,12,7,13,10,12,12,0,0,65,0,0,3,0,0,0,0,0,5,0,0,0,0,5,0,0,0,9,12,8,16,12,15,16,0,0,81,0,0,0,0,0,5,0,0,5,13,7,5,3,10,3,4,0,52,23,26,37,45,42,43,11,0,223
POA6327,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,4,7,6,0,0,0,0,14,0,4,0,9,9,6,3,0,28,0,10,4,7,8,6,0,0,41,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,14,4,8,8,6,0,0,42,0,0,0,0,0,0,0,0,0,4,4,7,11,4,4,3,3,30,8,19,16,35,22,15,9,3,119
POA6328,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,12,9,7,6,6,4,0,36,0,3,3,6,8,0,0,0,31,12,21,13,8,15,8,0,0,74,3,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,9,15,22,9,7,20,11,0,0,84,0,0,0,0,0,0,0,0,5,5,12,3,4,12,8,6,0,53,18,54,35,24,44,23,15,0,208
POA6330,146,144,161,134,45,7,778,11,69,101,149,143,102,28,9,619,122,557,711,731,636,514,211,44,3530,89,320,466,558,626,498,247,56,2866,667,1263,1126,1155,1085,690,297,105,6390,323,114,86,73,74,39,16,3,724,28,42,59,128,155,124,45,14,593,1019,1419,1269,1351,1310,851,359,128,7707,6,19,28,34,32,59,33,11,222,270,301,260,300,369,368,351,226,2445,1530,2817,2986,3276,3274,2524,1274,488,18165
POA6333,50,50,58,48,35,8,255,0,21,32,26,32,34,11,5,156,7,89,149,176,189,146,67,15,838,5,36,91,86,126,140,68,18,571,59,102,161,155,216,134,51,6,888,28,13,18,6,12,10,5,0,81,0,4,13,11,23,26,12,6,89,86,119,189,169,252,168,69,10,1061,3,7,6,9,7,5,8,0,47,64,62,91,107,102,113,86,32,661,157,351,606,623,765,663,333,84,3584
POA6335,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,8,19,11,5,10,5,0,0,58,4,4,8,7,8,5,0,0,34,3,30,17,21,29,10,0,0,115,4,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,11,9,32,19,25,27,12,5,0,127,0,0,0,0,0,0,0,0,0,5,10,18,3,7,12,0,3,69,22,71,59,47,60,34,8,6,308
POA6336,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,3,8,9,4,4,0,0,0,31,0,3,0,0,4,4,0,0,17,0,11,5,8,4,5,0,0,39,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,7,8,4,4,0,0,39,0,0,0,0,0,0,0,0,0,5,3,3,3,11,3,0,0,28,5,36,19,17,22,18,0,0,118
POA6337,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,5,3,18,8,5,6,0,0,0,40,0,4,11,7,7,0,0,0,28,3,21,31,16,15,6,0,0,81,0,3,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,8,3,25,30,17,14,6,0,0,93,0,0,0,0,0,0,0,0,7,7,9,10,14,10,4,0,0,65,19,57,62,41,39,10,6,0,238
POA6338,0,0,4,0,0,0,10,0,0,5,0,0,0,0,0,7,6,23,12,19,11,6,3,0,79,0,0,9,7,14,9,5,0,42,6,27,20,13,19,19,5,0,110,3,0,6,4,0,0,0,0,7,0,0,6,0,0,0,0,0,5,11,31,27,24,19,17,4,0,126,0,0,0,0,0,0,0,0,4,0,4,5,8,9,12,3,0,41,18,58,58,57,59,42,16,3,306
POA6341,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,5,3,3,0,0,0,19,3,5,4,4,0,3,0,0,12,3,11,7,10,0,5,0,0,35,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,4,12,7,10,3,4,0,0,43,0,0,0,0,0,0,0,0,0,3,0,9,0,0,6,0,0,18,9,22,21,16,9,18,3,0,97
POA6343,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,9,8,11,3,0,0,0,31,0,0,5,0,7,0,0,0,14,0,5,6,6,6,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,7,8,10,6,6,3,0,33,0,0,0,0,0,0,0,0,0,0,6,10,8,3,4,0,0,28,0,27,28,29,14,13,6,0,108
POA6346,6,0,5,5,0,0,19,0,4,0,4,0,0,0,0,12,4,38,31,16,17,9,5,0,122,3,16,16,27,19,10,0,0,86,31,93,48,67,46,10,0,0,309,4,7,0,9,0,0,0,0,22,0,0,0,0,9,0,0,0,11,41,103,53,80,56,12,0,0,340,0,3,6,4,5,0,0,0,10,25,47,40,53,45,14,0,0,216,68,211,145,184,139,51,3,0,809
POA6348,7,0,3,0,0,0,19,0,0,0,3,0,3,0,0,9,0,24,19,18,13,6,11,0,92,3,13,17,19,12,10,8,4,75,9,39,31,29,38,21,12,0,181,0,7,0,0,0,0,0,0,9,0,4,4,3,8,4,0,0,18,9,50,40,36,40,23,16,0,205,0,0,0,0,0,3,0,0,4,8,19,7,17,26,21,21,0,125,17,113,86,93,96,67,47,3,534
POA6350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,5,3,0,0,20,0,3,0,6,3,3,4,0,21,3,6,10,7,9,0,3,0,39,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,3,12,7,7,14,5,4,0,49,0,0,0,0,0,0,0,0,0,7,4,4,13,9,13,9,0,56,9,22,21,27,33,20,11,0,145
POA6351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,5,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,9,5,3,0,0,28
POA6352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,3,0,0,0,0,15,0,0,4,0,0,0,0,0,8,0,8,4,0,4,0,0,0,15,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,4,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,4,13,9,16,17,8,0,0,62,7,20,22,16,21,6,0,0,104
POA6353,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,8,4,19,27,10,12,4,0,0,75,3,5,7,9,9,8,3,0,43,16,35,28,27,16,10,4,5,127,4,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,6,23,36,28,26,21,10,6,5,140,0,0,0,0,0,0,0,0,0,0,6,8,6,20,12,4,0,61,33,68,73,60,54,30,12,6,330
POA6355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16,16,10,4,0,0,0,44,0,0,7,7,9,0,0,0,30,4,9,16,7,5,5,3,0,51,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,6,4,14,15,13,4,5,5,0,64,0,0,0,0,0,0,0,0,0,8,4,5,15,10,6,0,0,43,11,38,48,38,32,13,3,0,186
POA6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,9,0,5,4,0,4,5,0,0,14,0,0,4,4,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,9,5,4,13,11,9,4,0,0,49
POA6357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,6,0,3,0,0,12,5,8,3,7,5,7,0,0,30
POA6358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,10,0,0,0,0,0,0,0,0,3,4,0,5,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,8,0,4,3,0,3,0,0,12,9,4,9,7,5,4,0,0,38
POA6359,3,3,0,0,0,0,16,0,0,0,0,4,0,0,0,10,5,20,12,9,12,8,3,0,70,0,15,17,6,6,3,0,0,56,16,33,38,18,27,9,0,0,150,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,18,40,45,21,30,9,0,0,166,0,0,0,0,0,0,0,0,3,10,10,14,16,19,5,4,3,82,34,86,92,57,74,25,13,6,389
POA6361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,5,3,0,3,7,5,0,0,21,3,8,10,10,9,8,0,0,44
POA6363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,7,14,0,0,0,0,30
POA6365,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,10,22,3,3,3,0,0,47,0,4,3,6,5,4,0,0,27,0,14,15,16,12,10,0,0,69,0,3,0,0,0,0,0,0,7,0,0,3,0,5,0,0,0,8,7,17,16,18,18,10,0,0,85,0,0,0,0,0,0,0,0,0,0,7,12,0,11,3,5,6,44,10,38,49,32,42,25,8,3,215
POA6367,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,6,5,8,0,0,19,0,7,5,0,3,3,0,0,18,0,14,9,12,14,3,4,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,10,12,16,3,4,0,60,0,0,0,0,0,0,0,0,0,4,3,3,0,4,0,4,3,27,6,24,24,22,27,14,4,3,124
POA6368,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,5,3,0,4,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,10,0,13,14,3,0,3,3,0,35
POA6369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,13,14,6,0,3,0,48,0,5,0,0,5,4,0,3,27,5,17,14,13,7,7,0,0,67,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,8,20,14,15,9,7,3,0,74,0,0,0,0,0,0,0,0,3,5,12,9,17,22,10,16,12,111,21,52,43,50,49,25,27,13,270
POA6370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,6,0,0,4,0,0,28,0,0,0,3,5,0,0,0,19,0,10,10,3,14,6,6,0,52,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,9,12,9,17,8,6,0,60,0,0,0,0,0,0,0,0,0,6,5,3,12,15,6,9,7,61,7,35,27,23,43,18,13,7,177
POA6372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,5,4,3,7,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,3,7,4,3,8,4,4,0,22,0,0,0,0,0,0,0,0,0,0,3,0,6,9,7,5,0,23,3,7,11,10,13,10,5,0,54
POA6373,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,4,0,3,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,7,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,8,9,3,5,0,0,29
POA6375,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,4,19,13,6,17,8,4,0,73,0,5,4,7,12,8,4,0,50,9,28,30,24,16,18,0,0,127,5,0,7,3,0,0,0,0,23,0,3,3,0,3,3,0,0,15,18,34,36,27,21,23,5,0,161,0,0,0,0,0,6,0,0,8,9,3,3,6,10,10,12,11,60,31,70,69,53,53,54,23,14,358
POA6383,3,3,0,0,0,0,4,0,0,4,0,0,0,0,0,9,0,7,15,4,11,8,3,0,52,0,7,0,14,10,9,0,0,41,5,22,10,15,22,24,10,7,112,0,0,0,5,6,0,0,0,8,0,0,0,0,4,3,3,0,17,5,26,10,21,35,25,10,7,133,0,0,0,0,0,0,0,0,0,15,27,20,39,38,59,21,11,230,22,66,52,84,91,99,36,16,468
POA6384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
POA6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,5
POA6386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,6,0,6,3,8,5,0,0,18,0,0,0,0,0,0,0,0,0,8,4,7,0,12,7,0,0,37,11,7,8,5,16,9,0,0,62
POA6390,7,3,8,4,0,0,28,0,0,0,8,3,3,0,0,18,7,35,52,24,17,14,0,0,154,0,12,25,19,28,23,6,0,111,12,93,82,95,92,26,9,0,409,12,10,5,3,3,3,0,0,39,0,3,5,9,5,4,5,0,31,28,102,98,101,102,36,14,3,474,0,0,0,4,4,0,0,0,13,14,22,19,35,28,22,15,5,163,55,173,205,198,194,103,34,7,959
POA6391,7,4,0,0,0,0,6,0,0,0,6,4,0,0,0,12,4,24,31,17,15,3,0,0,89,0,9,21,8,18,9,7,0,69,15,31,38,21,20,12,5,0,135,4,0,3,4,3,0,0,0,17,0,0,3,0,0,6,0,0,10,17,34,43,23,25,18,4,0,164,0,0,0,0,0,0,0,0,5,11,14,21,14,21,12,13,3,112,28,85,114,75,70,40,23,7,451
POA6392,0,0,3,0,0,0,5,0,0,0,5,0,0,0,0,6,0,6,4,5,3,3,0,0,26,0,3,5,0,11,3,0,0,28,3,10,9,16,19,9,0,0,56,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,5,4,7,14,12,24,4,0,0,70,0,0,0,0,0,0,0,0,0,0,8,11,4,10,4,0,3,41,6,25,37,29,46,19,7,7,167
POA6393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,5,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,5,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,15,0,8,8,10,5,5,0,0,40
POA6394,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,13,12,12,5,3,0,0,41,0,0,6,7,7,8,4,0,34,8,7,11,16,8,6,9,0,65,0,0,0,4,0,5,0,0,9,0,0,0,3,0,6,0,0,10,12,8,12,26,13,12,9,0,82,0,0,0,0,0,5,0,0,4,5,5,4,12,9,6,4,0,60,21,28,33,59,40,31,13,0,227
