POA_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
POA6409,68,0,0,0,0,71,21,0,0,0,0,21,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,6,11,0,0,0,0,11,0,0,0,0,0,0,32,0,0,0,0,32,14,0,0,0,0,14,25,0,0,0,0,29,168,0,0,0,0,165
POA6410,159,0,0,0,3,162,98,0,0,0,0,96,14,0,0,0,0,10,9,3,0,0,0,22,3,0,8,0,0,16,28,0,0,0,0,29,7,0,0,3,0,11,0,0,0,0,0,0,67,9,16,5,0,103,21,0,0,0,0,25,28,0,0,5,0,33,365,13,18,12,3,416
POA6411,24,0,0,0,0,23,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,9,0,0,0,0,9,52,0,0,0,0,53
POA6412,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,6,19,0,0,0,0,21
POA6413,16,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,6,28,0,0,0,0,30
POA6414,16,0,0,0,0,16,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9,30,0,0,0,0,30
POA6415,336,5,0,0,0,346,316,0,0,0,0,321,81,3,0,0,0,89,64,15,0,0,0,82,20,0,0,0,0,21,91,3,0,0,0,93,59,10,0,0,3,69,3,0,0,0,0,5,312,37,0,0,7,356,35,0,0,0,0,37,101,19,3,25,0,151,1104,65,6,30,5,1206
POA6418,122,0,0,0,8,128,51,0,0,0,0,52,6,0,0,3,0,9,5,0,0,0,0,6,0,12,0,4,0,11,17,0,0,0,0,14,12,0,0,4,0,18,0,0,0,0,0,0,38,15,0,12,0,61,21,0,0,0,4,22,23,0,0,0,3,27,254,20,0,12,10,291
POA6419,12,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,21
POA6420,18,0,0,0,0,27,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29
POA6421,29,0,0,0,0,23,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,9,0,0,0,0,9,57,0,0,0,3,58
POA6422,10,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,20,0,0,0,0,20
POA6423,40,0,0,0,0,44,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,19,0,0,0,0,19,10,0,0,0,0,10,9,0,0,0,0,9,75,0,0,0,0,81
POA6424,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,6,0,0,0,0,6,27,0,0,0,0,27
POA6425,17,0,0,0,0,19,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,32,0,0,0,0,29
POA6426,119,4,0,11,0,133,57,0,0,0,0,60,10,0,0,0,0,12,10,7,0,0,0,22,4,4,0,0,0,9,43,0,0,0,0,47,27,4,0,3,4,34,0,0,0,0,0,0,93,19,0,3,4,122,29,0,0,3,0,31,31,6,0,0,0,33,332,30,3,17,6,380
POA6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,7,5,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,11
POA6428,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,9,0,0,0,0,9,24,0,0,0,0,23
POA6429,106,0,0,11,8,127,74,0,0,0,0,79,31,0,0,0,0,32,8,0,0,0,0,6,18,0,5,0,0,26,18,0,0,0,0,18,7,0,0,0,4,9,0,0,0,0,0,0,84,0,8,4,4,104,5,0,0,0,5,17,73,0,0,0,11,84,345,5,16,22,18,405
POA6430,1213,91,10,39,3,1356,2978,197,10,3,0,3182,941,512,78,0,0,1532,242,196,12,0,5,457,8,57,0,0,0,68,406,91,10,0,0,513,234,115,11,77,11,440,8,18,0,3,0,29,1840,991,105,84,14,3035,86,37,4,3,0,135,411,157,10,195,4,773,6529,1477,141,316,24,8480
POA6431,10,0,0,4,9,23,4,0,0,0,0,4,0,0,0,0,0,0,70,0,0,0,0,75,18,0,3,0,4,28,0,0,0,0,0,4,11,9,0,0,11,29,3,0,0,0,0,3,105,6,5,4,16,136,20,6,0,6,12,39,12,6,0,0,7,23,154,16,6,13,40,228
POA6432,461,25,0,58,5,546,922,49,0,6,0,980,299,141,0,5,0,440,41,38,0,0,0,81,0,3,0,0,0,3,178,29,0,3,0,213,19,5,0,56,0,83,0,5,0,0,0,5,539,214,0,60,3,822,34,4,0,10,0,50,280,74,0,219,6,580,2238,362,0,361,7,2972
POA6434,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,10,3,0,0,0,11,15
POA6436,14,0,0,10,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,11,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,21,0,0,0,0,22,6,0,0,0,8,12,3,0,5,20,0,30,39,0,5,39,6,90
POA6437,0,0,0,10,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,66,9,0,0,0,78,0,0,0,0,0,0,68,9,0,0,0,84,51,6,0,0,5,60,35,5,0,4,0,44,150,18,0,11,13,199
POA6438,36,0,0,25,14,75,25,0,3,5,0,27,0,0,0,0,0,0,20,3,5,0,0,23,3,0,0,0,0,3,24,0,6,4,0,29,30,8,3,13,3,55,0,0,0,0,0,0,73,7,7,19,3,110,18,0,3,5,0,25,33,22,23,26,3,113,182,32,40,78,20,351
POA6440,27,7,0,11,11,49,13,0,0,0,0,13,3,0,0,0,0,3,27,4,0,0,0,28,50,3,0,0,0,50,13,3,0,0,5,16,9,9,0,0,9,36,0,0,0,0,0,0,99,16,0,0,14,132,27,0,0,0,13,42,29,9,3,7,8,49,193,24,4,20,37,287
POA6442,193,5,0,0,0,202,285,8,0,0,0,292,150,65,7,0,0,218,9,0,0,0,0,8,0,0,0,0,0,3,60,3,0,0,0,64,15,0,0,0,0,22,3,0,0,0,0,3,236,71,9,0,0,315,11,0,0,0,0,11,168,41,8,3,5,219,886,124,18,3,7,1037
POA6443,116,0,0,22,13,151,28,0,0,0,0,34,11,0,0,0,0,10,11,0,0,0,0,14,0,0,0,0,0,0,44,0,0,0,3,47,20,0,0,4,10,40,0,0,0,0,0,0,82,0,0,6,22,104,28,0,0,5,4,31,50,0,0,9,3,63,299,0,4,37,38,385
POA6445,33,0,0,0,0,33,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,6,11,0,0,0,0,13,7,0,0,0,0,9,56,0,0,0,0,61
POA6446,28,0,0,0,0,29,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,6,48,0,0,0,0,48
POA6447,27,0,0,0,0,30,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,9,18,0,0,0,3,19,3,0,0,0,0,10,61,0,0,0,6,68
POA6448,48,0,0,0,0,48,33,0,0,0,6,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,3,0,0,0,0,6,0,0,0,0,0,0,18,0,0,0,0,18,17,0,0,0,0,15,25,0,0,0,0,25,140,0,0,0,4,143
POA6450,1506,90,19,98,21,1734,1428,36,0,5,9,1473,339,111,22,0,0,470,120,68,5,0,0,194,7,17,26,0,0,52,462,65,12,11,8,556,109,15,0,31,9,158,10,7,0,0,0,15,1044,277,66,46,13,1448,175,10,3,6,23,214,435,68,26,51,10,590,4591,478,115,207,71,5458
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6460,127,4,0,3,0,134,67,0,0,0,0,67,9,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,10,18,0,0,0,0,23,10,0,0,0,0,12,0,0,0,0,0,0,44,16,0,0,0,62,15,0,0,0,0,19,34,9,0,0,0,44,283,28,0,11,0,321
POA6461,85,0,0,4,0,92,48,0,0,3,0,53,0,0,0,0,0,0,4,3,0,0,0,9,4,0,0,0,0,4,25,0,0,0,0,26,10,0,0,3,0,18,0,0,0,0,0,0,44,3,0,3,0,58,5,0,0,0,0,6,26,0,0,0,0,26,215,4,0,15,0,232
POA6462,27,0,0,0,0,27,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,13,0,0,0,0,13,4,0,0,0,0,4,59,0,0,0,0,64
POA6463,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
POA6465,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,3,0,0,0,0,3,24,0,0,0,0,24
POA6466,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,17
POA6467,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,13
POA6468,36,0,0,0,0,42,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,6,0,0,0,0,6,17,0,0,0,0,17,81,0,0,0,0,80
POA6470,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
POA6472,26,0,0,0,0,30,9,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9,7,0,0,0,0,7,6,0,0,0,0,6,65,0,0,0,0,68
POA6473,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,19,0,0,0,0,19
POA6475,87,0,0,0,0,90,27,0,0,0,0,27,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,0,0,4,12,0,0,0,0,8,9,0,0,0,0,9,0,0,0,0,0,0,28,0,0,0,0,31,13,0,0,0,0,13,10,0,0,0,0,5,158,0,0,3,0,164
POA6476,5,0,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,19,0,0,0,0,19
POA6477,45,0,0,3,0,44,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7,10,4,0,0,0,15,0,0,0,0,0,0,19,6,0,0,0,29,8,0,0,0,0,8,12,0,0,0,0,12,98,6,0,3,0,102
POA6479,103,0,0,5,0,109,36,0,0,0,0,36,3,0,0,0,0,3,11,0,0,0,0,11,7,0,0,0,0,7,11,0,0,0,0,11,14,0,0,3,0,15,5,0,0,0,0,5,47,0,0,3,0,51,27,0,0,0,0,27,26,0,0,3,0,25,241,0,0,9,0,250
POA6480,3,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,15
POA6484,9,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,5,0,0,0,0,0,0,17,0,0,0,3,26
POA6485,106,0,0,0,0,106,33,0,0,0,0,36,0,0,0,0,0,4,3,6,0,0,0,5,9,0,0,0,0,6,21,0,0,0,0,21,6,0,0,0,0,6,0,0,0,0,0,0,44,6,0,0,0,49,12,0,0,0,0,12,23,0,0,0,0,23,226,6,0,0,0,230
POA6487,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
POA6488,39,0,0,0,0,39,14,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,15,8,0,0,0,0,8,7,0,0,0,0,7,78,0,0,0,5,87
POA6489,29,0,0,0,0,30,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,5,3,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,6,48,3,0,0,0,48
POA6490,45,0,0,4,0,48,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,18,0,0,0,0,18,9,0,0,0,0,9,25,0,0,0,0,26,106,0,0,0,0,115
POA6501,104,0,0,0,0,104,175,0,0,0,0,175,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,19,5,0,0,0,0,5,0,0,0,0,0,0,24,0,0,0,0,32,13,0,0,0,0,13,25,0,0,0,0,22,340,0,0,0,0,343
POA6502,194,0,0,0,0,195,158,0,0,0,0,162,18,0,0,0,0,18,0,0,3,0,0,3,0,0,5,0,0,5,26,0,0,0,0,32,0,0,3,0,0,6,0,0,0,0,0,0,48,0,9,0,3,64,14,0,0,0,0,13,40,0,0,3,5,45,456,4,17,8,5,486
POA6503,295,5,0,19,0,323,277,0,0,0,0,273,37,0,0,0,0,38,0,3,0,0,0,6,0,0,0,0,0,6,65,0,0,3,0,71,29,0,0,3,0,33,0,0,0,0,0,0,142,6,0,3,0,149,54,0,0,6,0,58,63,0,0,9,0,74,827,11,0,38,3,880
POA6504,27,0,0,0,0,27,22,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,9,0,0,0,0,9,17,0,0,0,0,17,84,0,0,0,0,83
POA6505,24,0,0,0,0,24,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,5,0,0,0,0,5,47,0,0,0,0,47
POA6506,13,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,31,0,0,0,0,31
POA6507,81,0,0,0,4,87,33,0,0,0,0,34,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,14,0,0,4,0,19,0,0,0,0,0,0,30,0,0,4,0,38,20,0,0,0,0,20,7,0,0,4,0,10,168,3,0,17,9,190
POA6509,12,0,0,4,0,15,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,7,0,0,0,0,10,0,0,0,0,0,0,15,0,0,0,3,22,12,0,0,0,0,12,7,0,0,12,0,25,54,0,0,15,3,76
POA6510,245,21,0,14,3,282,196,0,0,0,0,198,23,0,0,0,0,27,36,23,0,0,0,58,0,0,0,0,0,0,75,0,0,0,0,77,16,6,0,0,0,20,3,0,0,0,0,3,157,25,0,0,0,186,32,0,0,4,0,35,83,18,0,19,0,115,712,64,0,36,3,814
POA6511,112,0,0,22,0,135,45,0,0,0,0,50,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,24,3,0,0,3,0,11,0,0,0,0,0,0,28,0,0,4,0,37,0,0,0,0,0,0,18,0,0,0,0,18,206,0,0,29,0,245
POA6512,19,0,0,0,0,19,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,38,0,0,0,0,38
POA6513,26,0,0,0,3,30,16,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,8,0,0,0,0,8,3,0,0,0,0,3,62,0,0,0,0,62
POA6514,150,9,0,4,0,164,53,0,0,0,0,56,12,0,0,0,0,12,0,6,0,0,0,5,0,0,0,0,0,0,22,4,0,0,0,24,9,0,0,7,0,9,0,0,0,0,0,0,46,5,0,7,0,59,13,0,0,0,0,14,20,0,0,4,0,28,290,17,0,15,0,322
POA6515,56,0,0,0,5,64,28,0,0,0,0,28,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7,7,0,0,0,0,7,0,0,0,0,0,0,16,0,0,0,0,16,15,0,0,0,0,15,31,0,0,3,0,33,150,0,0,3,6,158
POA6516,334,11,0,34,0,381,201,0,0,4,3,213,89,14,4,0,0,108,23,0,0,0,0,22,0,0,0,0,0,0,50,8,0,0,0,52,18,0,0,3,4,27,0,0,0,0,0,0,183,15,4,8,4,220,29,0,0,0,0,30,55,8,3,8,0,79,801,40,9,60,11,915
POA6517,72,0,0,0,0,72,23,0,0,0,0,23,3,0,0,0,0,3,4,3,0,0,0,4,0,0,5,0,0,3,12,0,0,0,0,16,17,0,0,0,0,17,0,0,0,0,0,0,40,3,5,0,0,43,14,0,0,0,3,19,29,0,0,7,0,36,183,3,5,7,6,198
POA6518,34,3,0,0,0,45,13,0,0,0,0,13,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,4,7,0,0,0,14,0,0,0,0,0,0,16,9,0,0,0,26,13,7,0,0,0,20,20,0,0,6,0,28,98,16,0,6,0,128
POA6519,83,0,0,9,3,96,34,0,0,0,0,34,4,0,0,0,0,4,4,4,0,0,0,9,0,0,0,0,0,0,13,3,0,0,0,20,16,0,0,0,0,20,0,0,0,0,0,0,51,7,0,0,0,60,29,0,0,0,0,33,30,0,0,4,0,35,218,14,0,10,7,253
POA6521,49,0,0,0,0,49,25,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,8,0,0,0,0,12,0,0,0,0,0,0,19,0,0,0,0,23,18,0,0,0,0,14,12,0,0,9,0,13,115,0,0,7,4,131
POA6522,75,0,0,19,4,99,25,0,0,3,0,30,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,8,0,0,3,0,10,3,0,0,6,0,7,0,0,0,0,0,0,17,0,0,6,0,28,24,0,0,0,0,29,29,0,0,28,0,59,171,3,0,62,5,239
POA6525,612,40,7,67,5,727,338,11,4,3,0,364,123,18,0,0,0,146,16,20,6,0,0,46,3,14,5,0,0,25,99,12,0,9,8,122,16,0,0,28,11,53,5,0,0,0,0,4,271,72,16,36,12,402,29,17,0,5,0,52,133,24,9,26,9,198,1378,159,39,137,24,1746
POA6528,54,0,0,15,0,68,40,0,0,0,0,47,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,5,0,0,0,0,8,0,0,0,0,0,0,27,0,0,0,0,30,7,0,0,0,0,7,15,0,0,3,0,13,141,0,0,14,0,166
POA6530,3501,300,18,173,11,3999,3958,182,20,13,0,4173,1279,460,103,4,7,1855,278,186,41,0,0,505,60,44,0,0,0,106,964,166,29,3,8,1163,157,58,5,37,4,263,20,13,0,0,0,28,2753,924,186,45,18,3917,156,102,13,8,3,281,803,227,52,82,14,1172,11165,1732,280,319,43,13543
POA6532,724,3,0,108,30,869,1008,0,0,11,7,1025,212,0,0,0,0,217,23,0,0,3,0,29,4,0,0,0,0,0,146,5,0,10,0,156,40,0,0,31,6,79,0,0,0,0,0,0,424,4,0,45,11,482,64,0,0,7,8,77,189,3,0,4,13,205,2407,16,4,176,61,2662
POA6535,315,0,0,41,5,368,132,3,0,4,4,139,5,0,0,0,0,11,12,0,0,0,0,12,0,0,0,0,0,0,63,0,0,0,0,59,12,0,0,4,0,15,0,0,0,0,0,0,92,0,0,9,0,102,29,0,0,5,0,32,74,4,15,18,7,113,643,8,15,73,21,761
POA6536,226,36,0,199,26,481,115,8,0,14,0,138,45,26,0,0,0,66,8,3,0,0,0,11,11,0,0,0,0,7,55,19,0,13,3,87,10,6,0,73,15,105,5,0,0,0,0,4,123,50,0,83,19,281,10,5,0,11,8,35,68,29,0,12,16,124,547,122,0,319,63,1057
POA6537,101,0,3,330,0,438,42,4,0,20,0,68,36,0,3,0,0,49,21,0,0,0,0,23,6,4,0,23,0,31,25,5,0,15,0,41,36,0,0,94,9,140,0,3,0,0,0,4,122,13,4,140,9,285,42,0,0,22,0,58,43,7,0,141,14,217,349,34,8,649,29,1065
