POA_CODE_2021,Cntd_home_Cen_Nt_0_14_yr,Cntd_home_Cen_Nt_15_24_yr,Cntd_home_Cen_Nt_25_34_yr,Cntd_home_Cen_Nt_35_44_yr,Cntd_home_Cen_Nt_45_54_yr,Cntd_home_Cen_Nt_55_64_yr,Cntd_home_Cen_Nt_65_74_yr,Cntd_home_Cen_Nt_75_84_yr,Cntd_home_Cen_Nt_85_yr_over,Cntd_home_Cen_Night_Tot,Vis_from_Same_SA2_0_14,Vis_from_Same_SA2_15_24,Vis_from_Same_SA2_25_34,Vis_from_Same_SA2_35_44,Vis_from_Same_SA2_45_54,Vis_from_Same_SA2_55_64,Vis_from_Same_SA2_65_74,Vis_from_Same_SA2_75_84,Vis_from_Same_SA2_85_yr_over,Vis_from_Same_SA2_Tot,Vis_fro_Diff_SA2_NSW_0_14,Vis_fr_Diff_SA2_NSW_15_24,Vis_fr_Diff_SA2_NSW_25_34,Vis_fr_Diff_SA2_NSW_35_44,Vis_fr_Diff_SA2_NSW_45_54,Vis_fr_Diff_SA2_NSW_55_64,Vis_fr_Diff_SA2_NSW_65_74,Vis_fr_Diff_SA2_NSW_75_84,Vis_fr_Diff_SA2_NSW_85_over,Vis_fr_Diff_SA2_NSW_Tot,Vis_fro_Diff_SA2_Vic_0_14,Vis_fr_Diff_SA2_Vic_15_24,Vis_fr_Diff_SA2_Vic_25_34,Vis_fr_Diff_SA2_Vic_35_44,Vis_fr_Diff_SA2_Vic_45_54,Vis_fr_Diff_SA2_Vic_55_64,Vis_fr_Diff_SA2_Vic_65_74,Vis_fr_Diff_SA2_Vic_75_84,Vis_fr_Diff_SA2_Vic_85_over,Vis_fr_Diff_SA2_Vic_Tot,Vis_fro_Diff_SA2_Qld_0_14,Vis_fr_Diff_SA2_Qld_15_24,Vis_fr_Diff_SA2_Qld_25_34,Vis_fr_Diff_SA2_Qld_35_44,Vis_fr_Diff_SA2_Qld_45_54,Vis_fr_Diff_SA2_Qld_55_64,Vis_fr_Diff_SA2_Qld_65_74,Vis_fr_Diff_SA2_Qld_75_84,Vis_fr_Diff_SA2_Qld_85_over,Vis_fr_Diff_SA2_Qld_Tot,Vis_fro_Diff_SA2_SA_0_14,Vis_fr_Diff_SA2_SA_15_24,Vis_fr_Diff_SA2_SA_25_34,Vis_fr_Diff_SA2_SA_35_44,Vis_fr_Diff_SA2_SA_45_54,Vis_fr_Diff_SA2_SA_55_64,Vis_fr_Diff_SA2_SA_65_74,Vis_fr_Diff_SA2_SA_75_84,Vis_fr_Diff_SA2_SA_85_over,Vis_fr_Diff_SA2_SA_Tot,Vis_fro_Diff_SA2_WA_0_14,Vis_fr_Diff_SA2_WA_15_24,Vis_fr_Diff_SA2_WA_25_34,Vis_fr_Diff_SA2_WA_35_44,Vis_fr_Diff_SA2_WA_45_54,Vis_fr_Diff_SA2_WA_55_64,Vis_fr_Diff_SA2_WA_65_74,Vis_fr_Diff_SA2_WA_75_84,Vis_fr_Diff_SA2_WA_85_over,Vis_fr_Diff_SA2_WA_Tot,Vis_fro_Diff_SA2_Tas_0_14,Vis_fr_Diff_SA2_Tas_15_24,Vis_fr_Diff_SA2_Tas_25_34,Vis_fr_Diff_SA2_Tas_35_44,Vis_fr_Diff_SA2_Tas_45_54,Vis_fr_Diff_SA2_Tas_55_64,Vis_fr_Diff_SA2_Tas_65_74,Vis_fr_Diff_SA2_Tas_75_84,Vis_fr_Diff_SA2_Tas_85_over,Vis_fr_Diff_SA2_Tas_Tot,Vis_fro_Diff_SA2_NT_0_14,Vis_fr_Diff_SA2_NT_15_24,Vis_fr_Diff_SA2_NT_25_34,Vis_fr_Diff_SA2_NT_35_44,Vis_fr_Diff_SA2_NT_45_54,Vis_fr_Diff_SA2_NT_55_64,Vis_fr_Diff_SA2_NT_65_74,Vis_fr_Diff_SA2_NT_75_84,Vis_fr_Diff_SA2_NT_85_over,Vis_fr_Diff_SA2_NT_Tot,Vis_fro_Diff_SA2_ACT_0_14,Vis_fr_Diff_SA2_ACT_15_24,Vis_fr_Diff_SA2_ACT_25_34,Vis_fr_Diff_SA2_ACT_35_44,Vis_fr_Diff_SA2_ACT_45_54,Vis_fr_Diff_SA2_ACT_55_64,Vis_fr_Diff_SA2_ACT_65_74,Vis_fr_Diff_SA2_ACT_75_84,Vis_fr_Diff_SA2_ACT_85_over,Vis_fr_Diff_SA2_ACT_Tot,Vis_fro_Diff_SA2_OT_0_14,Vis_fr_Diff_SA2_OT_15_24,Vis_fr_Diff_SA2_OT_25_34,Vis_fr_Diff_SA2_OT_35_44,Vis_fr_Diff_SA2_OT_45_54,Vis_fr_Diff_SA2_OT_55_64,Vis_fr_Diff_SA2_OT_65_74,Vis_fr_Diff_SA2_OT_75_84,Vis_fr_Diff_SA2_OT_85_over,Vis_fr_Diff_SA2_OT_Tot,Vis_fro_Diff_SA2_TOT_0_14,Vis_fr_Diff_SA2_TOT_15_24,Vis_fr_Diff_SA2_TOT_25_34,Vis_fr_Diff_SA2_TOT_35_44,Vis_fr_Diff_SA2_TOT_45_54,Vis_fr_Diff_SA2_TOT_55_64,Vis_fr_Diff_SA2_TOT_65_74,Vis_fr_Diff_SA2_TOT_75_84,Vis_fr_Diff_SA2_TOT_85_over,Vis_fr_Diff_SA2_TOT_TTOT,Vis_from_Tot_Viss_0_14_yr,Vis_from_Tot_Viss_15_24_yr,Vis_from_Tot_Viss_25_34_yr,Vis_from_Tot_Viss_35_44_yr,Vis_from_Tot_Viss_45_54_yr,Vis_from_Tot_Viss_55_64_yr,Vis_from_Tot_Viss_65_74_yr,Vis_from_Tot_Viss_75_84_yr,Vis_from_Tot_Viss_85_over,Vis_from_Tot_Viss_Tot,OS_vis_0_14_yr,OS_vis_15_24_yr,OS_vis_25_34_yr,OS_vis_35_44_yr,OS_vis_45_54_yr,OS_vis_55_64_yr,OS_vis_65_74_yr,OS_vis_75_84_yr,OS_vis_85_yr_over,OS_vis_Tot,Tot_pop_pl_en_0_14_yr,Tot_pop_pl_en_15_24_yr,Tot_pop_pl_en_25_34_yr,Tot_pop_pl_en_35_44_yr,Tot_pop_pl_en_45_54_yr,Tot_pop_pl_en_55_64_yr,Tot_pop_pl_en_65_74_yr,Tot_pop_pl_en_75_84_yr,Tot_pop_pl_en_85_yr_over,Tot_pop_pl_en_Tot
POA6067,15,0,14,7,0,5,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,10,4,8,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,10,4,8,0,0,0,42,10,0,7,10,4,8,0,0,0,42,0,0,0,0,0,0,0,0,0,0,21,6,23,18,6,9,0,0,0,83
POA6068,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10
POA6069,11549,5715,6329,7023,5591,3770,2434,1295,424,44137,7,0,9,7,4,8,3,13,0,51,5,3,0,0,0,6,7,3,0,21,4,0,8,12,10,9,4,0,0,50,0,3,0,7,0,8,6,0,0,22,0,0,0,0,7,3,0,0,0,12,137,141,139,86,70,72,41,20,8,712,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,144,146,110,87,100,59,26,8,825,148,148,154,115,91,103,60,36,16,880,4,4,11,10,4,15,17,3,4,63,11707,5871,6490,7145,5691,3898,2509,1332,441,45078
POA6070,741,362,218,462,545,494,409,231,53,3509,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,8,10,0,12,10,4,4,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,11,12,0,12,14,5,4,77,4,14,11,12,0,10,11,4,4,80,0,0,0,0,0,0,0,0,0,0,750,373,226,474,546,504,426,237,51,3591
POA6071,575,364,245,351,521,492,424,198,57,3225,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,16,5,7,8,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,16,5,7,8,0,0,0,59,12,6,14,5,7,9,0,3,0,67,0,0,5,0,0,0,0,0,0,0,585,374,261,356,524,501,426,201,56,3292
POA6072,127,97,74,95,116,130,91,34,12,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,3,0,3,22,4,0,0,0,6,0,3,0,3,22,0,0,0,0,0,0,0,0,0,0,136,100,74,94,119,132,95,43,14,797
POA6073,483,293,232,297,429,444,413,280,134,3008,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,7,6,5,7,3,5,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,7,4,8,6,5,5,3,67,17,8,7,4,8,6,7,8,3,69,0,0,3,0,0,0,0,0,0,0,494,306,237,305,437,456,423,290,136,3082
POA6074,161,101,85,101,141,132,138,58,17,931,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,13,5,4,3,3,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,168,102,91,104,141,143,141,58,17,951
POA6076,3873,2438,1419,2334,3041,2788,2768,1828,651,21142,0,4,0,4,0,8,13,8,0,34,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,3,68,71,51,50,39,52,33,35,13,411,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,71,55,57,46,52,40,33,13,436,68,75,56,56,43,58,51,42,14,473,4,0,4,3,4,0,0,4,0,21,3938,2515,1481,2395,3087,2848,2818,1874,667,21637
POA6077,187,205,89,119,176,276,282,183,35,1539,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,3,5,0,0,0,32,4,0,4,8,3,5,3,5,0,37,0,0,0,0,0,0,0,0,0,5,187,212,94,124,178,285,282,186,35,1586
POA6078,160,125,69,99,116,146,124,41,5,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,4,4,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,4,9,5,0,28,0,5,4,3,4,4,9,5,0,28,0,0,0,0,0,3,0,0,0,4,165,130,69,107,114,151,130,43,5,917
POA6079,0,0,0,0,3,6,9,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,6,9,5,0,34
POA6081,908,555,426,561,722,709,487,215,45,4633,0,4,4,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,13,11,11,7,6,4,5,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,13,13,11,7,5,4,5,105,22,24,15,15,16,6,11,4,5,119,0,0,0,0,0,5,0,0,0,6,931,581,440,573,733,725,501,225,53,4755
POA6082,659,354,334,396,435,468,331,148,34,3152,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,22,10,12,26,7,11,11,4,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,12,26,7,13,8,3,0,109,22,10,12,23,7,13,8,3,0,114,0,0,0,0,0,5,0,0,0,5,675,372,353,421,444,484,337,156,30,3272
POA6083,526,397,210,339,635,602,364,172,41,3285,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,8,8,8,4,12,3,5,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,10,8,9,7,11,4,5,67,7,6,10,8,9,11,21,4,5,73,0,0,0,0,0,0,0,0,0,0,531,408,216,348,640,615,387,176,43,3360
POA6084,1736,1115,905,1005,1320,1195,782,310,62,8435,0,5,0,0,4,4,6,4,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,17,40,45,30,29,15,21,4,3,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,43,42,32,29,23,26,10,3,226,17,48,42,35,37,25,36,11,5,248,0,48,9,0,0,5,0,0,0,60,1755,1213,954,1040,1354,1223,816,322,67,8747
POA6090,0,0,4,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,11,0,0,0,3,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,4,0,0,22
POA6100,2072,1840,3264,2575,1723,1643,1196,460,167,14940,0,4,3,0,8,6,0,0,5,25,0,3,0,6,5,0,8,0,0,24,0,0,0,3,5,11,0,0,0,22,0,0,0,6,5,3,3,0,0,14,0,0,3,0,0,6,6,0,0,16,81,135,158,182,222,173,83,45,8,1082,0,0,0,0,8,7,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,81,137,168,194,247,203,91,48,8,1187,81,140,170,199,254,206,90,45,16,1213,3,10,16,9,13,7,4,7,0,59,2156,1989,3447,2777,1987,1858,1293,511,179,16206
POA6101,2663,1941,3528,2759,2077,1602,1190,559,222,16542,4,0,4,5,4,0,4,0,0,17,5,0,5,4,0,0,6,0,0,17,0,0,0,5,0,3,0,0,0,10,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,44,77,77,37,37,41,38,3,3,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,84,88,49,43,48,38,7,5,404,49,81,91,54,43,51,40,8,8,418,0,7,10,6,0,6,3,3,0,30,2715,2027,3625,2814,2125,1657,1238,563,234,16994
POA6102,1600,2559,3202,1709,1090,887,784,822,711,13363,0,3,0,0,0,6,3,0,0,19,4,0,0,4,6,0,0,0,0,12,0,0,8,0,0,5,0,0,0,7,0,5,0,4,0,5,0,0,0,14,0,0,0,3,0,0,0,0,0,4,33,103,60,37,35,31,34,36,26,389,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,30,108,68,46,41,36,36,36,26,436,30,113,74,41,41,38,40,41,22,455,3,13,20,9,4,6,8,5,0,62,1633,2683,3293,1762,1135,934,839,864,737,13877
POA6103,1449,1165,2649,1685,1075,1049,710,361,129,10280,4,0,10,0,0,0,4,0,0,20,0,0,0,5,14,0,7,0,0,24,0,0,0,4,3,4,0,0,0,7,0,0,3,6,16,7,4,0,0,28,0,0,4,7,13,4,3,0,0,32,28,47,67,67,54,58,24,18,0,365,0,0,0,3,4,0,4,3,0,12,0,0,3,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,47,77,97,102,75,35,20,0,483,36,47,80,99,100,76,44,18,0,499,0,6,6,5,9,18,3,4,0,55,1483,1220,2737,1794,1189,1140,759,387,129,10829
POA6104,2289,1598,2475,2129,1818,1644,1249,693,408,14294,3,0,9,0,4,0,0,6,0,25,0,3,9,4,4,6,4,0,0,29,0,4,10,9,14,13,6,0,0,55,0,5,14,20,16,15,6,0,0,81,0,3,10,6,22,10,0,0,0,47,47,88,152,81,83,65,31,18,8,583,0,0,10,3,6,3,6,0,0,35,0,0,5,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,109,208,130,144,117,63,18,6,847,54,108,219,129,149,118,71,23,11,875,0,8,17,9,8,12,7,0,0,69,2343,1710,2712,2269,1976,1777,1325,719,417,15240
POA6105,2869,1925,2893,2388,1804,1489,1132,695,314,15501,0,0,3,3,3,3,0,3,0,20,0,0,3,0,0,0,0,0,0,8,0,0,4,4,3,6,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,39,64,61,44,32,39,10,3,3,300,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,69,67,50,40,39,11,6,3,332,39,69,72,56,46,44,11,12,4,348,0,0,3,4,4,5,5,3,0,36,2912,1994,2969,2438,1846,1545,1147,701,322,15884
POA6106,0,0,0,0,7,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,10,0,0,0,0,7,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,24
POA6107,9537,6229,9446,7744,4992,4011,2824,1485,555,46814,8,3,8,10,4,7,9,7,6,51,6,3,3,5,4,3,0,0,0,18,0,3,9,3,5,4,0,0,0,23,0,0,4,5,0,0,0,3,0,13,0,0,5,0,3,0,0,0,0,6,92,154,181,100,85,81,55,26,7,778,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,92,156,197,112,98,90,60,31,10,855,97,160,205,126,103,101,70,33,16,910,8,11,18,15,18,35,27,5,0,145,9648,6404,9661,7882,5103,4148,2920,1530,570,47866
POA6108,4527,2794,2860,3212,2887,2680,2337,1190,323,22818,13,0,6,7,0,3,6,5,0,33,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,6,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,81,72,50,53,40,55,40,13,10,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,73,54,53,48,58,50,12,10,431,86,71,57,61,47,58,53,16,5,465,5,5,4,6,3,10,13,6,0,55,4623,2877,2931,3276,2936,2746,2398,1209,335,23338
POA6109,2675,1591,1852,1986,1506,1254,1020,553,206,12645,7,0,0,9,0,3,0,9,0,36,0,5,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,4,0,0,10,0,0,0,0,0,0,0,0,0,3,37,42,52,26,35,29,23,10,4,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,46,54,26,33,38,28,11,4,290,48,52,57,36,37,41,30,19,3,326,0,0,4,3,5,10,5,0,0,31,2726,1638,1910,2021,1550,1302,1056,578,213,12997
POA6110,9791,5485,5671,6695,5432,4265,3291,1805,773,43206,12,13,5,15,9,11,4,10,4,77,0,3,0,0,0,0,4,0,0,8,5,0,6,0,7,0,3,0,0,24,0,0,0,0,4,0,0,0,0,12,0,0,0,0,4,0,0,0,0,12,131,117,134,100,95,76,50,23,15,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,135,126,138,102,108,84,65,24,17,802,143,137,143,117,114,95,73,33,25,874,10,3,10,8,13,20,26,9,8,107,9945,5624,5829,6820,5554,4376,3390,1845,800,44188
POA6111,4256,2631,2625,2926,3001,2951,2572,1191,364,22532,0,3,0,5,0,9,5,7,0,33,0,0,0,3,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,91,59,50,58,37,41,13,6,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,95,58,54,63,40,46,19,6,445,66,102,58,55,59,48,51,26,8,476,0,3,4,5,3,7,7,3,0,33,4319,2737,2695,2994,3068,3007,2634,1221,374,23039
POA6112,17475,7653,10798,11910,7433,5876,4119,1976,602,67833,19,10,20,16,5,10,11,6,0,96,4,0,5,3,0,0,3,0,0,19,0,4,0,0,0,9,0,0,0,15,4,0,9,4,0,0,3,0,0,17,0,0,0,0,0,3,0,0,0,12,199,196,203,159,138,123,106,70,46,1238,0,0,0,0,0,5,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,210,203,213,166,142,138,117,80,46,1312,228,211,236,182,152,145,125,84,52,1418,6,9,11,8,11,41,50,16,0,152,17713,7868,11040,12100,7597,6063,4297,2077,650,69404
POA6121,570,405,225,345,477,492,299,107,26,2946,0,0,0,3,0,0,0,3,0,9,4,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,12,5,11,4,9,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,12,9,11,4,9,0,0,83,24,19,12,6,11,3,9,3,0,87,0,0,0,0,0,0,0,0,0,6,595,422,235,358,484,504,308,117,23,3039
POA6122,5938,2321,3503,3315,2256,1694,1075,450,137,20680,3,8,6,0,0,4,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,63,60,56,23,34,37,22,9,6,318,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,60,59,24,40,37,30,9,6,326,67,66,61,24,44,40,30,14,6,347,5,0,0,0,3,5,9,0,0,29,6012,2386,3567,3334,2300,1742,1112,463,141,21059
POA6123,538,266,380,246,241,218,148,51,21,2115,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,6,6,4,8,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,6,7,9,8,0,0,45,3,5,9,6,7,7,6,0,0,49,0,0,0,0,0,0,0,0,0,0,548,270,390,255,246,229,157,52,21,2165
POA6124,254,105,101,143,186,182,89,64,18,1140,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,8,3,0,0,0,0,0,0,0,0,4,6,0,3,4,4,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,4,9,0,0,0,39,15,5,0,3,4,9,0,3,0,42,0,0,0,0,0,0,0,0,0,0,272,106,103,150,190,188,93,66,18,1177
