POA_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
POA6431,0,0,0,102,21,122,0,0,0,0,0,0,3,0,3,132,22,157,94,16,112,9,0,9,0,0,0,0,0,0,120,35,153,51,48,97,512,144,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,13,0,12,12,5,16,18,3,25,30,11,38,0,0,0,3,0,11,0,0,0,9,0,6,14,4,19,10,8,17,10,0,11,577,163,745
POA6432,0,0,0,55,17,74,0,0,4,0,0,0,13,14,25,1292,1006,2292,146,118,261,35,0,36,10,0,12,8,5,16,17,6,26,41,35,73,1616,1209,2824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,11,0,0,3,0,0,0,15,0,15,31,3,36,43,11,55,0,0,0,0,0,0,0,0,3,0,0,0,17,51,75,171,131,299,10,4,17,1860,1403,3265
POA6434,0,0,0,77,10,95,0,0,0,0,0,0,0,0,0,60,4,64,56,10,64,6,0,6,0,0,0,0,0,0,43,12,54,11,7,21,254,42,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,3,5,10,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,6,4,0,5,274,51,324
POA6436,0,0,0,14,4,24,0,0,0,0,0,0,0,0,0,30,14,46,17,0,25,5,0,5,0,0,0,0,0,0,15,9,19,9,5,14,88,34,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,6,5,0,6,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,3,0,3,105,40,145
POA6437,0,0,0,214,36,250,0,0,0,0,0,0,3,0,3,190,64,256,93,24,112,16,0,14,0,0,0,0,0,4,132,28,160,36,30,64,682,181,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14,14,4,14,13,8,25,34,8,39,0,0,0,9,5,16,0,0,0,14,5,14,0,5,8,28,16,37,5,0,7,760,211,975
POA6438,0,0,0,71,3,78,0,0,0,0,0,0,0,0,0,126,65,190,51,19,74,9,0,9,0,0,0,0,0,0,72,19,94,42,36,77,374,141,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,0,7,26,3,31,36,3,43,0,0,0,6,0,7,3,0,4,14,5,14,8,6,9,12,12,24,9,0,5,441,168,613
POA6440,0,0,0,336,54,392,0,0,0,0,0,0,6,0,6,330,65,395,180,47,226,10,4,18,0,0,0,9,0,4,307,67,374,57,72,125,1237,314,1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,26,7,31,32,8,36,69,15,86,102,24,123,0,0,0,23,0,26,0,0,6,23,5,26,0,12,7,21,14,34,11,5,10,1396,362,1753
POA6442,0,0,0,66,14,82,0,0,0,0,0,0,0,0,0,378,300,675,53,26,73,8,0,9,0,0,6,3,0,3,18,3,23,9,15,24,534,367,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,15,0,0,0,0,0,0,11,5,17,16,6,17,24,6,29,0,0,0,7,0,7,0,0,0,3,0,3,7,10,20,89,52,139,9,8,11,662,441,1100
POA6443,0,0,0,47,18,69,0,0,0,0,0,0,0,0,0,125,54,178,31,17,54,18,0,18,4,0,5,3,6,9,50,5,53,27,30,56,303,135,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,9,8,17,11,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,24,27,49,0,7,6,344,183,526
POA6445,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,13,3,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,9,4,12,27,12,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,7,13,27,4,5,7,0,0,0,39,34,79
POA6446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,29,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,31,11,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,22,0,0,0,0,0,0,42,32,69
POA6447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,14,43,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,8,3,8,42,18,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,42,0,0,0,0,0,0,60,44,106
POA6448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,48,95,0,3,3,7,0,7,0,0,0,0,0,0,0,4,3,9,8,13,72,56,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,25,8,12,18,0,4,4,88,83,175
POA6450,0,0,4,23,8,34,0,0,0,0,0,0,7,3,8,2317,1882,4200,143,144,288,56,0,60,24,7,36,37,28,68,45,19,63,102,106,206,2759,2204,4962,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,4,7,0,0,3,0,0,0,6,6,13,29,22,51,38,25,61,0,0,0,0,0,0,0,0,0,4,0,4,176,282,464,273,310,585,27,19,44,3281,2840,6121
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,76,185,6,3,10,4,0,0,0,0,0,0,0,0,5,0,5,7,12,23,127,92,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,38,8,15,25,5,0,5,162,128,292
POA6461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,54,130,7,0,7,8,0,9,0,0,0,0,0,0,3,4,4,8,6,18,99,67,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,29,11,14,23,4,0,3,132,97,225
POA6462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,37,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,8,32,18,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,18,0,0,4,0,0,0,40,33,70
POA6463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,12,11,16
POA6465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,15,9,26
POA6466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,15,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,20,11,27
POA6467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,13,8,17
POA6468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,18,54,0,0,7,5,0,5,0,0,0,4,0,4,4,0,4,4,3,9,52,20,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,14,22,0,3,5,0,0,0,62,43,105
POA6470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,6,5,10
POA6472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,42,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,3,16,36,20,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,25,4,4,7,0,0,0,51,36,88
POA6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,8,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,13,24
POA6475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,41,100,0,3,3,7,0,7,0,0,0,0,0,0,0,0,0,6,10,9,79,46,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,36,0,6,10,0,8,5,106,74,177
POA6476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,0,0,0,0,0,0,15,7,19
POA6477,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,30,26,55,9,3,7,0,0,0,0,0,0,0,0,0,0,0,5,11,9,16,54,34,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,18,0,4,4,5,0,5,62,51,114
POA6479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,51,131,0,5,3,10,0,10,0,0,0,6,0,7,7,0,12,17,9,28,121,71,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,25,46,13,12,27,6,3,8,158,115,270
POA6480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,7,0,0,0,0,0,0,9,12,20
POA6484,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,14,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,19
POA6485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,52,113,4,4,6,3,0,3,0,0,0,0,0,0,0,0,5,7,4,11,82,53,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,14,29,7,6,16,5,0,5,109,76,188
POA6487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,13,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,20,9,26
POA6488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,11,39,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,8,34,16,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,0,3,7,0,0,0,40,25,67
POA6489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,12,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,0,0,0,0,0,4,14,14,32
POA6490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,36,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,33,37,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,14,6,7,13,0,0,0,47,46,99
POA6501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,140,299,9,4,5,12,0,12,0,0,0,0,0,0,6,0,3,3,3,6,181,153,335,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,7,6,0,0,0,0,0,0,0,0,0,0,0,0,21,40,61,29,16,43,0,0,4,234,214,454
POA6502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,148,304,10,12,22,4,0,4,0,0,0,0,0,0,7,4,13,15,11,25,196,176,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,24,27,51,39,16,52,0,0,0,258,223,476
POA6503,3,0,3,21,17,45,0,0,0,0,0,0,0,0,0,307,258,567,27,30,55,16,0,16,4,0,4,0,0,0,25,3,30,51,49,102,453,364,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10,9,3,13,0,0,0,0,0,0,0,0,0,0,0,0,97,96,190,56,53,109,17,12,27,638,525,1162
POA6504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,21,52,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,35,22,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,15,3,5,11,0,0,0,48,43,95
POA6505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,26,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,7,9,25,18,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,22,0,5,3,0,0,0,41,27,65
POA6506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,12,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,6,4,0,0,0,21,18,40
POA6507,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,143,70,212,8,5,14,4,0,4,0,0,0,0,0,0,6,0,6,29,11,34,192,89,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,35,33,68,13,9,19,4,0,4,237,141,379
POA6509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,29,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,30,31,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,0,0,0,0,0,0,43,35,80
POA6510,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,317,286,609,25,14,42,11,0,11,0,0,0,9,0,8,6,5,11,31,22,53,400,339,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,34,38,76,26,34,63,5,0,4,465,415,879
POA6511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,51,116,10,8,14,6,0,6,0,0,0,0,0,0,0,0,0,6,9,13,90,61,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,12,24,26,45,0,0,0,121,95,220
POA6512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,28,10,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,32,21,51
POA6513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,17,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,39,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,18,3,0,10,0,0,0,50,38,92
POA6514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,41,97,4,12,14,7,0,7,0,0,0,0,0,0,3,0,8,4,8,11,83,55,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,18,19,21,21,35,0,0,0,112,91,207
POA6515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,36,87,0,0,3,5,0,5,0,0,0,0,0,0,0,0,5,11,7,18,69,46,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,33,0,9,7,0,0,0,92,74,166
POA6516,0,5,5,4,0,4,0,0,0,0,0,0,0,0,0,242,254,497,29,14,41,12,0,15,0,6,4,12,4,13,10,4,17,10,13,24,315,296,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,12,14,3,14,0,0,0,0,0,0,0,0,5,4,0,6,25,48,68,79,71,150,3,6,14,438,426,866
POA6517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,56,127,4,0,3,5,0,5,0,0,0,4,0,7,4,0,4,12,8,20,96,67,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,18,6,8,9,0,0,0,109,84,194
POA6518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,50,3,3,4,0,0,0,0,0,0,0,0,0,3,0,3,11,7,13,49,22,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,20,6,6,13,0,0,0,64,47,108
