POA_CODE_2021,Num_pns_pres_Cen_Ngt_1_Fam_hh,Nu_pn_pre_Cen_Ngt_1_No_fam_hh,Num_pns_pres_Cen_Ngt_1_Tot,Num_pns_pres_Cen_Ngt_2_Fam_hh,Nu_pn_pre_Cen_Ngt_2_No_fam_hh,Num_pns_pres_Cen_Ngt_2_Tot,Num_pns_pres_Cen_Ngt_3_Fam_hh,Nu_pn_pre_Cen_Ngt_3_No_fam_hh,Num_pns_pres_Cen_Ngt_3_Tot,Num_pns_pres_Cen_Ngt_4_Fam_hh,Nu_pn_pre_Cen_Ngt_4_No_fam_hh,Num_pns_pres_Cen_Ngt_4_Tot,Num_pns_pres_Cen_Ngt_5_Fam_hh,Nu_pn_pre_Cen_Nt_5_Non_fam_hh,Nu_pn_pre_Cen_Ngt_5_Tot,Num_pn_pres_Cen_Ngt_6m_Fam_hh,Nu_pn_pre_Ce_Ngt_6m_No_fam_hh,Num_pns_pres_Cen_Ngt_6m_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
POA6415,24,404,433,338,75,411,130,27,166,112,19,123,54,7,53,19,3,27,675,532,1206
POA6418,6,100,105,92,21,108,28,0,28,29,0,30,19,4,22,7,0,7,172,124,291
POA6419,3,3,4,8,0,8,5,3,7,0,0,0,0,0,0,0,0,0,19,3,21
POA6420,0,11,11,10,0,10,4,0,4,6,0,6,3,0,3,0,0,0,24,13,29
POA6421,0,12,13,16,5,17,4,0,3,8,0,6,3,0,3,6,0,6,34,22,58
POA6422,0,5,5,6,0,6,3,0,3,3,0,3,3,0,3,0,0,0,22,5,20
POA6423,0,33,33,27,3,31,4,0,7,4,0,4,0,0,0,0,0,0,38,39,81
POA6424,0,11,11,10,5,15,5,0,3,0,0,0,0,0,0,0,0,0,13,13,27
POA6425,4,4,7,14,4,18,3,0,3,0,0,0,0,0,0,0,0,0,28,9,29
POA6426,11,176,189,96,29,126,22,3,27,25,4,29,9,4,13,4,0,4,161,220,380
POA6427,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
POA6428,0,0,7,7,9,14,0,0,3,5,0,5,0,0,0,0,0,0,11,12,23
POA6429,12,147,164,97,41,137,46,6,48,20,12,28,9,7,18,11,0,11,193,215,405
POA6430,176,2359,2534,2078,492,2571,1192,144,1338,1118,71,1191,527,42,573,274,13,286,5367,3115,8480
POA6431,3,86,88,24,24,48,20,0,20,20,4,22,18,0,18,27,0,27,115,109,228
POA6432,62,956,1021,630,291,924,311,81,393,293,65,366,147,30,179,87,11,100,1522,1449,2972
POA6434,0,5,5,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15
POA6436,0,43,42,7,20,32,5,4,10,0,0,3,0,0,0,0,0,0,20,72,90
POA6437,6,57,62,37,24,66,16,0,15,23,8,35,14,5,15,4,0,6,99,100,199
POA6438,8,151,165,47,62,112,21,5,28,8,7,16,10,0,10,11,0,16,110,235,351
POA6440,6,131,131,43,30,74,16,5,23,19,3,25,5,0,10,21,0,21,115,172,287
POA6442,23,333,356,252,94,343,106,25,137,105,35,131,41,9,47,26,5,28,541,499,1037
POA6443,8,192,201,74,51,132,23,7,32,14,6,21,6,3,11,5,0,5,127,256,385
POA6445,0,10,15,22,7,32,4,0,4,8,0,10,0,0,0,5,0,5,43,25,61
POA6446,0,11,11,26,0,26,0,0,7,10,0,9,0,0,0,0,0,0,36,18,48
POA6447,0,20,20,19,3,21,13,0,10,5,0,5,8,0,4,0,0,0,46,23,68
POA6448,9,32,41,35,11,52,15,0,15,20,0,17,6,0,9,6,0,6,89,53,143
POA6450,155,1625,1784,1507,404,1909,623,90,709,558,72,624,248,40,288,117,13,137,3213,2240,5458
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6460,6,117,119,98,25,127,22,5,27,27,0,26,18,0,18,3,0,3,172,150,321
POA6461,0,94,92,67,10,79,26,0,28,15,4,18,14,0,14,3,0,3,123,106,232
POA6462,4,15,21,18,0,21,3,0,3,4,0,4,8,0,14,0,0,0,43,20,64
POA6463,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
POA6465,0,11,11,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,16,24
POA6466,0,0,0,13,0,10,0,0,0,0,0,0,3,0,3,0,0,0,17,3,17
POA6467,0,0,5,7,0,7,3,0,3,3,0,3,0,0,0,0,0,0,6,0,13
POA6468,0,19,25,18,4,22,12,6,16,4,0,9,8,0,4,0,0,0,48,35,80
POA6470,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,7
POA6472,0,18,18,23,5,27,14,0,16,3,0,3,0,0,0,0,0,0,40,25,68
POA6473,0,3,3,3,0,7,4,0,4,3,0,3,0,0,0,0,0,0,13,5,19
POA6475,4,62,70,48,7,53,13,0,13,11,0,16,3,0,3,0,0,0,92,72,164
POA6476,0,9,9,3,3,5,3,0,3,3,0,3,0,0,0,0,0,0,14,8,19
POA6477,0,45,45,27,8,33,10,0,9,3,0,3,4,5,9,3,0,3,54,56,102
POA6479,4,65,76,78,23,102,30,3,34,22,0,23,10,5,13,11,0,11,144,105,250
POA6480,0,3,3,6,0,10,4,0,4,0,0,4,0,0,0,0,0,0,10,6,15
POA6484,0,17,18,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,9,20,26
POA6485,4,106,105,58,23,79,23,4,28,5,0,5,3,0,3,4,0,4,101,128,230
POA6487,0,3,4,6,0,6,3,0,3,0,0,0,0,0,0,4,0,4,12,9,15
POA6488,3,37,38,30,8,34,10,0,6,0,0,0,0,0,3,0,0,0,37,44,87
POA6489,0,26,26,11,4,22,5,0,8,0,0,0,0,0,0,0,0,0,22,31,48
POA6490,6,36,38,35,15,48,9,7,15,8,0,8,5,0,5,0,0,0,61,53,115
POA6501,4,62,66,120,11,129,57,0,62,42,6,49,23,0,23,14,0,14,259,79,343
POA6502,14,126,135,186,23,208,58,10,71,37,5,39,24,0,25,11,0,11,329,158,486
POA6503,23,198,226,282,65,343,108,16,120,85,13,102,40,3,47,40,0,46,582,297,880
POA6504,3,20,22,27,8,37,10,7,11,7,5,11,0,0,3,5,0,5,55,35,83
POA6505,0,12,12,14,4,13,4,0,4,8,0,8,0,0,0,5,0,5,32,14,47
POA6506,0,9,9,14,0,14,0,0,0,6,0,4,0,0,0,0,0,0,22,7,31
POA6507,0,53,57,69,13,79,18,0,21,20,0,20,9,0,9,6,0,9,120,70,190
POA6509,0,16,17,15,20,33,6,0,6,5,6,11,3,0,3,0,0,0,34,41,76
POA6510,19,253,276,224,57,278,93,15,112,72,19,88,32,0,32,15,8,23,461,352,814
POA6511,6,78,76,73,47,116,13,0,22,13,0,13,11,0,11,0,0,0,118,126,245
POA6512,0,12,12,12,0,14,0,0,0,8,0,8,0,0,3,0,0,0,22,14,38
POA6513,0,19,21,14,0,20,5,0,5,4,0,4,4,0,5,5,0,5,41,22,62
POA6514,13,109,121,113,36,148,21,0,23,18,3,22,0,0,0,8,0,7,172,148,322
POA6515,5,52,52,42,18,64,12,5,16,16,4,18,4,0,5,3,0,3,82,73,158
POA6516,37,259,296,310,90,403,82,17,99,73,15,89,24,0,28,11,0,11,542,377,915
POA6517,0,76,81,60,12,71,14,5,20,17,0,20,3,0,3,3,0,8,96,103,198
POA6518,4,60,66,29,12,45,8,0,10,4,4,6,5,0,5,0,0,0,52,77,128
POA6519,3,79,83,75,24,93,26,8,27,18,5,26,11,0,10,8,3,10,136,111,253
POA6521,4,27,31,44,14,62,9,3,13,9,0,13,6,3,4,4,0,4,83,44,131
POA6522,0,72,74,49,54,103,17,12,25,18,0,15,11,0,14,0,0,5,101,140,239
POA6525,60,520,578,517,183,705,168,27,194,143,24,167,61,11,73,19,0,20,973,766,1746
POA6528,5,41,47,45,14,59,18,0,20,14,0,21,9,0,11,0,0,0,97,65,166
POA6530,372,3921,4292,3790,819,4611,1722,235,1954,1417,131,1550,637,83,717,369,54,420,8308,5241,13543
POA6532,98,508,607,802,188,988,378,49,429,342,34,378,149,14,170,77,8,84,1856,808,2662
POA6535,16,222,235,233,99,337,57,16,72,38,18,51,38,5,43,16,0,24,403,356,761
POA6536,14,260,274,225,347,571,62,32,94,44,28,71,16,13,27,11,4,15,371,680,1057
POA6537,9,219,233,113,525,643,31,50,80,40,42,80,15,13,24,7,7,14,211,857,1065
POA6556,24,150,179,231,23,251,120,6,129,102,3,108,50,0,52,20,0,20,540,190,731
POA6558,10,61,67,108,12,120,41,3,50,38,0,41,18,0,14,4,0,4,217,72,294
POA6560,11,144,154,180,33,212,65,4,68,59,3,62,30,5,39,16,0,21,363,195,553
POA6562,21,98,114,177,25,207,63,6,68,68,3,78,19,10,29,26,0,23,379,140,523
POA6564,5,45,47,47,9,55,23,0,20,13,0,13,3,0,3,4,0,4,88,54,141
POA6566,43,415,462,526,110,637,138,25,167,96,17,112,53,6,58,19,0,21,884,577,1462
POA6567,8,51,57,72,23,95,19,4,22,12,0,11,9,0,7,7,0,6,128,80,208
POA6568,5,25,26,30,5,31,12,0,12,0,0,0,0,0,0,3,0,3,57,31,86
POA6569,8,41,42,36,8,38,7,5,12,9,0,11,5,0,5,5,0,5,67,46,110
POA6571,0,8,13,8,0,12,4,0,4,0,0,0,0,0,0,0,0,0,15,16,33
POA6572,0,4,4,9,0,7,4,0,4,3,0,5,6,0,6,0,0,0,18,4,21
POA6574,6,0,5,6,0,4,4,0,4,3,0,3,0,0,0,0,0,0,19,4,27
POA6575,4,14,15,9,10,14,3,0,7,3,0,0,3,3,6,0,0,0,20,20,46
POA6603,13,158,165,154,39,195,46,5,50,47,9,51,22,0,22,8,0,8,285,208,493
POA6605,0,6,6,3,0,4,3,0,5,0,0,0,0,0,0,0,0,0,7,9,18
POA6606,0,28,31,22,7,24,7,0,7,3,0,3,3,0,3,0,0,0,39,28,67
POA6608,0,13,13,10,3,13,0,4,3,12,0,17,3,0,3,0,0,0,25,29,57
POA6609,3,75,82,81,21,104,39,5,48,32,5,39,24,0,21,12,6,14,192,118,316
POA6612,0,27,28,14,20,34,13,3,13,3,0,5,3,0,3,0,4,5,33,51,91
POA6613,0,3,5,3,3,10,6,0,6,0,0,0,0,0,0,0,0,0,12,7,21
POA6614,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5
POA6616,0,6,6,8,5,12,3,0,4,0,0,0,0,0,0,0,0,0,5,14,22
POA6620,0,66,67,38,17,56,12,3,14,13,0,17,3,3,9,0,0,0,72,94,165
POA6623,7,86,90,56,35,96,22,3,24,14,3,19,10,3,13,7,4,12,117,139,255
POA6625,0,4,4,5,0,10,5,0,5,5,0,5,3,0,3,0,0,0,16,3,22
POA6627,0,0,0,6,5,16,3,0,3,0,0,0,0,0,0,3,0,3,15,9,25
POA6628,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3
POA6630,7,94,103,47,69,120,13,5,18,22,5,28,3,4,7,5,0,9,98,175,279
POA6631,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9
POA6632,0,3,3,9,0,11,7,0,7,0,0,0,4,0,4,0,0,0,17,6,25
POA6635,0,42,42,12,18,30,5,3,10,0,5,6,0,0,0,7,0,8,37,69,103
POA6638,5,123,131,39,79,118,8,12,18,7,12,23,5,9,17,6,10,12,71,246,316
POA6639,0,27,34,14,22,38,0,0,4,0,0,0,0,0,0,0,0,0,16,60,75
POA6640,0,98,99,18,33,55,4,5,7,0,0,0,0,5,5,0,3,3,20,143,168
POA6642,6,165,169,67,78,144,43,14,60,20,13,29,16,8,20,21,0,23,170,277,444
POA6646,0,69,69,24,22,51,14,9,18,0,0,0,7,0,8,7,0,9,56,103,156
POA6701,50,832,881,517,1141,1654,210,104,313,196,113,314,74,54,133,64,30,95,1120,2274,3390
POA6705,7,37,38,15,54,72,5,3,4,7,4,6,3,0,3,9,0,9,38,99,136
POA6707,54,422,467,293,887,1176,142,83,221,147,116,269,69,32,102,30,38,78,743,1581,2320
POA6710,3,154,161,98,278,378,44,20,64,33,17,51,23,3,26,10,4,8,209,478,686
POA6712,0,0,0,0,5,5,0,3,3,0,0,0,0,0,0,0,0,0,0,7,7
POA6713,12,83,100,103,48,150,67,15,80,73,0,80,44,4,50,20,4,21,317,160,480
POA6714,177,1559,1736,1194,749,1943,774,192,964,977,168,1143,459,82,540,224,45,269,3787,2808,6592
POA6716,4,55,61,15,43,63,9,7,14,10,0,11,4,0,7,4,0,4,48,109,156
POA6718,6,57,64,62,30,86,29,4,31,36,3,40,20,0,27,21,0,22,169,97,270
POA6720,11,204,222,147,206,352,99,23,120,101,26,127,69,13,86,31,7,35,459,477,939
POA6721,51,696,745,360,404,761,193,56,246,219,44,267,100,10,109,51,7,58,972,1221,2197
POA6722,124,1292,1411,826,366,1191,548,123,674,488,87,581,272,46,311,211,22,233,2465,1933,4396
POA6725,97,1159,1254,746,1559,2309,506,220,726,527,199,728,285,94,378,222,41,268,2388,3277,5661
POA6726,71,519,591,425,811,1237,273,102,373,255,83,338,152,39,190,107,22,129,1278,1568,2853
POA6728,30,690,723,315,529,845,173,83,252,147,63,209,106,47,151,156,20,181,926,1434,2362
POA6740,3,205,208,88,157,245,45,20,72,43,18,62,35,8,41,48,11,61,264,421,683
POA6743,60,887,944,448,768,1216,265,115,382,228,109,338,140,49,185,151,20,172,1293,1956,3248
POA6751,34,437,467,212,357,571,119,40,160,171,48,217,94,22,118,49,11,62,679,921,1596
POA6753,42,591,633,326,127,451,218,40,258,223,38,262,119,14,131,82,15,100,997,829,1826
POA6754,20,134,152,96,24,126,37,14,52,44,10,53,23,4,26,8,0,11,235,179,416
POA6758,0,26,26,9,11,18,4,0,7,0,0,0,0,0,0,7,0,13,24,41,62
POA6760,3,99,103,24,93,121,3,4,9,9,6,8,10,3,8,20,0,20,61,207,265
POA6762,0,18,18,6,5,6,10,0,10,3,0,3,0,0,0,19,0,19,44,21,66
POA6765,8,175,180,97,151,245,50,9,54,54,3,55,47,9,51,61,5,64,313,345,662
POA6770,4,369,374,142,282,427,122,31,151,101,28,132,64,14,78,147,15,152,576,740,1315
