POA_CODE_2021,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85ov,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85ov,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85ov,F_Vis_from_within_Aus_Tot,F_OS_vis_0_14_yr,F_OS_vis_15_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Part_r_mar_0_14,P_Part_r_mar_15_24,P_Part_r_mar_25_34,P_Part_r_mar_35_44,P_Part_r_mar_45_54,P_Part_r_mar_55_64,P_Part_r_mar_65_74,P_Part_r_mar_75_84,P_Part_r_mar_85ov,P_Part_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85ov,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85ov,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85ov,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85ov,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85ov,P_Vis_from_within_Aus_Tot,P_OS_vis_0_14_yr,P_OS_vis_15_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
POA6012,..,8,12,9,3,0,3,0,0,32,..,49,67,10,4,9,3,6,0,148,..,47,66,70,46,99,119,117,48,619,12,15,17,11,9,15,8,3,0,88,4,4,3,0,0,0,0,0,0,15,742,615,491,558,663,518,430,265,88,4366,..,3,212,664,868,614,510,258,55,3192,..,51,230,127,106,75,57,21,0,666,..,0,14,40,104,65,16,11,10,264,1415,..,..,..,..,..,..,..,..,1415,..,659,..,..,..,..,..,..,..,659,..,173,111,17,14,9,4,0,0,329,..,27,31,6,3,8,17,10,7,102,..,17,25,6,3,0,0,0,0,57,..,75,116,22,21,26,14,13,4,285,..,73,146,151,109,199,223,174,74,1147,28,27,29,20,14,19,16,12,5,162,10,4,3,0,4,3,4,3,0,26,1446,1098,915,1062,1257,1014,861,497,150,8303
POA6014,..,6,38,9,3,5,0,0,0,58,..,96,87,15,12,16,9,4,0,233,..,66,186,123,110,196,266,252,186,1390,13,29,26,14,10,9,16,8,5,138,0,0,3,0,0,0,5,4,0,13,2080,1218,1306,1637,1538,1197,920,556,301,10744,..,25,893,2258,2176,1543,1107,585,173,8765,..,111,512,294,250,193,63,24,11,1450,..,0,27,129,202,123,44,21,30,577,4270,..,..,..,..,..,..,..,..,4270,..,1482,..,..,..,..,..,..,..,1482,..,420,248,55,33,29,4,0,0,796,..,93,68,22,14,30,50,28,19,326,..,17,75,17,4,8,0,0,0,123,..,158,198,39,28,29,22,13,6,495,..,129,367,260,218,343,405,334,248,2304,38,50,56,33,27,14,23,16,5,260,0,3,5,3,3,5,11,3,0,38,4306,2493,2461,3110,2950,2326,1732,1023,485,20889
POA6015,..,3,11,4,0,3,0,0,0,19,..,3,14,0,4,0,0,3,0,27,..,3,0,5,3,25,52,100,95,283,6,17,8,10,8,5,5,3,0,63,0,0,0,0,0,0,0,3,0,9,561,435,159,328,557,471,303,302,170,3288,..,0,56,418,879,766,469,369,139,3104,..,6,45,56,70,60,15,11,6,274,..,0,0,13,53,35,7,13,14,144,1148,..,..,..,..,..,..,..,..,1148,..,669,..,..,..,..,..,..,..,669,..,163,136,20,14,16,0,0,0,355,..,28,6,0,0,6,8,13,14,82,..,3,9,0,4,0,0,0,0,29,..,17,76,5,7,0,4,3,0,100,..,7,3,20,15,35,71,128,124,414,24,28,24,12,6,14,7,7,0,117,0,3,3,0,0,7,0,0,0,16,1171,931,366,552,1061,944,590,544,301,6463
POA6016,..,18,23,7,0,0,0,0,0,55,..,66,95,12,9,10,7,3,0,206,..,23,83,78,72,116,135,65,46,623,0,6,15,9,3,8,9,3,4,56,0,0,3,3,4,0,5,0,0,11,1033,555,889,960,743,521,342,144,73,5270,..,16,628,1266,967,550,328,118,33,3902,..,51,375,230,146,117,33,7,0,953,..,6,30,76,124,57,19,17,10,341,2165,..,..,..,..,..,..,..,..,2165,..,558,..,..,..,..,..,..,..,558,..,187,112,34,20,23,0,0,0,374,..,61,86,22,11,29,15,8,14,238,..,32,47,21,5,0,0,0,0,97,..,104,198,37,14,15,14,11,3,403,..,31,150,165,143,209,208,110,65,1085,6,23,30,16,18,8,11,5,4,130,0,0,6,3,3,0,9,0,0,22,2172,1064,1650,1866,1455,1015,643,272,128,10270
POA6017,..,7,10,0,0,0,0,0,0,19,..,31,49,13,4,7,6,0,0,106,..,15,114,79,64,78,63,48,22,489,3,0,6,0,0,7,3,3,0,23,0,0,0,0,0,0,0,0,0,4,246,205,642,360,185,184,133,91,29,2081,..,24,515,404,138,115,85,55,13,1345,..,78,256,71,30,9,14,7,0,467,..,0,23,37,29,22,11,7,6,137,472,..,..,..,..,..,..,..,..,472,..,86,..,..,..,..,..,..,..,86,..,45,38,15,10,7,4,0,0,119,..,43,45,20,5,21,9,7,0,153,..,12,23,6,0,0,0,0,0,48,..,59,116,28,11,13,8,0,0,237,..,32,207,184,150,138,139,75,25,948,0,4,19,0,4,10,3,3,0,44,0,0,0,0,0,0,0,0,0,7,471,390,1244,764,388,335,265,151,47,4063
POA6018,..,38,46,9,8,5,5,0,0,106,..,177,383,61,37,49,39,21,6,770,..,55,296,226,234,404,560,556,321,2664,22,64,58,39,24,32,34,20,10,304,0,0,9,6,10,9,8,0,3,45,3631,2221,2901,3193,2815,2204,1824,1304,534,20630,..,30,1461,3816,3514,2548,1933,1288,301,14889,..,220,1624,935,464,310,155,59,13,3773,..,9,80,355,532,306,99,77,63,1519,7404,..,..,..,..,..,..,..,..,7404,..,2387,..,..,..,..,..,..,..,2387,..,954,522,155,119,71,23,0,0,1847,..,145,120,42,46,80,102,72,32,640,..,80,95,24,14,12,3,3,0,243,..,331,728,152,74,86,71,31,8,1483,..,118,573,476,501,655,850,730,406,4302,60,107,112,76,56,67,60,30,14,584,5,0,10,9,12,12,16,5,3,72,7465,4386,5323,6036,5330,4160,3306,2287,840,39135
POA6019,..,18,36,11,8,3,0,0,0,70,..,110,407,73,27,30,12,11,0,670,..,61,275,243,185,274,297,267,134,1735,13,28,49,19,10,16,19,8,3,177,3,0,9,4,6,0,0,0,0,19,1760,1092,2234,1837,1546,1195,897,621,223,11412,..,9,840,1793,1665,1260,956,565,137,7223,..,154,1440,730,350,218,98,20,7,3019,..,3,57,205,358,153,57,42,33,906,3702,..,..,..,..,..,..,..,..,3702,..,1141,..,..,..,..,..,..,..,1141,..,422,232,80,62,34,3,0,0,828,..,81,72,29,21,29,35,27,12,300,..,35,93,26,11,5,0,0,0,165,..,206,734,173,64,51,31,22,7,1280,..,121,512,514,442,512,463,358,175,3099,25,67,83,39,39,35,30,17,4,342,0,7,9,6,3,4,7,5,0,43,3728,2244,4065,3581,2997,2307,1686,1064,376,22047
POA6020,..,7,14,5,3,7,0,0,0,33,..,16,39,15,7,15,10,8,0,115,..,22,42,52,50,130,303,256,125,970,21,29,24,11,16,15,12,6,4,145,0,5,4,0,0,0,0,0,0,14,2077,1124,784,1431,1526,1471,1562,718,231,10913,..,3,445,1933,2244,2100,2286,961,162,10135,..,53,374,319,254,178,93,30,3,1299,..,4,33,110,206,121,47,36,19,581,4125,..,..,..,..,..,..,..,..,4125,..,1409,..,..,..,..,..,..,..,1409,..,670,372,100,64,27,4,0,0,1244,..,72,31,13,8,29,51,27,25,251,..,25,37,10,3,4,0,4,0,88,..,37,85,31,14,32,21,18,5,251,..,37,83,107,133,248,447,354,171,1579,42,53,37,24,43,32,32,13,11,283,3,3,7,3,0,0,0,3,0,31,4176,2363,1500,2654,2982,2778,2988,1441,393,21256
POA6021,..,29,33,15,11,0,0,0,0,86,..,63,105,23,13,18,12,0,0,231,..,31,133,113,136,216,325,285,163,1394,15,24,24,22,17,14,14,15,11,159,0,0,0,0,0,6,11,0,0,22,1648,1068,1446,1522,1310,1201,1177,752,286,10410,..,30,928,1889,1620,1445,1300,846,210,8272,..,108,646,334,170,123,61,13,0,1453,..,5,51,168,246,140,82,58,47,813,3294,..,..,..,..,..,..,..,..,3294,..,1030,..,..,..,..,..,..,..,1030,..,560,436,149,124,72,12,0,0,1355,..,97,108,36,38,52,62,46,25,461,..,66,75,19,15,10,3,0,0,191,..,114,221,67,47,46,23,4,4,523,..,47,263,258,271,381,451,379,212,2264,39,51,58,50,41,27,21,28,19,323,0,0,7,0,3,9,13,0,0,35,3325,2102,2786,2979,2570,2310,2026,1380,520,20002
POA6022,..,4,8,4,0,0,0,0,0,13,..,4,4,0,0,8,4,0,4,26,..,0,9,16,14,34,80,55,23,225,3,3,3,5,3,0,6,0,4,34,0,0,0,0,0,0,0,0,0,6,487,224,340,366,304,272,340,170,41,2535,..,3,243,430,368,297,439,228,27,2035,..,23,195,124,72,50,20,8,0,483,..,5,13,59,78,48,21,8,8,237,996,..,..,..,..,..,..,..,..,996,..,234,..,..,..,..,..,..,..,234,..,164,88,37,25,10,0,0,0,314,..,16,19,5,8,6,13,12,6,77,..,6,19,6,0,0,0,0,0,39,..,12,24,7,6,11,10,4,4,69,..,3,31,41,52,74,120,75,31,430,15,9,10,15,9,0,9,4,4,77,0,0,0,0,0,0,0,3,0,3,1010,479,641,717,616,499,627,342,74,5003
