POA_CODE_2021,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85ov,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85ov,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85ov,F_Vis_from_within_Aus_Tot,F_OS_vis_0_14_yr,F_OS_vis_15_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Part_r_mar_0_14,P_Part_r_mar_15_24,P_Part_r_mar_25_34,P_Part_r_mar_35_44,P_Part_r_mar_45_54,P_Part_r_mar_55_64,P_Part_r_mar_65_74,P_Part_r_mar_75_84,P_Part_r_mar_85ov,P_Part_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85ov,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85ov,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85ov,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85ov,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85ov,P_Vis_from_within_Aus_Tot,P_OS_vis_0_14_yr,P_OS_vis_15_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
POA6108,..,43,35,10,10,11,0,4,0,100,..,38,46,23,20,20,26,7,0,180,..,24,53,53,93,170,248,209,94,942,36,31,29,22,16,21,23,0,7,198,0,0,4,6,5,0,10,0,0,24,2186,1350,1474,1568,1462,1418,1220,616,185,11490,..,61,986,1911,1747,1727,1564,734,123,8857,..,138,536,368,264,172,89,18,0,1581,..,34,143,230,290,195,108,64,33,1090,4359,..,..,..,..,..,..,..,..,4359,..,1242,..,..,..,..,..,..,..,1242,..,863,583,204,113,42,10,4,0,1818,..,156,107,57,65,98,95,55,27,658,..,80,90,43,32,17,10,5,0,276,..,92,170,82,67,55,49,17,0,533,..,47,158,199,234,324,374,294,131,1762,80,65,48,51,43,47,44,12,5,397,5,0,3,4,3,3,13,6,0,47,4444,2772,2830,3155,2863,2684,2352,1200,325,22620
POA6109,..,26,17,3,10,9,3,0,0,66,..,31,30,21,36,15,18,5,0,156,..,23,52,48,51,106,137,119,73,608,22,12,19,9,14,12,14,3,6,105,0,0,0,0,0,9,5,0,0,12,1269,761,926,907,682,626,529,282,110,6090,..,32,740,1133,795,603,562,275,47,4190,..,92,237,195,124,91,39,13,4,781,..,27,101,143,139,98,47,30,20,601,2547,..,..,..,..,..,..,..,..,2547,..,671,..,..,..,..,..,..,..,671,..,439,267,83,50,28,4,0,0,875,..,77,88,41,37,61,49,26,5,391,..,48,61,38,29,8,6,0,0,198,..,94,116,75,79,56,31,16,0,463,..,41,139,188,172,248,235,175,95,1279,40,34,39,25,29,21,16,9,3,208,0,0,6,3,3,10,5,0,0,28,2588,1556,1789,1918,1455,1220,1001,542,174,12231
POA6110,..,58,48,26,11,9,5,0,0,164,..,76,68,45,62,46,33,19,0,343,..,57,141,147,184,352,452,378,191,1905,65,56,50,37,33,36,30,18,12,336,3,0,3,0,3,18,16,0,0,46,4596,2678,2898,3402,2721,2197,1682,931,317,21429,..,116,2172,4192,3232,2547,1884,861,180,15187,..,394,1013,706,525,279,118,23,3,3069,..,76,347,588,539,278,153,80,32,2088,9446,..,..,..,..,..,..,..,..,9446,..,2337,..,..,..,..,..,..,..,2337,..,1687,917,287,148,43,12,0,0,3094,..,297,224,84,100,187,183,89,41,1211,..,144,142,89,57,27,13,0,0,481,..,176,249,135,161,109,76,43,0,959,..,115,369,397,494,692,717,547,254,3585,121,117,110,81,81,80,53,20,11,678,6,3,12,8,8,20,26,9,0,83,9574,5460,5556,6576,5348,4264,3240,1674,525,42217
POA6111,..,40,23,13,11,8,3,0,0,95,..,36,34,22,36,45,21,12,0,203,..,25,71,82,129,234,299,198,73,1118,20,49,21,13,19,21,17,12,5,170,0,3,4,3,0,4,5,0,0,19,1992,1269,1291,1472,1493,1475,1329,584,151,11055,..,51,816,1483,1602,1729,1652,660,123,8115,..,178,617,443,368,257,116,23,5,2002,..,36,180,320,294,180,99,70,23,1200,4067,..,..,..,..,..,..,..,..,4067,..,1026,..,..,..,..,..,..,..,1026,..,879,433,149,110,49,6,0,0,1633,..,141,80,34,49,72,79,56,30,548,..,74,70,42,31,17,15,7,0,256,..,69,105,74,79,99,60,19,0,506,..,59,210,247,329,444,489,303,110,2188,58,87,41,36,45,26,37,15,8,359,0,3,4,5,0,7,4,0,0,27,4130,2596,2557,2850,2918,2891,2551,1145,293,21923
POA6112,..,94,83,31,14,14,12,0,0,251,..,102,140,66,79,86,33,17,3,517,..,105,333,258,298,477,509,342,142,2468,95,102,66,42,51,57,57,24,11,494,3,3,0,0,7,27,26,9,0,82,8326,3799,5712,5992,3699,3067,2238,1002,299,34123,..,180,4472,8079,4391,3368,2399,1071,165,24137,..,807,2377,1210,805,453,161,41,11,5865,..,111,621,847,731,449,208,94,69,3119,16834,..,..,..,..,..,..,..,..,16834,..,3120,..,..,..,..,..,..,..,3120,..,2094,1108,306,182,95,15,0,0,3802,..,413,413,157,143,259,285,116,46,1839,..,215,241,115,46,41,22,10,0,695,..,217,397,174,177,181,89,25,6,1268,..,197,768,654,724,862,841,514,207,4767,188,180,175,115,113,98,75,39,20,997,9,9,4,3,8,41,48,16,0,134,17037,7532,10581,11671,7326,5834,4145,1931,519,66573
POA6121,..,6,10,5,4,0,0,0,0,21,..,0,0,0,5,7,5,0,0,25,..,0,3,0,3,15,16,4,0,50,12,3,4,4,9,4,3,0,0,41,0,0,0,0,0,0,0,0,0,0,269,196,131,191,266,237,146,45,9,1489,..,9,76,245,337,350,220,75,7,1316,..,20,49,40,55,55,19,3,0,235,..,3,4,20,28,15,4,3,8,80,558,..,..,..,..,..,..,..,..,558,..,164,..,..,..,..,..,..,..,164,..,180,73,14,8,9,0,0,0,281,..,7,6,4,3,11,17,12,3,63,..,16,10,9,3,3,6,0,0,43,..,3,0,3,11,15,8,4,0,45,..,0,9,9,19,39,22,12,7,106,17,19,14,6,9,4,6,0,0,78,0,0,0,0,0,0,0,0,0,5,581,413,240,348,471,495,298,108,20,2974
POA6122,..,19,16,6,6,6,0,0,0,64,..,19,39,13,19,19,10,3,0,119,..,25,78,71,64,110,105,41,22,519,27,34,30,10,15,21,16,8,5,158,3,0,0,0,0,7,9,0,0,22,2868,1222,1952,1682,1169,909,575,210,60,10655,..,72,1556,2083,1400,1114,731,284,33,7259,..,257,969,562,312,146,43,3,0,2289,..,29,206,256,218,90,35,20,9,857,5812,..,..,..,..,..,..,..,..,5812,..,888,..,..,..,..,..,..,..,888,..,778,263,72,35,29,0,0,0,1171,..,106,80,28,35,75,64,35,23,458,..,44,58,22,23,11,0,8,0,171,..,51,80,42,38,38,13,10,0,270,..,50,216,189,137,165,160,67,33,1028,55,60,52,23,35,34,22,14,6,288,5,0,0,0,0,5,9,0,0,27,5869,2336,3479,3275,2243,1702,1081,437,99,20512
POA6123,..,0,0,0,0,0,0,0,0,8,..,4,0,0,3,0,0,0,0,7,..,7,9,3,3,12,3,4,3,44,4,0,0,0,3,3,5,0,0,18,0,0,0,0,0,0,0,0,0,0,253,133,198,131,122,109,63,31,11,1050,..,18,154,143,133,137,92,36,12,726,..,33,113,41,33,17,13,0,0,259,..,5,19,28,22,15,5,3,0,101,514,..,..,..,..,..,..,..,..,514,..,80,..,..,..,..,..,..,..,80,..,83,33,9,9,0,0,0,0,131,..,20,0,0,0,6,6,0,3,37,..,9,4,0,0,4,0,0,0,23,..,0,6,4,6,0,3,0,0,28,..,7,25,15,20,23,16,6,8,118,3,4,9,6,5,9,6,0,0,40,0,0,0,0,0,0,0,0,0,0,519,264,367,245,237,213,144,54,21,2060
POA6124,..,0,0,0,0,0,3,0,0,0,..,0,0,0,3,0,0,0,0,3,..,4,5,0,5,9,3,7,0,36,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,113,56,58,75,98,81,41,34,8,562,..,0,50,86,107,101,61,33,6,448,..,10,24,26,27,36,5,3,0,124,..,0,3,16,13,5,0,4,3,36,242,..,..,..,..,..,..,..,..,242,..,43,..,..,..,..,..,..,..,43,..,35,15,0,0,3,0,0,0,58,..,0,0,0,3,0,9,4,0,17,..,0,0,0,3,0,3,0,0,6,..,0,0,0,8,4,0,0,0,15,..,6,9,3,17,24,11,12,4,85,6,5,0,4,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,248,98,98,132,177,173,94,66,18,1106
POA6125,..,6,6,0,3,3,0,0,0,22,..,4,0,0,0,5,0,0,0,15,..,3,8,5,6,19,23,31,6,105,7,7,6,0,0,4,3,3,0,42,0,0,0,0,0,0,0,0,0,6,254,188,145,171,253,239,159,99,22,1531,..,9,102,193,326,324,213,125,19,1315,..,18,59,52,77,49,21,4,4,286,..,0,15,18,29,7,15,6,3,98,530,..,..,..,..,..,..,..,..,530,..,163,..,..,..,..,..,..,..,163,..,149,54,16,17,5,4,0,0,243,..,7,5,4,9,7,14,4,3,46,..,13,5,0,0,6,0,0,0,32,..,5,0,0,5,5,3,0,0,29,..,3,9,17,29,41,43,39,10,189,17,17,10,0,7,12,5,9,5,73,0,0,0,0,0,0,0,0,0,4,546,390,262,303,502,461,314,194,44,3016
POA6126,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,6,10,19,19,15,4,0,105,..,0,6,11,21,28,25,13,3,97,..,0,3,4,5,4,0,0,0,28,..,0,0,0,0,0,4,0,0,4,33,..,..,..,..,..,..,..,..,33,..,12,..,..,..,..,..,..,..,12,..,3,0,5,4,0,0,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,8,..,3,0,0,0,4,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,19,10,22,30,39,34,13,3,206
POA6147,..,15,34,5,3,3,0,0,0,66,..,41,51,26,7,22,16,7,0,177,..,24,56,63,75,149,205,132,63,765,18,10,16,9,9,16,6,7,4,97,0,0,0,0,0,3,4,0,0,14,1310,739,1010,1067,843,921,776,397,122,7177,..,28,732,1271,1002,965,908,413,67,5392,..,111,299,201,143,105,37,9,0,902,..,19,92,169,164,135,78,57,28,737,2623,..,..,..,..,..,..,..,..,2623,..,731,..,..,..,..,..,..,..,731,..,416,370,135,82,47,5,0,0,1054,..,109,99,43,42,53,76,43,12,479,..,60,96,35,20,10,6,0,0,230,..,103,193,88,45,53,42,16,0,538,..,44,141,169,178,290,312,198,92,1426,25,30,47,23,29,23,14,11,4,201,0,3,3,3,4,4,5,0,0,29,2649,1649,2072,2146,1706,1680,1486,751,205,14346
POA6148,..,14,23,7,0,0,0,0,0,46,..,54,28,18,8,8,10,9,0,137,..,14,51,59,51,129,231,257,128,920,15,20,25,10,10,7,10,9,4,112,0,0,0,3,0,7,6,0,5,25,1645,1173,843,1346,1287,1046,1013,675,228,9266,..,27,615,1848,1812,1463,1250,716,163,7897,..,85,276,171,134,103,81,29,0,881,..,10,28,164,227,125,55,32,25,671,3413,..,..,..,..,..,..,..,..,3413,..,1460,..,..,..,..,..,..,..,1460,..,510,338,92,72,27,4,0,0,1039,..,102,65,15,16,46,70,60,19,397,..,30,42,25,9,6,6,0,0,124,..,97,92,43,34,32,19,7,0,322,..,30,110,131,131,229,357,347,169,1510,41,31,45,30,28,22,23,8,8,239,0,3,4,7,3,11,17,0,4,53,3455,2390,1624,2523,2464,2064,1889,1208,395,18002
POA6149,..,20,10,6,3,9,3,0,0,59,..,27,31,18,10,6,4,7,6,100,..,4,29,17,30,92,247,203,133,750,14,22,23,14,9,12,9,3,6,105,0,3,3,0,0,4,4,0,0,16,1658,1003,808,1287,1209,1272,1291,554,223,9292,..,11,590,1787,1749,1775,1880,692,123,8599,..,50,260,218,157,124,80,19,5,917,..,0,20,124,190,138,81,30,27,597,3378,..,..,..,..,..,..,..,..,3378,..,1244,..,..,..,..,..,..,..,1244,..,563,444,138,54,31,16,0,0,1240,..,60,60,20,22,33,59,35,21,306,..,42,42,21,10,8,4,0,0,132,..,67,87,30,19,14,25,7,5,253,..,13,63,54,81,148,363,293,186,1206,28,38,45,35,18,28,19,11,8,228,5,3,0,0,4,8,9,0,0,27,3412,2088,1617,2433,2290,2312,2518,1083,370,18124
POA6150,..,11,27,10,5,0,0,0,0,58,..,48,40,14,7,7,6,5,0,126,..,8,17,13,16,47,102,134,106,447,10,14,7,8,7,10,10,9,4,74,0,0,0,0,0,6,8,0,0,12,985,747,535,728,823,844,829,460,182,6140,..,8,329,980,1191,1243,1285,638,155,5831,..,36,147,115,46,55,30,14,0,448,..,0,20,65,116,94,39,23,10,359,1949,..,..,..,..,..,..,..,..,1949,..,918,..,..,..,..,..,..,..,918,..,384,342,99,61,19,4,0,0,921,..,73,49,17,8,35,42,29,22,265,..,39,68,21,4,5,5,4,0,148,..,95,132,42,19,13,16,3,0,325,..,19,43,38,42,77,148,172,139,681,17,32,16,15,23,14,8,5,4,141,0,0,0,6,0,6,11,0,0,27,1966,1603,1137,1393,1524,1561,1599,895,327,12009
POA6151,..,13,9,6,0,0,0,0,0,38,..,179,127,27,11,10,12,12,0,379,..,69,206,146,139,233,246,186,95,1317,9,32,29,16,13,21,17,3,3,139,0,7,3,0,8,6,3,0,0,26,1038,1019,1158,1081,1108,1078,927,429,138,7979,..,12,541,1241,1341,1235,1137,466,85,6059,..,127,596,288,207,148,104,27,0,1489,..,0,34,100,152,108,54,18,19,491,2228,..,..,..,..,..,..,..,..,2228,..,872,..,..,..,..,..,..,..,872,..,313,214,59,27,19,4,0,0,632,..,146,80,13,17,28,28,17,9,337,..,36,34,12,5,5,5,0,0,100,..,320,321,50,26,30,28,23,5,803,..,139,408,320,319,424,425,283,122,2435,16,63,53,32,22,27,29,10,7,264,4,4,6,5,8,11,13,0,0,42,2244,2030,2293,2124,2125,2029,1821,838,240,15758
POA6152,..,50,43,11,10,8,0,0,0,114,..,281,206,33,22,26,29,8,0,602,..,109,223,166,163,319,432,328,200,1938,21,54,46,27,22,26,27,17,8,235,3,0,3,4,5,3,4,0,0,23,1751,1568,1916,1691,1504,1506,1351,736,318,12340,..,37,1009,2007,1758,1640,1504,678,165,8795,..,215,980,392,238,189,124,31,4,2178,..,8,59,187,266,171,64,48,33,843,3546,..,..,..,..,..,..,..,..,3546,..,1197,..,..,..,..,..,..,..,1197,..,490,379,116,65,38,7,0,0,1092,..,329,161,41,33,54,48,65,26,756,..,98,104,19,16,12,3,0,0,251,..,589,512,99,57,49,57,16,6,1375,..,194,466,352,328,513,649,436,260,3210,54,96,89,58,41,58,45,21,8,456,7,0,9,11,5,5,8,0,0,52,3611,3259,3766,3264,2810,2734,2508,1302,511,23760
POA6153,..,24,34,4,3,0,0,0,0,65,..,84,74,24,12,15,13,4,4,233,..,50,116,79,84,204,304,250,177,1261,15,34,34,14,18,22,19,3,6,161,9,3,3,4,4,0,5,0,0,34,1778,1253,1092,1507,1452,1401,1290,669,303,10750,..,14,649,1973,1965,1822,1700,825,194,9133,..,114,413,253,167,161,75,32,8,1218,..,3,32,159,239,141,58,34,40,713,3614,..,..,..,..,..,..,..,..,3614,..,1382,..,..,..,..,..,..,..,1382,..,525,388,105,70,34,16,0,0,1137,..,107,87,20,18,44,51,34,21,384,..,41,62,14,4,7,4,0,0,133,..,149,187,55,34,25,24,12,4,489,..,85,208,177,192,345,423,322,227,1969,26,59,61,35,22,37,29,10,7,292,15,5,10,16,11,8,7,3,0,79,3661,2483,2096,2804,2722,2618,2384,1268,505,20547
POA6154,..,10,15,0,0,3,5,0,0,28,..,36,20,11,8,7,6,9,0,87,..,14,39,31,59,83,124,191,171,711,4,10,12,0,5,19,9,4,0,71,0,0,0,0,6,0,5,0,0,13,934,569,446,730,761,592,520,393,254,5199,..,9,283,962,996,740,610,379,117,4105,..,27,237,116,119,91,40,7,3,636,..,0,9,95,121,80,28,21,32,384,1901,..,..,..,..,..,..,..,..,1901,..,720,..,..,..,..,..,..,..,720,..,307,147,56,31,30,11,0,0,582,..,49,22,8,13,15,23,20,14,146,..,23,26,8,4,3,3,0,0,66,..,79,76,21,18,13,11,5,0,227,..,27,92,82,105,134,181,247,204,1067,8,24,17,12,11,32,12,10,3,124,4,0,4,0,6,5,12,5,0,24,1907,1256,906,1355,1413,1139,930,694,382,9990
POA6155,..,49,84,21,14,6,4,0,0,190,..,65,82,26,29,35,20,13,0,268,..,49,92,92,123,196,355,261,90,1254,43,60,57,34,26,23,34,20,8,304,0,6,9,3,3,25,23,5,4,86,5301,3523,2637,4226,3818,3023,2250,924,265,25961,..,61,1942,6066,5815,4395,3286,1172,208,22946,..,172,601,409,373,278,107,27,6,1969,..,26,142,423,567,314,118,68,47,1694,10666,..,..,..,..,..,..,..,..,10666,..,4452,..,..,..,..,..,..,..,4452,..,1834,1388,290,135,61,17,0,0,3716,..,303,270,92,73,156,220,128,74,1306,..,126,231,78,56,32,8,0,0,535,..,153,210,92,61,77,49,24,0,662,..,83,209,220,253,360,515,348,137,2124,86,111,101,84,53,48,54,37,6,573,9,12,8,10,14,44,42,15,11,163,10757,7314,5095,7763,7402,5764,4421,1808,477,50806
POA6156,..,15,18,6,0,0,0,0,0,39,..,85,70,11,13,24,9,6,0,218,..,28,93,64,95,205,253,228,174,1139,20,33,29,9,19,27,20,13,4,163,3,0,0,0,4,0,0,0,0,8,1667,1101,996,1207,1334,1082,796,551,297,9017,..,7,516,1480,1693,1211,881,523,170,6477,..,84,555,274,224,152,60,17,0,1374,..,8,45,146,267,139,40,41,52,742,3283,..,..,..,..,..,..,..,..,3283,..,1132,..,..,..,..,..,..,..,1132,..,576,270,69,44,46,21,0,0,1017,..,101,57,15,21,30,39,46,18,314,..,28,32,11,11,5,0,0,0,93,..,129,157,32,24,47,25,14,3,425,..,39,173,145,214,341,355,305,232,1800,26,53,53,35,33,47,25,22,3,293,7,0,0,3,5,7,0,0,0,25,3316,2160,1841,2198,2548,2012,1443,964,486,16975
POA6157,..,8,5,4,0,0,0,0,0,21,..,54,79,18,13,15,12,6,6,194,..,39,131,105,137,216,304,237,142,1311,12,21,16,9,8,13,10,4,0,100,0,0,4,0,0,0,0,0,0,5,1140,784,918,1021,1023,894,785,451,224,7241,..,6,442,1119,1088,905,761,387,120,4819,..,91,560,275,204,155,71,28,6,1394,..,4,30,127,220,127,40,23,20,591,2352,..,..,..,..,..,..,..,..,2352,..,777,..,..,..,..,..,..,..,777,..,355,175,53,27,26,7,0,0,650,..,60,46,4,13,19,24,14,19,209,..,19,18,3,8,4,5,5,0,61,..,89,147,38,23,27,31,10,4,365,..,59,216,198,261,358,453,322,186,2046,22,40,35,31,26,28,23,7,0,216,4,0,5,3,5,0,0,0,0,18,2378,1494,1673,1862,1879,1649,1406,796,363,13499
POA6158,..,8,12,5,7,3,0,0,0,26,..,23,29,9,4,7,9,3,0,91,..,20,53,41,42,93,106,73,45,474,0,10,13,5,8,3,7,5,0,49,0,0,0,0,0,0,0,0,0,4,677,444,348,477,600,537,392,212,73,3766,..,0,127,528,713,628,514,227,43,2788,..,30,198,115,148,121,65,20,0,700,..,0,11,48,108,48,9,12,13,259,1316,..,..,..,..,..,..,..,..,1316,..,524,..,..,..,..,..,..,..,524,..,192,89,26,23,15,0,0,0,348,..,23,15,0,4,6,3,4,9,80,..,10,19,10,7,4,3,0,0,50,..,42,70,18,10,18,16,6,0,191,..,28,98,74,94,148,148,112,63,772,8,22,28,8,12,16,10,9,0,117,0,0,0,0,0,4,0,0,0,15,1324,875,672,839,1125,1019,776,397,133,7163
POA6159,..,0,7,4,0,0,0,0,0,11,..,17,49,14,0,0,5,0,0,87,..,12,26,39,32,58,79,54,17,315,9,10,0,0,5,5,0,3,0,33,0,0,0,0,0,0,0,0,0,0,213,182,252,234,232,294,242,134,24,1812,..,3,76,229,201,329,268,148,23,1281,..,19,167,93,56,90,50,13,4,495,..,0,5,19,40,26,13,10,4,115,417,..,..,..,..,..,..,..,..,417,..,163,..,..,..,..,..,..,..,163,..,71,33,15,8,3,0,0,0,126,..,20,6,0,0,0,3,4,0,33,..,5,10,3,0,0,0,0,0,17,..,31,82,17,12,6,0,0,0,147,..,20,53,73,77,110,129,78,16,562,12,18,14,8,11,4,0,3,0,71,0,0,0,0,0,0,5,0,0,7,428,348,441,459,417,571,473,259,52,3442
POA6160,..,10,14,3,0,4,0,0,0,30,..,98,166,21,14,11,16,3,0,329,..,33,111,84,97,156,209,105,55,849,5,22,20,12,8,7,12,5,4,105,0,0,5,0,0,0,0,0,0,9,475,463,735,541,570,576,504,233,83,4170,..,0,184,430,461,516,414,209,31,2242,..,77,467,282,175,133,71,14,0,1225,..,0,16,65,127,58,19,20,22,329,922,..,..,..,..,..,..,..,..,922,..,305,..,..,..,..,..,..,..,305,..,141,66,22,20,24,7,0,0,287,..,42,18,11,7,17,18,15,3,120,..,12,34,11,4,4,7,0,0,73,..,158,288,62,27,31,35,21,0,630,..,58,241,212,241,313,354,157,75,1649,16,31,44,24,20,25,27,5,4,197,0,3,5,0,0,0,0,0,0,15,934,841,1372,1120,1088,1119,939,447,141,8001
POA6161,..,0,0,0,0,0,0,0,0,0,..,8,0,0,0,0,0,0,0,10,..,3,4,0,0,3,0,0,0,12,0,0,0,0,0,4,4,0,0,12,0,0,0,0,0,0,0,0,0,0,4,11,20,6,8,8,4,0,0,57,..,0,3,4,8,11,0,0,0,32,..,5,4,3,4,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,8,9,0,0,0,0,0,0,15,..,3,13,6,0,6,0,0,0,26,0,3,6,0,0,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,14,14,31,13,18,19,9,0,0,124
POA6162,..,14,29,12,3,3,0,0,0,67,..,71,117,23,26,27,24,6,3,304,..,19,37,58,82,171,183,139,66,758,9,23,21,9,10,17,6,3,0,99,0,3,3,0,5,0,0,3,0,20,909,573,691,795,857,810,641,326,137,5757,..,4,252,763,849,777,632,326,84,3690,..,52,417,322,273,188,122,32,0,1406,..,0,39,112,146,111,44,35,29,523,1828,..,..,..,..,..,..,..,..,1828,..,497,..,..,..,..,..,..,..,497,..,283,141,61,55,33,9,0,0,574,..,41,27,4,17,24,33,7,17,171,..,26,66,26,14,8,4,0,0,143,..,113,233,78,44,54,47,16,3,577,..,35,88,131,198,335,330,205,100,1423,22,47,48,29,16,22,22,7,0,208,4,4,5,3,5,0,7,3,0,34,1853,1096,1320,1531,1610,1558,1243,633,235,11077
