POA_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
POA6213,0,12,0,0,14,3,8,0,0,7,0,30,0,0,30,6,24,3,0,32,3,43,9,0,54,14,37,8,0,55,4,43,3,0,51,0,20,6,0,26,0,9,0,0,6,29,217,27,0,277,0,18,0,0,21,0,10,0,0,10,0,29,0,0,30,4,27,4,0,36,10,35,7,0,56,4,45,3,0,54,3,37,5,0,48,0,12,0,0,12,0,12,0,0,13,31,227,23,0,283,3,28,3,0,32,3,16,0,0,15,0,55,0,0,61,12,49,5,0,71,13,78,16,0,109,19,80,10,0,112,9,86,10,0,103,0,35,6,0,38,0,17,0,0,18,62,446,53,0,555
POA6214,0,20,0,0,24,0,19,0,0,20,3,17,0,0,20,4,30,8,0,40,4,37,3,0,44,8,33,7,0,47,10,42,6,0,49,4,10,0,0,15,0,3,0,0,3,34,219,18,0,273,0,18,3,0,20,0,18,0,0,23,3,22,5,0,27,13,29,4,0,47,13,37,0,0,53,12,37,0,0,48,0,34,3,0,37,0,9,0,0,15,0,0,0,0,0,44,212,16,0,264,0,40,0,0,49,0,37,0,0,44,4,40,5,0,47,15,62,7,0,90,15,73,4,0,100,16,73,6,0,94,4,75,5,0,89,4,22,0,0,28,0,4,0,0,4,73,434,35,0,540
POA6215,4,107,4,0,120,4,84,6,0,95,10,138,19,0,170,15,192,29,0,238,31,227,36,0,291,36,252,25,0,315,31,244,21,0,295,12,120,16,0,148,6,33,10,0,42,139,1396,166,4,1703,8,101,17,0,126,3,64,7,0,74,21,149,13,0,188,38,183,14,0,238,66,200,19,0,288,63,247,16,0,323,40,218,15,0,272,16,107,28,0,146,5,36,17,0,56,260,1304,144,0,1708,12,211,20,0,240,7,147,19,0,168,33,292,29,0,351,53,371,42,0,475,92,430,58,0,582,95,500,43,0,638,69,455,38,0,565,29,224,40,0,293,9,69,27,0,98,395,2703,312,5,3415
POA6218,5,8,0,0,12,5,12,0,0,17,5,19,0,0,25,4,16,0,0,26,0,25,0,0,27,5,40,0,0,49,8,27,5,0,39,0,11,0,0,8,0,3,0,0,5,28,170,15,0,213,0,12,0,0,14,0,11,4,0,13,3,25,0,0,28,13,17,0,0,33,11,20,0,0,24,3,33,0,0,40,3,26,4,0,34,0,7,0,0,11,0,0,0,0,0,38,150,13,0,201,3,21,0,0,26,5,25,4,0,26,11,43,0,0,53,14,38,4,0,54,10,43,0,0,56,11,73,6,0,87,9,57,8,0,73,0,17,0,0,17,3,5,0,0,12,65,321,25,0,406
POA6219,4,19,4,0,21,0,9,0,0,9,3,17,0,0,22,7,18,4,0,32,7,33,0,0,44,10,45,4,0,58,5,32,5,0,41,0,3,4,0,10,0,7,0,0,6,35,184,16,0,234,3,18,7,0,22,0,12,3,0,11,9,21,0,0,29,3,25,3,0,35,13,39,0,0,53,12,37,8,0,51,7,20,0,0,22,0,18,4,0,17,0,9,0,0,9,52,188,21,0,258,7,31,6,0,47,0,24,3,0,21,11,33,3,0,51,12,45,3,0,63,24,77,0,0,98,19,83,8,0,106,11,52,5,0,66,0,24,3,0,28,0,9,0,0,12,83,372,37,0,490
POA6220,5,91,11,0,112,8,89,3,0,101,3,257,16,7,289,19,232,12,0,262,34,223,35,4,291,40,196,28,0,263,23,220,18,0,264,13,130,14,0,161,8,46,4,0,59,159,1482,139,9,1795,6,87,8,0,103,3,67,8,0,77,21,222,10,0,256,29,207,12,0,247,39,214,20,0,266,66,191,19,0,281,51,193,24,0,268,21,141,13,0,175,0,77,7,0,88,235,1403,120,3,1757,12,179,20,3,208,9,156,12,0,178,28,481,28,7,540,47,438,20,0,506,79,433,47,4,555,109,389,46,0,542,78,419,34,0,530,35,272,28,0,341,5,123,15,0,146,397,2882,263,10,3550
POA6221,6,80,13,0,92,0,5,0,0,5,0,4,5,4,16,0,6,0,0,12,0,23,3,0,26,0,21,9,0,32,0,11,0,0,14,0,5,0,0,4,0,0,0,0,0,19,161,29,4,201,0,38,3,0,48,0,10,0,0,13,3,9,3,0,17,0,17,0,0,17,11,9,5,0,26,5,21,0,0,30,3,11,0,0,19,0,7,0,0,3,0,0,0,0,0,21,132,12,0,172,8,118,13,0,144,0,17,0,0,16,8,15,3,3,29,0,29,0,0,30,9,32,10,0,52,4,44,3,0,58,0,25,0,0,30,0,12,0,0,14,3,0,0,0,6,42,294,39,3,375
POA6223,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,6,6,0,0,6,4,12,0,0,13,0,12,0,0,9,0,4,0,0,7,0,8,0,0,8,0,0,0,0,0,8,51,3,0,55,0,10,0,0,10,0,3,0,0,3,0,8,0,0,8,4,9,0,0,12,8,11,0,0,15,3,10,0,0,12,5,3,0,0,8,0,0,0,0,0,0,0,0,0,0,8,53,0,0,64,0,6,0,0,9,0,3,0,0,5,0,10,0,0,10,6,11,0,0,18,6,21,0,0,32,3,22,0,0,25,0,10,0,0,10,0,10,0,0,10,0,0,0,0,0,20,99,3,0,120
POA6224,0,46,6,0,52,0,30,3,0,28,5,57,4,0,65,11,47,10,0,63,14,64,6,0,83,14,63,9,0,88,8,61,6,0,74,5,30,4,0,39,0,12,0,0,16,43,408,50,0,505,0,32,11,0,45,0,27,0,0,32,7,55,4,0,64,13,49,7,0,66,14,72,9,0,97,10,62,4,0,79,15,54,5,0,75,3,34,0,0,41,0,6,0,0,6,68,389,48,0,503,0,79,18,0,94,0,55,4,0,60,10,108,11,0,124,17,90,17,0,132,26,136,16,0,178,25,125,15,0,162,20,116,15,0,151,9,67,5,0,78,0,15,0,0,18,109,797,99,0,1005
POA6225,17,237,33,0,284,9,199,12,0,228,28,365,48,3,442,59,410,50,0,519,62,442,48,0,558,97,531,38,0,666,67,530,41,0,635,32,221,30,0,283,5,50,22,0,79,378,2986,328,8,3699,7,206,28,3,242,12,158,15,0,189,64,373,35,0,475,81,374,46,0,508,110,473,38,0,629,144,468,33,0,649,87,419,32,0,540,35,213,34,0,282,0,67,32,0,101,553,2761,296,3,3612,23,444,54,3,525,27,356,29,0,416,94,736,85,3,923,139,784,100,0,1030,179,914,88,0,1183,239,999,70,0,1314,148,950,73,0,1170,67,435,69,0,570,10,115,53,0,181,927,5747,630,3,7312
POA6226,0,36,5,0,34,4,26,0,0,30,4,32,0,0,37,4,43,3,0,54,9,57,4,0,66,16,52,4,0,69,3,39,3,0,49,0,11,0,0,12,0,0,0,0,0,32,300,20,0,352,0,27,0,0,27,0,10,0,0,12,0,42,4,0,46,5,61,4,0,66,15,51,0,0,67,18,45,0,0,68,8,32,0,0,39,0,4,0,0,8,0,0,0,0,0,49,287,13,0,338,0,62,5,0,65,4,38,0,0,43,4,72,4,0,82,7,102,7,0,121,21,110,4,0,136,33,99,4,0,132,10,74,9,0,87,0,18,0,0,22,0,0,0,0,0,79,584,27,0,689
POA6227,0,18,0,0,19,3,14,0,0,16,0,32,0,0,33,0,51,5,0,55,7,42,4,0,50,12,31,4,0,48,4,27,4,0,39,3,16,0,0,16,0,3,0,0,3,26,235,15,0,275,0,28,0,0,25,0,16,0,0,16,3,34,0,0,41,9,62,5,0,72,13,39,0,0,49,15,38,0,0,48,7,20,0,0,33,0,10,0,0,13,0,0,0,0,3,45,236,9,0,291,0,45,4,0,43,3,30,0,0,30,9,65,5,0,69,11,112,4,0,125,22,74,4,0,100,19,66,6,0,93,11,55,9,0,68,0,31,0,0,35,0,3,0,0,4,70,474,28,0,570
POA6228,0,3,0,0,3,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,3,6,0,0,12,0,9,0,0,12,0,11,0,0,17,0,5,0,0,4,0,0,0,0,0,5,48,8,0,64,0,8,0,0,8,0,3,0,0,3,0,0,0,0,0,0,9,0,0,10,0,10,0,0,16,3,4,0,0,7,0,6,0,0,14,0,0,0,0,4,0,0,0,0,0,7,46,5,0,56,0,10,0,0,8,0,10,0,0,10,0,0,0,0,3,0,13,0,0,12,4,18,4,0,22,6,11,4,0,21,0,25,5,0,28,0,5,4,0,10,0,3,0,0,3,16,94,13,0,119
POA6229,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,9,0,0,8,5,11,5,0,16,0,11,4,0,16,3,28,6,0,35,4,0,3,0,7,0,0,0,0,3,18,63,16,0,94,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,3,0,9,5,7,0,0,11,3,13,0,0,19,0,9,0,0,10,0,13,3,0,11,0,0,0,0,5,12,47,13,0,67,0,5,0,0,3,0,5,0,0,5,6,6,0,0,7,0,8,4,0,15,6,19,5,0,26,4,25,7,0,39,3,41,8,0,51,4,12,5,0,21,0,0,3,0,4,25,113,29,0,163
POA6230,46,1240,76,4,1364,42,1057,117,0,1216,141,2177,377,8,2702,226,2191,342,7,2770,291,2298,254,6,2853,390,2144,170,4,2708,252,1720,137,0,2107,114,924,74,3,1117,26,284,55,0,364,1539,14032,1600,28,17194,80,1239,73,0,1399,72,1062,75,0,1206,221,2378,190,9,2801,414,2329,157,5,2903,569,2412,150,3,3130,657,2069,126,4,2853,391,1819,109,4,2320,156,1056,99,0,1303,32,513,115,0,658,2585,14872,1084,29,18571,125,2476,153,6,2759,110,2119,187,3,2424,366,4552,564,17,5504,646,4524,494,10,5676,858,4711,404,9,5975,1046,4213,292,9,5561,645,3545,246,4,4429,272,1977,174,0,2418,57,795,168,0,1020,4119,28909,2683,56,35771
POA6232,16,303,9,0,325,11,266,19,0,300,38,642,31,5,713,52,623,26,0,706,62,498,29,0,584,80,461,18,0,556,62,368,32,0,465,35,218,24,0,283,6,80,33,0,124,362,3464,224,7,4059,14,289,9,0,311,4,244,9,0,257,76,672,32,0,780,123,623,22,0,766,127,536,26,0,691,145,440,15,0,604,84,403,19,0,511,40,300,52,0,397,9,120,57,0,186,628,3621,240,3,4503,28,591,18,0,637,21,508,26,0,560,107,1312,65,4,1487,176,1243,48,0,1469,187,1029,57,0,1278,224,901,35,4,1166,147,772,47,6,975,77,514,76,0,674,16,202,90,0,314,990,7086,464,17,8556
POA6233,30,600,35,0,668,24,398,28,0,447,46,939,47,0,1030,120,1102,53,4,1276,133,998,44,0,1176,139,934,51,0,1123,107,773,29,0,914,48,360,20,0,423,8,64,4,0,79,656,6168,301,6,7135,30,613,21,0,667,26,378,16,0,419,110,1039,51,0,1203,229,1156,45,0,1430,254,987,36,0,1276,288,952,38,6,1287,152,798,36,0,986,58,383,23,0,457,6,105,11,0,120,1147,6405,283,9,7837,61,1212,58,0,1333,48,775,44,0,873,155,1973,100,6,2233,342,2258,100,5,2706,388,1987,79,3,2453,428,1883,88,6,2404,259,1571,70,0,1894,102,743,45,0,886,12,177,12,0,202,1804,12572,585,16,14976
POA6236,0,63,0,0,70,0,39,0,0,36,0,83,4,0,93,14,83,7,0,105,29,133,8,0,165,24,146,9,0,168,26,113,13,0,151,6,44,4,0,54,0,20,0,0,17,100,718,52,0,862,3,54,8,0,62,0,38,6,0,45,9,77,3,0,90,22,93,9,0,120,32,133,10,0,176,48,130,11,0,189,32,72,11,0,110,10,46,4,0,60,0,10,0,0,14,162,662,55,0,876,6,120,7,0,129,0,76,6,0,83,12,160,9,0,184,38,173,13,0,224,61,267,17,0,346,66,272,17,0,355,61,182,22,0,265,17,89,9,0,117,0,30,7,0,33,257,1373,102,3,1741
POA6237,7,55,6,0,70,0,46,3,0,46,8,73,4,0,89,15,112,10,0,143,11,141,11,0,170,19,174,13,0,206,16,146,18,0,177,10,49,3,0,67,5,6,0,0,13,100,804,74,0,977,6,64,6,0,77,0,44,0,0,48,18,68,9,0,99,25,136,12,0,178,34,146,10,0,191,70,152,7,0,233,21,124,13,0,164,3,48,7,0,60,0,14,4,0,19,175,803,70,0,1055,9,124,19,0,148,5,90,0,0,99,25,139,20,0,185,47,252,27,0,321,46,288,23,0,359,86,324,19,0,432,44,273,25,0,340,17,95,13,0,119,7,25,4,0,28,272,1606,146,4,2027
POA6239,5,122,17,0,152,4,87,5,0,101,11,146,16,0,171,27,192,17,3,238,30,240,18,0,286,41,254,15,0,315,31,256,18,0,299,15,128,13,0,161,3,37,0,0,39,167,1462,124,3,1757,10,94,12,0,111,6,65,4,0,80,23,186,14,6,231,53,199,13,6,276,64,232,15,0,310,68,278,9,0,361,46,239,29,0,311,24,136,9,0,164,3,56,6,0,65,287,1490,107,22,1908,13,222,28,0,261,11,155,7,4,182,26,328,34,6,403,79,399,31,8,510,95,471,33,0,598,109,534,27,0,674,77,494,43,0,610,37,261,27,0,323,7,90,6,0,105,455,2957,228,26,3670
POA6240,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,10,0,0,10,0,10,0,0,10,0,13,0,0,13,6,20,0,0,20,6,6,6,0,15,0,0,0,0,0,6,61,3,0,71,0,6,0,0,6,0,0,0,0,0,0,5,0,0,3,0,4,0,0,7,3,8,0,0,16,3,17,0,0,21,0,11,0,0,17,0,8,0,0,6,0,0,0,0,0,9,58,7,0,79,0,6,0,0,6,0,4,0,0,4,0,7,0,0,7,0,17,0,0,15,3,17,0,0,16,3,34,0,0,39,5,31,5,0,33,6,11,6,0,22,0,0,0,0,0,18,119,10,0,145
POA6243,0,0,0,0,3,0,4,4,0,6,0,0,0,0,0,0,5,0,0,5,0,0,0,0,3,0,3,0,0,8,5,4,0,0,8,0,3,0,0,3,0,0,0,0,0,6,31,5,0,34,0,0,0,0,5,0,5,0,0,5,0,4,0,0,4,0,3,0,0,3,3,4,0,0,4,0,7,0,0,7,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,7,31,4,0,38,0,3,3,0,7,0,9,4,0,8,0,3,0,0,3,0,3,0,0,11,0,4,4,0,6,0,15,0,0,13,3,10,0,0,18,0,5,0,0,9,0,0,0,0,4,10,53,5,0,73
POA6244,5,16,0,0,19,0,20,0,0,24,5,42,10,0,55,0,62,3,0,73,16,76,14,0,106,14,107,21,0,138,12,88,8,0,106,5,51,6,0,64,4,13,3,0,13,58,476,66,0,605,7,21,3,0,29,0,28,0,0,27,8,52,5,0,66,15,74,14,0,99,11,64,11,0,91,22,85,13,0,122,19,67,9,0,93,9,53,13,0,71,0,10,4,0,19,87,465,72,0,613,6,36,3,0,49,0,46,0,0,54,15,95,16,0,119,17,142,17,0,173,23,143,27,0,197,34,195,33,0,258,29,157,17,0,199,13,106,19,0,140,3,26,5,0,26,148,940,136,0,1225
POA6251,0,9,0,0,6,0,7,0,0,3,3,8,0,0,10,0,8,0,0,12,4,17,0,0,24,4,23,0,0,32,5,26,0,0,30,0,11,0,0,6,0,0,0,0,0,14,106,3,0,125,0,8,0,0,8,0,0,0,0,0,4,9,0,0,8,3,17,0,0,20,6,20,0,0,27,10,22,6,0,28,0,15,0,0,20,0,3,0,0,5,0,0,0,0,0,22,92,4,0,119,0,8,0,0,13,0,4,0,0,7,0,11,0,0,20,4,30,3,0,30,10,38,0,0,46,13,43,5,0,57,4,41,0,0,45,0,14,0,0,16,0,0,0,0,0,35,199,11,0,240
POA6252,0,0,0,0,0,0,0,0,0,0,4,5,0,0,13,0,4,0,0,9,0,6,3,0,10,0,11,3,0,15,0,6,0,0,8,0,10,0,0,8,0,0,0,0,0,7,49,7,0,64,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,11,0,0,11,0,3,0,0,11,8,13,0,0,16,4,9,0,0,7,0,6,0,0,8,0,0,0,0,0,10,39,4,0,57,0,0,0,0,0,0,3,0,0,3,3,10,0,0,16,0,11,0,0,17,3,14,7,0,18,8,22,3,0,32,7,16,0,0,21,0,16,0,0,17,0,0,0,0,0,20,93,10,0,120
POA6253,0,16,0,0,12,0,12,0,0,12,0,21,3,0,21,6,19,3,0,28,3,33,0,0,37,5,45,7,0,58,8,75,3,0,84,0,22,0,0,25,0,10,0,0,10,31,234,23,0,291,0,8,0,0,9,0,5,0,0,6,0,22,0,0,25,12,25,0,0,33,11,26,0,0,34,12,51,0,0,64,19,55,8,0,76,0,34,3,0,38,0,7,0,0,3,47,227,14,0,298,0,19,0,0,24,0,19,0,0,24,4,35,3,0,44,13,48,3,0,63,11,57,4,0,73,20,95,5,0,115,28,131,7,0,168,3,57,3,0,63,0,11,0,0,13,81,465,36,3,589
POA6254,0,5,5,0,4,0,12,7,0,17,3,33,5,0,43,7,36,7,0,53,6,41,12,0,65,9,60,8,0,75,3,27,0,0,33,4,16,0,0,19,0,5,0,0,5,44,237,40,5,322,0,15,8,0,17,0,9,0,0,13,5,13,0,0,19,9,19,3,0,33,6,23,3,0,32,12,35,3,0,53,4,29,5,0,33,8,11,5,0,16,0,0,0,0,0,43,152,22,0,214,0,16,7,0,25,6,19,7,0,30,11,49,7,0,63,13,56,15,0,82,11,67,13,0,92,24,96,13,0,128,12,52,9,0,68,12,25,5,0,41,0,9,0,0,10,82,385,64,3,536
POA6255,0,73,5,0,84,8,57,4,0,63,8,139,21,0,167,24,154,19,0,190,28,213,22,0,262,36,261,21,0,323,43,315,28,0,392,10,148,20,0,175,3,30,5,0,35,166,1395,137,0,1695,5,105,9,0,125,9,43,10,0,55,12,150,3,0,159,48,169,19,0,233,62,218,19,0,297,62,292,24,0,376,51,309,21,0,381,18,143,15,0,172,0,43,9,0,52,263,1470,117,0,1857,12,179,13,0,206,8,100,14,0,121,21,279,23,0,327,70,322,33,0,424,87,431,44,0,565,103,553,42,0,702,94,627,50,0,774,29,294,27,0,348,8,75,9,0,96,431,2865,254,5,3554
POA6256,0,6,0,0,6,0,10,3,0,13,7,7,4,0,17,3,19,3,0,25,5,24,0,0,25,3,38,8,0,45,0,26,0,0,31,0,14,0,0,14,0,3,0,0,3,19,137,21,0,175,0,9,0,0,4,0,5,0,0,3,5,14,0,0,20,6,18,4,0,28,10,21,3,0,31,3,28,3,0,32,0,18,0,0,25,3,12,0,0,14,0,5,0,0,6,27,123,12,0,160,0,12,0,0,14,0,13,3,0,19,9,25,4,0,31,8,35,6,0,50,16,38,4,0,58,8,65,5,0,78,6,51,0,0,52,3,25,5,0,31,0,4,0,0,4,50,261,25,0,339
POA6258,10,189,17,0,213,4,155,8,4,164,22,287,21,16,346,33,273,25,0,328,51,298,44,0,392,67,392,27,0,492,43,302,21,0,374,26,169,15,0,207,3,48,7,0,63,279,2113,179,19,2583,8,159,16,0,188,8,118,19,0,138,48,272,10,5,333,61,273,29,0,363,82,307,38,0,421,110,367,27,0,505,55,295,24,0,373,28,148,19,0,190,4,75,6,0,84,392,2016,177,3,2598,18,348,32,0,397,9,264,18,4,308,70,559,34,15,680,96,549,53,0,692,136,607,76,0,821,177,761,56,0,996,101,601,40,0,741,55,318,31,0,402,9,120,12,0,142,668,4132,351,23,5179
POA6260,0,32,6,0,43,3,25,6,0,39,3,68,17,8,101,9,66,9,3,86,16,97,13,0,121,19,100,15,0,131,9,102,14,0,122,3,34,7,0,44,5,18,4,0,24,62,538,87,18,695,0,36,4,0,42,0,19,6,6,27,11,69,20,7,97,13,85,15,0,115,11,77,14,0,106,32,80,21,0,135,12,65,6,0,85,8,34,7,0,45,0,17,3,0,21,102,478,84,7,669,5,71,11,0,80,6,39,7,11,62,12,140,33,10,198,26,151,23,3,196,27,180,23,0,226,49,175,35,0,265,23,164,22,0,207,13,70,12,0,89,5,32,9,0,44,161,1009,170,26,1371
POA6262,0,4,0,0,7,0,6,3,0,11,0,14,4,0,18,4,23,4,0,35,6,37,4,0,57,6,49,12,0,69,6,46,10,0,61,3,21,4,0,32,0,5,0,0,5,27,215,42,0,283,0,18,0,0,24,0,0,0,0,0,4,23,5,0,25,3,21,11,0,37,8,42,3,0,61,15,50,12,0,69,11,39,10,0,50,4,15,9,0,23,0,3,0,0,3,40,216,40,0,302,3,24,0,0,32,0,10,3,0,11,4,35,9,0,47,5,46,15,0,64,18,83,15,0,112,16,107,20,0,140,15,88,12,0,109,5,39,8,0,54,0,9,0,0,9,67,434,82,0,580
POA6271,8,91,7,0,107,3,60,4,0,68,11,112,4,0,129,16,143,12,0,176,31,184,19,0,231,28,175,9,0,216,18,178,12,0,204,6,77,12,0,93,0,10,4,0,12,127,1032,82,0,1238,11,88,8,0,109,3,52,0,0,63,17,145,7,0,176,29,166,18,0,210,51,205,7,0,267,63,173,12,0,251,36,140,10,0,195,21,60,6,0,90,0,22,5,0,27,232,1063,84,0,1382,12,179,21,0,214,5,120,4,0,135,28,260,18,0,302,45,309,30,0,385,80,393,24,0,500,90,348,22,0,468,58,316,24,0,398,30,137,13,0,183,3,31,6,0,43,360,2098,165,0,2618
POA6275,0,27,6,0,33,0,11,0,0,15,0,32,7,0,46,3,73,14,0,90,10,59,16,0,79,13,102,11,0,125,19,141,17,0,177,7,57,15,0,79,0,11,0,0,15,57,515,81,0,657,0,17,3,0,24,0,11,0,0,10,10,36,7,0,53,5,69,17,0,89,17,69,8,0,91,24,116,16,0,151,8,124,15,0,147,3,52,11,0,64,0,11,6,0,18,69,497,76,0,641,3,49,12,0,60,0,19,4,0,24,8,77,13,0,93,13,139,25,0,182,26,121,18,0,171,35,210,29,0,277,31,258,32,0,321,10,111,26,0,145,0,22,3,0,26,122,1012,162,4,1303
POA6280,34,834,47,0,915,21,553,28,0,602,67,1192,112,7,1374,127,1388,104,0,1620,204,1487,110,6,1806,255,1422,118,4,1796,191,1572,100,0,1864,130,859,75,0,1066,37,256,50,0,336,1057,9565,749,18,11391,45,743,64,0,854,30,488,35,0,562,126,1282,94,8,1512,292,1576,88,0,1959,404,1638,98,4,2143,467,1553,113,0,2140,335,1631,115,0,2084,145,931,102,0,1180,35,488,55,0,581,1887,10327,770,18,13002,79,1574,115,0,1765,55,1046,64,0,1161,194,2473,206,16,2888,416,2965,193,0,3580,616,3123,208,10,3950,720,2980,229,8,3937,526,3200,214,0,3946,273,1791,177,0,2244,69,744,103,0,915,2948,19894,1512,38,24392
POA6281,3,203,23,0,228,5,100,8,0,109,15,302,33,4,356,28,481,38,0,545,37,458,19,0,521,71,383,29,0,479,46,464,17,0,532,23,212,25,0,262,5,37,5,0,49,240,2635,194,11,3081,10,165,19,0,187,0,87,12,0,96,26,364,42,0,433,67,590,48,3,698,100,465,21,0,585,96,412,36,0,542,90,443,36,0,570,36,197,21,0,255,3,54,0,0,60,426,2768,231,9,3432,12,367,36,0,415,3,185,16,0,201,43,669,74,5,790,93,1069,82,6,1246,141,924,50,3,1110,167,797,67,0,1027,138,908,54,0,1104,59,407,43,4,507,10,91,7,0,108,666,5402,423,23,6512
