POA_CODE_2021,1_74_RE_agent,1_74_StateTeHAuthority,1_74_Com_house_prov,1_74_Person_not_same_hh,1_74_Oth_type,1_74_Not_stated,1_74_Total,75_99_RE_agent,75_99_StateTeHAuthority,75_99_Com_house_prov,75_99_Person_not_same_hh,75_99_Oth_type,75_99_Not_stated,75_99_Total,100_149_RE_agent,100_149_StateTeHAuthority,100_149_Com_house_prov,100_149_Person_not_same_hh,100_149_Oth_type,100_149_Not_stated,100_149_Total,150_199_RE_agent,150_199_StateTeHAuthority,150_199_Com_house_prov,150_199_Person_not_same_hh,150_199_Oth_type,150_199_Not_stated,150_199_Total,200_224_RE_agent,200_224_StateTeHAuthority,200_224_Com_house_prov,200_224_Person_not_same_hh,200_224_Oth_type,200_224_Not_stated,200_224_Total,225_274_RE_agent,225_274_StateTeHAuthority,225_274_Com_house_prov,225_274_Person_not_same_hh,225_274_Oth_type,225_274_Not_stated,225_274_Total,275_349_RE_agent,275_349_StateTeHAuthority,275_349_Com_house_prov,275_349_Person_not_same_hh,275_349_Oth_type,275_349_Not_stated,275_349_Total,350_449_RE_agent,350_449_StateTeHAuthority,350_449_Com_house_prov,350_449_Person_not_same_hh,350_449_Oth_type,350_449_Not_stated,350_449_Total,450_549_RE_agent,450_549_StateTeHAuthority,450_549_Com_house_prov,450_549_Person_not_same_hh,450_549_Oth_type,450_549_Not_stated,450_549_Total,550_649_RE_agent,550_649_StateTeHAuthority,550_649_Com_house_prov,550_649_Person_not_same_hh,550_649_Oth_type,550_649_Not_stated,550_649_Total,650_749_RE_agent,650_749_StateTeHAuthority,650_749_Com_house_prov,650_749_Person_not_same_hh,650_749_Oth_type,650_749_Not_stated,650_749_Total,750_849_RE_agent,750_849_StateTeHAuthority,750_849_Com_house_prov,750_849_Person_not_same_hh,750_849_Oth_type,750_849_Not_stated,750_849_Total,850_949_RE_agent,850_949_StateTeHAuthority,850_949_Com_house_prov,850_949_Person_not_same_hh,850_949_Oth_type,850_949_Not_stated,850_949_Total,950oveRE_agent,950oveStateTeHAuthority,950oveCom_house_prov,950ovePerson_not_same_hh,950oveOth_type,950oveNot_stated,950oveTotal,Rent_NS_RE_agent,Rent_NS_StateTeRent_Hauth,Rent_NS_Com_house_prov,Rent_NS_Person_not_same_hh,Rent_NS_Oth_type,Rent_NS_Not_stated,Rent_NS_Total,Total_RE_agent,Total_StateTer_HAuthority,Total_Com_house_prov,Total_Person_not_same_hh,Total_Oth_type,Total_NS,Total_Total
POA6059,0,11,0,3,0,0,13,0,15,0,0,0,0,11,3,111,4,25,0,0,143,13,43,20,33,5,4,118,25,11,11,40,3,0,87,104,14,4,71,7,0,208,366,11,9,185,9,7,577,438,4,4,209,17,8,678,182,0,0,68,7,0,260,73,0,0,16,0,0,88,22,0,0,10,0,0,32,16,0,0,5,0,0,19,7,0,0,4,0,0,9,9,0,0,0,0,0,12,22,10,3,34,10,8,83,1279,216,55,699,69,20,2338
POA6060,3,9,0,3,5,0,25,0,25,7,8,0,0,35,13,118,3,40,4,0,175,49,56,30,46,4,0,185,114,29,7,77,0,0,226,532,14,3,144,23,0,718,935,20,14,338,37,5,1345,965,11,0,298,30,3,1317,367,0,0,94,6,0,467,135,0,0,29,9,0,167,44,0,0,17,0,0,60,11,0,0,3,0,0,13,4,0,0,6,0,0,3,4,0,0,0,0,0,7,34,22,0,39,11,6,126,3210,306,62,1144,129,16,4868
POA6061,4,44,3,15,0,0,65,3,90,9,5,0,0,100,24,463,32,46,18,9,585,29,186,53,71,4,4,349,28,83,15,56,15,4,192,222,106,27,152,30,0,537,1610,72,9,556,145,11,2407,1656,20,10,498,121,18,2313,139,7,0,36,8,0,189,11,0,0,12,0,0,23,8,0,0,3,0,0,10,7,0,0,3,0,0,9,0,0,0,3,0,0,4,7,0,0,0,0,0,4,77,79,14,56,17,25,270,3802,1151,171,1515,358,66,7058
POA6062,3,5,0,11,0,0,13,0,0,6,3,0,0,10,4,30,10,36,8,0,85,11,32,11,41,5,0,100,9,11,3,64,7,0,99,98,24,7,107,17,0,249,504,17,7,276,34,0,837,858,9,6,320,48,6,1252,375,0,0,109,13,0,496,53,0,0,15,3,0,72,4,0,0,7,0,0,15,7,0,0,0,3,0,5,0,0,0,0,0,0,0,4,0,0,3,0,0,8,27,16,6,54,18,9,133,1953,158,50,1041,157,15,3377
POA6063,0,3,0,0,0,0,5,0,13,0,0,0,0,11,4,54,4,10,0,0,78,3,30,4,6,4,0,49,0,11,6,11,0,0,25,7,17,4,27,8,0,70,144,22,4,122,15,3,304,221,9,4,118,15,0,360,88,0,0,24,3,0,116,7,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,4,15,6,4,60,485,188,33,337,46,9,1091
POA6064,0,15,0,3,0,0,16,0,30,0,8,0,0,36,0,219,11,14,8,0,261,3,99,11,31,3,0,153,8,38,7,35,6,0,91,111,61,12,104,27,3,313,430,45,9,300,64,0,844,407,11,4,238,45,4,708,92,5,0,36,10,0,131,9,0,0,14,0,0,20,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,10,47,11,12,109,1082,540,63,835,168,19,2700
POA6065,3,3,0,4,3,0,14,0,12,3,3,0,0,16,3,57,7,18,6,0,97,20,23,9,29,20,0,105,17,20,0,39,22,0,102,106,29,8,54,17,3,216,262,15,0,159,17,0,454,1079,10,0,412,24,0,1525,796,5,0,185,16,0,995,186,0,0,35,0,0,220,26,0,0,8,0,0,38,9,0,0,0,0,0,11,0,0,0,0,0,0,0,7,0,0,7,0,0,9,45,18,4,53,27,14,148,2553,182,32,1004,160,19,3951
POA6066,0,9,0,0,0,0,11,0,8,0,0,0,0,10,0,91,5,15,0,0,110,5,35,4,6,0,0,50,0,17,0,10,0,0,27,16,19,3,17,3,0,62,110,21,0,73,14,0,224,280,7,5,148,19,0,458,80,0,0,14,0,0,109,6,0,0,6,0,0,15,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,23,7,5,53,511,211,17,309,51,11,1113
POA6067,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,0,7,4,6,0,0,12,0,10,0,0,0,0,10,3,50,0,8,0,0,70,37,59,8,16,0,0,118,26,24,5,22,4,0,73,51,41,4,35,21,0,161,459,31,14,187,12,0,698,984,13,6,300,36,5,1341,343,0,0,72,7,0,420,65,0,0,13,3,0,78,11,0,0,4,0,0,24,6,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,6,40,8,0,31,13,7,101,2028,250,45,686,94,12,3120
POA6070,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6,0,0,7,0,0,12,10,0,0,7,0,0,20,16,0,0,5,0,0,23,0,0,0,4,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,40,0,0,41,4,0,86
POA6071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,5,0,0,8,23,0,0,8,0,0,35,5,0,0,4,0,0,12,5,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,36,0,0,33,4,0,80
POA6072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,12
POA6073,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,16,3,0,0,23,0,0,0,3,0,0,5,5,0,0,3,0,0,12,12,0,0,14,0,0,28,23,0,0,14,0,0,36,19,0,0,6,0,0,22,4,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,5,66,3,16,61,8,0,152
POA6074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,7,9,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,16,0,0,16,0,0,34
POA6076,0,0,0,7,0,0,12,0,0,0,0,0,0,3,0,28,7,15,5,0,47,0,13,13,22,0,0,54,3,0,4,27,4,0,39,14,5,7,40,0,0,60,81,0,9,79,8,0,180,175,0,3,123,3,3,308,90,0,0,43,0,0,136,34,0,0,6,0,0,43,13,0,0,0,0,0,17,4,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,3,0,0,5,4,5,3,25,0,0,37,430,53,38,384,25,12,936
POA6077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,5,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,25,9,0,49
POA6078,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,4,0,0,0,4,0,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,13,6,0,40
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6
POA6081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,10,0,0,9,0,0,0,11,0,0,13,25,0,0,20,3,0,44,16,0,0,10,0,0,29,8,0,0,0,0,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,60,0,0,61,3,0,122
POA6082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,12,11,0,0,5,0,0,18,22,0,0,18,5,0,46,12,0,0,8,0,0,16,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,58,0,4,56,8,0,119
POA6083,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,4,0,0,4,0,0,0,0,0,0,5,0,0,0,0,4,0,3,0,0,0,11,4,0,12,0,0,0,8,0,0,13,7,0,0,3,0,0,10,7,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,16,24,0,0,41,16,0,84
POA6084,0,0,0,0,0,0,3,0,0,0,4,0,0,4,0,0,0,6,3,0,19,0,3,5,13,0,0,18,0,0,0,12,0,0,9,0,0,0,12,4,0,24,37,0,0,38,6,0,81,49,0,0,41,0,0,91,23,0,0,15,0,0,41,21,0,0,10,0,0,28,10,0,0,0,0,0,9,5,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,0,0,26,153,4,10,162,20,3,353
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,8,0,0,0,6,0,9
POA6100,0,7,0,0,0,0,8,0,8,0,0,0,0,12,8,48,3,24,0,0,87,31,12,41,31,0,0,119,143,3,3,40,7,0,197,322,4,6,70,4,0,409,479,0,5,164,9,3,661,710,7,4,175,20,5,920,390,0,0,91,10,0,497,191,0,0,46,0,0,239,80,0,0,10,0,0,92,34,0,0,5,0,0,41,11,0,0,4,0,0,18,12,0,0,11,3,0,27,31,0,0,34,5,4,80,2444,100,64,713,57,15,3392
POA6101,0,30,0,3,0,0,33,0,34,0,0,0,0,32,10,193,11,22,0,0,235,25,53,5,44,4,0,124,44,27,3,43,0,0,118,124,29,4,70,8,0,234,333,23,0,169,20,3,548,714,12,0,214,11,0,957,290,0,0,78,4,0,384,91,0,0,23,6,0,109,29,0,0,7,0,0,38,9,0,0,4,0,0,11,0,0,0,3,0,0,3,4,0,0,4,0,0,8,22,25,0,39,8,10,97,1702,418,30,726,50,20,2950
POA6102,0,18,3,4,0,0,26,3,23,4,12,0,0,39,37,168,14,62,8,3,295,51,56,91,59,18,9,279,22,22,3,40,6,0,92,93,31,39,56,21,9,246,342,26,14,135,36,4,555,603,15,7,166,15,4,812,165,0,6,55,8,0,229,38,0,0,23,6,0,67,10,0,0,10,0,0,22,3,0,0,5,0,0,8,3,0,0,0,0,0,5,8,0,0,10,0,0,21,20,23,16,22,6,15,110,1393,378,197,649,127,46,2792
POA6103,0,13,3,3,0,0,21,0,23,0,0,0,0,29,13,180,13,17,0,5,224,16,51,11,29,0,0,105,62,24,5,28,0,0,111,163,26,0,52,7,0,254,352,22,3,116,14,0,510,672,10,4,139,12,0,843,316,0,0,28,0,0,347,64,0,0,9,0,0,69,14,0,0,0,0,0,13,4,0,0,0,0,0,7,5,0,0,0,0,0,6,3,0,0,3,0,0,5,18,19,4,20,3,8,77,1695,370,46,445,43,16,2614
POA6104,0,25,3,4,0,0,36,0,38,0,4,0,0,46,3,181,13,10,9,0,209,13,61,25,22,4,0,121,11,29,7,23,0,0,74,60,37,3,49,5,0,146,331,20,4,104,20,4,482,607,11,3,155,24,3,805,209,9,0,47,3,0,268,54,0,0,9,3,0,69,27,0,0,5,0,0,43,5,0,0,0,0,0,3,3,0,0,0,3,0,4,0,0,0,4,3,0,10,25,29,4,33,16,9,126,1352,439,53,468,88,20,2427
POA6105,0,5,0,0,0,0,9,5,17,0,5,0,0,23,5,82,14,20,7,0,127,11,38,11,26,6,0,87,20,20,10,13,4,0,68,90,27,10,40,8,0,166,559,13,0,181,20,3,784,718,4,3,193,24,0,955,175,0,0,28,6,3,215,16,0,0,11,0,0,25,0,0,0,0,0,0,5,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,8,5,26,7,8,76,1627,222,48,557,81,16,2546
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
POA6107,5,20,0,4,3,0,33,0,21,4,10,4,0,50,22,164,13,65,14,4,290,45,82,25,77,6,0,237,59,30,8,53,10,0,161,235,43,17,135,22,0,450,1142,51,12,425,81,3,1716,1707,17,9,459,114,0,2308,431,4,3,122,29,0,592,64,0,0,29,5,0,94,13,0,0,14,4,0,26,7,0,0,7,3,0,24,0,0,0,0,0,0,4,10,0,0,5,0,0,15,74,33,14,101,24,12,261,3815,473,113,1504,317,34,6257
POA6108,6,11,0,3,0,0,15,0,3,0,4,0,0,9,9,38,5,20,4,0,73,9,44,8,14,0,0,79,13,11,0,20,0,0,48,68,21,8,68,9,4,168,349,22,3,196,22,4,594,419,5,4,150,23,0,604,81,0,0,21,3,0,102,10,0,0,5,0,0,12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,14,0,28,4,0,67,973,163,32,532,74,14,1789
POA6109,0,3,0,0,4,0,6,0,10,6,4,5,0,13,0,34,0,19,0,0,55,19,30,13,17,13,0,88,30,10,0,29,12,0,81,125,23,0,66,33,0,240,233,7,3,141,40,3,430,151,9,0,87,13,0,261,17,0,0,9,3,0,31,5,0,0,0,0,0,6,0,0,0,4,0,0,9,0,0,0,0,0,0,3,6,0,0,0,0,0,6,0,0,0,5,0,0,7,12,13,4,30,8,3,70,594,138,28,398,137,10,1307
POA6110,0,15,4,10,0,0,24,0,13,5,0,0,0,31,14,92,38,19,12,0,161,26,74,50,49,10,4,213,64,39,32,68,10,10,222,203,61,27,144,26,3,462,783,32,13,316,42,3,1194,674,10,15,265,43,0,1005,208,0,6,67,7,0,282,32,0,0,9,0,0,40,5,0,0,7,0,0,13,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,3,4,0,5,31,21,4,37,14,18,128,2039,363,180,1001,166,39,3791
POA6111,0,0,0,7,0,0,8,0,10,0,0,0,0,12,0,53,12,21,8,0,83,15,37,25,25,14,4,113,29,23,3,43,21,0,118,191,16,5,103,14,0,323,428,7,3,204,24,0,671,186,0,0,115,8,0,313,32,0,0,22,0,0,59,15,0,0,6,4,0,20,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,15,6,4,31,11,4,76,922,156,59,570,106,12,1820
POA6112,0,20,9,4,6,4,36,0,18,4,12,0,0,32,17,146,16,27,4,0,212,54,80,42,63,26,0,268,156,45,4,89,3,0,302,456,65,12,201,18,3,755,942,31,4,370,42,8,1396,1151,5,18,329,48,5,1552,427,3,5,112,16,0,562,73,0,0,19,0,0,92,8,0,0,0,0,0,16,7,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,8,0,0,8,59,33,8,56,15,12,184,3366,454,109,1289,173,32,5430
POA6121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,0,6,0,0,10,0,0,0,10,0,0,12,0,0,0,7,0,0,8,6,0,0,8,0,0,9,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,9,0,0,49,6,0,64
POA6122,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,4,8,15,0,0,20,6,0,0,9,0,0,18,7,0,0,21,0,0,35,90,0,0,77,4,0,173,400,0,0,133,5,0,541,96,0,0,28,7,0,129,9,0,0,6,0,0,19,8,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,12,3,8,33,632,3,10,316,15,7,986
POA6123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,3,4,0,0,13,0,0,18,10,0,0,20,0,0,30,11,0,0,5,0,0,15,4,0,0,5,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,3,43,4,0,90
POA6124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,5,3,0,8,5,0,0,3,0,0,4,4,0,0,5,0,0,5,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,16,4,0,22,3,0,39
POA6125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,4,0,0,5,0,0,0,4,5,0,11,0,0,0,3,0,0,9,3,0,0,12,4,0,19,9,0,0,13,0,0,15,5,0,0,4,0,0,15,7,0,0,0,0,0,9,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,32,0,0,54,16,0,104
POA6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,20
POA6147,0,3,0,0,0,0,6,0,10,0,0,0,0,12,0,45,4,22,0,0,70,3,40,3,19,0,0,59,15,13,0,29,3,0,65,65,14,3,58,5,0,145,313,14,0,142,19,0,487,367,4,3,111,13,0,497,51,5,0,14,8,0,76,8,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,6,0,28,8,5,62,848,157,13,431,55,5,1508
POA6148,0,0,0,0,0,0,3,0,3,0,0,0,0,12,0,41,3,17,0,0,62,0,13,4,16,0,0,32,3,3,3,17,4,0,26,34,6,4,30,8,0,87,210,7,4,93,8,0,317,360,0,6,134,22,0,515,184,0,3,48,0,0,236,73,0,0,9,0,0,87,43,0,0,6,0,0,50,22,0,0,0,0,0,23,10,0,0,0,0,0,10,0,0,0,3,0,0,4,12,6,0,24,0,0,40,956,83,25,399,40,8,1509
POA6149,4,0,0,0,0,0,3,0,0,0,3,0,0,3,0,17,5,8,4,0,31,0,0,5,13,4,0,24,0,6,0,12,0,0,14,6,0,3,6,0,0,16,44,0,7,48,6,0,97,223,0,0,86,8,0,316,238,0,0,45,0,0,284,86,0,0,16,0,0,107,23,0,0,0,0,0,31,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,18,0,6,28,638,19,18,255,31,6,965
POA6150,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,4,14,12,0,36,3,8,3,6,0,0,19,0,0,0,5,0,0,6,0,0,0,5,0,0,10,23,0,0,29,0,0,57,108,0,0,42,0,0,160,144,0,4,37,0,0,183,99,0,0,22,0,0,113,34,0,0,9,0,0,43,8,0,0,0,0,0,12,4,0,0,0,0,0,8,6,0,0,5,0,0,8,0,0,3,11,0,0,20,428,19,8,200,21,0,677
POA6151,5,12,0,3,0,0,13,0,12,10,0,0,0,24,3,50,0,18,3,0,87,18,14,4,28,0,0,59,17,7,0,30,6,0,63,126,9,0,52,7,0,202,464,13,0,163,9,0,647,559,17,4,136,3,0,728,321,0,0,89,7,0,411,193,0,0,31,4,0,229,121,0,0,13,3,0,138,63,0,0,12,0,0,82,32,0,0,10,0,0,38,61,0,0,9,0,0,69,18,8,0,30,6,0,75,2007,140,20,636,48,8,2860
POA6152,0,12,0,5,0,0,17,0,32,7,6,0,0,41,14,183,6,41,4,0,242,16,106,15,51,4,0,183,14,34,5,44,6,0,99,105,47,14,81,5,0,252,485,50,26,199,14,7,784,715,21,0,218,16,0,976,375,4,0,105,8,0,496,195,0,4,27,0,0,227,80,0,0,19,3,0,99,47,0,0,11,0,0,60,19,0,0,6,0,0,25,24,0,0,5,0,0,32,29,30,9,56,7,9,134,2109,520,84,871,58,22,3662
POA6153,3,0,0,0,0,0,4,0,4,0,3,0,0,3,3,45,7,19,0,0,68,3,36,5,9,0,0,61,13,9,0,18,0,0,43,51,11,8,34,4,6,106,160,12,9,73,4,0,252,336,5,0,110,8,0,464,306,0,0,92,7,0,404,192,0,0,40,0,3,233,120,0,0,25,0,0,148,73,0,0,20,0,0,94,63,0,0,13,0,0,75,89,0,0,15,0,0,104,24,7,0,28,0,5,67,1429,129,24,500,28,12,2123
POA6154,0,0,0,3,0,0,7,0,0,0,0,0,0,3,0,7,0,6,0,0,12,0,0,0,7,0,0,7,0,0,0,14,0,0,17,14,8,0,17,0,0,33,57,0,0,29,0,0,92,158,0,0,64,3,0,232,128,0,0,30,0,0,158,73,0,0,10,3,0,90,29,0,0,0,0,0,33,14,0,0,4,0,0,15,9,0,0,0,0,0,4,0,0,0,3,0,0,4,10,3,0,11,4,3,26,488,15,0,217,14,6,738
POA6155,3,4,0,0,0,0,7,0,5,0,4,0,0,4,0,31,5,24,4,0,71,5,9,6,24,3,0,54,15,3,0,22,0,0,44,32,8,0,40,3,0,90,135,5,0,103,9,0,255,940,9,6,283,33,3,1269,709,0,0,146,15,0,874,195,0,0,41,0,0,242,47,0,0,8,0,0,54,10,0,0,0,0,0,13,3,0,0,0,0,0,0,3,0,0,4,0,0,9,31,0,0,46,16,6,105,2131,67,21,767,89,19,3098
POA6156,0,9,0,3,0,0,16,0,12,3,4,0,0,23,0,160,5,4,0,0,173,4,62,4,16,0,0,88,3,20,0,17,0,0,33,37,38,9,20,8,0,110,86,22,5,67,4,0,191,256,16,6,104,8,0,385,191,0,0,43,0,0,238,88,0,0,11,0,0,105,30,0,0,16,0,0,43,9,0,0,7,0,0,24,19,0,0,0,0,0,27,27,0,0,4,0,0,33,8,21,5,15,4,0,55,773,358,37,337,22,3,1532
POA6157,0,14,4,0,0,0,14,0,8,0,3,0,0,15,0,101,5,8,0,0,106,5,39,8,28,0,0,89,38,7,0,25,0,0,71,31,17,0,21,0,0,73,176,10,4,82,4,0,271,313,3,0,136,4,0,462,143,0,0,44,6,0,193,66,0,0,13,0,0,78,36,0,0,9,0,0,46,9,0,0,3,0,0,14,8,0,0,0,0,0,12,5,0,0,0,0,0,9,10,11,3,22,3,6,45,845,207,24,396,26,7,1491
