POA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
POA6064,0,0,0,3,61,51,184,101,22,13,13,21,11,0,12,513,3,0,0,13,38,19,8,10,0,0,0,0,0,0,0,85,0,0,6,25,32,16,24,15,3,0,0,0,0,0,0,118,0,0,6,9,34,19,60,31,5,0,0,0,0,3,3,166,0,0,4,13,14,5,21,5,0,0,0,4,4,0,0,79,0,0,0,0,0,0,7,8,0,3,3,3,0,0,0,33,0,0,0,0,26,25,123,88,27,4,24,13,0,0,4,345,20,87,472,299,219,130,145,58,4,0,4,8,3,0,41,1491,0,0,0,7,3,14,15,6,0,0,3,0,3,0,0,56,0,0,0,94,602,439,401,269,46,61,46,56,32,6,97,2137,11,16,179,191,332,562,1072,484,107,73,107,77,21,17,68,3331,82,258,1025,1051,1869,1813,3009,1713,299,258,304,331,108,48,368,12539
POA6065,0,0,0,10,87,75,257,253,42,30,28,32,6,0,8,821,0,0,3,12,95,36,12,9,0,0,8,0,0,0,0,186,0,0,5,27,52,55,124,35,3,3,5,6,0,3,3,320,0,0,9,47,94,229,1011,423,60,55,38,60,23,8,24,2081,5,0,5,7,17,14,22,25,0,0,8,9,0,0,0,123,0,0,0,0,3,8,11,24,0,0,5,3,0,0,0,59,0,0,0,0,29,23,61,49,26,6,15,10,4,3,5,226,53,157,954,893,1210,757,2353,1032,117,80,68,66,25,12,143,7913,0,0,9,13,12,21,66,25,4,0,5,3,0,0,3,164,0,0,5,54,406,260,171,105,24,20,9,28,8,5,33,1139,18,35,155,205,451,687,1629,674,93,79,68,66,41,7,45,4251,136,445,1508,1741,3455,3202,8659,4508,606,435,425,524,232,88,413,26380
POA6066,0,0,0,3,47,26,95,88,3,9,12,14,0,0,5,311,0,0,6,0,41,7,4,0,0,0,0,0,0,0,0,64,0,0,5,9,35,20,33,23,0,0,0,0,5,0,0,126,0,0,0,0,71,23,71,10,6,0,0,0,0,0,3,186,0,0,9,13,34,13,10,6,0,0,0,3,0,0,0,77,0,0,0,0,0,0,11,3,0,0,0,3,4,0,0,26,0,0,0,6,14,14,26,21,0,0,6,4,0,0,0,91,10,33,332,176,180,87,92,40,5,4,7,0,0,3,10,988,0,0,0,7,0,3,9,0,0,0,0,5,0,0,0,33,0,0,0,51,281,192,192,107,9,17,16,25,7,0,33,922,0,9,81,85,190,219,442,186,24,50,21,22,6,0,23,1358,22,112,578,539,1290,992,1596,958,103,143,97,116,66,21,123,6748
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,0,0,0,6,39,42,259,255,27,15,24,7,8,0,12,715,0,5,3,0,42,9,18,13,4,0,0,0,0,0,0,90,0,0,5,20,25,36,89,29,0,0,7,3,0,0,4,207,0,0,4,22,61,96,556,233,30,14,18,37,4,3,17,1098,0,0,0,0,17,11,43,29,0,3,0,4,11,0,0,130,0,0,0,0,4,0,3,8,0,0,0,0,0,0,0,26,0,0,0,3,15,9,68,48,6,8,5,8,0,0,8,180,32,90,571,495,622,414,1077,450,40,20,25,37,11,4,66,3959,0,0,4,8,9,10,33,21,3,6,0,6,0,0,3,119,0,0,0,3,32,27,38,19,7,6,4,0,0,0,8,151,6,26,86,90,189,290,1365,543,50,40,34,56,24,9,48,2850,72,224,850,890,1471,1449,5492,2985,343,254,231,322,145,41,260,15024
POA6070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,9,8,25,13,0,0,3,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,19,103,111,64,56,120,36,7,0,3,9,5,0,3,540,0,0,5,6,6,0,5,3,0,0,0,0,0,5,0,35,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,3,5,18,16,29,12,30,11,0,0,0,5,0,0,0,135,29,34,156,173,162,107,225,91,21,5,12,11,3,7,6,1047
POA6071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,25,0,0,0,6,6,0,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,4,0,0,0,0,0,0,0,10,5,22,123,57,56,40,80,27,4,0,0,0,3,0,4,427,0,0,5,0,0,5,11,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,10,14,11,10,22,12,0,0,0,0,0,0,0,97,16,60,159,118,121,89,186,76,4,4,7,5,5,3,10,857
POA6072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,19,14,0,25,3,0,0,0,0,0,0,4,84,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,4,0,0,0,0,0,0,0,0,4,18,6,16,19,34,36,8,43,22,3,0,0,0,0,0,4,187
POA6073,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,6,0,3,5,6,13,8,0,3,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,10,21,143,92,63,33,66,31,0,0,0,0,0,0,14,472,0,0,0,3,6,7,0,4,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,18,10,14,12,8,7,0,0,0,0,0,0,8,75,22,52,192,148,120,74,119,63,3,13,0,3,3,0,28,843
POA6074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,37,33,19,20,6,5,0,0,3,0,0,0,3,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,5,3,0,0,0,0,0,0,0,0,19,4,13,50,50,35,31,16,17,0,0,4,0,0,0,6,221
POA6076,0,0,0,4,17,7,16,6,0,5,0,0,0,0,4,63,4,0,3,5,14,3,6,0,0,0,0,0,0,0,0,36,5,0,3,15,10,6,22,5,0,0,0,0,0,0,4,67,0,3,13,31,43,55,129,42,3,3,5,0,0,0,6,332,0,0,0,7,7,6,0,3,0,0,0,6,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,10,19,14,0,0,0,4,3,0,4,68,38,111,740,558,531,288,444,136,4,12,17,6,8,0,91,2996,0,0,8,17,13,11,23,21,0,0,3,4,3,3,6,110,0,0,0,0,4,3,4,6,0,0,0,0,0,0,4,21,21,29,121,103,142,90,127,65,5,9,6,8,0,0,18,732,143,344,1105,957,1112,661,1063,459,30,47,57,35,19,15,170,6229
POA6077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,21,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,7,9,47,45,51,22,47,11,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,6,0,0,0,0,0,0,0,0,0,36,0,0,10,4,5,5,6,0,0,0,0,0,0,0,0,37,10,39,98,81,96,68,92,14,4,0,0,8,0,0,3,519
POA6078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,37,28,14,22,6,0,0,0,0,0,0,0,122,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,3,5,4,6,0,0,0,0,0,0,0,15,0,0,5,4,4,0,3,0,0,0,0,0,0,0,0,21,5,8,29,58,43,30,59,23,0,0,5,4,0,0,3,267
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11
POA6081,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,7,15,21,14,3,0,0,0,0,0,0,69,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,6,0,13,146,110,103,66,80,26,4,0,0,0,0,0,11,562,0,0,0,0,8,6,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,15,22,16,18,10,11,0,0,0,0,0,0,5,98,6,39,201,186,199,137,179,83,12,0,3,8,3,0,25,1079
POA6082,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,3,3,11,16,3,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,5,9,91,75,35,36,68,24,4,0,0,0,0,0,4,349,0,0,5,0,0,4,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,16,4,12,12,14,4,3,0,0,0,0,0,0,78,14,34,125,103,101,90,151,37,5,7,0,4,0,0,8,676
POA6083,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,9,7,8,0,9,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,18,110,74,54,42,57,13,0,0,0,0,0,0,16,389,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,8,20,12,10,11,19,4,0,0,0,0,0,0,0,81,17,32,149,115,133,97,126,47,9,12,7,3,0,0,21,762
POA6084,0,0,0,0,3,3,4,11,0,0,5,0,0,0,0,22,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,0,0,4,7,4,3,6,0,0,0,0,3,0,0,14,43,0,0,0,3,10,16,48,21,6,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,13,5,27,185,148,181,136,297,58,4,0,0,3,0,0,31,1082,0,0,6,0,3,6,5,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,10,24,26,29,30,45,9,0,4,4,5,0,0,10,199,14,64,244,261,364,255,511,169,31,8,14,18,10,3,73,2024
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6100,0,0,0,5,15,16,35,29,11,6,15,37,4,0,3,180,3,0,0,3,5,3,3,9,0,0,0,0,0,0,0,37,0,0,6,17,32,22,46,14,9,5,10,12,3,0,5,179,0,0,3,15,18,18,54,23,7,0,4,4,0,3,5,161,0,0,3,10,11,6,27,7,5,11,12,23,12,0,0,113,0,0,0,0,3,7,8,17,8,0,3,8,0,0,0,51,0,0,0,8,6,12,29,26,0,5,3,3,4,0,4,105,13,48,203,161,153,103,189,101,15,8,17,8,3,9,16,1056,0,0,6,3,4,12,19,15,4,3,5,8,7,0,3,102,0,0,0,11,13,7,19,21,13,20,12,3,10,0,3,144,6,8,40,46,88,95,188,169,27,71,57,95,38,14,6,960,40,176,389,427,594,589,1266,1029,293,324,406,482,208,73,110,6397
POA6101,0,0,0,3,16,10,67,54,9,6,9,16,11,0,10,214,0,0,0,5,12,9,7,9,4,0,0,3,0,0,0,40,0,0,5,10,18,23,35,9,5,0,6,6,0,0,0,116,0,0,0,12,17,26,40,14,0,3,0,0,0,0,0,128,0,0,0,3,3,4,23,0,0,7,4,16,4,0,0,72,0,0,0,0,0,6,8,29,4,8,0,0,0,0,4,64,0,0,0,0,3,9,23,12,4,0,5,14,0,0,3,81,7,30,200,173,166,114,249,105,14,12,3,16,3,3,30,1121,0,0,6,4,4,9,20,10,0,4,7,5,0,3,0,83,0,0,0,12,14,13,17,30,4,5,0,3,3,0,0,106,3,6,49,66,63,130,229,187,37,40,48,102,36,9,20,1039,44,115,387,438,599,627,1394,1021,219,227,281,386,156,30,135,6066
POA6102,0,0,0,0,9,14,79,66,14,6,18,19,8,0,7,241,5,0,0,4,17,4,6,0,0,0,0,4,0,0,3,46,0,0,4,8,17,30,20,18,5,17,9,21,17,0,10,178,0,0,6,9,4,11,46,9,5,0,0,5,0,0,0,93,0,0,0,0,6,5,22,21,6,6,9,23,15,0,3,119,0,0,0,0,0,0,7,32,3,5,8,14,0,0,0,73,0,0,0,0,7,10,21,22,6,4,7,11,0,0,0,97,24,51,146,104,89,34,79,51,0,3,6,6,3,0,61,661,0,0,6,7,0,7,5,7,3,4,0,4,0,0,0,40,0,0,0,0,13,11,23,38,15,22,22,16,4,5,17,170,4,11,34,30,68,121,236,247,81,90,152,222,88,15,44,1447,53,143,267,257,380,468,1137,1193,342,410,605,770,342,33,296,6702
POA6103,0,0,0,3,21,14,54,45,9,15,5,20,6,0,8,202,4,0,3,5,20,6,4,0,0,0,0,0,0,0,0,39,0,0,0,8,28,30,40,11,0,0,5,3,0,0,3,131,0,0,0,0,16,11,56,10,4,0,0,5,0,0,0,107,0,0,0,6,3,3,19,13,6,0,4,16,7,0,3,87,0,0,0,0,0,5,10,32,4,9,4,7,0,0,3,73,0,0,0,0,14,11,18,14,7,0,4,0,3,0,4,64,10,15,117,105,70,34,84,69,9,4,6,13,6,0,6,557,0,0,0,0,3,5,9,6,0,0,5,4,0,0,4,35,0,0,0,12,12,5,29,16,3,6,0,8,0,0,8,101,4,7,38,36,55,84,197,183,62,53,65,59,22,20,15,901,27,67,225,252,422,392,1007,918,196,208,209,292,111,40,82,4446
POA6104,0,0,0,4,27,14,83,110,20,13,3,24,0,0,4,314,0,0,6,4,10,0,0,0,0,0,0,0,0,0,6,37,0,0,6,18,37,21,36,22,0,6,7,7,3,0,0,159,0,0,8,6,18,21,59,24,4,0,4,5,0,0,0,148,0,0,0,6,13,15,37,19,0,3,14,11,4,0,0,120,0,0,0,0,0,11,8,32,6,4,8,8,0,0,0,68,0,0,0,0,9,8,26,18,10,4,3,3,4,0,0,90,16,45,268,145,108,69,91,71,4,0,7,5,9,0,32,871,0,0,0,5,3,5,12,3,5,0,0,0,0,0,0,42,0,0,0,20,33,22,30,16,4,0,3,11,0,0,3,141,3,23,53,61,69,105,262,130,38,44,41,56,17,6,20,933,53,149,454,399,539,544,1338,1053,199,186,197,278,95,16,142,5636
POA6105,0,0,0,6,22,22,118,265,48,33,43,52,8,4,13,636,5,6,3,7,20,6,6,0,0,0,0,0,0,0,0,54,4,0,3,24,17,7,20,22,4,6,4,3,4,0,0,119,0,0,4,5,13,8,38,23,0,0,0,7,0,0,3,94,0,0,0,8,3,7,31,34,7,0,8,14,12,0,3,130,0,0,0,0,0,0,17,16,6,4,6,0,0,0,0,59,0,0,0,5,12,19,35,19,3,8,6,4,4,3,0,103,10,45,254,122,82,55,95,53,10,8,6,12,5,0,14,764,0,0,0,5,10,3,9,11,0,0,3,3,0,0,6,50,0,0,0,14,23,15,42,23,9,0,9,0,0,0,10,151,8,12,69,75,80,121,356,217,78,61,60,90,37,7,27,1300,49,161,483,396,509,500,1771,1531,350,269,331,366,159,30,152,7053
POA6106,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,8
POA6107,0,0,0,9,86,65,655,614,100,65,64,112,34,8,21,1838,6,0,7,12,35,19,8,3,0,0,0,0,0,0,0,83,0,0,8,32,39,71,154,61,20,11,27,21,7,4,7,465,0,0,7,8,31,32,107,36,4,9,0,3,0,0,6,253,0,0,4,5,14,37,175,105,19,13,28,57,27,3,10,489,0,0,0,0,5,18,35,91,17,12,23,24,0,0,4,226,0,0,0,4,30,23,108,31,4,12,14,9,0,0,5,235,38,85,485,355,276,107,207,92,7,12,4,16,9,0,30,1724,0,0,0,13,5,19,30,15,4,0,3,3,5,0,0,116,0,0,0,28,59,35,57,63,24,14,19,12,16,0,16,339,9,17,153,156,336,486,1147,754,233,163,223,266,78,20,69,4109,103,332,934,931,1550,1769,6920,4930,1262,1018,1494,1723,574,114,441,24097
POA6108,0,0,0,4,40,20,137,158,36,20,17,6,6,3,4,452,0,0,0,5,5,5,4,9,0,0,0,0,0,0,0,34,0,0,5,39,75,54,121,37,5,3,5,0,0,0,7,364,0,0,8,27,31,26,87,56,6,0,0,0,0,0,3,251,0,0,3,4,5,5,46,35,0,7,16,10,6,7,0,149,0,0,0,0,0,4,14,18,0,3,0,0,0,0,5,51,0,0,0,4,13,16,61,24,5,3,9,6,0,0,0,144,14,74,542,384,383,142,181,83,5,0,6,3,8,0,30,1866,0,0,4,5,8,10,10,16,0,0,0,0,0,0,0,60,0,0,0,9,35,21,28,23,5,3,4,13,3,0,9,132,8,14,88,117,146,173,367,185,70,23,23,35,23,3,16,1299,55,220,819,881,1347,967,2480,1596,281,209,259,314,120,19,179,9756
POA6109,0,0,0,4,16,27,251,388,39,43,23,43,9,6,14,858,0,4,4,0,10,4,3,0,0,0,0,0,0,0,0,27,0,0,5,7,8,7,23,3,0,9,0,0,0,0,0,57,0,0,0,9,14,6,14,14,0,0,0,7,0,0,3,67,0,0,0,4,4,0,37,47,5,10,8,9,5,0,3,124,0,0,0,0,0,0,0,7,3,0,5,0,0,0,0,19,0,0,0,0,10,4,38,33,14,5,4,0,0,6,0,107,11,46,262,134,103,28,34,19,3,4,0,6,0,0,18,670,0,0,5,0,0,6,11,3,0,0,0,0,0,0,0,26,0,0,0,0,11,5,7,11,0,0,0,3,0,0,4,45,0,9,42,41,59,99,291,170,37,28,19,38,10,17,37,889,29,131,410,276,377,354,1587,1352,198,183,172,296,78,58,120,5617
