POA_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_ns,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_ns,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_ns,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arr_ns,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_ns,Japan_Tot,Korea_Rep_South_Before_1951,Korea_Rep_South_1951_1960,Korea_Rep_South_1961_1970,Korea_Rep_South_1971_1980,Korea_Rep_South_1981_1990,Korea_Rep_South_1991_2000,Korea_Rep_South_2001_2010,Korea_Rep_South_2011_2015,Korea_Rep_South_2016,Korea_Rep_South_2017,Korea_Rep_South_2018,Korea_Rep_South_2019,Korea_Rep_South_2020,Korea_Rep_South_2021,Korea_Rep_South_Yr_arrival_ns,Korea_Rep_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_ns,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_ns,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_ns,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_ns,Pakistan_Tot
POA6026,3,0,8,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,11,66,30,86,120,0,3,0,0,0,0,0,344,7,41,40,9,7,0,6,10,0,0,0,0,0,0,4,118,0,0,0,0,0,15,22,5,0,0,0,0,0,0,0,47,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,16,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,13,21,42,5,38,12,0,0,3,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,37,11,4,9,10,13,14,0,0,0,0,0,0,0,101,0,0,19,82,139,81,104,77,0,7,3,3,0,3,11,533,0,0,5,6,5,3,0,0,0,0,0,0,0,0,0,26,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
POA6027,3,7,4,10,3,0,5,120,0,0,0,0,0,4,17,7,0,6,0,0,0,0,0,32,0,9,20,36,172,61,209,210,11,11,4,5,0,5,7,761,7,40,36,11,6,11,15,32,9,5,3,13,4,0,9,199,0,0,0,5,9,6,18,11,3,0,0,4,0,0,0,59,0,0,0,0,10,0,19,18,4,0,4,3,0,0,0,55,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,12,0,3,13,35,70,32,35,25,3,0,11,20,3,0,4,258,0,0,0,0,0,0,6,3,5,0,0,6,0,0,0,29,5,58,13,15,43,17,17,3,0,8,3,0,4,0,7,185,0,4,23,131,286,187,258,170,22,15,8,24,4,3,21,1149,0,4,3,10,3,9,0,3,0,0,0,0,0,0,0,35,0,0,0,0,0,0,5,12,6,10,11,5,6,0,0,63
POA6028,3,0,0,3,0,0,3,83,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,7,13,88,28,119,127,0,5,6,3,0,0,3,396,0,9,11,4,4,0,9,3,0,0,0,0,3,0,6,51,0,0,0,0,3,7,15,5,7,0,4,0,0,0,0,36,0,0,0,0,10,0,14,0,0,0,0,0,0,0,0,29,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,12,6,29,23,54,21,5,3,6,4,5,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,14,9,3,13,0,14,0,0,0,0,0,0,0,0,61,0,0,6,55,120,111,109,69,5,9,4,13,3,6,9,521,0,0,9,9,10,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,6,7,0,0,0,3,0,0,0,24
POA6029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,20,5,13,3,3,4,0,0,3,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,12,0,0,4,4,6,15,5,9,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6030,3,5,0,9,0,0,0,59,0,0,0,0,0,7,8,4,9,0,14,0,0,0,0,32,0,3,18,23,83,39,128,143,8,3,9,0,0,0,10,462,4,22,18,3,8,6,18,26,4,0,0,0,0,0,5,118,0,0,0,0,4,11,9,11,0,7,0,0,5,0,0,45,0,0,0,0,0,8,13,6,0,0,0,0,0,0,0,33,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,12,38,19,59,17,13,12,19,6,9,0,3,224,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,17,3,30,13,3,9,13,18,7,0,0,0,0,0,0,7,110,0,3,18,118,232,226,410,303,24,22,25,41,21,15,34,1482,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,20,11,0,0,0,0,0,0,0,50
POA6031,0,0,0,0,0,0,0,35,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,13,0,0,0,0,25,17,77,85,4,3,3,0,0,0,0,220,0,8,3,0,0,0,9,14,0,0,0,0,0,0,0,33,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,5,9,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,7,37,4,8,3,4,11,3,0,4,89,0,0,0,0,0,0,5,3,0,0,0,0,0,0,4,12,0,8,0,0,8,5,3,4,0,0,0,0,0,0,0,29,0,0,6,21,103,107,194,168,11,5,4,16,5,3,10,662,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,6,7,8,0,3,0,0,0,0,0,24
POA6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6034,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,15,27,59,65,3,8,3,6,3,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
POA6035,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,16,28,0,0,0,0,0,0,0,71,4,5,7,3,0,0,3,10,0,0,0,0,0,0,0,28,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,4,0,0,0,0,0,5,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,8,0,0,3,5,0,0,0,0,0,0,0,35,0,0,9,35,72,74,159,144,8,4,11,16,13,3,14,554,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6036,0,0,0,4,0,0,0,33,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,19,0,4,0,3,16,10,69,68,0,0,5,4,0,0,0,185,0,4,7,0,6,0,9,14,0,0,0,0,0,0,0,36,0,0,0,0,0,3,11,6,0,0,0,0,0,0,0,27,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,5,10,0,18,11,0,0,5,4,3,0,3,69,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,14,0,13,0,0,6,7,11,4,0,0,0,0,0,0,0,39,0,0,4,32,91,121,265,207,10,15,14,6,12,11,18,818,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,14,10,0,0,0,0,0,0,0,30
POA6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,24,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,16,0,0,4,14,25,35,51,14,0,7,4,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6038,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,3,5,43,45,0,0,3,6,0,0,0,104,0,3,8,0,0,0,0,7,0,0,0,0,0,0,0,21,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,6,8,0,0,3,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,4,5,0,18,23,0,5,0,3,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,5,0,0,0,0,3,0,0,0,18,0,0,0,15,46,65,149,118,8,20,8,9,7,0,10,460,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,13
POA6041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,4,0,0,0,0,0,0,0,16,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13,18,7,8,0,0,0,0,0,0,0,7,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,10,9,7,3,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6050,7,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,24,3,21,23,6,0,0,8,0,0,6,115,18,116,70,21,10,0,7,28,11,0,5,3,4,0,14,306,0,0,0,4,4,11,14,6,0,0,0,0,0,0,0,47,0,0,0,0,9,0,12,15,0,4,4,0,0,0,0,42,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,12,20,36,25,25,17,6,7,6,4,4,0,0,169,0,0,0,0,0,0,10,15,7,5,7,11,7,0,0,63,0,23,10,7,4,12,0,3,0,0,0,8,0,0,0,58,0,0,17,37,78,40,41,47,3,0,6,10,6,0,0,291,0,6,9,4,3,8,3,0,0,0,0,0,0,0,0,32,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,23
POA6051,0,4,0,5,6,0,0,38,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,3,3,20,7,33,39,8,0,4,8,0,0,0,136,3,28,23,0,0,10,12,18,4,0,0,0,0,0,0,104,0,0,0,0,5,8,17,8,3,0,0,0,0,3,0,54,0,0,0,0,5,3,15,7,8,0,4,7,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,14,36,18,43,27,5,5,11,13,0,0,5,180,0,0,0,0,0,0,9,9,9,18,23,26,10,0,3,103,0,8,3,0,5,4,5,3,4,0,0,0,0,0,0,42,0,0,17,27,56,37,54,47,3,0,9,5,0,3,8,265,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,16,10,5,5,7,7,0,0,58
POA6052,0,0,8,0,5,0,0,41,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,20,0,4,5,8,26,3,25,31,0,0,3,3,0,0,0,113,9,63,40,18,8,0,13,21,0,3,0,0,0,0,0,175,0,0,0,0,0,9,9,10,0,0,0,0,0,0,0,27,0,0,0,0,12,6,10,5,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,21,34,17,25,19,0,3,3,4,0,0,5,139,0,0,0,0,0,0,8,11,10,0,3,5,0,0,0,34,0,7,0,0,8,0,3,0,0,0,0,0,0,0,7,32,0,0,5,35,49,40,33,18,0,4,3,0,0,0,3,195,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,3,0,7,4,0,0,9,8,0,0,35
POA6053,9,0,0,0,3,0,0,35,0,0,0,0,0,0,0,7,6,0,5,0,0,0,0,16,0,0,20,16,28,12,52,46,6,0,5,0,0,0,0,184,12,46,58,7,0,3,6,18,0,0,0,0,0,0,3,151,0,0,0,0,3,5,14,6,0,0,3,5,0,0,0,43,0,0,0,0,4,6,17,8,0,3,3,5,0,0,0,45,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,6,0,0,14,22,29,21,32,19,4,3,0,3,0,0,0,153,0,0,0,0,0,0,9,13,6,3,8,9,3,0,0,54,4,25,8,7,8,0,10,3,0,0,0,0,0,0,0,67,4,6,11,57,68,52,93,58,0,5,3,5,0,3,5,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,6,3,3,4,0,8,0,0,0,32
POA6054,4,5,0,0,0,0,0,28,0,0,0,0,0,9,7,0,0,0,5,0,0,0,5,28,0,0,3,16,30,14,49,42,0,0,0,0,0,0,0,166,6,77,40,10,7,5,11,17,4,0,0,0,0,0,5,170,0,0,0,0,0,5,15,5,0,0,0,0,3,0,0,33,0,0,0,0,7,7,20,6,0,0,0,4,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,15,11,47,16,47,29,0,9,0,3,6,0,0,187,0,0,0,0,0,0,17,11,0,5,4,0,0,0,0,43,0,24,7,6,8,3,5,0,0,0,0,0,0,0,0,62,0,3,23,62,131,93,121,63,9,12,9,3,0,0,12,542,0,0,3,4,10,3,7,0,0,0,0,0,0,0,0,30,0,0,0,4,0,0,6,11,0,6,6,0,0,0,0,36
POA6055,0,0,0,0,3,0,0,43,0,0,0,0,0,38,26,19,3,5,3,0,0,0,4,96,0,5,10,5,22,10,44,83,6,0,0,0,0,0,0,181,8,50,22,10,4,0,5,8,4,0,0,0,0,0,6,125,0,0,0,0,0,11,25,9,0,0,0,0,0,0,0,39,0,0,0,0,5,3,15,5,0,6,0,0,0,0,0,29,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,13,0,0,3,5,31,34,70,27,4,0,4,0,0,0,9,188,0,0,0,0,0,0,62,28,0,4,4,11,6,0,0,118,4,20,6,6,5,0,3,5,0,0,0,0,0,0,0,53,0,0,12,44,150,139,261,294,8,17,24,22,10,4,38,1023,0,0,0,0,10,9,5,9,0,0,0,0,0,0,0,37,0,0,0,0,5,10,43,51,0,5,6,5,4,4,5,132
POA6056,0,0,0,0,0,0,0,24,0,0,0,0,0,5,6,8,0,0,0,0,0,0,0,19,0,5,25,28,45,11,25,36,13,0,0,3,0,0,7,182,22,224,137,24,5,0,10,9,3,0,0,9,0,0,21,462,0,0,0,0,4,8,12,3,0,0,0,0,0,0,0,31,0,0,0,0,0,5,8,5,3,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,17,12,39,24,31,10,4,4,6,3,0,0,5,155,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,21,3,63,22,17,15,6,13,0,0,0,0,0,0,0,10,153,0,0,55,142,282,199,344,247,18,31,7,18,7,9,29,1390,0,0,0,0,4,6,7,0,0,0,0,0,0,0,0,24,0,0,8,0,0,0,0,16,0,0,9,0,0,0,0,46
POA6057,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,10,3,26,28,0,0,0,0,0,0,4,104,4,32,28,3,0,0,4,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,3,9,13,21,6,9,9,3,3,3,0,0,0,3,84,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,27,6,4,7,5,3,4,0,0,0,0,0,0,0,58,0,0,27,37,117,85,203,120,5,4,14,4,6,0,18,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,12
POA6058,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,4,17,0,10,20,8,0,0,0,0,0,0,72,9,25,9,3,0,0,7,5,0,0,0,0,0,0,4,56,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,15,0,0,0,0,4,4,12,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,4,9,14,3,24,11,0,4,0,4,0,0,0,77,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,3,25,3,4,4,4,0,0,0,0,0,0,0,0,0,56,0,0,11,49,90,71,153,122,10,11,5,3,0,3,12,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,0,0,0,0,5,0,0,24
POA6059,0,6,3,0,0,3,0,153,0,0,0,0,4,21,22,17,0,0,0,0,0,0,0,66,0,3,15,13,32,5,27,59,0,5,0,3,0,0,0,167,23,266,191,47,16,10,9,32,9,0,3,0,0,0,19,632,0,0,0,0,6,9,22,9,0,3,0,3,0,0,0,53,0,0,0,0,9,6,16,16,0,0,0,5,0,0,0,58,0,0,5,0,4,3,0,3,0,0,0,0,0,0,0,18,3,6,27,38,126,43,74,41,17,24,6,9,12,0,6,442,0,0,0,0,0,0,3,12,8,0,5,0,0,0,4,29,10,37,7,3,9,0,5,0,0,0,0,0,0,0,0,77,0,0,15,40,74,56,77,58,9,4,0,13,0,4,7,351,0,15,41,70,48,30,4,13,0,0,0,0,0,0,3,237,0,0,3,4,0,11,36,74,17,7,12,17,8,0,0,194
POA6060,3,4,0,4,0,0,3,161,0,0,0,0,0,17,21,18,7,0,0,0,3,0,0,68,0,5,15,11,36,8,57,171,5,16,31,12,5,5,0,386,38,242,162,47,10,9,28,73,13,0,13,3,0,0,17,655,0,0,0,0,3,24,35,21,8,0,3,11,0,0,3,117,0,0,0,7,6,8,46,35,0,3,0,0,0,0,0,96,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,20,0,7,16,36,82,32,68,30,9,13,7,8,0,0,6,324,0,0,0,0,0,4,8,35,4,18,17,13,7,4,3,122,8,22,0,0,0,0,6,0,0,0,0,0,0,0,0,49,0,4,23,62,106,78,97,60,7,5,6,9,5,0,11,472,5,8,34,20,26,19,11,0,0,0,0,0,0,0,4,131,0,0,0,0,0,5,18,28,5,8,9,9,9,0,0,87
POA6061,18,17,5,20,5,0,6,299,0,0,0,0,0,140,176,112,55,28,21,35,7,0,9,590,3,5,19,6,23,3,54,137,19,21,26,30,7,0,6,346,9,102,86,26,15,24,30,72,14,7,8,0,3,0,8,407,0,0,0,0,9,17,34,9,4,0,0,0,0,0,0,78,0,0,0,6,10,4,52,30,4,5,0,5,0,0,0,116,0,0,0,4,9,3,9,0,5,0,0,0,0,4,5,40,0,5,14,32,110,44,134,73,35,36,39,41,11,0,24,605,0,0,0,0,0,6,35,20,12,7,15,14,0,0,7,110,6,26,11,3,3,3,0,8,0,0,0,0,0,0,3,66,0,0,22,61,127,108,197,205,12,11,25,17,15,15,34,837,0,13,70,90,118,82,69,24,11,8,5,12,3,0,16,538,0,0,0,0,8,9,68,156,47,40,42,78,42,5,12,507
