POA_CODE_2021,F_Tot_LF_15_19_yr,F_Tot_LF_20_24_yr,F_Tot_LF_25_34_yr,F_Tot_LF_35_44_yr,F_Tot_LF_45_54_yr,F_Tot_LF_55_64_yr,F_Tot_LF_65_74_yr,F_Tot_LF_75_84_yr,F_Tot_LF_85_yr_over,F_Tot_LF_Tot,F_NILF_15_19_yr,F_NILF_20_24_yr,F_NILF_25_34_yr,F_NILF_35_44_yr,F_NILF_45_54_yr,F_NILF_55_64_yr,F_NILF_65_74_yr,F_NILF_75_84_yr,F_NILF_85_yr_over,F_NILF_Tot,F_LF_st_ns_15_19,F_LF_st_ns_20_24,F_LF_st_ns_25_34,F_LF_st_ns_35_44,F_LF_st_ns_45_54,F_LF_st_ns_55_64,F_LF_st_ns_65_74,F_LF_st_ns_75_84,F_LF_st_ns_85_yr_over,F_LF_st_ns_Total,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Emp_wrk_Ft_15_19,P_Emp_wrk_Ft_20_24,P_Emp_wrk_Ft_25_34,P_Emp_wrk_Ft_35_44,P_Emp_wrk_Ft_45_54,P_Emp_wrk_Ft_55_64,P_Emp_wrk_Ft_65_74,P_Emp_wrk_Ft_75_84,P_Emp_wrk_Ft_85_yr_over,P_Emp_wrk_Ft_Tot,P_Emp_wrk_Pt_15_19,P_Emp_wrk_Pt_20_24,P_Emp_wrk_Pt_25_34,P_Emp_wrk_Pt_35_44,P_Emp_wrk_Pt_45_54,P_Emp_wrk_Pt_55_64,P_Emp_wrk_Pt_65_74,P_Emp_wrk_Pt_75_84,P_Emp_wrk_Pt_85_yr_over,P_Emp_wrk_Pt_Tot,P_Emp_a_f_wrk_15_19,P_Emp_a_f_wrk_20_24,P_Emp_a_f_wrk_25_34,P_Emp_a_f_wrk_35_44,P_Emp_a_f_wrk_45_54,P_Emp_a_f_wrk_55_64,P_Emp_a_f_wrk_65_74,P_Emp_a_f_wrk_75_84,P_Emp_a_f_wrk_85_yr_over,P_Emp_a_f_wrk_Tot,P_Hr_wrk_ns_15_19,P_Hr_wrk_ns_20_24,P_Hr_wrk_ns_25_34,P_Hr_wrk_ns_35_44,P_Hr_wrk_ns_45_54,P_Hr_wrk_ns_55_64,P_Hr_wrk_ns_65_74,P_Hr_wrk_ns_75_84,P_Hr_wrk_ns_85_yr_over,P_Hr_wrk_ns_Tot,P_Tot_emp_15_19,P_Tot_emp_20_24,P_Tot_emp_25_34,P_Tot_emp_35_44,P_Tot_emp_45_54,P_Tot_emp_55_64,P_Tot_emp_65_74,P_Tot_emp_75_84,P_Tot_emp_85_yr_over,P_Tot_emp_Tot,P_UE_lk_fr_Ft_wrk_15_19,P_UE_lk_fr_Ft_wrk_20_24,P_UE_lk_fr_Ft_wrk_25_34,P_UE_lk_fr_Ft_wrk_35_44,P_UE_lk_fr_Ft_wrk_45_54,P_UE_lk_fr_Ft_wrk_55_64,P_UE_lk_fr_Ft_wrk_65_74,P_UE_lk_fr_Ft_wrk_75_84,P_UE_lk_for_Ft_wrk_85_over,P_UE_looking_for_Ft_wk_Tot,P_UE_lk_for_Pt_wk_15_19,P_UE_lk_for_Pt_wk_20_24,P_UE_lk_for_Pt_wk_25_34,P_UE_lk_for_Pt_wk_35_44,P_UE_lk_for_Pt_wk_45_54,P_UE_lk_for_Pt_wk_55_64,P_UE_lk_for_Pt_wk_65_74,P_UE_lk_for_Pt_wk_75_84,P_UE_looking_for_Pt_wk_85ov,P_UE_lk_for_Pt_wrk_Tot,P_Tot_unemp_15_19,P_Tot_unemp_20_24,P_Tot_unemp_25_34,P_Tot_unemp_35_44,P_Tot_unemp_45_54,P_Tot_unemp_55_64,P_Tot_unemp_65_74,P_Tot_unemp_75_84,P_Tot_unemp_85_yr_over,P_Tot_unemp_Total,P_Tot_LF_15_19_yr,P_Tot_LF_20_24_yr,P_Tot_LF_25_34_yr,P_Tot_LF_35_44_yr,P_Tot_LF_45_54_yr,P_Tot_LF_55_64_yr,P_Tot_LF_65_74_yr,P_Tot_LF_75_84_yr,P_Tot_LF_85_yr_over,P_Tot_LF_Tot,P_NILF_15_19_yr,P_NILF_20_24_yr,P_NILF_25_34_yr,P_NILF_35_44_yr,P_NILF_45_54_yr,P_NILF_55_64_yr,P_NILF_65_74_yr,P_NILF_75_84_yr,P_NILF_85_yr_over,P_NILF_Tot,P_LF_st_ns_15_19,P_LF_st_ns_20_24,P_LF_st_ns_25_34,P_LF_st_ns_35_44,P_LF_st_ns_45_54,P_LF_st_ns_55_64,P_LF_st_ns_65_74,P_LF_st_ns_75_84,P_LF_st_ns_85_yr_over,P_LF_st_ns_Total,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
POA6176,38,35,162,106,93,64,18,0,0,519,19,15,52,22,20,25,45,16,4,226,5,0,4,7,4,3,0,0,0,29,62,57,221,130,119,95,69,16,4,771,17,46,193,112,122,84,13,0,0,585,40,33,94,64,36,42,14,4,0,331,0,5,20,9,12,10,0,0,0,58,0,0,9,3,4,6,0,0,0,18,58,78,321,198,174,138,26,3,0,1001,0,5,9,5,5,0,0,0,0,22,13,5,3,4,4,0,4,0,0,26,18,3,8,5,5,0,4,0,0,48,75,87,333,203,180,138,32,3,0,1049,49,19,60,27,33,37,95,35,9,365,12,0,9,9,7,5,8,0,0,56,131,113,406,245,219,185,130,43,15,1471
POA6180,135,141,384,392,303,164,39,4,0,1576,72,35,136,101,64,95,237,149,11,911,5,9,20,11,7,3,9,5,0,72,209,189,545,510,378,266,286,158,11,2554,41,141,422,477,388,205,31,4,0,1721,191,104,217,245,159,99,43,6,0,1057,5,16,59,38,25,16,7,0,0,164,4,5,17,12,9,0,0,3,0,49,241,267,720,770,575,327,79,12,0,2991,7,15,25,20,12,12,0,0,0,98,34,5,22,11,7,3,0,0,0,84,42,25,42,26,23,20,4,0,0,182,285,294,760,798,601,348,84,12,0,3168,159,45,162,130,94,142,390,296,34,1459,13,13,29,22,21,12,10,11,7,129,446,356,955,943,716,500,481,317,43,4760
POA6181,13,4,10,26,34,31,6,0,0,132,6,0,6,4,10,9,13,8,6,60,0,0,0,0,0,0,0,0,0,4,24,10,14,32,46,42,24,8,6,191,0,4,11,40,64,41,3,0,0,162,18,14,5,11,15,15,6,0,0,82,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,26,23,20,49,77,55,14,0,0,262,0,0,0,0,5,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,5,0,0,0,0,10,28,23,20,50,78,59,14,0,0,271,20,0,9,11,13,12,26,10,6,103,0,0,0,0,0,0,0,0,0,3,42,22,31,54,90,74,45,16,6,378
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,24,17,42,64,66,42,12,0,0,265,9,3,31,18,17,44,33,14,5,165,5,0,9,8,6,10,0,0,0,43,34,22,81,90,84,95,46,19,5,474,7,26,59,72,103,60,10,0,0,344,22,11,18,39,28,24,13,0,0,159,4,0,3,8,0,7,0,0,0,23,0,0,6,0,4,3,0,0,0,14,34,40,88,119,135,97,26,4,0,541,0,0,4,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,4,4,0,0,4,0,0,17,38,43,90,128,138,97,29,4,0,558,21,6,31,21,19,59,68,37,10,278,11,5,10,19,13,13,10,0,0,72,71,46,131,169,175,173,107,38,10,905
POA6208,241,212,430,506,555,451,109,14,0,2517,118,47,181,180,154,344,722,482,122,2355,25,12,41,39,33,29,37,44,42,301,390,265,653,725,747,816,867,537,166,5172,91,218,513,580,683,504,108,13,0,2710,254,153,270,291,287,328,121,32,9,1737,17,19,66,45,50,47,11,0,0,262,11,11,24,17,19,18,15,3,0,114,367,401,875,936,1036,898,252,46,9,4820,28,31,47,41,40,34,4,0,0,227,39,9,23,30,14,15,8,0,0,144,66,38,69,68,55,53,15,0,0,364,432,442,942,1005,1092,950,264,44,9,5183,248,82,232,242,248,550,1320,938,257,4113,45,24,73,76,68,60,75,72,63,556,726,554,1249,1316,1401,1569,1663,1056,326,9856
POA6209,42,42,51,71,98,84,18,0,0,410,18,12,16,19,22,58,123,74,21,362,4,7,16,3,11,6,12,8,0,61,63,53,84,93,134,149,149,88,20,831,12,35,44,62,106,89,15,0,0,371,50,32,28,46,58,59,25,0,0,306,0,4,12,10,12,15,6,0,0,48,0,0,7,5,3,0,0,0,0,13,65,75,88,114,180,161,46,4,0,738,5,3,7,6,13,6,0,0,0,42,9,6,6,5,0,3,0,0,0,30,12,7,11,11,18,13,0,0,0,72,81,82,106,125,198,178,50,4,0,813,39,14,27,31,35,111,255,161,34,711,8,11,23,12,22,16,29,21,3,141,127,100,153,166,258,306,329,180,40,1656
POA6210,1177,1410,2596,2957,3500,2970,615,50,6,15278,700,350,1019,999,992,2078,4377,3127,1262,14916,88,94,175,192,207,152,180,263,277,1635,1968,1863,3794,4154,4695,5202,5170,3440,1544,31829,377,1230,2867,3228,3978,3175,544,30,0,15433,1427,1126,1589,1802,1902,1985,771,112,3,10726,76,111,308,265,305,381,89,14,5,1541,35,62,139,112,95,65,23,12,4,551,1915,2525,4901,5404,6281,5608,1437,162,17,28249,116,202,271,230,241,204,35,4,0,1304,299,97,137,103,119,164,39,6,0,969,408,302,412,333,361,362,72,8,0,2272,2332,2830,5313,5736,6646,5967,1509,167,16,30518,1485,600,1354,1384,1538,3237,7950,5887,2131,25563,173,193,353,371,381,308,370,459,408,3006,3989,3626,7021,7494,8564,9508,9829,6510,2551,59097
POA6211,142,124,274,384,416,321,60,5,0,1724,73,32,126,100,89,220,545,245,26,1454,10,8,8,15,16,15,6,9,6,91,220,159,406,504,522,549,610,260,33,3268,49,103,280,411,486,308,68,0,0,1701,188,105,156,232,243,254,71,9,0,1267,8,11,38,47,43,36,9,0,0,200,9,6,24,13,20,8,3,0,0,76,248,220,495,704,791,616,152,14,0,3240,13,13,26,25,27,23,5,0,0,135,32,11,18,14,10,10,4,4,0,107,46,27,41,47,38,37,11,4,0,241,290,244,540,751,830,649,163,12,0,3482,160,48,151,141,136,367,1026,552,66,2649,23,12,20,34,32,27,18,20,10,181,471,303,713,921,994,1044,1210,580,76,6311
POA6213,11,6,24,25,37,32,15,3,0,160,4,0,0,10,10,19,33,12,8,101,0,0,0,3,7,3,6,0,0,21,21,10,30,36,56,54,48,12,13,283,5,8,30,32,52,31,14,0,0,170,14,3,18,6,23,23,12,0,0,100,0,0,0,10,6,7,0,0,0,26,0,0,6,0,0,3,0,0,0,9,18,16,49,49,79,64,29,3,0,303,0,0,0,4,6,6,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,3,0,4,6,3,6,0,0,18,18,15,50,51,80,73,28,3,0,321,10,0,11,12,16,31,68,27,14,189,3,0,0,7,16,10,11,6,0,53,32,15,61,71,109,112,103,38,18,555
POA6214,9,18,15,35,40,29,13,0,0,156,13,7,7,4,8,16,27,15,0,96,5,0,3,4,0,0,5,0,0,15,20,23,27,47,53,48,37,15,0,264,5,21,26,44,52,32,13,0,0,191,16,12,6,14,19,14,14,0,0,103,0,0,0,3,7,4,4,0,0,17,0,0,0,6,4,0,0,0,0,5,22,34,39,68,77,49,26,3,0,323,0,0,0,3,5,0,0,0,0,7,0,0,0,0,0,4,0,0,0,9,0,0,0,3,7,3,0,0,0,12,24,34,38,64,82,56,28,3,0,333,14,7,7,13,12,37,50,24,4,166,6,0,3,7,4,8,9,0,0,43,49,44,47,90,95,94,89,28,4,540
POA6215,60,62,119,175,195,174,48,5,0,842,50,10,58,54,65,131,214,115,39,737,12,3,11,10,21,16,10,23,18,131,126,74,188,238,285,323,272,145,56,1705,46,72,137,198,258,217,40,12,0,969,65,30,68,101,131,120,56,8,0,587,4,8,14,30,13,28,14,0,0,114,3,9,7,13,10,9,3,0,0,51,113,119,231,338,412,373,115,24,0,1724,10,12,18,11,15,11,0,0,0,74,5,5,11,13,7,5,0,0,0,48,13,18,26,24,20,18,0,0,0,124,123,138,254,360,434,393,113,22,0,1849,99,18,67,80,90,212,420,234,73,1286,18,11,24,36,57,37,26,33,27,279,240,168,351,475,575,637,565,289,98,3411
POA6218,10,13,19,17,21,25,0,0,0,104,3,6,10,14,14,13,30,11,5,94,0,0,0,0,0,0,0,0,3,7,14,13,28,33,24,40,34,11,0,201,4,12,27,24,19,27,3,0,0,112,9,6,7,4,11,18,5,6,0,68,0,0,4,4,5,3,0,0,0,9,0,4,0,0,5,0,0,0,0,14,15,19,35,34,35,45,15,6,0,203,3,3,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,3,0,0,0,13,12,26,43,34,39,50,15,6,0,220,10,4,10,20,16,38,57,10,6,173,0,0,0,0,0,3,6,0,3,17,26,26,53,54,56,87,73,17,12,406
POA6219,13,12,16,27,37,32,0,0,0,138,8,0,6,10,11,22,22,13,9,103,4,3,0,0,0,3,0,4,0,16,22,11,29,35,53,51,22,17,9,258,9,10,19,25,45,35,7,0,0,148,11,5,18,14,23,24,9,3,0,99,0,3,0,6,3,0,0,0,0,16,4,0,0,4,0,3,0,0,0,8,19,19,37,46,78,63,12,3,0,273,0,0,0,0,0,3,0,0,0,8,4,0,0,0,0,3,0,0,0,8,4,0,0,0,0,4,0,0,0,15,20,24,40,53,75,67,14,3,0,290,18,0,14,11,17,34,48,22,12,174,5,3,0,3,0,5,5,5,0,27,47,21,51,63,98,106,66,28,12,490
POA6220,54,63,191,189,200,148,42,6,0,904,41,13,49,47,51,114,209,155,72,755,3,7,12,8,13,18,13,12,12,95,102,77,252,247,266,281,269,175,88,1752,41,100,302,260,274,191,54,5,0,1228,55,23,102,126,115,110,54,19,0,609,6,4,5,6,12,15,7,0,0,61,0,4,10,9,11,0,0,0,0,39,105,135,420,400,416,320,118,23,4,1941,3,7,12,12,8,7,0,0,0,45,11,3,3,10,0,9,0,0,0,31,17,7,14,19,10,12,0,0,0,81,118,143,437,415,427,338,119,23,4,2023,75,27,70,76,88,165,376,281,127,1295,18,10,22,16,44,43,29,29,22,222,208,178,530,506,555,542,527,341,146,3540
POA6221,14,8,16,15,15,20,3,3,0,91,33,0,0,4,3,11,9,3,0,65,3,6,3,0,4,0,0,0,0,14,48,13,17,17,26,30,19,3,0,169,4,5,16,16,17,21,6,5,0,86,12,4,3,5,4,11,3,0,0,42,3,0,0,0,8,12,0,0,0,30,0,0,0,0,0,0,0,0,0,3,18,9,24,27,35,37,14,7,0,164,4,0,0,0,3,3,0,0,0,8,3,0,0,0,0,0,0,0,0,8,3,0,0,0,3,0,0,0,0,13,21,8,24,24,38,42,14,7,0,177,104,0,3,4,8,13,12,9,6,156,13,6,8,0,6,8,0,0,0,38,144,16,27,30,52,58,30,14,6,374
POA6223,3,3,4,12,17,12,3,0,0,49,5,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,10,3,8,12,15,12,8,0,0,64,3,5,7,8,21,17,7,0,0,61,0,0,7,6,9,7,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,14,30,20,7,4,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,14,30,20,7,4,0,94,6,0,0,0,0,4,0,5,0,25,0,0,0,0,0,0,0,0,0,0,9,5,10,18,32,25,10,10,0,120
POA6224,25,18,27,44,68,51,15,0,0,247,14,10,31,16,22,28,54,37,6,214,9,0,7,5,6,5,6,4,0,41,45,32,64,66,97,79,75,41,6,503,19,26,38,56,83,57,14,0,0,293,17,13,19,29,41,32,20,0,0,175,0,0,7,0,9,10,0,0,0,33,8,0,7,0,4,3,5,0,0,16,41,41,71,90,133,100,35,6,3,514,8,0,5,5,0,0,0,0,0,20,3,0,0,0,0,3,0,0,0,8,12,0,3,5,0,4,0,0,0,29,53,38,75,95,134,103,33,6,3,541,35,14,40,18,31,50,102,76,11,377,11,0,9,18,10,13,17,7,0,83,94,60,124,132,178,162,151,78,18,1005
POA6225,144,126,300,361,446,325,75,7,0,1784,75,50,145,105,146,288,438,232,66,1545,26,17,33,45,33,31,28,40,36,283,242,189,475,508,629,649,540,282,101,3613,66,174,353,445,534,395,69,12,0,2050,143,85,201,235,223,235,90,15,0,1219,12,17,31,37,50,43,7,5,0,200,4,8,22,12,18,8,7,0,5,86,235,277,600,733,826,683,170,32,5,3566,21,19,58,30,31,35,11,0,0,195,19,12,6,17,24,14,5,0,0,93,38,32,62,50,51,49,14,0,0,286,270,309,658,780,882,734,185,32,5,3853,201,77,181,154,229,509,923,464,119,2861,53,25,76,98,74,69,69,73,59,589,525,416,917,1030,1183,1316,1170,570,181,7303
POA6226,22,8,28,56,64,46,6,0,0,230,8,3,12,12,8,21,33,8,0,104,0,0,4,4,0,0,0,0,0,13,27,12,46,66,67,68,39,8,0,338,13,23,41,69,86,54,12,0,0,289,19,8,20,32,33,41,8,0,0,165,4,0,6,6,3,5,0,0,0,20,0,0,0,0,0,3,0,0,0,9,41,30,60,101,119,97,18,0,0,476,0,4,0,0,3,0,0,0,0,4,5,0,0,0,0,5,0,0,0,11,4,0,0,0,3,5,0,0,0,14,41,36,65,101,122,97,18,0,0,486,21,5,8,12,13,33,64,17,0,176,0,0,4,7,4,5,9,0,0,26,65,43,82,121,136,132,87,22,0,689
POA6227,12,13,24,58,45,32,4,0,0,191,11,4,15,13,5,19,21,9,0,94,0,0,0,4,0,0,0,0,0,10,25,16,41,72,49,48,31,13,3,294,10,20,36,69,55,38,6,3,0,244,15,4,9,34,32,17,14,0,0,119,0,0,0,4,4,7,0,0,0,11,3,0,0,0,0,4,0,0,0,9,24,28,50,104,91,63,12,3,0,385,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,12,30,25,52,104,93,67,12,3,0,392,14,0,13,13,3,26,49,31,3,156,0,0,5,6,4,0,4,0,0,25,43,30,69,125,100,93,68,35,4,571
POA6228,3,0,0,7,7,3,3,0,0,31,0,0,0,0,0,0,10,0,0,26,0,0,0,0,0,0,0,0,0,0,8,3,0,10,16,7,14,4,0,56,0,4,0,5,9,10,3,0,0,31,3,0,0,3,4,6,3,0,6,30,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,9,3,8,16,18,9,0,6,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,14,16,18,9,0,6,69,0,0,0,0,9,0,17,6,0,43,0,0,0,0,4,4,0,4,0,15,8,10,3,12,22,21,28,10,3,119
POA6229,0,0,3,3,7,4,0,0,0,25,0,0,0,0,3,5,9,13,0,28,0,0,0,3,0,8,0,3,0,8,3,0,0,9,11,19,10,11,5,67,0,5,5,11,13,14,8,0,0,38,0,0,3,0,8,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,15,23,10,0,0,62,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,7,0,5,10,12,16,23,12,0,0,70,0,0,0,0,3,7,37,20,0,66,0,0,0,4,5,6,5,5,3,29,3,5,7,15,26,39,51,21,4,163
POA6230,869,925,1982,2197,2464,1775,403,25,3,10656,462,210,641,571,529,950,1809,1196,565,6934,63,69,168,133,133,121,102,86,87,958,1393,1205,2791,2903,3127,2850,2319,1306,658,18549,334,1071,2516,2629,3036,2181,391,16,0,12176,984,565,1095,1363,1336,1162,518,60,5,7070,68,86,197,162,175,187,46,8,0,924,29,31,70,61,60,28,8,5,3,290,1416,1748,3881,4213,4597,3559,962,82,10,20466,71,89,146,119,104,97,13,0,0,634,151,69,93,67,79,53,10,3,0,519,219,152,238,183,182,148,26,3,0,1153,1638,1902,4112,4397,4778,3699,991,91,10,21615,999,381,1018,982,907,1608,3235,2186,888,12206,116,134,354,289,284,241,204,149,127,1892,2755,2423,5488,5667,5968,5551,4429,2416,1020,35708
POA6232,215,222,576,612,553,362,62,8,0,2619,87,36,171,129,113,222,426,342,127,1646,5,10,27,19,25,17,21,48,59,223,311,257,777,766,691,605,506,399,186,4489,91,269,747,755,662,481,67,0,0,3060,251,142,331,409,316,251,84,14,0,1794,9,24,71,45,46,42,8,4,0,255,5,14,17,14,17,7,0,0,0,78,348,443,1171,1223,1038,779,155,17,0,5188,22,20,37,21,17,14,0,0,0,129,42,14,18,19,21,16,8,0,0,136,64,33,56,37,36,35,8,0,0,263,415,478,1223,1268,1075,815,165,17,0,5453,213,55,211,164,148,316,757,586,218,2663,16,23,52,40,48,30,52,74,91,425,637,560,1488,1469,1271,1163,967,675,314,8539
POA6233,446,332,868,1158,1070,747,161,6,0,4786,208,75,284,238,178,499,792,428,104,2815,12,14,47,36,24,36,31,21,12,230,667,417,1201,1428,1278,1279,986,460,120,7828,195,405,1098,1402,1407,962,129,3,0,5604,494,207,479,716,550,467,209,20,0,3146,25,30,127,79,76,98,25,0,0,466,12,16,30,34,18,10,7,0,0,127,722,658,1739,2231,2061,1532,374,23,3,9344,32,35,44,41,45,35,4,0,0,240,76,18,30,35,24,23,8,0,0,216,107,56,72,77,65,62,12,0,0,448,833,716,1811,2304,2125,1597,387,24,3,9797,469,119,335,316,263,722,1452,830,179,4684,36,35,86,79,63,83,58,35,17,478,1333,868,2230,2697,2451,2406,1894,884,202,14958
POA6236,35,36,71,101,132,120,37,4,0,539,25,4,18,13,38,57,68,52,14,290,0,3,3,6,8,11,10,4,0,46,62,45,90,120,176,186,110,60,14,878,23,43,111,97,171,142,36,6,0,624,45,19,31,82,92,73,51,14,0,396,9,0,4,8,12,23,0,3,0,63,0,3,3,5,4,0,0,4,0,22,71,67,150,189,273,243,85,20,0,1109,0,3,0,5,0,5,0,0,0,12,4,0,0,0,0,5,0,0,0,18,8,3,0,5,3,13,0,0,0,36,79,70,154,196,276,252,89,20,0,1136,47,9,24,19,49,89,156,87,33,513,0,5,8,8,18,9,20,9,0,88,129,83,184,224,346,360,267,117,33,1742
POA6237,59,44,59,135,161,160,34,0,0,653,16,3,24,31,24,60,116,57,15,341,0,0,12,5,9,9,11,0,4,56,77,48,99,178,191,233,164,60,19,1048,24,49,89,158,192,165,38,0,0,716,55,25,36,79,87,94,45,7,0,437,4,0,8,14,18,28,8,0,0,77,3,3,4,13,6,7,0,3,0,39,84,83,138,264,304,296,101,8,0,1274,0,4,3,3,5,8,0,0,0,29,6,0,0,3,0,0,0,0,0,13,7,8,4,9,8,9,0,0,0,43,92,84,144,272,310,304,101,8,0,1316,39,10,30,37,29,109,222,108,21,596,12,0,17,14,21,17,26,5,6,111,148,91,182,321,359,432,340,119,28,2027
POA6239,67,55,138,201,238,224,52,12,0,988,44,18,65,50,58,124,234,149,61,804,6,0,10,11,14,8,26,9,6,93,111,77,222,267,310,359,311,164,65,1887,41,73,178,252,299,253,52,3,0,1161,81,36,75,120,144,139,67,12,0,692,3,8,18,21,21,34,10,7,0,118,8,5,8,4,4,8,4,4,0,40,138,120,280,400,476,440,132,27,0,2005,0,14,7,3,9,14,0,0,0,45,7,12,6,9,8,7,3,0,0,47,5,22,11,9,12,24,6,0,0,100,147,138,288,411,490,458,142,27,0,2105,96,28,82,64,79,185,431,273,93,1331,25,7,25,27,30,27,35,24,11,204,261,172,391,499,598,674,610,323,105,3647
POA6240,3,0,0,7,11,14,4,5,0,42,6,0,5,0,0,9,9,6,0,29,0,0,0,0,0,0,0,0,0,7,6,0,3,7,16,21,17,6,0,79,0,0,3,10,11,14,5,6,0,41,0,4,0,0,11,9,4,5,0,40,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,4,3,13,20,23,10,7,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,20,23,10,7,0,85,6,0,5,0,0,8,21,8,0,45,0,0,0,0,0,0,5,6,0,10,6,4,7,15,16,39,33,22,0,145
POA6243,6,5,0,4,3,4,0,0,0,20,0,0,0,0,0,3,8,4,0,12,0,0,0,0,0,0,0,0,0,4,5,5,4,3,4,7,3,0,0,38,0,4,0,3,3,0,0,0,0,13,6,0,3,0,0,3,3,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,5,6,11,6,4,0,37,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,6,9,3,3,6,10,6,4,0,39,5,0,0,0,3,5,7,3,4,26,3,4,0,0,4,0,0,0,0,5,7,8,3,11,6,13,18,9,4,73
POA6244,15,20,46,72,68,68,23,11,0,320,15,4,16,12,11,41,63,51,11,230,3,0,9,13,11,11,9,13,0,66,28,23,66,99,91,122,93,71,19,618,10,22,51,82,96,87,34,17,0,407,12,9,27,43,32,55,20,13,0,208,0,3,7,0,8,8,3,0,0,33,0,0,0,3,5,0,0,0,0,20,22,39,82,132,138,154,64,28,0,664,0,4,0,0,4,7,0,0,0,17,3,0,0,6,0,0,0,0,0,6,4,4,0,4,4,7,0,0,0,30,26,43,83,138,149,164,64,28,0,692,21,6,23,18,27,69,123,96,24,396,3,0,13,16,21,27,18,20,4,125,45,51,119,173,197,258,199,140,26,1217
POA6251,3,0,4,10,17,19,5,0,0,72,5,0,3,8,4,7,14,8,0,43,0,0,0,0,0,6,0,0,0,7,8,0,8,20,27,28,20,5,0,119,4,0,4,12,28,22,3,4,0,78,3,0,4,7,4,21,10,5,0,56,0,0,0,4,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,8,7,13,22,41,40,16,4,0,151,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,8,11,13,23,38,45,16,4,0,150,8,0,3,6,5,12,31,9,0,82,0,0,0,0,0,5,0,0,0,5,13,7,20,30,46,57,45,16,0,240
POA6252,0,0,0,11,9,10,0,0,0,31,0,0,3,0,0,6,5,6,0,23,0,0,0,0,0,0,0,0,0,0,0,0,6,11,11,16,7,8,0,57,0,0,8,6,5,15,3,0,0,36,0,0,4,4,3,4,5,0,0,19,0,0,3,3,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,6,0,0,8,14,15,19,4,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,15,19,4,0,0,72,0,0,4,0,0,8,12,16,0,47,0,0,0,0,7,3,0,0,0,6,0,3,16,17,18,32,21,17,0,120
