Date,Category,Group,Count,Estimate flag - Waitlist figure,Estimate flag - prior month,Estimate flag - prior year,Metric,Value type,Value
2023-03-31,Priority Applications,Priority,Applications,^,*,,12 month rolling average,Metric change - monthly,58.07692307692287
2023-04-30,Priority Applications,Priority,Applications,,*,,12 month rolling average,Metric change - monthly,55.30769230769238
2023-05-31,Priority Applications,Priority,Applications,^,*,,12 month rolling average,Metric change - monthly,55.0
2023-06-30,Priority Applications,Priority,Applications,,*,,12 month rolling average,Metric change - monthly,54.30769230769238
2023-07-31,Priority Applications,Priority,Applications,,*,,12 month rolling average,Metric change - monthly,48.23076923076951
2023-08-31,Priority Applications,Priority,Applications,^,*,,12 month rolling average,Metric change - monthly,46.92307692307713
2023-09-30,Priority Applications,Priority,Applications,,*,,12 month rolling average,Metric change - monthly,49.2307692307686
2020-01-31,Total Applications,Total,Applications,^,*,#,12 month rolling average,Metric change - monthly,111.125
2020-01-31,Total Applications,Total,Applications,^,*,#,12 month rolling average,Metric change - monthly,0.0
2020-01-31,Total Applications,Total,Applications,^,*,#,12 month rolling average,Metric change - monthly,0.0
2020-01-31,Total Applications,Total,Applications,^,*,#,12 month rolling average,Metric change - monthly,0.0
2020-01-31,Total Applications,Total,Applications,^,*,#,12 month rolling average,Metric change - monthly,0.0
2020-01-31,Total Applications,Total,Applications,^,*,#,12 month rolling average,Metric change - monthly,0.0
2020-01-31,Total Applications,Total,Applications,^,*,#,12 month rolling average,Metric change - monthly,0.0
2020-08-31,Total Applications,Total,Applications,,*,#,12 month rolling average,Metric change - monthly,100.20833333333394
2020-09-30,Total Applications,Total,Applications,^,*,#,12 month rolling average,Metric change - monthly,406.2666666666664
2020-09-30,Total Applications,Total,Applications,^,*,#,12 month rolling average,Metric change - monthly,0.0
2020-09-30,Total Applications,Total,Applications,^,*,#,12 month rolling average,Metric change - monthly,0.0
2020-09-30,Total Applications,Total,Applications,^,*,#,12 month rolling average,Metric change - monthly,0.0
2020-09-30,Total Applications,Total,Applications,^,*,#,12 month rolling average,Metric change - monthly,0.0
2020-09-30,Total Applications,Total,Applications,^,*,#,12 month rolling average,Metric change - monthly,0.0
2021-03-31,Total Applications,Total,Applications,,*,#,12 month rolling average,Metric change - monthly,742.8999999999996
2021-04-30,Total Applications,Total,Applications,,*,#,12 month rolling average,Metric change - monthly,158.05555555555475
2021-05-31,Total Applications,Total,Applications,,*,#,12 month rolling average,Metric change - monthly,155.3444444444449
2021-06-30,Total Applications,Total,Applications,,*,#,12 month rolling average,Metric change - monthly,149.3727272727283
2021-07-31,Total Applications,Total,Applications,,*,#,12 month rolling average,Metric change - monthly,134.97727272727207
2021-08-31,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly,126.51923076923049
2021-09-30,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly,215.3076923076933
2021-10-31,Total Applications,Total,Applications,,*,#,12 month rolling average,Metric change - monthly,1010.6730769230762
2021-11-30,Total Applications,Total,Applications,,*,#,12 month rolling average,Metric change - monthly,100.3611111111095
2021-12-31,Total Applications,Total,Applications,,*,#,12 month rolling average,Metric change - monthly,94.08888888889123
2022-01-31,Total Applications,Total,Applications,,*,#,12 month rolling average,Metric change - monthly,91.43636363636324
2022-02-28,Total Applications,Total,Applications,,*,#,12 month rolling average,Metric change - monthly,96.36363636363603
2022-03-31,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly,89.84615384615245
2022-04-30,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly,188.53846153846462
2022-05-31,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly,175.07692307692196
2022-06-30,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly,163.15384615384392
2022-07-31,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly,146.84615384615608
2022-08-31,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly,128.69230769230853
2022-09-30,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly,115.0
2022-10-31,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly,102.38461538461343
2022-11-30,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly,93.23076923076951
2022-12-31,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly,68.84615384615245
2023-01-31,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly,58.23076923076951
2023-02-28,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly,44.23076923076951
2023-03-31,Total Applications,Total,Applications,^,*,,12 month rolling average,Metric change - monthly,34.53846153846098
2023-04-30,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly,35.15384615384755
2023-05-31,Total Applications,Total,Applications,^,*,,12 month rolling average,Metric change - monthly,22.384615384617064
2023-06-30,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly,9.692307692304894
2023-07-31,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly,-6.615384615382936
2023-08-31,Total Applications,Total,Applications,^,*,,12 month rolling average,Metric change - monthly,-4.153846153847553
2023-09-30,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly,9.307692307695106
2021-09-30,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Metric change - monthly,190.0
2021-10-31,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Metric change - monthly,176.66666666666788
2021-11-30,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Metric change - monthly,196.58333333333212
2021-12-31,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Metric change - monthly,162.15000000000146
2022-01-31,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Metric change - monthly,157.93333333333067
2022-02-28,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Metric change - monthly,190.2380952380954
2022-03-31,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Metric change - monthly,175.67857142857247
2022-04-30,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Metric change - monthly,160.08333333333212
2022-05-31,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Metric change - monthly,155.06666666666933
2022-06-30,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Metric change - monthly,145.87272727272648
2022-07-31,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Metric change - monthly,128.3106060606042
2022-08-31,Total Individuals,Total,Individuals,,*,,12 month rolling average,Metric change - monthly,97.10897435897641
2022-09-30,Total Individuals,Total,Individuals,,*,,12 month rolling average,Metric change - monthly,241.61538461538294
2022-10-31,Total Individuals,Total,Individuals,,*,,12 month rolling average,Metric change - monthly,229.61538461538657
2022-11-30,Total Individuals,Total,Individuals,,*,,12 month rolling average,Metric change - monthly,213.53846153846098
2022-12-31,Total Individuals,Total,Individuals,,*,,12 month rolling average,Metric change - monthly,171.61538461538294
2023-01-31,Total Individuals,Total,Individuals,,*,,12 month rolling average,Metric change - monthly,156.76923076923413
2023-02-28,Total Individuals,Total,Individuals,,*,,12 month rolling average,Metric change - monthly,139.76923076922685
2023-03-31,Total Individuals,Total,Individuals,^,*,,12 month rolling average,Metric change - monthly,110.23076923077315
2023-04-30,Total Individuals,Total,Individuals,,*,,12 month rolling average,Metric change - monthly,102.15384615384392
2023-05-31,Total Individuals,Total,Individuals,^,*,,12 month rolling average,Metric change - monthly,77.6923076923049
2023-06-30,Total Individuals,Total,Individuals,,*,,12 month rolling average,Metric change - monthly,48.61538461539021
2023-07-31,Total Individuals,Total,Individuals,,*,,12 month rolling average,Metric change - monthly,29.230769230765873
2023-08-31,Total Individuals,Total,Individuals,^,*,,12 month rolling average,Metric change - monthly,29.692307692304894
2023-09-30,Total Individuals,Total,Individuals,,*,,12 month rolling average,Metric change - monthly,47.846153846156085
2021-09-30,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Metric change - monthly,186.5
2021-10-31,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Metric change - monthly,62.16666666666697
2021-11-30,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Metric change - monthly,51.08333333333303
2021-12-31,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Metric change - monthly,50.25
2022-01-31,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Metric change - monthly,31.33333333333303
2022-02-28,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Metric change - monthly,48.52380952381009
2022-03-31,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Metric change - monthly,63.89285714285688
2022-04-30,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Metric change - monthly,60.69444444444434
2022-05-31,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Metric change - monthly,59.95555555555529
2022-06-30,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Metric change - monthly,63.14545454545532
2022-07-31,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Metric change - monthly,64.70454545454504
2022-08-31,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Metric change - monthly,60.75
2022-09-30,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Metric change - monthly,124.61538461538476
2022-10-31,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Metric change - monthly,111.23076923076951
2022-11-30,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Metric change - monthly,124.84615384615427
2022-12-31,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Metric change - monthly,111.61538461538294
2023-01-31,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Metric change - monthly,107.69230769230853
2023-02-28,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Metric change - monthly,116.69230769230853
2023-03-31,Priority Individuals,Priority,Individuals,^,*,,12 month rolling average,Metric change - monthly,108.0
2023-04-30,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Metric change - monthly,96.53846153846098
2023-05-31,Priority Individuals,Priority,Individuals,^,*,,12 month rolling average,Metric change - monthly,95.15384615384573
2023-06-30,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Metric change - monthly,92.61538461538476
2023-07-31,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Metric change - monthly,82.53846153846098
2023-08-31,Priority Individuals,Priority,Individuals,^,*,,12 month rolling average,Metric change - monthly,76.07692307692378
2023-09-30,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Metric change - monthly,74.69230769230671
2020-01-31,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly,5.5
2020-01-31,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly,0.0
2020-01-31,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly,0.0
2020-01-31,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly,0.0
2020-01-31,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly,0.0
2020-01-31,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly,0.0
2020-01-31,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly,0.0
2020-08-31,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly,270.5
2020-09-30,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly,-37.799999999999955
2020-09-30,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly,0.0
2020-09-30,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly,0.0
2020-09-30,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly,0.0
2020-09-30,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly,0.0
2020-09-30,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly,0.0
2021-03-31,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly,413.92499999999995
2021-04-30,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly,30.65277777777783
2021-05-31,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly,73.92222222222199
2021-06-30,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly,53.0272727272727
2021-07-31,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly,46.189393939393995
2021-08-31,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,-1.2243589743588927
2021-09-30,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,-21.15384615384619
2021-10-31,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly,-517.6634615384614
2021-11-30,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly,-5.763888888888687
2021-12-31,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly,7.688888888888869
2022-01-31,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly,-26.16363636363667
2022-02-28,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly,57.280303030303
2022-03-31,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,66.39102564102586
2022-04-30,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,-28.461538461538566
2022-05-31,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,-18.076923076922867
2022-06-30,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,6.153846153846189
2022-07-31,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,5.0
2022-08-31,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,-35.23076923076951
2022-09-30,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,-32.53846153846143
2022-10-31,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,63.769230769230944
2022-11-30,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,45.384615384615245
2022-12-31,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,-89.53846153846189
2023-01-31,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,-20.923076923076223
2023-02-28,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,-4.923076923077133
2023-03-31,Priority Applications,Priority,Applications,^,*,,Difference - 12 month rolling average,Metric change - monthly,6.923076923077133
2023-04-30,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,9.692307692307622
2023-05-31,Priority Applications,Priority,Applications,^,*,,Difference - 12 month rolling average,Metric change - monthly,-6.0
2023-06-30,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,-4.307692307692378
2023-07-31,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,-50.23076923076951
2023-08-31,Priority Applications,Priority,Applications,^,*,,Difference - 12 month rolling average,Metric change - monthly,7.076923076922867
2023-09-30,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,3.769230769231399
2020-01-31,Total Applications,Total,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly,15.875
2020-01-31,Total Applications,Total,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly,0.0
2020-01-31,Total Applications,Total,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly,0.0
2020-01-31,Total Applications,Total,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly,0.0
2020-01-31,Total Applications,Total,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly,0.0
2020-01-31,Total Applications,Total,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly,0.0
2020-01-31,Total Applications,Total,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly,0.0
2020-08-31,Total Applications,Total,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly,785.7916666666661
2020-09-30,Total Applications,Total,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly,-192.26666666666642
2020-09-30,Total Applications,Total,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly,0.0
2020-09-30,Total Applications,Total,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly,0.0
2020-09-30,Total Applications,Total,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly,0.0
2020-09-30,Total Applications,Total,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly,0.0
2020-09-30,Total Applications,Total,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly,0.0
2021-03-31,Total Applications,Total,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly,539.1000000000004
2021-04-30,Total Applications,Total,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly,115.94444444444525
2021-05-31,Total Applications,Total,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly,133.6555555555551
2021-06-30,Total Applications,Total,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly,95.6272727272717
2021-07-31,Total Applications,Total,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly,-8.977272727272066
2021-08-31,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,33.48076923076951
2021-09-30,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,-6.307692307693287
2021-10-31,Total Applications,Total,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly,-875.6730769230762
2021-11-30,Total Applications,Total,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly,166.6388888888905
2021-12-31,Total Applications,Total,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly,43.91111111110877
2022-01-31,Total Applications,Total,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly,67.56363636363676
2022-02-28,Total Applications,Total,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly,145.63636363636397
2022-03-31,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,18.153846153847553
2022-04-30,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,-89.53846153846462
2022-05-31,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,-76.07692307692196
2022-06-30,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,-29.153846153843915
2022-07-31,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,-113.84615384615608
2022-08-31,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,-238.69230769230853
2022-09-30,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,-133.0
2022-10-31,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,-57.384615384613426
2022-11-30,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,-77.23076923076951
2022-12-31,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,-118.84615384615245
2023-01-31,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,-58.23076923076951
2023-02-28,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,-67.23076923076951
2023-03-31,Total Applications,Total,Applications,^,*,,Difference - 12 month rolling average,Metric change - monthly,81.46153846153902
2023-04-30,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,80.84615384615245
2023-05-31,Total Applications,Total,Applications,^,*,,Difference - 12 month rolling average,Metric change - monthly,-89.38461538461706
2023-06-30,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,-75.6923076923049
2023-07-31,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,-71.38461538461706
2023-08-31,Total Applications,Total,Applications,^,*,,Difference - 12 month rolling average,Metric change - monthly,69.15384615384755
2023-09-30,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly,55.692307692304894
2021-09-30,Total Individuals,Total,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly,190.0
2021-10-31,Total Individuals,Total,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly,163.33333333333212
2021-11-30,Total Individuals,Total,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly,236.41666666666788
2021-12-31,Total Individuals,Total,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly,58.849999999998545
2022-01-31,Total Individuals,Total,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly,141.06666666666933
2022-02-28,Total Individuals,Total,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly,351.7619047619046
2022-03-31,Total Individuals,Total,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly,88.32142857142753
2022-04-30,Total Individuals,Total,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly,50.91666666666788
2022-05-31,Total Individuals,Total,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly,114.93333333333067
2022-06-30,Total Individuals,Total,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly,63.12727272727352
2022-07-31,Total Individuals,Total,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly,-47.31060606060419
2022-08-31,Total Individuals,Total,Individuals,,*,,Difference - 12 month rolling average,Metric change - monthly,-246.1089743589764
2022-09-30,Total Individuals,Total,Individuals,,*,,Difference - 12 month rolling average,Metric change - monthly,-201.61538461538294
2022-10-31,Total Individuals,Total,Individuals,,*,,Difference - 12 month rolling average,Metric change - monthly,-5.615384615386574
2022-11-30,Total Individuals,Total,Individuals,,*,,Difference - 12 month rolling average,Metric change - monthly,-82.53846153846098
2022-12-31,Total Individuals,Total,Individuals,,*,,Difference - 12 month rolling average,Metric change - monthly,-283.61538461538294
2023-01-31,Total Individuals,Total,Individuals,,*,,Difference - 12 month rolling average,Metric change - monthly,-128.76923076923413
2023-02-28,Total Individuals,Total,Individuals,,*,,Difference - 12 month rolling average,Metric change - monthly,-61.76923076922685
2023-03-31,Total Individuals,Total,Individuals,^,*,,Difference - 12 month rolling average,Metric change - monthly,47.76923076922685
2023-04-30,Total Individuals,Total,Individuals,,*,,Difference - 12 month rolling average,Metric change - monthly,56.846153846156085
2023-05-31,Total Individuals,Total,Individuals,^,*,,Difference - 12 month rolling average,Metric change - monthly,-184.6923076923049
2023-06-30,Total Individuals,Total,Individuals,,*,,Difference - 12 month rolling average,Metric change - monthly,-156.6153846153902
2023-07-31,Total Individuals,Total,Individuals,,*,,Difference - 12 month rolling average,Metric change - monthly,-72.23076923076587
2023-08-31,Total Individuals,Total,Individuals,^,*,,Difference - 12 month rolling average,Metric change - monthly,57.307692307695106
2023-09-30,Total Individuals,Total,Individuals,,*,,Difference - 12 month rolling average,Metric change - monthly,39.153846153843915
2021-09-30,Priority Individuals,Priority,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly,186.5
2021-10-31,Priority Individuals,Priority,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly,-62.16666666666697
2021-11-30,Priority Individuals,Priority,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly,28.91666666666697
2021-12-31,Priority Individuals,Priority,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly,47.75
2022-01-31,Priority Individuals,Priority,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly,-44.33333333333303
2022-02-28,Priority Individuals,Priority,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly,134.4761904761899
2022-03-31,Priority Individuals,Priority,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly,156.10714285714312
2022-04-30,Priority Individuals,Priority,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly,38.30555555555566
2022-05-31,Priority Individuals,Priority,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly,54.04444444444471
2022-06-30,Priority Individuals,Priority,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly,91.85454545454468
2022-07-31,Priority Individuals,Priority,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly,80.29545454545496
2022-08-31,Priority Individuals,Priority,Individuals,,*,,Difference - 12 month rolling average,Metric change - monthly,17.25
2022-09-30,Priority Individuals,Priority,Individuals,,*,,Difference - 12 month rolling average,Metric change - monthly,-36.615384615384755
2022-10-31,Priority Individuals,Priority,Individuals,,*,,Difference - 12 month rolling average,Metric change - monthly,87.76923076923049
2022-11-30,Priority Individuals,Priority,Individuals,,*,,Difference - 12 month rolling average,Metric change - monthly,52.153846153845734
2022-12-31,Priority Individuals,Priority,Individuals,,*,,Difference - 12 month rolling average,Metric change - monthly,-203.61538461538294
2023-01-31,Priority Individuals,Priority,Individuals,,*,,Difference - 12 month rolling average,Metric change - monthly,-60.69230769230853
2023-02-28,Priority Individuals,Priority,Individuals,,*,,Difference - 12 month rolling average,Metric change - monthly,-12.692307692308532
2023-03-31,Priority Individuals,Priority,Individuals,^,*,,Difference - 12 month rolling average,Metric change - monthly,-38.0
2023-04-30,Priority Individuals,Priority,Individuals,,*,,Difference - 12 month rolling average,Metric change - monthly,-25.53846153846098
2023-05-31,Priority Individuals,Priority,Individuals,^,*,,Difference - 12 month rolling average,Metric change - monthly,-14.153846153845734
2023-06-30,Priority Individuals,Priority,Individuals,,*,,Difference - 12 month rolling average,Metric change - monthly,-11.615384615384755
2023-07-31,Priority Individuals,Priority,Individuals,,*,,Difference - 12 month rolling average,Metric change - monthly,-58.53846153846098
2023-08-31,Priority Individuals,Priority,Individuals,^,*,,Difference - 12 month rolling average,Metric change - monthly,-15.076923076923777
2023-09-30,Priority Individuals,Priority,Individuals,,*,,Difference - 12 month rolling average,Metric change - monthly,-14.692307692306713
2020-01-31,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average (per cent),Metric change - monthly,0.30786453960257487
2020-01-31,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average (per cent),Metric change - monthly,0.0
2020-01-31,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average (per cent),Metric change - monthly,0.0
2020-01-31,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average (per cent),Metric change - monthly,0.0
2020-01-31,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average (per cent),Metric change - monthly,0.0
2020-01-31,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average (per cent),Metric change - monthly,0.0
2020-01-31,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average (per cent),Metric change - monthly,0.0
2020-08-31,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average (per cent),Metric change - monthly,14.848642873906485
2020-09-30,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average (per cent),Metric change - monthly,-3.1249890783236847
2020-09-30,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average (per cent),Metric change - monthly,0.0
2020-09-30,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average (per cent),Metric change - monthly,0.0
2020-09-30,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average (per cent),Metric change - monthly,0.0
2020-09-30,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average (per cent),Metric change - monthly,0.0
2020-09-30,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average (per cent),Metric change - monthly,0.0
2021-03-31,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average (per cent),Metric change - monthly,16.39745011340053
