SA1_CODE_2021,M_Neg_Nil_inc_15_19_yr,M_Neg_Nil_inc_20_24_yr,M_Neg_Nil_inc_25_34_yr,M_Neg_Nil_inc_35_44_yr,M_Neg_Nil_inc_45_54_yr,M_Neg_Nil_inc_55_64_yr,M_Neg_Nil_inc_65_74_yr,M_Neg_Nil_inc_75_84_yr,M_Neg_Nil_inc_85_yr_over,M_Neg_Nil_inc_Tot,M_1_149_15_19_yr,M_1_149_20_24_yr,M_1_149_25_34_yr,M_1_149_35_44_yr,M_1_149_45_54_yr,M_1_149_55_64_yr,M_1_149_65_74_yr,M_1_149_75_84_yr,M_1_149_85_yr_over,M_1_149_Tot,M_150_299_15_19_yr,M_150_299_20_24_yr,M_150_299_25_34_yr,M_150_299_35_44_yr,M_150_299_45_54_yr,M_150_299_55_64_yr,M_150_299_65_74_yr,M_150_299_75_84_yr,M_150_299_85_yr_over,M_150_299_Tot,M_300_399_15_19_yr,M_300_399_20_24_yr,M_300_399_25_34_yr,M_300_399_35_44_yr,M_300_399_45_54_yr,M_300_399_55_64_yr,M_300_399_65_74_yr,M_300_399_75_84_yr,M_300_399_85_yr_over,M_300_399_Tot,M_400_499_15_19_yr,M_400_499_20_24_yr,M_400_499_25_34_yr,M_400_499_35_44_yr,M_400_499_45_54_yr,M_400_499_55_64_yr,M_400_499_65_74_yr,M_400_499_75_84_yr,M_400_499_85_yr_over,M_400_499_Tot,M_500_649_15_19_yr,M_500_649_20_24_yr,M_500_649_25_34_yr,M_500_649_35_44_yr,M_500_649_45_54_yr,M_500_649_55_64_yr,M_500_649_65_74_yr,M_500_649_75_84_yr,M_500_649_85_yr_over,M_500_649_Tot,M_650_799_15_19_yr,M_650_799_20_24_yr,M_650_799_25_34_yr,M_650_799_35_44_yr,M_650_799_45_54_yr,M_650_799_55_64_yr,M_650_799_65_74_yr,M_650_799_75_84_yr,M_650_799_85_yr_over,M_650_799_Tot,M_800_999_15_19_yr,M_800_999_20_24_yr,M_800_999_25_34_yr,M_800_999_35_44_yr,M_800_999_45_54_yr,M_800_999_55_64_yr,M_800_999_65_74_yr,M_800_999_75_84_yr,M_800_999_85_yr_over,M_800_999_Tot,M_1000_1249_15_19_yr,M_1000_1249_20_24_yr,M_1000_1249_25_34_yr,M_1000_1249_35_44_yr,M_1000_1249_45_54_yr,M_1000_1249_55_64_yr,M_1000_1249_65_74_yr,M_1000_1249_75_84_yr,M_1000_1249_85_yr_over,M_1000_1249_Tot,M_1250_1499_15_19_yr,M_1250_1499_20_24_yr,M_1250_1499_25_34_yr,M_1250_1499_35_44_yr,M_1250_1499_45_54_yr,M_1250_1499_55_64_yr,M_1250_1499_65_74_yr,M_1250_1499_75_84_yr,M_1250_1499_85_yr_over,M_1250_1499_Tot,M_1500_1749_15_19_yr,M_1500_1749_20_24_yr,M_1500_1749_25_34_yr,M_1500_1749_35_44_yr,M_1500_1749_45_54_yr,M_1500_1749_55_64_yr,M_1500_1749_65_74_yr,M_1500_1749_75_84_yr,M_1500_1749_85_yr_over,M_1500_1749_Tot,M_1750_1999_15_19_yr,M_1750_1999_20_24_yr,M_1750_1999_25_34_yr,M_1750_1999_35_44_yr,M_1750_1999_45_54_yr,M_1750_1999_55_64_yr,M_1750_1999_65_74_yr,M_1750_1999_75_84_yr,M_1750_1999_85_yr_over,M_1750_1999_Tot,M_2000_2999_15_19_yr,M_2000_2999_20_24_yr,M_2000_2999_25_34_yr,M_2000_2999_35_44_yr,M_2000_2999_45_54_yr,M_2000_2999_55_64_yr,M_2000_2999_65_74_yr,M_2000_2999_75_84_yr,M_2000_2999_85_yr_over,M_2000_2999_Tot,M_3000_3499_15_19_yr,M_3000_3499_20_24_yr,M_3000_3499_25_34_yr,M_3000_3499_35_44_yr,M_3000_3499_45_54_yr,M_3000_3499_55_64_yr,M_3000_3499_65_74_yr,M_3000_3499_75_84_yr,M_3000_3499_85_yr_over,M_3000_3499_Tot,M_3500_more_15_19_yr,M_3500_more_20_24_yr,M_3500_more_25_34_yr,M_3500_more_35_44_yr,M_3500_more_45_54_yr,M_3500_more_55_64_yr,M_3500_more_65_74_yr,M_3500_more_75_84_yr,M_3500_more_85_yr_over,M_3500_more_Tot,M_Personal_inc_ns_15_19_yr,M_Personal_inc_ns_20_24_yr,M_Personal_inc_ns_25_34_yr,M_Personal_inc_ns_35_44_yr,M_Personal_inc_ns_45_54_yr,M_Personal_inc_ns_55_64_yr,M_Personal_inc_ns_65_74_yr,M_Personal_inc_ns_75_84_yr,M_Personal_inc_ns_85_yr_over,M_Personal_inc_ns_Tot,M_OS_vis_15_19_yr,M_OS_vis_20_24_yr,M_OS_vis_25_34_yr,M_OS_vis_35_44_yr,M_OS_vis_45_54_yr,M_OS_vis_55_64_yr,M_OS_vis_65_74_yr,M_OS_vis_75_84_yr,M_OS_vis_85_yr_over,M_OS_vis_Tot,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Neg_Nil_inc_15_19_yr,F_Neg_Nil_inc_20_24_yr,F_Neg_Nil_inc_25_34_yr,F_Neg_Nil_inc_35_44_yr,F_Neg_Nil_inc_45_54_yr,F_Neg_Nil_inc_55_64_yr,F_Neg_Nil_inc_65_74_yr,F_Neg_Nil_inc_75_84_yr,F_Neg_Nil_inc_85_yr_over,F_Neg_Nil_inc_Tot,F_1_149_15_19_yr,F_1_149_20_24_yr,F_1_149_25_34_yr,F_1_149_35_44_yr,F_1_149_45_54_yr,F_1_149_55_64_yr,F_1_149_65_74_yr,F_1_149_75_84_yr,F_1_149_85_yr_over,F_1_149_Tot
50101100101,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,4,0,0,0,12,0,0,0,0,3,0,0,0,0,11,0,0,4,0,0,0,4,0,0,14,0,0,0,0,3,3,4,3,0,13,0,0,5,5,3,4,0,3,0,22,0,0,4,0,0,0,3,0,0,7,0,0,0,3,0,3,3,0,0,10,0,0,0,3,3,0,0,0,0,6,0,0,0,6,4,7,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,10,5,0,0,5,6,3,4,3,0,20,0,0,0,0,0,0,0,0,0,0,11,7,18,26,30,32,30,14,0,168,6,0,0,0,5,3,0,0,0,10,5,0,0,0,0,0,0,0,0,4
50101100102,10,0,0,0,6,0,0,0,0,13,9,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,8,0,0,16,0,0,0,0,0,0,3,3,0,10,4,0,0,3,3,3,6,4,0,27,0,4,3,4,0,0,3,0,0,19,0,5,4,3,3,6,0,3,0,28,0,0,4,16,7,6,4,0,0,50,0,0,7,14,7,0,6,0,0,31,0,0,4,16,11,9,3,0,0,42,0,0,0,13,8,0,0,0,0,29,0,0,4,37,15,13,4,0,0,82,0,0,3,11,9,0,0,0,0,23,0,0,4,7,8,0,0,0,0,17,0,4,7,12,3,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,25,15,55,136,89,53,38,17,9,434,5,0,10,16,0,4,4,0,0,46,11,0,0,4,3,0,3,0,0,30
50101100103,0,0,0,0,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,14,0,0,0,4,0,5,10,12,0,27,0,0,0,0,0,3,8,9,6,24,0,0,0,0,0,5,9,8,9,31,0,0,0,4,0,5,6,3,0,24,0,0,0,0,0,4,4,0,0,12,0,0,0,0,0,3,5,3,0,10,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,3,5,18,0,0,0,0,0,0,0,0,0,0,3,4,8,10,19,39,56,47,22,203,0,0,0,4,4,5,0,6,0,17,0,0,0,0,0,0,0,0,0,4
50101100104,3,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,4,9,0,3,0,0,0,6,10,11,7,33,0,0,0,0,0,0,4,6,0,15,0,0,4,0,4,5,5,6,4,23,0,0,4,0,5,3,5,0,0,22,0,0,4,0,0,3,4,0,0,12,0,0,3,5,0,4,3,0,0,17,0,0,5,0,0,3,0,0,0,8,0,0,0,3,0,5,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,6,0,0,0,10,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,6,0,0,0,3,6,0,5,6,0,14,0,3,3,5,0,0,4,0,0,13,3,7,25,20,24,43,50,29,16,215,0,0,0,0,0,6,0,3,0,10,0,3,0,0,0,3,5,3,0,10
50101100105,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,11,0,0,0,0,5,0,6,3,0,19,0,0,0,0,0,3,5,3,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,3,0,0,8,0,3,0,0,0,0,3,0,0,12,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,3,0,4,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,5,5,12,16,19,40,11,9,122,4,0,0,0,0,4,3,0,3,11,0,0,0,0,0,0,0,0,0,3
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100107,0,0,0,0,3,0,0,0,0,11,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,6,0,0,12,0,0,0,4,3,4,0,6,0,21,0,0,0,0,6,3,10,4,0,24,0,0,0,0,0,6,5,0,0,17,0,0,0,5,0,4,4,0,0,7,0,0,5,3,7,0,3,0,0,19,0,0,0,0,0,4,0,0,0,12,0,0,0,3,0,0,0,0,0,11,0,0,0,0,3,0,4,0,0,9,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,6,0,0,0,0,0,6,0,0,0,12,0,0,3,0,0,0,0,0,0,4,15,4,18,21,29,42,38,17,3,184,0,0,4,0,4,3,3,0,0,16,0,0,0,0,0,4,4,0,0,15
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100109,6,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,6,0,0,13,3,4,0,0,0,3,3,0,0,20,0,0,0,0,3,0,6,5,0,15,0,0,0,0,3,12,7,0,0,27,0,0,4,3,6,4,0,0,0,20,0,0,6,0,0,6,4,0,0,21,0,4,0,0,8,5,0,3,0,20,0,0,0,5,3,0,0,0,0,8,0,0,0,0,3,0,4,0,0,10,0,0,4,3,10,6,0,0,0,13,0,0,4,0,0,0,0,0,0,4,0,0,0,3,0,6,0,0,0,10,0,0,0,8,6,4,3,3,0,17,0,0,0,0,0,0,0,0,0,0,14,7,20,29,48,49,48,14,0,229,7,0,0,0,4,0,4,0,0,16,3,0,0,5,4,0,4,0,0,13
50101100110,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,3,0,0,0,7,0,0,0,0,5,6,4,0,0,14,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,3,0,0,0,5,0,0,0,3,0,4,0,3,0,10,0,0,3,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,5,0,0,0,9,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,14,12,18,24,20,4,3,104,0,0,0,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0
