SA1_CODE_2021,P_400_499_15_19_yr,P_400_499_20_24_yr,P_400_499_25_34_yr,P_400_499_35_44_yr,P_400_499_45_54_yr,P_400_499_55_64_yr,P_400_499_65_74_yr,P_400_499_75_84_yr,P_400_499_85_yr_over,P_400_499_Tot,P_500_649_15_19_yr,P_500_649_20_24_yr,P_500_649_25_34_yr,P_500_649_35_44_yr,P_500_649_45_54_yr,P_500_649_55_64_yr,P_500_649_65_74_yr,P_500_649_75_84_yr,P_500_649_85_yr_over,P_500_649_Tot,P_650_799_15_19_yr,P_650_799_20_24_yr,P_650_799_25_34_yr,P_650_799_35_44_yr,P_650_799_45_54_yr,P_650_799_55_64_yr,P_650_799_65_74_yr,P_650_799_75_84_yr,P_650_799_85_yr_over,P_650_799_Tot,P_800_999_15_19_yr,P_800_999_20_24_yr,P_800_999_25_34_yr,P_800_999_35_44_yr,P_800_999_45_54_yr,P_800_999_55_64_yr,P_800_999_65_74_yr,P_800_999_75_84_yr,P_800_999_85_yr_over,P_800_999_Tot,P_1000_1249_15_19_yr,P_1000_1249_20_24_yr,P_1000_1249_25_34_yr,P_1000_1249_35_44_yr,P_1000_1249_45_54_yr,P_1000_1249_55_64_yr,P_1000_1249_65_74_yr,P_1000_1249_75_84_yr,P_1000_1249_85_yr_over,P_1000_1249_Tot,P_1250_1499_15_19_yr,P_1250_1499_20_24_yr,P_1250_1499_25_34_yr,P_1250_1499_35_44_yr,P_1250_1499_45_54_yr,P_1250_1499_55_64_yr,P_1250_1499_65_74_yr,P_1250_1499_75_84_yr,P_1250_1499_85_yr_over,P_1250_1499_Tot,P_1500_1749_15_19_yr,P_1500_1749_20_24_yr,P_1500_1749_25_34_yr,P_1500_1749_35_44_yr,P_1500_1749_45_54_yr,P_1500_1749_55_64_yr,P_1500_1749_65_74_yr,P_1500_1749_75_84_yr,P_1500_1749_85_yr_over,P_1500_1749_Tot,P_1750_1999_15_19_yr,P_1750_1999_20_24_yr,P_1750_1999_25_34_yr,P_1750_1999_35_44_yr,P_1750_1999_45_54_yr,P_1750_1999_55_64_yr,P_1750_1999_65_74_yr,P_1750_1999_75_84_yr,P_1750_1999_85_yr_over,P_1750_1999_Tot,P_2000_2999_15_19_yr,P_2000_2999_20_24_yr,P_2000_2999_25_34_yr,P_2000_2999_35_44_yr,P_2000_2999_45_54_yr,P_2000_2999_55_64_yr,P_2000_2999_65_74_yr,P_2000_2999_75_84_yr,P_2000_2999_85_yr_over,P_2000_2999_Tot,P_3000_3499_15_19_yr,P_3000_3499_20_24_yr,P_3000_3499_25_34_yr,P_3000_3499_35_44_yr,P_3000_3499_45_54_yr,P_3000_3499_55_64_yr,P_3000_3499_65_74_yr,P_3000_3499_75_84_yr,P_3000_3499_85_yr_over,P_3000_3499_Tot,P_3500_more_15_19_yr,P_3500_more_20_24_yr,P_3500_more_25_34_yr,P_3500_more_35_44_yr,P_3500_more_45_54_yr,P_3500_more_55_64_yr,P_3500_more_65_74_yr,P_3500_more_75_84_yr,P_3500_more_85_yr_over,P_3500_more_Tot,P_Personal_inc_ns_15_19_yr,P_Personal_inc_ns_20_24_yr,P_Personal_inc_ns_25_34_yr,P_Personal_inc_ns_35_44_yr,P_Personal_inc_ns_45_54_yr,P_Personal_inc_ns_55_64_yr,P_Personal_inc_ns_65_74_yr,P_Personal_inc_ns_75_84_yr,P_Personal_inc_ns_85_yr_over,P_Personal_inc_ns_Tot,P_OS_vis_15_19_yr,P_OS_vis_20_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_OS_vis_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
50101100114,7,3,9,9,4,4,9,0,0,33,0,4,5,4,6,12,4,5,0,45,3,4,0,10,12,10,6,0,0,40,0,0,7,4,17,11,0,0,5,40,0,0,3,8,17,11,0,0,0,45,0,0,4,14,9,3,0,0,0,31,0,0,0,11,6,3,0,0,0,23,0,0,0,4,11,3,0,0,0,19,0,0,4,7,8,5,4,0,0,32,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,4,0,4,10,18,6,6,3,0,53,0,0,0,0,0,0,0,0,0,0,26,13,49,104,113,86,39,18,12,464
50101100115,0,0,3,3,0,8,7,0,0,22,0,0,5,4,0,0,3,3,0,27,0,4,3,10,6,6,9,0,0,42,0,0,5,5,5,6,5,0,0,31,0,0,0,9,3,5,0,0,0,24,0,0,0,4,4,7,0,0,0,22,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,3,5,0,4,0,0,0,11,0,0,0,3,0,4,0,0,0,8,0,0,0,5,0,5,0,0,0,12,5,0,7,7,13,9,6,5,0,43,0,0,3,0,0,0,0,0,0,3,20,10,31,57,51,63,66,20,5,325
50101100116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100301,0,0,0,0,6,4,5,3,0,22,0,0,7,0,3,5,3,7,0,21,4,0,0,0,0,0,0,3,3,12,0,0,4,5,3,0,3,0,0,25,0,0,3,3,0,0,0,0,0,12,0,5,8,5,0,3,0,0,3,23,0,0,0,0,0,4,4,0,0,6,0,0,0,0,0,0,3,0,0,7,0,0,0,6,0,0,5,0,0,12,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,5,4,0,0,6,3,0,0,0,3,6,0,6,0,22,0,0,0,0,0,0,0,0,0,0,14,7,22,21,17,47,37,32,12,216
50101100302,0,0,0,0,3,0,3,5,0,14,0,0,0,7,6,0,4,4,0,27,0,6,0,9,5,6,3,0,0,26,0,0,6,5,0,5,4,0,0,19,0,0,0,3,3,8,0,0,0,17,0,0,4,5,0,0,0,0,0,14,0,0,0,4,3,8,4,0,0,19,0,0,0,0,6,0,0,0,0,11,0,0,4,3,11,5,0,0,0,21,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,24,8,20,56,48,31,31,17,0,234
50101100303,3,4,0,0,0,4,13,0,0,26,4,0,0,5,3,6,12,9,0,44,0,0,0,0,3,5,3,4,0,16,0,0,0,4,6,7,0,4,0,23,0,0,3,4,4,0,4,0,0,13,0,0,0,4,4,3,0,0,0,12,0,0,3,3,7,3,0,0,0,16,0,0,0,0,4,5,0,0,0,10,0,0,6,5,7,4,4,0,0,16,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,4,0,0,0,4,0,0,5,0,0,6,4,4,0,18,0,0,0,0,0,0,0,0,0,0,13,7,13,37,45,65,68,32,4,288
50101100304,3,0,3,0,0,0,3,0,0,16,0,0,0,0,4,4,3,0,0,19,4,4,6,3,4,4,4,0,0,22,0,0,0,0,5,3,0,0,0,15,0,0,0,0,6,5,0,0,0,12,0,0,0,5,3,0,0,0,0,9,0,0,4,0,3,4,0,0,0,9,0,0,0,4,5,0,0,0,0,9,0,0,3,8,4,0,0,0,0,19,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,4,0,3,4,0,4,5,4,0,30,0,0,0,0,0,0,0,0,0,0,25,9,34,33,40,28,29,10,0,210
50101100305,0,0,0,3,0,0,3,0,0,16,0,0,0,0,3,8,0,3,0,17,0,0,0,5,0,3,7,0,0,19,0,0,0,3,3,3,4,0,3,19,4,0,0,5,0,8,0,0,0,25,0,0,4,0,3,0,0,0,0,13,0,0,6,0,5,5,0,0,0,19,0,0,0,0,0,0,0,0,0,11,0,0,7,0,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,3,3,7,10,0,9,3,0,36,0,0,0,0,0,0,0,0,0,0,21,10,28,33,43,50,40,19,6,247
50101100306,0,0,0,0,4,11,0,3,0,29,0,0,4,4,0,6,9,0,0,30,0,5,7,4,9,3,6,0,0,27,0,0,5,3,5,8,3,4,0,32,0,0,0,10,6,13,0,3,0,31,0,0,0,6,4,4,4,0,0,16,0,0,5,5,4,3,0,0,0,17,0,5,3,5,3,3,0,0,0,19,0,0,5,5,9,6,0,0,0,26,0,0,0,0,0,3,0,0,0,7,0,0,4,0,0,0,0,0,0,17,0,0,6,0,0,7,0,0,0,18,0,0,0,0,0,0,0,0,0,0,31,11,48,66,54,86,48,23,0,373
50101100307,0,0,0,0,4,0,3,0,0,11,3,0,4,0,0,0,3,0,0,16,0,0,4,4,0,0,4,0,0,16,0,0,4,5,4,7,3,5,0,21,0,0,0,4,0,9,3,0,0,19,0,0,0,9,7,4,4,0,0,21,0,0,0,3,4,0,0,0,0,11,0,0,0,5,4,3,0,0,0,7,0,0,0,7,10,5,4,0,0,30,0,0,0,3,0,0,0,0,0,4,0,0,0,4,9,6,0,0,0,15,5,0,0,3,0,4,8,0,0,16,0,0,0,0,0,0,0,0,0,3,17,4,21,44,43,51,41,21,0,247
50101100308,3,0,0,0,0,4,4,0,0,18,0,0,0,4,5,3,8,0,0,28,0,5,0,0,0,10,6,0,0,32,0,4,6,0,7,5,8,4,0,35,0,0,0,3,10,7,3,0,0,28,0,0,0,6,7,4,3,0,0,24,0,0,0,4,3,7,0,0,0,13,0,0,0,3,10,4,3,0,0,16,0,0,6,6,3,4,10,0,0,30,0,0,0,0,0,5,0,0,0,4,0,0,0,4,4,8,0,0,0,8,0,0,3,3,0,5,4,0,0,13,0,0,0,0,0,0,0,0,0,0,20,5,23,47,57,82,62,21,0,314
50101100310,0,0,0,0,3,0,3,3,0,17,3,3,0,3,0,6,10,0,0,31,0,0,5,4,4,7,5,0,0,29,0,3,8,5,0,7,7,5,0,36,0,0,6,15,10,5,9,5,0,54,0,0,3,5,5,5,3,0,0,24,0,0,0,4,5,0,8,3,0,15,0,0,0,7,3,0,0,0,0,16,0,0,3,3,10,12,3,0,0,28,0,0,0,3,0,0,0,0,0,7,0,0,0,9,9,3,9,0,0,28,3,4,0,0,0,9,0,4,0,14,0,0,0,0,0,0,0,0,0,0,29,15,38,51,60,76,86,31,4,388
50101100311,0,0,0,0,3,0,3,0,0,13,0,0,0,0,4,0,0,5,0,12,0,0,5,3,3,0,0,4,0,20,0,0,3,7,4,3,0,0,0,18,0,0,3,10,5,0,0,0,0,16,0,0,5,4,3,9,0,0,0,23,0,0,0,5,5,0,0,0,0,13,0,0,0,8,3,3,0,0,0,11,0,0,4,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,3,0,0,0,7,0,0,0,0,0,4,0,4,0,7,0,0,0,0,0,0,0,0,0,0,13,4,22,56,36,39,25,18,0,220
50101100312,0,0,0,6,4,5,6,5,0,26,0,0,0,0,3,6,11,8,3,33,0,0,0,4,6,3,7,0,0,26,0,0,5,7,0,3,10,4,0,26,0,3,3,5,0,3,7,0,0,19,0,0,7,3,6,3,0,3,0,24,0,0,0,3,3,9,6,0,0,19,0,0,0,3,0,0,0,0,0,6,0,0,3,6,4,0,0,0,0,12,0,0,0,4,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,15,0,0,10,7,3,3,4,6,3,40,0,0,0,0,0,0,0,0,0,0,14,6,31,56,44,45,72,44,13,317
50101100313,0,0,3,0,0,0,3,0,3,14,0,0,6,5,0,0,8,0,0,20,0,3,3,11,0,6,4,0,6,27,0,3,3,0,4,6,4,0,0,24,0,5,12,4,3,7,4,0,0,37,0,0,5,0,0,0,0,3,0,10,0,0,4,5,0,0,5,0,0,16,0,0,0,5,0,4,0,0,0,9,0,0,0,0,3,0,4,0,0,16,0,0,0,3,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,12,0,0,10,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,5,11,67,52,23,29,39,21,12,254
50101100314,0,0,0,0,0,4,3,0,0,8,0,0,0,0,3,0,0,0,0,14,0,0,5,3,4,9,4,0,0,21,0,0,7,0,6,0,3,0,0,17,0,0,6,4,5,5,0,0,0,23,0,0,6,6,0,3,0,0,0,13,0,0,0,3,4,3,0,0,0,9,0,0,0,0,0,6,0,0,0,12,0,0,6,4,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,8,0,0,0,6,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,9,7,40,36,28,54,29,7,6,213
50101100315,0,3,0,4,0,0,7,5,3,24,0,0,4,10,4,6,4,6,0,32,0,3,7,0,6,10,0,0,0,29,0,0,3,8,7,9,12,0,0,42,0,4,3,4,11,6,0,0,0,35,0,0,5,7,3,4,5,0,0,32,0,0,3,4,3,5,3,0,0,19,0,0,4,4,3,0,0,0,0,16,0,0,0,6,14,4,3,0,0,38,0,0,0,3,3,0,0,0,0,9,0,0,0,5,7,5,14,0,0,29,4,0,3,7,14,10,14,6,0,62,0,0,0,0,0,0,0,0,0,0,21,24,46,69,87,79,78,26,3,434
50101100316,0,0,0,0,0,0,8,3,0,7,0,0,3,5,0,4,5,0,0,17,0,0,0,6,0,4,3,0,0,22,0,0,4,0,3,0,7,0,0,20,0,0,4,6,7,12,4,0,0,34,0,0,3,3,5,6,3,0,0,20,0,0,0,5,6,0,0,0,0,15,0,0,0,0,4,4,0,0,0,10,0,0,0,9,11,4,0,0,0,32,0,0,0,0,0,0,3,0,0,5,0,0,0,3,4,6,0,0,0,16,4,0,4,5,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,14,0,33,42,50,57,53,16,3,274
50101100317,0,0,0,3,3,0,10,0,3,22,0,0,0,0,3,7,8,5,0,30,0,0,3,3,12,3,3,0,0,31,4,4,3,0,10,6,9,0,0,36,0,0,3,10,4,4,5,5,0,24,0,0,3,10,12,9,4,0,0,39,0,0,6,5,11,4,5,0,0,28,0,0,9,5,8,8,0,0,0,30,0,0,6,3,12,14,9,0,0,44,0,0,0,0,0,6,0,0,0,6,0,0,0,6,9,4,0,0,0,31,3,0,3,0,9,5,4,0,0,23,0,0,0,0,0,0,0,0,0,0,33,12,46,59,98,90,66,19,7,431
50101100319,0,0,0,0,0,7,0,4,3,14,0,0,0,0,0,0,11,10,0,23,0,3,0,0,4,0,8,5,0,15,0,0,7,0,0,0,4,0,0,16,0,0,0,4,4,0,13,3,0,31,0,0,4,0,5,3,5,3,0,15,0,0,0,0,6,12,0,7,0,24,0,0,3,0,4,6,3,0,0,17,0,0,5,6,6,4,0,0,0,17,0,0,0,0,0,5,0,0,0,10,0,0,0,5,7,5,0,0,0,26,0,0,3,0,0,0,8,4,0,16,0,0,0,0,0,0,0,0,0,0,16,4,30,21,43,47,64,47,8,277
50101100320,0,0,4,4,0,0,23,14,6,59,0,0,0,8,3,4,13,8,0,39,0,3,7,8,7,8,9,4,0,52,0,0,4,9,11,15,12,5,0,43,0,3,8,9,3,6,3,5,0,36,0,0,7,9,11,7,6,0,0,36,0,0,3,6,6,3,0,0,0,30,0,0,0,6,8,10,0,0,0,23,0,0,6,13,6,14,0,0,0,47,0,0,0,4,6,0,0,0,0,4,0,0,0,9,8,0,0,0,0,18,3,5,4,8,4,5,3,0,0,23,0,0,0,0,0,0,0,0,0,0,30,16,48,99,76,76,96,42,9,493
50101100321,4,0,0,4,8,0,0,0,0,18,0,3,4,0,3,0,0,0,0,15,0,4,0,9,3,3,3,4,3,21,0,5,6,6,11,3,5,4,0,46,0,0,7,7,9,3,0,0,0,26,0,0,0,5,5,3,5,0,0,27,0,0,3,0,12,10,0,0,0,27,0,0,6,10,4,4,0,0,0,21,0,0,0,9,17,0,0,0,0,25,0,0,0,3,0,0,0,0,0,7,0,0,0,9,9,8,0,0,0,24,3,0,0,0,5,0,7,0,0,23,0,0,0,0,0,0,0,0,0,0,38,8,26,63,91,50,48,15,0,356
