SA1_CODE_2021,Tot_Mgr,Tot_Pfn,Tot_Tch_trwk,Tot_Co_Pswk,Tot_Cl_Adwk,Tot_Sal,Tot_MchOp,Tot_Lab,Tot_Inad_ns,Tot_To
50101100328,54,72,81,50,46,47,27,45,0,422
50101100329,24,42,44,32,26,26,8,28,3,240
50101100330,35,32,19,18,17,13,3,12,3,147
50101100331,54,54,93,45,25,26,9,42,10,351
50101100332,43,24,9,12,14,10,0,9,0,126
50101100401,31,54,32,29,24,27,16,16,0,226
50101100405,42,92,39,34,28,30,3,19,0,298
50101100406,40,58,40,28,22,15,10,36,6,247
50101100407,35,25,39,26,17,19,4,31,0,190
50101100408,36,40,39,25,22,26,7,37,6,228
50101100410,72,49,104,97,45,44,33,84,10,530
50101100411,18,18,23,17,6,16,9,60,0,165
50101100412,23,45,38,20,16,15,3,21,6,191
50101100413,42,80,54,44,37,36,13,33,3,331
50101100414,40,66,33,31,26,18,15,18,3,264
50101100416,62,70,47,21,21,21,6,30,0,280
50101100417,35,81,42,25,16,26,14,34,5,285
50101100418,12,23,7,13,5,12,7,9,0,95
50101100419,18,26,22,28,10,17,15,18,0,154
50101100420,22,36,40,37,15,26,14,26,4,220
50101100421,24,41,31,19,14,20,11,29,7,200
50101100422,46,52,69,53,26,26,20,48,3,346
50101100423,0,0,0,0,0,0,0,0,0,0
50101100424,13,31,24,24,14,18,12,35,0,167
50101100425,17,17,26,27,6,13,8,25,0,137
50101100426,19,28,30,39,10,12,9,34,3,180
50101100427,27,54,42,26,25,24,17,34,0,243
50101100428,0,4,6,0,0,0,0,0,0,8
50101100429,16,36,20,12,15,3,8,17,0,127
50101129301,18,23,25,20,16,21,15,22,5,173
50101129302,13,19,13,5,10,8,0,7,5,80
50101129303,15,18,28,15,3,14,15,28,0,146
50101129304,14,17,14,16,11,12,11,22,4,124
50101129305,4,11,20,14,8,12,8,7,0,87
50101129306,39,35,36,19,22,16,15,24,3,198
50101129307,3,0,4,5,0,0,0,6,0,18
50101129308,0,3,5,14,4,10,3,10,4,40
50101129309,6,9,6,3,0,4,0,5,4,33
50101129310,18,47,42,32,22,25,23,38,9,248
50101129311,0,5,4,0,0,0,0,0,0,11
50101129312,20,27,20,8,7,10,3,13,3,104
50101129313,22,16,14,4,15,4,0,5,0,77
50101129314,22,22,43,16,26,19,11,28,3,189
50101129315,21,35,49,36,30,37,16,34,6,259
50101129316,21,26,17,20,23,17,10,14,6,154
50101129317,5,12,19,16,5,14,3,17,0,91
50101129318,15,24,36,19,16,23,11,18,0,153
50101129319,13,24,18,15,35,19,5,17,3,149
50101129320,35,51,37,22,27,11,8,18,5,214
50101129321,19,17,16,20,8,15,7,19,0,123
50101129322,9,21,36,33,20,20,14,21,0,181
50101129323,12,18,8,6,8,15,4,8,5,83
50101129324,15,35,30,36,28,28,10,30,0,215
50101129325,16,25,34,20,17,14,9,20,3,161
50101129326,17,23,39,12,24,14,16,22,9,187
50101129327,25,29,39,11,20,23,19,36,3,214
50101129328,18,29,35,21,16,12,22,36,3,188
50101129329,32,46,26,40,18,18,11,28,5,233
50101129401,12,10,14,9,10,7,13,8,0,76
50101129402,15,20,38,13,18,12,10,10,3,138
50101129403,0,0,4,0,4,0,0,4,0,15
50101129404,13,23,21,26,25,15,15,33,3,175
50101129405,13,20,45,52,30,35,8,29,0,238
50101129406,13,23,35,27,25,19,4,31,4,189
50101129407,21,12,12,13,11,3,9,12,3,105
50101129408,16,19,38,24,5,13,21,33,6,174
50101129409,18,42,26,19,22,19,5,19,3,172
50101129410,11,8,22,23,14,24,10,31,3,149
50101129411,22,25,33,23,18,14,7,33,0,178
50101129412,9,17,23,28,12,19,13,29,7,162
50101129413,14,18,30,26,17,19,16,36,0,174
50101129414,12,20,13,11,10,9,7,10,3,94
50101129415,23,43,24,20,19,15,14,11,5,162
50101129416,45,68,43,42,46,25,11,31,6,313
50101129417,18,19,26,15,17,11,4,4,4,125
50101129418,17,23,19,11,13,13,10,13,3,119
50101129419,35,48,89,62,40,37,32,45,4,393
50101129420,16,15,22,18,15,15,8,16,0,128
50101129421,5,14,29,20,14,9,17,19,0,126
50101129422,22,27,25,25,20,29,5,18,0,175
50101129423,13,14,13,14,11,4,8,15,0,99
50101129424,0,8,3,9,5,0,8,0,0,39
50101129425,13,48,23,25,17,33,23,19,9,199
50101129426,21,26,46,39,25,19,13,37,6,230
50101129427,7,7,6,6,3,3,8,0,0,46
50101129428,20,28,26,24,10,18,4,22,6,161
50101129429,53,29,65,28,31,36,31,31,4,305
50101129430,12,24,32,28,10,19,21,20,0,173
50101129431,16,14,26,14,18,29,15,17,0,145
50101129432,11,25,20,9,9,4,6,10,0,94
50101129433,17,24,31,28,20,10,10,26,0,177
50101129434,3,14,17,18,10,16,12,14,0,109
50101129435,32,42,39,31,22,33,19,24,9,242
50101129436,10,20,18,23,14,16,11,14,4,129
50101129437,18,28,27,11,6,12,18,21,4,149
50101129438,18,3,21,12,3,0,0,23,0,89
50101129439,0,12,19,17,11,5,3,11,0,82
50101129440,28,43,48,48,32,35,21,44,4,290
50101129441,9,41,43,35,16,22,25,30,0,224
50101129442,23,31,47,33,13,29,14,29,4,218
50101129443,24,43,42,31,30,22,23,34,3,250
50101129444,33,52,52,57,20,20,18,38,4,295
50101129445,28,36,37,32,23,29,19,12,0,224
50101129446,18,19,36,25,11,18,5,18,4,148
50101129447,38,39,25,19,24,7,8,17,6,186
50101129448,23,44,46,30,23,18,13,25,3,222
50101129449,21,38,11,19,20,24,11,17,5,156
50101129450,11,26,24,16,22,14,4,15,0,127
50101129451,10,23,30,22,14,11,10,31,3,158
50101129452,0,3,0,0,0,0,3,0,0,16
50102100502,34,57,107,76,42,57,69,68,7,521
50102100504,11,16,20,16,6,4,7,9,0,94
50102100505,0,0,0,0,0,0,0,0,0,0
50102100506,8,18,28,3,9,4,0,15,0,84
50102100507,0,0,0,0,0,0,0,0,0,0
50102100508,14,25,22,20,16,8,26,24,3,158
50102100509,25,65,57,38,38,28,35,35,0,334
50102100510,59,83,163,95,93,65,87,87,19,753
50102100511,11,27,30,12,16,15,14,16,3,148
50102100512,9,13,26,11,10,0,10,15,3,95
50102100513,11,42,35,29,15,8,16,14,0,173
50102100514,27,29,55,30,27,24,38,37,10,280
50102100515,0,0,0,0,0,0,0,0,0,0
50102100516,18,28,30,8,19,10,6,16,0,136
50102100517,3,17,10,16,17,9,14,11,3,110
50102100518,36,80,57,36,50,27,35,40,0,359
50102100519,32,53,37,32,24,24,15,33,0,242
50102100520,15,29,30,21,15,16,15,21,4,165
50102100521,14,32,23,20,13,21,9,22,5,155
50102100522,10,20,31,8,12,12,23,12,4,132
50102100524,10,14,36,23,18,13,26,22,0,153
50102100525,9,14,25,13,8,5,16,16,3,112
50102100526,14,7,29,16,8,14,21,19,0,134
50102100527,16,32,31,19,18,16,13,25,0,169
50102100528,7,13,22,14,15,12,12,7,0,93
50102100529,8,10,33,14,18,14,29,25,3,151
50102100530,23,62,66,21,46,34,35,31,5,312
50102100531,26,36,43,20,25,25,10,19,3,209
50102100532,16,28,37,16,27,12,19,12,0,163
50102100533,48,100,155,68,87,67,73,82,14,696
50102100534,31,50,49,30,44,24,27,45,0,304
50102100536,14,25,25,18,14,18,11,22,0,146
50102100537,6,29,36,17,27,17,7,16,0,152
50102100538,18,35,39,27,24,10,13,16,3,196
50102100539,17,19,39,16,22,7,21,14,4,151
50102100540,16,32,45,32,38,20,19,15,3,219
50102100541,11,14,34,12,14,4,16,8,0,105
50102100542,3,6,12,19,3,3,20,9,0,77
50102100543,14,17,26,32,18,16,16,18,4,161
50102100544,4,16,28,17,20,11,10,12,0,115
50102100545,12,22,31,20,10,17,26,22,0,173
50102100546,19,42,33,21,22,14,16,17,0,191
50102100547,0,0,0,0,0,0,0,0,0,0
50102100548,18,25,43,31,27,16,22,24,0,203
50102100549,3,11,22,9,15,14,12,19,0,115
50102100550,21,30,41,22,39,15,15,12,6,198
50102100551,7,17,34,28,21,18,23,20,0,164
50102100701,9,13,19,9,19,9,23,18,4,128
50102100702,38,25,24,12,15,7,12,29,0,161
50102100704,10,23,37,41,17,22,31,36,4,226
50102100705,16,10,20,7,12,8,15,20,0,109
50102100706,44,13,14,11,17,6,16,13,4,133
50102100708,22,35,50,41,26,23,33,29,0,263
50102100709,27,30,31,13,20,16,18,19,3,178
50102100710,48,36,42,14,28,13,27,34,3,247
50102100711,16,28,25,28,8,12,15,28,6,158
50102100713,14,27,39,25,25,21,26,41,0,219
50102100714,10,22,33,24,19,18,27,29,0,181
50102100715,13,24,16,14,17,3,0,9,0,97
50102100716,11,13,32,22,9,12,10,12,0,115
50102100717,25,39,17,28,12,4,12,14,0,149
50102100718,20,17,24,11,12,5,12,11,0,113
50102100801,9,6,27,27,27,23,19,33,0,173
50102100802,19,21,54,36,21,25,33,54,4,270
50102100803,15,38,23,21,24,3,5,14,8,153
50102100804,22,48,33,33,18,23,32,15,5,231
50102100805,14,41,29,19,19,29,22,21,5,205
50102100806,0,0,0,0,0,0,0,0,0,0
50102100807,7,9,38,18,14,21,21,55,4,190
50102100809,17,26,46,51,31,28,34,60,8,309
50102100810,19,37,32,33,20,7,13,49,6,220
50102100811,12,10,9,11,8,8,12,7,0,82
50102100812,3,13,22,20,7,16,22,25,4,131
50102100813,11,16,30,29,12,21,14,35,3,169
50102100814,4,11,23,19,17,16,20,34,3,143
50102100815,12,24,44,31,18,19,19,50,6,216
50102100816,7,13,23,17,3,15,12,21,4,118
50102100817,0,0,0,0,0,0,0,0,0,0
50102100818,7,7,14,11,7,3,9,4,5,67
50102100901,0,13,22,5,10,7,10,21,3,90
50102100902,6,6,42,15,7,12,30,25,6,149
50102100903,17,20,31,17,22,11,23,17,4,166
50102100904,5,9,15,12,0,6,14,28,0,96
50102100905,21,27,60,35,24,16,46,49,3,286
50102100906,3,0,23,12,8,13,25,13,0,101
50102100907,12,9,18,11,11,0,26,17,3,103
50102100908,7,3,24,22,8,13,25,34,0,132
50102100909,6,8,18,14,5,0,9,26,3,92
50102100910,0,0,0,0,0,0,0,0,0,4
50102100911,7,12,19,10,15,4,16,18,0,102
50102100912,9,11,30,16,10,8,20,24,3,129
50102100913,0,7,15,12,5,8,24,13,0,93
50102100914,18,10,28,12,10,6,17,13,4,120
50102100915,0,0,4,0,0,0,0,0,0,4
50102100916,12,13,27,17,15,9,29,23,9,160
50102100917,0,0,0,0,0,0,0,0,0,0
50102100918,4,13,15,7,7,3,8,11,7,69
50102100920,11,19,43,18,21,15,27,29,5,194
50102100921,4,0,0,0,0,0,0,0,0,3
50102100922,3,5,14,9,7,6,13,12,0,62
50102100923,11,22,50,10,13,19,27,17,6,173
50102100924,4,9,24,10,12,3,12,12,0,83
50102100925,12,9,40,16,14,13,34,17,3,149
50102100926,14,18,41,21,12,7,6,12,0,130
50102100927,4,9,9,24,4,13,18,20,0,101
50102100928,4,17,43,26,12,16,39,32,4,193
50102100929,4,4,31,21,3,10,15,15,0,117
50102100930,0,0,0,0,0,0,0,0,0,0
50102100931,35,26,91,21,26,14,34,36,9,305
50102101001,15,22,23,15,25,9,24,15,0,149
50102101002,76,62,49,37,38,9,20,18,6,320
50102101003,41,30,40,14,26,20,16,26,7,220
50102101005,20,38,63,31,45,18,38,43,0,299
50102101006,60,28,31,13,20,10,14,24,4,200
50102101008,29,33,43,17,27,17,41,33,3,247
50102101009,53,26,26,7,14,7,15,20,5,169
50102101101,0,0,0,0,0,0,0,0,0,5
50102101201,19,22,29,22,25,29,36,35,4,221
50102101202,18,26,35,27,16,16,21,30,0,195
50102101203,7,5,26,22,15,23,21,27,7,141
50102101204,4,11,29,19,20,16,33,30,3,167
50102101205,3,8,28,26,7,13,11,22,3,121
50102101206,13,15,31,18,17,14,13,22,0,148
50102101207,14,21,40,16,24,22,26,11,4,182
50102101208,4,9,21,15,14,17,13,20,6,118
50102101209,42,68,48,32,40,30,19,18,3,305
50102101210,17,27,19,12,21,16,0,13,0,121
50102101213,0,0,0,0,0,0,3,0,0,4
50102101214,20,28,32,30,24,19,18,27,4,204
50102101215,30,41,71,37,44,30,29,35,8,323
50102101216,17,37,38,25,38,37,47,31,4,273
50102101217,9,21,24,20,16,16,11,17,0,127
50102101218,19,37,49,24,27,20,20,28,5,228
50102101219,21,34,42,18,24,21,20,20,3,203
50102101220,14,24,47,31,29,24,28,36,4,239
50102101221,9,16,34,28,23,23,24,29,7,185
50102101222,23,22,38,39,26,38,23,32,0,248
50102101223,0,0,0,0,0,0,0,0,0,0
50102101224,12,39,36,23,32,18,20,17,3,200
50102101225,35,56,60,37,50,39,38,33,7,360
50102101226,3,0,0,0,0,0,0,0,0,3
50102101227,14,31,61,39,36,34,33,44,4,279
50102101228,18,21,39,16,14,19,13,17,0,163
50102101229,22,31,53,24,35,11,20,29,3,230
50102101230,26,76,96,46,46,24,37,48,11,415
50102101231,14,24,31,18,21,34,24,18,4,187
50102101401,17,10,26,23,12,8,18,26,0,140
50102101402,48,29,41,24,21,23,25,25,0,228
50102101404,16,22,41,21,20,8,24,65,10,216
50102101405,20,19,37,12,12,18,22,46,6,188
50102101406,3,8,14,8,3,5,17,41,0,99
50102101407,16,17,44,14,11,5,12,92,6,204
50102101408,3,4,18,11,4,3,16,55,0,117
50102101409,4,0,9,7,8,4,12,26,4,76
50102101410,15,10,24,14,21,5,19,16,5,129
50102101411,10,9,17,12,12,6,15,53,10,133
50102101412,15,25,49,20,16,12,31,24,5,185
50102101413,8,9,14,6,8,5,7,21,0,70
50102101414,3,0,13,5,4,6,11,7,0,48
50102101415,53,23,39,23,23,6,33,31,4,244
50102101416,22,16,14,7,10,4,10,18,6,107
50102101417,61,37,30,23,23,17,17,35,3,241
50102101418,43,18,39,20,12,9,16,31,5,192
50102101419,45,33,39,16,31,12,23,47,5,249
50102101420,34,37,53,22,33,14,27,35,4,264
50102101421,28,55,59,45,46,25,45,36,8,344
50102101423,3,18,38,17,15,4,24,27,3,143
50102101424,27,14,23,8,11,10,15,65,4,164
50102101425,30,26,46,16,32,8,20,18,3,200
50102101426,21,32,34,17,16,12,20,19,0,166
50102101427,4,5,5,3,5,8,10,19,4,66
50102101501,4,9,19,20,15,8,13,27,3,116
50102101502,12,21,40,31,17,22,8,22,3,178
50102101503,22,25,38,38,12,32,34,51,4,259
50102101504,8,10,26,15,15,17,9,19,3,128
50102101505,24,56,53,30,23,29,21,25,0,266
50102101506,0,0,0,0,0,0,0,0,0,0
50102101507,30,41,45,44,41,31,25,37,8,295
50102101508,31,34,32,33,33,16,17,30,0,222
50102101509,4,19,25,18,10,12,15,22,0,121
50102101510,15,38,44,15,24,30,18,26,0,210
50102101513,16,18,29,29,23,25,33,50,9,226
50102101514,13,20,59,43,23,30,40,57,0,294
50102101515,29,35,58,22,33,16,26,40,4,267
50102101516,0,0,0,0,0,0,0,0,0,0
50102101517,6,26,41,44,24,21,23,59,7,255
50102101518,17,20,23,12,17,12,20,10,0,138
50102101519,0,0,0,0,0,0,0,0,0,0
50102101520,6,18,28,16,4,8,14,20,0,118
50102101521,20,22,29,23,34,18,22,23,0,187
50102101601,7,10,35,11,16,10,21,11,4,122
50102101602,8,16,52,18,21,4,35,42,7,211
50102101603,4,10,11,4,0,6,12,8,0,59
50102101604,6,11,39,12,9,5,17,10,0,96
50102101605,0,5,9,10,3,0,17,23,4,72
50102101606,5,4,24,11,8,6,19,20,0,89
50102101607,16,16,48,27,17,13,40,20,3,196
50102101608,100,37,67,29,36,24,51,32,11,386
50102101609,13,10,34,26,10,6,17,23,4,150
50102101610,0,0,0,0,0,0,0,0,0,0
50102101611,17,25,50,21,25,15,32,34,15,228
50102101612,10,20,39,8,8,4,10,13,0,111
50102125101,22,52,65,38,49,23,30,48,5,330
50102125102,17,87,99,75,47,53,54,73,3,512
50102125103,9,28,15,18,14,20,9,22,4,142
50102125104,38,92,109,77,69,56,63,81,6,587
50102125105,47,78,50,36,38,27,9,28,0,314
50102125106,16,41,44,31,27,25,11,21,3,220
50102125107,30,65,21,18,18,17,20,22,9,211
50102125108,14,30,24,17,17,13,17,23,0,156
50102125109,13,38,38,27,19,16,10,7,0,179
50102125110,17,42,39,44,39,26,24,39,0,280
50102125111,28,41,26,25,10,5,8,12,6,175
50102125112,26,38,47,35,36,21,23,24,9,269
50102125113,26,33,64,37,46,19,23,24,0,282
50102125114,28,70,65,56,35,27,34,37,12,369
50102125115,12,31,38,28,19,20,22,32,0,201
50102125116,29,75,36,37,50,24,20,16,0,302
50102125117,32,69,44,23,30,19,15,16,0,261
50102125201,9,43,24,16,17,11,8,10,3,143
50102125202,10,29,31,9,17,12,11,14,0,132
50102125203,46,92,74,43,41,27,26,39,5,396
50102125204,44,43,56,30,38,22,23,29,0,287
50102125205,10,42,37,17,15,10,13,10,3,169
50102125206,14,27,18,12,15,10,9,18,0,129
50102125207,21,41,33,9,12,7,12,10,5,149
50102125208,10,17,22,12,12,4,4,4,0,92
50102125301,44,112,38,32,39,28,17,32,4,346
50102125302,17,29,35,19,26,16,21,22,3,194
50102125303,18,31,39,19,16,15,14,33,13,191
50102125304,43,114,46,32,22,17,15,29,0,327
50102125305,19,33,14,19,14,17,10,19,3,150
50102125306,31,84,47,31,44,27,21,35,4,326
50102125307,10,29,35,23,24,18,21,23,0,183
50102125308,31,65,41,19,21,14,21,34,4,244
50102125309,6,34,40,24,21,25,16,32,0,202
50102125310,23,41,20,18,12,15,10,14,0,150
50102125311,17,23,35,34,30,18,28,37,6,224
50102125312,6,39,35,16,23,15,18,22,0,168
50102125313,16,55,32,22,32,15,11,20,4,211
50102125314,18,61,42,22,29,16,11,23,0,227
50102125315,47,121,68,40,34,30,15,47,3,412
50102125316,31,70,43,34,28,18,16,29,0,260
50102125317,12,40,24,15,11,12,7,13,0,132
50102125318,39,80,45,26,33,19,11,12,0,265
50102125319,13,67,39,24,26,22,17,20,0,235
50102125320,27,28,37,27,29,18,18,21,0,208
50102125321,58,97,39,19,33,8,14,15,6,287
50102125322,24,61,42,24,31,21,8,20,0,224
50102125323,18,44,22,23,21,11,11,12,0,152
50102125324,17,40,28,17,24,13,16,18,3,174
50102125325,25,27,26,10,13,11,10,5,0,123
50102125326,27,56,45,31,43,15,17,22,6,258
50102125327,33,46,20,6,22,10,3,9,8,164
50102125328,17,44,32,22,24,12,11,18,6,190
50102125401,5,7,20,23,10,16,17,30,9,127
50102125402,8,18,21,21,10,24,25,25,12,166
50102125403,0,16,24,19,13,10,12,35,3,127
50102125404,6,4,14,16,5,9,10,21,3,97
50102125405,0,3,26,22,20,14,24,27,0,146
50102125406,5,15,26,23,6,14,16,40,0,149
50102125407,13,22,39,43,23,22,35,40,3,244
50102125408,29,33,45,30,23,22,22,32,3,246
50102125409,7,14,21,19,17,14,14,15,0,121
50102125410,11,26,26,12,12,8,18,17,0,126
50102125411,7,9,25,26,12,16,11,35,3,140
50102125412,0,17,32,26,10,14,17,38,0,163
50102125413,11,12,38,12,15,5,12,20,0,124
50103101701,75,23,21,12,19,9,14,30,0,217
50103101702,19,18,30,24,15,22,21,36,3,190
50103101703,88,57,53,35,25,12,16,22,5,313
50103101704,136,12,15,3,18,6,9,15,0,223
50103101705,46,19,13,11,18,5,22,22,6,158
50103101706,14,19,25,12,13,4,32,26,5,144
50103101707,28,33,65,10,16,0,23,49,5,234
50103101708,37,14,29,9,12,14,25,16,0,146
50103101709,12,24,11,19,5,16,17,23,0,128
50103101710,12,22,39,34,18,13,13,30,7,184
50103101711,22,33,20,22,16,17,30,10,0,167
50103101712,9,16,19,6,8,9,4,6,0,84
50103101713,11,8,14,12,6,9,12,15,0,98
50103101714,16,21,20,21,4,10,9,16,5,111
50103101715,16,30,12,10,8,4,8,7,3,113
50103101716,19,20,19,16,15,5,20,11,3,140
50103101717,21,26,35,15,23,16,21,21,3,175
50103101718,13,10,10,13,8,8,16,18,0,98
50103101719,53,11,15,10,11,5,12,14,4,141
50103101801,19,14,12,17,18,3,17,23,0,122
50103101802,34,30,22,17,9,9,26,24,3,175
50103101803,8,8,28,15,17,17,17,20,0,117
50103101804,4,7,15,14,6,0,15,12,0,81
50103101805,33,33,47,22,24,15,19,35,5,230
50103101806,32,60,70,28,29,11,23,19,6,297
50103101807,37,21,22,8,11,11,13,13,5,139
50103101808,31,31,30,15,12,6,18,14,0,162
50103101809,47,28,16,18,20,8,13,16,6,161
50103101810,19,25,15,8,9,3,11,17,3,114
50103101811,54,27,23,14,15,12,15,10,0,182
50103101812,53,12,30,21,14,3,18,45,3,200
50103101813,23,22,48,22,15,15,31,37,0,214
50103101814,9,12,13,19,14,11,20,21,3,122
50103101816,15,22,21,10,11,14,23,48,0,176
50103101817,9,4,5,3,6,0,0,6,0,29
50103101818,31,31,33,9,19,5,19,15,7,181
50103101901,20,16,30,19,9,18,28,46,10,199
50103101902,6,6,21,14,14,11,19,22,0,117
50103101903,27,14,34,31,9,17,19,44,0,202
50103101904,12,17,29,16,24,11,17,17,0,139
50103101905,32,40,24,26,25,11,11,19,0,192
50103101906,25,5,8,9,6,0,3,15,0,65
50103101907,9,12,21,14,12,14,20,41,3,147
50103101908,72,16,25,8,33,17,27,35,0,226
50103101909,53,16,26,12,23,17,15,36,0,204
50103101910,40,23,33,15,21,14,14,35,0,204
50103101911,21,22,24,18,22,10,9,34,0,152
50103101912,4,10,15,7,3,11,12,20,0,87
50103101913,8,15,23,18,22,16,14,51,4,174
50103101914,31,34,31,27,20,25,19,37,7,226
50103101915,10,12,21,20,3,8,8,18,0,91
50103101916,5,4,17,8,8,9,13,12,0,86
50103102001,30,24,21,16,14,12,9,13,0,136
50103102002,16,11,9,8,7,14,5,22,8,108
50103102003,61,20,12,4,8,3,0,31,0,144
50103102004,76,23,23,24,10,11,18,38,0,222
50103102005,84,28,42,16,27,15,23,71,4,298
50103102006,67,30,18,21,19,4,10,24,0,197
50103102007,20,11,14,14,5,5,7,20,0,101
50103102008,43,15,14,4,9,4,3,19,4,119
50103102009,29,31,29,32,17,9,29,43,0,214
50103102010,70,38,36,20,31,9,18,42,7,274
50103102011,12,20,5,9,4,14,6,18,3,99
50103102012,31,19,19,11,12,7,9,14,0,125
50103102013,71,38,27,21,25,5,13,38,5,247
50103102014,33,29,19,30,20,15,20,51,4,224
50201102101,31,24,34,18,19,6,22,20,6,193
50201102102,28,30,35,20,18,9,17,19,5,185
50201102103,6,18,29,23,10,13,25,23,3,149
50201102104,32,31,64,52,34,36,30,44,5,328
50201102105,14,24,62,40,28,22,27,18,0,246
50201102106,16,24,32,23,19,16,16,24,3,177
50201102107,12,23,19,18,18,10,8,13,0,120
50201102108,13,25,24,20,20,23,19,16,9,157
50201102109,57,54,65,40,38,40,28,29,5,363
50201102110,0,0,0,0,0,0,3,0,0,6
50201102111,13,35,51,19,16,19,15,22,4,186
50201102112,15,21,19,15,12,9,14,14,3,118
50201102113,25,53,68,42,29,35,37,34,8,333
50201102114,7,10,36,14,9,19,20,15,3,131
50201102115,16,23,32,23,23,23,19,20,3,183
50201102116,26,46,51,38,25,37,39,34,10,303
50201102117,4,7,17,7,10,0,4,4,0,71
50201102201,12,15,35,15,11,12,10,14,0,125
50201102202,8,9,14,14,4,11,11,11,0,87
50201102203,9,26,26,16,14,5,11,11,0,122
50201102204,48,87,91,58,57,50,32,34,5,469
50201102205,47,62,43,38,35,25,18,18,3,291
50201102206,15,17,31,26,15,18,15,12,4,154
50201102207,13,23,26,20,21,17,17,19,4,158
50201102208,14,14,16,11,15,12,15,11,3,118
50201102209,19,17,21,18,26,16,13,13,0,147
50201102210,21,37,41,27,24,21,12,25,0,207
50201102211,26,40,51,38,24,34,22,22,10,267
50201102212,18,38,51,29,10,9,15,12,3,191
50201102213,20,23,38,41,13,20,25,26,9,211
50201102214,52,34,55,26,31,23,14,27,0,264
50201102215,11,25,31,20,25,9,8,14,6,147
50201102216,6,16,21,12,5,9,18,18,3,111
50201102217,4,16,23,16,22,8,11,14,0,100
50201102218,15,18,28,22,18,20,22,19,0,161
50201102219,29,51,49,29,36,24,23,23,3,278
50201102220,18,26,28,16,21,3,11,14,0,151
50201102301,10,12,31,27,13,16,23,19,0,159
50201102302,15,10,19,4,8,7,9,10,3,75
50201102303,20,22,36,18,11,3,13,8,3,146
50201102304,0,13,20,18,10,7,14,13,4,105
50201102306,6,20,31,31,12,22,27,32,0,178
50201102307,9,20,28,16,4,13,15,18,0,119
50201102308,11,18,26,42,5,27,29,23,4,181
50201102309,34,35,60,27,26,17,27,29,7,264
50201102310,12,37,38,22,23,17,21,14,4,190
50201102311,15,18,32,40,16,17,29,31,3,210
50201102312,10,15,19,17,11,10,19,14,3,104
50201102314,0,8,22,17,12,18,11,22,6,120
50201102315,4,0,22,12,10,5,14,22,6,102
50201102316,0,7,10,19,4,6,9,6,0,76
50201102317,8,11,27,34,6,24,20,35,7,180
50201102318,9,17,39,21,21,19,26,27,3,192
50201102319,6,15,32,38,15,19,30,21,0,179
50201102320,13,17,32,23,15,22,25,30,0,173
50201102321,0,0,0,0,0,0,0,0,0,4
50201102322,0,5,0,5,0,0,0,0,0,9
50201102323,12,13,15,16,6,8,18,16,0,97
50201102324,6,8,24,17,3,8,13,14,0,89
50201102325,17,21,35,38,22,26,35,29,0,228
50201102326,4,10,29,21,16,11,18,19,0,137
50201102401,48,35,27,22,36,14,10,13,0,213
50201102402,34,16,22,9,21,10,6,11,0,132
50201102403,22,33,29,23,16,11,10,15,0,153
50201102404,22,36,25,14,18,11,20,13,0,155
50201102405,18,24,28,17,14,16,13,12,7,144
50201102406,29,49,51,39,29,20,15,21,4,257
