SA1_CODE_2021,P_55_64_Ud_wk_L_5_hrs,P_55_64_Ud_wk_5_14_hrs,P_55_64_Ud_wk_15_29_hrs,P_55_64_Ud_wk_30h_more,P_55_64_no_Ud_wk,P_55_64_Ud_wk_ns,P_55_64_OS_vis,P_55_64_yr_Tot,P_65_74_Ud_wk_L_5_hrs,P_65_74_Ud_wk_5_14_hrs,P_65_74_Ud_wk_15_29_hrs,P_65_74_Ud_wk_30h_more,P_65_74_no_Ud_wk,P_65_74_Ud_wk_ns,P_65_74_OS_vis,P_65_74_yr_Tot,P_75_84_Ud_wk_L_5_hrs,P_75_84_Ud_wk_5_14_hrs,P_75_84_Ud_wk_15_29_hrs,P_75_84_Ud_wk_30h_more,P_75_84_no_Ud_wk,P_75_84_Ud_wk_ns,P_75_84_OS_vis,P_75_84_yr_Tot,P_85ov_Ud_wk_L_5_h,P_85ov_Ud_wk_5_14_h,P_85ov_Ud_wk_15_29_h,P_85ov_Ud_wk_30h_more,P_85ov_no_Ud_wk,P_85ov_Ud_wk_ns,P_85ov_OS_vis,P_85_yr_over_Tot,P_Tot_Ud_wk_L_5_hrs,P_Tot_Ud_wk_5_14_hrs,P_Tot_Ud_wk_15_29_hrs,P_Tot_Ud_wk_30h_more,P_Tot_no_Ud_wk,P_Tot_Ud_wk_ns,P_Tot_OS_vis,P_Total_Tot
50101100101,5,23,20,10,8,10,0,71,5,13,9,5,6,4,0,49,0,3,0,5,9,6,0,21,0,0,0,0,0,0,0,3,51,102,49,29,46,43,0,322
50101100102,18,42,26,11,3,9,0,112,7,24,15,18,15,0,0,81,5,9,9,5,3,0,0,26,0,3,0,0,6,0,0,9,186,311,145,126,99,73,6,938
50101100103,11,26,12,10,9,9,0,70,10,21,29,25,27,6,0,112,10,14,20,14,25,4,0,79,3,4,3,0,30,3,0,52,56,82,80,58,107,35,0,421
50101100104,16,30,12,6,15,4,0,79,12,32,17,6,26,4,4,107,11,13,12,12,14,0,0,63,3,4,0,0,8,7,0,27,83,120,69,40,86,27,13,434
50101100105,10,19,10,4,4,0,0,46,15,23,16,21,12,6,0,84,0,4,4,5,4,3,0,17,0,3,0,0,3,3,0,18,48,76,50,33,43,11,0,262
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
50101100107,10,31,15,14,8,5,0,89,5,24,11,14,15,0,0,70,4,9,4,3,9,0,0,33,0,0,0,0,0,0,0,9,45,110,57,52,62,21,3,346
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
50101100109,15,31,17,14,11,12,0,98,12,19,15,28,13,4,0,85,7,3,3,3,7,3,0,25,0,0,0,0,0,0,0,0,102,138,75,63,50,36,0,464
50101100110,20,17,0,3,3,3,0,52,0,12,6,6,0,3,0,35,0,0,6,3,3,0,0,11,0,4,0,0,0,0,0,3,46,75,27,29,24,20,0,218
50101100111,18,35,16,8,11,14,0,97,9,20,6,7,9,0,0,57,5,10,0,4,0,0,0,21,0,0,0,0,0,0,0,4,81,150,57,54,66,32,3,442
50101100112,14,22,23,7,11,0,0,80,3,13,15,16,14,3,0,52,0,3,3,6,4,3,0,33,0,0,0,0,0,0,0,3,63,101,55,46,53,37,0,360
50101100113,6,11,10,10,7,0,0,46,12,5,14,8,12,9,0,57,6,6,4,4,5,5,0,25,0,0,0,0,0,5,0,6,28,44,43,37,36,14,0,209
50101100114,17,22,10,13,20,7,0,86,6,11,6,3,6,0,0,39,0,6,0,3,4,3,0,18,0,0,0,0,8,0,0,12,97,125,63,54,81,47,0,464
50101100115,19,24,4,11,10,4,0,63,4,13,18,10,13,3,0,66,0,3,3,0,11,0,0,20,0,0,0,0,0,0,0,5,44,83,53,47,62,31,3,325
50101100116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100301,6,20,5,3,9,6,0,47,8,8,14,7,6,0,0,37,0,7,4,6,15,6,0,32,6,0,3,0,3,0,0,12,38,61,26,18,44,25,0,216
50101100302,4,12,11,0,3,0,0,31,0,17,6,0,0,5,0,31,4,10,0,3,5,0,0,17,0,0,0,0,0,0,0,0,45,100,35,19,22,10,0,234
50101100303,11,15,14,9,11,0,0,65,9,18,13,7,16,6,0,68,7,9,3,3,0,0,0,32,0,0,0,0,0,0,0,4,50,80,46,25,66,17,0,288
50101100304,0,16,8,3,6,4,0,28,9,4,0,4,3,5,0,29,6,0,5,0,0,7,0,10,0,0,0,0,0,0,0,0,41,63,35,14,23,34,0,210
50101100305,15,20,6,4,4,0,0,50,4,15,11,9,3,5,0,40,5,0,4,0,3,3,0,19,0,0,0,0,0,0,0,6,47,72,39,23,33,36,0,247
50101100306,15,28,13,11,8,3,0,86,11,16,5,11,3,3,0,48,7,3,4,0,4,4,0,23,0,0,0,0,4,0,0,0,83,119,59,39,56,24,0,373
50101100307,11,17,11,3,4,4,0,51,5,10,6,14,3,8,0,41,0,3,4,0,12,0,0,21,0,0,0,0,0,0,0,0,51,69,35,42,39,12,3,247
50101100308,14,31,18,10,7,4,0,82,7,14,15,19,9,0,0,62,0,6,6,4,3,0,0,21,0,0,0,0,0,0,0,0,70,99,60,43,31,11,0,314
50101100310,16,20,12,5,13,8,0,76,7,26,20,8,20,6,0,86,9,10,8,9,3,3,0,31,0,0,0,0,0,0,0,4,88,96,64,40,79,18,0,388
50101100311,10,24,5,0,3,0,0,39,6,11,5,0,3,0,0,25,4,0,6,0,9,7,0,18,0,0,0,0,0,0,0,0,48,84,36,15,27,5,0,220
50101100312,16,13,8,0,3,3,0,45,8,24,14,9,5,4,0,72,5,5,8,3,11,7,0,44,4,0,0,4,3,0,0,13,64,94,49,34,40,40,0,317
