SA1_CODE_2021,P_55_64_Ud_wk_L_5_hrs,P_55_64_Ud_wk_5_14_hrs,P_55_64_Ud_wk_15_29_hrs,P_55_64_Ud_wk_30h_more,P_55_64_no_Ud_wk,P_55_64_Ud_wk_ns,P_55_64_OS_vis,P_55_64_yr_Tot,P_65_74_Ud_wk_L_5_hrs,P_65_74_Ud_wk_5_14_hrs,P_65_74_Ud_wk_15_29_hrs,P_65_74_Ud_wk_30h_more,P_65_74_no_Ud_wk,P_65_74_Ud_wk_ns,P_65_74_OS_vis,P_65_74_yr_Tot,P_75_84_Ud_wk_L_5_hrs,P_75_84_Ud_wk_5_14_hrs,P_75_84_Ud_wk_15_29_hrs,P_75_84_Ud_wk_30h_more,P_75_84_no_Ud_wk,P_75_84_Ud_wk_ns,P_75_84_OS_vis,P_75_84_yr_Tot,P_85ov_Ud_wk_L_5_h,P_85ov_Ud_wk_5_14_h,P_85ov_Ud_wk_15_29_h,P_85ov_Ud_wk_30h_more,P_85ov_no_Ud_wk,P_85ov_Ud_wk_ns,P_85ov_OS_vis,P_85_yr_over_Tot,P_Tot_Ud_wk_L_5_hrs,P_Tot_Ud_wk_5_14_hrs,P_Tot_Ud_wk_15_29_hrs,P_Tot_Ud_wk_30h_more,P_Tot_no_Ud_wk,P_Tot_Ud_wk_ns,P_Tot_OS_vis,P_Total_Tot
50101100313,0,15,6,0,0,0,0,29,0,13,7,8,11,0,0,39,0,0,0,6,8,4,0,21,0,0,0,0,9,0,0,12,37,77,33,29,50,23,0,254
50101100314,17,22,7,7,9,3,0,54,0,6,6,3,6,0,0,29,0,0,4,4,0,0,0,7,0,3,0,0,0,0,0,6,60,73,22,20,19,15,0,213
50101100315,10,25,20,4,11,8,0,79,13,21,14,6,12,17,0,78,0,10,3,0,4,3,0,26,0,0,0,0,0,0,0,3,80,126,77,35,45,68,0,434
50101100316,10,36,3,10,0,0,0,57,3,23,11,15,0,0,0,53,6,4,0,3,0,0,0,16,3,0,0,0,0,0,0,3,52,99,50,38,25,10,0,274
50101100317,12,24,27,13,10,4,0,90,5,17,14,16,6,4,0,66,12,0,4,0,3,0,0,19,0,0,0,0,3,0,0,7,94,121,82,57,55,23,0,431
50101100319,13,12,10,5,4,4,0,47,9,17,15,3,11,0,0,64,5,14,8,14,10,4,0,47,0,4,0,0,9,0,0,8,50,91,53,33,41,17,0,277
50101100320,27,26,9,6,8,5,0,76,9,40,21,8,13,0,0,96,0,12,10,3,14,0,0,42,6,0,0,0,3,0,0,9,118,161,80,45,68,18,0,493
50101100321,9,21,11,12,0,4,0,50,4,14,9,9,6,0,0,48,3,6,3,5,0,0,0,15,0,0,3,0,0,0,0,0,81,106,61,50,35,22,0,356
50101100322,12,23,14,9,10,14,0,76,11,26,10,11,8,10,0,69,3,4,0,0,0,0,0,12,3,0,0,0,0,0,0,3,58,84,26,35,37,47,0,289
50101100323,3,8,9,0,7,3,0,32,11,8,4,4,5,0,0,28,0,4,0,4,0,0,0,8,0,0,0,0,0,0,0,0,35,40,28,33,20,16,0,176
50101100324,9,32,19,11,0,0,0,69,11,22,21,8,4,0,0,69,0,7,6,9,0,0,0,23,0,0,0,0,0,0,0,3,75,117,66,55,19,5,7,342
50101100325,3,22,4,9,8,0,0,49,8,16,18,10,7,0,0,54,8,7,4,6,8,0,0,25,0,0,3,0,0,0,0,6,94,157,69,59,76,31,0,488
50101100326,9,20,0,0,3,0,0,34,11,10,11,11,0,0,0,44,3,3,4,0,8,6,0,21,0,0,0,0,0,0,0,0,64,117,54,24,59,21,0,345
50101100328,11,40,18,5,12,9,0,96,12,37,12,13,22,3,0,98,10,12,5,9,8,4,0,44,0,0,0,0,0,3,0,11,126,230,81,71,105,28,0,644
50101100329,5,16,11,5,12,7,0,56,5,15,22,13,9,3,0,79,3,7,8,11,9,7,0,50,0,0,0,0,0,0,0,9,89,108,73,58,70,39,0,441
50101100330,12,19,10,4,6,21,0,77,17,23,15,9,7,27,0,99,0,8,7,4,3,11,0,29,0,5,0,0,0,0,0,3,75,83,45,25,30,94,3,353
50101100331,0,12,5,0,9,0,0,38,10,13,9,5,8,0,0,48,0,8,0,3,0,0,5,10,0,0,0,0,0,0,0,3,118,167,50,42,71,14,5,466
50101100332,10,17,7,5,3,9,0,49,6,8,3,7,3,4,0,29,4,0,5,0,0,0,0,8,0,0,0,0,0,0,0,5,37,60,35,22,16,16,0,186
50101100401,13,16,9,5,4,0,0,47,8,15,12,0,8,0,0,46,4,3,8,3,5,0,0,26,0,3,0,0,0,0,0,4,63,119,63,28,54,11,0,337
50101100405,18,30,8,3,4,13,0,85,3,11,3,4,5,5,0,37,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,102,132,59,23,36,56,0,410
50101100406,15,13,12,9,12,4,0,60,7,20,5,9,10,5,0,50,0,3,0,0,3,0,0,10,0,0,0,0,9,0,0,7,84,122,51,31,66,29,6,388
50101100407,0,16,8,0,11,9,0,43,12,15,3,0,18,4,0,50,0,10,9,8,30,0,0,57,5,6,0,3,31,9,0,51,60,97,38,20,127,63,6,403
50101100408,17,26,7,12,13,20,0,96,13,21,13,4,5,11,0,61,0,3,3,0,4,3,0,18,3,0,0,0,0,0,0,6,84,95,38,35,75,62,7,397
50101100410,15,25,10,3,12,3,0,66,6,17,13,11,7,8,0,57,0,5,0,0,7,0,0,12,0,0,0,0,0,0,0,0,163,215,93,66,131,52,0,720
50101100411,6,13,3,4,0,10,0,43,5,11,6,0,12,10,0,30,0,5,0,3,5,0,0,13,0,0,4,0,0,0,0,3,46,60,26,16,101,38,37,318
50101100412,14,35,9,10,13,16,0,87,5,23,13,6,10,10,0,72,0,6,5,0,14,3,0,32,4,0,0,0,0,0,0,7,66,101,57,25,63,47,3,372
50101100413,14,48,17,3,7,0,0,89,10,24,14,4,3,5,0,61,0,5,0,5,3,0,0,12,0,0,0,0,3,0,0,13,96,169,63,46,57,27,0,464
50101100414,12,36,19,9,4,5,0,88,3,24,32,13,15,0,0,85,7,3,3,5,9,3,0,25,0,0,0,0,0,0,0,0,83,140,82,62,50,37,0,465
50101100416,8,25,17,0,7,4,0,66,7,18,7,10,13,8,0,63,0,10,7,4,8,0,0,25,4,0,0,0,5,0,0,6,98,128,58,44,62,45,0,446
50101100417,23,51,35,10,6,0,0,126,10,21,21,13,6,0,0,72,0,0,5,10,0,0,0,13,0,0,0,0,0,0,0,3,84,143,90,52,43,26,3,446
50101100418,3,11,9,4,0,3,0,42,4,13,8,4,4,3,0,41,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,34,53,27,20,11,16,0,167
50101100419,0,13,7,6,3,0,0,26,3,10,4,3,6,0,0,24,0,0,0,4,4,0,0,6,3,0,0,0,0,0,0,0,39,72,22,29,58,6,0,236
50101100420,4,16,4,0,4,0,0,30,3,3,4,3,0,0,0,17,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,68,101,38,28,52,14,0,305
50101100421,14,8,7,0,3,0,0,38,4,3,7,3,0,0,0,18,5,3,4,0,3,0,0,10,0,5,0,0,0,0,0,5,64,73,44,29,54,8,0,269
50101100422,14,11,9,4,8,0,0,46,3,5,7,10,7,0,0,36,0,0,6,4,3,0,0,17,0,0,0,0,0,0,0,0,118,122,73,58,71,40,0,474
50101100423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
50101100424,9,4,4,0,10,4,0,25,7,4,9,0,5,0,0,26,0,3,0,4,0,0,0,9,0,0,0,0,5,0,0,5,57,66,34,33,47,14,0,248
50101100425,11,9,5,0,0,0,0,29,4,7,0,7,11,4,0,32,0,3,0,0,7,0,0,8,0,0,0,0,5,0,0,4,58,64,26,22,43,8,0,224
50101100426,8,13,3,0,7,0,0,32,3,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,82,21,15,45,13,0,240
50101100427,3,16,10,0,7,0,0,31,4,11,6,5,3,0,0,25,4,5,4,0,0,0,0,8,0,0,0,0,0,0,0,0,66,114,47,36,50,20,0,335
50101100428,0,3,0,0,0,0,0,3,0,9,5,5,0,0,0,14,0,4,0,5,4,0,0,15,0,0,0,0,0,0,0,5,0,18,3,6,9,5,0,40
50101100429,6,22,9,4,8,3,0,53,0,8,9,7,4,4,0,28,4,0,6,4,6,0,0,19,0,0,0,0,0,0,0,0,33,74,45,21,30,23,0,222
50101129301,4,12,0,0,0,0,0,23,0,6,4,0,8,0,0,15,0,4,5,0,0,0,0,11,0,0,0,0,0,0,0,0,59,67,28,18,41,9,0,223
50101129302,12,14,13,3,7,0,0,51,4,13,8,0,10,3,0,32,9,3,0,3,4,3,0,21,0,4,0,0,6,0,0,14,33,67,29,16,32,26,0,195
50101129303,12,15,9,0,19,3,0,63,5,20,6,3,21,8,0,69,7,7,8,9,13,3,0,41,0,0,0,0,7,0,0,9,64,82,34,26,87,37,0,327
50101129304,3,10,9,0,5,7,0,41,5,9,9,3,6,0,0,38,0,0,8,0,3,4,0,25,0,0,0,0,0,0,0,7,38,62,46,25,45,24,0,235
50101129305,6,15,5,3,4,0,0,34,3,5,4,5,0,0,0,25,0,12,14,3,3,0,0,31,0,0,0,0,0,0,0,5,27,48,36,20,30,0,0,158
50101129306,15,17,10,10,6,0,0,60,8,21,19,11,5,4,0,71,3,3,4,3,0,0,0,21,0,0,0,0,0,0,0,5,56,112,51,47,40,6,0,312
50101129307,4,0,4,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,3,6,0,0,27
50101129308,0,5,0,0,10,0,0,21,6,16,12,9,25,3,0,70,5,20,10,3,24,10,0,68,7,6,0,0,8,3,0,29,28,52,30,22,72,18,0,229
50101129309,6,0,0,0,5,0,0,13,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,7,5,13,4,0,40
50101129310,7,6,8,4,9,0,0,37,3,10,8,6,8,0,0,35,0,3,8,0,9,0,0,17,0,0,0,0,3,0,0,0,82,107,58,30,70,17,0,364
50101129311,0,0,0,0,3,0,0,9,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,5,0,4,3,0,25
50101129312,9,20,3,0,3,9,0,35,10,6,10,5,9,5,0,49,0,6,0,3,3,0,0,15,0,0,0,0,0,0,0,0,38,55,38,15,46,20,0,217
50101129313,6,8,3,0,8,0,0,23,0,10,8,14,6,0,0,37,5,7,0,4,0,0,0,11,0,0,0,0,0,0,0,0,24,38,20,21,21,3,0,126
50101129314,6,8,6,6,3,0,0,28,7,0,9,9,5,0,0,25,0,4,5,0,0,0,0,17,0,4,0,0,0,0,0,5,60,89,31,32,53,7,0,273
50101129315,4,9,3,0,8,0,0,31,3,9,5,9,7,0,0,38,0,5,3,4,9,0,0,13,0,0,0,0,0,0,0,4,84,125,33,41,85,7,0,377
50101129316,8,30,3,3,11,0,0,64,10,23,25,13,13,0,0,80,3,9,3,11,8,4,0,31,0,4,0,4,0,0,0,14,47,99,54,49,47,14,0,310
50101129317,3,3,3,0,7,5,0,14,4,6,6,3,7,0,0,20,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,4,33,32,26,6,56,15,0,169
50101129318,12,7,5,0,4,0,0,24,5,17,7,6,3,0,0,34,0,3,5,0,0,0,0,14,0,0,0,0,0,0,0,0,52,69,31,31,37,3,0,231
50101129319,9,18,10,0,0,0,0,35,5,10,11,13,7,0,0,48,0,5,0,3,0,0,0,9,0,0,0,0,0,0,0,4,50,77,31,18,46,0,0,229
50101129320,11,28,17,10,6,0,0,74,9,12,6,11,3,0,0,53,3,7,10,0,3,0,0,25,0,4,0,0,0,0,0,6,66,113,51,46,39,11,0,331
50101129321,10,14,3,0,6,0,0,43,5,6,7,0,12,0,0,40,3,8,0,7,9,0,0,34,3,3,0,0,4,0,0,14,60,73,32,23,58,11,0,254
50101129322,11,19,15,5,14,0,0,63,3,12,5,9,16,0,0,45,6,7,3,0,13,5,0,34,0,5,0,0,0,0,0,10,54,112,49,34,81,18,0,356
50101129323,3,21,10,0,9,0,0,39,9,5,12,0,8,7,0,40,5,3,0,0,3,0,0,14,0,0,0,4,0,0,0,4,32,46,21,17,30,3,0,151
50101129324,9,21,9,4,9,3,0,48,8,22,9,8,3,0,0,51,10,12,7,3,7,0,0,40,0,0,0,0,0,0,0,0,75,129,47,32,59,9,0,352
50101129325,10,12,9,7,10,0,0,54,8,16,8,7,5,0,0,41,0,3,4,3,0,0,0,8,0,0,0,0,3,0,0,0,48,82,45,36,36,0,0,238
50101129326,15,21,11,6,7,3,0,73,9,17,5,13,22,0,0,66,3,3,10,6,7,4,0,30,3,5,0,0,5,0,0,17,62,98,49,36,89,33,0,357
50101129327,11,27,10,5,8,9,0,72,7,27,20,4,20,9,0,89,0,10,3,10,11,7,0,44,3,0,4,0,6,4,0,11,84,112,54,46,87,38,0,420
50101129328,9,12,16,5,14,8,0,71,8,11,8,10,21,0,0,57,4,9,4,4,19,4,0,45,0,0,0,4,3,0,0,5,63,98,49,39,120,43,0,421
50101129329,12,27,8,8,14,16,0,89,20,22,17,5,26,12,0,104,9,5,6,8,15,3,0,49,0,0,4,0,8,0,0,19,92,127,60,38,105,85,0,515
50101129401,0,9,6,4,6,0,0,29,0,10,0,0,4,0,0,11,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,4,17,32,14,18,29,13,0,119
50101129402,0,7,5,0,4,0,0,26,0,0,7,4,6,0,0,17,4,6,0,0,4,0,0,16,0,0,0,0,0,0,0,0,40,55,27,36,32,0,0,194
50101129403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,7,0,0,19
50101129404,6,9,11,3,6,0,0,38,10,16,7,10,8,0,0,45,5,6,4,0,0,0,0,10,0,0,0,0,0,0,0,3,55,90,41,25,43,13,3,268
50101129405,7,9,5,7,15,3,0,42,0,0,10,7,11,0,0,26,5,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,85,90,43,45,69,11,0,345
50101129406,4,12,3,8,8,0,0,30,0,15,16,14,19,0,0,62,5,10,8,3,7,0,0,32,4,0,0,0,0,0,0,4,63,111,46,41,63,17,3,335
50101129407,7,13,13,0,8,11,0,47,4,11,12,4,6,9,0,42,0,4,7,4,6,9,0,35,0,0,0,0,4,0,0,4,28,65,48,17,30,32,4,223
50101129408,12,16,6,8,22,12,0,75,12,20,13,8,15,0,0,66,3,9,7,7,25,4,0,54,5,0,0,3,13,4,0,17,83,102,47,40,128,35,0,433
50101129409,4,19,10,8,8,4,0,59,8,11,12,4,3,4,0,43,0,7,3,6,7,0,0,19,0,0,0,0,0,4,0,9,55,78,54,28,53,13,0,274
50101129410,5,16,5,5,11,3,0,41,6,6,3,12,8,5,0,40,0,0,0,5,8,0,0,20,0,0,0,0,8,0,0,6,40,69,26,30,73,11,0,249
50101129411,10,19,7,4,9,3,0,50,5,9,10,11,11,0,0,50,0,0,0,3,3,0,0,13,8,0,0,0,4,0,0,11,61,86,42,31,63,17,0,305
50101129412,16,19,9,0,17,7,0,64,5,12,0,13,25,3,0,60,4,4,9,3,16,0,0,32,3,3,0,3,7,6,0,21,61,94,36,35,101,31,0,360
50101129413,9,6,0,3,0,0,0,20,3,0,0,0,4,0,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,54,82,22,17,47,10,0,230
50101129414,3,20,3,9,3,0,0,36,9,14,7,10,10,0,0,55,4,14,11,4,42,3,0,80,8,4,4,3,78,3,0,107,41,83,31,23,153,14,0,339
50101129415,12,20,13,8,12,0,0,60,3,8,7,3,5,5,0,32,5,7,3,0,0,0,0,25,0,0,0,0,0,0,0,3,67,69,46,24,42,6,0,253
50101129416,15,52,16,17,18,33,0,159,6,28,21,15,22,24,0,120,6,12,13,3,20,3,0,65,0,4,3,4,0,4,0,16,97,195,79,61,106,126,0,670
50101129417,7,9,4,3,0,0,0,33,7,14,14,10,7,0,0,52,0,0,0,5,8,0,0,13,0,0,0,0,0,0,0,0,48,56,35,29,41,0,0,211
50101129418,4,15,10,0,0,0,0,29,0,12,8,6,0,0,0,36,0,5,3,3,9,0,0,20,0,4,0,0,5,0,0,12,36,62,45,15,30,8,0,203
50101129419,11,22,6,8,10,0,0,60,9,24,17,13,13,3,0,78,0,8,7,8,8,0,0,33,0,0,0,0,0,0,0,0,129,163,89,76,116,12,0,587
50101129420,10,18,8,0,11,0,0,45,0,9,6,4,9,0,0,24,0,5,9,0,3,0,0,22,0,0,3,0,0,0,0,5,29,54,33,19,48,6,0,186
50101129421,6,6,7,9,13,0,0,42,8,4,16,8,19,3,0,54,3,5,0,3,3,0,0,16,0,0,4,0,3,0,0,8,60,43,32,40,55,20,0,247
50101129422,6,18,11,6,6,4,0,42,0,3,6,4,6,0,0,19,3,12,3,6,3,0,0,17,0,0,0,0,0,0,0,4,53,77,36,34,51,18,0,266
50101129423,9,15,9,3,3,0,0,36,4,5,4,0,11,0,0,32,4,9,5,0,5,0,0,19,4,0,0,0,0,0,0,6,42,57,23,12,39,4,0,176
50101129424,0,0,4,3,0,0,0,18,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,14,19,9,11,5,0,0,59
50101129425,16,36,10,0,16,0,0,88,5,10,11,8,30,4,0,73,4,11,4,4,14,0,0,35,0,3,4,0,5,4,0,18,72,103,48,33,80,19,0,355
50101129426,3,12,5,3,11,0,0,32,0,10,8,0,12,0,0,31,0,7,0,3,5,0,0,23,0,0,0,0,0,0,0,0,74,110,38,35,72,11,0,335
50101129427,3,3,4,0,0,0,0,13,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,25,25,16,3,9,3,3,81
50101129428,11,15,12,5,12,8,0,56,11,11,13,3,7,5,0,52,3,13,9,4,5,0,0,30,3,0,3,0,0,0,0,7,60,96,50,24,53,19,0,300
50101129429,14,24,23,3,5,0,0,76,8,20,10,10,4,0,0,56,0,5,4,0,5,5,0,12,0,0,0,0,0,0,0,3,99,111,78,45,54,23,0,411
50101129430,3,12,3,5,17,0,0,44,0,3,0,3,8,0,0,25,0,0,4,0,0,0,0,11,0,0,0,0,5,0,0,8,50,84,31,25,70,4,0,266
50101129431,0,3,5,0,7,0,0,20,0,0,9,0,6,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,50,35,20,44,5,0,186
50101129432,7,10,0,4,8,11,0,40,4,0,11,4,14,6,0,34,0,9,3,6,13,16,0,51,0,4,0,0,12,16,0,28,42,58,27,22,70,53,0,270
50101129433,3,13,3,7,13,0,0,42,9,9,6,8,6,0,0,42,3,4,4,0,0,0,0,16,0,0,0,0,3,0,0,3,56,82,37,25,64,5,0,266
50101129434,9,15,3,0,9,0,0,36,3,3,3,8,12,0,0,33,0,5,8,3,9,0,0,18,4,0,0,0,5,0,0,13,35,59,25,22,56,3,0,199
50101129435,17,31,15,4,9,0,0,66,3,22,9,9,5,0,0,59,5,10,7,7,5,0,0,39,3,4,4,0,0,0,0,10,95,128,68,38,64,8,0,406
50101129436,9,11,8,4,14,0,0,49,9,13,7,3,12,0,0,45,3,9,3,3,16,9,0,42,0,0,0,0,5,6,0,10,47,85,42,14,75,28,0,291
50101129437,12,14,4,10,14,3,0,53,4,11,11,3,4,0,0,31,0,5,3,3,8,0,0,23,0,0,0,0,0,0,0,0,49,67,28,32,43,6,0,232
50101129438,0,4,5,0,11,5,0,28,3,9,4,0,6,4,0,25,0,0,3,4,0,0,0,13,0,0,0,0,3,0,0,3,27,38,18,20,43,6,0,150
50101129439,3,4,0,4,8,0,0,20,6,17,17,7,27,5,0,76,24,30,19,19,46,7,0,150,6,13,3,5,107,18,0,161,60,87,53,48,202,38,0,482
50101129440,4,29,4,0,15,0,0,54,5,10,14,4,10,6,0,45,3,0,9,0,9,0,0,12,0,0,0,0,0,0,0,0,91,119,63,36,76,14,0,403
50101129441,7,27,8,3,11,0,0,58,5,21,10,9,3,0,0,51,0,7,4,6,6,0,0,20,0,0,0,0,0,0,0,0,78,103,60,38,66,13,0,355
50101129442,12,22,11,4,3,3,0,51,11,10,9,3,12,3,0,46,0,5,0,3,4,5,0,22,0,0,0,0,0,0,0,0,73,116,46,28,65,12,0,345
50101129443,24,32,10,12,12,8,0,101,13,32,17,7,11,0,0,82,6,17,5,13,13,4,0,52,3,3,8,10,16,3,0,39,103,141,65,45,91,32,0,476
50101129444,9,23,8,5,9,0,0,56,9,17,10,10,15,4,0,74,3,4,0,5,9,0,0,20,0,0,0,0,0,0,0,3,89,134,70,57,75,13,0,448
50101129445,5,17,3,0,9,0,0,42,14,13,16,3,17,0,0,68,4,6,0,3,8,0,0,22,0,0,0,0,5,0,0,4,69,104,54,37,77,8,0,348
50101129446,9,11,0,4,8,3,0,41,11,24,14,9,31,4,0,89,9,9,3,0,23,6,0,43,4,3,4,0,9,6,0,28,77,88,33,30,105,27,0,360
50101129447,6,16,12,6,11,6,0,64,11,12,18,9,10,3,0,62,5,6,7,3,4,0,0,25,3,3,6,0,0,4,0,13,63,77,61,44,64,23,0,335
50101129448,5,20,8,6,9,0,0,45,7,12,6,6,12,0,0,45,3,5,6,0,3,0,0,10,0,0,0,0,0,4,0,0,74,101,46,34,68,4,0,334
50101129449,9,18,4,7,11,7,0,60,7,16,5,6,13,7,0,51,0,4,0,8,5,0,0,22,4,0,0,0,3,0,0,6,59,82,26,33,59,19,0,274
50101129450,7,13,4,0,9,0,0,40,0,12,8,0,5,0,0,27,0,4,5,3,0,0,0,11,4,4,0,0,0,0,0,10,43,62,29,22,39,16,0,206
