SA1_CODE_2021,P_Oth_svc_15_19_yr,P_Oth_svc_20_24_yr,P_Oth_svc_25_34_yr,P_Oth_svc_35_44_yr,P_Oth_svc_45_54_yr,P_Oth_svc_55_64_yr,P_Oth_svc_65_74_yr,P_Oth_svc_75_84_yr,P_Oth_svc_85_yr_over,P_Oth_svc_Tot,P_Inad_desc_Ns_15_19,P_Inad_desc_Ns_20_24,P_Inad_desc_Ns_25_34,P_Inad_desc_Ns_35_44,P_Inad_desc_Ns_45_54,P_Inad_desc_Ns_55_64,P_Inad_desc_Ns_65_74,P_Inad_desc_Ns_75_84,P_Inad_desc_Ns_85_yr_over,P_Inad_desc_Ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
50101100101,0,0,0,0,0,4,5,0,0,5,0,0,0,0,3,0,5,0,0,9,14,5,27,38,39,49,28,14,0,216
50101100102,0,0,13,3,7,0,0,0,0,27,3,0,0,10,5,3,0,0,0,16,40,15,93,258,156,75,24,4,0,670
50101100103,0,0,4,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,10,0,3,16,18,24,39,15,4,3,123
50101100104,0,0,0,0,0,4,0,0,0,5,0,0,0,0,4,4,0,0,0,6,5,7,35,26,41,41,18,5,0,185
50101100105,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,8,5,8,19,23,30,15,6,0,121
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100107,0,0,0,0,4,3,0,0,0,9,0,0,0,0,0,3,0,0,0,7,9,0,24,37,39,53,13,8,0,179
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100109,0,3,0,3,4,3,3,0,0,16,0,0,3,3,0,5,0,0,0,13,17,16,39,46,69,72,34,4,0,304
50101100110,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,6,28,20,25,36,17,3,0,137
50101100111,0,0,4,3,0,0,0,0,0,7,0,0,0,3,0,3,0,0,0,15,13,6,45,85,50,57,24,6,0,296
50101100112,0,0,0,0,0,0,0,0,0,9,0,0,4,3,0,9,4,0,0,17,13,3,32,43,41,53,25,6,3,224
50101100113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,10,18,23,29,11,0,0,97
50101100114,0,0,0,4,0,0,0,0,0,5,0,0,0,5,4,5,0,0,0,16,11,10,35,85,86,60,3,3,0,297
50101100115,0,0,3,3,0,3,0,0,0,9,0,0,0,3,4,4,0,0,0,10,10,8,24,44,40,44,23,3,0,200
50101100116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100301,0,0,0,0,0,0,4,0,0,6,0,0,4,0,0,6,0,0,0,5,6,3,25,17,15,32,13,0,0,110
50101100302,0,0,5,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,3,11,8,16,47,43,23,11,0,0,157
50101100303,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,7,14,6,10,27,39,35,14,7,0,149
50101100304,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,14,7,25,22,29,22,8,3,0,133
50101100305,0,0,0,0,0,0,0,0,0,7,0,0,0,5,3,0,0,0,0,7,10,4,20,22,30,48,15,4,3,156
50101100306,6,0,0,3,0,0,0,0,0,13,0,0,3,6,5,4,0,0,0,15,21,14,40,49,53,63,25,5,4,262
50101100307,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,10,11,4,15,37,36,36,10,0,0,160
50101100308,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,13,16,5,13,39,44,51,14,3,0,191
50101100310,0,0,0,4,0,0,0,0,0,3,4,4,0,0,0,4,0,0,0,15,19,9,28,45,57,47,22,0,0,231
50101100311,0,0,0,0,0,0,0,0,0,8,0,0,0,4,7,0,0,0,0,9,9,4,20,51,38,26,10,5,0,158
50101100312,0,0,0,0,0,4,0,0,0,3,0,0,0,5,3,0,0,0,0,6,10,6,19,45,36,29,9,4,0,158
50101100313,0,0,0,0,0,0,3,0,0,4,0,3,0,9,0,0,0,0,0,13,4,13,48,37,18,18,13,0,0,156
