SA1_CODE_2021,Neg_Nil_Inc_Family_hholds,Neg_Nil_Inc_Non_fam_household,Neg_Nil_Inc_Tot,1_149_Family_hholds,1_149_NonFamHholds,1_149_Tot,150_299_Family_hholds,150_299_NonFamHholds,150_299_Tot,300_399_Family_hholds,300_399_NonFamHholds,300_399_Tot,400_499_Family_hholds,400_499_NonFamHholds,400_499_Tot,500_649_Family_hholds,500_649_NonFamHholds,500_649_Tot,650_799_Family_hholds,650_799_NonFamHholds,650_799_Tot,800_999_Family_hholds,800_999_NonFamHholds,800_999_Tot,1000_1249_Family_hholds,1000_1249_NonFamHholds,1000_1249_Tot,1250_1499_Family_hholds,1250_1499_NonFamHholds,1250_1499_Tot,1500_1749_Family_hholds,1500_1749_NonFamHholds,1500_1749_Tot,1750_1999_Family_hholds,1750_1999_NonFamHholds,1750_1999_Tot,2000_2499_Family_hholds,2000_2499_NonFamHholds,2000_2499_Tot,2500_2999_Family_hholds,2500_2999_NonFamHholds,2500_2999_Tot,3000_3499_Family_hholds,3000_3499_NonFamHholds,3000_3499_Tot,3500_3999_Family_hholds,3500_3999_NonFamHholds,3500_3999_Tot,4000orMore_Family_hholds,4000orMore_NonFamHholds,4000orMore_Tot,Part_Inc_st_Family_hholds,Part_Inc_st_NonFamHholds,Part_Inc_stated_Tot,All_Inc_NS_Family_hh,All_Inc_NS_NonFamily_hh,All_Inc_NS_Tot,Tot_Family_hholds,Tot_NonFamHholds,Tot_Tot
50101100111,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,3,8,8,11,14,11,4,16,13,9,17,17,3,12,12,0,18,28,11,40,12,0,11,12,3,19,3,0,4,14,0,14,20,0,21,0,3,5,152,51,209
50101100112,0,4,4,0,0,0,0,0,0,4,3,3,0,9,12,0,0,0,8,0,10,3,5,11,7,8,20,12,0,14,7,4,10,6,4,8,20,0,20,5,4,7,3,6,5,3,0,3,0,4,4,17,0,17,0,4,5,104,57,161
50101100113,0,4,4,0,0,0,0,0,0,0,0,4,4,6,5,0,4,11,11,3,12,8,6,11,5,3,12,9,3,12,5,0,5,4,0,4,6,0,6,0,0,0,0,0,0,0,0,0,3,0,3,12,3,13,0,3,4,78,38,115
50101100114,4,0,5,0,0,0,0,0,0,0,4,4,0,7,4,3,7,12,6,6,9,3,7,15,13,6,18,7,5,13,14,0,19,11,3,13,27,6,26,21,0,21,8,0,8,3,0,3,12,0,12,25,0,27,0,3,3,165,50,215
50101100115,3,3,4,0,0,0,0,8,3,0,0,0,0,5,5,0,8,11,3,8,13,4,4,11,3,3,6,6,7,12,5,3,9,6,0,6,15,4,17,6,0,10,5,0,9,0,0,0,8,5,16,19,0,15,7,5,7,96,68,158
50101100116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100301,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,6,4,7,11,5,11,8,6,13,6,0,6,0,0,0,8,5,11,3,0,3,0,0,5,0,0,0,10,4,13,4,0,5,0,0,0,58,28,86
50101100302,0,0,0,0,0,0,0,3,3,0,0,0,0,7,7,0,3,4,0,3,9,0,4,6,6,0,6,12,0,12,0,0,4,8,0,8,11,0,12,10,0,10,14,0,10,0,0,3,10,0,10,23,0,20,0,0,0,94,27,120
50101100303,0,0,0,0,0,3,0,0,0,0,9,13,8,10,14,0,14,16,10,0,16,4,4,7,12,5,14,4,0,4,3,0,7,0,0,3,9,0,10,6,0,6,6,0,10,0,0,0,11,0,19,10,0,6,0,4,4,91,62,153
50101100304,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,8,0,5,5,4,4,6,4,0,4,0,0,3,4,0,4,7,0,11,3,0,3,8,0,8,8,0,8,13,0,13,6,0,6,0,0,4,65,20,81
50101100305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,8,5,13,3,3,3,7,0,13,4,0,7,0,0,3,12,0,8,10,0,10,0,0,6,5,0,5,10,0,10,7,0,11,0,0,0,79,19,102
50101100306,3,0,4,0,0,0,0,0,0,0,0,0,0,5,5,3,3,6,9,0,9,9,0,8,18,0,18,17,0,15,11,5,13,4,0,4,12,0,13,9,0,9,15,0,15,3,0,3,25,0,27,20,0,20,0,0,3,147,17,165
50101100307,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,4,5,3,0,5,3,0,0,0,3,3,9,0,10,4,3,3,4,0,4,12,0,12,5,0,5,9,0,9,0,0,0,17,4,25,17,0,15,0,3,3,88,24,110
50101100308,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,4,12,3,10,9,0,9,6,0,5,5,0,6,16,0,17,10,0,10,8,0,6,4,0,9,12,0,17,20,0,20,0,0,0,123,22,148
50101100310,0,0,4,0,3,3,0,0,0,0,4,4,3,0,7,0,9,8,5,7,10,0,4,8,6,5,20,4,0,3,4,0,4,3,4,9,18,8,26,11,7,20,5,6,11,0,0,3,26,9,34,19,3,20,0,3,3,120,66,185
50101100311,4,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,0,5,0,4,9,4,3,3,3,0,5,0,0,6,3,0,3,4,0,4,8,4,17,18,0,18,5,0,5,0,0,0,13,0,13,17,0,16,0,3,3,85,16,103
50101100312,0,0,0,0,0,5,0,0,3,0,0,0,0,5,6,5,8,13,5,4,5,4,5,15,10,3,12,6,5,7,0,0,6,8,5,15,9,0,13,8,0,12,3,0,9,3,0,6,13,0,14,9,4,12,0,0,3,98,48,143
50101100313,0,0,0,0,0,0,0,0,0,4,3,3,0,4,3,0,0,5,3,8,7,7,4,7,7,6,15,11,5,12,10,8,15,0,0,6,4,0,10,8,0,8,0,5,4,0,0,4,3,9,15,9,0,9,0,0,0,64,58,119
50101100314,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,4,0,6,3,0,7,5,0,6,0,5,3,4,0,5,4,0,4,5,0,5,8,3,10,8,0,6,9,0,9,0,0,0,7,3,11,13,0,15,0,0,0,71,27,96
50101100315,5,3,3,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,3,6,6,5,6,5,7,5,16,6,3,5,4,9,8,3,0,6,17,3,18,6,4,9,11,4,17,3,0,6,27,11,37,15,0,15,0,12,12,110,69,184
50101100316,4,4,6,0,0,0,0,0,0,0,4,4,0,0,6,0,0,0,6,0,3,0,0,6,4,5,7,5,0,3,0,0,0,7,0,6,17,5,19,12,0,12,6,0,7,5,0,5,20,4,22,13,0,15,0,0,0,98,26,127
50101100317,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,4,0,10,3,5,7,5,0,8,5,3,9,10,0,8,5,3,6,16,5,18,21,6,24,5,4,8,12,0,11,27,7,36,16,3,22,0,3,3,132,49,187
50101100319,0,0,0,0,0,0,0,0,0,0,4,4,0,9,7,0,5,5,6,0,7,4,0,3,8,10,17,7,3,11,6,3,4,5,0,4,6,4,8,8,0,8,4,0,4,0,6,4,17,8,26,9,0,18,0,0,3,86,63,145
50101100320,0,0,0,0,0,0,0,0,0,3,0,3,0,17,17,3,9,11,9,9,13,8,7,18,15,3,19,11,10,20,7,0,7,13,3,20,15,11,26,24,0,20,13,5,14,9,0,8,21,3,20,25,0,32,0,0,4,181,72,255
50101100321,0,3,3,4,0,4,0,0,0,0,0,0,0,5,5,0,0,0,5,0,6,4,0,9,6,0,6,4,9,11,7,3,7,8,0,11,17,0,18,17,0,11,12,0,12,9,0,9,32,3,37,20,0,20,0,0,0,133,28,160
50101100322,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,6,3,0,3,6,5,3,3,3,3,6,0,0,0,4,0,3,4,3,3,4,0,3,0,0,0,0,0,0,19,6,22,7,0,7,0,3,3,43,38,88
50101100323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,0,4,0,3,0,3,4,5,0,3,0,0,0,6,0,6,10,4,6,4,0,4,11,0,11,5,0,5,7,0,7,6,0,6,0,0,0,66,13,79
50101100324,4,0,3,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,3,7,8,0,5,12,0,15,12,3,10,5,0,3,10,0,13,14,3,15,10,0,15,4,0,9,8,0,8,21,4,27,23,0,18,0,0,0,119,36,160
50101100325,0,0,3,0,0,0,0,4,0,0,0,0,0,0,4,0,0,3,7,5,9,5,8,11,18,8,27,13,7,16,9,8,15,10,0,14,25,3,24,22,0,22,17,0,21,3,0,5,19,6,25,23,7,24,0,0,3,181,60,237
50101100326,4,0,4,0,0,0,0,0,0,0,0,5,3,6,7,0,8,9,11,4,6,7,3,7,10,0,11,13,3,13,3,0,3,8,0,8,14,3,18,18,0,18,13,0,13,3,0,0,12,0,12,19,4,24,0,4,8,139,37,175
50101100328,6,5,8,0,0,3,0,3,3,0,0,7,0,16,15,5,8,5,12,5,15,12,10,12,11,7,21,21,8,35,26,4,30,16,0,21,46,11,53,21,0,26,13,0,14,4,0,4,16,3,23,39,3,45,0,5,3,257,93,348
50101100329,0,0,0,0,0,0,0,5,4,0,0,0,4,8,12,4,16,19,16,6,23,5,4,10,16,8,23,11,0,13,8,3,14,18,0,15,18,3,21,16,4,14,5,4,14,3,0,3,7,0,7,22,0,19,4,0,0,146,75,226
50101100330,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,3,4,0,3,3,0,0,4,3,4,3,3,3,8,3,0,4,4,9,6,0,0,0,0,7,11,0,0,0,9,17,18,4,0,4,0,5,8,35,54,89
50101100331,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,8,5,14,11,4,11,9,8,12,9,5,15,8,0,12,4,5,9,28,4,35,18,4,22,15,3,18,15,0,15,28,0,29,22,7,23,0,0,0,174,53,231
50101100332,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,5,9,7,3,5,6,0,8,0,0,0,0,0,0,3,0,6,7,0,4,3,4,5,3,0,0,9,4,14,4,0,4,0,0,0,53,27,79
50101100401,0,3,3,0,0,0,0,0,0,0,5,5,0,13,13,0,4,6,3,0,3,8,0,3,7,4,6,9,0,15,10,0,10,17,0,17,21,5,22,12,0,13,13,0,13,13,0,13,17,3,23,11,0,16,6,0,8,138,31,169
50101100405,0,0,0,0,0,0,0,6,6,0,0,0,0,0,3,0,8,4,4,3,11,0,0,0,9,4,8,0,4,3,9,3,11,10,4,12,18,3,22,13,0,13,15,0,14,11,0,10,20,4,24,24,0,31,0,0,0,126,50,171
50101100406,0,5,5,0,0,0,0,0,0,0,0,0,0,6,6,4,3,12,7,6,9,8,3,12,4,7,10,14,3,19,9,3,13,5,0,5,23,3,29,22,3,20,6,4,12,3,0,3,12,0,13,7,0,9,0,9,7,118,71,188
50101100407,3,0,3,0,0,0,0,4,4,0,16,16,0,20,18,4,8,6,3,6,9,4,4,4,4,7,17,8,3,10,3,0,3,4,0,5,4,3,14,7,3,12,3,3,0,0,0,0,3,0,0,15,4,15,0,4,6,63,79,143
50101100408,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,4,3,6,4,3,9,3,4,7,12,7,17,7,4,15,8,10,17,5,0,6,12,8,17,9,0,9,0,0,0,0,0,0,4,3,15,3,3,7,0,6,6,83,62,144
50101100410,0,3,4,0,0,0,3,0,5,0,3,3,0,6,9,0,8,12,0,9,9,15,5,26,21,8,30,18,10,31,16,4,23,24,3,28,41,8,51,29,0,29,12,0,15,9,0,13,16,3,16,34,9,47,0,0,3,257,98,357
50101100411,0,4,4,0,0,0,5,6,6,0,5,5,0,15,15,6,8,14,3,3,11,4,7,8,0,7,8,5,8,10,4,4,7,0,0,6,4,0,6,3,0,3,0,3,5,0,0,0,3,13,15,3,4,7,0,26,26,49,113,158
50101100412,0,0,0,0,5,5,0,0,0,0,4,4,7,4,6,3,3,3,3,3,8,13,0,12,7,6,11,9,0,15,5,4,10,5,0,6,7,0,13,12,0,13,7,0,13,6,0,6,7,0,3,15,0,16,0,0,0,101,40,141
50101100413,0,0,0,0,8,8,0,0,0,0,6,6,0,3,3,6,0,5,3,7,17,8,3,15,11,8,18,18,0,19,0,4,7,9,4,13,30,3,28,19,0,22,16,0,15,4,0,8,23,8,29,26,5,26,0,0,0,170,60,231
50101100414,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,3,0,8,7,6,10,13,4,14,12,3,14,7,0,11,9,0,10,13,3,17,11,0,11,16,0,12,12,0,12,19,3,25,21,0,27,0,3,3,152,36,193
50101100416,0,0,0,0,4,7,0,0,0,3,6,7,0,8,3,0,3,0,5,10,12,0,7,7,10,4,14,11,4,20,3,0,3,6,0,9,20,4,20,11,0,11,14,0,14,3,4,4,19,3,23,16,0,21,0,4,4,135,55,191
50101100417,0,0,4,0,0,0,4,6,8,0,9,8,3,6,9,5,3,11,6,3,7,5,0,10,16,4,20,14,7,16,0,4,9,11,3,12,17,7,17,10,0,10,13,0,8,11,0,11,16,7,28,31,4,32,0,0,0,154,60,217
50101100418,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,5,6,0,0,8,0,5,3,6,4,9,4,0,6,0,0,4,3,0,4,4,4,6,0,4,3,6,0,10,0,0,6,8,0,10,6,0,6,0,3,5,44,45,88
50101100419,0,0,0,0,0,0,0,0,4,0,5,10,5,10,11,0,3,4,5,6,13,0,3,4,7,8,8,15,3,12,7,0,9,5,3,6,13,4,18,11,0,11,6,0,6,4,0,4,4,0,3,6,0,7,0,0,3,83,52,135
50101100420,0,0,0,0,0,0,0,0,0,0,4,6,5,3,3,0,3,5,9,0,11,3,8,7,3,9,11,4,3,12,9,3,8,10,3,13,14,6,25,9,0,10,11,0,10,8,0,8,5,0,3,15,8,21,0,0,0,102,48,153
50101100421,0,4,0,0,0,0,0,0,0,0,0,0,0,7,4,0,5,4,3,0,3,8,0,8,4,3,12,7,0,7,7,3,12,3,0,3,21,3,24,3,0,3,12,0,12,4,0,0,12,0,15,25,0,22,0,0,0,98,31,131
50101100422,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,10,11,3,4,6,9,0,8,13,6,19,15,5,18,14,4,16,19,0,24,18,6,21,27,6,33,15,0,16,15,0,15,16,0,16,23,0,26,0,0,4,184,48,235
50101100423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100424,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,4,5,6,6,5,0,8,8,0,9,5,0,5,6,5,7,5,0,4,19,0,15,9,0,9,6,0,8,4,0,0,0,4,4,14,4,19,0,0,0,90,26,115
50101100425,0,0,5,0,0,0,0,0,0,3,3,6,4,10,10,9,3,14,8,0,7,8,7,11,3,6,3,11,0,15,5,0,5,4,0,7,11,0,11,5,0,5,4,0,6,0,0,0,5,0,5,12,4,15,0,0,0,84,33,116
50101100426,0,0,0,0,0,0,0,0,3,0,5,0,0,0,4,0,5,9,8,8,15,3,3,8,3,6,12,4,5,7,5,0,8,5,4,3,15,6,16,3,0,7,6,0,4,6,0,6,9,0,9,13,3,17,0,3,3,83,49,128
50101100427,0,3,3,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,8,7,5,4,13,14,3,16,8,0,13,11,3,14,10,4,13,27,11,32,15,0,19,14,0,14,0,0,4,8,0,8,8,5,14,6,0,6,126,47,172
50101100428,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,4,0,3,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,22
50101100429,0,0,0,0,0,0,0,0,6,5,0,9,0,3,3,3,0,3,0,0,0,0,0,0,11,3,14,8,0,8,11,0,10,3,3,7,7,0,7,3,0,3,5,0,5,4,0,4,6,0,6,12,0,12,0,0,4,77,25,99
50101129301,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,9,3,0,3,3,0,6,3,5,8,4,0,6,3,0,6,11,0,11,14,0,14,12,0,12,9,0,9,0,0,0,9,0,12,13,0,18,0,0,3,89,20,110
50101129302,3,0,4,0,0,0,0,3,3,0,4,6,0,10,12,0,10,3,4,6,11,9,0,9,8,4,7,6,4,11,0,0,0,3,3,8,9,3,10,0,0,0,5,0,5,5,0,5,9,6,11,0,0,4,0,0,0,58,49,106
50101129303,0,5,5,3,0,3,3,9,5,0,12,16,3,13,16,3,14,11,6,9,13,6,4,15,11,10,15,14,8,21,0,0,3,3,0,0,11,4,14,8,0,8,3,0,3,0,0,0,0,0,4,13,5,12,0,3,3,83,86,171
50101129304,0,0,3,0,4,4,0,6,3,0,0,0,0,3,4,0,5,5,3,0,4,5,3,9,0,7,7,3,0,10,4,4,5,3,0,3,9,4,12,11,0,11,0,0,0,3,0,3,6,0,9,17,0,17,0,0,0,84,28,117
50101129305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,6,0,0,7,7,3,11,3,0,3,6,0,8,0,3,9,7,0,11,0,0,0,6,0,6,4,0,4,4,0,4,12,0,12,0,0,0,64,15,77
50101129306,0,0,0,4,0,4,0,0,0,0,0,0,0,4,4,0,4,3,0,7,7,0,0,0,11,8,12,6,0,10,7,0,4,7,0,6,10,0,10,12,0,12,13,0,15,6,0,6,26,0,26,19,0,19,0,0,0,117,22,140
50101129307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
50101129308,0,0,0,0,0,0,0,4,4,0,3,3,0,19,18,4,22,26,20,5,30,10,5,12,10,4,12,3,3,12,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,4,5,3,0,6,0,11,13,64,85,150
50101129309,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,3,0,3,6,0,6,0,0,0,16,3,17
50101129310,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,6,3,4,10,3,15,6,0,7,5,9,18,9,3,12,13,0,12,8,4,10,28,4,34,16,0,16,7,0,6,8,0,8,5,0,5,14,0,19,0,0,0,136,44,177
50101129311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,6,16
50101129312,0,0,0,0,0,0,0,0,0,0,6,6,0,3,3,4,0,3,7,0,6,11,3,11,7,4,8,3,3,5,0,0,0,5,0,5,10,3,14,7,0,9,5,0,5,0,0,0,5,0,8,11,0,13,0,0,3,73,29,103
50101129313,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,0,4,3,0,3,4,5,3,0,0,0,0,0,0,10,0,9,3,0,3,3,0,3,4,0,4,16,0,16,4,0,4,0,0,0,49,11,61
50101129314,0,0,0,0,0,0,0,3,3,0,0,0,0,6,3,4,0,10,7,3,11,7,3,7,4,6,11,13,3,14,5,5,9,3,4,10,20,0,22,13,0,13,3,0,8,3,0,3,3,0,3,12,0,12,4,0,4,107,35,147
50101129315,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,8,5,11,10,4,13,9,3,13,16,3,16,12,0,13,8,0,9,9,0,14,24,8,32,16,0,20,10,0,10,4,0,4,7,0,7,21,5,23,5,0,5,159,33,194
50101129316,0,0,0,0,0,0,0,4,4,0,0,0,7,6,6,4,9,15,6,4,17,8,0,10,14,6,22,14,0,18,7,0,5,8,0,5,12,0,18,8,0,8,4,0,4,0,0,0,16,0,15,11,0,11,3,0,4,111,47,157
50101129317,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,5,5,5,0,8,8,0,9,8,0,8,5,5,7,9,0,5,0,0,0,8,0,5,4,0,4,0,0,5,0,0,0,4,0,4,4,0,7,0,0,0,49,34,82
50101129318,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,9,6,9,7,0,7,6,0,6,5,0,10,0,0,0,5,0,5,16,0,19,13,0,13,7,0,9,0,0,0,10,0,10,13,0,15,0,0,0,101,7,106
50101129319,5,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,5,3,3,0,3,8,4,13,4,0,4,3,5,6,6,0,6,16,0,17,10,0,10,3,0,3,11,0,11,8,0,15,12,0,10,0,0,0,95,22,113
50101129320,4,0,4,0,0,0,0,4,5,0,0,3,0,0,0,0,0,0,13,5,12,4,0,5,0,0,5,7,4,10,7,0,7,11,0,11,10,0,10,12,0,12,15,0,15,7,0,7,25,0,25,15,0,14,6,0,6,132,12,146
50101129321,0,3,7,0,0,0,0,0,0,0,3,3,0,18,17,0,12,14,11,3,13,4,0,4,3,0,7,8,4,8,4,0,9,4,0,3,3,5,9,3,0,6,8,3,4,6,0,6,5,3,4,12,0,7,0,8,3,77,74,150
50101129322,0,0,3,0,0,0,0,0,4,0,8,10,0,10,13,3,15,18,10,6,14,16,9,18,5,0,6,15,6,20,16,5,17,6,0,9,13,3,17,7,0,7,8,4,9,0,0,0,0,0,0,17,0,16,0,0,5,126,66,190
50101129323,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,11,5,0,5,0,3,4,8,0,8,4,0,4,0,0,0,0,0,3,0,0,0,4,0,4,4,0,4,15,0,15,8,0,8,0,0,0,54,12,72
50101129324,4,0,4,0,0,3,0,0,0,0,0,0,7,6,8,0,4,4,13,0,20,13,5,16,11,3,18,12,7,12,11,6,21,9,0,9,14,0,23,0,0,0,6,0,6,3,0,3,9,0,9,18,0,18,0,0,0,135,44,176
50101129325,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,4,0,0,0,5,4,5,8,0,8,5,0,5,5,0,6,7,0,12,8,0,8,12,0,12,7,0,7,18,0,20,13,0,13,0,0,0,98,9,108
50101129326,3,3,4,0,0,0,0,4,4,0,4,8,0,15,15,0,5,6,8,7,19,11,3,16,4,7,16,9,0,7,7,5,4,5,4,9,9,3,13,10,0,10,7,0,9,6,0,6,3,0,7,9,0,8,4,4,3,102,72,173
50101129327,0,0,4,0,0,4,4,3,6,0,0,4,0,10,10,5,6,8,15,6,22,7,9,18,6,0,15,13,3,15,6,5,7,0,0,4,14,5,18,9,0,9,6,0,6,6,0,6,3,0,3,16,0,12,3,0,4,112,55,170
50101129328,5,0,6,0,0,0,6,7,3,0,9,9,7,12,13,9,3,12,21,4,32,15,7,13,6,4,11,12,3,14,7,0,7,3,4,8,10,3,9,13,0,13,3,0,3,0,0,0,9,4,12,16,0,21,5,0,5,148,61,212
50101129329,0,6,3,0,0,0,0,12,12,0,23,22,0,20,20,0,17,17,11,14,21,6,10,20,16,10,18,11,4,22,8,3,9,8,3,13,21,12,27,11,0,11,0,4,4,3,0,3,6,0,5,8,0,14,3,3,11,130,140,268
50101129401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,4,0,5,4,0,3,0,0,0,0,0,0,4,0,4,7,0,7,3,0,3,5,0,5,0,0,0,10,0,10,0,0,0,35,9,46
50101129402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,4,0,4,3,0,3,0,0,0,4,0,4,19,0,19,7,0,7,13,0,10,9,0,9,4,0,9,13,0,13,0,0,0,85,4,87
