SA1_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Prim_Other_Non_Govt_M,Prim_Other_Non_Govt_F,Prim_Other_Non_Govt_P,Primary_Tot_M,Primary_Tot_F,Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_Ed_Ft_15_24_yr_M,Tert_Voc_Ed_Ft_15_24_yr_F,Tert_Voc_Ed_Ft_15_24_yr_P,Tert_Voc_Ed_Ft_25_yr_over_M,Tert_Voc_Ed_Ft_25_yr_over_F,Tert_Voc_Ed_Ft_25_yr_over_P,Tert_Voc_Ed_Pt_15_24_yr_M,Tert_Voc_Ed_Pt_15_24_yr_F,Tert_Voc_Ed_Pt_15_24_yr_P,Tert_Voc_Ed_Pt_25_yr_over_M,Tert_Voc_Ed_Pt_25_yr_over_F,Tert_Voc_Ed_Pt_25_yr_over_P,Tert_Voc_Ed_Ft_Pt_st_ns_M,Tert_Voc_Ed_Ft_Pt_st_ns_F,Tert_Voc_Ed_Ft_Pt_st_ns_P,Tert_Voc_Ed_Tot_M,Tert_Voc_Ed_Tot_F,Tert_Voc_Ed_Tot_P,Tert_Uni_oth_edu_Ft_15_24_M,Tert_Uni_oth_edu_Ft_15_24_F,Tert_Uni_oth_edu_Ft_15_24_P,Tert_Uni_oth_edu_Ft_25ov_M,Tert_Uni_oth_edu_Ft_25ov_F,Tert_Uni_oth_edu_Ft_25ov_P,Tert_Uni_oth_edu_Pt_15_24_M,Tert_Uni_oth_edu_Pt_15_24_F,Tert_Uni_oth_edu_Pt_15_24_P,Tert_Uni_oth_edu_Pt_25ov_M,Tert_Uni_oth_edu_Pt_25ov_F,Tert_Uni_oth_edu_Pt_25ov_P,Tert_Uni_oth_edu_F_Pt_st_ns_M,Tert_Uni_oth_edu_F_Pt_st_ns_F,Tert_Uni_oth_edu_F_Pt_st_ns_P,Tert_Uni_oth_edu_Tot_M,Tert_Uni_oth_edu_Tot_F,Tert_Uni_oth_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Oth_type_Edu_inst_Ftime_stu_M,Oth_type_Edu_inst_Ftime_stu_F,Oth_type_Edu_inst_Ftime_stu_P,Oth_type_Edu_inst_Ptime_stu_M,Oth_type_Edu_inst_Ptime_stu_F,Oth_type_Edu_inst_Ptime_stu_P,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_M,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_F,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_P,Oth_type_educ_institut_Tot_M,Oth_type_educ_institut_Tot_F,Oth_type_educ_institut_Tot_P,Type_educ_institution_ns_M,Type_educ_institution_ns_F,Type_educ_institution_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
50101100111,4,3,7,25,19,45,3,0,3,7,7,10,34,27,57,13,13,23,0,0,0,0,0,0,13,12,23,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,7,6,0,4,3,0,0,0,0,0,0,0,6,6,0,0,0,5,5,9,3,15,15,3,0,3,0,3,3,0,0,0,3,3,7,19,26,42,3,0,7,81,86,168
50101100112,8,6,5,22,5,29,4,7,12,0,0,3,26,8,38,10,8,13,0,0,0,0,0,0,10,9,13,0,0,0,0,5,5,0,0,0,0,0,3,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,14,16,0,0,0,0,0,0,0,0,0,0,0,0,29,26,56,0,0,0,68,62,130
50101100113,0,0,4,8,4,11,0,0,0,0,6,6,7,11,17,6,4,10,0,0,0,0,0,0,6,5,14,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,0,0,0,0,0,0,0,0,0,0,0,0,8,7,17,0,0,0,19,28,51
50101100114,5,13,13,39,28,68,0,3,3,3,0,3,44,30,76,15,10,22,3,0,0,0,0,0,17,13,24,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,6,10,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,6,6,0,11,16,0,0,5,0,4,8,0,0,0,4,0,7,31,42,74,0,0,0,101,114,218
50101100115,3,4,8,7,21,24,0,0,0,8,0,3,8,23,29,9,10,17,0,0,6,0,3,3,9,16,27,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,6,11,0,0,0,0,0,0,0,0,0,0,0,3,11,22,32,3,0,3,41,71,107
50101100116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100301,0,4,4,3,3,8,0,0,6,0,0,0,7,3,10,0,0,0,0,0,0,0,4,3,0,4,6,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,8,6,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18,0,0,0,23,34,48
50101100302,0,3,0,16,15,29,4,12,16,0,0,0,24,21,45,7,3,11,13,9,18,4,5,8,19,22,36,0,0,0,0,0,0,4,0,4,0,3,3,0,0,0,3,3,7,0,0,0,0,6,3,0,0,0,0,6,6,0,0,0,0,7,13,4,13,19,0,0,0,0,0,0,0,0,0,0,0,0,7,8,13,0,0,0,49,66,123
50101100303,0,0,4,6,3,11,0,4,3,3,0,3,9,12,21,5,5,3,3,0,6,4,3,4,7,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,5,10,0,0,0,0,0,0,0,0,0,0,0,0,7,10,15,0,0,0,31,37,63
50101100304,3,0,0,5,3,12,0,0,0,0,3,10,8,11,24,5,6,16,0,5,4,3,0,5,9,12,29,0,0,0,0,0,0,0,5,6,0,3,4,0,0,0,0,5,5,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,5,8,8,10,16,0,0,0,0,0,0,0,0,0,0,0,0,12,17,30,0,0,0,44,56,95
50101100305,4,9,9,4,5,9,0,6,6,0,5,5,9,10,14,6,3,10,0,0,0,9,3,11,16,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,22,44,0,0,0,48,48,93
50101100306,0,0,0,9,11,24,0,4,4,6,10,20,17,25,42,8,9,13,4,4,8,5,3,11,15,13,32,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,3,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,7,12,0,0,0,4,0,4,0,0,0,4,0,4,4,10,10,0,0,0,45,58,102
50101100307,6,0,8,7,11,17,4,3,10,8,0,5,11,19,31,8,3,7,3,3,8,0,0,0,10,11,16,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,3,9,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,4,5,4,10,16,0,0,0,0,0,0,0,0,0,0,3,3,4,16,16,3,0,3,39,50,89
50101100308,3,0,5,7,11,17,10,8,17,8,4,11,25,19,43,4,3,13,4,0,5,8,9,17,10,18,28,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,4,15,16,0,0,0,51,53,110
50101100310,5,6,6,7,8,20,6,3,9,0,0,0,10,13,30,5,5,13,5,3,12,5,4,7,14,15,28,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,7,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,10,3,15,0,0,0,42,56,98
50101100311,0,0,0,13,16,24,11,11,17,0,4,6,22,23,48,3,8,15,5,3,8,5,0,6,14,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,5,10,0,0,0,0,8,8,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,47,52,98
50101100312,5,0,5,7,8,15,0,3,8,0,0,0,8,11,20,6,0,7,0,3,8,0,3,3,4,11,15,0,0,0,0,0,0,0,0,0,6,4,8,0,0,0,9,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,0,0,0,0,0,0,0,0,0,0,6,6,10,34,45,0,0,0,34,63,98
50101100313,0,6,5,6,9,10,7,4,7,0,0,0,8,9,19,0,4,4,0,0,3,0,0,0,3,9,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,6,7,0,0,0,0,0,0,0,0,0,0,3,3,19,4,24,0,0,0,35,37,73
50101100314,7,0,7,10,10,17,0,0,0,0,0,0,14,10,23,3,9,7,0,0,0,7,0,7,5,9,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,7,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,4,4,4,12,0,0,0,0,3,0,0,0,0,0,0,3,8,8,15,0,0,0,38,30,64
50101100315,3,3,6,17,20,30,4,3,7,3,3,11,23,24,48,10,7,12,3,4,11,7,5,7,20,16,35,0,0,0,0,0,0,0,0,3,0,4,8,0,0,0,5,7,15,0,5,5,0,0,0,0,0,0,0,3,5,0,0,0,0,5,8,3,16,25,0,0,0,0,0,4,0,0,0,0,0,4,43,36,77,0,0,0,92,100,193
50101100316,6,0,10,13,5,18,0,6,4,3,4,3,17,8,25,11,9,17,0,0,5,9,4,11,17,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,4,6,0,0,0,0,8,13,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,39,40,80
50101100317,3,0,5,22,11,31,3,5,9,8,3,7,31,20,51,6,10,12,10,17,22,3,3,7,17,26,44,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,5,3,7,0,5,3,0,0,0,0,3,3,0,4,8,0,0,0,3,13,12,6,10,14,0,0,0,0,0,0,0,0,0,0,0,0,14,13,22,0,0,0,75,74,146
50101100319,5,5,6,0,3,7,3,3,7,0,4,4,4,9,10,0,0,0,0,3,9,4,6,11,8,13,21,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,0,0,0,29,27,52
50101100320,6,10,9,27,27,52,12,8,19,3,3,6,37,35,79,11,15,24,9,12,20,4,0,4,19,29,46,0,0,0,0,0,0,0,0,5,4,3,7,0,0,0,6,8,9,0,4,4,0,3,4,0,0,0,0,0,0,0,0,0,0,7,6,5,18,20,0,0,0,0,0,3,0,0,0,0,0,3,17,12,23,0,0,0,80,96,180
50101100321,8,4,12,13,11,31,18,29,50,0,0,4,39,43,81,13,7,17,16,12,31,9,7,13,33,28,58,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,10,3,11,14,0,0,0,0,0,0,0,0,0,0,5,3,9,7,22,0,0,0,91,102,195
50101100322,0,4,4,11,0,14,4,0,4,0,4,4,11,8,19,0,0,3,0,0,5,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,5,4,8,9,0,0,0,0,7,7,0,0,0,0,7,7,28,27,54,5,0,7,50,54,102
50101100323,5,4,6,9,15,24,11,9,19,6,0,0,27,20,44,3,4,12,4,5,12,0,0,0,11,10,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,4,7,5,5,13,0,0,0,0,0,0,0,0,0,0,0,0,14,19,31,0,0,0,58,61,111
50101100324,3,0,3,9,4,17,10,12,19,5,4,12,29,15,45,0,0,6,9,3,11,3,5,12,17,16,32,0,0,3,0,0,0,5,0,5,0,3,4,0,0,0,6,5,10,0,4,4,0,4,3,0,0,0,4,0,4,0,0,0,4,10,13,5,11,22,0,0,0,0,3,3,0,0,3,0,4,3,0,3,7,4,5,3,64,54,117
50101100325,10,7,16,28,23,51,14,6,20,4,4,6,45,33,78,12,9,19,9,7,18,4,6,13,28,19,48,0,0,0,0,0,4,3,0,3,4,0,5,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,4,6,10,12,8,22,0,0,0,0,3,3,0,0,0,0,3,3,21,21,44,0,0,0,122,92,217
50101100326,0,5,5,18,12,29,7,9,15,0,0,0,22,20,42,11,6,22,5,8,11,4,0,8,23,17,37,0,0,0,4,0,5,3,0,3,0,0,4,0,0,0,7,6,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,8,6,14,0,0,0,0,0,0,0,0,0,3,0,3,12,10,24,0,0,0,70,58,135
50101100328,10,6,15,37,20,54,25,25,51,8,0,7,62,50,114,12,12,28,12,9,18,11,6,11,34,28,64,0,0,0,0,3,3,3,3,7,3,0,4,0,0,0,10,5,15,0,0,0,0,3,3,0,0,0,0,5,8,0,0,0,0,12,12,10,17,27,0,0,0,0,5,0,0,0,0,3,5,4,21,20,38,0,0,0,132,128,262
50101100329,4,0,3,18,17,30,5,5,8,0,0,0,21,23,46,10,7,17,3,12,15,3,4,9,22,24,42,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,4,3,6,0,0,0,0,3,4,0,0,0,0,7,6,0,0,0,5,14,19,4,22,23,0,0,0,0,3,3,0,0,0,3,3,8,17,22,44,0,0,0,76,103,174
50101100330,0,0,0,4,5,3,0,0,0,3,4,5,3,6,9,0,4,4,0,0,0,0,3,3,3,8,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,5,0,7,0,0,0,5,3,12,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,48,52,96,9,0,9,70,63,134
50101100331,10,7,17,26,23,50,16,15,25,5,3,6,48,37,84,7,12,20,3,3,9,0,0,0,11,20,30,5,0,5,0,0,0,5,0,5,6,8,18,0,0,0,8,10,21,0,4,4,0,3,3,0,0,0,0,9,10,0,0,0,0,12,17,17,24,36,0,0,0,0,4,4,0,0,0,0,4,4,8,12,19,0,3,5,93,106,197
50101100332,0,5,5,3,0,8,7,0,10,0,0,3,10,0,19,9,5,9,0,0,5,0,0,0,3,10,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,0,8,4,7,6,9,0,0,0,3,0,3,0,0,0,3,0,3,13,15,20,0,0,0,37,34,72
50101100401,3,8,14,25,12,39,4,0,5,6,5,5,30,20,53,13,34,54,0,0,3,0,0,0,20,38,58,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,3,3,10,8,8,12,0,0,0,0,4,4,0,0,0,0,4,4,0,5,5,0,0,0,64,84,148
50101100405,3,4,4,4,15,17,6,3,3,9,10,21,17,24,49,23,17,34,0,0,0,0,4,14,29,17,50,0,0,0,0,0,6,0,0,0,5,9,8,0,0,0,3,9,14,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,5,9,12,8,10,19,0,0,0,6,0,3,0,0,0,6,0,7,30,34,65,0,0,0,93,97,194
50101100406,4,0,4,3,10,11,0,0,0,3,5,10,8,16,20,24,17,44,0,0,0,0,0,3,27,22,43,0,0,0,0,4,4,0,0,0,3,0,5,0,0,0,5,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,7,15,0,0,0,0,3,4,0,0,0,0,3,4,18,17,32,0,0,6,62,65,126
50101100407,0,4,8,3,8,9,5,0,3,0,0,0,9,6,14,6,6,10,0,0,0,0,0,0,6,6,10,0,0,0,0,0,0,5,0,5,0,4,3,0,0,0,5,4,12,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,9,9,5,13,18,0,0,0,0,0,0,0,0,0,0,0,0,37,33,68,3,0,6,62,58,120
50101100408,0,4,0,0,4,9,3,0,5,0,0,7,5,12,14,0,0,3,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,0,5,4,5,3,0,0,0,9,5,9,0,0,0,5,0,0,0,0,0,3,5,10,0,0,0,4,7,10,13,11,20,0,0,4,0,3,3,0,0,0,0,4,3,37,21,57,3,3,6,60,50,114
50101100410,10,21,28,44,41,85,9,9,18,3,8,13,61,58,116,32,24,59,0,0,3,0,6,3,38,32,64,0,3,0,0,4,3,3,0,3,3,11,15,0,0,0,6,16,24,0,0,0,0,4,5,0,3,3,4,8,13,0,0,0,3,18,18,9,35,46,0,0,0,6,3,12,0,0,0,6,3,7,34,31,62,0,0,0,150,177,329
50101100411,0,0,0,7,10,15,0,0,0,0,0,0,10,7,19,4,6,10,0,0,0,0,0,0,4,11,16,4,0,4,0,0,0,0,0,0,0,0,5,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,7,5,10,0,0,0,0,0,0,0,0,0,0,0,0,29,19,49,37,0,37,78,47,124
50101100412,0,4,8,8,11,19,0,0,4,0,3,8,12,19,32,13,16,29,0,0,0,0,3,5,20,17,38,0,0,0,0,0,0,0,0,3,0,5,5,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,25,32,56,3,3,3,61,80,141
50101100413,3,4,8,31,19,50,3,0,6,10,8,20,40,34,75,31,24,57,0,0,0,0,0,3,35,25,58,0,0,0,0,0,0,6,0,6,0,6,11,0,0,0,3,9,16,0,0,6,0,0,0,0,0,0,0,5,5,0,0,0,4,6,8,9,15,20,0,0,0,0,4,8,0,0,0,0,4,8,10,15,24,0,0,0,102,99,200
50101100414,6,6,10,23,14,38,9,3,5,12,8,19,37,27,65,16,19,36,0,0,4,7,0,7,23,20,45,0,0,0,0,0,0,0,0,0,5,4,8,0,0,0,3,4,7,0,0,0,0,3,4,0,0,0,3,3,4,0,0,0,0,4,8,10,10,18,0,0,0,3,4,4,0,0,0,3,4,4,20,22,44,0,0,0,99,82,182
50101100416,0,0,8,19,15,33,0,0,0,8,5,13,21,25,44,20,13,43,0,0,3,4,0,4,30,17,45,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,3,4,8,0,0,0,0,4,0,0,0,0,0,5,8,0,0,0,9,7,11,7,11,18,0,3,5,0,5,5,0,0,0,0,9,5,26,29,53,0,0,5,92,90,185
50101100417,3,5,4,12,10,26,3,3,5,8,3,8,23,17,34,18,16,38,0,0,0,0,0,0,25,16,43,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,7,7,8,15,18,0,0,0,0,0,0,0,0,0,0,0,0,10,15,27,5,0,3,69,62,132
50101100418,0,0,0,7,0,10,0,0,0,0,0,0,7,4,8,3,6,14,6,0,6,0,0,0,11,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,5,4,0,0,0,3,4,10,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19,4,3,7,30,26,55
50101100419,8,4,8,12,8,20,0,0,0,0,8,11,21,10,35,8,7,21,0,0,0,0,0,0,7,7,17,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,3,9,9,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,5,3,8,0,10,18,0,3,3,0,0,0,0,0,0,0,3,3,3,4,13,0,0,0,43,48,87
50101100420,3,5,7,21,15,31,0,0,0,7,0,8,26,14,40,19,12,32,0,0,0,0,0,4,19,13,33,0,0,0,0,0,0,4,3,5,0,5,4,0,0,0,4,3,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,6,7,15,0,0,0,3,4,3,0,0,0,3,4,3,5,9,18,0,0,0,63,58,121
