SA1_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Prim_Other_Non_Govt_M,Prim_Other_Non_Govt_F,Prim_Other_Non_Govt_P,Primary_Tot_M,Primary_Tot_F,Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_Ed_Ft_15_24_yr_M,Tert_Voc_Ed_Ft_15_24_yr_F,Tert_Voc_Ed_Ft_15_24_yr_P,Tert_Voc_Ed_Ft_25_yr_over_M,Tert_Voc_Ed_Ft_25_yr_over_F,Tert_Voc_Ed_Ft_25_yr_over_P,Tert_Voc_Ed_Pt_15_24_yr_M,Tert_Voc_Ed_Pt_15_24_yr_F,Tert_Voc_Ed_Pt_15_24_yr_P,Tert_Voc_Ed_Pt_25_yr_over_M,Tert_Voc_Ed_Pt_25_yr_over_F,Tert_Voc_Ed_Pt_25_yr_over_P,Tert_Voc_Ed_Ft_Pt_st_ns_M,Tert_Voc_Ed_Ft_Pt_st_ns_F,Tert_Voc_Ed_Ft_Pt_st_ns_P,Tert_Voc_Ed_Tot_M,Tert_Voc_Ed_Tot_F,Tert_Voc_Ed_Tot_P,Tert_Uni_oth_edu_Ft_15_24_M,Tert_Uni_oth_edu_Ft_15_24_F,Tert_Uni_oth_edu_Ft_15_24_P,Tert_Uni_oth_edu_Ft_25ov_M,Tert_Uni_oth_edu_Ft_25ov_F,Tert_Uni_oth_edu_Ft_25ov_P,Tert_Uni_oth_edu_Pt_15_24_M,Tert_Uni_oth_edu_Pt_15_24_F,Tert_Uni_oth_edu_Pt_15_24_P,Tert_Uni_oth_edu_Pt_25ov_M,Tert_Uni_oth_edu_Pt_25ov_F,Tert_Uni_oth_edu_Pt_25ov_P,Tert_Uni_oth_edu_F_Pt_st_ns_M,Tert_Uni_oth_edu_F_Pt_st_ns_F,Tert_Uni_oth_edu_F_Pt_st_ns_P,Tert_Uni_oth_edu_Tot_M,Tert_Uni_oth_edu_Tot_F,Tert_Uni_oth_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Oth_type_Edu_inst_Ftime_stu_M,Oth_type_Edu_inst_Ftime_stu_F,Oth_type_Edu_inst_Ftime_stu_P,Oth_type_Edu_inst_Ptime_stu_M,Oth_type_Edu_inst_Ptime_stu_F,Oth_type_Edu_inst_Ptime_stu_P,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_M,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_F,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_P,Oth_type_educ_institut_Tot_M,Oth_type_educ_institut_Tot_F,Oth_type_educ_institut_Tot_P,Type_educ_institution_ns_M,Type_educ_institution_ns_F,Type_educ_institution_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
50101100101,3,0,5,10,9,22,0,0,0,4,0,8,16,14,22,3,15,21,0,0,0,0,0,0,10,12,25,0,0,0,0,0,0,7,0,6,0,0,3,0,0,0,5,0,10,0,0,0,0,3,3,0,0,0,0,5,3,0,0,0,3,4,9,9,9,14,0,0,4,0,4,4,0,0,0,3,7,4,26,22,47,0,0,0,60,62,122
50101100102,19,17,36,89,76,162,9,0,4,14,19,29,103,93,201,39,39,79,0,10,11,7,4,10,47,51,103,0,0,0,0,0,0,5,0,0,7,17,24,0,0,0,9,22,24,0,3,0,0,0,0,0,0,0,3,9,15,0,0,0,5,20,22,13,39,50,0,0,0,4,4,11,0,0,0,4,4,11,63,63,127,0,0,6,252,271,524
50101100103,3,0,6,5,4,10,0,0,0,3,0,3,7,4,9,6,9,10,0,0,0,0,0,0,6,3,11,0,0,0,0,0,0,5,0,5,3,5,6,0,0,0,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,11,0,0,0,0,0,0,0,0,0,0,0,0,14,17,34,0,0,0,34,31,68
50101100104,3,0,5,5,14,17,0,0,5,0,0,0,4,8,17,4,5,9,0,0,0,3,0,0,5,3,15,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,22,14,36,13,0,13,50,40,85
50101100105,0,0,6,7,7,12,0,0,0,0,0,0,3,7,14,8,3,13,0,0,0,0,0,0,8,3,13,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,3,3,6,6,13,0,0,0,20,29,48
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100107,0,0,0,4,3,9,5,4,4,0,0,0,4,12,17,13,3,12,0,0,0,0,0,0,13,6,15,0,0,0,0,0,0,0,0,0,6,8,13,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,0,0,0,0,0,0,0,0,0,0,3,3,11,15,19,4,3,3,37,39,79
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4
50101100109,3,0,3,18,19,31,0,0,0,0,6,10,15,25,38,18,19,32,0,0,0,0,0,0,17,20,37,0,0,0,0,0,0,4,5,3,0,0,5,0,0,0,5,8,13,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,4,4,7,6,10,15,0,0,0,0,4,4,0,0,0,0,4,4,19,24,46,0,0,0,64,80,139
50101100110,0,0,0,5,4,11,0,0,0,0,0,0,7,10,15,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,3,10,9,0,0,5,0,0,0,0,0,0,0,0,5,10,11,20,0,0,0,21,34,61
