SA1_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
50101100101,48,32,42,49,53,71,49,21,3,369
50101100102,434,81,120,316,182,112,81,26,9,1366
50101100103,31,11,16,26,42,70,112,79,52,453
50101100104,57,22,39,38,52,79,103,63,27,479
50101100105,32,16,16,24,34,46,84,17,18,289
50101100106,0,0,0,0,0,0,0,0,0,4
50101100107,43,18,26,45,50,90,71,33,9,378
50101100108,0,0,0,0,0,0,0,0,0,10
50101100109,89,45,47,67,94,98,85,25,0,547
50101100110,37,17,34,29,36,52,35,11,3,252
50101100111,120,32,66,111,61,96,57,21,4,565
50101100112,87,25,48,66,53,80,52,33,3,448
50101100113,35,13,12,21,34,46,57,25,6,240
50101100114,158,38,49,106,110,86,39,18,12,619
50101100115,67,21,30,55,51,63,66,20,5,388
50101100116,0,0,0,0,0,0,0,0,0,0
50101100301,21,22,22,21,17,47,37,32,12,233
50101100302,84,26,20,56,48,31,30,16,0,315
50101100303,45,26,13,37,45,65,68,32,4,322
50101100304,52,32,34,33,40,28,29,10,0,261
50101100305,50,28,28,33,43,50,40,19,6,302
50101100306,87,38,48,66,54,86,48,23,0,460
50101100307,60,22,21,43,43,51,41,18,0,307
50101100308,76,28,23,47,57,82,62,19,0,389
50101100310,74,41,35,51,60,76,84,31,4,464
50101100311,81,11,22,56,36,39,25,18,0,302
50101100312,53,16,31,56,44,45,72,44,13,370
50101100313,55,19,69,52,23,29,39,21,12,309
50101100314,48,19,40,36,28,54,29,7,6,266
50101100315,108,40,46,69,87,79,78,26,3,538
50101100316,64,19,33,42,50,57,53,16,3,339
50101100317,105,43,46,59,98,90,66,19,7,535
50101100319,41,22,30,21,43,47,64,47,8,321
50101100320,158,42,48,99,76,78,96,42,9,650
50101100321,144,47,26,63,91,50,48,15,0,498
50101100322,42,15,40,44,31,76,69,12,3,331
50101100323,79,15,15,39,39,32,28,8,0,258
50101100324,81,35,24,55,59,74,69,23,3,417
50101100325,173,53,84,131,92,49,54,25,6,657
50101100326,104,40,67,75,55,34,44,21,0,443
50101100328,213,63,67,129,142,96,98,44,11,857
50101100329,112,52,39,89,68,56,79,50,9,548
50101100330,33,14,40,33,57,72,99,29,3,375
50101100331,163,44,114,130,70,41,48,12,3,627
50101100332,45,10,19,38,33,46,29,8,5,230
50101100401,112,39,35,59,87,47,46,26,4,446
50101100405,100,52,55,71,103,86,37,9,3,514
50101100406,75,46,66,65,75,60,50,10,7,461
50101100407,46,30,63,54,60,43,50,57,51,448
50101100408,31,41,69,55,45,96,61,18,6,419
50101100410,260,96,184,187,110,66,57,12,0,978
50101100411,37,30,50,53,54,43,30,13,3,321
50101100412,65,41,24,46,57,87,72,32,7,430
50101100413,139,46,46,87,101,89,61,12,13,605
50101100414,127,38,45,74,101,88,85,25,0,590
50101100416,113,51,53,83,100,66,63,25,6,561
50101100417,101,36,38,72,82,126,70,13,3,547
50101100418,23,18,22,18,26,39,41,4,0,195
50101100419,72,22,45,61,47,26,24,6,0,309
50101100420,87,40,46,86,76,30,17,6,0,393
50101100421,82,29,43,70,53,38,18,10,5,352
50101100422,229,52,101,150,71,50,36,17,0,703
50101100423,0,0,0,0,4,0,0,0,0,4
50101100424,91,35,30,59,64,25,26,9,5,338
50101100425,75,25,33,45,52,29,32,8,4,302
50101100426,76,30,51,67,49,32,12,0,0,315
50101100427,128,44,75,97,54,31,25,8,0,462
50101100428,0,5,5,0,0,3,14,15,5,40
50101100429,59,19,21,34,46,53,28,19,0,281
50101129301,83,39,31,63,43,23,15,11,0,305
50101129302,34,8,31,22,19,51,32,21,14,227
50101129303,35,28,43,26,45,63,69,41,9,364
50101129304,55,28,23,38,47,41,38,25,7,286
50101129305,14,17,12,10,25,34,25,31,5,171
50101129306,72,38,25,32,62,56,71,21,5,388
50101129307,7,6,0,4,4,6,3,0,0,36
50101129308,9,14,8,10,18,21,70,68,29,243
50101129309,16,3,9,8,5,13,6,0,0,51
50101129310,124,53,101,61,50,37,35,17,0,485
50101129311,0,3,3,0,8,9,7,0,0,25
50101129312,32,30,29,22,37,35,49,15,0,243
50101129313,25,14,7,9,21,23,37,11,0,151
50101129314,87,31,59,49,45,28,25,17,5,357
50101129315,147,63,82,79,66,31,38,13,4,530
50101129316,43,28,10,22,50,64,80,31,14,355
50101129317,41,31,35,26,27,14,20,7,4,207
50101129318,81,33,28,55,46,24,34,14,0,315
50101129319,55,14,30,35,44,35,48,9,4,282
50101129320,87,45,9,54,74,69,53,25,6,413
50101129321,24,29,40,22,36,43,40,34,14,274
50101129322,75,40,32,56,60,63,45,34,10,429
50101129323,23,19,9,7,20,39,40,14,4,169
50101129324,96,44,43,62,60,48,51,40,0,443
50101129325,53,39,11,23,67,54,41,8,0,289
50101129326,46,47,47,38,48,73,66,30,17,403
50101129327,54,60,37,30,65,72,89,44,11,472
50101129328,114,46,69,68,58,71,57,45,5,532
50101129329,65,54,60,75,62,89,104,49,19,582
50101129401,40,21,12,18,22,29,11,7,4,157
50101129402,88,27,16,56,33,26,17,16,0,274
50101129403,3,7,4,4,5,0,3,0,0,21
50101129404,77,33,24,56,58,38,45,10,0,342
50101129405,125,64,70,68,64,38,26,6,0,469
50101129406,70,55,37,52,60,32,62,32,4,394
50101129407,47,13,14,36,31,47,42,35,4,264
50101129408,78,42,67,54,57,71,62,54,17,508
50101129409,52,45,24,35,46,59,43,19,9,327
50101129410,49,33,29,32,43,41,40,20,6,300
50101129411,78,40,43,48,48,50,50,13,11,381
50101129412,76,49,31,62,47,64,60,32,21,441
50101129413,94,38,78,43,36,20,12,4,0,331
50101129414,25,18,12,23,16,36,55,80,107,364
50101129415,62,41,21,30,55,60,32,25,3,316
50101129416,84,53,76,79,97,159,120,65,16,754
50101129417,51,29,21,37,32,33,52,13,0,268
50101129418,45,22,19,24,54,29,36,20,12,249
50101129419,241,94,65,159,99,60,78,33,0,827
50101129420,33,24,22,20,30,45,24,22,5,217
50101129421,62,22,21,37,42,42,54,16,8,306
50101129422,94,47,29,45,57,42,19,17,4,355
50101129423,40,24,21,26,20,36,32,19,6,216
50101129424,9,5,3,5,13,18,10,7,0,73
50101129425,61,21,27,44,55,88,73,35,18,419
50101129426,122,53,104,59,36,32,31,23,0,457
50101129427,43,12,10,26,13,7,7,3,0,121
50101129428,76,33,35,52,37,56,52,30,7,378
50101129429,126,68,40,75,86,76,56,12,3,536
50101129430,85,43,38,56,59,44,25,11,8,354
50101129431,62,40,51,43,24,20,19,0,0,254
50101129432,41,27,32,21,33,40,34,51,28,308
50101129433,49,41,21,44,61,42,42,16,3,316
50101129434,35,22,27,28,33,36,33,18,13,241
50101129435,82,62,31,49,85,66,59,39,10,482
50101129436,39,25,35,37,40,49,45,42,10,326
50101129437,57,25,21,33,49,53,31,23,0,288
50101129438,25,16,23,19,27,28,25,13,3,176
50101129439,20,14,35,15,12,20,76,150,161,502
