SA1_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
50101129440,169,58,63,113,57,54,45,12,0,568
50101129441,100,61,35,49,87,58,51,20,0,455
50101129442,115,59,36,69,59,51,46,22,0,464
50101129443,54,49,62,36,58,101,82,52,39,533
50101129444,160,58,56,104,71,56,74,20,3,600
50101129445,116,47,31,64,78,42,68,22,4,466
50101129446,57,32,41,47,52,38,89,43,28,417
50101129447,105,39,26,50,57,64,62,25,13,438
50101129448,116,50,53,65,56,45,45,10,0,443
50101129449,31,24,31,28,47,60,51,22,6,306
50101129450,30,24,19,29,44,40,27,11,10,240
50101129451,66,34,31,53,53,34,75,55,73,472
50101129452,0,0,0,0,0,19,125,123,19,288
50102100502,368,131,170,217,88,43,37,8,3,1063
50102100504,50,18,10,37,34,28,38,20,4,239
50102100505,0,0,0,0,0,0,0,0,0,0
50102100506,4,15,19,23,39,62,30,14,0,201
50102100507,0,0,0,0,0,0,0,0,0,0
50102100508,46,32,20,41,37,59,48,22,15,316
50102100509,204,76,62,104,85,92,83,52,16,784
50102100510,408,179,301,217,138,74,35,10,0,1373
50102100511,54,30,29,37,46,57,58,32,10,348
50102100512,33,25,19,27,19,32,35,9,7,200
50102100513,54,39,22,42,48,49,43,25,4,336
50102100514,195,89,85,89,77,50,18,4,0,613
50102100515,0,0,0,0,0,0,0,0,0,4
50102100516,61,22,18,37,36,47,48,21,0,289
50102100517,31,14,33,23,22,39,49,54,26,292
50102100518,161,65,84,100,83,108,88,45,15,750
50102100519,80,52,46,47,68,97,62,38,10,499
50102100520,55,43,32,37,35,54,38,26,0,312
50102100521,73,30,36,45,39,54,61,38,12,387
50102100522,49,47,32,37,35,45,38,22,0,293
50102100524,73,31,37,46,44,58,34,11,0,344
50102100525,71,41,30,39,31,29,42,23,5,303
50102100526,74,34,57,40,27,33,34,6,0,305
50102100527,62,42,33,33,50,48,56,31,4,364
50102100528,22,20,25,22,24,23,30,27,11,203
50102100529,63,51,38,32,37,57,36,13,3,324
50102100530,165,56,47,94,98,103,65,11,0,641
50102100531,81,53,14,52,79,71,52,13,9,419
50102100532,61,27,16,35,56,90,55,33,5,377
50102100533,397,138,266,228,146,82,74,25,0,1356
50102100534,148,68,61,82,96,73,38,35,3,603
50102100536,97,38,31,50,45,32,13,9,3,323
50102100537,55,40,29,30,50,42,38,23,0,308
50102100538,84,43,26,49,55,72,69,16,4,419
50102100539,53,37,30,34,47,33,24,5,0,268
50102100540,68,62,20,34,76,79,54,14,4,409
50102100541,57,22,25,30,25,22,12,4,0,197
50102100542,42,12,24,26,19,11,3,0,0,148
50102100543,82,44,28,44,44,42,31,10,4,325
50102100544,76,24,33,45,27,24,9,18,5,267
50102100545,95,46,45,56,53,15,32,8,0,356
50102100546,94,47,25,54,64,50,10,11,4,362
50102100547,0,0,0,0,0,0,0,0,0,0
50102100548,100,64,48,54,57,47,28,10,3,415
50102100549,48,37,30,29,26,47,35,5,0,255
50102100550,114,50,33,64,63,26,20,13,0,394
50102100551,136,52,47,79,31,22,14,15,0,397
50102100701,55,12,26,33,40,54,49,22,0,284
50102100702,69,38,29,46,46,45,46,17,0,339
50102100704,100,62,29,54,84,72,50,35,16,501
50102100705,42,18,20,41,30,23,34,13,0,221
50102100706,40,30,16,26,44,50,31,15,0,258
50102100708,127,52,43,67,58,96,63,44,7,559
50102100709,45,37,31,30,41,72,41,14,5,304
50102100710,104,49,35,73,82,81,62,14,5,495
50102100711,62,42,24,31,65,45,35,20,6,330
50102100713,116,56,43,69,65,68,59,26,8,515
50102100714,115,32,52,53,59,45,50,26,5,439
50102100715,42,16,8,22,38,35,19,12,4,199
50102100716,68,25,41,46,30,21,33,10,0,271
50102100717,52,22,26,26,41,56,40,10,0,277
50102100718,21,15,17,22,33,43,26,13,0,196
50102100801,68,57,50,46,43,66,51,10,6,398
50102100802,90,69,65,60,61,87,75,39,18,572
50102100803,45,55,34,43,56,56,63,38,24,416
50102100804,92,58,45,58,67,57,43,30,7,464
50102100805,93,55,64,52,60,47,37,9,5,419
50102100806,0,33,172,165,90,30,15,4,0,513
50102100807,80,55,70,55,61,57,40,24,6,441
50102100809,140,88,115,108,75,105,53,22,10,719
50102100810,105,76,87,75,61,51,52,37,12,559
50102100811,27,19,24,12,33,47,37,53,67,318
50102100812,47,26,57,39,40,62,42,45,26,375
50102100813,102,75,66,55,64,49,31,19,11,463
50102100814,51,48,44,40,50,53,39,28,8,352
50102100815,105,64,89,72,70,66,51,19,9,537
50102100816,56,32,43,34,42,31,37,9,7,293
50102100817,0,0,0,0,0,0,0,0,0,0
50102100818,47,14,17,21,14,9,6,0,0,137
50102100901,46,19,25,25,16,38,36,25,6,241
50102100902,67,37,37,52,56,67,53,38,9,418
50102100903,88,43,57,29,44,33,50,45,11,395
50102100904,40,38,30,19,42,50,42,25,8,289
50102100905,130,67,104,104,91,105,77,30,5,710
50102100906,64,27,47,40,41,40,37,16,4,313
50102100907,38,23,18,22,39,39,35,11,4,228
50102100908,55,37,40,30,46,66,49,15,0,333
50102100909,25,23,32,30,37,52,47,21,10,280
50102100910,0,4,0,0,0,0,0,0,0,3
50102100911,55,24,34,37,32,27,22,14,3,250
50102100912,72,44,35,38,39,49,50,23,4,349
50102100913,28,23,26,26,31,37,31,10,4,218
50102100914,46,29,16,33,40,64,40,18,0,282
50102100915,0,0,0,0,0,0,0,3,0,6
50102100916,91,46,41,49,67,62,74,42,46,510
50102100917,0,0,0,0,0,0,0,0,0,7
50102100918,32,22,30,14,25,39,39,23,10,231
50102100920,111,58,41,69,56,51,64,24,6,484
50102100921,6,0,0,5,0,3,0,0,0,14
50102100922,18,18,23,10,18,30,33,17,6,167
50102100923,61,41,26,40,56,60,36,13,0,325
50102100924,34,21,7,23,27,32,17,3,3,172
50102100925,81,40,33,47,36,42,26,14,3,321
50102100926,63,33,38,30,39,39,31,10,0,289
50102100927,73,41,42,39,49,41,54,28,5,375
50102100928,100,63,47,62,59,45,62,47,7,484
50102100929,55,44,31,34,48,43,45,24,5,330
50102100930,0,0,0,0,0,0,0,0,0,0
50102100931,88,50,45,75,93,98,72,26,6,550
50102101001,40,26,18,34,39,49,44,11,5,272
50102101002,103,46,43,63,97,127,92,35,4,615
50102101003,56,55,36,29,85,76,27,13,9,376
50102101005,161,58,65,102,79,61,33,14,0,579
50102101006,63,35,16,48,72,80,106,49,11,475
50102101008,113,65,64,59,72,57,54,33,10,526
50102101009,64,23,22,40,53,50,55,20,3,331
50102101101,0,0,0,0,8,3,0,0,0,11
50102101201,107,57,67,65,56,55,39,45,18,498
50102101202,93,51,50,61,52,47,47,39,4,443
50102101203,59,34,43,42,31,47,45,31,14,344
50102101204,61,49,40,53,36,49,33,18,7,341
50102101205,55,36,38,26,33,37,15,9,0,256
50102101206,92,28,49,39,50,38,26,7,0,331
50102101207,60,56,36,34,56,47,36,15,0,350
50102101208,37,28,22,27,27,38,29,3,6,221
50102101209,96,61,41,69,80,92,95,59,4,607
50102101210,41,19,23,29,28,58,43,19,0,270
50102101213,7,0,4,3,0,0,0,0,0,16
50102101214,72,50,50,43,51,78,55,22,3,431
50102101215,168,64,91,108,87,39,32,12,0,603
50102101216,119,51,67,70,72,75,45,22,5,532
50102101217,60,41,42,26,32,28,21,17,6,276
50102101218,114,65,41,73,59,58,35,16,3,459
50102101219,75,40,59,56,71,56,94,50,16,516
50102101220,96,71,60,61,68,60,39,19,11,482
50102101221,73,56,31,44,57,45,47,18,0,372
50102101222,91,47,71,51,70,60,53,29,5,477
50102101223,0,0,0,0,0,0,0,0,0,0
50102101224,80,47,48,59,46,46,37,14,3,384
50102101225,153,76,90,95,88,83,54,30,4,665
50102101226,0,0,0,0,0,8,31,138,159,336
50102101227,143,74,91,94,63,40,48,14,0,564
50102101228,118,26,75,67,25,18,7,0,0,322
50102101229,148,53,84,85,37,37,16,0,3,457
50102101230,228,52,178,139,69,46,26,9,0,746
50102101231,76,50,76,39,28,38,63,98,37,501
50102101401,51,46,36,36,47,45,57,35,9,359
50102101402,89,53,35,60,67,66,57,27,3,458
50102101404,81,44,73,55,56,50,51,24,6,446
50102101405,75,39,58,38,44,52,49,38,7,394
50102101406,45,30,35,33,32,40,36,61,58,374
50102101407,91,43,77,53,57,49,64,51,22,514
50102101408,44,21,34,32,33,19,24,18,3,238
50102101409,30,27,19,18,29,27,25,27,5,200
50102101410,57,20,25,29,38,38,34,18,3,268
50102101411,61,21,59,40,54,42,27,26,19,348
50102101412,71,56,33,51,74,81,46,19,8,426
50102101413,27,15,17,22,19,34,37,13,0,182
50102101414,50,19,20,14,23,16,16,5,4,165
50102101415,78,50,41,54,63,96,60,28,11,475
50102101416,29,31,20,22,33,34,25,13,3,211
50102101417,61,169,35,39,73,77,33,18,9,518
50102101418,83,30,38,55,55,41,42,14,0,358
50102101419,102,42,44,80,75,68,70,21,16,507
50102101420,94,50,51,59,78,91,77,18,6,525
50102101421,127,56,74,101,93,96,93,27,4,671
50102101423,89,57,56,37,60,46,39,20,5,417
50102101424,32,26,42,36,43,63,63,21,0,331
50102101425,67,47,20,40,67,72,47,9,0,360
50102101426,86,41,27,52,47,38,34,7,0,332
50102101427,8,23,10,13,14,20,8,7,0,110
50102101501,37,28,24,29,31,48,35,15,5,261
50102101502,59,46,47,35,49,52,32,26,5,352
50102101503,95,94,65,65,61,60,62,44,12,560
50102101504,51,27,40,25,31,32,37,27,10,268
50102101505,85,53,73,72,78,73,66,50,23,581
50102101506,0,0,0,0,0,0,0,0,5,0
50102101507,86,53,79,64,81,91,86,49,11,598
50102101508,50,42,51,53,60,62,59,29,7,415
50102101509,39,24,26,31,28,37,35,19,10,247
50102101510,77,42,56,58,59,52,81,105,49,576
50102101513,137,63,69,73,58,76,26,21,9,534
50102101514,154,84,99,109,53,73,35,3,6,621
50102101515,106,44,105,64,69,59,37,15,8,500
50102101516,0,0,0,0,0,0,0,0,0,0
50102101517,124,63,120,70,57,54,31,8,0,533
50102101518,46,31,26,31,42,45,34,18,4,279
50102101519,0,0,0,0,0,0,0,0,0,0
50102101520,54,22,54,32,16,29,28,17,8,265
50102101521,59,43,39,33,56,54,39,12,3,327
50102101601,50,26,18,24,32,52,35,16,3,253
50102101602,90,43,67,57,57,73,82,33,7,507
50102101603,47,18,16,15,18,34,23,14,5,198
50102101604,36,24,8,14,31,44,23,16,0,204
50102101605,62,31,27,39,46,44,68,50,48,417
50102101606,43,31,23,20,30,24,25,20,3,220
50102101607,98,39,58,56,57,57,45,42,14,460
50102101608,106,85,42,97,117,105,104,43,5,700
50102101609,52,35,30,29,38,50,34,8,0,275
50102101610,0,0,0,0,0,3,0,0,0,0
50102101611,98,65,39,77,81,86,63,25,3,532
50102101612,14,22,24,39,64,66,63,31,6,324
50102125101,166,104,108,111,58,58,82,70,8,771
50102125102,270,135,186,157,92,69,43,9,0,962
50102125103,61,50,25,39,50,28,21,4,0,295
50102125104,379,156,185,225,124,65,40,11,3,1198
50102125105,130,79,42,81,98,56,31,11,0,535
50102125106,81,70,54,37,66,44,34,10,0,404
50102125107,78,62,23,46,83,57,15,18,5,393
50102125108,88,44,31,49,52,35,20,8,0,332
50102125109,97,40,41,62,40,40,33,16,0,367
50102125110,156,84,79,84,65,50,38,20,0,578
50102125111,58,35,10,39,71,47,19,9,0,288
50102125112,172,75,54,91,86,43,30,11,0,559
50102125113,102,76,56,55,92,82,32,16,0,503
50102125114,207,116,107,114,100,66,23,11,0,752
50102125115,143,64,69,62,70,41,29,14,8,511
50102125116,152,66,65,111,88,37,32,10,0,561
50102125117,86,73,10,44,123,65,36,16,4,454
50102125201,82,60,12,36,40,32,32,0,4,304
50102125202,57,38,14,25,46,30,27,5,0,242
50102125203,152,78,38,98,123,111,111,28,11,750
50102125204,95,76,39,54,95,91,66,29,3,552
50102125205,64,40,21,29,61,50,24,16,0,307
50102125206,36,32,21,18,41,60,35,6,4,246
50102125207,60,29,22,33,51,48,26,12,0,280
50102125208,34,25,9,22,26,47,25,10,0,199
50102125301,72,54,95,81,89,107,94,39,9,635
50102125302,35,36,36,40,53,80,46,16,5,361
50102125303,72,38,62,60,56,61,30,22,13,420
50102125304,105,62,50,79,120,120,63,30,9,639
50102125305,84,32,48,55,47,45,26,18,8,366
50102125306,104,65,88,86,84,72,67,37,22,621
50102125307,75,28,43,53,45,43,47,24,6,359
50102125308,68,65,50,60,64,69,63,40,76,547
50102125309,42,56,56,40,54,45,41,22,6,368
50102125310,23,32,36,34,46,49,67,34,20,338
50102125311,85,62,52,61,61,48,52,27,12,465
50102125312,70,40,48,35,41,49,47,31,22,397
50102125313,97,41,36,61,50,52,46,36,16,438
50102125314,51,38,54,48,67,67,55,40,44,461
50102125315,47,72,123,115,116,98,51,23,7,647
50102125316,116,41,41,72,79,70,86,45,16,564
50102125317,64,25,35,35,35,23,40,60,74,391
50102125318,102,41,43,53,75,89,107,68,42,612
50102125319,65,41,87,58,47,54,38,38,27,466
50102125320,50,38,55,39,63,58,65,53,29,443
50102125321,24,29,71,68,77,120,90,51,13,547
50102125322,70,47,51,50,70,65,40,17,8,418
50102125323,58,36,32,41,49,37,36,27,9,323
50102125324,64,35,55,50,42,41,25,13,10,333
50102125325,29,32,7,16,40,45,42,16,4,233
50102125326,115,70,53,71,89,61,40,22,12,528
50102125327,52,28,30,28,52,49,56,19,3,323
50102125328,68,38,61,42,49,48,44,17,5,373
50102125401,98,69,74,59,60,41,47,29,3,474
50102125402,97,52,41,68,48,32,20,8,0,355
50102125403,57,65,52,57,51,44,50,29,6,404
50102125404,70,34,36,30,43,53,30,20,0,322
50102125405,65,47,44,38,47,56,51,8,3,361
50102125406,86,69,58,54,68,81,54,30,8,504
50102125407,87,65,58,79,66,75,67,25,8,526
50102125408,99,44,66,75,68,58,57,36,7,517
50102125409,50,27,35,35,34,35,29,17,5,278
50102125410,45,33,24,32,48,26,30,6,0,241
50102125411,92,47,49,38,44,47,33,8,7,367
50102125412,78,50,62,45,54,50,50,16,3,408
50102125413,42,27,24,35,27,41,43,19,0,260
50103101701,107,49,28,59,67,63,58,27,5,452
50103101702,82,51,44,52,56,86,74,62,22,539
50103101703,129,47,44,74,93,118,125,36,3,678
50103101704,98,26,37,56,49,71,53,39,3,423
50103101705,76,14,20,39,52,71,54,33,3,369
50103101706,60,34,30,48,36,66,50,32,9,366
50103101707,67,25,45,55,81,93,45,19,4,434
50103101708,49,27,26,33,30,54,34,17,0,275
50103101709,47,31,26,26,32,59,51,24,13,308
50103101710,58,54,24,30,68,60,78,31,4,405
50103101711,59,25,16,35,63,73,75,33,5,382
50103101712,21,11,16,23,25,38,24,18,3,193
50103101713,19,20,14,13,28,56,46,17,12,220
50103101714,42,23,19,24,37,53,93,64,32,379
50103101715,42,20,19,30,40,50,52,23,0,271
50103101716,64,22,25,40,49,44,48,18,0,311
50103101717,110,23,54,53,55,45,72,22,6,451
50103101718,34,11,20,27,34,37,51,31,3,245
50103101719,51,24,24,29,23,44,33,21,3,257
50103101801,59,23,20,32,39,49,32,10,3,276
50103101802,62,35,23,41,74,59,61,19,0,374
50103101803,43,26,21,33,27,44,44,35,36,304
50103101804,46,32,16,34,21,28,27,18,3,228
50103101805,112,70,52,69,54,57,80,48,9,545
50103101806,110,54,44,62,103,107,67,22,4,567
50103101807,57,18,22,30,34,52,45,8,0,265
50103101808,54,33,23,28,56,57,53,17,4,318
50103101809,37,21,12,35,38,61,60,29,0,295
50103101810,31,25,27,22,31,39,58,29,9,281
50103101811,50,20,19,43,43,72,101,30,6,378
50103101812,67,25,34,50,59,87,57,36,5,414
50103101813,118,43,70,64,58,63,67,41,11,526
50103101814,53,43,28,34,42,32,37,23,9,310
50103101816,58,34,45,35,51,67,56,46,15,402
50103101817,17,7,6,9,15,10,13,12,4,97
50103101818,62,13,26,41,46,64,59,16,9,344
50103101901,75,62,47,57,63,62,43,26,12,446
50103101902,51,44,32,27,20,24,19,7,3,230
50103101903,89,62,65,61,43,47,40,26,5,435
50103101904,44,31,24,22,31,51,35,13,0,254
50103101905,77,24,41,47,50,63,43,29,5,380
50103101906,20,9,9,17,17,22,13,3,6,129
50103101907,75,50,44,34,50,57,59,54,46,481
50103101908,69,32,30,50,41,73,65,8,4,372
50103101909,100,48,29,53,60,87,39,15,5,428
50103101910,52,39,28,41,57,63,37,20,6,335
50103101911,76,35,25,37,34,46,35,14,5,313
50103101912,32,19,25,21,29,21,35,18,3,211
50103101913,63,45,43,51,45,52,50,26,15,384
50103101914,88,48,60,48,62,39,37,30,5,420
50103101915,49,19,29,27,27,47,29,21,5,250
50103101916,46,36,33,19,19,24,22,25,0,220
50103102001,34,8,29,23,40,85,72,51,7,349
50103102002,24,20,14,15,39,44,37,17,3,212
50103102003,44,25,25,34,33,52,34,3,3,251
50103102004,58,24,28,39,79,105,79,42,4,470
50103102005,67,58,58,54,70,94,67,40,8,515
50103102006,44,27,29,27,66,76,69,23,5,362
50103102007,40,23,21,31,40,50,35,18,4,268
50103102008,54,11,34,43,42,67,63,33,3,358
50103102009,71,37,38,59,66,95,87,65,19,533
50103102010,87,34,30,86,70,124,174,54,10,673
50103102011,22,19,13,18,37,26,35,15,17,204
50103102012,40,29,15,26,28,53,30,15,4,232
50103102013,46,22,86,69,66,74,52,26,5,444
50103102014,69,38,54,55,67,65,48,29,13,444
50201102101,64,42,27,45,74,80,47,41,0,419
50201102102,54,27,23,47,49,106,113,41,6,464
50201102103,50,28,36,35,52,62,79,29,6,390
50201102104,182,78,81,107,99,78,104,30,11,755
50201102105,138,76,69,70,84,64,54,31,0,582
50201102106,86,46,42,52,52,45,46,17,3,387
50201102107,61,29,9,37,44,32,25,12,3,257
50201102108,96,40,34,53,56,46,37,15,4,379
50201102109,115,78,63,72,109,126,149,53,5,769
50201102110,3,3,0,0,0,0,0,0,0,9
50201102111,145,40,65,70,31,49,27,10,0,448
50201102112,43,27,16,22,49,51,155,89,12,455
50201102113,207,96,97,102,100,84,106,80,9,876
50201102114,52,36,24,37,47,40,33,4,0,263
50201102115,79,35,45,53,66,73,128,67,7,548
50201102116,203,69,80,106,76,74,73,32,0,717
50201102117,27,15,15,24,13,38,42,21,3,199
50201102201,35,35,20,30,40,42,72,39,19,339
50201102202,32,27,8,16,26,36,82,47,3,279
50201102203,47,34,34,27,35,46,40,15,8,291
50201102204,244,121,96,153,138,113,95,52,11,1018
50201102205,93,62,47,70,88,103,144,62,3,673
50201102206,73,41,26,41,53,52,54,29,11,367
50201102207,59,42,39,41,51,47,54,27,10,377
50201102208,41,35,17,13,48,41,36,12,3,252
50201102209,54,38,34,31,47,63,68,25,5,373
50201102210,59,50,57,57,67,76,77,50,13,515
50201102211,142,79,60,87,74,72,94,36,5,645
50201102212,76,52,37,39,67,76,51,32,6,437
50201102213,94,43,58,61,64,71,97,33,18,535
50201102214,64,71,35,42,77,137,157,34,9,624
50201102215,64,27,47,39,53,46,29,23,11,331
50201102216,33,14,17,26,27,51,80,32,15,300
50201102217,34,16,24,21,35,49,58,30,12,293
50201102218,73,40,51,41,47,75,102,63,8,497
50201102219,102,76,43,54,78,106,77,37,4,581
50201102220,76,30,38,49,39,53,34,18,7,338
50201102301,123,71,65,54,52,78,59,43,11,563
50201102302,33,16,28,14,18,15,30,6,4,162
50201102303,37,41,16,31,43,45,31,16,5,274
50201102304,49,27,32,26,35,27,81,171,69,509
50201102306,88,43,52,80,54,82,89,79,36,609
50201102307,41,30,28,23,50,48,34,40,6,306
50201102308,146,58,76,65,56,61,51,29,3,537
50201102309,79,50,35,47,74,113,58,33,8,497
50201102310,67,60,34,38,63,78,47,11,4,396
50201102311,88,70,63,50,58,72,61,23,14,501
50201102312,45,31,27,21,30,33,43,29,0,261
50201102314,62,45,36,35,46,53,46,26,10,366
50201102315,61,45,38,32,43,31,37,26,13,330
50201102316,41,27,28,18,36,30,64,113,60,416
50201102317,99,60,60,57,52,30,51,18,0,425
50201102318,101,65,50,55,56,79,60,35,18,514
50201102319,107,75,76,34,64,67,50,30,7,517
50201102320,92,55,61,52,55,66,55,35,10,485
50201102321,3,0,0,0,0,0,0,0,0,10
50201102322,0,0,0,0,0,8,83,226,205,529
50201102323,58,22,45,33,31,43,31,29,6,296
50201102324,54,24,28,29,26,25,32,18,0,243
50201102325,120,75,57,71,70,52,36,13,4,493
50201102326,82,33,39,59,38,46,49,17,5,377
50201102401,37,44,31,23,59,100,116,58,8,469
50201102402,32,29,10,15,44,62,82,68,7,357
50201102403,63,38,32,34,43,57,43,25,8,340
50201102404,43,28,42,34,38,52,46,25,7,316
50201102405,44,38,24,28,30,63,39,25,10,301
