SA1_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_mo_con_0_14,M_1_mo_con_15_24,M_1_mo_con_25_34,M_1_mo_con_35_44,M_1_mo_con_45_54,M_1_mo_con_55_64,M_1_mo_con_65_74,M_1_mo_con_75_84,M_1_mo_con_85_over,M_1_mo_con_Tot,M_2_mo_con_0_14,M_2_mo_con_15_24,M_2_mo_con_25_34,M_2_mo_con_35_44,M_2_mo_con_45_54,M_2_mo_con_55_64,M_2_mo_con_65_74,M_2_mo_con_75_84,M_2_mo_con_85_over,M_2_mo_con_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_OM_Lterm_Health_Tot_0_14,M_OM_Lterm_Health_Tot_15_24,M_OM_Lterm_Health_Tot_25_34,M_OM_Lterm_Health_Tot_35_44,M_OM_Lterm_Health_Tot_45_54,M_OM_Lterm_Health_Tot_55_64,M_OM_Lterm_Health_Tot_65_74,M_OM_Lterm_Health_Tot_75_84,M_OM_Lterm_Health_Tot_85_ov,M_OM_Lterm_Health_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_mo_con_0_14,F_1_mo_con_15_24,F_1_mo_con_25_34,F_1_mo_con_35_44,F_1_mo_con_45_54,F_1_mo_con_55_64,F_1_mo_con_65_74,F_1_mo_con_75_84,F_1_mo_con_85_over,F_1_mo_con_Tot,F_2_mo_con_0_14,F_2_mo_con_15_24,F_2_mo_con_25_34,F_2_mo_con_35_44,F_2_mo_con_45_54,F_2_mo_con_55_64,F_2_mo_con_65_74,F_2_mo_con_75_84,F_2_mo_con_85_over,F_2_mo_con_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_OM_Lterm_Health_Tot_0_14,F_OM_Lterm_Health_Tot_15_24,F_OM_Lterm_Health_Tot_25_34,F_OM_Lterm_Health_Tot_35_44,F_OM_Lterm_Health_Tot_45_54,F_OM_Lterm_Health_Tot_55_64,F_OM_Lterm_Health_Tot_65_74,F_OM_Lterm_Health_Tot_75_84,F_OM_Lterm_Health_Tot_85_ov,F_OM_Lterm_Health_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_mo_con_0_14,P_1_mo_con_15_24,P_1_mo_con_25_34,P_1_mo_con_35_44,P_1_mo_con_45_54,P_1_mo_con_55_64,P_1_mo_con_65_74,P_1_mo_con_75_84,P_1_mo_con_85_over,P_1_mo_con_Tot,P_2_mo_con_0_14,P_2_mo_con_15_24,P_2_mo_con_25_34,P_2_mo_con_35_44,P_2_mo_con_45_54,P_2_mo_con_55_64,P_2_mo_con_65_74,P_2_mo_con_75_84,P_2_mo_con_85_over,P_2_mo_con_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_OM_Lterm_Health_Tot_0_14,P_OM_Lterm_Health_Tot_15_24,P_OM_Lterm_Health_Tot_25_34,P_OM_Lterm_Health_Tot_35_44,P_OM_Lterm_Health_Tot_45_54,P_OM_Lterm_Health_Tot_55_64,P_OM_Lterm_Health_Tot_65_74,P_OM_Lterm_Health_Tot_75_84,P_OM_Lterm_Health_Tot_85_ov,P_OM_Lterm_Health_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
50101100111,49,18,23,43,24,26,12,5,0,198,7,0,0,3,6,15,12,3,0,41,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,3,6,0,0,6,7,12,15,5,0,54,11,4,0,6,0,7,0,0,0,28,68,15,22,58,33,44,27,10,0,288,47,11,24,39,16,30,10,3,0,178,6,6,8,8,9,13,3,6,0,46,0,0,0,4,0,4,0,0,0,16,0,0,0,0,0,0,3,0,0,7,6,3,7,13,6,21,7,0,4,71,0,0,3,5,0,11,3,0,0,27,54,15,36,56,23,54,27,8,4,273,98,25,49,79,40,51,24,10,0,385,9,3,3,14,15,22,14,3,0,96,0,0,0,3,7,5,3,0,0,27,0,0,0,0,0,0,0,0,0,9,10,3,10,16,12,30,22,6,4,123,14,4,6,14,4,13,5,0,0,62
50101100112,46,5,12,24,18,27,11,4,3,152,0,0,0,4,4,3,6,3,0,35,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,3,0,0,0,0,4,3,4,4,7,17,12,0,47,16,0,6,7,7,0,5,3,0,34,66,10,17,32,24,36,24,19,5,234,15,8,15,16,21,23,14,3,0,119,0,7,8,9,9,16,15,4,0,62,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,8,11,6,16,13,7,0,63,8,5,0,9,4,0,0,0,0,25,25,11,27,31,25,46,33,8,0,212,65,16,27,44,33,49,25,12,3,274,0,4,13,11,8,22,20,10,0,93,0,0,4,0,3,0,9,0,0,14,0,0,0,0,0,0,5,0,0,8,0,6,12,15,10,27,25,12,0,112,25,5,9,10,5,3,3,3,0,62
50101100113,12,8,10,4,10,7,12,5,0,66,0,0,0,0,0,4,13,4,0,22,0,0,0,0,0,0,4,4,0,6,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,6,19,8,0,41,0,0,0,4,3,3,0,0,0,6,15,8,10,8,14,15,29,13,6,117,16,3,6,7,14,17,15,5,0,77,0,0,0,0,5,12,4,4,0,22,0,0,0,0,0,3,8,4,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,12,5,10,0,37,3,0,0,3,0,0,0,0,0,12,17,3,6,12,21,31,27,13,6,124,31,13,12,9,22,25,27,10,0,143,0,0,0,3,10,15,12,7,0,46,0,0,0,0,0,3,10,3,0,13,0,0,0,0,0,0,0,0,0,14,0,0,0,7,11,18,25,19,0,76,3,0,0,4,4,0,0,5,5,22
50101100114,61,12,9,29,46,20,9,5,0,183,14,0,0,9,6,12,8,0,0,47,0,0,3,0,0,4,0,0,0,12,0,0,0,0,0,0,0,3,3,7,14,0,0,9,3,16,7,5,4,66,10,3,5,9,11,3,0,3,0,41,81,21,19,43,57,40,20,12,7,291,61,11,20,45,33,28,8,4,0,206,0,8,6,9,3,16,3,5,3,54,0,0,0,3,0,0,4,0,0,13,0,0,0,0,0,0,4,0,0,4,0,9,12,13,10,15,10,8,3,73,14,6,5,5,11,0,4,0,0,43,77,18,33,58,49,47,23,5,7,330,117,23,29,73,80,50,14,5,4,397,12,12,8,17,8,27,11,6,3,103,0,0,3,3,8,6,9,3,0,25,0,0,0,0,0,0,4,3,3,12,12,10,16,19,18,31,18,13,5,137,22,6,9,15,17,6,6,3,0,87
50101100115,27,11,5,12,18,27,16,7,0,117,0,0,4,5,8,5,9,4,0,29,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,3,0,0,4,0,0,0,8,9,6,19,4,0,49,0,0,4,3,4,4,5,0,0,13,26,9,14,17,29,29,40,13,0,181,32,10,6,26,19,23,15,3,0,129,0,0,4,4,4,11,7,0,0,35,0,0,3,0,0,3,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,12,11,3,0,54,6,4,3,3,6,0,0,5,0,27,40,17,20,34,25,34,28,12,5,212,58,17,16,39,35,47,33,4,0,251,0,3,7,11,10,14,15,9,0,68,0,0,3,5,3,3,11,0,0,23,0,0,0,0,0,4,3,0,0,7,0,3,13,12,11,16,27,11,0,102,7,4,3,6,3,4,5,0,0,37
50101100116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100301,6,3,4,8,0,18,15,0,3,67,0,0,0,0,4,5,0,6,0,14,0,0,3,0,0,0,5,3,0,14,0,0,0,0,0,0,0,0,0,4,0,0,6,0,5,5,5,9,0,26,0,0,0,0,0,3,4,0,0,15,6,6,13,8,6,28,15,16,4,106,10,3,7,9,8,14,6,6,0,69,0,0,4,0,0,4,11,6,0,37,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,6,3,0,0,4,0,4,5,12,9,3,46,0,3,0,0,3,0,0,0,0,12,12,8,13,15,14,27,18,22,7,133,19,12,12,14,12,34,20,8,3,136,0,3,8,0,6,9,11,11,0,43,0,0,3,6,4,0,4,7,0,22,0,0,0,0,0,0,0,0,4,4,0,3,8,3,8,8,13,20,9,76,0,9,0,0,3,6,4,6,0,28
50101100302,40,13,4,11,16,7,9,3,0,104,4,0,0,0,0,7,3,0,0,23,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,3,5,0,34,0,0,0,0,0,0,0,0,0,7,42,16,6,19,26,19,18,8,0,149,37,10,13,24,19,13,3,3,0,119,7,3,0,6,6,6,3,3,0,34,0,0,0,0,3,5,0,3,0,10,0,0,0,0,0,0,0,0,0,0,7,3,0,13,5,8,4,5,0,47,0,0,0,0,0,0,5,0,0,3,44,18,12,33,24,16,15,13,0,171,76,22,12,43,39,20,11,9,0,226,7,8,0,8,5,12,12,3,0,59,0,0,0,0,4,0,3,3,0,18,0,0,0,0,0,0,0,0,0,3,7,8,0,12,9,14,13,13,0,80,0,0,0,3,0,0,0,0,0,13
50101100303,18,14,8,10,20,12,11,9,0,95,0,3,0,0,7,13,11,8,3,36,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,3,0,3,0,13,0,3,0,3,7,13,17,9,5,60,0,0,0,0,0,0,5,0,0,9,20,13,11,19,19,29,34,20,5,163,24,9,8,12,21,20,6,5,0,98,0,0,0,4,4,7,10,0,0,30,0,0,0,0,0,8,9,4,0,18,0,0,0,0,0,0,4,0,0,4,0,4,0,4,9,10,21,5,0,51,5,0,3,0,0,4,0,0,0,12,24,13,7,21,25,31,32,10,0,162,37,17,10,27,36,36,18,9,0,190,0,4,0,9,5,16,19,11,3,71,0,0,0,0,0,8,12,3,0,28,0,0,0,0,0,3,5,5,0,15,0,6,0,8,8,27,38,14,4,114,4,0,5,0,4,3,7,0,0,20
50101100304,16,16,10,10,15,3,8,5,0,82,4,0,5,0,0,7,4,0,0,27,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,6,12,3,0,36,5,0,7,0,0,4,6,0,0,16,20,15,17,13,19,20,16,6,0,133,17,9,11,15,12,5,5,7,0,86,0,6,4,0,0,5,8,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,0,6,3,0,26,3,0,0,0,0,0,3,0,0,19,25,13,17,19,19,7,12,8,0,132,40,31,15,22,29,10,10,6,0,167,10,3,5,0,6,11,13,3,0,49,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,0,10,3,5,0,9,12,12,3,0,54,3,0,6,3,0,8,5,0,0,37
