SA1_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_mo_con_0_14,M_1_mo_con_15_24,M_1_mo_con_25_34,M_1_mo_con_35_44,M_1_mo_con_45_54,M_1_mo_con_55_64,M_1_mo_con_65_74,M_1_mo_con_75_84,M_1_mo_con_85_over,M_1_mo_con_Tot,M_2_mo_con_0_14,M_2_mo_con_15_24,M_2_mo_con_25_34,M_2_mo_con_35_44,M_2_mo_con_45_54,M_2_mo_con_55_64,M_2_mo_con_65_74,M_2_mo_con_75_84,M_2_mo_con_85_over,M_2_mo_con_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_OM_Lterm_Health_Tot_0_14,M_OM_Lterm_Health_Tot_15_24,M_OM_Lterm_Health_Tot_25_34,M_OM_Lterm_Health_Tot_35_44,M_OM_Lterm_Health_Tot_45_54,M_OM_Lterm_Health_Tot_55_64,M_OM_Lterm_Health_Tot_65_74,M_OM_Lterm_Health_Tot_75_84,M_OM_Lterm_Health_Tot_85_ov,M_OM_Lterm_Health_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_mo_con_0_14,F_1_mo_con_15_24,F_1_mo_con_25_34,F_1_mo_con_35_44,F_1_mo_con_45_54,F_1_mo_con_55_64,F_1_mo_con_65_74,F_1_mo_con_75_84,F_1_mo_con_85_over,F_1_mo_con_Tot,F_2_mo_con_0_14,F_2_mo_con_15_24,F_2_mo_con_25_34,F_2_mo_con_35_44,F_2_mo_con_45_54,F_2_mo_con_55_64,F_2_mo_con_65_74,F_2_mo_con_75_84,F_2_mo_con_85_over,F_2_mo_con_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_OM_Lterm_Health_Tot_0_14,F_OM_Lterm_Health_Tot_15_24,F_OM_Lterm_Health_Tot_25_34,F_OM_Lterm_Health_Tot_35_44,F_OM_Lterm_Health_Tot_45_54,F_OM_Lterm_Health_Tot_55_64,F_OM_Lterm_Health_Tot_65_74,F_OM_Lterm_Health_Tot_75_84,F_OM_Lterm_Health_Tot_85_ov,F_OM_Lterm_Health_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_mo_con_0_14,P_1_mo_con_15_24,P_1_mo_con_25_34,P_1_mo_con_35_44,P_1_mo_con_45_54,P_1_mo_con_55_64,P_1_mo_con_65_74,P_1_mo_con_75_84,P_1_mo_con_85_over,P_1_mo_con_Tot,P_2_mo_con_0_14,P_2_mo_con_15_24,P_2_mo_con_25_34,P_2_mo_con_35_44,P_2_mo_con_45_54,P_2_mo_con_55_64,P_2_mo_con_65_74,P_2_mo_con_75_84,P_2_mo_con_85_over,P_2_mo_con_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_OM_Lterm_Health_Tot_0_14,P_OM_Lterm_Health_Tot_15_24,P_OM_Lterm_Health_Tot_25_34,P_OM_Lterm_Health_Tot_35_44,P_OM_Lterm_Health_Tot_45_54,P_OM_Lterm_Health_Tot_55_64,P_OM_Lterm_Health_Tot_65_74,P_OM_Lterm_Health_Tot_75_84,P_OM_Lterm_Health_Tot_85_ov,P_OM_Lterm_Health_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
50101100101,19,9,14,14,18,19,11,4,0,119,6,3,4,3,3,9,10,6,0,38,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,6,3,4,3,3,7,16,3,0,46,3,5,0,5,0,8,4,3,0,27,24,10,18,26,30,32,30,14,0,190,20,13,16,16,21,19,9,0,0,119,3,0,5,0,4,8,3,0,0,29,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,5,3,0,3,3,0,5,0,6,13,7,9,0,42,0,3,5,7,6,3,4,0,0,24,21,18,22,21,28,37,22,8,0,182,41,19,27,34,40,45,20,3,0,235,6,8,4,3,7,18,16,9,0,63,0,0,0,0,0,7,3,0,0,11,0,0,0,0,0,0,0,0,0,10,6,8,9,3,8,21,17,10,3,87,0,4,3,11,6,12,6,6,0,48
50101100102,179,30,46,98,70,30,18,7,0,477,13,6,5,17,10,13,7,4,0,83,0,0,0,0,0,0,9,8,0,19,0,0,0,0,0,0,0,0,4,3,13,6,3,19,8,15,15,8,4,99,38,9,9,16,10,3,3,0,0,80,233,42,54,136,89,53,38,17,9,659,173,27,45,131,64,30,33,0,0,499,8,5,18,20,22,18,9,3,0,102,0,0,3,3,3,0,5,4,3,24,0,0,0,0,0,3,0,3,0,5,9,10,17,25,27,24,13,8,3,134,23,0,8,26,10,5,4,0,0,72,203,42,71,178,100,59,43,12,3,700,349,58,87,230,138,65,50,7,0,975,21,9,23,36,33,27,14,8,0,185,0,0,4,3,5,0,11,7,6,37,0,0,0,0,0,3,0,0,4,12,23,13,27,44,37,38,26,20,8,233,57,8,10,46,12,11,5,0,0,153
50101100103,11,4,5,5,9,19,19,18,6,92,0,0,0,9,3,4,28,10,8,61,0,0,0,0,0,5,9,4,3,27,0,0,0,0,0,3,4,8,4,16,0,4,0,9,3,14,34,30,11,104,3,0,4,0,3,6,0,0,0,24,14,9,8,10,19,39,56,47,22,221,9,3,5,5,10,22,28,10,6,100,0,0,0,7,6,7,17,8,14,64,0,0,0,0,0,3,10,11,4,27,0,0,0,0,3,0,0,4,6,21,0,0,0,7,11,15,24,26,25,108,3,0,0,3,7,4,3,0,0,20,14,3,10,21,28,33,56,39,33,228,19,9,10,10,23,41,44,28,7,196,0,0,0,15,10,9,43,20,21,125,0,0,0,0,0,12,19,14,6,54,0,0,0,0,3,6,0,15,12,33,0,4,0,15,15,25,67,54,38,213,6,0,0,3,8,4,6,5,3,48
50101100104,19,11,19,7,13,21,19,14,4,126,3,0,3,0,8,13,14,10,6,49,0,0,0,4,0,0,9,6,0,16,0,0,0,0,0,4,3,4,4,17,3,0,3,4,8,18,21,17,10,85,8,4,0,3,7,0,0,0,0,21,32,7,21,21,24,43,49,29,16,235,18,13,15,17,15,19,21,11,5,136,0,0,3,7,8,16,20,15,5,62,0,0,0,0,3,0,7,5,3,24,0,0,0,0,0,0,4,0,3,10,0,0,3,3,11,17,25,20,11,97,0,0,0,4,0,4,8,0,0,14,24,13,17,22,27,44,55,31,12,248,43,21,32,25,29,44,44,25,7,258,5,0,6,3,8,29,34,18,8,113,0,0,0,6,3,4,10,15,3,42,0,0,0,0,0,7,12,3,4,27,5,0,6,10,14,39,52,34,21,181,12,6,0,4,4,5,8,0,4,40
50101100105,15,11,3,11,8,10,19,5,0,82,0,0,0,0,3,3,10,3,0,22,0,0,0,0,0,0,4,3,4,13,0,0,0,0,0,0,3,0,0,7,0,0,0,0,7,3,14,6,4,40,4,0,0,3,0,0,7,0,0,14,15,11,5,12,16,19,40,11,9,139,8,3,3,9,13,18,20,0,0,84,3,0,4,4,0,5,14,0,4,34,0,0,0,0,0,4,3,0,3,13,0,0,0,0,0,0,8,6,0,7,5,0,3,5,4,7,18,4,7,55,0,0,0,0,0,0,0,0,0,8,16,9,7,14,16,27,41,10,3,155,19,14,7,17,20,32,45,5,0,170,3,4,4,8,10,11,24,6,5,59,0,0,0,0,4,4,3,7,3,21,0,0,0,0,0,0,11,4,0,14,5,4,6,3,11,12,34,12,14,97,3,0,3,3,0,0,7,0,0,20
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100107,16,8,11,15,18,19,12,4,0,109,0,0,4,7,9,13,17,4,0,53,0,0,0,0,0,0,3,0,3,11,0,0,0,0,0,0,4,0,0,7,0,0,4,10,9,14,21,10,3,70,0,0,0,0,7,7,4,0,0,18,16,16,13,21,29,42,40,17,3,199,17,0,11,18,16,20,11,9,4,108,4,0,0,3,7,10,10,4,0,40,0,0,3,0,0,3,7,4,0,19,0,0,0,0,0,0,5,3,0,7,4,0,3,3,5,21,19,16,0,65,0,4,3,0,0,4,0,0,0,11,22,5,18,21,24,44,30,19,4,186,33,13,18,33,27,51,29,14,4,217,7,0,4,9,11,24,27,11,0,92,0,0,3,0,0,6,6,9,3,31,0,0,0,0,0,0,8,4,0,21,7,0,3,11,15,35,45,28,3,142,0,0,7,0,3,5,4,0,0,25
50101100108,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
50101100109,34,18,12,17,31,34,26,3,0,182,4,3,9,5,7,11,13,0,0,47,0,0,0,0,0,0,9,4,0,14,0,0,0,0,0,0,0,0,0,4,4,3,9,5,9,12,21,6,0,55,6,0,0,5,3,5,3,6,0,30,42,22,20,29,48,49,48,14,0,268,39,17,19,25,19,28,20,7,0,176,0,5,9,8,14,8,8,0,0,56,0,0,0,0,4,4,0,0,0,21,0,0,0,0,0,0,0,0,0,8,0,5,9,7,20,21,14,3,0,79,6,0,4,0,6,3,6,0,0,29,44,24,25,39,49,49,36,6,0,280,72,37,28,43,57,57,42,14,0,354,4,5,10,12,17,22,25,7,0,101,0,0,0,0,7,10,8,0,0,27,0,0,0,0,0,0,3,0,0,12,4,5,10,17,28,29,34,7,0,141,9,0,0,6,9,11,9,6,0,60
50101100110,6,3,15,5,13,20,12,7,0,81,5,0,0,3,6,6,7,0,0,19,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,9,6,8,7,5,0,26,0,0,4,0,4,3,0,0,0,8,15,9,14,12,18,24,20,4,3,117,20,5,18,12,10,12,12,6,0,85,0,0,0,0,7,6,9,7,0,31,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,4,0,6,7,9,3,0,36,0,5,0,0,0,0,0,0,0,9,22,9,16,13,15,21,20,14,0,134,27,10,26,23,21,31,21,3,3,167,3,4,3,4,4,13,9,5,0,51,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,5,3,4,3,5,14,17,11,12,4,68,3,5,3,0,5,0,5,0,0,25
