SA1_CODE_2021,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
50503130311,46,2500,681,350,1916,0.7,1645,2.7
50503130312,71,1350,575,193,1305,0.7,856,1.9
50503130313,30,1810,1131,400,2343,0.7,1880,2.3
50503130314,36,1885,884,395,2368,0.7,2012,2.8
50503130315,43,3000,968,356,2833,0.7,2687,3.3
50503130316,41,2113,759,350,1932,0.7,1704,2.5
50503130317,51,3000,731,325,2094,0.7,2125,2.9
50503130318,32,2085,932,370,2080,0.7,1991,2.7
50503130319,39,1800,780,415,2474,0.7,2227,3
50503130320,40,1759,944,435,2517,0.8,2452,3
50503130321,31,2000,975,440,2454,0.8,2321,3.1
50503130322,35,1700,764,350,1968,0.7,1841,2.6
50503130323,34,1800,1019,400,2102,0.7,1786,2.3
50503130324,39,1929,923,440,2583,0.7,2449,2.8
50503130325,34,2167,1110,440,2547,0.8,2405,2.9
50503130326,40,1950,918,370,2305,0.7,2059,2.6
50503130327,34,1927,753,388,2285,0.8,2233,3.2
50503130328,33,1907,1018,388,2079,0.7,1786,2.5
50503130329,32,2007,1121,430,2583,0.7,2440,2.8
50503130330,34,1896,817,297,2057,0.7,1536,2.5
50503130401,30,2369,1107,473,2526,0.8,2591,3.4
50503130402,37,2000,861,370,2718,0.8,2603,3.2
50503130403,43,1707,872,500,2481,0.8,2366,3.1
50503130404,32,2200,1136,483,2779,0.9,2815,3.5
50503130405,38,2042,771,425,2395,0.8,2395,3.4
50503130406,48,1650,606,398,1812,0.7,1366,2.5
50503130407,43,2068,783,420,2874,0.7,2656,3.1
50503130408,30,2572,991,495,2658,0.8,2573,3.5
50503130409,35,2200,994,470,2675,0.8,2587,3.2
50503130410,33,2233,1009,500,2466,0.9,2511,3.6
50503130411,35,1990,793,430,2449,0.8,2513,3.2
50503130412,32,2390,1132,500,2694,0.8,2635,3.3
50503130413,33,2100,958,440,2463,0.8,2450,3.4
50503130414,38,2138,803,450,2578,0.8,2484,3.3
50503130415,32,2010,968,435,2176,0.8,2096,3.1
50503130416,31,2167,1153,485,2849,0.8,2761,3.3
50503130417,31,2163,861,420,2192,0.9,2106,3.3
50503130418,0,0,0,0,0,0,0,0
50503130419,31,1975,787,435,2219,0.8,2108,3.1
50503130420,32,2383,1072,450,2750,0.8,2739,3.5
50503130421,42,2000,835,460,2271,0.8,2273,3.2
50503130422,40,2155,845,490,2805,0.8,2750,3.2
50503130423,30,2383,1243,487,2907,0.8,2874,3.4
50503130424,0,0,0,0,0,0,0,0
50503130425,0,0,0,0,0,0,0,0
50503130426,39,2167,850,425,2711,0.8,2750,3.3
50503130427,31,2167,1018,370,2423,0.8,2263,3.2
50503130428,41,2000,828,470,2274,0.7,2225,3.1
50503130429,30,2200,922,460,2234,0.9,2272,3.5
50503130430,43,1965,772,450,2750,0.8,2931,3.5
50503130431,30,2355,1144,485,2763,0.8,2652,3.4
50503130432,32,2037,939,360,2625,0.8,2260,2.9
50503130501,39,2383,1087,500,3195,0.9,3204,3.4
50503130502,37,1971,769,560,2643,0.9,2732,3.6
50503130503,59,2325,725,425,1625,0.7,1625,2.6
50503130504,31,1733,760,400,2182,0.8,2052,3
50503130505,36,2050,854,510,2680,0.9,2652,3.6
50503130506,39,2123,878,450,2553,0.8,2456,3
50503130507,34,1950,961,428,2666,0.8,2542,3.3
50503130508,34,2000,808,478,2233,0.8,2223,3.4
50503130509,31,2056,1048,478,2435,0.8,2358,3
50503130510,37,1750,910,390,2268,0.7,2064,2.7
50503130511,0,0,0,0,0,0,0,0
50503130512,38,2000,819,510,2779,0.8,2676,3.5
50503130513,34,2167,785,510,2604,0.9,2659,3.6
50503130514,37,2037,655,525,2319,0.8,2401,3.5
50503130515,36,2000,935,400,2193,0.7,1875,2.6
50503130516,29,2167,743,375,1375,0.8,1458,2.6
50503130517,45,1985,796,440,2171,0.7,2057,2.9
50503130518,39,600,699,310,1375,1.2,1749,2.3
50503130519,31,1997,1078,370,2125,0.7,1985,2.4
50503130520,35,1950,829,420,2399,0.8,2205,3
50503130521,35,2000,744,500,2525,0.8,2143,3.3
50503130522,36,2000,912,490,2946,0.9,2922,3.7
50503130523,37,2167,887,430,2703,0.8,2440,3.1
50503130524,54,1950,554,490,1218,0.7,955,2.2
50503130525,34,2167,968,481,2946,0.9,3050,3.6
50503130526,38,1929,1030,440,2625,0.7,2323,2.8
50503130527,30,1978,954,510,2694,0.9,2750,3.7
50503130528,45,2000,750,445,2239,0.9,1866,2.7
50503130529,33,2167,903,495,2395,0.9,2481,3.7
50503130530,35,2200,951,497,2571,0.8,2487,3.1
50503130531,40,1733,763,460,2592,0.8,2513,3.3
50503130532,79,1569,526,106,1525,0.6,785,1.8
50503130601,32,1856,906,450,2420,0.7,2131,2.8
50503130602,38,1569,568,335,1671,0.7,1181,2.4
50503130603,30,1780,918,360,2008,0.7,1756,2.5
50503130604,36,1560,743,360,1718,0.7,1512,2.4
50503130605,36,1443,746,330,1922,0.7,1632,2.4
50503130606,30,1950,1014,420,2435,0.8,2360,3.2
50503130607,37,1650,720,350,1600,0.7,1426,2.4
50503130608,48,1680,644,340,1553,0.7,1224,2.4
50503130609,29,2167,1191,425,2597,0.8,2609,3.2
50503130610,46,2040,855,420,2303,0.6,1829,2.4
50503130611,52,2600,450,425,1375,0.7,1437,2.7
50503130612,38,1777,677,350,1625,0.7,1512,2.6
50503130613,84,410,479,250,900,0.6,634,1.3
50503130614,34,1767,767,380,1895,0.6,1562,2.5
50503130615,53,2167,721,255,2204,0.7,1462,2.5
50503130616,40,1625,720,320,1937,0.7,1478,2.4
50503130617,44,2167,672,215,2604,0.8,1025,2.2
50503130618,37,1675,643,310,1403,0.7,1316,2.3
50503130619,34,1676,820,350,1674,0.7,1437,2.4
50503130620,51,3000,706,485,1892,0.6,1765,2.7
50503130621,39,2000,966,405,2444,0.7,2250,2.9
50503130622,34,2167,1133,433,2698,0.7,2548,3
50503130623,0,0,0,0,0,0,0,0
50503130624,38,1733,667,300,1624,0.7,1262,2.5
50503130625,37,1717,707,350,1761,0.7,1437,2.7
50503130626,35,1500,690,320,1597,0.7,1355,2.5
50503130627,75,1692,461,158,1112,0.8,532,1.7
50503130628,33,1950,978,450,2423,0.7,2227,3
50503130629,44,1690,647,350,2040,0.7,1794,2.5
50503130630,37,1733,768,350,2024,0.7,1625,2.5
50503130631,32,1733,895,400,2264,0.8,2195,2.9
50503130632,40,1558,683,310,1819,0.7,1462,2.5
50503130633,33,2019,960,470,2437,0.8,2341,3.2
50503130634,47,2167,862,500,2513,0.7,2426,2.9
50601111001,43,997,495,230,1312,0.7,740,1.7
50601111002,33,2010,914,370,2456,0.8,2330,3
50601111003,38,1300,579,250,1292,0.7,1037,2.2
50601111004,32,1387,700,303,1494,0.8,1439,2.9
50601111006,31,1279,618,300,1666,0.7,1392,2.7
50601111007,37,2695,595,425,2049,0.8,1875,3.3
50601111009,34,1234,547,244,1351,0.8,1092,2.4
50601111010,39,1300,665,290,1645,0.7,1375,2.5
50601111011,32,1393,532,300,1269,0.8,1101,2.6
50601111013,33,1495,615,298,1607,0.8,1462,2.7
50601111015,41,1300,570,268,1351,0.7,1099,2.3
50601111016,35,1513,600,313,1361,0.7,1174,2.6
50601111018,35,1327,577,300,1375,0.7,1276,2.5
50601111019,36,1300,550,250,1289,0.8,890,2.1
50601111020,40,1250,484,250,1201,0.7,973,2.3
50601111021,33,1127,555,280,1517,0.8,1308,2.7
50601111022,34,1300,639,290,1418,0.7,1274,2.5
50601111023,34,1200,580,270,1230,0.8,1112,2.6
50601111024,39,1134,584,275,1336,0.7,1256,2.3
50601111025,44,1120,522,260,1257,0.6,888,1.9
50601111026,35,1083,612,275,1208,0.7,1048,2.2
50601111027,39,1300,465,235,1062,0.7,787,2.2
50601111028,40,1300,545,300,1666,0.7,1089,2.3
50601111029,35,1300,536,300,1281,0.7,1078,2.5
50601111030,44,1376,448,280,1343,0.7,955,2.4
50601111031,34,1300,577,285,1235,0.7,1160,2.3
50601111033,50,1196,521,260,1164,0.7,912,1.9
50601111034,43,1300,591,290,1442,0.7,1109,2
50601111035,43,1062,563,270,1218,0.6,930,2
50601111036,29,1517,606,280,1673,0.8,1524,3.1
50601111038,33,1439,593,255,1166,0.7,992,2.2
50601111039,52,2200,574,260,949,0.8,1374,2.4
50601111040,39,1277,493,315,1420,0.7,1213,2.5
50601111041,29,2000,955,380,2193,0.9,2097,3.3
50601111044,28,1408,613,290,1652,0.8,1437,3
50601111045,0,0,0,0,0,0,0,0
50601111046,38,1000,497,270,1172,0.7,942,2.2
50601111047,33,1300,586,288,1284,0.7,1066,2.3
50601111048,30,2000,1076,420,2381,0.8,2270,3
50601111049,28,1651,1015,380,2139,0.8,2046,2.9
50601111050,37,1114,589,290,1524,0.7,1238,2.3
50601111051,31,1137,728,280,1452,0.7,1301,2.1
50601111052,28,1822,1031,360,2266,0.9,2116,3.2
50601111053,29,1712,1009,350,1908,0.8,1786,2.9
50601111054,27,1905,994,370,2177,0.8,2075,3
50601111055,76,1250,545,218,1138,0.8,611,1.4
50601111056,48,1250,488,230,1375,0.7,683,1.7
50601111057,27,1950,1117,375,2363,0.7,2250,2.8
50601111058,29,1785,1120,380,2180,0.7,2041,2.6
50601111059,28,1842,978,355,2029,0.8,1939,2.9
50601111101,46,0,0,927,0,0.2,0,1
50601111201,41,1300,692,260,1696,0.7,1447,2.5
50601111202,39,1200,587,300,1666,0.8,1287,2.6
50601111203,38,1224,635,280,1483,0.7,1100,2.3
50601111204,43,1305,581,275,1587,0.8,1286,2.5
50601111205,35,1300,578,300,1275,0.8,1144,2.7
50601111206,34,1323,672,290,1605,0.8,1399,2.6
50601111207,34,1192,506,300,1292,0.7,1125,2.5
50601111208,34,1387,559,280,1300,0.7,1166,2.5
50601111209,34,1285,680,280,1519,0.7,1171,2.5
50601111210,39,1393,608,260,1489,0.8,1413,2.6
50601111211,40,1437,581,320,1470,0.7,1419,2.7
50601111212,33,1330,586,300,1531,0.8,1375,2.8
50601111213,49,1620,575,200,1958,0.8,1160,2.4
50601111215,59,2138,527,320,1187,0.7,1144,2.4
50601111216,36,1961,957,390,2281,0.8,2068,2.7
50601111217,45,0,225,0,0,0,225,0
50601111401,44,1703,728,335,2222,0.7,1768,2.6
50601111402,45,1733,788,300,1972,0.7,1830,2.5
50601111403,38,1200,561,250,1553,0.7,886,1.8
50601111404,37,1517,739,310,1899,0.7,1579,2.5
50601111405,39,1658,845,330,2222,0.7,1875,2.5
50601111406,38,1532,717,315,1770,0.7,1323,2.4
50601111407,42,1733,858,300,2250,0.7,1924,2.6
50601111408,43,1714,601,343,1875,0.7,1156,2.5
50601111409,35,1600,764,350,1981,0.7,1647,2.5
50601111410,36,1593,721,300,1837,0.7,1470,2.5
50601111411,35,1408,662,300,1333,0.7,1141,2.4
50601111412,40,1354,618,290,1333,0.7,1042,2.1
50601111413,35,1300,634,285,1375,0.7,1198,2.3
50601111414,42,1302,515,277,1399,0.8,1170,2.4
50601111415,37,1271,585,278,1382,0.7,1097,2.4
50601111416,36,1083,594,275,1199,0.7,1059,2.3
50601111417,39,1307,621,300,1394,0.7,1288,2.4
50601111418,0,0,0,0,0,0,0,0
50601111419,37,1400,717,300,1478,0.7,1341,2.3
50601111420,43,1647,762,355,2604,0.7,2175,2.9
50601111421,48,2000,670,400,2233,0.7,2150,2.9
50601111422,52,1692,567,298,1656,0.8,1062,2
50601111423,40,1694,779,320,2274,0.7,2107,2.7
50601111424,47,1300,700,250,1724,0.7,1593,2.5
50601111425,47,1326,620,280,1611,0.6,974,1.9
50601111426,36,1325,671,300,1352,0.7,1170,2.3
50601111501,40,2054,642,338,1937,0.8,1854,2.9
50601111503,50,1733,739,300,2017,0.6,1678,2.3
50601111504,46,2275,778,300,2279,0.7,2276,3
50601111506,44,2500,927,300,2890,0.7,2615,2.9
50601111507,40,1733,834,345,1823,0.7,1636,2.4
50601111508,47,2167,832,458,2162,0.7,2187,2.8
50601111509,0,0,0,0,0,0,0,0
50601111510,48,1575,697,305,1738,0.7,1625,2.6
50601111511,38,1723,775,350,2029,0.7,1550,2.4
50601111512,49,2000,828,500,2545,0.7,2604,2.9
50601111513,46,1940,758,363,2045,0.7,1771,2.6
50601111514,45,1408,727,350,1718,0.7,1489,2.4
50601111515,48,1900,803,350,2125,0.7,1921,2.6
50601111516,44,1600,783,300,2113,0.7,1760,2.4
50601111517,44,2430,977,400,3055,0.8,2982,3.1
50601111518,45,2383,1025,430,2562,0.8,2356,3
50601111519,39,1824,733,320,2036,0.8,1833,2.8
50601111520,37,2600,1033,663,3250,0.8,3340,3.4
50601111521,69,2100,516,185,1212,0.8,632,1.6
50601111601,47,2080,911,375,2536,0.7,2036,2.5
50601111602,49,2167,749,470,2250,0.6,1850,2.3
50601111603,43,2000,873,385,2355,0.7,1852,2.5
50601111604,41,2000,1234,350,2650,0.7,2263,2.5
50601111605,53,1942,954,312,2656,0.7,2166,2.3
50601111606,42,2000,715,450,2382,0.7,2062,2.8
50601111607,38,2292,958,325,3175,0.8,3045,3.2
50601111608,45,1975,804,350,2265,0.8,2220,2.8
50601111609,48,2303,930,333,2799,0.7,2562,2.7
50601111610,44,2600,1030,520,2812,0.7,2681,2.8
50601111611,43,2000,951,425,2463,0.7,2328,2.7
50601111612,49,1755,679,197,2037,0.8,1553,2.4
50601111613,45,2167,848,350,2175,0.8,2125,2.9
50601111614,48,2000,703,310,1708,0.7,1562,2.5
50601111615,36,2188,839,430,2766,0.8,2733,3.3
50601111616,43,2000,859,315,2333,0.7,2137,2.7
50601111617,43,2080,977,520,2600,0.8,2303,2.6
50601111618,45,1733,740,373,2205,0.7,2053,2.6
50601111701,29,1517,653,350,1616,0.9,1666,3.4
50601111703,31,1509,714,300,1781,0.8,1678,2.8
50601111704,32,1437,691,288,1674,0.7,1363,2.6
50601111706,26,1758,791,365,1854,0.8,1846,3.4
50601111708,33,1700,758,355,1882,0.9,1601,2.7
50601111709,32,1452,673,318,1932,0.8,1916,3.3
50601111710,36,1443,793,300,1775,0.7,1562,2.5
50601111711,36,1343,607,330,1531,0.7,1536,2.7
50601111712,35,1517,764,320,1892,0.7,1699,2.7
50601111713,33,1658,717,300,1971,0.7,1676,2.8
50601111714,31,1451,658,330,1555,0.8,1508,3.1
50601111715,30,1338,689,315,1521,0.7,1363,2.7
50601111716,32,1408,713,320,1812,0.8,1687,2.9
50601111717,31,1408,787,288,1760,0.7,1491,2.6
50601111718,36,1517,677,320,1531,0.7,1352,2.6
50601111719,30,1600,783,323,1868,0.9,1761,3.1
50601111720,32,1614,704,320,2115,0.8,1839,3.1
50601111721,31,1509,773,350,1768,0.8,1738,3
50601111722,28,1798,822,370,2080,0.9,2029,3.5
50601111723,31,1759,972,350,2271,0.8,2129,3.1
50601111724,27,1950,936,325,2328,0.9,2243,3.4
50601111725,35,1733,880,350,2190,0.8,2010,3.1
50601111726,27,1565,704,375,1916,0.9,1906,3.5
50601130701,31,2049,1163,460,2510,0.9,2454,3.4
50601130702,33,1831,1062,425,2476,0.8,2327,3
50601130703,31,2112,1054,425,2333,1,2397,3.6
50601130704,31,1925,1016,390,2225,0.9,2088,3
50601130705,36,2117,1139,450,2845,0.8,2817,3.3
50601130706,33,2080,1070,425,2522,0.8,2392,3.2
50601130707,34,1975,1066,400,2671,0.8,2569,3.3
50601130708,33,2046,1092,510,2812,0.9,2859,3.5
50601130709,32,2058,1085,410,2470,0.8,2385,3
50601130710,35,2167,997,445,2704,0.8,2587,3.4
50601130711,34,2362,1137,450,3217,0.9,3271,3.5
50601130712,30,1733,1025,390,2133,0.9,2007,3
50601130713,33,1800,923,413,2195,0.8,2039,2.8
50601130714,31,2100,1011,440,2694,0.9,2703,3.4
50601130715,34,2015,1062,440,2633,0.8,2517,3.2
50601130716,32,2058,1010,410,2200,0.9,2157,3.2
50601130717,32,2000,1084,450,2557,0.9,2581,3.4
50601130718,55,3400,433,320,1375,0.6,1270,2.5
50601130719,32,1733,988,398,2032,0.9,1937,2.8
50601130801,29,1733,1106,380,2202,0.8,1981,2.5
50601130802,30,1950,1067,440,2644,0.9,2666,3.7
50601130803,26,2000,1113,400,2194,0.6,2024,2.5
50601130804,30,2000,1191,400,2598,0.8,2457,2.8
50601130805,39,1642,768,305,2125,0.7,1731,2.5
50601130806,29,2101,1187,450,2613,0.8,2471,3.3
50601130807,30,1733,1049,410,2216,0.8,1857,2.6
50601130808,30,2000,1169,450,2608,0.8,2456,3
50601130809,33,2050,1080,415,2542,0.8,2445,3.1
50601130810,36,0,774,150,3750,0.9,2624,3
50601130811,33,2037,1154,420,2715,0.9,2636,3.4
50601130812,30,2167,1125,425,2614,0.9,2685,3.5
50601130813,43,2000,760,430,2205,0.8,2144,3
50601130814,32,2362,1101,438,2625,0.8,2718,3.4
50601130815,31,1997,1107,420,2528,0.8,2369,3.2
50601130816,32,2175,1188,450,2758,0.9,2774,3.4
50601130817,33,2200,1103,480,2896,0.9,2946,3.4
50601130818,31,1950,1062,430,2324,0.8,2269,2.9
50601130819,31,2190,1295,465,3008,0.8,2932,3.2
50601130820,35,1600,784,375,1803,0.7,1812,2.7
50601130821,30,2055,1010,430,2325,0.9,2369,3.5
50601130822,30,2200,1218,450,2571,0.8,2545,3.3
50601130823,30,1970,1087,420,2513,0.8,2379,3
50601130824,30,2000,975,400,2293,0.9,2377,3.6
50601130825,31,2100,1129,420,2806,0.9,2833,3.5
50601130826,40,2200,814,410,2550,0.8,2555,3.3
50601130827,29,1900,1028,435,2513,0.9,2407,3.4
50601130828,33,2187,1134,470,2824,0.8,2894,3.4
50601130829,32,1400,1375,0,3250,1,3250,4
50601130830,0,0,0,0,0,0,0,0
50601130831,30,2056,1156,420,2526,0.8,2536,3
50601130832,32,1950,995,375,2270,0.8,2134,2.9
50601130833,31,1733,1058,377,2235,0.8,1974,2.7
50601130834,33,2000,1052,465,2513,0.9,2487,3.5
50601130835,30,2168,1148,410,2462,0.8,2449,3.4
50601130836,30,2167,1139,420,2738,0.8,2666,3.4
50601130837,32,2000,1253,420,2733,0.8,2481,3.2
50602111801,39,1700,785,232,1839,0.7,1406,2.2
50602111802,35,1800,850,300,2115,0.8,1833,2.6
50602111803,33,1733,906,360,2155,0.7,1866,2.4
50602111804,36,1539,761,375,1978,0.8,1491,2.4
50602111805,37,1348,974,305,1718,0.7,1388,1.8
50602111806,38,2575,1254,143,2725,0.8,2384,2.7
50602111807,36,1765,872,350,1937,0.8,1569,2.1
50602111808,42,2000,1055,397,2522,0.7,2087,2.5
50602111809,42,2000,921,400,2374,0.8,1906,2.5
50602111810,39,2000,1139,370,2293,0.7,1908,2.4
50602111812,36,1600,912,390,2229,0.8,2030,2.8
50602111813,36,1733,830,400,2146,0.8,1989,2.9
50602111814,40,1650,879,360,2013,0.7,1593,2.4
50602111815,35,1900,924,380,2250,0.8,2037,2.9
50602111816,51,1517,496,198,1518,0.7,814,1.8
50602111818,37,1699,902,323,2285,0.7,1609,2.2
50602111819,42,1798,971,300,1921,0.7,1199,2.1
50602111821,34,1798,806,300,1795,0.8,1368,2.2
50602111822,38,1690,754,323,1937,0.7,1142,2
50602111823,32,1761,832,370,2150,0.8,1738,2.4
50602111824,34,1600,712,350,1928,0.8,1523,2.5
50602111825,36,1700,809,330,2134,0.7,1477,2.3
50602111826,34,1625,582,300,1437,0.8,1147,2.3
50602111827,53,1733,693,320,2019,0.8,1312,2
50602111828,42,2550,1308,405,3100,0.9,2250,1.8
50602111829,51,2500,989,567,2824,0.6,2381,2.4
50602111830,64,2270,861,470,2094,0.7,1825,2.3
50602111831,34,1800,903,350,2171,0.8,2021,2.5
50602111832,33,1517,924,340,1924,0.8,1418,2.1
50602111901,35,2438,1168,390,3097,0.8,2766,2.6
50602111902,35,2184,1089,350,3312,0.8,2636,3
50602111903,39,2050,1008,360,2714,0.7,1713,2
50602111904,33,2195,735,300,2634,0.8,1916,2.8
50602111905,44,0,725,291,1875,0.8,1199,1.3
50602111906,69,0,474,315,0,1,474,1
50602111907,36,2058,979,375,2457,0.7,1875,2.2
50602111908,36,2205,1145,400,3360,0.8,2916,2.7
50602111909,33,1701,1048,283,2327,0.9,1493,1.8
50602111910,36,2210,1088,420,2799,0.8,2262,2.4
50602111911,38,2080,1266,400,3088,0.8,2454,2.4
50602111912,36,2383,1292,300,3444,0.9,2359,2.3
50602111913,36,2400,1093,383,2785,0.8,2172,2.6
50602111914,40,2598,796,265,3100,0.8,2437,2.8
50602111915,35,1909,995,338,3115,0.7,2374,2.6
50602111916,36,2253,1154,368,3625,0.9,3089,2.8
50602111917,36,2217,976,350,2845,0.8,2421,2.6
50602111918,36,2141,1116,350,3210,0.9,2529,2.5
50602111919,38,1900,879,313,2250,0.8,1536,2.1
50602111920,40,2000,1026,360,2604,0.8,2131,2.5
50602111921,37,1717,881,315,2094,0.8,1642,2.3
50602111922,38,2000,789,269,2384,0.8,1362,2.1
50602111923,35,2100,1002,350,2264,0.7,1916,2.1
50602111924,35,1950,1105,350,2550,0.8,1875,2.1
50602111925,31,1835,817,350,2233,0.8,1897,2.4
50602111926,34,1884,1064,350,2542,0.7,1924,2.3
50602111927,36,1706,1052,350,2269,0.7,1758,2
50602111928,43,1517,811,360,2291,0.7,1471,1.8
50602111929,37,1690,888,277,2416,0.8,1531,2.2
50602111930,34,1726,967,350,2484,0.8,1705,2.2
50602111931,34,1800,806,400,2194,0.8,1800,2.4
50602111932,35,1965,896,350,2265,0.7,1714,2.1
50602111933,35,2000,1003,400,2441,0.8,2163,2.4
50602111934,37,2052,1101,415,2518,0.7,2079,2.3
50602111935,35,1829,979,350,2208,0.8,1855,2.2
50602111936,31,1487,933,379,2156,0.7,1867,2.2
50602111937,33,2047,1084,380,2687,0.7,2146,2.2
50602111938,33,1720,1095,375,2473,0.8,1990,2
50602111939,30,1281,812,260,1839,1.1,1292,1.8
50602111940,33,1950,959,330,2408,0.8,1933,2.3
50602112001,55,0,2124,0,0,0,1874,0
50602112102,38,0,0,0,0,0,0,0
50602112301,37,2338,924,400,2166,0.8,2016,2.5
50602112302,41,2167,1088,400,2791,0.7,2125,2.2
50602112303,36,2600,850,390,3014,0.8,2190,2.8
50602112304,34,2000,1182,405,2812,0.8,2275,2.3
50602112305,37,2000,1200,450,2781,0.7,2374,2.4
50602112306,36,1977,1058,380,2708,0.8,2230,2.3
50602112307,42,2167,977,340,2481,0.8,1615,1.8
50602112309,34,1819,844,280,1670,1,1315,1.8
50602112311,32,1858,1077,388,2583,0.8,2105,2.4
50602112312,39,2350,1117,370,3083,0.7,2388,2.4
50602112313,38,2000,1159,375,3150,0.8,2374,2.6
50602112314,41,2056,1028,375,2874,0.8,2345,2.6
50602112315,34,2187,993,323,2399,0.8,1920,2.5
50602112316,33,2167,991,300,2301,0.9,1511,2
50602112317,35,1800,1338,430,3018,0.8,2378,2.1
50602112318,36,2000,1069,400,2683,0.7,2162,2.3
50602112319,34,1668,913,405,2517,0.8,2111,2.3
50602112320,39,1800,788,350,2178,0.8,1583,2.2
50602112321,38,2167,1174,410,2833,0.7,2395,2.3
50602112322,34,2167,1050,380,2916,0.9,2420,2.6
50602112323,36,2184,1110,420,2722,0.7,2176,2.3
50602112324,38,2200,1161,410,3022,0.7,1857,2.2
50602112326,35,1733,959,300,2161,0.8,1475,1.8
50602112327,31,1530,954,280,2062,1,1531,1.9
50602112328,33,1410,861,265,1708,1.1,1310,1.8
50602112329,31,1083,900,290,1724,1,1342,1.6
50602112330,32,1302,1024,260,1875,1.3,1273,1.5
50602112331,41,0,325,0,0,0,325,0
50602112332,34,2167,1050,375,2597,0.8,2034,2.2
50602112333,53,2809,1228,613,2839,0.8,2259,2
50602112334,30,1643,1211,411,2284,1.2,2005,1.7
50602112335,45,3250,1437,698,0,0.5,1875,2
50602112336,48,3000,1315,600,2750,0.8,2409,2.1
50602112337,0,0,0,0,0,0,0,0
50602112338,33,1535,966,325,2150,0.9,1559,1.7
50602112339,34,2167,1220,420,2874,0.8,1812,1.9
50602112340,32,1733,1120,395,2312,0.8,2136,2.2
50602112341,38,1885,1067,425,2553,0.7,2028,2.2
50602130901,32,2167,802,300,1958,0.9,1470,2.6
50602130902,33,1595,928,343,2036,0.8,1659,2.3
50602130903,31,1330,709,350,1361,0.9,1262,2.2
50602130904,35,1536,810,330,1604,0.8,1329,2.3
50602130905,33,1602,767,325,1890,0.8,1617,2.4
50602130906,35,1559,805,345,2113,0.8,1775,2.5
50602130907,33,1733,862,340,2336,0.8,2071,2.7
50602130908,36,1750,787,350,1937,0.8,1702,2.7
50602130909,33,1700,826,350,1965,0.8,1721,2.5
50602130910,33,1890,934,360,2324,0.9,2075,2.9
50602130911,34,2100,810,305,1821,0.8,1604,2.8
50602130912,34,1734,803,350,1983,0.8,1833,2.7
50602130913,39,1592,773,330,2025,0.7,1312,2.1
50602130914,33,1454,676,330,1542,0.8,1223,2.3
50602130915,31,1679,775,350,1843,0.8,1461,2.2
50602130916,35,1487,826,350,1976,0.7,1458,2.3
50602130917,33,1740,748,300,1958,0.8,1444,2.5
50602130918,32,1679,731,330,1612,0.8,1406,2.4
50602130919,59,1550,508,330,1525,0.8,702,1.7
50602130920,32,1450,814,340,1550,0.8,1328,2.5
50602131001,37,1733,767,350,1971,0.7,1597,2.4
50602131002,34,1833,838,380,1924,0.8,1696,2.5
50602131003,33,2000,946,395,2271,0.8,2047,2.8
50602131004,40,2167,667,300,2024,0.8,1441,2.5
50602131005,36,1773,670,350,1812,0.8,1491,2.5
50602131006,36,1613,827,330,1974,0.9,1512,2.2
50602131007,33,1730,951,350,2014,0.8,1728,2.3
50602131008,41,1578,803,320,1890,0.7,1328,2.1
50602131009,39,1598,739,310,1803,0.8,1467,2.3
50602131010,38,1517,825,340,2107,0.7,1562,2.3
50602131011,37,1517,697,310,1625,0.7,1283,2.5
50602131012,30,1700,844,350,1921,1,1759,2.8
50602131013,35,1569,753,335,1786,0.7,1598,2.6
50602131014,35,1645,782,348,1924,0.8,1487,2.2
50602131015,36,2007,742,350,1971,0.9,1761,2.9
50602131016,37,1641,859,365,2014,0.8,1708,2.4
50602131017,35,2167,872,355,2083,0.8,1958,2.9
50602131101,32,1950,1345,375,2575,1,1828,1.5
50602131102,34,1800,1335,390,2217,1.1,1937,1.7
50602131103,37,2000,985,310,2107,0.9,1861,2.4
50602131104,34,1608,1082,350,2303,0.8,1812,2
50602131105,35,1975,813,330,2078,0.8,1416,2.2
50602131106,41,1559,793,310,2026,0.8,1434,2.2
50602131107,33,1733,1054,280,2134,0.9,1611,1.6
50602131108,35,1925,993,330,2234,0.8,1625,2.2
50602131109,36,1668,877,320,2045,0.8,1635,2.1
50602131110,34,2025,919,375,2437,0.8,2158,2.7
50602131111,36,834,684,235,1303,0.9,868,1.5
50602131112,35,1805,821,340,2205,0.7,1600,2.2
50602131113,31,1046,902,250,1611,1,1239,1.5
50602131114,35,2040,1142,350,3270,0.8,2886,2.6
50602131115,33,1842,943,340,2071,0.8,1480,2.1
50602131116,35,1593,960,346,2578,0.8,2104,2.3
50602131117,37,1756,929,345,2405,0.8,1792,2.3
50602131118,36,1898,869,350,1974,0.7,1483,2.1
50602131119,31,1591,1320,400,2275,1.1,1915,1.6
50602131120,34,1975,690,320,2055,0.8,1158,2.1
50602131121,32,1942,1037,350,2347,0.8,1913,2.2
50602131122,37,1733,961,368,2159,0.8,1908,2.4
50602131123,36,1781,1141,450,2416,0.7,2261,2.1
50602131124,38,2167,971,350,2567,0.8,2017,2.6
50602131125,33,1956,1021,355,2553,0.8,2015,2.5
50602131126,65,2414,1031,480,2250,0.7,2249,2
