SA1_CODE_2021,P_15_19_Mgrs,P_15_19_Profnls,P_15_19_Techs_trades_workers,P_15_19_Comm_psnl_serv_wrkrs,P_15_19_Cler_admin_wrkrs,P_15_19_Sales_wrkrs,P_15_19_Mach_oper_dvrs,P_15_19_Labrs,P_15_19_Inad_desc_Ns,P_15_19_Tot,P_20_24_Mgrs,P_20_24_Profnls,P_20_24_Techs_trades_wrkrs,P_20_24_Comm_psnl_serv_wrkrs,P_20_24_Cler_admin_wrkrs,P_20_24_Sales_wrkrs,P_20_24_Mach_oper_dvrs,P_20_24_Labrs,P_20_24_Inad_desc_Ns,P_20_24_Tot,P_25_34_Mgrs,P_25_34_Profnls,P_25_34_Techs_trades_wrkrs,P_25_34_Comm_psnl_serv_wrkrs,P_25_34_Cler_admin_wrkrs,P_25_34_Sales_wrkrs,P_25_34_Mach_oper_dvrs,P_25_34_Labrs,P_25_34_Inad_desc_Ns,P_25_34_Tot,P_35_44_Mgrs,P_35_44_Profnls,P_35_44_Techs_trades_wrkrs,P_35_44_Comm_psnl_serv_wrkrs,P_35_44_Cler_admin_wrkrs,P_35_44_Sales_wrkrs,P_35_44_Mach_oper_dvrs,P_35_44_Labrs,P_35_44_Inad_desc_Ns,P_35_44_Tot,P_45_54_Mgrs,P_45_54_Profnls,P_45_54_Techs_trades_wrkrs,P_45_54_Comm_psnl_serv_wrkrs,P_45_54_Cler_admin_wrkrs,P_45_54_Sales_wrkrs,P_45_54_Mach_oper_dvrs,P_45_54_Labrs,P_45_54_Inad_desc_Ns,P_45_54_Tot,P_55_64_Mgrs,P_55_64_Profnls,P_55_64_Techs_trades_wrkrs,P_55_64_Comm_psnl_serv_wrkrs,P_55_64_Cler_admin_wrkrs,P_55_64_Sales_wrkrs,P_55_64_Mach_oper_dvrs,P_55_64_Labrs,P_55_64_Inad_desc_Ns,P_55_64_Tot,P_65_74_Mgrs,P_65_74_Profnls,P_65_74_Techs_trades_wrkrs,P_65_74_Comm_psnl_serv_wrkrs,P_65_74_Cler_admin_wrkrs,P_65_74_Sales_wrkrs,P_65_74_Mach_oper_dvrs,P_65_74_Labrs,P_65_74_Inad_desc_Ns,P_65_74_Tot,P_75_84_Mgrs,P_75_84_Profnls,P_75_84_Techs_trades_wrkrs,P_75_84_Comm_psnl_serv_wrkrs,P_75_84_Cler_admin_wrkrs,P_75_84_Sales_wrkrs,P_75_84_Mach_oper_dvrs,P_75_84_Labrs,P_75_84_Inad_desc_Ns,P_75_84_Tot,P_85_yr_over_Mgrs,P_85_yr_over_Profnls,P_85ov_Techs_trades_wrkrs,P_85ov_Com_psnl_serv_wrkrs,P_85_yr_over_Cler_admin_wrkrs,P_85_yr_over_Sales_wrkrs,P_85_yr_over_Mach_oper_dvrs,P_85_yr_over_Labrs,P_85_yr_over_Inad_desc_Ns,P_85_yr_over_Tot,P_Tot_Mgrs,P_Tot_Profnls,P_Tot_Techs_trades_wrkrs,P_Tot_Comm_psnl_serv_wrkrs,P_Tot_Cler_admin_wrkrs,P_Tot_Sales_wrkrs,P_Tot_Mach_oper_dvrs,P_Tot_Labrs,P_Tot_Inad_desc_Ns,P_Tot_Tot
50101100101,0,0,4,4,0,4,0,3,0,14,0,0,0,0,0,0,0,0,0,5,3,7,3,5,0,0,0,10,0,27,8,7,3,3,3,5,6,8,0,38,13,0,9,3,3,4,0,4,3,39,16,8,5,0,3,0,0,10,0,49,19,0,0,0,3,0,3,4,4,28,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,60,30,25,15,17,16,9,37,9,216
50101100102,0,0,3,12,0,9,0,7,0,40,0,0,0,3,0,0,0,3,0,15,7,29,17,11,12,0,6,7,0,93,39,67,46,31,18,11,12,21,4,258,15,45,27,14,20,15,5,14,0,156,9,15,10,9,10,10,6,4,0,75,0,6,5,0,4,0,4,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,83,164,119,88,69,54,38,60,7,670
50101100103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,0,0,3,0,16,3,3,7,0,3,0,0,0,0,18,4,6,6,7,0,0,0,9,0,24,10,3,4,3,3,3,3,5,0,39,0,0,3,0,4,0,0,3,0,15,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,26,11,26,12,14,6,6,17,6,123
50101100104,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,4,0,7,3,3,11,0,0,3,3,8,0,35,9,4,3,5,3,4,0,8,0,26,0,3,9,0,4,6,5,9,0,41,7,5,4,4,0,7,5,10,0,41,3,3,4,0,5,0,0,7,0,18,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,26,18,28,25,12,22,14,33,4,185
50101100105,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,3,0,8,3,0,8,0,0,0,0,0,0,19,5,3,3,0,6,0,0,0,0,23,4,0,6,0,0,4,0,5,0,30,4,9,0,0,3,0,0,3,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,21,19,25,10,12,12,0,15,0,121
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100107,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,5,0,3,0,24,8,3,5,3,0,5,4,10,0,37,11,5,0,5,0,0,0,12,0,39,10,10,8,3,9,0,0,6,0,53,7,0,3,0,0,0,0,3,0,13,5,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,51,15,19,17,12,14,5,37,10,179
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100109,0,0,5,5,0,0,0,4,0,17,0,0,3,3,0,0,0,3,0,16,3,8,4,8,0,0,0,11,0,39,11,12,11,3,4,0,0,3,0,46,18,10,10,11,8,3,7,6,0,69,16,9,14,5,15,0,7,11,0,72,16,5,4,0,0,4,0,4,0,34,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,66,49,42,37,24,12,20,50,0,304
50101100110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,5,4,6,3,0,0,8,0,28,0,5,3,4,0,0,0,6,0,20,8,5,4,6,5,0,0,3,0,25,7,4,4,6,0,0,0,3,0,36,6,0,3,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,33,23,20,13,12,5,6,23,3,137
