SA1_CODE_2021,M_Arthritis_0_14,M_Arthritis_15_24,M_Arthritis_25_34,M_Arthritis_35_44,M_Arthritis_45_54,M_Arthritis_55_64,M_Arthritis_65_74,M_Arthritis_75_84,M_Arthritis_85_over,M_Arthritis_Tot,M_Asthma_0_14,M_Asthma_15_24,M_Asthma_25_34,M_Asthma_35_44,M_Asthma_45_54,M_Asthma_55_64,M_Asthma_65_74,M_Asthma_75_84,M_Asthma_85_over,M_Asthma_Tot,M_Cancer_0_14,M_Cancer_15_24,M_Cancer_25_34,M_Cancer_35_44,M_Cancer_45_54,M_Cancer_55_64,M_Cancer_65_74,M_Cancer_75_84,M_Cancer_85_over,M_Cancer_Tot,M_Dementia_0_14,M_Dementia_15_24,M_Dementia_25_34,M_Dementia_35_44,M_Dementia_45_54,M_Dementia_55_64,M_Dementia_65_74,M_Dementia_75_84,M_Dementia_85_over,M_Dementia_Tot,M_Diabetes_0_14,M_Diabetes_15_24,M_Diabetes_25_34,M_Diabetes_35_44,M_Diabetes_45_54,M_Diabetes_55_64,M_Diabetes_65_74,M_Diabetes_75_84,M_Diabetes_85_over,M_Diabetes_Tot,M_Heart_disease_0_14,M_Heart_disease_15_24,M_Heart_disease_25_34,M_Heart_disease_35_44,M_Heart_disease_45_54,M_Heart_disease_55_64,M_Heart_disease_65_74,M_Heart_disease_75_84,M_Heart_disease_85_over,M_Heart_disease_Tot,M_Kidney_disease_0_14,M_Kidney_disease_15_24,M_Kidney_disease_25_34,M_Kidney_disease_35_44,M_Kidney_disease_45_54,M_Kidney_disease_55_64,M_Kidney_disease_65_74,M_Kidney_disease_75_84,M_Kidney_disease_85_over,M_Kidney_disease_Tot,M_Lung_cond_0_14,M_Lung_cond_15_24,M_Lung_cond_25_34,M_Lung_cond_35_44,M_Lung_cond_45_54,M_Lung_cond_55_64,M_Lung_cond_65_74,M_Lung_cond_75_84,M_Lung_cond_85_over,M_Lung_cond_Tot,M_Mental_health_cond_0_14,M_Mental_health_cond_15_24,M_Mental_health_cond_25_34,M_Mental_health_cond_35_44,M_Mental_health_cond_45_54,M_Mental_health_cond_55_64,M_Mental_health_cond_65_74,M_Mental_health_cond_75_84,M_Mental_health_cond_85_over,M_Mental_health_cond_Tot,M_Stroke_0_14,M_Stroke_15_24,M_Stroke_25_34,M_Stroke_35_44,M_Stroke_45_54,M_Stroke_55_64,M_Stroke_65_74,M_Stroke_75_84,M_Stroke_85_over,M_Stroke_Tot,M_Oth_lt_health_cond_0_14,M_Oth_lt_health_cond_15_24,M_Oth_lt_health_cond_25_34,M_Oth_lt_health_cond_35_44,M_Oth_lt_health_cond_45_54,M_Oth_lt_health_cond_55_64,M_Oth_lt_health_cond_65_74,M_Oth_lt_health_cond_75_84,M_Oth_lt_health_cond_85_over,M_Oth_lt_health_cond_Tot,M_No_lt_health_cond_0_14,M_No_lt_health_cond_15_24,M_No_lt_health_cond_25_34,M_No_lt_health_cond_35_44,M_No_lt_health_cond_45_54,M_No_lt_health_cond_55_64,M_No_lt_health_cond_65_74,M_No_lt_health_cond_75_84,M_No_lt_health_cond_85_over,M_No_lt_health_cond_Tot,M_NS_0_14,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_over,M_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_Arthritis_0_14,F_Arthritis_15_24,F_Arthritis_25_34,F_Arthritis_35_44,F_Arthritis_45_54,F_Arthritis_55_64,F_Arthritis_65_74,F_Arthritis_75_84,F_Arthritis_85_over,F_Arthritis_Tot,F_Asthma_0_14,F_Asthma_15_24,F_Asthma_25_34,F_Asthma_35_44,F_Asthma_45_54,F_Asthma_55_64,F_Asthma_65_74,F_Asthma_75_84,F_Asthma_85_over,F_Asthma_Tot,F_Cancer_0_14,F_Cancer_15_24,F_Cancer_25_34,F_Cancer_35_44,F_Cancer_45_54,F_Cancer_55_64,F_Cancer_65_74,F_Cancer_75_84,F_Cancer_85_over,F_Cancer_Tot,F_Dementia_0_14,F_Dementia_15_24,F_Dementia_25_34,F_Dementia_35_44,F_Dementia_45_54,F_Dementia_55_64,F_Dementia_65_74,F_Dementia_75_84,F_Dementia_85_over,F_Dementia_Tot,F_Diabetes_0_14,F_Diabetes_15_24,F_Diabetes_25_34,F_Diabetes_35_44,F_Diabetes_45_54,F_Diabetes_55_64,F_Diabetes_65_74,F_Diabetes_75_84,F_Diabetes_85_over,F_Diabetes_Tot,F_Heart_disease_0_14,F_Heart_disease_15_24,F_Heart_disease_25_34,F_Heart_disease_35_44,F_Heart_disease_45_54,F_Heart_disease_55_64,F_Heart_disease_65_74,F_Heart_disease_75_84,F_Heart_disease_85_over,F_Heart_disease_Tot
50101100101,0,0,0,0,0,4,5,3,0,15,4,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,9,19,9,14,17,17,19,9,6,0,113,3,5,0,5,0,8,4,3,0,27,24,10,18,26,30,32,30,14,0,190,0,0,0,0,0,4,5,4,0,21,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,4
50101100102,0,0,0,0,0,4,8,5,0,19,7,7,3,8,3,0,3,0,0,33,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,9,7,0,7,16,0,0,0,0,0,3,4,6,0,15,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,3,4,3,3,6,6,0,3,0,0,24,0,0,0,0,0,4,0,0,0,3,3,3,0,4,3,3,8,0,0,22,175,30,40,94,64,29,17,7,0,463,38,9,9,16,10,3,3,0,0,80,233,42,54,136,89,53,38,17,9,659,0,0,3,0,7,14,5,3,0,29,5,0,3,6,11,5,0,0,0,44,0,0,0,3,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,7,6,0,10
50101100103,0,0,0,0,0,4,17,15,7,43,0,0,0,0,0,0,0,11,0,17,0,0,0,0,0,0,9,10,3,17,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,4,0,9,0,0,0,0,0,4,11,7,4,35,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,3,6,8,0,14,0,4,0,6,7,5,0,0,0,21,0,0,0,0,0,0,3,3,0,10,3,4,0,0,5,4,7,7,13,28,11,4,5,5,6,19,13,18,0,84,3,0,4,0,3,6,0,0,0,24,14,9,8,10,19,39,56,47,22,221,0,0,0,0,6,3,20,17,11,54,0,0,0,3,3,0,4,0,0,14,0,0,0,0,0,0,0,5,0,16,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,4,0,0,14,0,0,0,0,0,0,3,8,8,19
50101100104,0,0,0,3,4,3,10,3,0,23,0,0,0,0,0,3,0,0,4,14,0,0,0,0,0,3,10,6,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,10,0,0,0,0,0,0,7,15,3,30,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,7,0,9,0,0,0,4,0,3,7,3,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,5,0,0,17,18,11,19,7,10,15,21,13,4,113,8,4,0,3,7,0,0,0,0,21,32,7,21,21,24,43,49,29,16,235,0,0,0,0,6,9,18,12,4,45,0,0,4,0,5,6,10,0,0,24,0,0,0,0,0,0,4,5,3,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,14,0,0,0,0,0,3,0,3,6,9
50101100105,0,0,0,0,0,3,4,0,0,12,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,0,0,0,0,0,0,3,6,0,16,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,7,0,0,6,0,0,0,0,5,0,9,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,14,11,3,7,8,11,20,4,0,77,4,0,0,3,0,0,7,0,0,14,15,11,5,12,16,19,40,11,9,139,0,0,0,0,0,0,13,4,4,25,0,0,0,0,0,7,3,0,0,18,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,0,3,0,0,10
50101100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100107,0,0,0,0,5,3,5,6,0,20,0,0,0,5,3,0,0,3,0,19,0,0,0,0,0,7,7,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,0,0,0,0,0,0,9,5,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,18,14,8,11,15,15,19,10,4,0,106,0,0,0,0,7,7,4,0,0,18,16,16,13,21,29,42,40,17,3,199,0,0,0,0,0,11,13,12,0,41,0,0,0,0,0,4,3,0,0,11,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,6,4,0,7
50101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100109,0,0,0,0,0,9,8,0,0,21,3,3,4,0,0,5,6,0,0,7,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,4,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,4,0,0,21,34,17,13,17,27,31,19,10,0,174,6,0,0,5,3,5,3,6,0,30,42,22,20,29,48,49,48,14,0,268,0,0,0,5,6,11,4,0,0,28,0,0,0,3,3,3,3,0,0,24,0,0,0,0,4,3,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,7,0,0,0,0,0,0,3,0,0,9
50101100110,0,0,0,0,0,4,0,5,0,6,5,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,6,3,16,5,13,15,12,7,0,80,0,0,4,0,4,3,0,0,0,8,15,9,14,12,18,24,20,4,3,117,0,0,0,0,0,0,5,5,0,16,0,0,4,0,0,5,0,0,0,14,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
