SA2_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
501011001,0,0,0,17,3,5,13,8,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,11,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,4,0,15,0,0,0,10,5,0,5,4,0,24,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,13,0,3,34,0,11,3,51,37,43,26,8,0,186,0,0,0,0,0,0,0,0,0,0
501011003,3,0,3,46,11,9,25,7,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,22,3,3,3,6,0,35,0,0,0,8,5,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,19,9,12,17,11,0,69,0,0,0,23,0,0,10,3,0,37,0,0,0,11,0,0,0,0,0,16,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,0,0,3,6,8,16,7,0,40,0,17,7,78,59,53,42,17,0,281,0,0,0,0,0,0,0,0,0,0
501011004,0,0,0,45,13,11,10,9,0,97,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,13,0,3,8,0,0,24,0,3,4,15,7,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,9,4,5,4,0,65,0,0,0,64,0,0,0,7,4,78,0,0,3,19,6,0,0,0,0,27,0,0,0,16,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,0,0,0,16,0,0,0,0,0,5,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,3,8,0,3,32,3,13,13,125,52,52,23,8,4,289,0,0,0,0,0,0,0,0,0,0
501011293,0,0,0,12,0,10,11,6,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,4,0,0,0,13,0,0,0,27,5,3,7,0,5,47,0,0,0,10,10,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,6,3,0,35,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,12,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,10,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,13,4,5,36,0,10,11,68,40,42,40,24,6,229,0,0,0,0,0,0,0,0,0,0
501011294,0,0,6,27,7,3,19,15,7,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,45,9,5,0,8,6,81,0,5,4,9,6,5,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26,13,5,9,8,4,74,0,0,0,14,3,9,3,11,13,45,0,0,0,13,4,0,0,0,0,21,0,5,0,17,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,4,0,9,6,3,0,0,0,20,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,9,0,0,4,15,0,0,0,0,0,16,0,5,3,10,5,4,27,21,5,75,0,25,18,113,83,106,74,24,6,446,0,0,0,0,0,0,0,0,0,0
501021005,0,0,0,8,10,19,19,13,5,67,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,12,12,82,12,12,8,4,0,140,0,5,0,22,3,0,4,0,0,26,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,15,0,4,9,28,16,14,3,0,0,76,0,0,0,0,4,5,21,14,4,54,0,0,0,0,3,0,0,0,0,11,0,0,0,22,5,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,5,16,6,9,4,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,6,4,5,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,10,27,15,3,71,4,50,74,217,149,127,80,18,3,727,0,0,0,0,0,0,0,0,0,3
501021007,0,0,0,0,0,4,6,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,3,0,0,0,11,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,12,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,9,0,0,24,0,4,11,37,32,32,22,5,0,136,0,0,0,0,0,0,0,0,0,0
501021008,0,0,0,4,0,4,6,4,0,23,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,9,0,0,3,30,7,0,3,0,3,48,0,3,0,13,7,5,0,0,0,21,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,8,5,0,0,3,0,21,0,0,0,3,0,9,10,3,8,32,0,5,0,9,0,0,0,0,0,9,0,0,3,10,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,3,0,6,0,4,3,19,4,11,22,62,46,30,19,5,0,199,0,0,0,0,0,0,0,0,0,0
501021009,0,0,0,0,3,0,27,12,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,14,0,0,0,6,0,0,0,3,0,15,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,14,0,0,0,0,0,5,8,14,8,35,0,0,0,5,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,17,0,9,14,46,34,55,32,4,0,203,0,0,0,0,0,0,0,0,0,0
501021010,0,0,0,0,0,5,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,4,0,20,0,0,0,10,15,12,9,0,0,53,0,0,0,0,0,0,0,0,0,0
