SA2_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
501011001,430,320,179,22,140,191,44,63,399,38,332,3016,169,4626,21,19,8,0,0,5,0,3,16,0,16,126,3,190,98,29,32,6,34,46,8,20,56,17,50,344,18,610,15,3,3,5,0,10,0,0,6,5,9,98,6,147,4,4,0,0,0,9,0,0,0,0,4,32,6,45,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,4,0,0,0,53,0,63,0,0,0,0,0,0,0,0,0,0,0,21,0,24,0,0,0,0,0,0,0,0,0,0,0,19,0,17,4,6,0,0,4,0,0,0,9,5,10,72,0,93,3,11,6,0,3,0,0,0,4,0,0,79,0,103,153,70,51,11,41,72,12,34,95,24,92,837,39,1310,20,6,5,0,7,7,0,4,3,3,9,61,549,652,603,404,234,31,184,273,56,97,497,67,428,3915,758,6595,188,202,84,0
501011003,644,574,273,24,186,258,33,104,608,49,495,5881,295,8536,28,32,10,0,7,11,0,3,24,0,24,187,12,295,183,72,64,9,46,55,7,24,70,16,81,597,28,1061,24,12,9,0,9,10,0,0,13,0,19,240,12,320,10,7,4,0,0,6,0,0,5,0,3,75,5,102,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,4,0,0,0,0,0,0,7,0,9,83,0,99,3,6,0,0,0,0,0,0,3,0,0,67,3,73,3,0,0,0,5,0,0,0,4,0,0,55,0,69,10,10,4,0,0,8,0,0,11,0,9,124,0,163,22,27,11,5,0,11,6,4,24,0,20,141,5,222,282,157,105,16,85,102,13,36,156,21,165,1570,68,2427,20,11,10,0,11,11,3,7,15,3,3,121,769,937,947,746,385,44,281,367,47,146,781,73,670,7572,1137,11900,334,403,136,3
501011004,426,499,165,32,129,192,39,64,552,26,440,4792,264,6903,22,21,10,5,0,11,5,7,28,3,25,265,8,351,107,52,37,8,28,37,7,14,82,15,66,564,26,875,16,15,20,3,4,15,0,4,20,6,20,224,4,307,6,4,6,0,0,3,0,0,5,0,3,109,0,135,0,0,0,0,0,0,0,0,3,0,0,14,0,17,6,8,5,0,7,5,0,0,0,0,8,172,8,195,0,5,0,0,0,0,0,0,0,0,8,77,3,95,0,0,0,0,0,3,0,0,6,0,7,35,0,44,10,12,3,0,0,3,0,6,13,0,16,181,11,244,7,7,5,0,0,11,0,0,10,0,15,127,0,180,180,112,80,17,46,80,15,34,162,29,155,1769,62,2449,13,7,6,13,4,5,0,0,8,0,17,80,706,840,621,618,247,62,181,282,46,95,726,56,605,6646,1035,10193,252,364,101,4
501011293,691,633,245,45,328,276,75,143,792,69,569,4079,269,6922,35,16,10,0,6,13,3,7,22,3,23,120,7,238,182,59,67,6,74,66,13,41,90,21,105,417,19,881,23,7,12,0,16,7,0,6,19,0,16,90,6,147,11,0,0,0,7,5,0,0,4,0,3,23,0,48,0,0,0,0,0,0,0,0,0,0,3,3,0,11,7,6,0,0,10,6,0,0,3,0,0,140,0,160,0,0,0,0,0,0,0,0,0,0,0,41,0,48,9,0,0,0,12,3,0,0,0,0,8,67,3,87,3,6,5,0,4,0,0,3,7,0,12,46,0,76,12,17,0,0,5,11,0,0,7,4,7,142,5,200,284,114,100,14,134,120,16,51,161,33,166,1091,42,1892,23,11,6,0,4,9,5,0,10,0,3,40,463,541,1000,756,357,62,466,402,96,201,969,101,749,5211,775,9359,294,371,87,0
501011294,1641,1352,536,145,662,648,155,292,1557,181,1246,8735,668,14820,56,37,21,0,17,27,0,17,43,8,38,276,15,460,367,156,120,58,161,163,29,92,173,43,184,755,66,1702,37,12,21,11,21,21,4,13,21,3,26,194,11,314,16,3,8,8,10,14,0,9,15,3,13,54,0,111,4,0,0,0,0,4,0,0,0,0,0,10,0,18,5,13,3,0,15,9,0,3,5,4,10,191,12,252,0,0,0,0,0,0,0,0,0,0,0,72,0,88,8,0,0,0,8,0,0,0,3,0,11,140,3,173,17,13,0,0,5,7,0,0,11,0,14,81,0,122,22,11,8,3,8,9,0,3,19,0,23,177,4,271,539,250,186,82,248,254,34,131,300,65,327,1960,119,3520,39,12,12,8,14,16,4,7,27,4,13,66,782,944,2221,1614,735,242,923,915,192,426,1880,247,1595,10760,1568,19292,577,717,207,0
501021005,1214,1379,414,41,604,452,98,232,1459,104,1162,9276,642,14803,68,79,18,9,27,20,6,20,43,3,43,501,39,753,240,118,75,12,120,93,17,49,117,23,138,621,38,1275,37,7,15,4,18,16,0,7,15,4,25,145,9,251,14,0,5,0,11,12,3,6,8,0,12,68,3,112,0,0,4,0,5,0,0,0,0,0,0,26,0,35,14,5,4,0,13,10,0,0,8,5,22,234,9,302,0,0,0,0,5,0,0,0,0,0,9,131,3,147,6,0,0,0,9,0,0,0,3,0,13,130,5,165,15,4,0,0,4,0,0,0,3,0,10,50,0,78,35,28,14,7,32,13,0,4,39,3,52,328,18,502,428,251,138,29,239,171,33,89,240,33,317,2237,117,3624,12,6,7,0,3,5,5,0,7,0,8,43,751,828,1654,1629,557,76,845,635,134,316,1711,138,1490,11550,1516,19256,575,778,169,8
501021007,488,363,130,23,230,173,32,72,418,34,367,2573,195,4273,17,15,5,0,13,12,3,0,15,4,18,84,3,143,97,43,27,0,28,24,6,19,40,0,37,173,8,381,6,7,0,0,4,5,0,3,9,3,4,43,4,75,3,5,0,0,3,7,0,0,3,0,3,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,25,0,34,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,5,0,11,3,0,0,0,4,0,0,0,0,0,6,23,3,37,5,6,4,0,4,0,0,0,7,0,7,64,3,91,137,75,45,4,59,42,9,28,86,11,84,420,28,803,14,3,6,3,7,6,0,4,4,4,4,29,326,379,641,447,181,29,294,224,42,110,512,44,453,3027,542,5457,258,226,61,0
501021008,592,559,175,78,319,234,49,115,784,64,484,2476,668,5204,24,15,4,0,15,5,0,5,30,4,7,126,20,206,81,41,24,15,45,36,10,28,60,13,55,141,29,377,24,7,3,0,7,8,0,0,9,8,11,35,0,79,15,4,8,5,12,11,3,4,3,0,18,27,7,71,0,0,0,0,4,6,0,0,0,0,0,12,3,27,10,5,0,0,11,6,0,0,0,0,0,159,10,196,0,0,0,0,0,0,0,0,0,0,3,60,0,69,5,0,0,0,7,0,4,0,0,0,5,62,8,86,0,0,0,0,4,0,0,0,3,0,0,10,3,26,8,4,7,3,5,7,0,0,5,4,8,75,6,112,159,79,52,23,101,75,18,45,124,27,110,712,102,1253,10,10,5,0,5,3,0,6,12,3,6,16,466,517,765,647,225,95,428,311,67,172,921,91,607,3205,1231,6976,207,248,51,0
501021009,834,716,232,53,449,305,68,195,781,88,580,4072,357,7129,21,20,10,0,18,8,0,10,18,5,16,117,9,205,114,38,39,10,57,38,4,33,60,21,54,160,14,431,27,6,8,0,15,7,3,5,10,0,8,41,0,91,23,5,4,0,16,3,0,4,3,0,6,15,3,55,0,4,0,0,0,0,0,0,0,0,0,7,0,14,6,4,6,0,4,3,0,4,0,0,10,58,4,87,0,0,0,0,0,0,0,0,3,0,0,12,5,19,0,0,0,0,0,0,0,0,0,0,0,11,0,21,3,0,0,0,3,4,0,0,9,3,5,10,0,22,11,8,3,0,5,0,0,0,10,0,9,31,11,73,209,81,66,10,123,75,9,53,114,29,108,456,44,1002,32,9,12,0,15,12,0,14,14,0,8,33,577,678,1074,807,313,68,591,390,76,259,908,119,698,4564,976,8812,247,325,75,0
501021010,260,197,82,7,106,78,22,28,221,27,187,1647,88,2561,5,0,5,0,3,0,0,3,5,3,5,37,3,58,60,30,13,4,24,24,0,9,25,3,22,117,9,260,6,6,0,0,3,3,0,4,0,6,4,24,0,48,0,0,0,0,0,0,0,0,0,0,6,5,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,3,0,0,14,0,18,4,0,0,0,0,0,0,0,0,0,4,51,0,55,84,32,21,7,34,31,0,16,37,9,40,269,11,483,8,3,5,0,9,0,0,4,0,0,5,26,195,237,354,233,109,18,142,112,23,42,265,37,227,1946,294,3286,129,115,35,0
