SA2_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021012,23,10,3,0,0,0,41,9,5,0,0,0,0,12,21,0,4,0,0,0,23,9,12,0,0,0,0,24,8,11,11,0,9,0,34,22,20,11,7,7,0,75,34,48,15,14,11,0,119,54,64,18,22,10,3,169,52,93,21,12,3,3,194,73,121,21,12,11,3,242,41,72,25,0,7,0,141,58,103,24,10,9,0,199,15,38,9,4,0,0,66,7,23,5,0,0,0,37,34,58,20,0,3,0,113,27,36,12,4,0,0,84,11,8,8,0,0,0,28,0,8,3,0,0,0,20,24,34,3,16,0,0,84,516,757,218,125,73,17,1704
501021014,17,6,10,3,0,7,40,3,0,4,0,0,0,14,10,3,0,0,0,0,23,9,3,4,0,5,0,18,15,9,6,5,3,0,41,17,14,5,0,11,0,39,17,29,8,3,0,5,69,29,34,21,4,7,0,99,29,40,13,6,5,0,92,22,46,13,5,0,0,96,19,33,7,5,0,0,64,27,54,21,6,10,0,114,18,21,11,0,0,0,48,3,12,0,0,0,0,20,20,42,10,0,5,0,82,24,28,10,5,0,0,67,5,6,8,3,0,0,26,13,4,5,3,0,0,26,14,10,10,0,0,3,51,326,409,167,56,55,10,1026
501021015,16,5,0,0,0,0,24,0,0,0,0,0,0,3,8,0,0,0,5,0,18,3,3,3,0,0,0,16,11,5,3,0,0,0,23,12,14,10,3,4,0,43,28,33,10,10,3,0,85,31,28,14,24,3,0,100,37,49,10,5,4,4,115,27,51,15,12,5,0,112,12,20,15,6,7,0,58,19,36,12,5,3,0,83,3,9,7,0,0,0,21,5,9,4,0,0,0,10,18,9,18,0,0,0,48,14,10,3,0,0,0,33,0,6,3,0,0,0,5,4,3,0,0,0,0,3,17,15,5,0,0,0,47,273,308,131,70,50,9,835
501021016,3,3,6,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,3,9,3,0,3,0,0,17,3,3,0,0,0,0,12,8,8,4,0,0,0,29,9,19,4,3,0,0,39,17,15,9,3,0,0,45,13,20,6,0,0,0,45,29,16,15,4,6,0,62,6,21,4,3,0,0,41,14,17,10,0,0,0,49,3,13,3,0,0,0,20,7,8,0,0,0,0,13,10,14,8,0,0,0,35,14,23,3,0,0,0,37,3,4,5,0,0,0,11,4,4,0,0,0,0,4,15,3,5,0,3,0,27,167,192,81,31,22,8,491
501021251,9,10,5,5,7,0,29,3,7,0,0,0,0,12,5,3,0,0,0,0,15,4,6,5,0,3,0,14,14,7,3,6,4,0,29,10,15,0,10,8,0,45,26,31,14,4,5,0,82,38,82,16,13,12,0,158,30,100,25,18,12,0,190,50,100,28,20,4,0,203,31,66,23,6,5,0,134,48,90,43,6,9,4,199,16,35,15,9,4,0,78,13,19,8,3,0,0,41,19,40,16,3,4,0,84,24,38,17,4,0,0,84,7,12,4,0,0,0,32,6,7,6,4,0,0,29,15,31,10,4,0,6,67,381,687,246,110,89,10,1527
501021252,8,3,4,0,0,0,11,7,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,10,3,6,3,0,0,0,15,3,9,0,0,0,0,14,6,6,7,0,3,0,20,3,11,6,0,5,0,20,3,21,8,0,0,0,36,12,13,4,4,0,0,24,17,14,13,5,3,0,56,4,18,4,0,0,0,23,5,8,6,0,0,0,24,7,27,9,0,0,0,38,12,24,14,3,4,0,52,8,3,7,0,0,0,15,5,0,8,0,0,0,14,9,9,7,4,0,0,26,102,186,94,22,21,0,420
501021253,14,9,3,3,0,0,36,11,4,0,0,0,0,13,14,5,3,0,0,0,23,4,6,0,3,4,0,18,12,3,4,4,3,0,33,19,28,6,6,5,0,72,25,29,7,7,10,0,82,34,30,6,17,5,0,96,34,36,16,8,5,0,97,39,57,14,4,11,0,121,29,42,12,3,3,0,90,35,75,17,11,0,0,133,15,22,3,0,3,0,50,9,9,0,3,0,0,23,27,40,12,4,5,0,88,24,47,18,0,0,0,97,16,17,12,6,0,0,53,5,12,0,0,0,0,18,24,19,6,3,0,0,60,391,496,144,84,61,8,1188
501021254,12,0,3,0,0,0,17,4,0,0,0,0,0,8,4,4,0,0,0,0,7,0,0,3,0,6,0,13,7,6,3,3,5,0,31,20,10,6,8,6,0,44,21,17,6,9,11,0,54,29,29,4,3,17,0,93,14,30,6,12,10,3,67,19,23,3,5,5,0,55,13,11,0,0,4,0,28,14,11,11,4,3,0,44,0,3,0,0,0,0,8,0,3,0,0,0,0,6,4,0,0,0,0,0,10,9,0,0,3,0,0,12,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,10,0,3,3,0,26,165,170,66,51,66,4,524
501031017,21,4,0,0,4,0,41,7,0,0,0,3,0,12,13,7,3,0,3,0,23,3,3,0,0,5,0,13,14,14,0,5,3,0,38,17,12,10,5,0,0,41,29,19,7,4,4,0,65,29,43,9,0,6,0,91,24,26,5,5,0,0,60,20,31,3,0,0,0,54,10,24,4,0,0,0,44,22,33,13,0,3,0,71,11,11,4,3,0,0,26,0,9,0,0,0,0,13,8,8,3,0,0,0,25,11,22,4,0,0,0,39,6,0,4,0,0,0,16,3,8,0,0,0,0,10,17,13,11,0,0,0,38,279,293,79,31,39,0,717
501031018,12,3,7,0,0,0,18,7,0,0,0,0,0,7,12,0,5,0,0,0,15,6,3,0,0,4,0,15,16,7,3,3,5,0,27,13,17,4,0,5,0,46,21,26,4,3,8,4,68,24,31,15,3,3,0,79,24,38,8,3,0,0,69,24,16,0,5,4,0,55,18,21,5,3,5,0,59,28,28,10,6,0,0,80,5,12,0,0,0,0,24,8,12,3,0,0,0,27,20,16,4,0,0,0,43,29,22,7,3,0,0,61,6,3,0,4,0,0,15,9,5,0,0,0,0,15,8,10,0,0,0,0,30,295,277,94,32,37,6,746
501031019,12,8,4,6,0,0,28,4,0,0,0,0,0,4,3,4,3,0,0,0,11,3,0,0,0,5,0,7,15,17,4,3,4,0,38,18,22,5,9,9,0,56,19,27,9,4,7,0,70,22,28,8,6,0,0,56,9,24,7,0,0,0,41,16,15,6,5,0,0,37,6,15,0,0,0,0,20,20,19,4,0,0,0,42,6,10,6,0,0,0,19,3,3,0,0,0,0,8,6,14,10,0,0,0,24,9,14,3,0,0,0,25,4,3,3,0,0,0,12,3,5,0,0,0,0,5,8,18,7,0,0,0,32,189,225,67,34,29,3,544
501031020,17,3,3,0,0,0,27,3,3,0,0,0,0,4,10,0,0,0,0,0,22,8,0,0,0,0,0,9,12,0,0,0,3,0,24,9,9,4,0,0,0,24,19,16,4,6,3,0,46,19,10,4,0,3,0,37,15,16,3,0,0,0,43,6,11,3,3,0,0,29,6,7,9,0,0,0,19,13,13,4,0,3,0,32,4,10,0,0,0,0,14,3,3,0,0,0,0,6,11,3,3,0,0,0,17,16,12,0,0,0,0,30,3,3,3,0,0,0,10,4,5,0,0,0,0,5,19,7,4,0,3,0,32,195,135,50,22,21,0,435
502011021,14,5,9,0,0,0,33,4,0,3,0,0,0,9,9,0,0,0,7,0,23,7,0,3,0,0,0,14,14,6,6,3,3,0,26,19,14,6,0,6,0,37,23,10,12,5,0,0,55,21,20,14,12,3,0,75,31,36,13,11,5,0,91,25,68,23,9,4,0,129,28,67,8,7,8,4,113,35,81,28,13,9,0,165,17,40,5,6,0,0,75,10,28,7,3,4,0,54,26,31,14,0,0,0,77,38,36,17,3,5,0,95,14,9,8,5,4,0,37,5,8,5,0,0,0,15,20,23,10,3,5,0,59,366,491,195,88,51,9,1200
502011022,18,0,0,5,6,0,28,3,0,0,0,0,0,6,4,0,0,0,3,0,14,7,0,3,4,0,0,13,13,6,6,0,5,0,28,22,11,3,5,3,0,46,31,29,7,7,5,0,82,34,29,15,15,9,0,100,39,40,11,6,0,0,95,36,54,11,10,5,0,115,30,45,11,6,8,0,106,49,56,16,5,3,0,134,16,22,12,0,6,0,51,6,20,10,3,0,0,36,32,33,16,0,0,0,79,32,32,20,5,0,0,87,13,7,13,0,0,0,31,13,14,3,0,0,0,25,28,13,12,6,3,0,66,418,406,172,80,59,5,1140
502011023,13,6,0,4,6,0,34,0,0,6,0,8,0,11,5,3,6,3,0,0,24,10,0,0,0,4,0,16,20,9,6,10,3,3,47,20,21,6,16,12,0,82,36,32,8,15,12,0,113,50,53,28,14,17,0,162,36,54,17,12,13,0,121,30,55,22,9,4,0,120,13,21,4,4,7,0,46,30,40,14,3,4,0,89,3,11,9,0,0,0,29,9,7,0,0,5,0,9,7,15,13,0,3,0,38,15,14,4,0,0,0,34,4,11,3,0,0,0,19,4,0,3,0,0,0,13,24,11,10,11,3,0,66,334,361,163,94,93,11,1059
502011024,46,7,14,8,8,0,77,6,3,0,0,3,0,18,24,4,5,4,6,0,44,23,6,8,3,0,0,39,23,17,11,6,8,0,66,38,13,10,11,12,0,90,38,24,20,10,13,0,107,68,73,28,21,18,0,207,71,85,23,20,17,6,221,80,131,37,20,9,4,282,66,93,22,18,17,0,211,98,132,58,17,7,0,305,33,64,17,6,7,0,122,16,36,12,9,4,0,77,50,65,39,7,4,0,160,58,67,43,5,0,0,169,19,18,7,9,6,0,60,24,17,12,0,0,0,49,45,52,28,4,9,0,143,826,897,398,160,134,15,2447
502011025,6,6,0,0,5,0,17,0,0,0,0,0,0,7,7,0,0,0,0,0,7,7,0,0,0,0,0,12,6,3,0,4,3,6,27,22,9,4,0,6,0,40,27,18,10,9,8,5,74,21,22,5,3,12,0,61,20,5,5,0,8,0,39,19,16,8,0,3,0,46,14,9,0,3,0,0,30,20,16,10,0,3,6,52,3,4,3,0,0,0,15,6,0,0,0,0,0,7,8,8,6,0,0,0,21,20,13,10,0,5,0,40,5,0,4,0,3,0,14,10,0,4,0,0,0,16,17,4,6,5,5,0,36,246,141,78,37,53,14,570
502011026,14,7,3,3,0,0,25,5,0,0,0,0,0,8,7,0,0,3,0,0,15,7,0,3,0,0,0,18,9,7,7,3,4,0,28,11,4,5,0,3,0,22,30,6,3,4,3,0,38,22,14,10,9,0,0,52,16,19,6,6,8,0,49,26,37,10,8,9,0,89,24,27,10,3,3,0,63,29,36,13,3,5,3,83,13,15,11,0,5,0,36,7,12,6,0,0,0,30,16,14,15,0,0,0,46,41,17,13,0,0,0,72,13,7,6,0,7,0,30,6,8,3,0,0,0,17,20,16,5,0,0,0,45,298,247,134,54,37,4,769
502011027,31,15,8,5,4,0,65,13,3,4,0,5,0,16,12,9,7,0,0,0,34,20,13,0,3,3,0,31,30,13,8,9,7,0,67,16,16,4,7,4,0,49,38,66,22,16,12,0,151,58,108,34,26,17,0,251,88,153,31,27,12,8,320,119,223,51,25,17,0,434,74,161,46,17,9,0,320,128,232,83,18,10,4,474,42,111,28,10,6,0,203,31,53,30,4,3,0,115,45,118,41,9,7,0,223,57,89,46,8,5,0,205,40,28,19,5,9,0,92,16,17,18,0,0,0,55,57,55,33,9,10,0,171,924,1483,516,193,152,17,3277
502011028,17,3,7,0,3,3,33,8,0,0,0,0,0,9,21,4,5,0,6,3,31,11,0,5,0,0,0,22,21,6,3,5,0,0,36,30,24,5,6,11,0,74,37,21,12,10,12,0,90,39,32,22,13,4,5,109,42,46,15,14,12,3,124,40,50,21,7,10,3,132,23,29,4,5,5,0,69,35,28,22,7,9,0,96,15,14,0,0,0,0,36,6,4,4,3,0,0,25,19,13,10,0,4,0,42,25,21,8,0,0,0,61,19,8,7,0,0,0,35,11,0,8,0,0,0,18,18,20,13,8,4,0,75,431,335,162,89,77,23,1114
502011029,20,7,8,0,0,0,39,6,0,4,0,0,0,10,8,3,4,0,0,0,20,6,0,5,0,0,0,19,14,10,4,3,13,0,33,27,16,14,10,5,3,70,27,33,16,3,10,0,88,17,38,18,8,18,0,106,54,43,19,11,7,0,140,40,60,14,6,7,0,130,29,50,9,9,10,0,107,53,75,19,8,5,0,154,15,36,10,4,0,0,61,11,29,15,3,0,0,56,35,45,15,4,3,0,104,36,55,21,5,8,0,129,9,11,6,3,5,0,33,7,9,7,0,0,0,24,23,32,19,7,4,0,75,436,562,212,88,84,9,1385
503011030,21,24,6,0,4,0,50,5,3,0,0,0,0,6,0,6,3,0,0,0,10,0,0,0,0,0,0,0,6,0,4,0,0,0,9,3,4,4,0,0,0,11,7,4,3,0,0,0,19,8,8,8,0,0,0,26,5,5,7,0,0,0,15,0,5,8,0,0,0,10,4,3,0,0,0,0,10,3,12,14,0,5,0,31,4,8,0,0,0,0,12,0,3,0,0,0,0,10,3,7,4,0,0,0,20,16,36,22,0,4,0,80,18,53,13,3,0,0,87,38,131,76,7,8,0,255,9,30,22,0,0,0,59,144,325,195,13,23,5,705
503011031,16,9,4,3,3,0,27,0,0,0,0,0,0,4,4,0,0,0,0,0,4,3,4,0,0,0,0,7,8,0,0,0,0,0,13,6,8,3,0,0,0,18,4,5,0,0,0,0,11,10,8,0,0,3,0,15,11,5,3,0,0,0,23,7,10,5,0,3,0,21,3,7,0,0,0,0,15,10,21,3,4,5,0,44,7,11,4,5,0,0,24,4,15,8,0,0,0,23,5,20,0,4,0,0,35,26,58,23,5,7,0,120,12,42,22,5,3,4,84,25,86,34,11,3,0,156,10,10,12,3,3,0,41,179,314,128,40,39,5,704
503011032,11,11,8,0,6,0,33,0,0,0,0,0,0,3,7,0,0,0,0,0,4,4,0,0,0,0,0,4,7,6,3,0,0,0,9,4,0,0,0,0,0,7,5,4,4,0,4,0,17,4,7,0,0,5,0,13,0,3,3,0,0,0,7,0,3,3,3,0,0,16,0,0,3,0,0,0,10,18,18,5,0,3,0,44,0,0,0,0,0,0,9,0,4,0,0,0,0,10,4,10,4,0,0,0,16,9,33,12,4,3,0,63,16,37,17,5,4,0,84,42,130,47,6,9,3,239,10,17,8,6,5,0,41,148,295,135,32,28,6,641
