SA2_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
501031018,2521,2609,5132,1058,509,1571,280,676,954,129,117,247,74,48,121,1539,1354,2891,786,1115,1904,4.7,3.5,4.1,61.1,51.8,56.4,58.3,50,54,56,60,110,29,73,100,175,365,538,190,275,468,731,382,1112,33,68,105,36,59,96,799,513,1311,2425,2489,4920,362,416,776,1755,1767,3524,909,1001,1916
501031019,2192,2248,4443,1006,500,1508,239,597,841,105,96,197,58,55,108,1410,1249,2659,624,851,1474,4,4.2,4.1,64.4,55.5,59.9,61.8,53.1,57.4,17,33,55,10,33,46,118,207,321,95,160,253,564,333,901,45,76,124,31,50,76,643,460,1102,2181,2190,4374,306,342,647,1529,1518,3045,825,894,1719
501031020,2300,2206,4511,844,436,1278,321,618,941,99,87,190,52,35,83,1309,1181,2494,756,791,1547,3.7,3.1,3.5,56.8,53.6,55.3,54.7,51.9,53.3,39,68,107,23,63,89,178,298,476,137,219,357,557,259,820,29,46,71,44,52,94,625,360,988,2073,1936,4012,288,310,597,1582,1436,3019,691,717,1412
502011021,3443,3446,6890,1258,604,1865,362,935,1291,192,120,314,125,124,244,1934,1776,3715,1285,1544,2830,6.5,6.9,6.7,56.2,51.5,53.9,52.6,48,50.3,63,73,136,25,74,98,247,407,651,283,381,668,1159,546,1703,43,79,116,39,103,144,1248,728,1973,3335,3403,6737,629,649,1282,2213,2153,4362,1565,1726,3291
502011022,4033,4154,8190,1431,778,2203,437,1039,1470,171,129,299,170,141,312,2201,2083,4281,1587,1925,3507,7.7,6.8,7.3,54.6,50.1,52.3,50.4,46.7,48.5,68,61,132,41,109,151,285,489,779,343,464,806,1288,645,1929,55,97,153,63,123,183,1407,870,2278,3752,3925,7681,699,765,1465,2430,2444,4877,1840,2057,3893
502011023,3812,4353,8166,1222,626,1847,411,920,1330,137,138,273,206,155,359,1973,1835,3808,1564,2232,3796,10.3,8.3,9.3,51.8,42.1,46.6,46.5,38.6,42.3,34,45,84,21,53,68,166,322,483,226,361,587,1110,666,1776,68,102,171,50,100,144,1224,866,2098,3694,4209,7904,588,666,1251,2601,2905,5499,1468,1766,3229
502011024,7889,8786,16678,2958,1646,4603,882,2082,2965,369,291,661,251,268,513,4456,4286,8745,2954,4125,7078,5.6,6.2,5.9,56.5,48.7,52.4,53.4,45.7,49.3,194,170,362,89,199,285,615,1056,1669,699,984,1684,2359,1258,3614,120,166,289,113,238,350,2592,1662,4253,7650,8429,16076,1253,1445,2696,5042,5483,10517,3436,3930,7368
502011025,4242,4762,9001,1182,722,1905,503,940,1441,150,127,274,229,204,431,2061,1990,4049,1686,2276,3965,11.1,10.3,10.7,48.6,41.8,45,43.2,37.5,40.2,60,93,154,32,80,111,282,412,689,308,399,704,1079,664,1745,62,102,168,61,109,165,1200,878,2080,3402,3816,7218,849,1022,1876,1916,2066,3983,2171,2552,4721
502011026,2808,2776,5581,1005,485,1491,273,659,935,118,95,213,92,104,191,1487,1347,2837,1066,1269,2332,6.1,7.6,6.8,53,48.5,50.7,49.7,44.8,47.3,23,47,68,11,47,57,127,219,341,173,279,452,911,420,1325,38,70,109,36,68,109,993,556,1545,2565,2527,5089,453,504,958,1703,1674,3377,1156,1238,2399
502011027,7790,8633,16426,3713,2040,5747,906,2409,3315,386,332,712,268,249,514,5265,5030,10299,2049,3245,5288,5,5,5,67.6,58.3,62.7,64.2,55.4,59.6,186,170,353,85,205,292,580,1176,1759,626,1010,1633,2513,1493,4004,121,204,328,104,229,334,2741,1929,4677,8104,8805,16916,1417,1638,3064,4920,5251,10178,3956,4556,8515
502011028,4510,5165,9675,1334,767,2108,463,1024,1485,180,149,325,214,155,364,2182,2097,4282,1985,2716,4701,9.7,7.3,8.5,48.5,40.6,44.3,43.8,37.6,40.5,69,68,137,36,81,118,224,394,625,314,485,794,1231,701,1939,56,107,154,75,128,197,1360,932,2291,4110,4666,8774,735,821,1555,2643,2968,5609,1984,2281,4262
502011029,3983,4221,8200,1563,800,2360,419,1001,1420,179,154,335,148,127,275,2309,2082,4397,1319,1803,3127,6.4,6.1,6.3,58.1,49.3,53.6,54.3,46.3,50.2,32,34,76,20,74,91,137,317,449,204,350,553,1186,723,1910,72,105,182,54,102,158,1312,938,2250,3932,4101,8027,627,668,1293,2640,2734,5373,1651,1772,3431
503011030,2726,2877,5601,1182,573,1758,485,855,1337,56,81,137,68,63,129,1795,1567,3364,839,1228,2060,4,3.8,3.9,66,54.5,60.1,63.4,52.4,57.7,454,313,765,91,160,253,923,905,1825,182,299,486,196,96,294,9,22,30,28,59,89,230,172,409,2829,2930,5757,393,407,799,2005,2106,4107,1151,1153,2301
503011031,3655,4281,7932,1469,1010,2485,628,1033,1660,84,140,218,103,103,207,2285,2285,4571,1158,1771,2930,4.6,4.6,4.6,62.6,53.4,57.6,59.7,51,55,549,511,1066,107,239,345,1231,1349,2578,279,447,730,272,140,411,14,28,43,22,83,106,310,250,562,3264,3685,6944,791,937,1731,1838,2142,3981,2030,2352,4379
503011032,3186,3347,6534,1428,816,2242,589,971,1563,103,128,230,83,63,145,2200,1970,4171,813,1227,2046,3.8,3.1,3.5,69.1,58.8,63.9,66.5,57,61.7,519,389,910,73,178,250,1150,1268,2414,221,309,532,203,101,300,14,23,38,34,67,95,245,190,439,3032,3110,6140,590,636,1225,1907,2002,3914,1546,1589,3136
503011033,3274,3461,6739,1661,854,2509,529,1185,1712,86,106,189,94,86,178,2366,2224,4589,835,1167,2006,3.8,3.9,3.9,72.1,64.3,68.1,69.4,61.8,65.5,559,423,980,120,230,349,1109,1220,2324,249,333,584,284,127,412,14,26,41,22,75,96,318,229,547,3600,3711,7311,525,551,1078,2537,2608,5142,1407,1505,2907
503011034,4202,4753,8952,1825,1008,2830,765,1385,2152,99,144,240,114,136,252,2804,2670,5473,1153,1847,2994,4.1,5.1,4.6,66.8,56.2,61.2,64,53.3,58.4,610,565,1170,124,234,355,1310,1428,2736,339,424,762,376,223,597,17,37,51,29,77,109,420,337,759,3915,4495,8409,780,947,1724,2506,2825,5330,1991,2408,4404
503011035,7721,8167,15885,2998,1664,4664,1581,2491,4078,169,237,405,283,252,532,5023,4652,9680,2430,3232,5663,5.6,5.4,5.5,65.1,57,60.9,61.5,53.9,57.6,1643,1308,2950,251,428,676,2600,2716,5317,421,658,1076,371,253,616,64,66,130,49,104,152,475,420,898,7182,7395,14579,1766,1853,3617,4311,4599,8911,4339,4313,8656
503011036,3751,3929,7683,1718,924,2646,654,1202,1857,87,115,206,104,88,186,2569,2330,4894,1021,1444,2461,4,3.7,3.8,68.5,59.2,63.7,65.7,57,61.3,633,487,1120,119,222,336,1197,1335,2532,276,401,678,253,144,399,19,22,40,28,77,107,299,248,546,3896,3889,7779,698,675,1374,2415,2476,4890,1980,1882,3856
503021037,23,22,48,5,0,10,4,3,10,0,0,0,0,0,0,11,5,19,10,6,18,0,0,0,42.3,39.1,40.8,42.3,39.1,40.8,6,0,5,0,0,0,5,3,8,0,0,4,3,0,4,0,0,0,0,0,0,3,0,5,14,14,25,3,5,9,8,7,19,11,3,14
503021038,4544,5040,9582,2644,1723,4364,646,1572,2218,118,203,321,117,106,224,3534,3605,7132,796,1245,2048,3.4,3,3.2,77.7,71.5,74.4,75,69.4,72.1,534,592,1125,193,309,502,1356,1640,2999,410,457,870,597,317,916,29,55,86,53,93,144,684,462,1146,4575,4872,9451,854,958,1813,2808,3070,5881,2285,2470,4750
503021039,6992,7501,14493,3481,2482,5961,1219,2180,3400,198,273,465,199,201,399,5089,5130,10218,1542,2087,3625,3.9,3.9,3.9,72.8,68.4,70.5,70,65.8,67.8,758,751,1511,231,422,653,2012,2262,4277,648,780,1428,920,520,1446,53,90,140,61,143,205,1036,755,1789,6487,6832,13314,1313,1476,2780,4124,4289,8414,3327,3694,7021
503021040,4020,4167,8186,2085,1454,3540,649,1183,1831,116,153,266,134,109,241,2978,2901,5878,834,1091,1928,4.5,3.7,4.1,74.1,69.5,71.8,70.7,67,68.8,397,427,822,149,232,385,1179,1331,2509,341,377,712,525,276,801,28,46,72,45,67,108,596,384,978,3774,3863,7632,769,809,1584,2285,2411,4693,2016,2076,4090
503021042,6989,7783,14766,3274,2386,5658,1135,2112,3252,153,224,376,202,200,401,4769,4911,9682,1803,2504,4299,4.2,4,4.1,68.2,63.1,65.5,65.3,60.6,62.8,1319,1214,2536,260,458,719,2265,2653,4921,519,707,1221,521,346,871,50,60,109,71,141,210,639,549,1189,6371,6953,13321,1513,1752,3259,3668,4102,7777,3830,4247,8072
503021043,7457,8257,15719,3721,2498,6219,1449,2597,4040,220,289,506,212,209,422,5598,5592,11186,1529,2311,3843,3.8,3.8,3.8,75.1,67.7,71.2,72.2,65.1,68.5,1181,1133,2322,224,393,617,2301,2687,4986,708,846,1556,795,475,1273,56,68,125,79,150,223,922,695,1618,7299,7814,15114,1450,1620,3067,4063,4367,8437,4216,4601,8817
503021295,5729,5180,10915,3005,1927,4933,777,1171,1949,178,178,355,217,177,395,4181,3453,7639,968,1342,2315,5.2,5.2,5.2,73,66.7,70,69.2,63.2,66.3,801,728,1524,123,171,293,1680,1629,3312,561,549,1114,636,343,982,38,44,83,54,75,128,730,462,1194,3810,3572,7380,1721,1579,3297,1532,1403,2933,3801,3572,7376
503021296,5444,4962,10410,2804,2035,4840,866,1179,2045,182,195,375,179,161,338,4023,3567,7599,903,1031,1935,4.4,4.5,4.5,73.9,71.9,73,70.7,68.7,69.7,630,614,1240,168,231,395,1518,1532,3045,498,542,1036,695,371,1059,52,58,111,51,60,108,791,484,1282,3958,3613,7571,1377,1445,2824,1735,1602,3336,3395,3287,6681
503021297,6239,5177,11413,3103,1992,5101,803,1117,1923,205,181,389,256,188,440,4368,3484,7856,999,1159,2162,5.8,5.4,5.6,70.1,67.3,68.8,66,63.7,64.9,834,694,1532,140,170,308,1794,1667,3455,501,544,1044,675,304,977,53,58,107,44,69,115,767,427,1199,3677,3100,6781,1963,1833,3797,1175,972,2148,4340,3817,8154
504011044,6322,6810,13129,2985,1966,4955,926,1815,2740,169,231,403,218,191,407,4297,4207,8504,1612,2270,3882,5,4.6,4.8,68,61.8,64.8,64.6,58.9,61.7,325,383,709,135,283,421,943,1361,2303,550,673,1225,1515,790,2304,89,118,212,70,156,230,1680,1062,2744,6285,6703,12988,943,974,1909,4207,4536,8743,2573,2753,5325
504011045,9774,10443,20215,4899,3193,8092,1460,2846,4302,301,429,732,327,300,623,6993,6764,13751,2322,3287,5609,4.7,4.4,4.5,71.5,64.8,68,68.2,61.9,65,628,803,1426,272,483,756,2043,2525,4564,950,1058,2007,1897,969,2862,86,160,244,106,202,305,2089,1330,3415,9778,10263,20045,1514,1628,3138,6317,6694,13006,4292,4581,8876
504011046,5770,5787,11562,2948,2110,5062,902,1536,2443,178,196,372,207,199,406,4244,4034,8279,1123,1392,2514,4.9,4.9,4.9,73.5,69.7,71.6,69.9,66.3,68.1,510,594,1103,153,259,417,1456,1661,3120,584,622,1205,920,585,1506,82,79,158,76,108,177,1075,773,1848,4928,4801,9730,1221,1323,2546,2639,2539,5176,3224,3312,6542
504011047,9461,9595,19054,4263,2485,6749,1425,2477,3911,279,327,607,360,313,671,6329,5610,11940,2627,3598,6222,5.6,5.6,5.6,66.9,58.4,62.6,63.2,55.1,59.1,435,480,916,111,221,327,1376,1630,3003,866,948,1816,2094,1046,3142,107,161,266,122,250,379,2321,1463,3781,9291,9425,18714,1405,1398,2801,6106,6207,12312,4029,4043,8075
504011048,3289,3456,6746,1455,811,2270,483,926,1407,89,101,193,133,118,249,2160,1956,4117,1028,1420,2449,6.2,6,6.1,65.6,56.7,61,61.6,53.3,57.3,141,124,265,51,94,149,531,608,1140,335,370,701,702,322,1025,35,59,98,39,90,130,781,467,1247,3405,3552,6962,391,360,750,2580,2735,5314,1041,1037,2080
504021049,3017,1165,4181,512,314,823,147,346,486,87,52,142,34,21,59,776,735,1509,2147,379,2529,4.5,2.7,3.6,25.7,62.8,36.1,24.6,61.1,34.7,13,40,59,10,33,45,142,153,294,100,117,213,530,203,738,11,24,39,13,37,47,562,256,820,1194,1156,2345,114,139,254,887,869,1760,373,378,747
504021050,2865,2992,5858,1295,718,2017,451,975,1425,127,109,235,80,74,158,1951,1879,3834,769,1000,1768,4.2,4,4.1,68.2,62.7,65.4,65.3,60.2,62.7,226,214,435,98,155,249,531,747,1281,306,385,688,641,281,925,31,38,71,34,76,116,706,397,1109,3066,3116,6183,317,364,679,2349,2409,4757,881,936,1818
504021051,2312,2440,4750,1141,574,1716,278,712,994,91,104,193,66,56,116,1575,1449,3023,606,893,1493,3.9,4,4,68.1,59.5,63.7,65.4,57.1,61.1,74,66,137,47,76,119,215,367,582,197,284,483,704,332,1039,32,52,81,44,56,103,779,445,1224,2340,2406,4744,329,367,688,1674,1752,3430,837,884,1721
504021052,4,5,10,0,0,0,0,4,3,0,0,0,0,0,0,0,4,3,0,3,9,0,0,0,33.3,57.1,50,33.3,57.1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,10,0,0,0,4,7,4,0,7,7
504021053,5362,5543,10912,2522,1349,3875,649,1586,2230,253,217,467,141,143,281,3559,3292,6855,1515,2043,3557,3.9,4.3,4.1,66.4,59.4,62.8,63.8,56.8,60.3,157,192,347,89,183,267,525,931,1458,487,659,1147,1704,816,2516,76,104,175,89,169,258,1861,1083,2946,5549,5711,11259,663,661,1322,4153,4207,8360,1765,1915,3682
504021054,5222,5446,10664,2326,1358,3682,579,1290,1871,182,194,375,210,157,364,3292,3002,6287,1540,2074,3616,6.3,5.3,5.8,63,55.1,59,59,52.2,55.6,100,132,233,41,123,167,405,651,1057,361,546,905,1477,786,2261,92,140,225,69,124,195,1638,1050,2689,5093,5286,10378,737,762,1500,3470,3578,7046,2049,2168,4217
504031055,0,3,9,4,3,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,4,3,0,3,3,5,0,0,0,3,3,5,0,0,0
504031056,7406,7540,14950,3491,1877,5372,1111,2162,3275,257,257,513,321,286,612,5191,4578,9764,1892,2679,4572,6.3,6.2,6.2,70.1,60.7,65.3,65.7,56.9,61.3,181,182,361,68,114,182,709,955,1663,523,714,1237,1900,1027,2935,122,140,259,107,204,317,2131,1375,3505,7997,8126,16123,755,768,1521,6150,6142,12294,2140,2278,4421
504031057,8185,8459,16646,4127,2312,6437,1186,2216,3397,280,281,564,362,328,692,5957,5140,11088,1820,2984,4808,6.1,6.4,6.2,72.7,60.7,66.6,68.3,56.8,62.5,252,325,577,82,155,231,916,1295,2210,726,785,1510,1957,1116,3073,139,155,293,106,188,295,2200,1456,3659,8801,8579,17379,1263,1317,2583,5774,5603,11378,3552,3650,7203
504031058,2303,2228,4527,1154,643,1799,279,593,868,98,109,208,69,62,133,1610,1403,3011,495,694,1192,4.5,4.4,4.5,69.9,62.9,66.5,66.7,60.2,63.5,29,35,61,12,33,53,125,259,380,137,211,351,758,408,1164,48,56,98,23,42,68,825,510,1334,2205,2186,4399,426,350,768,1564,1571,3135,918,836,1753
504031060,1183,1207,2385,575,303,880,152,355,503,58,46,103,26,24,47,809,731,1538,286,413,697,2.8,2.9,2.9,68.4,60.4,64.4,66.5,58.7,62.5,26,56,83,21,33,54,122,185,303,110,149,256,388,142,528,12,31,44,25,30,50,423,201,623,1160,1194,2357,125,147,268,915,900,1818,331,387,719
504031061,2134,2223,4352,1137,710,1849,287,611,894,87,96,183,56,55,112,1570,1472,3044,457,665,1116,3.4,3.9,3.6,73.6,66.3,69.9,71.1,63.7,67.4,100,94,198,35,71,108,306,455,760,178,239,415,615,329,938,21,38,63,24,65,89,658,431,1089,2144,2103,4244,404,450,857,1253,1232,2485,1124,1180,2309
504031062,4822,4870,9693,2432,1384,3820,651,1301,1951,179,208,386,186,162,350,3453,3058,6507,1080,1593,2668,5.4,5.4,5.4,71.5,62.8,67.2,67.7,59.4,63.5,189,191,381,67,125,191,590,825,1415,388,513,903,1186,652,1844,79,92,171,57,120,178,1324,863,2192,5172,5236,10408,668,658,1323,3358,3316,6675,2050,2144,4192
504031063,17,4,21,11,0,9,0,0,0,0,0,0,0,0,0,8,4,13,0,0,0,0,0,0,64.7,100,71.4,64.7,100,71.4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,10,0,10,11,0,13,4,0,3,4,0,4,11,4,13
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031065,2303,2386,4692,999,576,1575,300,640,933,98,92,187,85,70,158,1478,1376,2854,690,883,1568,5.8,5.2,5.5,64.1,57.7,60.8,60.4,54.6,57.5,50,80,126,23,54,78,170,278,442,165,250,409,637,331,973,30,42,75,31,71,104,696,453,1148,2309,2353,4661,310,334,644,1604,1605,3217,872,939,1814
504031066,4768,4807,9580,1943,1185,3127,618,1121,1737,152,150,303,201,161,361,2914,2616,5524,1388,1783,3167,6.9,6.1,6.5,61.1,54.4,57.7,56.8,51,53.9,167,175,347,76,108,180,482,673,1151,352,495,841,1081,609,1686,92,107,200,55,110,167,1229,822,2048,3993,4006,8005,975,1060,2037,2327,2321,4642,2411,2520,4923
504031067,2721,2854,5575,1435,796,2234,344,849,1196,107,99,211,103,122,227,1991,1866,3859,590,888,1481,5.2,6.4,5.8,73.1,65.5,69.2,69.3,61.3,65.2,47,70,112,22,56,80,209,285,487,186,285,467,792,473,1269,51,62,112,34,84,118,879,621,1501,2945,2975,5919,372,388,754,2154,2119,4270,963,1078,2041
504031068,4650,4852,9504,2489,1490,3981,594,1426,2024,200,191,386,145,145,289,3430,3249,6674,995,1453,2443,4.2,4.4,4.3,73.7,66.9,70.2,70.6,64,67.2,165,163,331,58,153,213,482,684,1162,496,583,1084,1330,756,2085,61,105,166,49,126,176,1449,984,2429,5102,5176,10282,766,830,1602,3320,3352,6670,2131,2305,4441
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031298,5496,6029,11527,3334,2036,5368,673,1858,2530,267,269,537,187,208,399,4464,4366,8832,777,1488,2260,4.2,4.7,4.5,81.2,72.4,76.6,77.8,69,73.2,166,232,394,57,160,214,573,991,1564,549,759,1304,1621,1039,2659,99,122,222,92,155,240,1802,1316,3120,6119,6527,12646,1044,1179,2223,3406,3639,7053,3112,3475,6585
504031299,4101,4178,8275,2549,1388,3937,566,1245,1813,168,199,372,101,154,256,3384,2989,6373,537,1069,1604,3,5.1,4,82.5,71.5,77,80,67.9,73.9,152,209,367,41,110,149,549,813,1357,442,492,929,1164,686,1846,70,61,130,66,84,150,1300,835,2134,4454,4513,8968,784,784,1571,2110,2130,4239,2555,2672,5230
504031300,6795,7437,14238,3565,2061,5631,850,2026,2876,234,258,488,281,290,577,4932,4636,9569,1420,2409,3835,5.7,6.3,6,72.5,62.3,67.2,68.4,58.4,63.2,148,163,313,57,121,176,503,873,1378,529,816,1349,1897,1243,3140,131,192,326,91,175,269,2120,1612,3735,7478,7891,15366,1103,1257,2354,5163,5327,10492,2809,3266,6069
505011070,4110,4317,8423,2168,1216,3377,523,1341,1864,162,224,384,168,132,294,3018,2905,5920,905,1270,2173,5.5,4.4,5,73.4,67.3,70.3,69.4,64.3,66.8,121,134,260,52,156,203,462,826,1286,311,498,810,1394,627,2026,41,75,115,58,109,168,1498,812,2307,4340,4371,8712,608,675,1282,2904,2897,5807,1658,1825,3487
505011071,5528,5693,11223,2996,1627,4623,817,1884,2701,204,221,424,176,182,358,4191,3915,8105,1111,1615,2723,4.2,4.6,4.4,75.8,68.7,72.2,72.6,65.6,69,203,200,403,112,168,278,718,1072,1795,548,692,1236,1612,758,2374,74,101,177,75,148,223,1757,1013,2767,5786,5884,11667,754,812,1568,4175,4274,8450,2055,2124,4179
505011072,6074,6460,12530,2961,1510,4472,864,2132,3000,171,234,409,204,146,357,4205,4026,8232,1682,2271,3955,4.9,3.7,4.3,69.3,62.4,65.7,65.9,60.1,62.9,489,413,904,173,334,507,1323,1602,2927,662,761,1422,1275,583,1857,68,80,158,67,171,240,1414,840,2254,6818,7044,13866,776,796,1575,5018,5167,10181,2208,2328,4530
505011073,5457,5647,11105,2583,1466,4049,768,1681,2451,183,228,411,210,142,357,3741,3528,7265,1488,1953,3437,5.6,4.1,4.9,68.6,62.4,65.4,64.7,59.8,62.2,224,263,489,86,244,337,830,1143,1974,553,590,1150,1479,668,2156,60,84,143,80,172,247,1620,929,2551,5728,5860,11590,694,754,1443,4210,4216,8427,1846,2054,3893
505011074,4286,4305,8582,2167,1166,3330,563,1350,1915,161,189,345,155,110,266,3042,2812,5857,1016,1341,2362,5.1,4,4.6,71.1,65.4,68.2,67.5,62.8,65.1,161,147,306,63,145,206,513,767,1274,366,549,920,1344,602,1948,35,77,120,79,125,206,1461,808,2271,4323,4408,8727,659,660,1315,3021,3094,6116,1677,1707,3382
505011075,4508,4692,9198,2173,1148,3323,696,1571,2267,124,132,262,163,101,258,3150,2954,6105,1201,1635,2832,5.1,3.4,4.3,70,63,66.4,66.4,60.8,63.6,331,254,580,115,205,319,942,1118,2059,493,574,1060,978,422,1400,35,65,100,72,109,178,1088,589,1677,4743,4943,9685,556,595,1146,3492,3588,7077,1613,1718,3334
505011076,3935,4007,7940,2183,1094,3280,567,1440,2005,137,144,278,131,116,249,3024,2796,5816,799,1144,1940,4.4,4.2,4.3,76.8,69.7,73.2,73.4,66.8,70.1,279,198,477,82,134,219,737,914,1652,467,557,1022,935,395,1326,35,60,92,60,130,186,1023,583,1607,4054,4130,8187,650,630,1284,2816,2847,5656,1710,1731,3441
505011077,5832,5926,11762,2729,1521,4253,848,1755,2599,188,213,399,243,178,422,4013,3667,7677,1463,1968,3435,6.1,4.9,5.5,68.8,61.8,65.3,64.6,58.8,61.7,324,309,638,107,216,319,871,1102,1976,580,699,1284,1445,714,2161,88,99,188,84,140,218,1613,951,2567,5334,5396,10733,1165,1154,2314,3405,3546,6946,2779,2729,5509
505011078,5159,5621,10782,2425,1325,3747,730,1719,2447,156,185,338,154,126,282,3472,3341,6811,1512,2152,3661,4.5,3.7,4.1,67.3,59.5,63.2,64.2,57.3,60.6,229,227,453,123,205,323,846,1098,1949,550,641,1186,1363,610,1973,56,67,117,65,161,220,1487,835,2318,5602,5986,11584,532,597,1134,4212,4418,8625,1635,1829,3461
505011079,4614,4805,9417,2301,1188,3487,646,1574,2220,142,178,326,122,135,256,3214,3076,6292,1220,1606,2825,3.8,4.4,4.1,69.7,64,66.8,67,61.2,64.1,260,257,519,103,204,308,777,1076,1861,521,617,1139,1208,501,1714,43,61,99,59,140,200,1310,703,2017,4758,4910,9666,666,710,1379,3408,3566,6975,1796,1829,3618
505011080,3347,3357,6704,1625,865,2494,506,1084,1594,102,126,227,98,79,178,2333,2157,4489,859,1093,1957,4.3,3.7,4,69.7,64.3,67,66.7,61.9,64.3,189,158,347,67,97,164,505,726,1231,380,405,788,868,387,1254,42,54,102,60,89,149,970,528,1496,3436,3435,6876,455,462,912,2576,2580,5154,1170,1189,2358
505011081,3348,3444,6792,1759,947,2699,442,1074,1517,114,147,265,101,96,204,2421,2265,4680,810,1099,1910,4.3,4.3,4.3,72.2,65.7,68.9,69.1,62.9,66,145,162,302,59,147,202,476,800,1271,337,428,767,1020,405,1423,32,47,80,41,105,144,1095,547,1644,3669,3708,7379,428,458,890,2579,2589,5171,1234,1311,2545
505011082,4086,4273,8354,1860,914,2775,665,1392,2057,109,156,267,107,88,197,2746,2544,5294,1182,1611,2795,4,3.4,3.7,67.3,59.6,63.4,64.6,57.6,61,346,244,589,113,199,305,957,1076,2035,451,496,951,790,342,1131,32,51,84,49,137,192,875,533,1405,4288,4513,8800,484,526,1018,3142,3296,6435,1462,1556,3019
505011083,3783,4064,7851,1900,1063,2959,628,1379,2006,116,135,255,104,91,199,2755,2664,5420,939,1327,2265,3.9,3.4,3.7,72.8,65.6,69,70,63.3,66.5,204,167,363,73,167,244,609,825,1433,439,482,919,988,475,1464,33,71,98,46,120,169,1063,668,1737,4100,4355,8456,437,452,888,3090,3229,6320,1259,1405,2665
505021084,6347,6965,13315,3028,1840,4867,845,1896,2748,204,218,428,206,176,383,4295,4133,8428,1727,2541,4263,4.8,4.3,4.5,67.6,59.3,63.3,64.4,56.8,60.4,299,292,588,105,218,318,1009,1363,2374,633,748,1381,1534,745,2272,62,103,172,79,152,228,1676,1000,2674,6388,6929,13318,896,939,1841,4282,4715,8992,2549,2766,5320
