SA2_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
506071147,7238,7549,14794,3478,2249,5720,1198,2113,3307,187,230,418,223,188,419,5083,4782,9871,1769,2359,4130,4.4,4,4.2,70.2,63.3,66.7,67.1,60.8,63.9,944,853,1798,216,373,597,2092,2209,4304,654,757,1419,848,499,1344,46,85,138,88,131,220,981,717,1703,6672,6682,13353,1421,1473,2895,3935,4067,8004,3774,3764,7542
507011148,8048,8578,16631,4816,2724,7536,1052,2865,3918,271,318,590,260,283,544,6400,6192,12598,1342,2177,3520,4.1,4.6,4.3,79.5,72.2,75.7,76.3,68.9,72.5,552,502,1051,148,299,443,1438,1984,3423,782,1000,1782,1905,1053,2964,113,157,269,106,194,300,2127,1408,3537,8713,9007,17718,1420,1647,3068,5368,5511,10879,4064,4460,8521
507011150,14,4,21,3,3,5,0,0,0,0,0,0,0,0,0,7,3,9,8,0,8,12.5,0,10,50,66.7,52.6,43.8,66.7,47.4,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,9,0,10,6,0,3,4,0,4,7,3,7
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,3952,4086,8036,2037,1006,3048,483,1302,1783,165,158,326,93,100,189,2779,2563,5346,951,1335,2291,3.3,3.8,3.5,70.3,62.9,66.5,68,60.5,64.2,121,136,258,47,125,172,415,703,1126,378,452,833,1226,507,1737,44,52,94,60,94,154,1334,654,1990,4059,4156,8214,468,538,1012,2825,2930,5760,1469,1552,3025
507011153,3456,3677,7131,1557,1008,2564,519,1018,1537,125,147,270,165,123,285,2362,2299,4657,896,1219,2114,6.9,5.3,6.1,68.4,62.4,65.3,63.7,59.1,61.3,177,203,382,56,127,185,511,758,1262,263,369,637,831,439,1271,49,81,131,45,76,121,927,591,1521,3329,3490,6819,543,598,1144,2194,2337,4529,1456,1593,3059
507011154,4625,4973,9600,1916,1277,3195,666,1336,1999,156,172,334,200,184,377,2937,2965,5899,1303,1666,2970,6.7,6.1,6.4,63.5,59.6,61.5,59.2,56,57.5,191,288,476,81,186,268,572,1000,1572,347,494,843,1100,527,1624,62,66,135,73,108,180,1236,708,1937,4225,4490,8715,757,902,1661,2688,2852,5536,2038,2313,4346
507011155,4,4,10,4,3,4,0,0,0,0,0,0,0,0,0,0,3,6,0,0,4,33.3,0,20,60,50,55.6,40,50,44.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,4,0,3,6
507011158,1587,1690,3275,836,547,1387,201,443,649,51,50,96,38,41,73,1128,1084,2207,386,538,930,3.1,3.6,3.4,70.8,64.1,67.4,68.6,61.8,65.1,139,133,271,27,55,91,320,401,723,181,188,371,362,167,528,5,25,26,36,47,84,401,235,641,1341,1412,2761,388,402,791,617,644,1255,1036,1106,2142
507011159,4887,4910,9799,2439,1343,3783,650,1368,2012,160,182,352,206,165,370,3461,3059,6516,1164,1629,2791,6,5.4,5.7,70.8,62.2,66.5,66.6,58.9,62.7,220,228,445,73,139,209,646,884,1534,379,494,881,1223,590,1812,85,103,185,74,105,178,1385,794,2174,4681,4704,9384,800,808,1606,3265,3251,6514,1924,1970,3900
507011160,4584,4941,9535,2123,1241,3364,571,1269,1842,151,165,322,158,142,300,3001,2817,5825,1316,1926,3237,5.2,4.9,5.1,65.5,57,61.1,62.1,54.2,58,108,154,265,55,124,180,478,759,1241,340,509,850,1334,669,2006,59,90,145,64,106,172,1456,866,2324,4374,4681,9046,766,841,1608,2780,2936,5716,2063,2291,4351
507011161,6407,6771,13181,3918,2304,6219,817,2117,2937,261,305,571,212,236,446,5207,4956,10169,908,1583,2494,4.1,4.8,4.4,81.3,73.2,77.1,78,69.8,73.8,411,443,857,114,237,347,1068,1521,2592,591,814,1410,1572,938,2513,99,139,238,83,142,227,1758,1216,2968,6922,7152,14075,1236,1295,2536,4116,4254,8371,3439,3628,7061
507011163,2971,3078,6047,1625,825,2449,342,942,1286,108,118,227,113,103,215,2188,1982,4175,634,969,1595,5.2,5.1,5.2,73.7,64.5,69,69.9,61.2,65.5,77,100,177,27,76,107,300,508,812,231,301,531,920,467,1386,45,63,105,44,62,103,1008,587,1599,3134,3233,6369,419,419,839,2306,2297,4599,1002,1136,2138
507011259,3861,4041,7895,2274,1263,3539,462,1300,1760,152,182,335,118,114,234,3009,2860,5870,669,1031,1696,3.9,4,3.9,78,70.8,74.3,74.9,68,71.4,132,153,285,42,112,154,486,760,1242,337,432,771,1176,607,1784,56,90,145,52,90,136,1286,781,2068,3988,4069,8057,746,779,1518,2492,2541,5029,1875,2010,3887
507011260,1060,1017,2078,517,286,800,168,335,501,34,33,66,37,18,52,750,674,1428,269,326,597,4.8,3,3.9,70.6,66.1,68.4,67.2,64.2,65.7,66,42,104,21,47,67,171,196,366,118,124,246,255,120,380,14,19,33,15,22,41,284,167,455,1027,993,2023,166,170,344,749,753,1499,409,378,785
507021164,3046,3394,6439,1396,880,2282,485,1059,1548,78,113,190,98,73,173,2057,2131,4188,845,1123,1968,4.8,3.6,4.2,67.5,62.9,65.1,64.3,60.6,62.4,321,318,639,114,217,332,817,1007,1814,274,323,598,401,203,607,36,34,69,45,78,123,479,319,795,3026,3293,6308,488,603,1092,2045,2223,4263,1280,1509,2786
507021165,7126,7539,14666,3057,2131,5187,1155,2157,3316,231,284,516,261,182,442,4702,4755,9461,1833,2357,4186,5.5,3.8,4.7,66,63.1,64.5,62.3,60.7,61.5,835,895,1729,207,385,594,1672,2193,3868,676,702,1380,1007,506,1513,66,81,153,91,130,224,1170,721,1887,5901,6300,12197,1479,1676,3157,3428,3626,7057,3649,4038,7687
507021166,6122,6702,12827,2624,1599,4229,969,1974,2947,233,268,502,214,178,390,4042,4017,8061,1699,2301,3993,5.3,4.4,4.8,66,60,62.8,62.5,57.3,59.8,528,592,1123,160,376,532,1183,1716,2903,561,662,1223,1159,528,1685,68,80,151,83,129,218,1312,737,2051,6031,6410,12443,915,1024,1943,3933,4222,8158,2577,2869,5442
507021167,4,3,5,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,75,100,85.7,75,100,85.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,3,5
507031169,6419,6701,13124,3777,2085,5864,851,1985,2835,258,284,538,234,271,500,5117,4629,9743,947,1823,2772,4.6,5.8,5.1,79.7,69,74.2,76,65,70.4,295,350,640,70,192,265,903,1327,2230,583,750,1333,1693,1089,2777,128,166,293,83,162,240,1904,1415,3317,7103,7267,14373,1238,1303,2542,4080,3968,8045,3511,3866,7378
507031170,2963,3022,5987,1153,617,1773,336,671,1003,110,89,205,221,159,377,1817,1541,3364,931,1299,2231,12,10.4,11.3,61.4,51.1,56.2,54,45.7,49.8,42,70,111,9,47,62,165,269,433,172,254,428,779,498,1270,68,80,145,31,73,106,878,650,1521,2958,2959,5917,443,464,913,2047,1973,4023,1177,1282,2456
507031172,39,42,79,14,9,21,0,6,12,4,0,8,0,4,4,21,18,43,11,14,29,0,10,4.9,55.3,52.6,53.9,55.3,47.4,51.3,0,0,0,0,0,0,0,5,6,0,4,8,7,4,11,0,0,0,0,0,0,5,5,12,28,32,58,3,3,10,22,20,50,6,17,26
507031173,15,10,24,6,0,9,0,0,0,0,0,0,0,0,0,6,0,15,3,3,12,11.1,0,8.3,56.3,37.5,50,50,37.5,45.8,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,9,0,7,14,9,20,6,0,3,11,3,9,9,8,8
507031174,4505,4536,9046,1848,971,2812,517,1045,1567,195,164,357,276,240,518,2831,2419,5254,1319,1832,3150,9.7,9.9,9.8,62.8,53.3,58,56.8,48,52.4,53,76,128,27,65,96,235,386,616,260,366,627,1187,709,1899,101,149,253,62,111,177,1355,969,2330,4554,4564,9123,635,611,1248,3114,3034,6148,1756,1866,3625
507031261,4149,3054,7201,1775,987,2761,373,969,1344,115,152,266,86,105,194,2351,2210,4563,1661,752,2412,3.7,4.7,4.2,56.7,72.4,63.4,54.6,69,60.7,120,139,259,29,94,122,429,650,1082,256,372,634,992,487,1481,52,77,125,39,65,102,1084,627,1710,3075,3176,6246,569,643,1212,1705,1644,3350,1597,1826,3424
507041175,4570,5098,9670,2138,1281,3424,740,1455,2199,125,142,267,142,117,258,3145,3000,6144,1263,1937,3208,4.5,3.9,4.2,68.8,58.8,63.5,65.7,56.5,60.9,629,499,1130,136,250,381,1417,1646,3066,399,548,945,497,269,765,35,55,88,43,102,140,571,422,995,4487,4905,9393,910,992,1902,2798,3094,5891,2350,2591,4943
507041176,1535,1591,3128,721,370,1089,234,488,721,35,33,65,50,41,87,1037,928,1963,449,620,1067,4.5,4.4,4.5,67.5,58.3,62.9,64.5,55.8,60,192,144,332,37,69,106,426,452,879,147,181,324,229,109,335,11,10,20,17,40,66,260,160,423,1572,1636,3207,225,258,485,1079,1107,2188,643,708,1349
507041177,5627,6640,12271,2708,1741,4443,825,2007,2831,197,256,453,170,153,326,3903,4156,8062,1442,2194,3636,4.4,3.6,4,69.3,62.6,65.7,66.2,60.3,63,422,465,883,164,356,527,1254,1779,3031,544,735,1281,1163,551,1714,58,87,148,80,144,223,1299,785,2086,5589,6351,11939,942,1095,2032,3682,4154,7841,2497,2939,5432
507041178,6052,6713,12771,2846,1675,4522,983,1899,2878,160,196,357,217,197,408,4209,3963,8169,1632,2581,4210,5.1,4.9,5,69.5,59,64,65.9,56.1,60.8,723,645,1371,217,311,528,1684,1875,3562,583,705,1289,800,437,1238,44,74,116,67,150,219,913,660,1577,6156,6600,12760,1054,1117,2166,3863,4246,8109,3025,3178,6204
507041179,3108,3428,6537,1292,754,2041,439,854,1293,78,66,138,98,94,187,1899,1765,3670,1070,1540,2605,5.2,5.2,5.2,61.2,51.4,56.1,58,48.7,53.2,405,308,714,90,140,228,791,916,1712,295,360,651,403,209,612,24,33,60,32,69,107,462,316,776,3263,3527,6793,468,464,934,2269,2515,4786,1299,1354,2648
507041180,4378,4550,8923,2120,1228,3352,694,1419,2114,135,138,270,123,118,248,3079,2905,5981,1192,1581,2768,4.1,4.1,4.1,70.3,63.8,67,67.4,61.2,64.3,396,301,696,122,214,337,973,1152,2117,433,538,967,853,355,1207,42,72,111,66,115,182,957,544,1499,4750,4882,9629,449,488,942,3501,3651,7153,1473,1488,2963
507041181,6602,7495,14101,3270,1918,5189,1037,2316,3359,171,212,387,173,172,342,4653,4626,9285,1709,2661,4374,3.7,3.7,3.7,70.5,61.7,65.8,67.9,59.4,63.4,529,533,1061,211,354,562,1548,1975,3522,635,790,1428,1227,620,1851,74,83,157,112,207,320,1410,911,2321,6845,7636,14485,1025,1227,2250,4581,5056,9635,2925,3412,6331
507041182,5191,5730,10918,2120,1250,3367,866,1580,2448,160,188,349,178,166,345,3320,3189,6513,1607,2297,3907,5.3,5.3,5.3,64,55.7,59.6,60.6,52.7,56.5,424,356,783,126,209,331,1101,1230,2336,490,580,1072,944,439,1382,70,102,169,77,137,219,1089,678,1768,4810,5173,9983,849,957,1805,3313,3562,6872,2099,2337,4439
507041183,2001,2414,4413,917,599,1516,295,635,931,67,94,167,72,70,138,1347,1401,2753,478,818,1294,5.3,5.1,5.2,67.4,58.1,62.3,63.9,55.2,59.1,98,135,234,44,99,141,341,512,853,179,235,405,418,237,652,21,59,80,18,44,67,457,343,799,1981,2295,4275,350,400,750,1232,1417,2658,932,1106,2043
507041184,2482,2549,5029,1108,582,1689,409,776,1180,46,69,117,79,71,148,1642,1502,3140,775,1005,1779,4.7,4.7,4.7,66.1,58.8,62.4,63,56,59.5,278,222,501,82,103,185,725,753,1477,241,276,522,295,137,428,30,22,49,26,48,78,348,209,557,2603,2645,5249,305,310,619,1920,1974,3893,881,885,1769
507051186,3471,3539,7008,1320,627,1953,375,765,1143,125,122,251,211,163,379,2036,1680,3718,1169,1599,2767,10.4,9.8,10.1,58.6,47.6,53,52.5,42.9,47.7,25,39,67,15,49,66,121,231,347,214,312,530,1060,612,1671,71,79,150,47,70,126,1183,762,1947,3405,3514,6916,463,483,946,2445,2432,4875,1245,1350,2598
507051187,5116,5392,10504,2484,1269,3745,552,1502,2056,256,215,475,250,228,480,3538,3219,6755,1209,1912,3121,7.1,7.2,7.2,69.2,59.8,64.4,64.3,55.5,59.7,72,79,150,43,95,133,249,510,752,430,560,990,1624,1006,2633,100,156,255,75,139,216,1798,1305,3104,5376,5596,10975,807,848,1656,3755,3897,7653,2008,2220,4232
507051188,7208,7227,14428,2720,1504,4222,638,1489,2122,287,239,526,336,254,590,3975,3485,7459,2335,3183,5517,8.4,7.3,7.9,55.1,48.2,51.7,50.5,44.7,47.6,125,141,267,65,130,194,417,663,1079,531,689,1224,2066,1066,3132,98,161,254,94,171,262,2258,1397,3654,5878,6142,12023,1343,1360,2702,3743,3921,7663,3182,3290,6475
507051189,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0
507051190,4917,5134,10051,1916,1059,2976,528,1239,1762,220,178,400,212,164,377,2876,2641,5516,1683,2175,3858,7.4,6.3,6.9,58.4,51.5,54.9,54.1,48.2,51.1,114,130,245,48,133,178,400,665,1067,435,572,1009,1578,730,2314,82,122,207,93,127,219,1758,989,2743,4790,4890,9684,764,814,1578,3271,3315,6590,1992,2150,4133
507051191,8190,8429,16615,4552,2407,6955,1026,2823,3849,420,349,768,295,306,600,6293,5878,12172,1410,2273,3681,4.7,5.2,4.9,76.9,69.7,73.3,73.3,66.1,69.7,162,180,345,89,227,316,610,1254,1866,789,1027,1816,2786,1686,4472,153,209,358,111,210,323,3049,2111,5156,8896,8983,17877,1489,1651,3135,5605,5558,11160,4051,4475,8523
507051192,4905,5078,9984,2247,1126,3369,534,1343,1880,208,173,380,245,199,442,3233,2837,6078,1316,1959,3281,7.5,7,7.3,65.9,55.9,60.8,61,52,56.4,70,83,149,53,103,150,286,542,831,408,522,930,1567,863,2423,96,125,220,81,126,204,1740,1111,2855,5079,5277,10354,629,674,1301,3640,3719,7354,1754,1907,3665
507051193,4158,4378,8542,1874,970,2844,443,1070,1513,161,166,328,211,205,417,2690,2411,5099,1197,1787,2988,7.8,8.4,8.1,64.7,55,59.7,59.6,50.4,54.9,53,74,132,38,72,107,201,427,635,267,427,697,1387,792,2181,74,115,196,50,116,164,1513,1022,2535,4291,4499,8789,637,658,1289,3017,3110,6124,1601,1783,3382
507051312,4109,4489,8601,2335,1289,3624,393,1223,1608,212,211,419,137,178,317,3073,2899,5973,725,1353,2084,4.6,6,5.3,74.9,64.5,69.5,71.4,60.7,65.8,76,83,159,30,101,136,322,599,921,338,514,850,1330,874,2202,68,118,181,56,90,150,1454,1077,2532,4283,4540,8823,919,992,1910,2247,2348,4594,2434,2733,5168
507051313,9108,9866,18971,5201,2876,8078,991,2942,3936,410,399,807,307,369,679,6904,6590,13500,1619,2898,4513,4.4,5.6,5,75.8,66.8,71.2,72.5,63.1,67.6,206,236,441,87,237,326,703,1332,2040,843,1231,2071,2896,1853,4745,158,266,422,128,236,368,3178,2354,5532,10045,10666,20711,1761,2040,3803,6298,6597,12893,4531,5223,9752
507051314,756,783,1542,416,196,612,77,262,336,46,41,83,22,30,49,555,525,1085,149,225,371,3.6,5.7,4.6,73.7,67.3,70.5,71.1,63.5,67.2,14,14,33,9,20,27,38,72,116,70,99,168,258,176,434,7,16,20,16,21,37,285,210,488,787,836,1628,148,182,327,482,486,969,367,446,816
509011225,5774,6855,12628,2141,1387,3531,852,1694,2546,207,220,430,159,110,273,3361,3413,6781,2073,3070,5137,4.8,3.2,4,58.3,49.9,53.7,55.4,48.2,51.5,183,225,407,100,211,308,603,1069,1673,465,718,1184,1436,917,2354,113,166,282,77,152,235,1629,1234,2868,5293,6156,11445,1110,1293,2412,3318,3869,7180,2785,3285,6065
509011226,1590,1421,3007,668,331,994,226,460,683,90,78,165,42,28,69,1022,902,1924,406,428,835,4.1,3.4,3.8,64.4,63.4,63.9,61.7,61.2,61.5,39,53,92,15,44,63,155,257,409,128,178,306,397,202,596,16,44,59,25,32,54,437,277,713,1524,1393,2912,243,233,475,1086,947,2028,605,603,1203
509011227,2036,2199,4240,849,463,1318,275,664,946,77,77,150,44,43,85,1248,1252,2500,674,859,1534,3.4,3.5,3.5,61.3,56.8,58.9,59.1,54.8,56.9,40,53,94,23,69,94,152,297,449,155,264,418,612,356,965,43,73,111,31,56,89,683,487,1168,2053,2218,4267,319,334,656,1395,1455,2858,862,977,1839
509011228,2529,2695,5225,752,437,1195,444,731,1182,110,113,216,58,39,103,1370,1323,2693,920,1133,2050,4.3,3.2,3.8,54.1,49.1,51.5,51.8,47.6,49.6,117,128,243,51,110,165,328,488,818,205,357,556,635,296,929,29,52,83,36,61,100,704,407,1107,2313,2451,4760,438,460,894,1544,1573,3118,1090,1203,2302
509011229,1204,1024,2232,681,285,966,116,281,400,40,47,83,18,25,38,857,636,1491,244,298,542,2.2,3.5,2.7,71.1,62,66.9,69.5,59.9,65.1,6,13,23,11,22,26,81,164,241,53,82,139,269,128,398,16,14,30,14,19,35,301,164,463,1156,995,2153,211,174,387,797,658,1454,460,430,887
509011230,1862,1765,3631,833,420,1253,212,411,632,74,68,143,57,46,106,1183,946,2135,486,647,1132,5,4.9,4.9,63.6,53.7,58.8,60.4,51.1,55.9,17,21,33,10,31,44,85,167,248,74,117,191,386,206,595,45,52,94,27,37,64,454,298,749,1747,1659,3403,283,282,565,1251,1141,2397,653,678,1328
509011231,1666,1566,3233,827,370,1196,174,423,600,86,77,162,30,25,58,1120,892,2015,394,506,897,2.6,2.9,2.7,67.2,57.2,62.4,65.5,55.5,60.7,14,17,26,9,25,31,111,246,356,94,136,231,321,181,503,26,37,69,30,21,49,374,242,613,1654,1541,3201,200,211,409,1232,1138,2371,509,526,1036
509011232,1774,1381,3153,542,280,817,223,426,648,84,52,137,37,25,54,883,778,1659,811,552,1360,4,2.7,3.4,49.8,56.3,52.6,47.8,54.7,50.8,42,51,93,26,58,84,143,216,363,125,182,305,449,175,630,16,25,46,32,47,78,503,254,756,1436,1368,2808,181,180,364,1064,1015,2084,488,481,973
509011233,4385,4556,8943,1899,1017,2917,610,1351,1964,177,170,351,131,93,228,2820,2630,5454,1309,1682,2991,4.6,3.5,4.1,64.3,57.8,61,61.3,55.8,58.5,36,44,83,33,72,102,202,463,665,268,492,758,1371,803,2170,104,131,235,48,115,165,1522,1051,2570,4498,4582,9084,740,748,1488,2998,3007,6007,1916,2054,3976
509011234,2287,2199,4488,859,424,1285,275,533,809,116,102,213,42,48,94,1295,1107,2398,761,856,1621,3.4,4.2,3.8,56.4,50.3,53.4,54.5,48.2,51.4,35,35,73,14,43,54,152,259,414,133,232,371,518,319,832,39,64,104,37,47,83,592,432,1025,2118,2034,4156,255,279,541,1490,1427,2922,785,793,1579
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,2441,2376,4820,1170,613,1786,239,639,872,139,97,236,54,52,107,1602,1399,3000,621,807,1432,3.6,3.6,3.6,65.6,58.8,62.2,63.3,56.6,60,27,43,67,15,47,58,134,260,394,178,275,456,792,371,1162,31,57,88,34,66,97,846,494,1343,2342,2314,4652,366,367,736,1727,1686,3414,856,883,1739
509021237,1617,1536,3152,675,255,932,130,351,477,46,60,105,50,20,74,897,686,1584,480,625,1112,5.6,3.4,4.6,55.6,44.6,50.2,52.5,43.1,47.9,11,14,28,9,26,28,58,163,221,71,84,150,346,177,522,21,30,48,13,34,48,380,241,618,1434,1382,2810,177,171,350,1062,1017,2082,463,457,918
509021238,1651,1463,3119,804,331,1133,150,400,549,59,63,122,30,33,66,1047,824,1871,438,510,955,3,4.1,3.5,63.3,56.3,60,61.4,54,57.9,5,12,23,6,23,33,74,155,229,56,127,183,367,197,561,23,46,68,19,19,36,407,259,667,1594,1447,3042,191,186,379,1207,1081,2290,489,473,968
509021239,4032,3635,7668,1500,834,2335,457,871,1325,237,159,394,103,55,155,2294,1918,4217,1309,1429,2741,4.3,3,3.7,56.9,52.8,55,54.4,51.3,52.9,43,53,97,17,67,84,199,410,600,247,347,594,1157,407,1562,36,71,106,62,85,150,1256,561,1819,3471,3154,6628,693,696,1383,2478,2207,4680,1502,1471,2972
509021240,2066,1902,3975,948,449,1398,191,463,654,59,83,139,58,37,93,1252,1024,2282,510,629,1137,4.5,3.5,4,60.6,53.9,57.4,57.9,52,55.1,28,22,52,9,40,50,97,211,308,69,140,207,465,203,660,30,52,82,23,40,63,514,291,803,1852,1767,3622,283,274,560,1354,1241,2596,681,678,1358
509021241,1873,1726,3602,963,453,1415,179,453,626,60,55,115,50,29,78,1249,991,2242,371,515,886,3.7,3,3.4,66.6,57.3,62.2,64.2,55.6,60,19,27,42,6,25,35,96,226,324,68,122,191,391,187,573,15,41,56,18,26,49,425,252,681,1763,1650,3419,197,220,415,1298,1144,2444,569,626,1198
509021242,1477,1107,2583,732,312,1033,108,211,321,63,59,120,23,27,49,926,601,1530,293,363,652,2.8,4,3.3,62.8,54.5,59.2,61,52.3,57.3,12,7,16,10,21,27,64,112,171,56,87,144,302,129,431,16,20,40,17,20,33,336,173,508,1203,976,2182,190,149,340,870,674,1546,450,387,834
509021243,4685,4609,9299,1734,1064,2791,436,1054,1491,154,137,297,161,129,288,2490,2383,4867,1718,1803,3519,6.4,5.4,5.9,53.1,51.7,52.4,49.7,48.9,49.3,61,81,142,39,79,121,207,393,600,198,380,578,1139,591,1731,66,144,209,74,84,155,1278,816,2103,4105,4308,8415,677,704,1387,2890,2989,5883,1628,1780,3404
509021244,2044,1931,3977,713,409,1118,206,423,630,93,67,154,69,43,120,1081,940,2022,698,791,1495,6.6,4.7,5.7,53,48.6,50.9,49.5,46.3,47.9,39,51,84,18,52,76,109,185,293,133,236,363,592,251,845,19,40,62,24,46,72,636,342,979,1777,1704,3478,271,275,548,1319,1258,2578,668,640,1310
509021245,2251,2205,4457,725,405,1128,242,493,731,103,96,202,71,63,130,1145,1046,2191,859,956,1814,6.3,5.7,6,50.7,47.6,49.2,47.5,44.9,46.2,32,49,78,12,59,75,144,247,392,142,234,381,524,250,776,31,35,64,39,47,91,592,334,926,2009,2025,4039,275,286,559,1503,1478,2980,705,760,1464
509031246,1511,1422,2937,675,301,976,130,329,459,61,50,113,47,31,75,921,706,1626,458,584,1039,5.4,3.9,4.8,60.9,49.8,55.5,57.6,47.8,52.8,9,17,23,9,29,35,59,149,212,67,143,205,331,177,511,24,32,57,20,37,60,374,247,627,1402,1335,2733,207,201,407,1063,960,2019,466,495,964
509031247,1828,1581,3409,1034,447,1478,159,436,594,79,83,162,38,19,57,1303,989,2294,295,414,707,2.7,2.1,2.4,71.4,62.4,67.2,69.5,61,65.6,4,8,18,3,29,30,92,255,347,70,148,221,367,168,535,21,25,47,26,36,57,411,235,638,1729,1532,3262,224,212,435,1311,1138,2445,519,485,1005
509031248,961,923,1885,418,222,641,95,198,296,68,60,125,22,22,46,603,502,1102,260,343,602,3.7,4.2,3.9,62.6,54.3,58.5,60.3,52,56.2,22,15,33,7,18,21,54,109,164,43,81,127,280,125,404,13,32,44,21,18,35,305,176,482,901,845,1743,180,192,371,612,576,1185,404,405,808
509031249,1782,1844,3627,721,449,1163,208,419,630,60,64,128,64,52,111,1052,982,2032,530,661,1194,6,5.2,5.6,59,53.2,56.1,55.5,50.4,52.9,23,22,42,18,39,54,137,225,357,90,165,260,423,240,658,25,45,69,15,29,47,460,313,768,1544,1656,3199,330,332,660,1092,1138,2230,701,749,1452
509031250,2042,1957,4001,927,431,1362,199,530,733,91,89,181,33,27,65,1254,1083,2332,573,661,1235,2.8,2.7,2.7,61.4,55.2,58.4,59.7,53.8,56.8,16,28,44,11,41,53,111,252,364,110,157,262,452,238,688,27,38,68,21,33,57,491,315,814,1986,1816,3805,215,247,456,1533,1384,2919,572,585,1157
510011262,5349,5887,11236,2581,2239,4817,559,1267,1831,246,282,529,168,130,299,3557,3921,7478,956,1120,2074,4.8,3.3,4,66.5,66.6,66.5,63.3,64.4,63.9,135,292,432,82,238,325,566,1120,1683,398,601,1000,1373,640,2010,74,140,211,81,98,181,1522,881,2406,4631,4831,9454,1248,1583,2828,2564,2608,5170,2879,3390,6273
510011263,2726,2710,5441,724,669,1387,189,245,431,82,88,175,71,53,123,1063,1061,2120,1226,1190,2413,6.5,5.2,5.8,38.9,39.1,39,36.4,37.1,36.7,34,65,94,25,43,69,102,257,352,84,118,202,434,209,642,32,79,108,28,53,79,498,337,834,2337,2353,4691,462,481,943,1623,1561,3185,928,1048,1970
