SA2_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
501011001,29,39,132,264,252,193,79,18,0,1012,42,16,35,63,71,109,60,18,4,419,0,5,15,31,20,24,7,0,0,109,0,0,9,4,3,8,5,3,0,33,73,63,192,363,354,335,152,40,10,1568,0,5,0,13,11,7,0,0,0,38,4,3,0,5,3,3,0,4,0,21,7,7,0,18,10,9,0,4,0,55,75,66,198,378,361,341,154,38,10,1621,39,4,12,25,46,105,299,171,58,766,6,9,31,59,58,39,30,17,9,246,122,76,236,461,471,483,487,232,66,2637,13,21,78,112,124,107,29,0,0,477,69,22,110,249,181,184,72,9,0,894,3,0,17,21,11,41,5,0,0,107,0,0,5,9,7,0,0,5,0,34,79,41,209,393,329,333,109,16,0,1508,0,0,3,0,4,6,0,0,0,9,0,0,0,0,4,4,6,0,0,25,0,0,3,3,9,6,6,0,0,36
501011003,55,84,306,510,521,350,96,11,4,1942,129,43,78,94,135,161,137,28,4,794,16,6,23,49,52,53,19,3,0,220,10,0,5,18,17,6,6,6,0,64,210,136,410,671,721,571,254,43,0,3019,0,0,14,0,12,3,0,0,0,35,5,4,0,0,3,3,3,0,0,20,5,4,13,4,18,7,5,0,0,60,217,140,420,679,742,574,261,43,0,3080,99,14,24,33,50,157,503,287,58,1236,16,17,57,70,81,64,48,35,9,398,339,172,504,781,868,801,817,369,75,4717,24,38,197,227,292,158,28,0,0,967,130,61,198,440,370,313,123,18,0,1657,19,7,39,54,27,46,13,3,0,211,5,3,6,16,8,7,3,0,0,50,182,109,436,743,710,524,165,17,0,2887,0,0,6,4,3,4,0,0,0,14,12,0,8,10,5,8,3,0,0,46,11,0,5,14,5,13,3,0,0,59
501011004,33,77,334,479,465,243,64,0,0,1695,108,53,117,111,131,141,89,11,0,742,11,11,33,36,42,33,14,5,0,190,9,0,19,8,10,5,0,0,0,56,161,139,497,641,649,413,168,16,0,2675,8,8,6,11,8,5,0,0,0,51,10,4,0,0,3,5,0,0,0,31,15,9,9,14,15,15,0,0,0,77,175,151,513,652,671,430,168,16,0,2755,115,20,41,41,58,114,287,124,46,850,29,12,66,71,103,37,42,7,4,373,314,183,615,763,830,579,498,151,52,3977,13,33,185,248,248,138,23,0,0,896,114,56,216,405,331,225,73,12,0,1421,12,6,41,49,33,39,11,0,0,193,3,0,8,14,3,3,0,0,0,36,147,99,444,718,617,402,105,15,0,2542,3,4,6,3,0,3,0,0,0,26,6,8,10,11,5,10,0,0,0,47,5,7,16,16,11,14,0,0,0,74
501011293,41,107,266,323,410,290,62,6,0,1500,93,47,64,60,61,100,75,12,0,510,7,11,25,20,17,22,9,0,0,116,0,9,17,5,11,0,0,0,0,40,147,169,362,410,507,412,150,17,0,2171,5,7,23,7,9,6,0,0,0,57,15,4,5,5,5,3,0,0,0,41,23,9,30,18,10,13,0,0,0,102,162,180,391,424,515,422,152,17,0,2267,85,22,35,30,65,130,474,313,66,1214,12,12,54,37,44,44,32,27,6,264,257,211,478,488,623,598,657,359,73,3753,23,62,163,158,251,164,24,4,0,846,125,64,130,230,284,237,75,6,0,1147,10,7,23,21,17,19,6,0,0,107,3,6,6,5,0,4,0,4,0,28,155,133,319,419,554,427,111,8,0,2129,0,5,3,6,5,3,0,0,0,25,9,3,10,8,6,11,0,0,0,54,14,8,16,13,13,14,0,0,0,80
501011294,99,195,551,738,740,525,109,4,0,2955,242,71,111,127,138,204,125,20,0,1045,18,12,44,51,60,61,18,6,0,273,8,7,14,17,3,10,0,0,3,58,370,281,709,934,937,803,263,30,3,4327,9,13,17,16,14,12,0,0,0,89,22,9,7,8,6,6,6,0,0,56,31,22,26,22,22,18,5,0,0,146,395,304,741,957,958,819,264,30,3,4475,175,39,58,88,111,237,875,649,227,2462,12,12,69,87,78,55,51,44,24,434,589,356,861,1123,1149,1111,1192,724,250,7368,62,132,262,367,492,284,40,4,0,1644,275,126,349,562,533,435,140,16,0,2427,21,11,51,40,52,66,23,0,0,264,7,3,7,10,11,10,0,0,0,45,360,272,673,980,1079,795,204,23,0,4379,3,4,11,13,14,8,0,0,0,48,28,4,9,18,20,20,5,0,0,100,32,10,22,30,27,24,3,0,0,150
501021005,115,251,751,955,876,640,95,3,0,3690,191,71,90,109,75,106,92,6,0,748,17,17,45,44,47,61,17,0,0,241,4,8,17,20,12,3,3,0,0,65,327,341,903,1123,1014,815,209,10,7,4747,17,25,29,21,22,16,0,0,0,142,29,4,8,3,3,6,3,0,0,65,49,28,36,25,29,24,4,0,0,204,379,372,939,1151,1050,839,211,10,7,4956,236,37,54,70,74,228,684,401,72,1856,19,31,70,73,76,87,39,10,7,420,637,442,1063,1301,1196,1151,934,428,87,7231,63,134,333,421,508,288,16,0,0,1779,283,135,371,591,449,341,105,10,0,2284,11,17,86,47,38,52,7,0,0,257,7,5,9,15,8,9,6,0,0,61,367,296,798,1074,1002,691,141,12,0,4376,13,10,8,16,16,15,0,0,0,82,45,12,22,23,13,16,3,0,0,133,56,18,28,34,29,30,7,0,0,213
501021007,26,65,158,207,257,206,52,3,0,973,43,12,19,24,34,59,39,10,0,243,6,6,8,10,14,27,7,0,0,87,0,8,3,5,6,9,0,4,0,34,78,89,194,248,312,301,105,14,0,1341,0,0,5,0,3,6,0,0,0,25,3,0,0,0,0,0,0,0,0,8,4,3,5,4,3,9,0,0,0,33,80,92,196,257,311,310,105,14,0,1375,63,9,3,19,27,77,234,133,19,584,15,9,14,20,42,32,26,15,7,176,158,116,210,296,383,423,360,163,24,2128,17,35,71,91,138,117,17,3,0,483,70,34,76,149,169,138,38,5,0,677,4,3,13,19,16,26,5,0,0,86,3,0,4,6,8,6,0,0,0,35,95,77,166,258,324,286,63,7,0,1274,3,4,0,8,3,7,0,0,0,26,9,3,6,8,3,4,0,0,0,25,11,7,3,15,9,10,0,0,0,49
501021008,28,90,212,209,192,196,31,0,0,968,44,34,65,33,34,47,20,4,0,285,5,7,10,6,15,16,6,0,0,65,3,3,11,6,7,0,0,0,0,33,80,130,297,256,251,266,66,8,0,1349,11,17,21,11,12,8,5,0,0,80,10,6,11,5,9,5,0,0,0,32,15,21,32,16,16,10,7,0,0,118,97,156,333,269,268,276,68,8,0,1467,71,58,209,231,146,142,244,151,58,1305,20,15,38,34,24,24,15,6,4,184,177,229,584,528,442,443,325,171,61,2961,17,68,131,102,125,94,9,0,0,558,70,61,115,137,135,127,37,5,0,682,3,9,25,19,15,15,8,0,0,97,0,6,3,3,5,5,0,0,0,20,91,146,272,264,281,243,55,3,0,1363,0,5,4,3,8,5,0,0,0,29,16,4,15,10,10,3,0,0,0,55,14,13,14,16,18,10,0,0,0,81
501021009,48,107,239,298,310,267,47,6,0,1337,55,31,58,36,33,59,31,12,0,312,9,8,13,25,22,29,3,5,0,118,0,9,16,4,5,3,3,0,5,51,113,159,325,363,376,360,87,16,4,1811,10,13,41,26,12,18,4,0,0,123,9,10,0,5,8,5,3,0,0,35,15,19,40,30,20,23,10,0,0,157,127,180,367,389,397,382,99,16,4,1969,124,26,32,49,81,231,517,232,47,1338,35,13,43,50,41,41,45,33,21,323,289,219,440,489,523,652,656,285,77,3630,22,61,107,118,180,95,17,3,0,615,84,52,133,188,181,169,44,5,0,862,3,5,24,17,19,18,6,0,0,96,5,0,8,10,11,5,4,0,0,43,115,121,273,332,397,294,62,7,0,1608,13,3,17,4,16,13,3,0,0,73,13,5,3,9,14,13,0,0,0,59,22,10,21,16,34,22,3,0,0,134
501021010,23,46,106,123,186,133,35,6,0,668,31,4,3,13,21,26,36,11,0,154,5,0,0,10,12,27,5,3,0,57,0,0,4,3,6,3,0,0,0,23,63,51,116,154,227,193,75,19,0,899,3,4,0,3,4,4,0,0,0,16,0,0,0,0,0,4,0,0,0,4,3,4,4,4,4,10,0,0,0,28,63,53,122,161,230,200,73,19,0,925,33,0,6,3,10,54,151,58,22,343,0,3,9,11,26,18,18,11,4,104,98,63,133,178,268,263,244,90,28,1371,9,23,44,58,75,78,13,0,0,298,36,23,40,104,104,71,33,0,0,417,4,4,4,9,13,11,0,0,0,45,0,0,0,4,0,0,0,5,0,8,53,48,92,168,189,162,46,9,0,768,0,0,0,0,3,0,0,0,0,11,8,0,0,0,0,3,0,0,0,19,10,3,0,0,7,10,0,0,0,29
