SA2_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
501011001,931,20,0,30,0,981,761,3,0,0,0,767,154,3,0,0,0,164,3,16,4,0,0,21,0,7,0,0,0,10,227,4,3,9,0,250,37,0,0,9,0,46,4,0,0,0,0,8,428,31,10,19,9,494,78,15,6,10,0,102,46,0,0,6,4,56,2237,70,13,58,18,2399
501011003,1440,69,7,45,0,1554,1426,100,5,8,4,1540,305,41,3,6,0,348,16,13,0,0,0,23,0,0,0,0,0,4,275,21,4,3,0,309,48,0,0,13,0,68,0,0,0,0,0,4,643,78,7,24,0,759,103,7,9,7,0,125,61,4,0,0,4,71,3674,257,26,81,12,4055
501011004,981,39,3,10,4,1029,1359,44,9,0,3,1417,341,44,3,0,5,391,51,23,0,0,0,76,5,4,0,0,0,7,349,32,3,0,0,381,22,0,0,22,0,50,3,0,0,0,0,3,770,101,11,22,8,903,40,20,0,0,6,65,51,10,0,0,3,71,3201,207,27,30,22,3487
501011293,1175,61,9,70,0,1310,1212,16,4,4,0,1234,453,60,4,0,0,514,94,66,0,0,0,168,3,24,0,0,0,25,197,19,4,0,3,223,18,0,0,11,4,33,7,0,0,0,0,5,778,171,7,9,3,970,31,0,5,7,0,41,43,8,0,4,0,57,3236,256,23,94,3,3616
501011294,2286,204,18,32,7,2539,2471,101,5,0,0,2577,696,136,0,0,4,835,154,134,0,0,0,290,18,40,0,0,0,54,435,48,0,0,3,487,63,11,3,41,0,119,3,0,0,0,0,11,1370,371,4,45,6,1796,97,149,0,14,0,264,78,34,0,5,4,115,6297,859,31,95,17,7292
501021005,1844,63,13,58,0,1972,3267,24,0,5,4,3303,648,53,6,4,5,715,60,32,9,0,0,100,9,8,0,0,0,18,314,17,8,3,0,344,25,0,0,19,0,50,7,0,0,0,0,7,1068,109,27,30,5,1236,49,45,0,5,0,100,50,8,0,3,0,61,6275,246,43,97,10,6668
501021007,700,16,0,3,0,716,853,14,0,0,0,858,121,5,0,0,0,124,18,21,0,0,0,41,5,4,0,0,0,9,121,7,0,0,0,128,16,0,0,0,0,16,0,0,0,0,0,0,283,41,0,6,0,326,31,0,0,0,0,38,35,3,0,0,0,43,1902,82,0,11,0,1990
501021008,636,44,0,0,0,676,776,42,0,0,0,828,391,103,0,0,0,493,75,139,0,0,0,211,11,54,0,0,0,58,255,28,0,0,0,279,14,23,0,0,0,39,8,4,0,0,0,10,749,348,0,0,0,1098,24,7,0,0,0,32,31,15,0,0,3,43,2217,456,0,0,4,2677
501021009,1326,25,24,8,6,1384,1203,12,10,0,0,1226,213,12,34,3,0,257,70,37,21,0,0,128,8,0,0,0,0,12,203,18,4,0,0,227,31,0,3,4,0,37,4,0,4,0,0,3,517,68,67,7,3,665,45,0,0,0,0,44,70,5,5,0,3,81,3165,108,104,17,16,3404
501021010,441,4,0,32,0,471,498,5,0,3,0,507,32,0,0,0,0,38,3,0,0,0,0,3,12,0,0,0,0,12,79,0,0,0,0,80,11,0,0,15,0,24,0,0,0,0,0,0,144,0,0,20,0,162,23,0,0,3,0,28,20,0,0,5,0,26,1125,6,0,58,0,1192
