SA2_CODE_2021,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
505011071,0,0,0,0,0,0,0,4,3,240,146,19,413,4,14,17,431,145,5,584
505011072,0,0,0,0,0,0,3,0,3,228,148,6,384,11,7,18,400,121,4,521
505011073,0,0,0,0,0,0,0,0,3,228,145,16,390,15,13,28,411,187,5,606
505011074,0,0,0,0,0,0,0,0,3,163,130,16,316,8,11,18,337,154,4,487
505011075,0,0,0,0,0,0,4,0,9,158,86,15,256,11,7,16,271,87,3,357
505011076,0,0,0,0,0,0,0,0,0,78,53,4,140,0,7,3,145,43,0,188
505011077,6,4,0,0,0,4,0,0,6,215,150,31,396,11,15,25,424,139,6,566
505011078,0,3,0,0,0,3,4,0,5,176,134,11,323,5,4,11,332,117,3,451
505011079,0,0,0,0,0,0,0,0,0,129,83,10,223,9,11,13,235,92,0,328
505011080,0,0,0,0,0,0,0,0,0,101,50,11,160,9,5,13,172,57,0,237
505011081,0,0,0,0,0,0,0,0,6,154,115,10,279,6,4,10,291,103,0,401
505011082,0,0,0,0,0,0,0,0,0,100,62,6,169,4,3,6,173,72,0,250
505011083,0,0,0,0,0,0,0,0,4,152,85,15,252,3,0,10,258,79,6,338
505021084,4,5,0,0,0,5,0,5,5,267,184,14,467,10,16,24,490,240,12,737
505021085,0,4,0,0,0,3,5,10,18,325,280,30,632,36,49,88,714,515,14,1252
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,0,0,0,0,0,0,0,6,4,301,201,19,523,17,18,29,549,256,7,812
505021089,0,4,0,0,0,4,0,4,7,228,156,17,405,8,10,16,416,170,4,593
505021090,4,9,0,0,0,3,5,10,14,293,228,32,560,28,48,76,634,395,11,1048
505021091,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0
505021092,0,3,0,0,0,3,0,5,9,239,209,24,472,12,6,22,493,179,3,675
505021093,0,0,0,0,0,0,0,0,0,131,108,18,262,9,10,18,281,162,0,446
505021094,0,0,0,0,0,0,0,4,8,82,50,4,142,0,0,0,144,63,0,210
505021095,0,5,0,0,0,5,0,5,10,194,97,15,306,13,13,26,335,156,5,491
505021096,0,0,0,0,0,0,0,0,3,208,134,3,351,10,10,17,362,150,6,521
505021097,0,0,0,0,0,0,0,7,6,208,151,11,369,11,11,21,391,186,13,582
505021301,0,0,0,0,0,0,0,0,0,111,95,11,217,8,5,14,228,169,0,398
505021302,0,0,0,0,0,5,3,0,9,190,149,6,346,13,7,21,374,203,9,587
505031098,0,0,0,0,0,0,3,5,6,162,124,22,306,22,18,37,347,296,5,649
505031099,0,10,0,0,0,7,4,3,15,436,383,48,869,52,52,99,969,474,5,1453
505031100,0,3,0,0,0,3,0,5,10,335,259,37,635,12,26,41,670,242,9,914
505031101,0,3,0,0,0,3,0,5,8,310,243,30,581,32,17,47,632,264,6,901
505031102,0,0,0,0,0,0,3,3,12,129,115,25,262,12,25,33,298,289,3,594
505031104,0,0,0,0,0,0,0,4,7,131,138,14,286,12,11,25,308,214,8,536
505031105,4,3,0,0,0,4,4,0,14,303,175,28,504,19,20,39,548,199,0,753
505031106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505031107,0,4,0,0,0,4,4,0,8,195,152,15,361,9,9,17,375,138,0,516
505031255,0,0,0,0,0,0,4,4,6,244,208,21,481,17,16,33,514,177,7,697
505031256,0,0,0,0,0,0,0,0,0,9,4,0,11,0,0,0,18,10,0,24
505031257,0,0,0,0,0,0,0,0,0,42,29,0,69,3,5,8,80,56,0,138
505031258,3,3,0,0,0,3,0,5,11,172,141,20,331,20,21,42,372,189,3,564
505031303,0,5,0,0,0,4,0,4,10,224,146,15,381,10,10,19,409,122,3,534
505031304,5,5,0,0,0,4,0,0,0,193,116,16,324,6,11,20,345,119,0,467
505031305,0,0,0,0,0,0,0,0,0,190,129,31,348,7,14,19,370,112,7,487
505031306,4,5,0,0,0,10,5,4,20,239,164,21,420,23,14,34,453,224,4,677
506011110,3,3,0,4,4,5,9,17,31,347,289,44,682,56,75,131,812,655,31,1488
506011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506011112,0,0,0,0,0,3,0,4,6,103,72,10,187,21,6,28,212,149,4,364
506011114,0,0,0,0,3,7,5,3,10,176,136,17,323,23,24,46,366,245,4,616
506011115,4,4,0,0,0,4,0,0,0,84,54,16,157,9,4,13,169,101,0,272
506011116,0,0,0,0,0,0,0,0,4,99,47,7,153,5,7,12,164,55,0,224
506011117,0,0,0,0,0,0,0,7,13,164,127,22,312,24,23,41,355,202,10,568
506011307,0,0,0,0,0,0,0,0,0,179,100,10,291,3,6,11,296,62,0,362
506011308,0,0,0,0,0,0,0,5,4,181,102,11,298,7,5,17,314,114,5,428
506021118,0,0,0,0,0,0,4,4,11,178,109,17,310,24,26,44,353,241,7,604
506021119,0,0,0,0,0,0,4,3,3,180,138,11,332,17,16,26,355,215,3,575
506021120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021123,0,0,0,0,0,0,5,0,6,198,105,14,314,7,8,18,335,115,3,451
506021309,0,0,0,0,0,0,4,0,11,122,84,9,214,14,15,36,247,190,5,442
506021310,0,0,0,0,0,0,0,0,7,86,61,10,161,9,3,11,178,124,8,308
506021311,0,3,0,0,0,3,0,0,7,124,76,3,202,18,16,31,229,143,0,373
506031124,0,0,0,0,0,0,0,8,12,191,129,8,332,11,19,33,370,247,12,626
506031125,0,0,0,0,0,0,0,0,3,104,79,10,195,4,4,8,202,102,0,313
506031126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031127,0,0,0,0,0,0,4,15,17,201,137,12,360,22,17,40,399,243,19,662
506031128,0,0,0,0,0,0,0,3,9,179,144,19,346,16,10,30,372,238,3,619
506031129,0,0,0,0,0,0,0,0,0,174,128,12,310,10,7,16,330,152,0,485
506031130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031131,0,0,0,0,0,0,0,0,0,261,179,15,454,7,11,24,477,179,3,662
506041132,0,0,0,3,3,6,5,10,17,259,169,34,464,28,25,61,520,401,14,925
506041133,0,5,0,0,0,5,0,6,3,280,196,28,507,8,13,23,527,196,10,726
506041134,0,3,0,0,0,3,7,10,26,307,223,36,565,50,42,88,652,487,24,1166
506041135,0,0,0,0,0,0,5,10,11,284,235,30,547,14,14,35,584,258,4,849
506041136,0,4,0,0,0,4,3,0,5,176,138,16,330,17,23,40,370,292,8,667
506041137,0,3,0,0,3,4,0,7,16,341,222,27,591,31,39,74,658,417,12,1094
506051138,4,4,0,0,0,4,0,5,11,311,213,29,555,22,30,54,609,258,11,877
506051139,0,0,0,0,0,0,4,4,9,258,160,19,443,14,14,25,470,187,0,660
506051140,0,0,0,0,0,0,5,0,7,174,121,18,314,11,6,13,331,186,0,515
506051141,0,0,0,0,0,0,0,0,0,139,112,10,261,3,7,11,271,95,0,368
506061142,0,3,0,0,0,3,7,6,9,295,211,34,545,17,22,35,584,245,4,832
506061143,0,0,0,0,0,0,3,0,5,73,55,4,136,3,4,9,147,73,0,216
506061144,0,0,0,0,0,0,4,0,4,30,37,4,77,0,0,0,78,48,0,129
506071145,0,0,0,0,0,0,0,5,7,189,116,16,314,7,14,17,335,124,5,459
506071146,0,0,0,0,0,0,0,4,4,113,86,5,208,8,11,18,224,147,8,379
506071147,0,0,0,0,0,0,5,9,8,171,125,11,310,10,7,13,324,164,7,489
507011148,3,3,0,0,0,3,0,4,11,282,223,17,524,8,14,26,550,161,8,714
507011150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,0,0,0,0,0,0,0,0,0,102,83,16,201,0,9,6,207,103,3,308
507011153,0,0,0,0,0,0,0,3,4,156,108,16,278,11,10,25,305,152,3,461
507011154,0,0,0,0,0,0,0,9,13,204,194,19,418,9,28,38,452,261,17,727
507011155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011158,0,0,0,0,0,0,0,0,0,22,11,4,35,4,0,4,37,16,0,53
507011159,0,0,0,0,0,0,6,0,3,179,131,26,333,12,13,21,354,190,0,550
507011160,0,4,0,0,0,4,8,0,6,170,141,12,319,16,13,22,347,212,5,561
507011161,0,0,0,0,0,0,0,4,3,297,217,22,541,5,22,25,562,145,8,714
507011163,0,0,0,0,0,0,0,9,9,125,80,11,217,9,12,19,240,127,9,368
507011259,0,0,0,0,0,0,0,4,5,166,103,9,287,13,12,20,309,118,4,428
507011260,0,0,0,0,0,0,0,0,0,29,24,4,52,0,0,3,57,16,0,76
507021164,0,0,0,0,0,0,0,0,0,108,71,3,185,6,3,7,192,65,0,259
507021165,0,0,0,0,0,0,3,4,6,201,161,12,377,13,7,22,391,193,5,593
507021166,0,0,0,0,0,0,4,4,7,199,172,16,391,15,21,32,423,249,11,688
507021167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031169,0,0,0,0,0,0,4,3,7,256,181,32,470,17,18,34,508,229,3,740
507031170,0,0,0,0,0,0,5,0,8,118,72,21,205,21,17,38,245,239,4,491
507031172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031174,0,0,0,0,0,3,9,8,16,194,150,19,367,28,34,55,420,344,14,777
507031261,6,0,0,0,0,6,0,0,6,116,83,14,209,3,3,12,224,58,0,279
507041175,0,0,0,0,0,0,0,6,9,150,91,8,249,13,9,17,268,119,8,394
507041176,0,0,0,0,0,0,0,0,0,41,35,0,78,0,0,9,87,38,0,121
507041177,0,0,0,0,0,0,0,0,6,241,165,24,432,11,10,21,453,140,5,601
507041178,0,0,0,0,0,0,0,0,0,187,136,15,335,9,16,23,360,161,0,522
507041179,0,0,0,0,0,0,0,0,0,92,59,10,161,0,3,3,165,92,0,256
507041180,3,3,0,0,0,3,0,0,6,133,67,13,221,4,10,10,232,108,0,343
507041181,0,0,0,0,0,0,3,0,4,241,145,16,402,8,12,21,421,182,6,605
507041182,0,3,0,0,0,3,0,5,5,146,108,9,264,0,10,9,277,135,3,412
507041183,0,0,0,0,0,0,6,3,10,72,71,8,151,5,10,20,168,142,7,310
507041184,0,0,0,0,0,0,0,0,0,56,49,5,106,5,3,3,108,63,0,171
507051186,0,0,0,0,0,0,7,4,8,133,99,19,243,19,26,38,286,262,5,553
507051187,4,4,0,0,0,4,0,12,11,204,175,26,406,21,25,39,448,243,9,700
507051188,0,0,0,0,0,0,13,5,21,219,158,28,402,27,16,46,443,306,12,763
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,0,0,0,0,0,0,0,3,4,150,123,18,287,9,7,18,301,207,6,517
507051191,5,11,0,0,0,11,3,11,21,396,289,50,738,22,19,41,774,266,14,1051
507051192,0,3,0,0,0,3,3,7,13,170,138,23,334,9,20,29,365,264,10,640
507051193,0,0,0,0,0,0,5,3,7,177,152,15,343,35,21,57,398,259,6,664
507051312,0,3,0,0,0,3,5,0,10,150,129,21,303,11,18,26,330,144,6,483
507051313,3,5,0,0,0,5,0,4,15,402,281,48,736,35,29,60,798,301,13,1105
507051314,0,0,0,0,0,0,0,0,0,31,28,3,57,0,4,5,61,18,0,86
509011225,3,3,0,0,0,3,4,0,7,179,201,19,395,12,14,25,418,239,4,669
509011226,0,0,0,0,0,0,0,0,5,32,22,0,62,0,3,3,64,30,3,93
509011227,0,0,0,0,0,0,0,0,0,63,63,7,135,3,3,5,136,85,0,223
509011228,0,0,0,0,0,0,0,0,0,49,92,4,144,0,0,3,145,63,3,214
509011229,0,0,0,0,0,0,0,0,0,19,18,0,35,0,0,0,34,13,0,52
509011230,0,0,0,0,0,0,0,5,5,28,35,3,72,5,13,13,88,80,5,171
509011231,0,0,0,0,0,0,3,6,11,25,19,0,49,0,3,4,55,49,5,111
509011232,0,0,0,0,0,0,3,0,3,27,32,0,64,0,0,0,64,25,0,87
509011233,0,0,0,0,0,0,3,6,9,131,132,22,284,11,6,17,302,188,14,506
509011234,0,0,0,0,0,0,3,0,5,35,52,0,99,4,3,8,101,71,5,174
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,0,0,0,0,0,0,4,0,5,63,32,6,105,0,0,6,109,52,5,165
509021237,0,0,0,0,0,0,0,3,3,28,17,0,43,0,0,0,44,63,0,112
509021238,0,0,0,0,0,0,0,4,6,38,31,0,66,0,5,5,73,52,4,133
509021239,0,0,0,0,0,0,5,3,8,65,55,23,140,9,3,17,153,67,10,229
509021240,0,6,0,0,0,4,5,3,6,35,33,10,78,7,9,14,92,49,4,148
509021241,0,0,0,0,0,0,0,3,7,25,27,4,67,4,6,4,71,53,5,125
509021242,0,0,0,0,0,0,0,0,5,18,13,4,38,0,0,0,40,31,0,72
509021243,0,4,0,0,0,4,4,7,16,125,125,15,266,13,17,29,300,219,4,526
509021244,0,0,0,0,0,0,0,3,5,38,30,7,75,4,5,7,82,64,10,148
509021245,0,0,0,0,0,0,0,5,5,49,38,0,91,8,9,12,108,65,0,179
509031246,0,0,0,0,0,0,0,0,0,13,21,10,46,3,0,5,53,41,6,89
509031247,0,0,0,0,0,0,0,0,4,22,17,6,52,0,0,0,55,25,0,82
509031248,0,0,0,0,0,0,0,0,0,20,8,6,33,0,0,0,40,38,0,77
509031249,0,0,0,0,0,0,0,3,7,54,47,6,110,14,3,18,134,64,4,198
509031250,0,0,0,0,0,0,3,0,4,33,29,9,65,3,4,10,72,63,8,136
510011262,0,7,0,0,0,6,10,20,37,243,117,21,381,10,12,24,404,203,25,633
510011263,0,0,0,0,0,0,13,0,10,50,36,15,98,7,0,14,111,255,5,372
510011264,0,0,0,0,0,0,11,16,27,23,27,8,67,3,15,20,83,198,22,300
510011265,5,3,0,0,0,3,6,13,21,97,48,9,153,3,4,11,159,185,20,358
510011266,0,0,0,0,0,0,6,3,10,14,18,5,37,9,11,16,53,102,7,164
510021267,0,0,0,0,0,0,0,0,5,7,5,0,9,3,5,11,22,77,0,101
510021268,0,0,0,0,0,0,0,0,0,65,12,9,86,0,0,3,87,10,0,99
510021269,0,0,0,0,0,0,0,3,6,46,4,3,57,0,0,0,56,14,3,73
510021270,0,5,0,0,0,5,7,12,19,174,54,22,245,16,10,18,273,134,18,422
510031271,0,0,0,0,0,0,0,0,0,62,12,4,83,0,6,5,84,30,0,111
510031272,0,0,0,0,0,0,0,5,8,203,64,17,284,5,10,12,301,65,4,371
510031273,0,0,0,0,0,0,0,0,0,38,22,6,68,3,0,3,69,46,0,115
511011274,0,4,0,0,0,4,0,3,9,140,93,15,252,8,12,17,271,172,13,452
511011275,0,0,0,0,0,0,0,4,4,31,19,3,52,5,5,3,56,29,4,91
511021276,0,0,0,0,0,0,7,5,8,64,40,5,103,4,8,13,120,88,3,211
511021277,0,0,0,0,0,0,0,3,3,31,29,3,68,0,4,4,68,33,3,98
511031278,0,3,0,0,0,3,0,8,8,128,53,3,188,5,10,12,203,116,8,325
511031279,3,10,0,0,0,10,0,22,30,196,62,24,273,9,4,12,289,117,22,420
511031280,4,3,0,0,0,3,0,0,4,144,61,12,214,3,4,11,231,75,0,303
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,0,0,0,0,0,0,0,7,4,52,24,12,87,4,4,7,98,60,9,166
511031283,0,0,0,0,0,0,6,0,11,27,21,4,52,4,0,3,59,107,5,167
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,0,3,0,0,0,3,7,6,11,161,138,20,315,22,19,37,356,245,17,612
511041286,0,0,0,0,0,0,6,9,12,84,78,20,178,11,21,30,203,196,14,412
511041287,0,0,0,0,0,0,0,0,0,136,97,6,237,12,11,17,259,107,0,362
511041288,0,0,0,0,0,5,3,0,4,158,107,15,282,6,7,12,293,127,4,422
511041289,0,0,0,0,0,0,0,0,4,35,41,3,81,5,0,5,83,42,0,125
511041290,0,0,0,0,0,0,4,0,3,19,8,4,35,3,0,7,40,60,0,100
511041291,0,0,0,0,0,0,0,0,6,26,21,0,50,5,0,8,57,24,0,82
511041292,5,5,0,0,0,5,6,0,7,37,27,9,76,0,4,6,83,67,4,153
597979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
