SA2_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
501011001,0,0,0,45,0,0,0,0,0,0,0,0,0,0,68,72,4,0,0,0,0,0,0,0,0,3,5,16,103,95,15,138,16,61,7,66,8,293,77,877
501011003,5,31,0,170,0,0,0,6,0,0,0,0,0,4,106,123,0,0,0,0,0,0,0,0,0,7,3,10,203,130,23,216,24,83,22,117,14,514,127,1484
501011004,0,6,0,65,0,0,0,0,0,0,0,0,0,0,84,91,0,0,0,0,0,0,0,0,0,0,4,10,171,87,13,181,16,57,15,75,21,251,94,979
501011293,0,12,0,82,0,0,0,0,0,0,0,0,0,3,90,98,0,0,0,0,0,0,0,0,0,9,15,22,176,60,5,177,16,69,13,102,11,538,115,1279
501011294,0,9,0,123,0,5,0,0,0,3,0,6,0,6,155,179,3,0,0,0,0,4,0,0,0,16,13,38,298,124,23,321,36,145,21,179,29,1035,192,2401
501021005,5,0,4,145,0,0,0,0,0,6,0,0,0,3,154,165,3,0,0,0,0,0,0,0,0,13,9,29,387,70,18,308,32,203,27,147,30,787,167,2170
501021007,0,4,0,53,0,0,0,0,0,0,0,0,0,0,64,64,3,0,0,0,0,0,0,0,0,6,5,18,120,27,12,108,18,54,7,59,11,236,68,723
501021008,0,3,0,22,0,0,0,0,0,0,0,0,0,8,37,50,0,0,0,0,0,0,0,0,0,0,0,4,113,19,6,104,11,49,3,49,12,238,40,640
501021009,0,0,0,41,0,0,0,0,0,0,0,0,0,6,64,68,3,0,0,0,0,0,0,0,0,8,10,25,110,36,8,120,17,113,10,90,23,443,81,1047
501021010,3,0,0,47,0,0,0,0,0,0,0,0,0,0,34,36,0,0,0,0,0,0,0,0,0,3,0,8,95,27,7,59,8,47,5,33,6,129,35,454
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021012,0,4,0,86,0,3,0,4,0,6,0,0,0,3,95,103,0,0,0,0,0,0,0,0,0,4,7,13,250,43,7,211,20,128,20,78,17,527,112,1414
501021014,0,0,0,95,0,0,0,0,0,0,0,0,0,4,68,74,0,0,0,3,0,6,0,0,0,9,10,19,189,49,15,166,18,98,14,79,32,422,83,1162
501021015,0,3,0,39,0,0,0,0,0,0,0,0,0,0,54,64,0,0,0,0,0,0,0,0,0,7,4,8,147,38,4,126,6,77,9,75,5,295,66,859
501021016,0,0,0,38,0,0,0,0,0,0,0,0,0,0,29,31,0,0,0,0,0,0,0,0,0,4,6,15,48,22,7,64,10,53,11,38,14,230,42,545
501021251,0,0,0,85,0,0,0,0,0,0,0,0,0,4,62,63,0,0,0,0,0,0,0,0,0,0,0,0,208,28,12,133,17,91,6,45,13,206,63,817
501021252,0,0,0,48,0,0,0,0,0,0,0,0,0,0,25,26,0,0,0,0,0,0,0,0,0,0,4,7,54,22,0,65,3,39,8,27,10,117,30,365
501021253,0,17,0,188,0,0,0,0,0,0,0,0,4,5,95,97,0,0,0,0,0,0,0,0,0,8,8,20,273,76,7,231,32,150,10,128,19,558,108,1596
501021254,0,0,0,8,0,0,0,0,0,0,0,0,0,4,31,33,0,0,0,0,0,0,0,0,0,0,0,0,61,19,3,69,9,52,3,37,5,188,40,493
501031017,0,0,0,41,0,0,0,0,0,0,0,0,0,3,64,78,0,0,0,0,0,0,0,0,0,0,7,15,146,56,13,143,20,81,9,82,23,396,90,1056
501031018,0,3,0,68,0,0,0,3,0,0,0,0,0,4,59,70,3,0,0,0,0,0,0,0,0,6,6,14,147,46,11,117,19,85,5,64,16,330,69,917
501031019,0,0,0,30,0,0,0,3,0,0,0,0,0,0,38,44,0,0,0,4,0,0,0,0,0,4,9,16,137,40,11,120,11,50,10,35,7,187,56,657
501031020,0,5,0,36,0,0,0,0,0,0,0,0,0,4,62,72,4,0,0,0,0,0,0,0,0,5,4,14,103,66,11,104,10,54,9,64,8,255,74,771
502011021,0,0,0,83,0,0,0,0,0,0,0,0,0,3,90,94,0,0,3,0,0,0,0,0,0,5,5,18,103,38,8,122,12,90,16,85,22,614,100,1205
502011022,0,8,0,97,0,0,0,0,0,0,0,0,0,12,118,135,0,0,0,0,0,0,0,0,0,11,6,17,144,51,4,139,15,116,10,91,16,732,140,1464
502011023,6,7,0,43,0,0,0,0,0,0,0,0,0,10,66,79,0,0,0,0,0,0,0,0,0,16,14,24,102,26,9,113,16,79,13,81,14,644,93,1186
502011024,5,36,0,218,0,0,3,0,0,4,0,5,3,11,195,218,4,0,0,0,0,0,0,0,0,30,18,51,288,78,18,290,33,243,16,165,47,1453,224,2856
502011025,3,8,0,71,0,0,0,0,0,0,0,0,0,3,87,96,0,0,0,0,0,0,0,0,0,12,18,30,124,57,10,122,12,99,17,102,16,559,103,1216
502011026,4,9,0,61,0,0,0,0,0,0,0,0,0,5,80,89,0,0,0,0,0,0,0,0,0,7,7,18,81,33,3,96,19,74,3,58,14,467,91,940
502011027,5,8,0,184,0,0,0,5,0,3,0,0,0,4,181,205,0,0,3,0,0,0,0,0,0,14,14,36,353,64,20,281,46,216,14,127,34,855,206,2215
502011028,3,13,0,86,3,0,0,0,0,0,0,3,3,9,99,119,0,0,0,0,0,0,0,0,0,15,15,31,153,56,11,128,20,115,15,102,25,802,124,1552
502011029,0,0,6,65,3,0,0,0,0,6,0,0,0,3,102,115,0,0,0,3,0,0,0,0,0,13,8,29,164,45,10,121,18,120,10,86,16,530,124,1237
503011030,0,59,0,248,0,0,0,0,0,0,0,0,0,4,27,37,0,0,0,0,0,0,0,0,0,7,0,12,77,37,0,71,7,72,3,80,11,336,29,726
503011031,4,60,0,281,0,0,0,0,0,0,0,3,0,9,58,70,0,0,0,0,0,0,0,0,0,3,6,12,179,47,3,122,10,97,3,104,9,385,62,1027
503011032,0,51,0,339,0,0,0,0,0,0,0,0,0,5,52,63,0,0,0,0,0,0,0,0,0,6,3,12,132,63,4,116,10,81,6,107,12,296,56,896
503011033,0,13,0,205,0,0,0,0,0,0,0,0,0,6,40,43,0,0,0,0,0,0,0,0,0,6,0,3,131,34,4,90,3,72,6,83,11,281,43,757
503011034,3,57,0,332,0,0,0,0,0,0,0,0,0,7,66,75,0,0,0,0,0,0,0,0,0,3,5,12,159,66,0,143,13,115,8,139,8,321,74,1050
503011035,6,96,0,572,0,0,0,0,0,0,5,0,0,10,75,93,0,0,0,0,0,0,0,0,0,3,5,12,227,116,4,215,28,201,14,221,21,705,82,1826
503011036,0,35,0,258,0,0,0,0,0,3,0,0,0,0,37,49,0,0,0,0,0,4,0,0,0,0,0,7,127,60,3,95,7,83,4,95,3,345,40,873
503021037,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,11
503021038,3,11,0,347,5,0,0,0,0,0,0,0,0,0,65,72,0,0,0,0,0,0,0,0,0,0,3,5,438,58,6,217,28,93,9,62,10,206,72,1207
503021039,4,8,0,510,0,0,0,0,3,3,0,4,0,3,100,109,0,0,0,0,0,0,0,0,0,11,7,23,563,133,10,320,39,193,19,152,15,385,108,1939
503021040,0,0,0,282,0,0,0,0,0,0,0,0,0,3,50,54,0,0,0,0,0,0,0,0,0,3,0,14,364,56,7,177,17,81,5,61,10,196,60,1043
503021042,3,55,0,542,0,0,4,0,0,4,0,0,0,4,105,120,0,0,0,0,0,0,0,0,0,5,3,9,492,127,8,290,28,190,8,188,17,573,113,2040
503021043,4,16,0,432,0,0,3,0,3,0,0,0,0,9,101,115,0,0,3,0,0,0,0,0,0,3,9,12,532,204,16,396,36,164,12,136,20,396,116,2033
503021295,3,22,0,451,0,0,0,0,3,0,0,5,5,0,131,148,0,0,0,0,0,0,0,0,0,0,3,10,614,134,6,312,45,228,19,108,17,274,144,1889
503021296,0,6,0,316,3,0,0,0,0,3,0,0,0,0,123,136,0,0,0,0,0,0,0,0,0,0,5,16,601,106,13,295,26,139,12,71,13,161,136,1571
503021297,0,19,0,338,0,0,0,0,0,3,0,0,0,0,129,136,0,0,0,0,0,0,0,0,0,0,0,3,567,76,15,260,29,212,8,85,14,177,140,1585
504011044,0,5,0,191,0,0,0,5,0,0,0,0,0,3,105,116,4,0,0,0,0,0,0,0,0,6,7,15,440,55,11,244,33,180,18,106,24,446,121,1672
504011045,6,7,0,423,0,0,0,0,0,0,0,3,0,9,163,181,0,0,0,0,0,3,0,0,0,14,3,23,791,108,17,420,60,199,18,136,29,647,180,2602
504011046,3,6,0,270,0,0,0,3,0,0,0,0,0,0,134,143,0,0,0,0,0,0,0,0,0,0,6,9,578,103,11,316,28,143,11,83,8,245,146,1669
504011047,0,3,0,149,5,0,0,0,0,0,0,0,3,8,141,154,0,0,0,0,0,0,0,0,0,12,18,32,514,106,12,340,39,239,13,169,25,845,169,2481
504011048,0,8,0,67,0,0,0,0,0,5,0,0,0,3,28,30,0,0,0,0,0,0,0,0,0,4,5,17,137,46,3,105,12,77,4,86,11,414,38,927
504021049,0,0,0,29,0,0,0,0,0,0,0,0,0,3,35,42,0,0,0,0,0,0,0,0,0,4,4,7,64,15,7,55,4,45,4,19,7,81,37,347
504021050,0,9,0,126,0,0,0,0,0,0,0,0,0,4,50,63,0,0,0,0,0,0,0,0,0,0,0,9,129,37,9,128,19,71,7,83,4,319,59,869
504021051,0,4,0,62,0,0,0,0,0,0,0,0,0,3,35,39,0,0,0,0,0,0,0,0,0,3,3,8,115,29,4,84,15,44,12,73,9,246,45,670
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
504021053,3,15,0,160,0,6,0,0,0,4,0,0,3,5,124,131,0,0,0,0,0,0,0,0,0,10,10,17,265,63,16,215,27,182,14,126,18,576,130,1636
504021054,5,6,0,98,0,0,0,0,0,4,0,0,4,11,82,98,3,0,0,0,0,0,0,0,0,10,10,27,304,55,13,196,24,149,9,97,21,521,94,1486
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031056,3,0,0,83,4,0,0,0,0,5,0,0,0,4,89,101,0,0,0,6,0,0,0,0,0,4,8,17,296,78,5,250,28,203,26,125,19,473,104,1601
504031057,0,3,0,81,0,0,0,0,0,5,0,0,0,5,101,121,0,0,0,0,0,0,0,0,0,13,5,25,417,78,12,271,25,199,22,103,9,411,115,1664
504031058,0,0,0,47,0,0,0,0,0,5,0,4,0,0,60,65,4,0,0,0,0,0,0,0,0,3,4,9,127,27,5,86,11,66,15,44,7,149,63,608
504031060,0,5,0,48,0,0,0,0,0,0,0,0,0,0,23,32,0,0,0,0,0,3,0,0,0,8,8,16,70,20,6,55,11,55,5,35,0,99,33,388
504031061,0,4,0,82,0,0,0,0,0,0,0,0,0,0,52,54,0,0,0,0,0,0,0,0,0,3,3,10,168,25,5,98,11,56,0,42,4,151,60,626
