SA2_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
504031062,0,5,0,75,0,0,0,0,0,0,0,0,0,0,81,90,0,0,0,0,0,0,0,0,0,6,8,11,279,46,10,158,34,113,7,59,9,284,89,1088
504031063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031065,0,0,0,31,0,0,0,0,0,0,4,0,0,0,41,48,0,0,0,0,0,0,0,0,0,6,4,16,109,29,3,68,7,66,8,50,6,195,47,593
504031066,0,4,0,69,0,0,0,0,0,0,0,0,0,0,73,73,0,0,0,0,0,0,0,0,0,13,11,19,211,56,5,159,16,116,6,72,10,271,89,1014
504031067,0,5,0,44,0,0,0,0,0,0,0,0,0,0,52,53,0,0,0,0,0,0,0,0,0,0,4,3,133,18,10,117,6,62,3,33,12,153,54,608
504031068,5,8,0,166,3,0,0,0,0,0,0,0,0,6,99,112,0,0,3,0,0,0,0,0,0,0,4,11,284,46,3,178,26,134,5,86,13,336,112,1223
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031298,0,0,0,104,0,0,0,0,0,0,0,0,0,0,108,115,0,0,3,4,0,0,0,0,0,9,4,18,396,40,15,220,29,118,11,46,15,253,111,1265
504031299,0,0,0,59,0,0,0,0,0,0,0,0,0,6,64,76,0,0,3,0,0,0,0,0,0,0,0,8,344,38,8,154,26,84,3,47,12,124,73,910
504031300,5,4,0,73,0,0,0,0,0,0,0,0,0,0,100,100,5,0,0,0,0,0,0,0,0,3,9,19,333,52,13,194,23,145,11,70,10,450,112,1412
505011070,0,0,0,93,0,0,0,0,0,0,0,0,0,0,90,93,0,0,0,0,0,0,0,0,0,4,10,15,313,52,11,179,27,96,13,59,22,278,99,1151
505011071,0,0,0,139,0,0,0,0,0,0,0,0,0,0,87,91,0,0,0,0,0,0,0,0,0,4,4,18,296,62,12,224,37,141,11,92,20,384,99,1377
505011072,0,17,0,192,3,0,0,0,0,0,0,0,0,4,67,78,0,0,0,0,0,0,0,0,0,14,7,25,234,78,10,158,21,138,9,134,22,736,87,1627
505011073,0,4,0,140,0,0,0,3,0,0,0,0,0,4,96,105,0,0,0,0,0,0,0,0,0,6,5,14,305,65,12,198,18,110,13,134,13,595,101,1565
505011074,0,3,0,112,0,0,5,0,0,0,0,0,0,8,64,76,0,0,3,0,0,0,0,0,0,4,3,17,265,53,15,166,20,108,15,111,13,343,77,1184
505011075,4,19,0,202,0,0,0,0,0,0,0,0,0,0,62,73,0,0,0,0,0,0,0,3,0,6,4,14,176,82,8,172,7,117,8,120,13,556,69,1345
505011076,4,10,0,249,0,0,0,0,0,0,0,0,0,3,50,60,0,5,0,0,0,0,0,3,0,3,9,15,207,52,11,162,19,122,10,82,10,328,59,1058
505011077,6,8,0,140,0,0,0,0,0,0,0,0,0,3,108,117,5,0,0,0,0,0,0,0,0,4,12,24,336,82,16,249,46,176,22,105,18,468,122,1640
505011078,5,3,0,123,0,0,0,0,0,0,0,0,0,8,70,79,0,0,0,0,0,0,0,0,0,11,4,13,246,71,12,166,18,131,13,128,29,597,75,1478
505011079,4,9,0,168,0,0,0,0,0,0,0,3,0,3,86,96,0,4,0,0,0,0,0,0,0,10,0,13,203,66,3,178,27,114,8,115,12,525,100,1348
505011080,0,7,0,128,0,0,0,0,0,0,0,0,0,0,49,58,0,0,0,0,0,0,0,0,0,4,0,8,141,46,10,103,15,113,9,77,7,331,57,904
505011081,0,3,0,84,0,0,0,0,4,0,0,0,0,4,58,68,0,0,0,0,0,0,0,0,0,3,4,6,221,43,0,126,22,81,3,72,6,297,57,929
505011082,0,25,0,213,0,0,4,0,0,0,0,0,0,4,52,53,0,3,0,0,0,0,0,4,0,3,0,12,135,76,10,123,17,113,12,143,13,528,49,1220
505011083,0,4,0,110,0,0,0,0,0,0,0,0,0,0,31,33,0,0,0,0,0,0,0,0,0,9,4,12,171,54,10,150,18,110,11,89,17,422,37,1094
505021084,5,12,0,168,0,0,3,0,0,0,0,3,0,7,83,107,6,0,0,0,0,0,0,0,0,11,7,29,421,76,10,231,28,141,12,115,15,634,106,1787
505021085,0,0,0,57,0,5,3,0,5,0,6,3,0,4,94,111,0,0,3,0,0,0,0,0,0,7,18,32,296,86,6,230,20,136,20,125,19,435,119,1498
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,7,4,0,373,0,0,4,0,0,5,0,0,0,0,157,171,0,0,0,0,0,0,0,0,0,3,8,9,717,71,8,310,36,142,17,106,23,386,172,1979
505021089,0,20,0,344,0,0,0,0,0,0,0,3,0,9,88,104,0,0,0,0,0,0,0,0,0,9,4,17,387,85,15,261,23,157,13,204,22,987,102,2256
505021090,0,0,0,109,0,4,0,0,0,0,5,0,0,4,121,136,0,0,0,0,0,0,0,0,0,6,16,25,538,115,14,367,49,179,20,103,16,370,152,1922
505021091,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,0,7,0,0,0,0,6,35
505021092,0,10,0,421,4,0,0,0,3,4,0,0,0,4,199,218,0,0,0,0,0,0,0,0,0,8,3,16,677,117,21,369,44,148,26,107,18,356,210,2088
505021093,0,12,0,204,0,0,0,0,3,0,0,0,0,3,97,113,0,0,3,0,0,0,0,0,0,7,13,25,387,106,18,278,31,125,12,143,9,503,121,1739
505021094,0,15,0,199,0,0,0,0,0,0,0,0,0,4,41,44,0,0,0,0,0,0,0,0,0,8,5,18,160,66,3,110,20,69,12,93,11,393,48,991
505021095,0,4,0,198,3,0,0,0,0,0,0,0,0,0,103,109,0,0,0,0,0,0,0,0,0,9,0,19,531,95,11,310,21,114,16,84,7,246,112,1555
505021096,0,19,0,271,0,0,0,4,0,0,0,0,0,6,57,65,0,0,0,0,0,0,0,0,0,8,3,17,222,74,8,158,20,110,11,116,14,601,73,1389
505021097,0,18,0,310,0,0,0,0,0,4,0,0,0,3,89,101,0,0,0,0,0,0,0,0,0,8,15,23,503,110,11,312,34,157,19,123,10,540,107,1916
505021301,4,15,0,152,0,0,0,0,0,0,0,0,0,11,42,55,3,0,0,0,0,0,0,0,0,7,11,25,229,70,9,144,4,114,7,94,9,492,65,1236
505021302,0,7,0,154,0,0,0,0,0,0,0,0,0,8,67,73,0,0,0,0,0,0,0,0,0,4,10,12,284,64,10,225,23,121,5,88,19,460,88,1386
505031098,0,0,0,34,0,0,0,0,0,0,0,0,0,0,38,43,0,0,0,0,0,0,0,0,0,0,4,13,195,48,3,158,12,96,10,90,13,354,45,1018
505031099,0,6,0,82,4,0,0,0,0,3,0,0,0,9,157,170,0,0,0,5,0,0,0,0,0,16,14,33,385,65,8,263,22,181,23,100,29,706,177,1964
505031100,4,0,0,99,0,0,0,0,0,0,0,0,0,0,127,137,0,0,0,0,0,0,0,0,0,7,3,18,373,42,10,251,31,134,28,76,17,264,135,1354
505031101,3,0,0,75,0,0,0,0,0,0,0,0,4,4,84,95,0,0,3,0,0,0,0,0,0,4,0,13,317,55,3,211,27,129,19,68,20,248,96,1202
505031102,0,0,0,26,0,0,0,0,0,0,0,3,0,4,35,45,0,0,0,0,0,0,0,0,0,0,9,10,133,41,0,94,6,73,4,47,6,228,52,694
505031104,0,0,0,30,0,0,0,0,0,0,0,0,0,0,44,46,0,0,0,0,0,0,0,0,0,3,18,19,144,42,0,114,14,88,8,72,22,325,60,893
505031105,0,10,3,260,0,0,0,4,0,0,0,0,0,6,157,174,3,0,0,0,0,0,0,0,3,10,20,44,422,111,18,347,53,213,26,119,32,641,176,2159
505031106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505031107,0,4,0,88,0,0,0,4,0,0,0,0,0,0,87,101,0,0,0,0,0,0,0,0,0,8,14,26,260,43,5,170,18,100,11,74,18,401,106,1205
505031255,0,0,0,72,0,0,0,0,0,0,0,4,0,0,119,123,0,0,0,0,0,0,0,0,0,3,8,11,356,34,10,196,36,115,9,57,8,165,132,1116
505031256,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,0,15,0,3,0,9,0,13,0,72
505031257,0,0,0,37,0,0,0,0,0,0,0,0,0,0,45,47,0,0,0,0,0,0,0,0,0,0,4,3,51,25,7,38,12,47,3,26,3,150,48,405
505031258,0,7,0,55,0,0,0,0,0,0,0,0,0,0,92,101,0,0,0,0,0,0,0,0,0,0,9,15,162,40,15,128,20,89,10,55,13,355,107,999
505031303,0,4,4,98,3,0,0,0,0,0,0,3,0,3,81,91,0,0,3,0,0,0,0,0,0,10,0,18,326,53,10,196,28,122,14,74,4,364,88,1300
505031304,0,0,0,119,0,0,0,0,3,0,0,0,0,0,73,83,0,0,0,0,0,0,0,0,0,3,0,6,324,45,8,166,26,96,10,67,14,231,77,1065
505031305,0,6,0,95,0,0,0,0,0,0,0,0,0,0,41,45,0,0,0,0,0,0,0,0,0,7,7,18,261,41,4,151,10,107,5,79,5,369,51,1100
505031306,0,3,0,95,0,0,0,0,6,0,0,3,0,5,99,117,0,0,0,0,0,0,0,3,0,15,7,25,303,61,11,222,30,138,15,88,14,501,111,1503
506011110,0,0,0,64,0,0,0,0,0,5,0,0,0,8,126,148,5,0,0,0,0,0,0,0,0,25,23,50,430,75,13,261,42,244,15,127,14,566,162,1944
506011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506011112,0,0,0,17,0,0,0,0,0,4,0,0,0,4,19,27,0,0,0,0,0,0,0,0,0,4,0,0,89,19,4,70,7,71,0,41,4,198,21,530
506011114,0,0,0,47,0,0,0,0,3,0,0,0,0,7,72,82,0,0,0,0,0,0,0,0,0,5,10,21,185,55,7,159,16,101,10,69,16,374,85,1081
506011115,0,3,0,108,0,0,0,0,0,0,0,0,0,9,64,75,0,0,4,0,0,0,0,0,0,3,3,13,191,40,8,166,13,122,16,84,13,416,75,1140
506011116,4,3,0,103,0,0,0,0,0,0,0,0,0,0,46,55,0,0,0,0,0,0,0,0,0,0,0,4,174,57,7,130,16,106,13,91,10,339,50,985
506011117,0,0,0,25,0,0,0,0,0,0,0,0,0,0,59,71,0,0,0,0,0,0,0,0,0,7,8,12,204,20,8,128,18,92,3,55,11,182,69,792
506011307,0,0,0,80,3,0,0,0,0,0,0,0,0,0,44,48,0,0,0,0,0,0,0,0,0,0,0,7,250,24,6,134,15,80,11,40,5,144,47,764
506011308,0,0,0,131,3,0,0,0,0,0,0,0,0,0,76,86,0,0,0,4,0,0,0,0,0,3,5,8,400,39,12,180,40,84,11,41,13,184,78,1071
506021118,0,12,0,175,0,0,0,0,0,0,0,0,0,0,131,142,0,0,3,0,0,0,0,0,0,5,9,17,439,71,9,263,19,153,15,112,21,372,135,1609
506021119,0,4,0,353,4,0,0,0,0,0,0,0,0,0,134,143,0,0,0,0,3,0,0,0,0,0,3,11,650,105,14,357,39,187,6,99,21,279,145,1887
506021120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021123,3,0,0,362,4,0,0,0,4,3,0,5,0,0,127,141,0,0,0,0,0,0,0,0,0,0,10,13,624,137,15,361,42,202,22,136,19,329,150,2027
506021309,0,0,0,43,0,0,0,0,0,0,0,0,0,0,76,80,0,0,0,0,0,0,0,0,0,5,8,12,206,42,9,134,15,81,9,55,11,179,81,820
506021310,0,0,0,47,0,0,0,0,0,0,0,0,0,0,50,47,0,0,0,0,0,0,0,0,0,3,6,11,173,41,3,111,13,78,7,32,11,182,63,711
506021311,0,0,0,158,0,0,0,0,0,4,0,0,0,0,108,117,0,0,0,0,0,0,0,0,0,0,6,14,433,85,13,203,32,152,18,62,23,189,116,1319
506031124,4,0,0,160,0,0,0,0,5,0,4,0,0,4,104,112,0,0,0,0,0,0,0,0,0,11,14,26,409,136,16,341,32,177,15,124,17,477,124,1867
506031125,0,3,0,107,0,0,0,0,0,4,0,0,0,6,42,52,3,0,0,0,0,0,0,0,0,4,0,5,196,37,8,131,14,115,8,88,9,330,55,991
506031126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031127,0,3,0,89,5,0,0,0,0,0,0,0,0,4,127,141,0,0,0,0,0,0,0,0,0,3,16,25,401,151,18,343,31,212,21,94,10,334,154,1777
506031128,6,5,0,90,0,0,0,0,0,0,0,0,0,3,85,99,0,0,0,0,0,0,0,0,0,5,6,11,269,65,6,195,20,139,13,144,24,544,93,1512
506031129,3,20,0,161,0,0,3,0,0,0,0,0,0,3,41,51,0,0,0,0,0,0,0,0,0,3,0,12,171,72,8,149,15,103,7,127,7,607,48,1317
506031130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031131,0,10,0,99,0,0,0,0,0,4,0,0,0,5,44,53,0,0,0,0,0,0,0,0,0,10,6,18,159,71,10,133,12,131,5,161,19,684,50,1443
506041132,0,3,0,67,0,0,0,0,0,3,0,0,4,3,78,86,0,0,4,0,0,0,0,0,0,11,10,30,319,88,17,247,28,191,10,122,23,493,105,1638
506041133,3,5,0,126,0,0,3,0,0,0,0,3,0,4,111,121,0,0,0,0,0,0,0,0,0,8,9,20,352,82,14,239,21,204,12,143,30,585,126,1806
506041134,0,3,0,31,5,0,0,0,0,6,0,0,0,9,105,122,0,0,3,0,0,0,0,0,0,10,16,36,249,81,14,240,21,221,22,110,19,637,136,1748
506041135,3,0,0,111,0,0,0,0,0,0,0,0,0,0,91,102,0,0,0,0,0,0,0,0,0,4,10,11,405,65,16,260,30,192,4,93,16,401,111,1593
