SA2_CODE_2021,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_19,F_AgriForestFish_20_29,F_AgriForestFish_30_34,F_AgriForestFish_35_39,F_AgriForestFish_40_44,F_AgriForestFish_45_49,F_AgriForestFish_50_over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_19,F_Min_20_29,F_Min_30_34,F_Min_35_39,F_Min_40_44,F_Min_45_49,F_Min_50_over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_19,F_Mnfg_20_29,F_Mnfg_30_34,F_Mnfg_35_39,F_Mnfg_40_44,F_Mnfg_45_49,F_Mnfg_50_over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_19,F_EGW_WS_20_29,F_EGW_WS_30_34,F_EGW_WS_35_39,F_EGW_WS_40_44,F_EGW_WS_45_49,F_EGW_WS_50_over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_19,F_Cnstn_20_29,F_Cnstn_30_34,F_Cnstn_35_39,F_Cnstn_40_44,F_Cnstn_45_49,F_Cnstn_50_over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_19,F_WTrade_20_29,F_WTrade_30_34,F_WTrade_35_39,F_WTrade_40_44,F_WTrade_45_49,F_WTrade_50_over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_19,F_RTrade_20_29,F_RTrade_30_34,F_RTrade_35_39,F_RTrade_40_44,F_RTrade_45_49,F_RTrade_50_over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_19,F_AccomFoodS_20_29,F_AccomFoodS_30_34,F_AccomFoodS_35_39,F_AccomFoodS_40_44,F_AccomFoodS_45_49,F_AccomFoodS_50_over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_19,F_TransPostWhse_20_29,F_TransPostWhse_30_34,F_TransPostWhse_35_39,F_TransPostWhse_40_44,F_TransPostWhse_45_49,F_TransPostWhse_50_over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_19,F_InfoMedTelecom_20_29,F_InfoMedTelecom_30_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40_44,F_InfoMedTelecom_45_49,F_InfoMedTelecom_50_over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_19,F_FinInsurS_20_29,F_FinInsurS_30_34,F_FinInsurS_35_39,F_FinInsurS_40_44,F_FinInsurS_45_49,F_FinInsurS_50_over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_19,F_RentHirREserv_20_29,F_RentHirREserv_30_34,F_RentHirREserv_35_39,F_RentHirREserv_40_44,F_RentHirREserv_45_49,F_RentHirREserv_50_over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_19,F_ProScieTechServ_20_29,F_ProScieTechServ_30_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40_44,F_ProScieTechServ_45_49,F_ProScieTechServ_50_over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_19,F_AdminSupServ_20_29,F_AdminSupServ_30_34,F_AdminSupServ_35_39,F_AdminSupServ_40_44,F_AdminSupServ_45_49,F_AdminSupServ_50_over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_19,F_PubAdmiSafety_20_29,F_PubAdmiSafety_30_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40_44,F_PubAdmiSafety_45_49,F_PubAdmiSafety_50_over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_19,F_EducTrain_20_29,F_EducTrain_30_34,F_EducTrain_35_39,F_EducTrain_40_44,F_EducTrain_45_49,F_EducTrain_50_over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_19,F_HealthCareSocA_20_29,F_HealthCareSocA_30_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40_44,F_HealthCareSocA_45_49,F_HealthCareSocA_50_over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_19,F_ArtRecServ_20_29,F_ArtRecServ_30_34,F_ArtRecServ_35_39,F_ArtRecServ_40_44,F_ArtRecServ_45_49,F_ArtRecServ_50_over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_19,F_OthServ_20_29,F_OthServ_30_34,F_OthServ_35_39,F_OthServ_40_44,F_OthServ_45_49,F_OthServ_50_over,F_OthServ_hours_NS,F_OthServ_Tot
501021252,56,63,47,34,85,195,72,264,5,819,0,3,6,0,5,0,0,0,0,17,0,0,0,0,0,6,0,5,4,26,0,9,12,0,5,6,0,3,0,34,0,0,0,0,0,0,0,0,0,4,0,3,8,8,3,0,0,7,0,34,0,0,0,0,0,0,0,0,0,5,9,27,13,12,10,8,0,0,0,82,6,26,13,5,3,4,3,0,0,58,0,3,5,0,0,3,0,4,0,12,0,5,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,12,0,0,0,3,3,4,0,0,0,13,0,3,4,3,6,3,0,3,0,31,4,5,5,0,3,3,0,0,0,27,0,0,6,3,7,5,0,3,0,27,3,27,24,12,31,13,15,16,0,140,13,33,44,26,19,25,6,9,0,173,0,7,0,3,0,0,0,0,0,12,0,3,9,5,4,0,3,3,0,39
501021253,152,274,180,160,496,693,307,796,39,3095,0,8,0,5,3,5,4,0,0,24,13,5,4,0,6,11,5,27,0,69,3,10,8,8,23,22,11,3,0,94,0,3,3,0,11,0,0,0,0,17,4,20,17,12,17,11,4,13,0,97,0,12,4,4,4,7,0,0,0,27,14,92,67,37,55,33,10,20,0,331,13,106,42,21,37,17,8,21,6,265,0,8,5,4,11,7,5,9,0,42,0,4,0,0,8,11,0,0,0,26,0,8,15,4,22,4,3,5,0,62,0,4,6,3,24,5,4,13,0,63,3,19,24,13,26,22,8,16,0,133,5,30,14,8,5,13,0,3,0,79,14,24,19,14,59,34,8,19,0,185,27,64,90,68,66,72,25,58,3,470,48,120,156,135,188,86,27,41,5,804,0,13,4,5,5,0,0,8,0,33,3,31,13,8,36,17,5,14,0,122
501021254,46,106,77,48,164,245,113,241,26,1065,0,0,4,4,0,0,0,0,0,7,8,0,4,0,0,0,0,10,0,21,0,3,3,8,19,13,3,5,0,43,0,0,0,0,0,3,6,0,0,12,0,0,0,0,3,0,0,5,0,19,0,3,0,4,0,4,0,0,0,17,3,33,31,22,23,19,8,3,0,147,5,41,28,7,13,3,0,0,0,105,0,0,3,0,5,0,0,0,0,15,0,5,0,0,0,0,0,0,0,9,0,0,0,0,4,4,0,0,0,4,0,0,0,0,8,0,0,0,0,12,0,4,3,0,9,0,0,0,0,25,0,11,13,4,3,3,0,0,0,48,8,3,11,10,15,4,0,0,4,56,0,23,30,16,19,16,0,4,0,114,11,33,62,35,56,23,11,10,0,240,0,0,0,0,0,0,0,0,0,6,0,12,6,0,0,3,0,0,0,30
501031017,105,124,109,78,168,298,106,558,49,1600,15,25,28,20,6,37,11,39,7,177,12,5,8,0,8,20,4,28,0,84,0,10,0,4,8,3,0,3,0,28,0,0,0,0,0,0,0,0,0,3,0,6,10,0,0,3,0,10,0,35,0,5,4,0,4,3,0,0,0,13,8,45,28,20,25,9,4,15,5,156,0,48,24,17,10,14,3,8,3,123,0,7,16,0,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,5,0,5,8,0,0,4,0,0,0,17,0,5,3,0,7,0,0,0,0,25,9,3,7,3,16,6,0,7,0,49,0,20,11,3,8,5,0,0,0,43,7,12,11,9,12,17,0,6,0,72,8,54,40,28,20,22,10,23,4,209,26,57,68,49,34,33,8,10,0,286,0,6,3,3,0,0,3,6,0,16,3,12,11,8,0,7,0,5,0,52
501031018,96,125,82,74,184,277,139,458,33,1470,10,43,11,15,16,22,0,20,5,136,7,5,0,0,0,17,5,15,0,48,0,5,4,4,5,6,3,6,0,39,0,0,5,4,0,0,0,0,0,5,0,6,3,0,0,10,3,10,0,34,0,5,5,3,3,4,0,0,0,22,0,49,33,20,13,13,3,6,3,145,8,42,11,3,14,3,6,10,0,95,0,8,8,0,5,7,0,3,0,36,0,3,0,0,0,0,0,0,0,3,0,0,5,0,0,3,0,3,0,13,0,0,0,4,0,3,0,4,0,14,3,8,8,6,0,3,0,4,0,37,0,12,8,8,17,3,0,0,0,55,7,9,15,11,10,18,5,4,0,74,15,30,32,23,18,21,7,23,0,168,24,54,47,50,42,32,11,6,3,270,4,0,0,0,0,0,0,0,0,10,3,7,7,9,5,0,4,4,3,46
501031019,69,101,77,60,239,322,125,321,31,1355,6,28,14,14,25,10,5,15,0,124,0,0,0,0,0,0,0,8,0,11,0,5,6,0,8,0,4,0,0,28,0,0,4,0,0,0,0,0,0,3,0,0,4,4,3,5,3,0,0,22,0,8,6,5,3,4,0,0,0,28,12,46,32,22,32,15,4,8,6,167,4,44,18,11,10,12,0,7,0,109,4,4,3,0,3,0,0,5,0,23,0,0,0,0,0,0,0,0,0,0,0,3,6,0,6,0,0,0,0,19,0,0,0,0,0,7,0,0,0,14,0,3,3,9,0,4,3,0,0,30,0,17,12,0,6,4,0,0,0,43,7,7,11,10,14,12,3,5,0,74,15,21,27,26,26,32,10,18,0,176,21,33,36,36,33,36,9,16,4,228,0,4,0,0,0,0,0,0,0,13,0,12,9,12,13,9,0,0,0,49
501031020,63,140,106,75,161,257,64,365,26,1261,11,38,32,27,22,32,11,35,10,231,0,0,0,0,0,4,0,7,0,12,0,13,5,4,0,8,4,7,0,43,0,0,0,0,0,4,0,0,0,6,0,5,4,0,0,4,0,0,0,20,0,0,0,0,0,0,0,3,0,11,8,30,26,9,3,9,7,4,3,100,6,50,23,18,9,19,0,24,0,157,0,8,7,0,3,0,0,5,0,29,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,11,3,3,0,0,3,4,0,0,0,15,6,11,6,3,4,3,3,0,0,41,6,13,5,3,3,6,0,5,0,38,4,5,14,9,8,13,0,0,0,61,3,23,30,19,14,13,8,16,0,126,15,43,34,26,18,27,3,10,0,177,0,8,0,0,3,0,0,0,0,18,0,0,0,3,8,3,0,3,0,23
502011021,145,175,108,73,259,292,159,554,46,1808,0,3,0,0,0,0,0,3,0,12,4,5,3,3,7,10,5,43,0,83,6,10,11,9,4,13,3,3,0,50,0,3,4,0,3,5,0,0,0,10,0,8,4,10,11,7,4,8,5,56,0,3,0,0,5,0,0,0,0,16,11,87,66,25,17,15,0,7,4,232,4,70,30,14,5,5,4,7,0,139,0,0,4,3,4,3,0,0,0,26,0,0,6,0,0,0,0,0,0,7,5,5,4,0,3,0,4,0,0,28,0,7,8,3,10,4,3,4,0,39,4,19,10,11,13,13,3,4,0,72,6,19,8,4,3,6,0,5,0,48,9,15,13,3,21,14,7,0,0,77,10,51,48,29,45,30,19,15,0,253,35,66,79,61,72,19,14,12,3,354,0,11,0,0,8,0,0,0,0,28,3,23,21,5,3,9,0,3,0,70
502011022,128,200,133,102,297,408,164,561,38,2033,0,0,0,0,0,0,0,0,0,8,11,0,5,5,3,6,3,35,0,69,0,22,6,11,22,9,0,3,0,78,0,0,0,0,0,0,3,0,0,9,5,20,6,8,8,19,4,12,0,75,0,4,7,3,8,4,0,0,0,22,10,99,57,27,26,20,7,5,0,249,9,65,30,16,14,7,5,14,0,156,7,0,0,0,11,4,3,5,0,38,0,0,0,0,6,0,0,0,0,3,3,4,4,5,6,8,0,0,0,33,0,4,4,0,10,3,0,8,0,35,0,13,14,7,14,19,0,4,0,72,4,22,17,12,11,9,3,3,0,75,0,11,16,8,34,16,3,7,0,95,19,46,47,35,51,60,20,26,0,317,27,83,106,51,78,34,3,28,0,421,0,16,11,4,0,3,0,0,0,42,0,27,20,11,14,12,0,3,3,94
502011023,98,177,144,87,305,328,147,445,34,1769,0,0,4,0,0,6,0,0,0,7,8,0,3,3,6,9,0,28,3,62,4,9,9,0,17,10,12,5,0,57,0,3,0,0,5,0,0,3,0,14,0,9,4,0,4,9,0,4,0,39,0,0,0,0,0,0,0,0,0,11,21,79,58,31,51,17,5,10,4,267,6,61,30,9,17,0,0,8,0,139,3,10,12,3,9,0,0,0,0,44,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,4,0,0,0,15,0,6,0,0,4,4,4,0,0,21,3,9,7,3,10,7,0,3,0,56,6,40,17,5,6,4,0,3,3,85,5,9,9,5,28,13,0,9,0,74,9,39,45,23,38,19,10,13,0,199,33,63,102,86,83,29,5,24,8,429,0,11,3,4,0,0,0,0,0,24,3,22,13,8,9,12,3,3,0,70
502011024,276,439,276,159,668,779,315,1196,98,4210,6,8,0,5,0,5,0,5,4,26,18,4,10,5,20,11,12,71,0,150,11,27,18,8,28,31,9,16,0,148,0,7,0,0,5,5,0,0,0,11,5,22,24,14,15,16,6,11,0,111,0,10,9,4,7,4,0,0,0,25,29,208,95,60,89,46,12,27,9,566,13,148,70,27,25,18,5,16,5,330,13,8,13,3,10,13,3,6,0,68,0,5,3,0,0,0,0,0,0,13,9,7,6,9,14,14,0,4,0,66,0,15,13,4,25,20,0,18,0,90,8,30,33,15,38,23,0,15,0,161,3,46,27,6,18,18,0,12,0,129,16,25,23,24,61,33,3,11,0,192,42,115,96,79,114,107,34,61,3,632,49,175,210,144,190,99,17,43,12,940,0,25,10,5,6,4,0,4,0,57,7,46,40,14,32,22,6,11,0,171
502011025,94,207,191,108,334,315,131,402,54,1833,0,0,0,6,0,0,0,0,0,6,8,4,0,0,9,3,6,29,3,59,3,7,11,5,13,15,0,8,0,59,0,0,0,0,4,0,0,0,0,13,3,7,3,10,3,11,0,10,0,40,0,0,3,5,7,9,0,0,0,19,11,81,67,25,50,20,3,12,3,277,8,67,40,28,24,24,6,19,0,220,4,7,5,3,6,0,0,3,0,28,0,4,0,0,0,0,0,0,0,9,0,3,6,4,6,7,0,0,0,25,0,4,6,6,15,3,0,7,0,41,0,4,12,6,18,7,0,5,0,64,7,32,22,11,18,11,3,11,0,103,5,12,10,7,29,17,4,5,0,81,7,31,38,24,27,21,7,18,0,183,21,79,88,57,80,44,9,20,0,395,0,15,11,5,7,3,0,0,0,32,0,22,21,11,6,0,0,3,0,62
502011026,96,119,99,52,219,252,109,428,27,1396,0,4,7,0,0,0,0,0,0,15,6,5,3,3,6,4,3,28,0,59,0,10,10,7,17,7,11,3,0,65,0,0,0,0,0,6,0,0,0,5,3,9,6,12,9,11,5,6,0,49,0,6,3,0,5,0,4,0,0,15,9,64,42,16,32,17,4,5,3,179,3,52,22,15,8,12,0,4,0,118,0,5,7,7,5,0,6,4,0,23,0,0,0,0,0,0,0,0,0,0,6,6,4,0,3,3,0,0,0,19,4,12,0,0,9,7,0,7,0,41,0,8,10,3,8,15,0,0,0,50,7,11,6,8,3,5,0,0,0,30,6,3,7,0,19,6,0,4,0,47,4,29,24,20,33,29,5,11,0,163,25,51,51,28,45,16,4,15,3,246,0,0,3,0,0,0,0,0,0,15,7,14,17,7,14,0,0,0,4,64
502011027,288,433,273,201,835,1031,424,1420,96,5002,0,7,6,3,0,0,0,0,3,21,16,4,8,0,21,29,5,67,9,167,10,24,16,12,39,38,3,18,0,175,0,0,0,0,7,5,0,4,0,18,8,23,20,13,21,30,0,12,0,124,0,8,5,4,9,9,9,0,0,49,32,206,141,57,123,54,24,18,4,667,12,180,81,30,30,21,4,21,7,389,11,9,19,7,14,10,5,4,0,88,0,4,9,0,12,0,0,3,0,24,8,8,7,6,22,19,0,5,0,80,0,10,10,7,32,9,0,10,0,88,10,31,28,20,47,23,0,19,0,176,4,58,12,12,28,18,4,17,0,158,17,32,36,23,72,39,10,15,6,242,32,133,113,78,124,107,43,65,0,708,74,211,249,176,252,128,35,49,12,1178,5,29,12,13,10,0,0,0,0,70,10,53,42,16,40,29,8,10,0,205
502011028,123,205,158,96,326,381,152,480,55,1976,4,4,0,0,0,4,0,0,0,9,13,0,5,4,0,3,5,23,0,54,0,10,9,5,15,11,7,4,4,68,0,5,6,0,4,0,0,4,0,14,0,11,10,3,4,6,6,6,0,45,0,4,4,0,9,0,0,5,0,19,14,90,55,33,40,17,3,7,0,261,7,77,36,18,19,17,7,20,0,204,3,7,9,0,5,5,0,0,0,40,3,3,0,0,0,0,0,0,0,9,5,7,3,8,12,3,0,3,0,38,4,9,7,4,5,9,4,0,0,40,5,10,9,4,8,8,3,3,3,56,7,38,14,9,14,5,0,3,3,91,4,12,8,12,28,16,4,0,0,84,11,35,42,30,44,28,16,19,0,222,31,75,121,71,108,52,15,25,7,510,4,15,11,4,3,3,0,0,0,35,3,25,15,6,18,7,0,3,0,76
502011029,114,187,129,103,365,345,195,659,67,2164,4,14,10,9,9,10,0,10,0,73,17,5,6,0,16,6,4,37,4,96,3,22,14,3,33,19,3,3,0,102,0,0,0,0,4,3,0,0,0,7,6,11,9,4,9,11,6,11,0,53,0,9,4,3,6,4,6,0,0,27,17,79,57,29,44,17,3,9,0,260,10,57,40,13,10,8,0,13,6,158,0,4,6,7,0,3,0,0,0,32,0,0,0,0,0,5,0,0,0,4,0,4,3,0,0,5,0,0,0,17,0,4,0,3,12,5,4,0,0,32,4,15,3,16,13,8,3,14,0,80,0,26,11,6,17,5,0,9,0,74,11,8,12,13,32,10,4,8,0,102,9,52,36,20,39,28,19,24,0,235,29,68,76,47,70,43,4,23,8,379,0,24,9,3,3,8,0,4,0,60,4,32,23,10,11,7,0,6,3,94
503011030,35,263,140,86,165,380,147,490,16,1724,0,3,0,0,0,0,0,0,0,10,5,8,7,3,5,11,6,5,0,50,0,15,6,0,6,5,0,5,0,37,0,0,3,0,0,5,3,0,0,10,0,3,6,4,0,12,0,0,0,30,0,3,5,3,5,0,5,8,0,22,3,71,27,7,15,8,4,4,0,136,4,55,15,10,3,0,0,0,0,94,0,8,3,0,4,3,0,0,0,19,0,0,6,0,4,8,0,6,0,19,6,15,11,4,6,9,5,4,0,55,0,11,13,4,7,6,0,7,0,47,12,33,31,18,11,38,8,29,0,189,0,5,5,8,10,6,0,5,0,40,5,4,15,4,16,10,6,5,0,61,10,54,41,25,30,24,11,28,0,223,19,87,78,42,39,51,12,23,4,350,0,16,5,0,0,5,4,0,0,34,0,18,7,3,0,8,0,0,0,38
503011031,70,332,168,127,271,534,197,463,16,2179,0,5,0,3,0,0,0,5,0,14,0,3,10,5,15,28,14,26,0,97,5,7,5,0,3,3,0,4,0,30,0,0,0,0,6,4,0,0,0,12,3,7,9,7,7,6,0,4,0,42,4,10,8,3,0,8,0,0,0,32,8,77,42,17,24,16,7,10,0,204,8,59,31,8,7,13,0,0,3,129,5,0,5,4,5,6,0,0,0,26,3,0,0,0,4,5,0,4,0,14,6,10,5,6,5,11,5,10,0,58,0,11,4,4,12,19,3,0,0,51,16,37,44,24,32,68,18,43,3,281,0,19,11,4,5,6,0,3,0,41,9,8,12,13,33,13,7,5,0,109,16,75,42,25,43,56,26,26,0,306,27,101,82,63,102,83,22,42,9,532,0,12,6,3,3,4,0,4,0,39,5,28,9,8,8,4,3,7,0,73
503011032,72,300,170,122,190,471,176,587,28,2120,0,10,0,3,0,3,0,7,0,19,4,7,5,3,6,15,6,25,0,74,4,15,8,0,3,7,0,8,0,43,0,5,5,0,3,3,0,0,0,10,4,4,12,5,3,11,0,7,0,44,0,3,3,3,0,5,0,0,0,13,0,59,31,10,16,9,6,18,0,154,4,55,21,0,7,10,7,4,7,108,9,6,4,0,0,4,3,0,0,29,0,3,8,0,4,7,0,0,0,27,3,18,16,5,5,6,0,6,0,67,0,21,5,11,3,15,9,15,0,76,12,38,42,24,31,54,10,33,3,248,0,8,0,4,3,11,5,6,0,35,7,6,6,4,15,11,0,15,0,66,16,78,40,23,20,36,17,25,4,256,28,97,90,54,71,85,12,40,5,475,3,14,9,0,6,0,0,3,0,40,0,23,0,9,14,6,0,0,0,58
503011033,72,275,158,91,287,597,205,574,9,2273,0,0,3,0,0,3,0,0,0,10,11,6,5,11,11,24,7,15,0,82,0,16,5,0,4,0,3,0,0,37,0,0,8,3,5,0,0,0,0,21,0,18,11,3,9,14,4,9,0,68,0,4,6,3,0,0,0,0,0,21,0,77,23,6,13,10,3,5,0,146,0,69,20,10,9,6,0,3,0,116,5,3,3,0,5,0,5,0,0,23,0,4,5,4,0,0,0,7,0,21,8,8,11,6,15,15,3,14,0,70,0,9,4,4,7,7,0,5,0,32,6,51,62,28,31,44,21,46,0,293,3,8,10,5,9,6,0,4,0,41,3,15,20,7,21,19,4,11,0,103,7,85,58,33,50,41,17,35,0,337,23,125,131,78,73,53,18,34,0,540,0,24,13,6,7,4,0,9,0,54,4,17,8,10,12,3,0,6,0,61
503011034,75,358,226,180,299,614,193,723,24,2691,4,4,3,0,6,0,0,6,0,23,9,7,11,8,3,18,8,20,0,86,0,12,25,0,5,0,0,0,0,64,0,0,0,0,4,5,0,0,0,19,0,12,11,4,7,12,4,5,0,51,0,7,6,6,7,8,0,0,0,34,11,85,39,23,16,19,5,14,0,205,17,91,31,18,19,10,5,15,0,195,0,3,8,3,5,0,0,0,0,21,0,0,5,4,0,3,0,5,0,19,3,12,6,3,8,15,3,4,0,70,3,17,10,5,10,12,3,11,0,65,19,51,44,36,35,49,17,37,3,281,4,13,20,5,10,4,6,12,0,69,3,17,10,8,38,22,0,11,0,110,21,112,88,25,32,45,16,53,5,391,23,126,128,85,75,98,21,49,3,607,0,18,7,3,0,6,0,0,0,42,0,41,17,7,12,6,4,11,0,102
503011035,117,954,404,222,516,1024,360,1092,52,4743,0,11,0,3,3,0,0,0,0,13,11,11,15,6,13,35,12,31,0,138,8,26,15,6,11,5,0,7,0,71,0,3,7,3,6,10,0,4,0,38,9,20,9,6,6,16,7,5,0,71,0,11,8,3,4,6,0,9,0,48,19,193,63,24,18,15,8,11,3,360,18,215,68,31,22,12,4,14,3,393,0,7,0,3,0,3,0,7,0,28,3,6,5,0,12,8,3,0,0,36,7,26,15,7,11,19,5,17,0,107,0,32,9,7,10,24,0,14,0,97,16,110,88,37,60,91,32,72,3,514,3,27,17,8,7,12,3,5,0,79,17,12,26,21,27,35,14,25,0,176,24,226,107,52,84,89,32,87,4,697,46,285,219,136,152,175,42,80,5,1143,7,45,8,6,7,12,0,6,0,92,5,48,25,10,16,6,0,4,0,119
503011036,71,377,170,109,227,569,244,677,14,2470,4,0,0,0,0,0,0,0,0,14,3,12,14,6,12,23,6,17,0,96,0,7,7,3,0,5,0,8,0,37,0,0,0,0,7,0,0,0,0,6,0,11,3,0,11,6,4,6,0,48,0,9,6,3,4,11,0,5,0,36,9,78,38,8,6,9,7,10,0,163,4,59,24,15,6,12,0,10,0,124,9,7,10,0,0,5,0,0,0,26,0,0,0,0,0,0,0,0,0,14,5,15,16,9,10,11,5,3,0,63,0,11,7,7,8,11,8,3,0,58,15,45,47,29,42,55,15,40,3,293,0,7,9,3,4,7,0,3,0,30,5,16,17,0,28,16,4,10,3,110,13,87,60,47,36,56,17,43,0,362,23,133,107,75,60,87,35,54,3,580,0,29,6,3,7,3,0,8,0,66,0,15,20,5,7,5,0,4,0,61
503021037,0,0,0,0,0,3,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503021038,94,295,205,147,556,990,340,758,23,3412,0,0,0,0,5,0,0,0,0,14,14,6,22,20,25,56,16,46,0,199,5,19,4,5,12,15,0,6,3,69,0,5,4,8,14,15,4,0,3,53,7,3,17,7,6,26,4,13,0,86,4,9,6,3,12,6,5,9,0,49,9,93,52,15,31,29,6,12,5,254,7,77,42,15,15,15,5,12,0,199,0,3,0,0,12,6,0,0,0,34,0,7,4,4,14,4,4,5,0,37,8,3,25,10,22,32,10,13,0,122,5,11,8,6,10,8,0,6,0,60,20,50,66,46,72,97,16,44,4,408,0,13,13,10,10,12,4,6,0,78,17,16,29,19,87,63,21,15,0,257,14,107,87,53,78,63,29,57,0,487,37,131,146,106,169,98,36,58,5,791,9,28,15,6,12,15,3,8,0,87,3,30,28,14,21,10,4,9,0,116
503021039,142,535,402,277,820,1175,431,1057,56,4891,0,6,5,0,0,0,0,0,0,12,14,13,12,13,24,53,23,46,3,204,3,28,17,8,13,22,0,16,0,108,0,0,5,0,14,14,4,0,0,40,0,14,25,3,14,27,10,17,0,110,0,11,12,7,10,15,0,0,0,57,13,162,88,27,62,30,12,22,3,417,18,174,74,33,33,39,6,31,0,402,0,11,14,5,12,22,0,3,0,61,4,7,4,9,12,20,6,9,0,55,15,9,12,13,45,37,13,19,0,170,3,19,12,9,17,18,6,10,3,87,25,78,75,67,121,125,52,78,3,624,0,32,24,11,28,24,10,10,0,138,25,24,35,22,121,90,29,33,0,377,24,147,93,65,104,103,52,56,0,644,65,167,179,111,229,130,46,65,4,988,6,40,26,15,19,17,4,14,0,147,3,36,26,11,32,33,14,11,0,161
503021040,85,296,194,154,460,757,256,616,29,2842,0,3,0,0,0,4,0,0,0,15,9,3,7,10,11,42,10,28,3,125,0,14,11,9,10,17,4,7,0,60,0,0,0,0,14,10,0,4,0,32,0,5,9,0,11,22,4,9,0,64,0,0,9,0,3,9,6,6,0,35,3,69,46,23,37,19,8,13,6,217,6,66,47,18,23,24,12,8,0,201,0,4,8,3,5,11,0,0,0,34,0,4,5,4,13,5,0,5,0,36,8,3,10,6,22,22,4,12,0,86,0,0,10,4,13,8,3,9,0,53,14,46,43,26,61,76,14,62,0,343,4,17,6,9,13,7,8,11,0,80,14,18,25,23,66,44,9,10,0,205,23,70,64,43,50,57,36,45,3,385,42,85,112,71,116,80,25,46,0,572,0,28,9,9,14,12,9,10,0,82,6,21,21,15,24,24,4,9,0,112
503021042,110,557,328,254,663,1197,423,993,43,4565,0,7,4,0,0,0,0,0,0,15,12,10,13,11,23,80,28,53,0,230,3,21,16,6,19,22,0,10,0,95,5,0,0,4,16,3,4,9,0,40,0,17,9,8,12,25,3,12,0,92,3,11,4,0,8,20,6,3,0,53,10,135,70,25,30,34,6,12,5,323,6,113,48,25,23,17,6,16,0,254,4,10,11,3,0,13,0,4,0,43,0,11,10,0,7,3,3,12,0,49,3,9,16,11,30,29,7,14,0,126,3,17,10,0,8,17,4,7,0,64,24,98,96,60,99,153,53,108,6,682,3,14,24,6,14,15,9,13,3,96,16,24,19,19,72,58,12,19,0,237,15,164,98,56,95,111,57,77,0,671,62,226,195,155,199,235,57,107,3,1242,4,42,12,9,15,11,3,4,0,105,8,38,18,14,26,13,6,11,5,130
