SA2_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
502011027,..,33,32,12,19,22,14,9,0,141,..,26,62,45,70,128,205,146,107,788,25,27,21,13,20,15,23,10,5,156,2312,1169,1407,1485,1264,1085,905,518,181,10325,..,37,949,1682,1510,1362,1119,684,120,7462,..,257,727,413,266,146,74,37,4,1920,..,33,169,253,243,107,54,28,11,911,4636,..,..,..,..,..,..,..,..,4636,..,1026,..,..,..,..,..,..,..,1026,..,693,231,80,42,30,3,0,0,1079,..,90,56,27,32,53,53,28,24,363,..,60,62,30,20,14,10,0,3,204,..,68,98,37,29,31,29,17,8,312,..,54,163,121,151,210,300,220,141,1358,47,59,44,36,42,27,35,16,4,296,4681,2358,2496,2681,2341,1989,1671,1034,316,19564
502011028,..,25,19,17,18,22,27,9,0,132,..,25,30,28,81,164,224,240,94,892,13,20,9,12,7,12,26,11,0,117,771,540,487,505,650,792,883,577,170,5376,..,16,232,402,555,761,988,604,118,3677,..,104,254,159,164,129,98,56,9,967,..,17,96,143,161,100,36,25,25,607,1542,..,..,..,..,..,..,..,..,1542,..,333,..,..,..,..,..,..,..,333,..,336,130,75,38,21,13,0,0,616,..,68,33,17,25,46,40,22,14,262,..,27,20,12,10,8,6,0,0,87,..,51,47,32,40,47,46,18,4,271,..,39,74,83,157,302,386,341,143,1516,20,44,26,20,17,27,32,20,6,217,1559,1038,903,944,1169,1443,1642,1083,311,10094
502011029,..,9,8,9,13,15,7,3,0,66,..,6,16,22,49,72,102,134,47,448,16,22,15,4,8,13,18,10,6,109,934,503,496,591,588,599,576,374,92,4756,..,23,345,565,628,688,702,419,97,3470,..,104,227,219,147,132,68,25,9,938,..,8,77,124,122,60,36,17,11,453,1870,..,..,..,..,..,..,..,..,1870,..,369,..,..,..,..,..,..,..,369,..,346,131,63,40,15,3,0,0,589,..,34,22,14,8,23,37,20,10,172,..,25,24,15,3,4,7,0,0,83,..,21,20,17,27,28,14,8,5,137,..,16,56,58,108,161,211,205,76,895,33,36,26,18,23,27,35,20,6,215,1900,977,927,1084,1111,1152,1117,713,207,9196
503011030,..,3,14,0,4,0,0,3,0,27,..,3,0,5,3,25,52,100,95,283,0,6,3,3,0,0,0,4,5,25,552,431,155,319,552,472,299,304,178,3253,..,0,56,418,879,766,469,369,139,3104,..,6,45,56,70,60,15,11,6,274,..,0,0,13,53,35,7,13,14,144,1148,..,..,..,..,..,..,..,..,1148,..,669,..,..,..,..,..,..,..,669,..,163,136,20,14,16,0,0,0,355,..,28,6,0,0,6,8,13,14,82,..,3,9,0,4,0,0,0,0,29,..,17,76,5,7,0,4,3,0,100,..,7,3,20,15,35,71,128,124,414,5,16,9,4,10,4,3,10,4,61,1155,918,346,543,1060,936,588,542,306,6384
503011031,..,70,55,6,12,10,6,3,0,159,..,47,92,65,50,108,159,202,132,852,7,14,16,6,4,6,5,0,0,71,578,556,496,483,585,535,504,440,199,4379,..,5,194,561,648,577,547,454,112,3099,..,52,265,100,80,67,65,22,4,654,..,0,7,50,149,73,28,12,13,351,1173,..,..,..,..,..,..,..,..,1173,..,559,..,..,..,..,..,..,..,559,..,151,105,29,19,13,9,0,0,329,..,50,25,0,6,10,19,9,15,132,..,18,24,8,0,0,0,0,0,53,..,125,139,15,13,18,5,5,0,331,..,75,174,111,109,186,239,271,170,1337,24,19,39,12,11,13,9,8,3,137,1200,1067,981,887,1047,963,917,790,312,8160
503011032,..,38,89,13,5,9,4,3,0,162,..,17,51,34,26,62,100,64,47,406,10,14,20,5,6,8,6,8,3,77,557,469,410,392,542,494,425,233,82,3597,..,0,139,441,713,677,555,317,58,2907,..,26,198,126,106,85,59,26,3,626,..,3,7,33,97,43,22,9,6,210,1153,..,..,..,..,..,..,..,..,1153,..,590,..,..,..,..,..,..,..,590,..,156,91,15,13,9,4,0,0,290,..,40,17,5,3,12,5,5,5,90,..,8,20,5,0,0,0,0,0,30,..,62,167,29,3,20,5,11,0,292,..,33,108,76,69,121,155,107,55,726,15,23,33,16,15,10,4,11,3,135,1179,935,772,739,1018,978,816,478,142,7052
503011033,..,14,22,4,0,4,0,0,0,45,..,11,13,16,11,45,75,68,49,287,3,14,6,3,10,4,9,0,0,44,908,536,253,568,717,596,357,198,87,4231,..,4,154,805,1123,886,534,267,64,3835,..,8,95,91,97,91,17,4,0,409,..,0,7,33,84,59,20,10,15,220,1855,..,..,..,..,..,..,..,..,1855,..,809,..,..,..,..,..,..,..,809,..,241,130,24,15,13,4,0,0,432,..,27,12,0,10,13,16,11,13,100,..,3,18,3,0,6,0,0,0,32,..,29,40,13,4,14,5,3,0,102,..,8,21,28,29,77,108,88,61,422,14,22,9,0,8,5,8,5,3,80,1863,1142,496,1009,1376,1162,703,388,154,8293
503011034,..,49,68,10,4,10,3,6,0,148,..,52,76,81,49,108,141,140,63,697,22,19,15,6,8,14,8,0,0,91,871,752,530,622,769,632,518,317,108,5113,..,3,234,728,1035,789,638,325,78,3834,..,52,257,135,116,86,59,26,0,736,..,0,18,48,127,70,20,11,17,304,1634,..,..,..,..,..,..,..,..,1634,..,837,..,..,..,..,..,..,..,837,..,203,134,25,16,11,6,0,0,397,..,26,31,6,3,9,19,17,7,113,..,17,38,10,3,0,5,0,0,69,..,78,128,23,20,27,14,13,4,299,..,77,155,169,118,214,247,193,81,1262,29,35,33,17,10,24,14,6,0,166,1666,1337,1018,1161,1453,1223,1022,584,191,9652
503011035,..,255,166,14,0,16,11,6,0,475,..,56,83,44,58,96,193,173,133,841,7,51,18,14,6,13,10,4,0,117,1417,1238,838,1028,1117,960,938,556,211,8310,..,17,443,1393,1649,1354,1325,765,176,7109,..,99,290,150,127,121,64,20,3,886,..,0,16,91,133,106,41,25,17,421,2926,..,..,..,..,..,..,..,..,2926,..,1349,..,..,..,..,..,..,..,1349,..,248,280,60,38,13,9,0,0,653,..,90,46,14,14,17,26,27,16,253,..,62,55,12,5,0,0,0,0,131,..,495,413,47,10,32,17,13,0,1029,..,98,188,99,143,165,288,236,163,1372,15,83,43,26,17,19,16,3,3,229,2936,2557,1768,1894,2132,1825,1781,1090,377,16363
503011036,..,27,43,3,5,5,4,4,0,100,..,10,13,10,26,69,135,123,91,480,3,6,11,5,4,12,8,0,0,52,826,534,365,531,725,586,505,288,139,4497,..,5,234,730,1060,802,636,327,87,3882,..,21,164,99,94,66,33,17,4,502,..,6,4,45,107,86,27,12,14,291,1816,..,..,..,..,..,..,..,..,1816,..,863,..,..,..,..,..,..,..,863,..,193,152,27,19,13,0,0,0,401,..,22,10,4,0,12,10,10,12,77,..,10,11,3,5,3,3,0,0,31,..,56,81,14,10,3,15,11,0,198,..,12,32,29,48,102,194,167,112,698,11,22,19,9,12,15,15,4,0,111,1829,1204,713,959,1347,1105,940,549,227,8870
503021037,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,17,..,0,0,0,0,7,3,3,0,16,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,3,4,34
503021038,..,73,133,11,16,8,8,3,0,250,..,17,104,92,89,119,146,95,56,723,9,12,28,13,4,7,8,0,7,86,1060,581,964,968,860,585,380,183,99,5684,..,7,461,1165,1075,649,393,138,44,3926,..,71,604,297,194,138,40,10,0,1353,..,0,15,87,136,70,21,24,20,378,2205,..,..,..,..,..,..,..,..,2205,..,571,..,..,..,..,..,..,..,571,..,204,120,39,36,21,0,0,0,413,..,46,49,15,12,27,18,9,13,181,..,27,45,11,3,5,0,0,0,88,..,129,267,40,19,27,15,11,3,503,..,29,188,200,190,209,216,126,77,1231,26,28,41,27,12,20,9,6,7,174,2232,1109,1788,1870,1680,1166,716,318,150,11029
503021039,..,161,163,33,22,12,7,5,0,404,..,77,293,184,116,201,240,156,96,1367,18,31,22,19,14,17,12,9,5,151,1132,976,1382,1226,1051,988,728,330,154,7962,..,10,584,1304,1227,1121,779,284,79,5391,..,145,741,424,268,193,102,16,0,1889,..,4,27,111,154,106,33,30,30,501,2309,..,..,..,..,..,..,..,..,2309,..,795,..,..,..,..,..,..,..,795,..,277,202,57,47,22,9,0,0,610,..,63,62,17,18,36,37,11,12,257,..,37,63,13,8,11,0,0,0,124,..,274,378,81,50,40,30,13,3,869,..,122,529,384,271,378,404,219,128,2434,36,54,55,34,34,30,25,10,8,284,2348,1780,2644,2428,2078,1931,1422,579,269,15472
503021040,..,119,175,26,7,11,0,0,0,338,..,19,96,74,83,121,113,80,66,656,12,11,21,8,3,12,8,0,4,75,710,510,830,729,608,529,331,178,110,4524,..,3,313,812,709,569,354,170,47,2979,..,76,491,270,145,114,49,7,0,1150,..,0,18,64,91,46,18,18,21,278,1445,..,..,..,..,..,..,..,..,1445,..,375,..,..,..,..,..,..,..,375,..,165,91,24,27,33,4,0,0,352,..,46,47,13,8,10,20,14,9,170,..,23,57,13,3,3,0,0,0,97,..,229,365,74,18,25,10,7,0,735,..,33,188,182,172,225,193,120,82,1190,18,19,41,27,9,15,8,6,4,145,1466,968,1611,1472,1182,1049,659,339,163,8914
503021042,..,137,168,23,10,17,11,7,3,372,..,86,271,164,132,263,325,287,143,1670,12,21,27,17,15,11,15,9,0,124,1319,892,1306,1209,1067,987,911,578,209,8481,..,14,554,1413,1249,1031,996,514,108,5874,..,123,739,262,202,171,100,43,6,1648,..,3,27,117,194,123,42,29,6,544,2606,..,..,..,..,..,..,..,..,2606,..,854,..,..,..,..,..,..,..,854,..,228,160,46,31,13,0,0,0,476,..,76,52,16,7,20,39,19,16,243,..,25,34,9,8,3,0,0,0,83,..,227,313,40,20,24,32,14,0,689,..,144,515,338,281,449,545,416,179,2867,27,42,50,26,31,17,23,8,3,227,2632,1730,2444,2272,2026,1859,1776,1041,328,16110
503021043,..,127,177,20,16,7,21,3,5,380,..,77,257,170,153,224,262,164,112,1424,19,28,35,20,13,20,14,6,3,145,1596,956,1744,1572,1112,867,725,335,177,9086,..,49,1209,2076,1341,859,715,295,91,6633,..,151,686,354,209,171,69,21,6,1668,..,4,43,147,178,88,46,12,24,540,3288,..,..,..,..,..,..,..,..,3288,..,883,..,..,..,..,..,..,..,883,..,234,148,36,27,28,3,0,0,482,..,110,125,35,22,34,44,18,12,396,..,43,87,24,3,6,0,0,0,157,..,190,392,59,39,28,37,12,3,762,..,155,503,399,306,397,434,242,150,2580,26,35,64,42,22,27,25,11,3,259,3319,1842,3264,3165,2153,1634,1362,614,289,17643
503021295,..,144,269,57,4,18,3,0,0,499,..,100,290,172,113,126,115,47,29,1001,6,17,17,14,14,15,10,3,0,91,384,594,1573,819,541,529,388,137,38,5002,..,24,774,806,494,554,454,176,21,3303,..,198,818,271,134,103,63,10,3,1608,..,0,13,59,98,51,21,11,0,255,789,..,..,..,..,..,..,..,..,789,..,178,..,..,..,..,..,..,..,178,..,89,83,27,18,3,0,0,0,220,..,82,74,19,10,17,25,5,4,223,..,44,64,18,4,3,3,0,0,138,..,285,565,144,27,40,20,4,0,1087,..,195,622,447,306,322,239,89,41,2270,16,29,45,28,13,20,14,3,0,168,805,1133,3053,1824,1112,1120,837,291,70,10239
503021296,..,187,336,71,17,14,10,8,0,636,..,72,334,185,114,154,114,49,24,1058,0,17,31,21,14,14,10,5,3,115,497,550,1645,883,464,420,290,108,44,4899,..,31,577,687,343,292,242,92,12,2279,..,180,999,407,188,115,46,16,0,1952,..,4,28,72,80,50,20,8,9,267,945,..,..,..,..,..,..,..,..,945,..,155,..,..,..,..,..,..,..,155,..,78,56,30,10,12,3,0,0,182,..,43,61,18,8,19,13,6,6,174,..,29,92,18,9,0,0,0,0,149,..,391,719,165,68,45,24,10,0,1419,..,130,657,496,301,308,226,94,40,2242,3,42,71,42,31,16,15,9,4,226,950,1083,3257,1926,1027,856,582,233,73,9981
503021297,..,181,254,43,14,5,9,0,0,506,..,94,306,199,111,113,80,54,18,976,3,23,32,17,4,6,3,0,0,94,309,568,1560,765,388,343,242,102,28,4303,..,25,702,657,274,318,241,95,16,2338,..,196,921,282,104,60,30,11,3,1599,..,0,13,46,76,32,16,8,6,202,610,..,..,..,..,..,..,..,..,610,..,98,..,..,..,..,..,..,..,98,..,41,45,14,11,3,0,0,0,124,..,70,84,9,9,15,13,8,0,206,..,29,65,17,0,3,0,0,0,112,..,312,578,108,42,19,16,4,0,1072,..,213,761,605,333,294,207,113,26,2547,7,50,65,38,28,14,8,4,0,213,619,1026,3232,1788,869,759,529,241,56,9122
504011044,..,46,62,24,31,44,20,13,0,245,..,23,80,100,115,211,252,200,108,1087,24,18,16,12,9,20,6,10,7,120,1266,724,1050,1191,1015,978,787,439,176,7632,..,20,568,1208,1022,979,771,371,76,5010,..,130,640,389,268,165,80,22,0,1703,..,9,82,168,221,117,64,38,21,719,2631,..,..,..,..,..,..,..,..,2631,..,615,..,..,..,..,..,..,..,615,..,442,263,98,65,26,6,0,0,902,..,92,63,28,32,40,57,32,24,374,..,39,48,18,16,10,4,0,0,134,..,94,151,61,68,74,49,21,3,530,..,41,171,220,261,390,408,266,137,1904,40,31,33,23,27,31,16,14,7,222,2670,1516,2024,2217,1980,1836,1458,763,286,14745
504011045,..,83,146,33,43,50,26,8,0,388,..,33,149,128,177,263,333,239,152,1473,29,35,31,20,13,19,19,9,6,181,2005,1141,1831,1888,1656,1348,1018,568,272,11720,..,27,1139,2204,1744,1366,1016,515,143,8155,..,145,1032,666,452,280,111,27,3,2718,..,12,75,212,304,194,81,40,50,974,4132,..,..,..,..,..,..,..,..,4132,..,1057,..,..,..,..,..,..,..,1057,..,585,360,113,82,45,9,0,0,1196,..,126,91,33,41,68,66,47,34,505,..,71,88,27,21,19,3,3,0,224,..,174,344,111,99,111,58,19,4,925,..,70,303,301,350,505,535,355,194,2609,51,65,64,41,33,44,29,11,11,353,4178,2325,3500,3709,3134,2633,1910,1023,431,22859
504011046,..,122,176,50,25,24,9,0,0,406,..,90,307,227,172,198,218,114,42,1363,13,19,36,16,10,18,13,7,3,130,777,651,1532,1076,710,572,498,203,65,6089,..,37,768,989,601,444,419,158,41,3456,..,198,828,376,180,120,60,16,0,1774,..,6,40,127,134,65,29,14,13,418,1600,..,..,..,..,..,..,..,..,1600,..,329,..,..,..,..,..,..,..,329,..,122,92,43,20,11,4,0,0,289,..,85,72,20,9,20,20,13,5,245,..,22,78,22,6,6,0,0,0,137,..,257,403,113,71,51,24,9,0,929,..,159,572,522,382,414,414,211,63,2733,24,29,64,37,24,25,23,14,3,245,1627,1235,2920,2249,1438,1153,994,425,112,12157
504011047,..,78,116,41,39,30,22,13,0,345,..,29,100,80,144,192,274,235,140,1191,18,16,24,19,14,27,22,11,12,163,1708,1155,1729,1534,1317,1254,1180,732,286,10889,..,31,1077,1721,1410,1430,1328,839,140,7980,..,157,842,434,219,142,83,25,0,1906,..,22,96,225,313,165,104,75,65,1064,3503,..,..,..,..,..,..,..,..,3503,..,1031,..,..,..,..,..,..,..,1031,..,640,476,163,115,92,13,0,0,1515,..,150,150,57,57,93,86,66,46,708,..,91,141,45,30,16,15,3,0,340,..,202,338,128,106,80,54,27,7,938,..,59,253,238,314,382,447,351,184,2238,43,46,62,45,40,39,34,16,12,336,3546,2438,3432,3061,2610,2448,2165,1409,458,21564
504011048,..,9,9,9,6,8,4,4,0,45,..,13,30,16,33,46,114,98,49,395,0,11,8,0,3,8,9,3,3,49,590,434,395,451,493,561,581,295,96,3902,..,4,252,529,639,760,802,349,68,3414,..,35,138,81,74,42,27,18,0,417,..,4,26,63,94,62,38,35,14,339,1214,..,..,..,..,..,..,..,..,1214,..,478,..,..,..,..,..,..,..,478,..,278,239,75,48,32,3,0,0,669,..,31,35,13,11,27,27,30,13,192,..,19,22,4,6,11,3,0,0,70,..,22,29,17,12,15,8,4,0,121,..,13,66,64,71,92,170,133,57,671,10,22,13,10,3,11,14,3,3,95,1229,910,832,848,961,1047,1086,572,167,7661
504021049,..,5,4,0,13,0,5,0,0,26,..,0,5,3,15,29,21,13,10,94,0,7,4,0,4,5,7,3,0,31,193,150,113,160,219,239,138,47,18,1291,..,0,60,161,250,307,179,53,8,1033,..,21,66,51,56,53,12,0,0,262,..,0,15,24,30,13,13,5,3,103,427,..,..,..,..,..,..,..,..,427,..,143,..,..,..,..,..,..,..,143,..,114,41,25,7,0,0,0,0,187,..,7,4,0,0,12,10,6,8,47,..,11,4,4,3,3,3,4,0,27,..,5,9,7,13,8,9,3,0,55,..,0,18,10,28,51,48,27,9,193,0,15,10,7,7,11,7,3,0,56,433,321,220,285,396,469,281,105,27,2540
504021050,..,0,7,3,9,6,12,0,0,38,..,3,4,6,21,57,81,52,16,244,7,13,7,0,0,5,9,5,0,56,632,339,251,443,566,495,444,207,56,3438,..,0,188,548,743,676,576,288,49,3075,..,12,111,130,126,102,42,17,0,538,..,0,12,46,67,39,25,12,14,220,1293,..,..,..,..,..,..,..,..,1293,..,407,..,..,..,..,..,..,..,407,..,243,105,34,24,17,8,0,0,424,..,12,7,7,16,15,17,23,6,96,..,14,9,3,9,3,7,0,0,44,..,0,11,10,13,15,22,0,0,71,..,8,11,23,42,96,131,82,31,433,20,20,19,12,0,10,18,5,0,111,1318,723,465,808,1045,972,840,432,109,6708
504021051,..,9,9,0,7,8,6,0,0,42,..,0,17,15,21,44,105,87,24,307,8,10,4,0,3,3,5,3,0,42,477,313,355,326,347,355,350,213,44,2773,..,9,246,370,412,436,418,213,29,2134,..,43,207,114,84,48,26,22,3,547,..,6,22,40,71,48,8,15,5,221,988,..,..,..,..,..,..,..,..,988,..,250,..,..,..,..,..,..,..,250,..,218,98,30,16,12,3,0,0,368,..,31,22,10,6,21,13,12,6,124,..,15,12,6,3,7,0,0,0,45,..,26,30,11,9,21,12,0,0,105,..,12,39,36,50,77,148,123,32,514,11,23,15,5,8,9,5,10,0,84,994,633,676,618,671,673,643,390,82,5387
504021052,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,7,0,0,5,..,0,0,0,3,0,5,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10
504021053,..,3,8,3,12,11,16,10,0,65,..,7,17,20,52,90,120,105,49,465,25,28,19,15,13,13,15,7,4,145,1101,694,574,785,982,989,734,367,112,6343,..,6,398,871,1149,1254,1005,470,84,5240,..,49,295,276,271,210,97,19,0,1215,..,3,40,98,140,108,42,19,24,473,2258,..,..,..,..,..,..,..,..,2258,..,694,..,..,..,..,..,..,..,694,..,515,253,81,42,29,4,0,0,930,..,35,29,10,19,30,29,31,23,208,..,36,24,12,18,13,9,5,0,107,..,11,21,8,24,38,31,11,5,143,..,14,43,54,123,172,202,157,64,833,41,55,28,34,22,25,27,13,9,256,2300,1411,1139,1435,1817,1869,1452,719,209,12347
504021054,..,9,14,11,25,16,14,0,0,105,..,16,40,35,71,133,178,179,104,757,22,19,12,6,10,5,17,8,4,103,1006,660,712,752,783,816,714,446,167,6051,..,14,429,677,751,876,780,428,77,4039,..,147,408,277,193,163,86,31,3,1313,..,22,81,167,183,102,61,46,15,682,2009,..,..,..,..,..,..,..,..,2009,..,493,..,..,..,..,..,..,..,493,..,497,226,89,69,25,9,0,0,922,..,89,53,22,32,53,74,36,14,359,..,47,30,14,11,11,3,4,0,122,..,31,50,35,64,50,28,14,4,267,..,34,108,112,199,259,306,241,142,1397,36,37,32,21,14,21,22,11,0,202,2048,1407,1425,1415,1518,1565,1374,801,261,11806
504031055,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,3,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
504031056,..,28,12,3,20,31,16,5,0,123,..,14,34,25,49,129,165,95,38,555,16,23,21,12,9,16,12,3,0,122,1689,1215,1107,1110,1287,1347,737,337,110,8930,..,32,709,1238,1532,1829,942,355,71,6711,..,112,334,312,228,151,38,18,6,1202,..,27,140,209,259,191,81,33,18,964,3390,..,..,..,..,..,..,..,..,3390,..,1142,..,..,..,..,..,..,..,1142,..,940,634,133,64,28,5,0,0,1807,..,100,96,29,46,90,80,59,32,535,..,48,68,34,21,11,10,4,0,203,..,59,101,41,38,65,31,14,5,349,..,40,109,92,138,272,256,138,59,1097,37,52,52,35,24,22,19,6,0,252,3425,2551,2238,2130,2353,2664,1468,629,191,17643
504031057,..,26,44,19,20,19,16,6,4,154,..,22,75,68,75,141,140,72,37,634,19,34,30,17,14,15,3,5,0,145,2128,1249,1681,1577,1228,1100,675,272,101,10006,..,59,1341,2066,1484,1321,829,267,35,7402,..,178,589,336,222,161,51,6,0,1541,..,21,158,220,233,142,90,27,20,925,4478,..,..,..,..,..,..,..,..,4478,..,1126,..,..,..,..,..,..,..,1126,..,796,477,174,58,25,10,0,0,1543,..,145,158,63,67,90,102,61,28,712,..,57,88,37,25,14,17,0,3,243,..,73,159,89,59,46,39,12,4,469,..,46,221,189,189,274,245,115,46,1325,47,71,59,42,28,26,11,5,0,284,4521,2572,3251,3214,2363,2095,1395,504,144,20055
504031058,..,5,3,10,7,8,7,0,0,36,..,5,12,15,27,32,36,19,7,152,10,19,11,4,4,10,0,0,0,57,471,299,323,330,398,351,228,84,21,2503,..,8,214,321,439,431,332,116,7,1858,..,65,176,128,118,70,28,8,0,587,..,8,42,56,69,30,13,14,0,233,1010,..,..,..,..,..,..,..,..,1010,..,233,..,..,..,..,..,..,..,233,..,258,62,25,23,7,0,0,0,371,..,34,12,0,4,17,25,15,6,116,..,15,24,0,12,4,3,4,0,62,..,10,14,15,18,12,12,4,0,86,..,8,39,26,48,74,70,30,8,312,19,35,23,12,9,9,11,0,0,116,1031,662,602,590,744,663,486,190,30,4997
504031060,..,0,0,0,5,3,0,0,0,5,..,3,3,5,10,6,14,8,4,46,0,9,4,3,0,4,4,0,0,24,218,161,87,159,249,236,132,57,11,1317,..,4,57,186,341,338,183,86,20,1214,..,26,39,39,82,49,27,6,0,272,..,0,9,11,13,18,5,3,0,64,419,..,..,..,..,..,..,..,..,419,..,170,..,..,..,..,..,..,..,170,..,121,40,5,8,0,0,0,0,180,..,0,0,0,0,0,10,13,9,37,..,4,0,0,5,4,6,4,0,32,..,0,0,3,5,3,0,0,0,20,..,4,10,6,20,24,25,16,7,114,7,10,3,3,0,12,8,0,4,51,426,335,163,266,483,458,264,128,38,2550
