SA2_CODE_2021,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
501011001,0,8,19,12,14,19,7,0,76,4,7,4,0,4,6,0,0,23,11,58,97,81,98,96,38,9,490,8,21,43,42,45,34,8,6,197,13,16,27,40,22,17,9,5,144,0,5,14,14,14,14,7,4,75,0,8,11,17,24,25,8,3,91,0,6,15,20,29,33,18,0,127,3,13,13,13,13,8,10,0,66,3,3,8,7,6,3,0,0,38,7,14,23,18,10,8,6,0,79,0,0,0,0,0,0,0,0,5,4,0,10,11,6,6,0,0,33,23,30,69,63,48,40,20,12,310,78,184,353,332,329,310,127,28,1748,0,3,23,11,10,10,3,0,63,0,0,0,0,0,0,0,0,0,0,11,5,4,0,0,0,0,22,0,8,8,3,0,0,0,0,20,4,13,25,19,12,6,0,0,80,4,27,60,52,57,63,25,7,296,5,38,67,42,64,39,23,6,287,3,37
501011003,4,19,29,36,23,36,6,0,162,0,4,4,13,10,7,0,0,38,25,85,158,176,168,168,64,20,859,19,81,102,89,84,60,23,0,464,11,20,40,46,31,27,15,5,187,0,11,28,33,35,21,16,6,139,0,3,26,15,27,47,17,0,138,19,51,66,85,78,67,40,8,413,11,24,32,19,30,32,15,3,161,8,11,17,18,3,16,3,0,75,14,24,42,35,21,16,0,0,154,0,0,0,0,0,0,0,0,3,3,3,17,3,5,7,6,0,42,62,62,86,101,75,59,43,9,504,176,401,652,671,584,552,254,48,3339,0,15,29,26,14,15,0,0,106,0,0,0,4,4,0,0,0,6,9,10,7,10,9,4,3,0,53,0,7,10,11,3,0,0,0,39,7,17,26,16,19,3,0,0,85,21,74,119,104,123,77,57,8,583,9,46,106,104,96,108,35,5,505,13,90
501011004,3,16,38,34,25,27,10,3,149,5,5,13,12,7,0,0,0,46,20,92,105,151,110,81,24,9,591,21,64,98,71,84,46,5,0,379,4,32,55,46,20,18,8,0,180,3,21,17,33,22,15,8,0,118,3,4,29,27,29,25,18,5,139,10,48,52,44,42,37,11,3,250,5,30,32,27,23,27,12,5,157,3,10,20,14,17,13,0,0,80,9,46,56,48,20,9,0,0,193,0,0,0,0,0,0,0,0,0,0,7,11,9,9,10,0,0,48,51,87,82,117,42,54,8,13,458,153,472,605,637,450,344,106,40,2798,0,29,38,25,4,6,0,0,98,0,7,10,0,3,5,0,0,16,0,8,19,7,3,3,3,0,47,0,10,9,12,3,3,0,0,36,5,3,36,9,10,3,0,0,72,19,82,104,89,84,56,16,3,455,6,39,110,89,101,81,24,7,450,22,87
501011293,0,3,7,15,6,11,8,4,59,8,10,10,3,4,0,0,0,47,33,77,101,130,126,144,61,4,675,23,54,50,39,54,43,30,7,290,6,16,20,23,17,19,12,0,112,0,5,15,23,24,12,3,0,94,0,7,11,19,19,23,7,3,100,20,30,26,42,41,44,13,4,225,3,5,21,23,10,20,9,0,101,5,18,12,9,4,4,0,0,50,13,35,33,35,18,16,0,0,152,4,0,0,0,0,0,0,0,6,5,4,5,9,7,5,0,0,32,27,62,49,67,50,37,40,10,344,143,330,357,443,388,385,195,36,2274,0,7,13,10,9,5,3,0,42,0,3,6,5,0,0,0,0,17,4,3,6,5,0,3,0,3,29,0,3,8,3,0,4,0,0,15,4,8,7,7,5,4,0,0,38,24,60,68,78,80,61,26,3,403,13,40,67,87,72,63,17,5,360,38,58
501011294,3,8,27,15,16,11,10,0,95,14,16,22,11,5,8,0,0,84,57,173,261,236,244,233,136,28,1366,43,123,97,110,100,117,48,19,665,8,26,53,36,41,33,13,7,220,6,24,45,51,32,27,14,3,188,3,24,34,35,37,54,28,4,225,35,52,59,106,81,77,50,5,477,15,30,25,39,28,28,18,5,192,14,5,17,11,11,11,4,0,74,20,45,55,40,35,30,7,5,232,3,5,0,0,0,0,0,0,10,4,3,15,17,7,8,0,0,53,39,80,118,91,71,85,60,38,581,264,628,828,790,729,711,391,125,4463,4,11,22,27,20,5,3,0,92,0,6,9,3,6,3,0,0,23,3,9,11,12,7,8,8,4,58,6,6,8,9,3,0,4,0,35,6,13,22,22,14,5,3,0,94,54,126,175,137,165,140,76,34,903,24,89,176,164,138,106,51,9,760,68,149
501021005,0,12,13,9,13,11,11,0,75,17,24,27,11,7,0,0,0,90,126,363,414,382,327,252,87,10,1962,37,108,108,75,83,49,22,6,489,13,19,22,26,31,25,7,0,145,10,23,33,25,35,17,4,3,148,3,14,38,37,50,46,14,4,206,33,43,91,91,75,47,20,3,398,21,18,27,28,30,28,9,4,164,15,4,11,10,6,8,0,0,53,12,33,45,36,27,8,3,0,159,3,0,0,0,0,0,0,0,5,4,17,25,19,18,10,0,0,94,63,93,112,96,102,71,32,8,569,348,775,966,838,810,569,210,38,4555,4,17,22,25,22,4,3,0,99,0,11,7,5,7,0,0,0,38,10,32,27,17,13,8,4,0,123,4,4,7,11,3,0,0,0,25,3,17,21,17,17,0,0,0,73,54,123,141,127,150,102,40,6,745,38,106,159,154,138,95,29,4,720,75,190
501021007,0,0,0,12,10,4,4,0,31,0,3,3,0,5,0,0,0,21,27,73,79,80,101,71,36,0,471,8,18,26,26,35,25,3,0,132,5,8,17,18,14,11,3,0,77,0,4,5,6,12,14,5,0,47,3,3,4,14,7,12,0,0,59,5,12,15,13,23,15,4,0,93,4,5,4,8,9,11,7,0,54,6,0,3,4,0,0,0,0,17,3,4,7,4,0,0,3,0,28,0,0,0,0,0,0,0,0,4,0,3,0,7,4,3,0,0,14,26,15,27,48,38,34,21,6,222,93,152,200,255,265,201,81,8,1262,0,3,8,10,8,0,0,0,33,0,0,4,3,0,0,0,0,9,3,5,10,0,6,3,0,0,25,3,0,0,0,5,0,0,0,14,5,3,15,11,5,0,0,0,44,18,30,50,46,57,29,18,0,258,4,18,39,54,40,28,3,0,193,18,45
501021008,0,3,3,4,6,0,0,0,18,9,11,6,8,11,0,0,0,40,31,66,71,64,82,79,34,5,428,16,28,29,26,27,20,14,3,164,4,11,13,5,6,4,0,0,37,3,19,4,7,9,5,0,0,50,0,5,8,12,16,11,6,3,59,18,22,18,16,11,10,5,0,99,9,16,18,9,21,10,4,0,83,3,10,4,7,5,0,0,0,20,5,22,21,19,11,5,0,0,81,0,0,0,0,0,0,0,0,3,5,3,6,3,8,3,0,0,29,45,69,66,56,38,36,20,11,341,147,283,274,230,231,171,85,23,1442,10,14,8,5,4,5,0,0,36,0,3,4,0,0,0,0,0,6,4,9,5,4,0,3,0,3,38,0,0,0,5,0,0,0,0,11,6,11,13,5,5,0,0,0,33,17,47,31,35,41,33,10,7,218,19,41,35,29,18,11,7,3,164,31,64
501021009,0,4,6,3,3,3,0,0,21,7,4,9,0,3,0,0,0,29,73,159,172,174,183,151,58,9,978,8,37,31,19,34,17,13,3,147,0,14,8,4,8,9,3,0,52,6,0,6,11,17,15,6,0,65,0,0,6,7,17,11,4,0,46,13,15,20,15,14,13,4,0,89,0,9,6,9,7,8,0,0,38,0,0,0,0,0,0,5,0,8,0,9,9,23,16,3,8,0,69,0,0,0,0,0,0,0,0,6,5,7,5,6,5,4,5,0,28,53,56,52,56,62,59,40,24,414,173,312,328,328,374,293,145,39,1993,0,4,0,4,0,3,0,0,17,0,0,3,0,0,0,0,0,3,5,6,9,13,0,0,0,0,42,3,0,0,3,0,0,0,0,12,7,8,7,6,4,0,0,0,33,19,37,22,32,49,54,26,0,241,18,47,58,59,47,31,8,4,263,37,70
501021010,0,0,4,5,0,8,0,0,22,9,0,0,3,0,0,0,0,13,16,59,64,70,71,54,10,0,347,3,15,10,14,21,5,3,0,70,6,5,10,12,14,10,0,0,56,0,4,8,0,9,4,3,0,29,0,0,0,8,16,13,0,0,36,6,8,13,25,15,9,3,0,79,0,0,0,3,3,3,0,0,22,0,0,0,0,0,0,0,0,4,4,0,4,6,4,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,15,4,9,19,30,25,31,11,9,150,57,102,136,191,173,145,41,16,859,0,0,0,3,8,0,0,0,13,0,0,0,0,0,0,0,0,4,0,3,8,3,3,0,0,0,13,0,0,0,3,0,0,0,0,3,4,5,0,0,5,5,0,0,29,6,19,33,30,35,10,8,0,144,12,14,23,32,33,18,6,3,143,9,30
