SA2_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
501011001,3,0,0,0,3,0,0,3,132,20,10,0,166,6,0,6,172,12,0,182,354,83,16,4,463,5,0,5,465,24,0,484,24,3,17,0,44,0,0,0,44,0,0,44,0,0,4,0,3,0,0,0,3,3,0,8,514,106,44,12,677,9,0,9,689,32,3,722,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,8,0,0,8,3,0,0,0,5,0,0,0,8,0,0,8,522,105,44,12,684,11,0,11,694,33,3,735,119,19,24,4,167,0,0,0,164,15,0,184,0,0,0,0,0,0,0,0,0,0,6,7,643,124,68,14,853,10,0,10,863,52,8,920
501011003,10,0,0,0,10,0,0,10,366,82,16,4,461,0,0,0,461,14,0,481,810,140,63,9,1019,7,0,7,1028,16,4,1044,69,11,21,3,104,0,0,0,104,0,0,107,8,0,3,13,20,0,0,0,28,0,0,28,1249,230,96,26,1606,7,0,5,1611,33,4,1650,4,0,0,0,4,0,0,0,4,0,0,4,13,0,3,0,18,5,0,5,20,0,0,23,15,0,3,0,22,5,0,5,20,0,0,25,1263,230,103,26,1625,6,0,12,1638,36,4,1676,189,31,18,11,242,0,0,0,242,29,0,275,0,0,0,0,0,0,0,0,0,0,6,8,1455,262,117,41,1869,6,0,12,1882,63,7,1957
501011004,3,0,0,0,3,0,0,3,275,65,13,0,353,3,0,9,356,15,0,374,611,146,34,4,796,0,4,4,795,32,0,827,48,13,22,0,74,0,0,0,74,0,0,79,4,0,0,7,12,0,0,0,12,0,0,12,928,222,67,9,1236,3,4,14,1248,50,0,1296,4,0,0,0,4,0,0,0,4,0,0,4,12,6,0,0,18,0,0,0,18,0,0,15,15,6,0,0,22,0,0,0,22,0,0,24,945,231,67,9,1256,3,4,14,1264,50,0,1325,209,45,6,15,273,4,0,4,280,26,0,302,0,0,0,8,7,0,0,0,7,0,6,16,1152,280,75,29,1538,17,4,14,1555,77,3,1639
501011293,0,0,0,0,0,0,0,0,271,37,18,0,321,0,4,5,325,16,0,343,417,55,12,9,488,3,0,4,492,29,0,522,27,8,16,0,45,0,0,0,46,0,0,46,0,0,0,9,7,0,0,0,7,0,0,7,716,95,44,15,868,5,4,10,874,48,0,920,6,0,0,0,6,0,0,0,6,0,0,6,12,0,0,0,12,0,0,0,15,0,0,15,20,0,0,0,20,0,0,0,23,0,0,23,734,95,44,15,889,5,7,10,900,48,0,941,186,26,6,0,218,8,0,10,228,23,0,257,0,0,0,0,0,0,0,0,0,0,0,6,922,123,49,15,1108,13,10,18,1132,68,9,1202
501011294,10,0,0,0,10,0,0,11,544,82,19,4,655,4,0,6,662,45,0,701,1134,150,68,7,1360,10,8,14,1379,54,0,1432,52,18,10,0,80,0,0,0,80,3,0,84,7,0,0,7,17,0,0,0,17,0,0,17,1744,258,94,14,2110,15,7,22,2134,99,0,2235,3,0,3,0,15,5,0,5,14,5,0,23,22,0,6,0,28,0,0,0,28,0,0,33,26,3,9,0,41,5,0,5,45,7,0,46,1770,261,107,14,2153,20,7,23,2180,106,0,2285,414,72,27,11,525,11,0,11,534,40,0,572,6,0,0,0,6,0,0,0,5,0,9,12,2190,328,127,29,2678,32,7,37,2715,150,12,2874
501021005,14,0,0,0,14,5,0,21,781,77,16,7,886,6,5,5,892,35,0,930,1315,103,57,14,1481,12,0,17,1494,39,0,1533,116,9,18,7,151,0,0,0,151,0,0,152,3,0,0,7,14,0,0,0,14,6,0,12,2214,189,94,36,2525,17,11,24,2550,77,0,2633,9,3,0,0,8,0,0,0,8,3,0,16,55,0,0,0,55,6,0,7,63,0,0,63,65,3,0,0,67,6,0,7,75,3,0,79,2277,192,94,36,2593,24,11,28,2622,80,0,2712,627,61,39,15,744,9,0,9,757,74,0,832,0,0,0,0,0,0,0,0,0,0,3,6,2906,252,127,51,3335,28,11,39,3380,159,4,3546
501021007,3,0,0,0,3,0,0,3,137,23,0,4,165,0,0,0,163,7,0,175,320,30,10,3,363,0,0,5,365,14,0,378,23,0,3,0,32,0,0,0,32,0,0,32,6,0,0,3,13,0,0,0,13,0,3,11,489,59,18,12,570,3,0,0,576,21,3,595,6,0,0,0,6,0,0,0,6,4,0,13,4,7,6,0,11,0,0,0,13,0,0,13,14,7,6,0,18,0,0,0,19,4,0,24,503,60,21,12,587,0,0,4,595,21,3,616,146,13,4,8,174,5,0,5,175,13,0,191,0,0,0,0,0,0,0,0,0,0,4,4,647,77,26,17,761,4,0,5,771,37,7,813
501021008,5,0,0,0,5,0,0,5,125,10,0,0,136,4,3,7,143,6,0,146,206,36,3,4,250,0,0,0,252,25,0,276,12,0,10,0,22,0,0,0,22,0,0,22,3,0,0,0,3,0,0,0,3,7,5,8,340,50,14,4,409,4,3,6,418,35,5,456,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,0,13,4,0,4,14,0,0,14,12,4,3,0,13,4,0,4,14,0,0,14,356,51,23,4,422,8,3,9,435,35,5,472,157,13,0,0,179,6,0,6,182,28,0,211,0,0,0,4,4,0,0,0,4,0,0,4,513,66,19,6,607,8,3,14,623,61,3,687
501021009,3,0,0,0,3,0,0,3,169,16,0,9,196,8,0,6,201,14,0,215,406,35,20,0,462,0,0,0,470,15,3,491,30,4,9,0,50,5,0,5,48,0,0,48,3,0,0,10,8,0,0,0,8,0,6,11,612,53,24,19,713,12,0,11,728,33,8,769,3,0,0,0,11,0,0,0,14,0,0,14,13,0,0,0,13,0,0,0,13,3,0,19,20,0,0,0,28,0,0,0,27,3,0,29,636,61,24,19,737,18,0,15,755,33,8,796,189,19,14,17,239,13,0,8,247,70,6,326,7,0,0,0,5,0,0,0,5,0,0,11,828,74,42,32,983,26,0,28,1011,103,9,1127
501021010,4,0,0,0,4,0,0,4,99,6,0,0,105,0,0,0,105,0,0,111,270,19,3,10,304,0,0,0,304,0,0,304,12,0,0,0,12,0,0,0,12,0,0,12,3,0,0,0,4,0,0,0,4,0,0,4,387,20,6,12,432,0,0,0,432,0,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,20,6,12,432,0,0,0,432,0,0,432,62,14,8,0,85,0,0,0,85,7,0,91,0,0,0,4,4,0,0,0,4,0,0,4,454,34,17,19,522,0,0,0,522,7,0,531
