SA2_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021012,14,0,0,0,14,0,0,12,365,29,19,0,412,3,0,3,415,23,0,444,791,81,33,0,910,14,7,14,924,16,0,945,66,3,13,4,84,4,0,4,90,0,0,90,9,0,0,3,12,0,0,0,12,0,3,22,1238,111,61,12,1422,16,7,23,1444,42,3,1489,5,0,0,0,5,0,0,0,4,0,0,4,32,0,0,0,32,7,0,7,34,3,0,42,38,0,0,0,38,5,0,5,44,3,0,45,1270,111,61,12,1459,22,7,29,1489,47,3,1534,377,49,11,19,461,17,3,26,484,6,0,491,0,0,0,3,3,0,0,0,3,0,9,11,1652,163,69,35,1923,41,10,54,1978,52,12,2040
501021014,7,0,0,0,7,0,0,7,322,27,8,6,358,0,0,0,361,18,0,379,454,51,17,8,528,9,0,9,535,17,0,547,38,0,0,0,41,0,0,0,41,0,0,41,9,4,0,0,17,0,0,0,17,0,0,17,824,77,30,12,946,8,0,8,955,35,0,987,0,0,0,0,0,6,0,6,6,0,0,6,13,0,6,0,19,0,3,3,16,0,0,16,16,0,6,0,20,6,3,7,27,0,0,27,838,79,29,12,958,13,3,14,979,35,0,1011,225,23,8,13,267,4,10,12,282,50,0,333,0,0,0,0,0,0,0,0,0,0,0,0,1063,107,38,26,1234,14,10,25,1261,85,0,1350
501021015,10,0,0,0,10,0,0,10,147,21,7,0,173,9,0,9,186,13,0,198,322,29,13,3,368,0,0,0,367,6,5,380,33,3,8,0,39,0,0,0,39,8,0,48,6,0,0,6,12,0,0,0,12,0,0,16,517,51,24,10,598,9,0,9,608,29,5,637,3,3,0,0,8,7,0,7,13,0,0,13,15,0,5,0,18,6,0,6,18,0,0,22,18,3,5,0,26,11,0,11,37,0,0,37,534,54,23,12,623,17,0,17,640,31,5,670,159,29,18,5,213,6,5,10,225,15,0,236,0,0,0,0,0,0,0,0,0,0,7,9,696,81,46,17,835,27,5,30,870,43,12,918
501021016,3,0,0,0,3,0,0,3,91,17,3,3,115,0,0,0,115,3,0,116,210,8,4,4,233,0,3,3,233,6,0,237,12,5,0,0,20,0,0,0,20,0,0,20,0,0,0,7,11,0,0,0,11,0,0,11,321,27,9,12,371,0,3,3,373,8,0,378,5,0,0,0,4,0,0,0,9,0,0,9,9,4,0,0,11,0,0,0,11,0,0,11,15,7,0,0,20,0,0,0,22,0,0,22,335,35,9,15,392,0,3,4,390,8,0,397,83,10,12,3,107,14,0,15,122,27,0,143,0,0,0,0,0,0,0,0,0,0,0,0,416,44,20,20,499,9,3,16,515,32,0,543
501021251,23,0,0,0,24,0,0,27,420,59,8,8,496,9,0,16,515,26,0,539,769,71,44,0,882,6,0,12,893,12,0,910,66,0,15,0,79,0,0,0,79,0,0,81,0,0,0,4,7,0,0,0,7,0,0,12,1257,131,67,18,1469,21,6,24,1492,37,0,1533,4,0,0,0,4,12,0,12,14,0,0,14,18,0,0,0,17,0,0,0,23,0,0,20,17,0,0,0,21,15,0,15,32,0,0,33,1276,136,67,18,1489,32,6,36,1528,36,0,1570,357,20,10,0,387,14,0,14,404,33,0,432,4,3,0,12,17,0,0,0,17,0,3,16,1638,165,74,27,1898,46,6,54,1950,70,3,2022
501021252,7,0,0,0,7,0,0,7,144,16,0,0,167,0,0,0,167,10,0,175,218,18,12,4,253,3,0,3,259,9,0,266,25,4,0,0,26,0,0,0,26,0,0,26,0,0,0,6,6,0,0,0,6,0,0,6,387,39,16,5,450,3,0,3,448,14,0,467,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,6,3,0,0,0,3,0,0,0,3,0,0,6,391,39,16,5,450,3,0,3,456,18,0,468,69,6,0,0,76,0,0,0,76,8,0,87,0,0,0,0,0,0,0,0,0,0,0,0,457,41,21,5,528,3,0,3,531,23,0,558
501021253,7,0,0,0,7,0,0,7,304,37,8,0,347,6,0,6,350,24,0,370,630,74,13,0,725,7,0,7,729,15,3,741,37,16,5,0,63,3,0,3,62,0,0,62,0,0,0,3,3,0,0,0,3,0,0,10,976,124,32,7,1135,10,0,10,1148,41,4,1192,7,0,0,0,8,0,0,0,8,0,0,7,13,0,0,0,13,0,0,0,17,0,0,17,18,0,0,0,18,0,0,0,18,0,0,23,990,128,32,7,1157,13,0,13,1170,39,4,1214,242,39,21,7,302,3,0,3,307,37,0,343,0,0,0,5,5,0,0,0,5,0,0,5,1233,162,50,17,1464,19,0,19,1478,76,4,1560
501021254,3,0,0,0,3,4,0,3,77,11,8,0,98,0,0,0,98,0,0,97,166,31,5,0,199,0,3,3,206,22,0,225,10,9,6,0,22,0,0,0,22,0,0,22,0,0,0,8,8,0,0,0,8,0,0,8,251,53,19,8,327,0,3,3,332,17,0,352,7,0,0,0,10,0,0,0,11,0,0,11,11,4,0,0,16,0,0,0,16,0,0,17,19,0,0,0,21,8,0,8,27,0,0,25,269,54,19,8,352,8,3,7,360,20,0,380,116,22,7,0,144,7,0,9,154,39,0,188,0,0,0,0,0,0,0,0,0,0,4,4,385,74,24,14,497,14,3,13,513,55,4,576
501031017,0,0,0,0,0,0,0,0,198,14,7,5,226,12,0,12,232,10,0,240,354,61,12,7,429,4,0,4,433,14,0,446,13,3,4,5,25,0,0,0,25,3,0,24,8,0,0,8,16,0,0,0,15,0,0,15,572,79,22,25,696,12,0,12,706,27,0,725,0,0,0,0,0,0,0,0,0,4,0,4,11,0,0,0,11,0,0,0,11,0,0,7,11,0,0,0,11,0,0,0,11,7,0,15,577,79,22,25,703,12,0,12,715,28,0,738,163,19,10,8,202,3,0,3,201,25,0,229,0,0,0,0,0,0,0,0,0,0,3,3,739,94,33,34,901,15,0,15,918,48,3,970
501031018,3,0,0,0,3,0,0,4,130,18,3,0,153,0,0,0,158,11,0,162,278,27,19,5,323,3,0,3,327,8,0,334,35,7,13,0,54,0,0,0,54,0,0,54,0,0,0,15,14,0,0,0,14,0,0,18,438,50,39,19,546,3,0,4,550,19,0,571,4,0,0,0,4,0,0,0,9,0,0,9,11,0,0,0,11,0,0,0,11,0,0,11,20,0,0,0,20,0,0,0,17,0,0,17,453,50,39,19,562,3,0,7,570,19,0,589,201,24,15,9,248,6,0,6,256,21,0,274,0,0,0,0,0,0,0,0,0,0,4,4,650,71,55,27,809,5,0,7,825,35,4,864
501031019,0,0,0,0,0,0,0,0,133,22,4,0,156,3,0,3,160,11,0,169,294,30,13,3,337,0,5,5,340,19,0,359,12,5,7,0,28,0,0,0,28,5,0,27,4,0,0,10,14,0,0,0,14,0,0,14,445,57,17,9,532,3,5,6,537,31,0,577,0,0,0,0,6,0,0,0,6,0,0,4,5,0,0,0,8,0,0,0,8,0,0,8,10,0,0,0,12,0,0,0,12,0,0,11,455,57,17,11,549,3,5,6,552,34,0,586,121,13,4,12,161,6,0,10,169,25,6,189,0,0,0,0,0,0,0,0,0,0,10,12,576,76,28,28,702,8,5,15,720,61,15,789
501031020,0,0,0,0,0,0,0,0,121,22,5,0,152,0,0,0,152,0,0,155,184,50,3,0,242,0,0,0,242,13,0,252,6,5,0,0,10,0,0,0,10,5,0,14,4,0,0,0,4,0,0,0,4,3,0,9,319,72,10,3,404,0,0,0,404,19,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,72,10,3,408,0,0,0,408,19,0,431,50,13,6,4,66,3,0,3,72,21,0,95,0,0,0,0,0,0,0,0,0,0,0,0,369,86,13,7,476,3,0,3,475,41,0,521
502011021,18,0,0,0,18,0,0,20,238,24,10,4,276,0,0,3,282,8,0,289,389,52,17,13,464,5,0,5,467,22,0,491,27,3,14,0,51,4,0,4,50,5,0,51,0,0,0,9,9,0,0,0,9,0,4,8,659,81,39,25,796,11,0,6,806,40,4,847,0,6,3,5,9,3,0,3,13,0,0,13,25,0,0,0,25,3,0,3,25,0,0,25,26,6,3,5,35,4,0,4,37,0,0,37,680,82,42,26,831,12,0,13,848,40,4,882,218,20,27,15,281,5,0,5,286,33,0,322,4,0,0,0,9,0,0,0,9,0,7,10,900,103,70,44,1115,19,0,22,1135,73,8,1211
502011022,19,0,0,0,20,4,0,25,247,25,7,0,277,0,0,0,278,13,0,291,392,54,18,0,460,11,0,13,471,25,0,489,19,10,3,0,32,0,0,0,32,0,0,32,10,0,0,8,17,0,0,0,17,5,0,23,668,84,32,8,786,7,0,9,797,45,0,846,4,0,0,3,9,6,0,6,10,0,0,10,11,7,0,0,16,4,0,4,23,0,0,22,15,7,0,5,24,8,0,8,36,0,0,32,685,87,32,12,812,14,0,23,833,42,0,877,179,21,14,5,221,0,0,0,225,38,5,266,4,0,0,0,0,0,0,0,0,0,3,7,863,111,43,19,1037,18,0,18,1060,80,4,1142
502011023,15,0,0,0,14,0,0,14,123,20,6,0,147,0,5,5,155,20,0,165,318,58,11,5,392,10,0,10,406,18,4,422,22,0,6,0,33,0,0,0,33,0,0,34,3,0,0,4,5,0,0,0,9,0,4,8,466,77,29,8,582,11,5,14,594,33,4,630,11,3,0,0,9,3,0,4,12,3,0,21,12,0,0,0,12,0,0,0,18,0,0,18,16,3,0,0,22,8,0,7,32,3,0,33,490,85,29,8,608,11,3,21,626,38,4,669,218,49,14,8,298,4,4,8,306,65,0,373,6,0,0,0,6,0,0,0,6,0,5,7,712,131,45,24,907,15,12,27,933,100,9,1044
502011024,45,4,0,5,47,6,0,57,547,78,30,4,660,11,3,9,672,26,3,696,836,75,44,10,964,15,0,11,972,31,0,1010,72,19,11,0,102,3,0,3,102,0,0,109,3,0,0,19,21,0,0,0,26,0,0,27,1460,162,90,34,1744,24,3,29,1774,61,3,1835,16,0,0,0,20,3,0,0,26,0,0,26,29,0,0,6,38,5,3,7,43,0,0,43,46,0,3,6,59,5,4,12,69,0,0,69,1512,162,95,39,1806,32,6,38,1844,61,3,1905,389,64,27,25,502,8,0,8,508,56,7,569,6,0,0,0,6,0,0,0,6,0,14,18,1907,225,123,58,2310,42,6,47,2355,120,17,2493
502011025,11,0,0,0,11,0,0,8,90,16,0,0,109,5,0,5,111,27,5,143,183,33,3,5,219,4,5,8,231,15,0,244,11,6,0,5,22,3,0,3,24,0,0,24,3,0,0,3,7,0,0,0,7,5,0,11,286,51,4,3,351,15,5,21,371,50,4,420,4,0,0,0,5,4,0,4,9,4,0,13,4,4,0,0,8,0,0,0,8,0,0,8,6,4,0,0,13,4,0,4,19,4,0,23,294,57,7,3,364,23,5,28,390,52,4,444,105,33,15,11,156,8,0,8,170,47,0,219,0,3,0,0,3,0,0,0,3,0,7,8,405,89,19,14,524,28,5,35,560,101,7,671
