SA2_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
501011001,0,0,0,0,0,0,4,17,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,9,10,19,5,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,12,3,32,170,94,70,65,86,41,4,17,0,9,0,0,18,610,0,0,8,6,8,5,17,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,18,20,17,19,38,20,7,9,4,7,0,0,4,164,19,59,223,161,178,152,228,135,19,29,13,29,15,5,47,1313
501011003,0,0,0,0,6,0,3,4,0,0,0,0,5,0,3,20,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,16,0,0,3,24,42,17,39,15,6,0,0,4,0,0,0,156,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,14,0,0,0,0,0,0,6,8,4,0,0,3,0,0,0,30,0,0,0,0,0,0,11,5,0,0,0,6,5,0,0,20,14,67,192,161,149,99,192,83,15,3,16,12,12,5,52,1061,0,4,5,17,3,10,11,9,0,0,0,0,3,0,0,68,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,4,3,27,30,38,33,57,45,15,15,17,21,3,0,4,305,36,104,281,305,372,256,443,272,57,46,56,65,41,6,100,2432
501011004,0,0,0,0,5,0,30,23,6,0,0,0,0,0,3,74,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,5,3,0,0,0,3,0,0,0,16,0,0,4,14,26,19,22,19,0,3,0,3,0,0,0,120,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,23,0,0,0,0,0,3,10,5,0,0,0,0,0,0,0,25,9,28,144,138,120,106,163,97,12,3,12,18,3,0,25,875,0,0,3,15,15,6,19,10,8,5,3,10,0,0,0,83,0,0,0,3,0,0,9,4,0,0,0,0,3,0,0,17,0,7,17,24,38,28,71,55,15,15,18,44,14,0,57,408,19,60,207,259,308,260,518,378,57,45,54,122,41,12,108,2455
501011293,0,0,0,0,7,0,23,14,4,0,3,7,0,0,4,60,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,15,0,0,0,4,5,14,53,26,0,8,0,6,3,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,14,6,0,0,0,0,0,0,0,28,11,48,236,162,133,61,136,46,4,3,3,8,10,5,14,881,0,0,0,4,5,0,3,6,0,0,0,3,0,0,0,32,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,20,6,5,23,28,18,9,38,15,4,10,8,12,0,0,5,177,31,94,308,264,230,157,391,228,23,29,23,40,22,4,44,1893
501011294,0,0,0,0,11,6,31,16,9,0,0,11,0,0,0,88,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,0,3,5,4,3,0,0,0,0,0,0,0,0,0,0,15,0,0,6,11,13,29,76,31,5,6,0,6,3,0,0,188,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,13,0,0,0,0,7,10,14,8,3,0,3,4,0,0,0,42,50,109,468,291,244,97,199,126,12,5,0,17,3,5,65,1702,0,0,6,9,4,6,11,7,0,3,0,0,3,0,0,55,0,0,0,3,0,8,11,11,4,0,0,7,0,0,3,41,8,14,44,23,27,16,73,48,6,9,5,3,10,0,0,292,102,184,592,463,461,287,637,435,66,49,46,69,28,26,99,3526
501021005,0,0,0,0,11,12,46,41,5,3,3,6,5,0,0,125,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,12,0,5,0,6,6,3,10,6,0,0,0,0,0,0,0,32,0,5,9,15,19,34,163,71,0,5,16,5,0,0,0,336,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,3,15,0,0,3,3,3,0,0,36,0,0,0,0,0,0,17,10,0,0,3,0,0,0,3,41,31,47,306,223,157,101,259,110,14,0,4,4,5,0,18,1275,0,0,0,12,5,0,6,7,0,0,0,0,0,0,0,37,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,14,3,4,19,24,40,33,109,53,0,5,7,6,0,14,3,328,58,118,400,375,428,318,1002,575,42,57,81,58,25,20,73,3627
501021007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,14,16,17,4,0,3,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,7,26,107,68,60,26,57,12,0,0,0,0,0,0,19,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,15,10,16,11,22,0,6,0,0,0,3,0,0,83,16,36,141,111,132,77,152,71,10,5,5,10,6,0,32,806
501021008,0,0,0,0,6,5,24,30,14,3,6,7,8,0,7,121,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,4,0,3,0,37,12,0,3,0,7,0,0,3,72,0,0,0,0,3,0,3,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,7,4,4,0,0,0,0,0,0,22,6,22,102,74,33,25,47,17,3,0,3,0,0,0,31,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,3,0,0,0,0,0,0,4,17,0,3,10,7,4,10,19,9,6,11,4,10,5,4,15,114,16,71,137,118,119,103,221,155,44,44,33,47,26,10,105,1259
501021009,0,0,0,0,9,4,13,8,0,0,3,0,0,0,0,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,4,9,0,28,0,0,0,5,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,9,16,30,168,98,44,16,22,7,5,0,0,0,0,0,17,431,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,15,13,11,11,13,4,0,0,4,0,0,0,0,63,48,74,229,160,136,62,155,64,7,3,11,7,6,4,38,1006
501021010,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,15,9,5,0,0,0,0,0,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,71,58,31,28,25,18,0,0,4,0,0,0,9,260,0,0,3,3,3,4,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,7,6,0,0,0,0,0,0,0,0,35,4,25,92,81,74,51,87,31,5,4,6,3,5,0,16,483
