SA2_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
501011001,0,0,0,40,3,44,0,0,0,0,0,0,0,0,0,843,835,1677,50,52,106,30,0,30,6,3,12,13,8,15,44,9,47,76,60,136,1097,971,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,16,17,32,15,18,30,0,0,0,7,0,7,0,0,0,7,0,7,212,258,472,224,248,466,15,12,30,1568,1508,3082
501011003,0,0,0,37,8,42,0,0,0,0,0,0,0,0,4,1726,1614,3337,107,113,224,41,0,39,4,0,4,32,12,45,82,19,100,111,89,199,2143,1849,3991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,8,0,7,36,7,40,43,6,48,0,0,0,0,0,0,4,0,3,5,0,10,381,533,912,424,462,888,23,39,60,3019,2887,5910
501011004,0,0,0,47,3,50,0,0,0,0,0,0,0,0,0,1516,1534,3052,160,110,268,25,0,25,7,0,6,57,21,83,83,21,105,87,106,197,1981,1801,3784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,4,0,9,40,13,50,42,12,63,0,0,0,0,0,0,0,0,0,0,0,4,234,326,560,387,387,776,25,9,38,2675,2542,5218
501011293,0,4,4,52,11,58,0,0,4,0,0,0,9,3,8,1415,1451,2862,107,115,229,20,0,23,3,0,3,39,11,50,52,16,64,40,34,73,1729,1647,3371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,8,0,0,3,5,0,4,10,6,21,26,5,29,36,10,45,0,0,0,3,0,3,0,0,0,6,0,6,108,159,274,273,299,575,13,12,28,2171,2129,4295
501011294,0,0,0,92,20,114,0,0,0,0,0,0,13,9,22,2794,2894,5687,239,238,483,37,0,37,7,0,7,81,41,120,93,17,109,85,100,182,3447,3318,6768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,3,4,10,0,14,21,3,24,34,13,47,48,22,68,0,0,0,9,0,9,0,0,0,14,3,19,185,360,547,609,663,1276,18,17,35,4327,4379,8710
501021005,4,0,0,158,38,204,0,0,0,0,0,0,4,12,10,3156,3076,6235,259,239,495,52,3,56,17,0,21,25,6,34,96,15,110,48,31,84,3829,3426,7254,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,57,9,60,3,8,8,9,0,9,73,8,78,51,17,66,126,30,152,3,0,4,6,0,6,3,0,3,8,4,18,124,254,384,640,661,1299,21,10,29,4747,4376,9131
501021007,0,0,0,34,4,40,0,0,0,0,0,0,0,0,0,854,866,1714,50,37,89,34,0,33,7,0,7,6,3,6,28,3,37,30,28,60,1047,943,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,9,0,8,8,5,21,18,10,31,0,0,0,3,0,3,0,0,0,3,0,3,92,122,219,172,182,349,13,13,28,1341,1274,2615
501021008,0,0,5,22,11,35,0,0,0,0,0,0,7,3,9,937,949,1886,96,97,194,14,0,16,0,0,0,22,5,21,21,10,33,25,20,42,1142,1100,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,14,0,0,0,0,0,0,16,4,12,16,7,30,29,10,39,0,0,0,0,0,4,0,0,0,5,0,5,25,40,60,136,200,340,14,6,16,1349,1363,2709
501021009,3,0,3,58,17,69,0,0,0,0,0,0,0,6,6,1163,1092,2258,121,100,216,22,0,22,4,0,6,7,4,8,30,8,38,35,34,75,1442,1264,2703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,0,0,0,0,0,0,11,3,14,17,6,26,24,9,36,0,0,0,3,0,3,0,0,0,0,0,0,32,66,106,294,254,545,15,9,22,1811,1608,3420
501021010,0,0,0,21,0,27,0,0,0,0,0,0,0,0,0,559,514,1075,34,19,57,20,0,24,9,0,11,0,0,5,20,0,20,28,11,40,702,554,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,8,4,3,9,0,0,0,4,0,4,0,0,0,4,0,4,68,88,160,108,109,223,7,6,15,899,768,1663
