SA2_CODE_2021,POL_CL_Oth_SEO,POL_CL_Oth_UOLSE_VWorW,POL_CL_Oth_UOLSE_NWorNAA,POL_CL_Oth_UOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_UOLSE_VWorW,POL_CL_Tot_UOLSE_NWorNAA,POL_CL_Tot_UOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_UOLSE_VWorW,POL_Croatian_UOLSE_NWorNAA,POL_Croatian_UOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_French_SEO,POL_French_UOLSE_VWorW,POL_French_UOLSE_NWorNAA,POL_French_UOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_UOLSE_VWorW,POL_German_UOLSE_NWorNAA,POL_German_UOLSE_Tot,POL_German_NS,POL_German_Tot,POL_Greek_SEO,POL_Greek_UOLSE_VWorW,POL_Greek_UOLSE_NWorNAA,POL_Greek_UOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_UOLSE_VWorW,POL_IAL_Bengali_UOLSE_NWorNAA,POL_IAL_Bengali_UOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Guj_SEO,POL_IAL_Guj_UOLSE_VWorW,POL_IAL_Guj_UOLSE_NWorNAA,POL_IAL_Guj_UOLSE_Tot,POL_IAL_Guj_NS,POL_IAL_Guj_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_UOLSE_VWorW,POL_IAL_Hindi_UOLSE_NWorNAA,POL_IAL_Hindi_UOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Nepali_SEO,POL_IAL_Nepali_UOLSE_VWorW,POL_IAL_Nepali_UOLSE_NWorNAA,POL_IAL_Nepali_UOLSE_Tot,POL_IAL_Nepali_NS,POL_IAL_Nepali_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_UOLSE_VWorW,POL_IAL_Punjabi_UOLSE_NWorNAA,POL_IAL_Punjabi_UOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhal_SEO,POL_IAL_Sinhal_UOLSE_VWorW,POL_IAL_Sinhal_UOLSE_NWorNAA,POL_IAL_Sinhal_UOLSE_Tot,POL_IAL_Sinhal_NS,POL_IAL_Sinhal_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_UOLSE_VWorW,POL_IAL_Urdu_UOLSE_NWorNAA,POL_IAL_Urdu_UOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_UOLSE_VWorW,POL_IAL_Oth_UOLSE_NWorNAA,POL_IAL_Oth_UOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_UOLSE_VWorW,POL_IAL_Tot_UOLSE_NWorNAA,POL_IAL_Tot_UOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_UOLSE_VWorW,POL_Italian_UOLSE_NWorNAA,POL_Italian_UOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japan_SEO,POL_Japan_UOLSE_VWorW,POL_Japan_UOLSE_NWorNAA,POL_Japan_UOLSE_Tot,POL_Japan_NS,POL_Japan_Tot,POL_Khmer_SEO,POL_Khmer_UOLSE_VWorW,POL_Khmer_UOLSE_NWorNAA,POL_Khmer_UOLSE_Tot,POL_Khmer_NS,POL_Khmer_Tot,POL_Korean_SEO,POL_Korean_UOLSE_VWorW,POL_Korean_UOLSE_NWorNAA,POL_Korean_UOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedon_SEO,POL_Macedon_UOLSE_VWorW,POL_Macedon_UOLSE_NWorNAA,POL_Macedon_UOLSE_Tot,POL_Macedon_NS,POL_Macedon_Tot,POL_Malayalam_SEO,POL_Malayalam_UOLSE_VWorW,POL_Malayalam_UOLSE_NWorNAA,POL_Malayalam_UOLSE_Tot,POL_Malayalam_NS,POL_Malayalam_Tot,POL_Persian_ED_SEO,POL_Persian_ED_UOLSE_VWorW,POL_Persian_ED_UOLSE_NWorNAA,POL_Persian_ED_UOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_UOLSE_VWorW,POL_Polish_UOLSE_NWorNAA,POL_Polish_UOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Portuguese_SEO,POL_Portuguese_UOLSE_VWorW,POL_Portuguese_UOLSE_NWorNAA,POL_Portuguese_UOLSE_Tot,POL_Portuguese_NS,POL_Portuguese_Tot,POL_Russian_SEO,POL_Russian_UOLSE_VWorW,POL_Russian_UOLSE_NWorNAA,POL_Russian_UOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_UOLSE_VWorW,POL_Samoan_UOLSE_NWorNAA,POL_Samoan_UOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_UOLSE_VWorW,POL_Serbian_UOLSE_NWorNAA,POL_Serbian_UOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipin_SEO,POL_SAL_Filipin_UOLSE_VWorW,POL_SAL_Filipin_UOLSE_NWorNAA,POL_SAL_Filipin_UOLSE_Tot,POL_SAL_Filipin_NS,POL_SAL_Filipin_Tot,POL_SAL_Indon_SEO,POL_SAL_Indon_UOLSE_VWorW,POL_SAL_Indon_UOLSE_NWorNAA,POL_SAL_Indon_UOLSE_Tot,POL_SAL_Indon_NS,POL_SAL_Indon_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_UOLSE_VWorW,POL_SAL_Tagalog_UOLSE_NWorNAA,POL_SAL_Tagalog_UOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_UOLSE_VWorW,POL_SAL_Oth_UOLSE_NWorNAA,POL_SAL_Oth_UOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_UOLSE_VWorW,POL_SAL_Tot_UOLSE_NWorNAA,POL_SAL_Tot_UOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_UOLSE_VWorW,POL_Spanish_UOLSE_NWorNAA,POL_Spanish_UOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_UOLSE_VWorW
501011001,..,0,0,0,0,0,..,15,0,15,0,15,..,0,0,0,0,0,..,27,0,30,3,32,..,51,0,55,0,58,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,10,0,10,0,10,..,20,0,20,0,20,..,7,0,4,0,4,..,0,0,0,0,0,..,5,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,4,9,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,11,0,11,..,26,0,26,0,26,..,0
501011003,..,0,0,0,0,0,..,28,8,36,0,36,..,0,0,0,0,0,..,56,0,57,0,59,..,104,0,104,5,108,..,16,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,11,0,11,..,0,0,0,0,0,..,10,0,10,0,10,..,12,0,11,0,11,..,0,0,0,0,0,..,3,0,3,0,3,..,41,3,40,0,40,..,48,0,48,0,47,..,13,3,12,0,12,..,0,0,0,0,0,..,11,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,28,0,26,0,26,..,7,0,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,5,..,12,0,12,0,12,..,0,0,0,0,0,..,4,0,8,0,8,..,19,0,25,0,25,..,36,0,36,0,36,..,4
501011004,..,3,0,3,0,3,..,45,14,59,0,59,..,0,0,0,0,0,..,118,0,120,0,119,..,95,3,103,4,105,..,3,0,3,0,4,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,19,0,19,..,90,5,98,5,97,..,27,4,31,0,31,..,0,0,0,0,0,..,22,11,26,0,26,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,34,0,38,0,38,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,29,4,24,0,24,..,23,0,26,0,25,..,39,3,37,0,37,..,11,0,15,0,15,..,105,8,112,0,112,..,107,5,111,0,114,..,0
501011293,..,5,0,5,0,5,..,28,14,36,0,36,..,0,0,0,0,0,..,18,0,19,0,19,..,38,0,38,0,42,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,30,0,28,0,28,..,5,0,5,0,5,..,4,0,4,0,4,..,7,0,7,0,7,..,47,0,46,0,46,..,16,4,16,0,16,..,6,0,8,0,8,..,0,0,0,0,0,..,9,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,10,3,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,4,15,0,15,..,17,0,17,0,17,..,26,0,26,0,28,..,4,0,4,0,4,..,53,0,58,0,58,..,13,0,13,0,8,..,7
501011294,..,0,0,0,0,0,..,35,10,51,0,51,..,11,0,11,0,11,..,48,0,46,0,46,..,80,6,85,0,87,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,7,0,7,..,6,0,6,0,6,..,14,0,19,0,19,..,34,0,38,0,38,..,14,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,82,9,88,0,88,..,63,3,65,0,68,..,30,0,30,0,30,..,0,0,0,0,0,..,13,7,20,0,20,..,5,0,5,0,5,..,0,0,0,0,0,..,4,3,5,0,5,..,8,0,10,0,10,..,20,0,19,4,20,..,10,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,12,4,13,0,18,..,26,0,26,0,26,..,33,3,31,0,31,..,9,0,9,0,9,..,79,3,79,0,86,..,14,0,14,0,14,..,8
501021005,..,3,0,4,0,4,..,107,45,149,0,149,..,5,0,5,0,5,..,16,0,16,0,16,..,33,0,33,0,33,..,12,0,12,0,12,..,7,0,7,0,7,..,35,7,39,0,39,..,38,0,39,0,39,..,0,0,0,0,0,..,23,0,22,0,27,..,0,0,0,0,0,..,8,0,8,0,8,..,10,0,8,0,8,..,118,13,134,0,128,..,99,5,101,0,101,..,8,0,8,0,8,..,4,0,4,0,0,..,19,21,40,0,40,..,0,0,0,0,0,..,22,3,27,0,27,..,4,0,4,0,4,..,25,0,25,0,25,..,11,0,11,0,11,..,6,0,6,0,6,..,8,0,8,0,8,..,6,0,10,0,10,..,44,0,48,0,48,..,22,0,22,0,27,..,54,0,53,0,53,..,35,5,43,0,43,..,162,6,164,3,171,..,21,6,21,0,21,..,13
501021007,..,0,0,0,0,0,..,11,0,11,0,9,..,0,0,0,0,0,..,5,0,5,0,5,..,15,0,15,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,5,0,5,0,5,..,0,0,0,0,0,..,11,0,11,0,11,..,3,0,3,0,3,..,0
501021008,..,3,0,3,0,3,..,33,26,56,3,57,..,0,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,10,4,12,0,12,..,0,0,0,0,0,..,3,0,10,0,10,..,0,0,0,0,0,..,5,0,5,0,3,..,6,0,6,0,6,..,8,0,8,0,8,..,16,0,16,0,18,..,0,0,0,0,0,..,45,0,46,0,49,..,37,5,44,0,44,..,12,5,13,0,13,..,0,0,0,0,0,..,13,5,16,0,16,..,0,0,0,0,0,..,20,0,20,0,20,..,0,0,0,0,0,..,6,0,8,0,8,..,0,0,3,0,3,..,5,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,32,0,34,0,34,..,14,0,17,0,17,..,48,0,44,0,44,..,13,0,20,0,20,..,107,7,121,0,121,..,12,0,14,0,14,..,0
501021009,..,0,0,0,0,0,..,15,6,20,0,20,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,29,0,29,0,29,..,4,0,4,0,4,..,0,0,0,0,0,..,0,6,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,13,0,13,0,13,..,6,0,8,0,8,..,3,0,3,0,3,..,4,0,4,0,4,..,28,0,32,0,32,..,3,0,3,0,3,..,0
501021010,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,4,0,4,0,4,..,0
