SA2_CODE_2021,M_AgriForestFish_0,M_AgriForestFish_1_19,M_AgriForestFish_20_29,M_AgriForestFish_30_34,M_AgriForestFish_35_39,M_AgriForestFish_40_44,M_AgriForestFish_45_49,M_AgriForestFish_50_over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_19,M_Min_20_29,M_Min_30_34,M_Min_35_39,M_Min_40_44,M_Min_45_49,M_Min_50_over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_19,M_Mnfg_20_29,M_Mnfg_30_34,M_Mnfg_35_39,M_Mnfg_40_44,M_Mnfg_45_49,M_Mnfg_50_over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_19,M_EGW_WS_20_29,M_EGW_WS_30_34,M_EGW_WS_35_39,M_EGW_WS_40_44,M_EGW_WS_45_49,M_EGW_WS_50_over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_19,M_Cnstn_20_29,M_Cnstn_30_34,M_Cnstn_35_39,M_Cnstn_40_44,M_Cnstn_45_49,M_Cnstn_50_over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_19,M_WTrade_20_29,M_WTrade_30_34,M_WTrade_35_39,M_WTrade_40_44,M_WTrade_45_49,M_WTrade_50_over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_19,M_RTrade_20_29,M_RTrade_30_34,M_RTrade_35_39,M_RTrade_40_44,M_RTrade_45_49,M_RTrade_50_over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_19,M_AccomFoodS_20_29,M_AccomFoodS_30_34,M_AccomFoodS_35_39,M_AccomFoodS_40_44,M_AccomFoodS_45_49,M_AccomFoodS_50_over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_19,M_TransPostWhse_20_29,M_TransPostWhse_30_34,M_TransPostWhse_35_39,M_TransPostWhse_40_44,M_TransPostWhse_45_49,M_TransPostWhse_50_over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_19,M_InfoMedTelecom_20_29,M_InfoMedTelecom_30_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40_44,M_InfoMedTelecom_45_49,M_InfoMedTelecom_50_over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_19,M_FinInsurS_20_29,M_FinInsurS_30_34,M_FinInsurS_35_39,M_FinInsurS_40_44,M_FinInsurS_45_49,M_FinInsurS_50_over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_19,M_RentHirREserv_20_29,M_RentHirREserv_30_34,M_RentHirREserv_35_39,M_RentHirREserv_40_44,M_RentHirREserv_45_49,M_RentHirREserv_50_over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_19,M_ProScieTechServ_20_29,M_ProScieTechServ_30_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40_44,M_ProScieTechServ_45_49,M_ProScieTechServ_50_over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_19,M_AdminSupServ_20_29,M_AdminSupServ_30_34,M_AdminSupServ_35_39,M_AdminSupServ_40_44,M_AdminSupServ_45_49,M_AdminSupServ_50_over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_19,M_PubAdmiSafety_20_29,M_PubAdmiSafety_30_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40_44,M_PubAdmiSafety_45_49,M_PubAdmiSafety_50_over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_19,M_EducTrain_20_29,M_EducTrain_30_34,M_EducTrain_35_39,M_EducTrain_40_44,M_EducTrain_44_49,M_EducTrain_50_over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_19,M_HealthCareSocA_20_29,M_HealthCareSocA_30_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40_44,M_HealthCareSocA_45_49,M_HealthCareSocA_50_over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_19,M_ArtRecServ_20_29,M_ArtRecServ_30_34,M_ArtRecServ_35_39,M_ArtRecServ_40_44,M_ArtRecServ_45_49,M_ArtRecServ_50_over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_19,M_OthServ_20_29,M_OthServ_30_34,M_OthServ_35_39,M_OthServ_40_44,M_OthServ_45_49,M_OthServ_50_over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_19,M_ID_NS_20_29,M_ID_NS_30_34,M_ID_NS_35_39,M_ID_NS_40_44,M_ID_NS_45_49,M_ID_NS_50_over,M_ID_NS_hours_NS,M_ID_NS_Tot
501011001,17,21,25,15,21,53,16,99,5,277,26,4,4,4,4,7,8,109,0,177,8,15,17,7,26,50,14,24,3,162,0,0,3,0,3,0,0,5,0,16,14,6,16,18,32,65,25,68,4,252,3,7,4,0,6,0,0,5,0,26,0,18,8,9,8,5,9,10,0,77,9,21,18,14,12,16,6,16,0,108,7,12,4,5,0,7,0,9,0,40,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,12,0,15,0,8,3,7,8,14,6,12,0,52,3,9,13,11,8,6,0,5,0,61,3,5,0,0,20,15,5,4,0,60,0,14,8,4,9,3,9,12,0,62,5,4,6,0,5,7,3,3,0,40,0,0,0,0,0,3,0,3,0,17,0,0,5,3,9,13,4,5,0,48,10,14,8,0,7,11,3,18,11,73
501011003,17,21,21,14,23,46,18,92,5,257,60,6,9,4,13,13,23,175,8,309,15,24,18,16,39,68,28,53,0,267,0,3,0,4,5,10,5,10,0,30,32,35,39,49,84,184,40,160,12,633,5,3,9,3,6,8,5,16,0,53,10,36,17,16,30,19,3,20,4,154,18,69,44,17,53,43,29,38,5,322,14,13,5,4,3,10,0,14,0,75,0,5,5,0,3,0,0,5,0,22,0,3,6,3,4,24,3,4,0,46,5,4,3,4,0,14,5,13,0,55,10,11,14,14,18,47,9,37,0,168,3,18,24,12,16,21,9,13,0,115,3,0,3,5,18,22,9,11,0,71,5,16,4,3,14,14,8,16,5,82,6,12,17,11,17,18,6,12,3,96,6,15,10,0,5,9,3,0,0,44,0,6,9,10,13,20,3,15,0,74,11,16,6,9,15,24,4,33,22,138
501011004,3,3,6,12,23,72,9,27,0,162,53,10,12,5,14,17,19,167,4,295,16,10,16,23,77,79,19,39,0,288,0,0,0,0,7,9,4,7,0,32,33,31,38,40,80,121,42,76,19,476,0,4,0,7,13,19,5,5,0,53,4,49,28,18,29,26,10,15,0,174,13,73,33,29,33,61,14,46,0,299,5,15,19,4,0,12,4,14,0,83,0,3,4,0,4,3,5,0,0,17,0,3,0,0,6,8,0,4,0,21,5,9,4,0,3,11,3,5,0,33,7,16,11,13,13,26,7,24,0,122,6,16,18,5,16,12,7,16,0,99,5,3,9,0,25,26,5,4,0,75,6,11,13,10,25,28,16,19,0,121,8,17,13,12,13,22,3,10,0,102,5,9,9,0,9,3,5,9,0,42,4,13,4,6,18,15,4,7,0,76,3,7,12,11,12,25,5,24,22,118
501011293,6,12,8,4,9,14,6,28,0,84,36,4,5,4,10,20,23,157,3,270,4,7,4,6,28,47,23,31,0,165,0,5,0,0,8,3,0,11,0,30,24,17,24,20,53,105,30,96,6,381,0,0,5,0,7,12,0,14,0,42,6,31,18,18,27,39,16,26,4,188,8,52,28,13,30,46,7,25,7,210,0,15,13,4,5,6,15,36,0,98,0,0,0,0,3,0,0,3,0,10,0,0,3,0,3,8,0,9,0,23,4,3,0,0,4,5,4,9,0,26,3,13,6,7,10,24,3,15,0,82,3,16,6,8,7,19,5,5,0,67,10,4,7,3,30,42,9,17,0,117,5,9,4,5,9,18,8,18,0,71,10,19,16,15,21,26,4,12,0,112,0,6,3,0,9,5,0,3,0,28,0,5,4,0,21,22,11,14,0,79,6,11,8,4,11,15,10,11,23,87
501011294,9,9,16,15,33,39,20,49,0,194,84,10,20,3,17,46,39,321,0,540,11,12,19,9,56,85,39,69,0,299,4,0,0,3,19,17,7,20,0,79,35,33,39,48,115,232,84,216,6,820,0,6,4,4,7,18,5,18,0,64,13,92,44,35,80,62,35,47,3,418,25,125,36,35,70,53,14,36,9,397,15,28,21,19,24,21,15,56,6,187,4,5,5,0,5,3,0,0,0,16,0,0,0,0,6,16,5,10,0,41,5,7,3,3,5,14,4,12,0,53,5,17,10,6,17,35,15,26,0,138,12,30,18,10,25,27,11,30,4,166,15,10,6,3,41,73,14,20,0,180,10,8,10,13,20,37,16,38,0,158,12,26,36,30,56,41,18,24,0,233,0,13,3,4,11,6,5,0,0,38,0,17,11,10,31,45,10,32,0,158,6,15,10,12,22,26,11,31,21,155
501021005,0,15,11,3,13,12,9,45,0,110,73,16,14,3,58,117,80,385,6,757,30,15,18,18,118,293,106,167,3,773,9,3,4,0,50,41,23,40,0,169,28,35,23,33,88,188,88,372,10,868,3,4,7,5,14,30,16,36,0,119,12,58,39,24,49,53,18,42,0,292,10,81,28,15,14,17,3,16,0,189,13,14,11,15,26,50,22,105,7,260,0,4,0,0,0,0,5,6,0,16,0,0,0,0,6,4,3,8,0,30,0,0,5,6,3,10,4,16,0,41,3,16,8,0,21,48,17,34,0,154,6,7,4,10,12,16,0,14,0,67,19,5,8,7,56,84,14,20,0,219,3,21,11,13,33,36,10,25,0,138,11,25,17,13,36,19,8,25,0,145,0,8,0,0,0,5,0,7,0,26,4,11,6,8,30,38,13,49,4,165,11,14,8,3,35,35,14,54,32,211
501021007,5,15,4,4,7,18,12,75,0,150,21,6,6,0,7,28,17,88,0,181,8,3,0,3,15,30,17,31,3,113,0,0,0,0,9,7,0,10,0,31,10,6,14,8,32,57,19,72,0,225,3,4,0,0,5,4,10,3,0,31,0,11,6,0,11,16,4,8,0,64,0,18,4,0,4,0,0,5,0,42,7,9,8,4,15,20,12,35,6,98,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,4,4,11,0,0,0,0,6,11,0,11,0,30,0,6,7,3,4,6,4,5,0,34,6,0,4,0,13,29,4,9,0,76,0,3,10,0,14,19,7,8,0,52,5,0,4,9,3,4,5,0,0,40,6,0,0,0,10,4,0,8,0,22,0,5,4,0,10,12,6,12,3,49,3,11,3,4,12,14,0,24,15,83
501021008,0,0,0,3,0,13,0,5,0,20,11,3,0,3,5,15,11,53,0,104,10,3,11,3,39,62,33,36,0,199,0,3,0,0,8,10,4,3,0,30,12,9,10,10,26,59,20,85,8,238,4,0,0,0,9,12,4,4,0,29,10,21,12,6,27,29,4,3,0,124,5,28,7,0,10,10,0,9,3,75,6,4,8,9,17,19,5,48,0,114,0,0,0,0,8,0,0,0,0,7,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,9,0,4,3,0,10,13,0,3,0,40,0,17,9,4,13,4,0,3,0,43,0,3,7,3,14,12,8,6,0,57,0,0,9,0,16,3,0,3,0,32,4,13,18,12,23,15,7,6,0,92,0,3,0,0,3,0,0,0,0,12,4,6,0,4,14,14,8,13,0,66,3,0,4,5,8,12,7,11,16,54
501021009,0,3,6,4,0,5,3,13,4,40,37,6,14,0,18,175,93,153,13,524,13,3,4,3,19,80,18,43,4,186,3,4,4,4,47,58,19,31,0,179,8,16,13,11,34,47,19,77,3,220,0,4,0,0,0,4,4,5,0,15,0,24,8,13,11,12,3,7,3,81,9,35,16,7,9,4,0,6,0,84,4,8,10,0,11,12,0,18,0,63,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,4,0,6,0,3,0,0,8,9,0,5,0,28,0,8,9,8,0,8,0,12,0,46,10,3,0,8,26,19,10,13,0,84,5,9,4,3,0,4,3,6,0,35,0,3,4,0,7,10,4,4,0,34,0,0,4,0,4,0,0,0,0,8,9,7,3,4,16,22,10,21,0,89,8,6,3,5,8,15,10,14,22,84
501021010,9,17,6,3,5,12,3,53,3,112,16,0,0,0,4,22,11,46,7,108,5,6,6,0,10,54,16,28,0,124,0,0,0,0,5,7,0,0,0,23,10,10,6,9,14,32,16,48,0,143,0,0,0,0,0,10,7,22,0,32,5,0,0,3,9,10,8,7,0,39,0,21,0,0,0,0,0,4,0,38,9,3,9,0,5,6,3,25,3,62,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,9,0,0,0,0,5,4,0,3,0,11,0,0,0,0,5,9,3,11,0,26,0,0,0,0,4,0,4,4,0,15,6,0,3,0,7,9,0,3,0,29,0,0,0,0,3,4,3,4,0,22,4,3,0,4,5,0,0,0,0,22,0,3,0,0,0,3,0,0,0,5,0,0,0,0,8,5,6,12,0,27,3,4,3,4,5,4,5,7,6,44
