SA2_CODE_2021,M_AgriForestFish_0,M_AgriForestFish_1_19,M_AgriForestFish_20_29,M_AgriForestFish_30_34,M_AgriForestFish_35_39,M_AgriForestFish_40_44,M_AgriForestFish_45_49,M_AgriForestFish_50_over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_19,M_Min_20_29,M_Min_30_34,M_Min_35_39,M_Min_40_44,M_Min_45_49,M_Min_50_over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_19,M_Mnfg_20_29,M_Mnfg_30_34,M_Mnfg_35_39,M_Mnfg_40_44,M_Mnfg_45_49,M_Mnfg_50_over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_19,M_EGW_WS_20_29,M_EGW_WS_30_34,M_EGW_WS_35_39,M_EGW_WS_40_44,M_EGW_WS_45_49,M_EGW_WS_50_over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_19,M_Cnstn_20_29,M_Cnstn_30_34,M_Cnstn_35_39,M_Cnstn_40_44,M_Cnstn_45_49,M_Cnstn_50_over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_19,M_WTrade_20_29,M_WTrade_30_34,M_WTrade_35_39,M_WTrade_40_44,M_WTrade_45_49,M_WTrade_50_over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_19,M_RTrade_20_29,M_RTrade_30_34,M_RTrade_35_39,M_RTrade_40_44,M_RTrade_45_49,M_RTrade_50_over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_19,M_AccomFoodS_20_29,M_AccomFoodS_30_34,M_AccomFoodS_35_39,M_AccomFoodS_40_44,M_AccomFoodS_45_49,M_AccomFoodS_50_over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_19,M_TransPostWhse_20_29,M_TransPostWhse_30_34,M_TransPostWhse_35_39,M_TransPostWhse_40_44,M_TransPostWhse_45_49,M_TransPostWhse_50_over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_19,M_InfoMedTelecom_20_29,M_InfoMedTelecom_30_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40_44,M_InfoMedTelecom_45_49,M_InfoMedTelecom_50_over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_19,M_FinInsurS_20_29,M_FinInsurS_30_34,M_FinInsurS_35_39,M_FinInsurS_40_44,M_FinInsurS_45_49,M_FinInsurS_50_over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_19,M_RentHirREserv_20_29,M_RentHirREserv_30_34,M_RentHirREserv_35_39,M_RentHirREserv_40_44,M_RentHirREserv_45_49,M_RentHirREserv_50_over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_19,M_ProScieTechServ_20_29,M_ProScieTechServ_30_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40_44,M_ProScieTechServ_45_49,M_ProScieTechServ_50_over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_19,M_AdminSupServ_20_29,M_AdminSupServ_30_34,M_AdminSupServ_35_39,M_AdminSupServ_40_44,M_AdminSupServ_45_49,M_AdminSupServ_50_over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_19,M_PubAdmiSafety_20_29,M_PubAdmiSafety_30_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40_44,M_PubAdmiSafety_45_49,M_PubAdmiSafety_50_over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_19,M_EducTrain_20_29,M_EducTrain_30_34,M_EducTrain_35_39,M_EducTrain_40_44,M_EducTrain_44_49,M_EducTrain_50_over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_19,M_HealthCareSocA_20_29,M_HealthCareSocA_30_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40_44,M_HealthCareSocA_45_49,M_HealthCareSocA_50_over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_19,M_ArtRecServ_20_29,M_ArtRecServ_30_34,M_ArtRecServ_35_39,M_ArtRecServ_40_44,M_ArtRecServ_45_49,M_ArtRecServ_50_over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_19,M_OthServ_20_29,M_OthServ_30_34,M_OthServ_35_39,M_OthServ_40_44,M_OthServ_45_49,M_OthServ_50_over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_19,M_ID_NS_20_29,M_ID_NS_30_34,M_ID_NS_35_39,M_ID_NS_40_44,M_ID_NS_45_49,M_ID_NS_50_over,M_ID_NS_hours_NS,M_ID_NS_Tot
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021012,0,4,0,3,5,11,4,23,0,48,46,10,9,3,19,69,39,200,12,412,28,15,14,12,83,180,59,78,3,463,5,4,4,0,23,32,16,25,0,106,19,20,20,22,61,139,49,237,5,580,6,0,0,0,12,17,8,29,0,77,4,41,36,18,36,36,23,22,0,216,5,57,14,6,19,13,9,10,0,127,8,6,9,7,21,38,24,71,3,191,0,0,4,0,4,0,0,0,0,12,0,0,0,0,8,4,6,7,0,26,0,0,0,3,3,8,10,7,0,34,0,4,8,5,19,32,13,31,0,104,3,7,3,7,9,14,0,13,0,52,18,4,9,8,32,36,8,18,0,123,0,6,5,3,20,16,12,15,0,73,6,9,11,22,22,16,7,13,0,111,0,7,0,0,0,0,0,0,0,14,6,10,6,3,27,32,14,33,0,129,7,6,0,0,23,23,12,36,23,138
501021014,13,36,24,28,29,46,19,123,6,322,39,9,4,0,36,36,24,125,8,283,24,42,12,19,136,137,68,103,8,555,0,4,0,0,8,12,9,21,0,59,11,20,15,5,24,69,38,143,9,343,3,0,4,0,5,15,6,11,0,42,0,24,12,5,16,17,10,19,4,95,0,19,5,3,8,8,0,7,0,51,4,5,6,5,0,12,10,46,0,93,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,16,0,0,0,0,4,0,0,4,0,12,0,3,3,3,3,14,0,18,0,44,6,8,8,3,6,10,0,4,0,38,6,6,4,6,31,37,6,10,0,103,3,7,5,5,11,18,3,11,0,66,0,3,8,7,9,9,0,4,0,32,0,7,0,5,4,4,0,3,0,21,5,0,3,0,3,15,5,19,3,61,5,12,7,4,15,20,16,26,18,123
501021015,0,3,7,0,8,8,4,8,0,34,29,3,3,5,8,32,18,97,3,197,10,5,9,4,49,75,40,53,0,248,0,10,4,4,14,11,4,9,0,56,12,10,21,14,46,72,31,106,0,313,7,0,0,0,6,13,3,18,0,44,6,18,13,15,25,24,16,13,0,120,6,33,17,7,13,11,8,12,4,102,3,7,7,9,13,21,16,27,0,96,0,3,0,3,3,0,0,0,0,13,0,6,0,0,5,3,0,5,0,13,0,0,0,0,10,6,0,4,0,23,0,10,0,4,6,14,3,11,0,51,3,5,6,3,7,4,10,4,0,43,4,0,5,7,18,23,7,11,0,77,0,8,6,7,16,18,3,11,0,67,6,11,9,19,27,10,4,6,0,86,0,7,0,0,0,5,0,6,0,18,0,9,9,0,16,27,6,3,0,67,5,6,10,6,6,15,4,17,7,82
501021016,7,11,5,12,3,25,7,17,4,91,28,9,6,0,20,13,15,107,8,200,17,6,9,7,66,21,23,30,3,175,3,0,0,0,0,3,0,9,0,20,9,14,5,6,8,33,17,93,8,196,3,0,0,0,3,4,3,5,0,15,0,12,4,0,6,4,0,9,0,33,0,8,0,4,0,0,0,5,0,18,3,8,0,0,4,9,6,13,0,39,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,4,0,14,0,6,0,3,3,6,0,4,0,23,0,0,0,0,12,7,4,0,0,34,0,4,4,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,5,0,0,0,0,7,10,0,7,0,26,5,10,0,3,6,4,5,8,13,50
501021251,3,0,0,5,4,9,4,15,0,43,31,6,8,5,8,44,35,173,7,322,18,14,10,9,43,114,54,68,0,325,5,0,0,3,22,30,7,8,0,85,9,13,15,10,36,119,44,169,4,412,4,6,4,0,10,11,5,13,0,53,3,42,18,13,37,24,15,23,0,175,12,63,12,10,9,8,7,8,4,131,0,6,8,5,16,29,13,54,3,142,0,6,0,0,6,0,0,0,0,10,0,0,0,0,4,9,0,0,0,19,0,0,0,0,6,0,0,9,0,12,3,4,3,3,12,22,6,23,0,74,3,9,3,3,9,4,5,14,0,49,7,4,5,5,41,41,13,22,0,130,0,8,3,11,19,28,12,13,0,93,6,3,24,16,41,50,0,23,0,172,0,3,0,0,10,0,0,4,0,20,0,3,4,0,18,36,12,29,0,110,7,0,9,4,14,23,8,21,16,106
501021252,0,0,3,0,0,8,0,20,0,27,13,0,0,0,4,23,10,49,0,111,4,0,0,3,9,28,9,23,0,86,3,0,0,0,9,6,0,10,0,24,8,3,8,8,20,47,14,64,0,177,0,0,0,0,0,0,5,9,0,25,0,9,3,3,0,10,5,10,0,39,0,14,7,0,0,0,0,6,0,24,4,4,0,4,4,11,4,17,0,42,0,3,0,0,0,3,0,4,0,8,0,0,0,0,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,18,0,8,0,28,0,0,4,0,3,5,0,9,0,21,0,0,4,0,13,9,3,3,0,36,0,3,3,4,0,4,3,5,0,25,3,0,3,0,11,5,3,11,0,42,0,0,0,0,5,0,0,5,0,11,0,7,7,0,4,8,3,15,0,41,4,3,0,0,5,3,5,6,4,28
501021253,3,10,5,3,4,12,8,10,0,53,33,8,7,8,24,62,30,144,0,325,20,3,5,11,55,109,53,64,0,327,5,3,0,4,20,14,16,20,0,82,18,24,19,20,55,139,65,212,9,558,0,0,5,0,19,18,10,22,0,71,8,49,22,19,39,26,17,34,0,215,9,51,18,15,17,30,5,26,0,172,4,15,14,9,29,29,13,52,0,170,0,4,4,0,9,14,4,5,0,38,3,9,0,6,11,16,6,13,0,57,3,5,7,3,9,7,0,14,0,52,3,16,10,7,18,44,9,43,0,160,0,13,10,3,13,13,7,13,0,71,10,13,6,5,46,33,6,14,0,128,9,23,14,16,20,26,12,21,0,144,9,25,20,20,53,49,22,35,4,242,0,5,6,3,3,3,0,0,0,17,3,0,8,4,18,19,16,24,0,93,7,7,4,0,28,19,13,28,26,134
501021254,0,5,0,0,3,4,0,5,0,20,20,3,0,0,6,8,21,58,5,119,7,3,3,4,29,46,28,25,0,151,0,0,0,0,0,12,7,4,0,33,9,13,8,3,20,53,20,55,0,182,0,0,0,0,5,6,4,10,0,26,0,22,12,9,13,15,13,9,3,90,5,19,14,8,10,8,0,3,0,60,5,0,11,0,4,19,4,25,0,68,0,0,0,0,3,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,5,3,3,0,18,0,5,0,0,4,9,0,9,0,35,3,9,3,0,14,10,6,3,0,52,0,6,4,0,11,12,7,3,0,38,0,6,9,6,15,3,5,3,0,48,0,0,4,0,0,0,0,0,0,7,0,7,4,5,17,6,5,11,0,44,3,6,0,5,0,16,0,10,14,65
501031017,17,29,19,26,24,75,19,194,12,411,41,9,7,3,18,55,28,189,10,363,5,0,4,3,30,19,5,11,0,83,0,0,0,9,10,11,6,10,0,47,7,9,12,6,19,30,16,49,4,148,0,3,0,0,8,6,3,11,0,36,4,12,6,3,13,11,5,7,0,63,0,12,12,4,3,5,5,11,0,44,8,11,11,5,0,7,0,5,0,50,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,6,4,4,4,3,0,8,4,4,0,36,0,6,9,5,4,4,4,4,0,31,3,3,4,4,16,30,0,9,0,75,3,10,7,4,11,5,3,4,0,40,0,10,6,9,10,11,0,6,3,53,0,0,0,0,0,0,0,0,0,8,0,4,0,3,0,12,5,14,0,40,5,8,6,0,4,9,0,19,19,62
501031018,11,9,21,7,24,50,22,88,8,247,25,0,5,3,8,39,31,111,7,240,6,8,6,8,12,16,11,25,0,100,8,6,0,0,6,13,3,0,0,42,9,14,12,11,24,35,26,86,4,216,3,5,3,0,7,7,0,4,0,30,3,15,8,4,10,13,6,16,0,72,0,9,8,0,8,7,4,11,0,51,5,6,6,3,7,15,5,36,0,77,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,9,0,16,0,3,3,0,5,8,0,14,0,43,5,7,5,3,9,10,7,9,0,50,3,4,3,0,22,17,12,13,0,77,4,5,0,5,3,10,0,3,0,32,3,5,4,5,9,3,0,6,0,43,0,0,0,0,0,0,0,4,0,12,0,4,0,4,10,13,3,9,0,48,9,4,3,3,10,19,3,15,12,77
