SA2_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021012,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,5,0,0,21,5,10,0,4,0,0,18,9,7,3,27,0,0,37,18,0,0,32,0,0,57,143,4,0,101,9,0,262,290,0,3,88,3,0,384,57,0,0,10,0,0,67,15,0,0,4,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,15,6,4,35,544,39,9,283,30,3,904
501021014,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,34,6,16,7,5,61,3,12,7,33,13,0,72,21,11,3,41,16,0,86,41,6,5,68,19,3,147,112,7,0,93,15,0,224,70,0,3,52,10,0,135,8,0,0,5,0,0,13,5,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,15,16,4,36,258,88,21,326,93,11,798
501021015,0,0,0,0,4,0,3,0,5,0,0,4,0,9,9,26,0,13,4,0,51,4,27,19,16,4,0,55,6,9,0,25,0,0,43,60,16,3,48,4,0,127,180,10,7,91,6,0,288,152,0,3,55,6,0,211,19,0,0,3,0,0,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,7,4,4,31,431,93,38,263,28,4,847
501021016,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,5,3,0,14,0,3,0,7,0,0,20,10,0,0,15,7,0,35,21,5,4,26,8,0,68,36,0,3,23,10,0,79,19,0,0,5,6,3,32,3,0,0,3,0,0,4,3,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,17,96,21,13,111,38,7,273
501021251,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,49,15,0,0,0,60,0,36,34,5,0,0,83,3,16,8,8,0,0,35,5,22,6,17,0,0,50,77,8,0,58,3,0,145,334,0,0,77,6,5,423,58,0,0,16,0,0,72,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,4,8,0,3,33,505,140,69,188,14,10,931
501021252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,4,0,0,8,3,0,0,0,0,0,9,4,0,0,0,0,0,3,12,0,0,5,0,0,13,12,0,0,10,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,28,0,0,57
501021253,0,0,0,0,0,0,0,0,8,4,4,5,0,13,3,28,13,12,0,0,55,21,17,47,28,17,7,128,42,15,9,28,0,0,92,128,9,3,86,16,0,232,379,0,0,169,15,0,564,318,0,0,96,6,0,421,94,0,0,22,0,0,114,32,0,0,4,0,0,33,13,0,0,3,0,0,15,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,4,17,10,4,51,1046,72,77,465,61,12,1737
501021254,0,11,0,0,0,0,14,0,15,0,0,0,0,13,0,92,5,5,0,0,102,14,53,5,6,0,0,83,39,18,7,20,3,0,83,92,21,3,36,3,0,161,129,15,3,69,5,0,223,64,4,0,17,0,0,87,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,4,5,0,31,361,247,22,162,19,7,813
501031017,0,0,0,3,12,0,19,0,5,0,0,0,0,6,0,18,0,15,0,0,30,11,13,11,17,5,0,57,15,4,3,17,4,0,50,20,11,6,29,8,0,73,62,6,0,38,5,0,113,52,0,0,23,0,0,72,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,5,0,28,168,53,18,168,47,5,453
501031018,0,0,0,0,0,0,5,0,0,0,3,0,0,3,0,7,0,8,5,0,21,0,9,3,20,4,0,35,3,0,0,19,3,0,30,16,0,0,27,3,0,49,41,8,0,45,3,0,96,42,0,0,22,0,0,65,7,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,14,3,0,23,112,27,6,167,19,5,337
501031019,0,12,3,5,0,0,13,0,5,0,0,0,0,9,13,53,5,10,4,0,81,35,18,18,31,16,0,122,40,8,9,16,6,0,76,48,20,0,30,11,0,109,95,11,0,38,6,0,146,56,5,0,13,0,0,75,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,5,0,26,297,136,32,149,50,8,660
501031020,0,0,0,6,9,0,16,0,0,0,0,0,0,3,0,5,3,11,4,0,28,18,0,9,17,7,0,63,12,3,0,14,6,0,37,25,8,0,20,4,0,56,37,5,3,34,0,0,75,10,0,0,10,0,0,20,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,8,0,23,117,27,20,129,48,0,331
502011021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,13,7,9,9,6,3,0,30,3,3,0,5,6,0,20,16,4,3,20,0,0,37,68,0,0,37,0,0,104,104,0,0,42,7,0,148,43,0,0,13,5,0,61,4,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,17,255,16,13,147,19,5,448
502011022,0,0,0,5,0,0,5,0,0,0,0,0,0,4,5,0,3,7,0,0,15,13,3,4,21,0,0,45,13,0,0,32,0,0,43,47,3,0,45,6,0,99,182,0,0,98,3,0,290,158,0,0,49,0,0,208,71,0,0,10,4,0,81,12,0,0,3,0,0,15,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,16,3,3,24,503,12,3,289,28,0,837
502011023,0,8,0,0,0,0,11,0,8,0,4,0,0,14,3,35,3,13,5,0,56,0,35,6,16,3,0,55,13,14,8,26,0,0,58,84,19,4,62,4,0,177,242,6,4,113,11,4,377,81,0,3,53,4,0,141,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,23,0,3,42,437,130,27,315,25,11,945
502011024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,9,0,31,33,10,14,14,10,0,81,14,4,5,22,7,0,47,78,0,0,47,3,0,122,284,6,5,131,13,0,443,395,3,26,119,21,0,564,128,0,3,31,0,0,157,25,0,0,4,0,0,36,10,0,0,3,0,0,6,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,5,16,6,4,18,3,6,55,995,28,55,405,62,13,1555
502011025,4,7,0,5,3,0,21,0,20,3,0,0,0,19,10,101,8,13,0,0,134,67,70,30,41,4,0,217,83,23,6,57,10,4,185,355,9,6,138,22,5,538,505,4,11,162,16,4,702,197,3,9,54,12,0,273,55,5,3,20,5,0,83,28,0,0,6,0,0,36,5,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,8,17,4,7,77,1332,263,92,514,75,18,2298
502011026,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,5,10,0,0,18,0,0,24,15,0,0,19,5,0,36,23,0,0,26,5,0,53,140,0,0,38,4,0,178,107,0,0,34,3,0,142,30,0,0,6,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,20,322,0,0,159,23,4,505
502011027,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,15,22,6,4,0,49,8,17,12,17,0,0,54,5,6,8,24,0,0,40,19,12,31,39,5,0,106,237,5,6,121,6,4,374,526,4,0,141,12,0,685,122,0,0,35,0,0,148,18,0,0,5,0,0,28,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,5,12,4,3,43,953,57,81,404,33,13,1544
502011028,0,6,0,0,0,0,8,0,4,4,0,0,0,7,4,65,24,3,0,5,99,12,60,52,10,0,0,133,28,30,19,27,0,0,102,126,22,8,92,9,3,257,255,3,5,102,7,0,372,202,7,3,59,8,0,273,34,0,0,6,0,0,37,11,0,0,3,0,0,22,5,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,12,3,14,0,4,50,690,210,109,339,27,11,1384
502011029,0,4,0,3,4,0,11,0,3,0,0,3,0,10,0,10,5,15,4,0,44,9,14,7,15,7,0,52,7,8,0,33,12,3,65,41,6,0,46,11,0,104,124,3,0,71,3,0,201,88,0,0,43,7,0,143,12,0,0,9,0,0,26,8,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,3,4,30,290,61,21,251,63,3,693
503011030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,4,0,0,3,0,0,10,13,0,0,7,0,0,25,20,0,0,10,0,0,34,25,0,0,11,0,0,37,27,0,0,5,4,0,33,20,0,0,4,0,0,21,58,0,0,13,0,0,64,0,0,0,0,0,0,5,174,0,5,64,8,0,244
503011031,0,10,0,4,0,0,13,0,8,0,0,0,0,8,0,34,3,10,0,0,46,6,3,5,11,0,0,25,12,5,3,7,0,0,26,37,4,0,14,0,0,56,89,4,0,45,0,0,132,185,0,0,58,0,0,243,172,0,0,43,0,0,222,139,0,0,23,0,0,159,69,0,0,16,5,0,88,33,0,0,14,0,0,50,31,0,0,5,0,0,37,79,0,0,17,0,0,94,10,3,0,21,8,0,37,868,71,12,273,17,3,1240
503011032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,7,3,0,0,8,0,0,16,5,0,0,9,0,0,11,35,0,0,26,0,0,60,73,0,0,31,0,0,113,98,0,0,45,0,0,144,53,0,0,31,0,0,84,45,0,0,18,0,0,63,42,0,0,9,0,0,55,33,0,0,7,0,0,40,128,0,0,26,0,0,154,4,0,0,13,0,0,17,532,5,0,220,8,3,767
503011033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,8,4,0,0,10,0,0,19,14,0,0,13,0,0,31,46,0,0,23,0,0,70,48,0,0,17,0,0,59,36,0,0,10,0,0,49,23,0,0,3,0,0,24,24,0,0,6,0,0,26,36,0,0,3,0,0,43,7,0,0,3,3,0,14,248,0,0,95,7,0,347
503011034,4,7,4,0,0,0,12,0,17,0,0,0,0,13,3,81,0,0,0,0,92,5,30,5,12,0,0,52,55,0,4,19,0,0,89,166,8,5,33,0,0,217,178,4,0,54,7,0,242,108,3,0,55,5,0,168,90,0,0,29,3,0,118,39,0,0,9,0,0,41,38,0,0,7,0,0,47,31,0,0,3,0,0,40,28,0,0,3,0,0,32,63,0,0,22,0,0,84,9,6,4,12,4,4,46,818,169,16,263,29,5,1298
503011035,0,0,0,3,0,0,3,0,0,0,0,0,0,0,6,0,4,14,3,0,20,6,8,13,22,3,0,50,5,0,0,9,0,0,18,67,5,10,34,15,0,126,173,4,9,52,26,0,267,302,3,11,81,16,0,413,185,3,10,69,10,0,274,132,0,0,35,4,0,178,99,0,0,20,0,0,125,90,0,0,20,0,0,113,59,0,0,13,0,0,82,165,0,0,26,0,0,190,21,0,0,23,5,0,46,1313,29,53,420,83,5,1910
503011036,0,4,0,0,0,0,3,0,3,0,0,0,0,6,0,56,0,4,3,0,60,8,18,3,5,5,0,35,3,5,0,0,6,0,12,0,7,5,7,78,0,99,8,3,0,9,37,0,57,20,6,3,4,9,0,42,30,4,0,15,5,0,55,28,0,0,14,0,0,45,29,0,0,10,0,0,48,40,0,0,9,0,0,51,31,0,0,8,0,0,35,79,0,0,10,0,0,91,6,6,0,6,7,0,23,297,111,17,104,138,6,675
503021037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5
503021038,0,7,0,0,0,0,5,0,6,0,0,0,0,9,4,44,0,10,0,0,56,3,19,8,7,0,0,31,6,3,0,16,0,0,29,31,9,7,12,0,0,60,67,3,0,47,0,0,121,314,4,0,153,12,0,480,230,0,0,106,5,0,333,122,0,0,30,0,0,156,57,0,0,12,0,0,81,29,0,0,11,0,0,38,22,0,0,6,0,0,28,8,0,0,3,0,0,10,13,0,0,8,0,0,29,904,90,15,420,21,9,1465
503021039,0,7,0,0,0,0,9,0,9,0,0,0,0,5,4,62,8,15,0,4,92,25,16,56,28,7,0,128,74,3,3,37,0,0,118,238,4,0,72,7,0,325,431,6,0,131,11,0,574,410,0,0,150,3,0,572,236,6,0,64,4,0,311,136,0,0,43,4,0,180,84,0,0,15,0,0,101,26,0,0,13,0,0,35,4,0,0,4,0,0,10,15,0,0,5,0,0,20,15,4,0,15,4,0,48,1693,115,72,596,40,9,2530
503021040,0,4,0,3,0,0,8,0,14,0,0,0,0,16,5,45,0,4,0,0,59,12,10,4,20,0,0,47,15,3,0,18,4,0,41,54,0,6,28,0,0,91,91,0,0,49,0,0,142,236,0,0,104,7,0,352,220,0,0,62,8,0,289,85,0,0,20,0,0,107,47,0,0,10,3,0,56,27,0,0,7,0,0,33,4,0,0,0,0,0,8,7,0,0,5,0,0,12,10,5,0,8,3,4,26,810,80,24,336,30,5,1286
