SA2_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
501011001,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,3,0,3,..,18,3,26,0,26,..,113,13,120,4,126,..,11,0,11,305,317,2848,125,13,130,305,3291,2860,..,..,..,..,2860,..,9,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,7,0,7,0,7,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,14,0,14,0,15,..,33,0,33,0,33,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
501011003,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,20,0,20,0,20,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,36,5,42,0,39,..,238,20,261,0,259,..,20,3,20,448,466,5220,258,21,275,444,5942,5216,..,..,..,..,5216,..,15,0,15,0,15,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,19,4,22,0,22,..,0,0,0,0,0,..,16,4,25,0,25,..,0,0,0,0,0,..,31,0,32,0,30,..,65,0,66,5,64,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0
501011004,0,8,0,8,..,6,0,6,0,6,..,18,0,18,0,18,..,5,0,5,0,5,..,40,0,42,0,42,..,53,5,58,0,57,..,0,0,0,0,0,..,9,3,11,0,11,..,0,0,0,0,0,..,7,0,4,0,4,..,48,59,106,0,104,..,381,86,468,5,474,..,12,0,16,430,442,4179,397,85,484,437,5094,4265,..,..,..,..,4265,..,11,0,11,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,5,0,5,..,20,5,27,0,27,..,3,0,3,0,3,..,26,9,36,0,36,..,0,0,0,0,0,..,61,0,61,0,61,..,55,4,60,0,59,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
501011293,0,4,0,4,..,8,0,8,0,8,..,14,0,14,0,14,..,3,0,3,0,3,..,23,4,31,0,31,..,5,0,5,0,5,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,3,3,9,0,9,..,37,14,54,7,58,..,218,35,252,7,253,..,14,0,14,275,293,4020,227,35,265,281,4564,4265,..,..,..,..,4265,..,38,0,38,0,38,..,3,0,3,0,3,..,4,0,4,0,4,..,7,0,10,0,10,..,6,0,9,0,9,..,0,0,0,0,0,..,19,3,18,0,18,..,0,0,0,0,0,..,10,0,10,0,10,..,23,0,23,0,22,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,19,0,19,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5
501011294,0,3,0,5,..,12,0,12,0,12,..,13,0,11,0,11,..,0,0,0,0,0,..,25,0,28,0,31,..,8,0,8,0,8,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,10,8,19,0,19,..,84,23,107,9,114,..,357,52,410,12,417,..,33,3,31,464,497,8276,386,50,440,479,9192,9117,..,..,..,..,9117,..,44,0,45,0,45,..,0,0,0,0,0,..,13,0,13,0,13,..,5,0,3,0,3,..,24,6,23,0,23,..,0,0,0,0,0,..,28,3,32,0,32,..,4,0,4,0,4,..,29,0,30,0,30,..,50,4,49,0,53,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,8,0,13,0,13,..,13,4,13,0,13,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0
501021005,0,19,0,19,..,7,0,7,0,9,..,15,0,16,0,16,..,18,5,20,0,20,..,59,6,63,0,64,..,6,0,6,0,6,..,9,0,9,0,9,..,8,0,8,0,8,..,0,0,0,0,0,..,4,4,10,0,10,..,90,13,103,7,112,..,462,56,523,8,529,..,33,0,31,474,505,8490,496,62,556,480,9521,8671,..,..,..,..,8671,..,76,0,74,0,74,..,8,3,10,0,10,..,7,0,7,0,7,..,3,0,3,0,3,..,60,32,93,0,93,..,3,0,3,0,3,..,68,32,100,0,100,..,0,0,0,0,0,..,10,0,10,0,10,..,23,0,23,0,23,..,7,0,7,0,7,..,0,0,0,0,0,..,15,8,19,0,19,..,25,0,25,0,25,..,0,0,0,0,0,..,4,3,10,0,11,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,7
501021007,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,18,3,22,0,22,..,63,3,61,0,66,..,3,0,9,187,196,2402,69,3,70,186,2658,2545,..,..,..,..,2545,..,6,0,9,0,9,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,3,0,3,0,0,..,0,0,0,0,0,..,3,0,3,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
501021008,0,11,0,11,..,5,0,5,0,5,..,16,0,22,0,22,..,4,0,9,0,9,..,43,4,44,0,44,..,8,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,35,9,42,0,43,..,210,30,241,3,245,..,11,0,12,759,773,2536,224,35,252,762,3552,2838,..,..,..,..,2838,..,23,0,20,0,20,..,11,0,11,0,11,..,18,0,17,0,17,..,7,0,3,0,3,..,14,11,25,0,26,..,4,0,4,0,4,..,19,9,34,0,34,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,4,12,0,12,..,0,0,0,0,0,..,0,0,5,0,5,..,4,0,4,0,4,..,3,0,3,0,4,..,4,0,4,0,4,..,4,0,4,0,4,..,8,0,8,0,8,..,0,0,0
501021009,0,9,0,9,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,14,0,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,26,0,31,0,29,..,97,13,112,0,116,..,18,0,18,348,365,3985,113,13,127,346,4468,3886,..,..,..,..,3886,..,10,5,8,0,8,..,0,0,0,0,0,..,9,0,9,0,10,..,0,0,5,0,5,..,8,0,9,0,9,..,0,0,0,0,0,..,6,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
501021010,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,11,0,8,0,9,..,26,0,31,0,32,..,0,0,0,111,118,1545,27,0,32,116,1694,1466,..,..,..,..,1466,..,10,0,10,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
