SA2_CODE_2021,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
501011001,6,4,28,28,70,6,149,3,3,17,12,102,3,131,5,8,28,21,53,0,116,0,0,0,0,7,0,9,0,0,13,8,147,9,177,0,0,0,4,5,0,14,4,0,10,7,16,5,40,0,0,18,15,35,3,66,0,0,0,4,20,0,24,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,8,0,12,5,0,25,10,0,0,42,0,0,9,5,15,0,29,0,0,13,6,14,0,45,0,11,19,3,8,0,53,6,5,11,4,4,0,33,0,3,3,0,4,0,15,0,0,0,7,33,0,40,0,0,7,8,19,4,43,38,34,207,144,573,38,1041,4,7,25,14,27,9,80,0,0,7,0,8,0,18,8,4,27,10,22,3,64,0,0,0,0,0,0,3,0,0,3,11,9,0,22,0,5,0,4,4,0,10,0,3,27,21,48,6,111,0,3,34,8
501011003,3,0,31,34,63,6,141,4,3,49,19,157,3,244,9,3,65,22,75,8,184,0,0,12,4,12,0,27,0,0,29,76,352,15,476,0,0,4,6,16,0,29,6,0,18,12,51,11,95,5,4,54,31,87,7,184,4,0,5,7,33,0,56,0,0,3,0,6,0,13,8,3,19,5,0,4,43,0,0,18,13,10,3,48,19,10,67,20,26,4,146,0,0,13,7,37,0,71,4,0,16,8,22,0,57,9,21,31,7,10,0,74,20,0,35,13,10,3,84,0,0,13,7,9,0,21,0,0,7,3,36,3,56,3,0,19,18,44,10,90,104,46,510,322,1072,78,2139,3,5,28,16,24,3,79,6,7,11,13,14,0,41,8,9,43,24,38,11,128,0,0,0,0,3,0,11,0,5,27,26,21,8,89,0,0,5,11,10,4,28,5,0,50,45,52,11,160,9,8,73,55
501011004,0,0,28,11,26,5,71,4,3,42,32,133,6,223,8,10,72,29,82,8,208,0,0,0,6,24,4,28,0,5,39,24,270,12,356,0,4,5,7,22,0,32,4,0,25,12,42,0,92,5,0,28,52,75,11,172,0,0,9,17,19,0,54,3,0,3,0,4,0,15,0,7,7,4,0,0,21,0,0,13,0,11,0,24,24,3,45,18,14,0,107,5,0,18,8,43,0,67,7,0,13,18,26,0,62,14,19,55,6,14,0,111,19,5,42,9,7,0,89,0,0,7,4,13,0,29,0,0,6,3,45,0,53,3,5,17,4,40,11,74,105,50,483,266,910,60,1879,0,5,12,9,4,0,39,0,0,5,3,8,0,25,10,12,69,30,34,0,139,0,0,0,0,0,0,0,0,4,9,5,12,0,37,0,0,7,6,3,3,23,9,4,50,44,64,8,178,9,7,57,43
501011293,0,0,6,0,30,3,42,3,0,11,23,134,9,189,0,3,13,22,74,4,106,0,0,3,3,11,0,17,0,0,10,28,197,8,248,0,0,4,3,21,0,23,0,0,15,16,63,6,100,0,0,11,21,55,3,94,0,0,5,9,36,0,51,0,0,7,0,0,0,10,0,4,5,11,4,0,20,0,0,6,8,4,0,16,4,0,31,14,8,0,65,0,0,6,6,21,0,36,9,7,25,14,45,0,102,8,5,30,6,12,0,64,18,7,35,9,27,0,95,0,0,0,0,11,0,16,0,0,0,3,49,0,51,3,0,8,7,27,10,50,51,27,213,207,841,54,1389,0,0,7,4,7,0,19,0,0,4,7,3,0,18,0,7,3,4,20,0,33,0,0,0,0,0,0,3,0,0,8,8,15,0,37,0,0,8,0,6,0,16,4,0,22,19,80,7,134,0,0,34,31
501011294,3,6,19,17,50,10,100,5,5,26,37,311,4,388,0,3,37,28,122,3,196,0,0,0,7,44,4,60,0,0,23,44,471,17,567,0,0,6,3,26,0,32,0,0,21,33,136,7,197,10,0,19,28,122,11,183,0,4,7,9,75,4,98,0,0,3,4,4,0,9,3,0,12,11,3,0,37,0,0,10,6,12,0,34,9,6,48,11,30,0,109,0,0,8,13,58,4,85,7,6,31,31,60,0,134,14,17,66,17,26,0,148,24,14,64,31,65,5,191,0,0,6,3,19,0,29,4,4,5,5,88,0,109,0,0,7,8,63,14,90,80,70,410,355,1801,92,2794,0,6,7,8,15,6,34,0,0,11,5,31,0,48,0,0,16,17,31,5,74,0,0,5,0,11,0,13,0,0,16,15,49,4,81,0,0,4,7,14,0,31,10,6,27,47,158,22,264,4,3,42,67
501021005,0,0,5,12,27,6,48,12,7,55,55,434,15,587,16,4,77,55,393,10,559,0,0,10,14,94,6,125,9,4,34,44,469,16,569,0,0,3,9,60,0,73,0,0,15,19,89,6,124,0,4,6,5,49,0,66,5,0,9,17,100,5,134,0,0,0,0,9,0,15,4,0,3,8,5,0,26,0,0,0,5,22,0,30,6,3,43,24,50,4,133,0,0,0,4,30,0,32,4,0,29,49,80,7,176,8,17,54,17,22,5,126,11,5,35,23,46,6,120,0,0,0,0,10,0,13,0,0,4,5,104,0,118,0,3,12,8,88,16,125,86,57,397,374,2182,94,3186,0,0,6,6,21,0,39,0,4,23,10,51,3,92,6,0,31,19,67,0,130,0,0,3,0,16,0,28,3,0,13,25,54,4,98,0,0,0,4,14,0,22,6,6,45,44,165,11,270,0,0,13,16
501021007,0,0,5,14,36,4,56,0,0,12,12,87,4,123,0,0,6,8,58,4,79,0,0,0,4,14,0,18,5,0,0,16,118,8,137,0,0,6,0,9,0,18,0,0,11,0,19,0,26,0,0,5,5,12,0,19,0,0,6,8,28,0,36,0,0,0,0,7,0,8,0,0,4,0,0,0,4,0,0,0,0,7,0,6,0,4,13,3,7,0,27,0,0,5,0,13,4,19,0,0,5,11,39,0,60,8,8,21,5,10,0,47,3,0,9,3,12,0,31,0,0,0,0,9,0,11,0,0,5,3,33,0,45,0,0,6,4,30,10,42,13,14,115,102,529,31,812,0,0,6,5,20,3,32,0,0,5,3,10,0,19,0,0,3,9,13,0,28,0,0,3,0,3,0,5,0,0,4,9,10,0,22,0,0,4,0,7,0,7,0,0,11,9,36,4,63,0,0,3,9
501021008,0,0,0,0,4,0,7,0,0,4,9,46,5,62,3,3,11,9,77,10,116,0,0,0,0,19,0,21,0,0,8,18,118,6,146,0,0,0,0,17,0,16,0,0,4,7,45,4,55,4,0,7,3,18,0,29,0,0,5,10,33,0,56,0,0,0,0,5,0,6,0,0,0,0,3,0,6,0,0,0,0,8,0,5,5,0,12,3,14,0,31,0,0,0,5,18,0,20,4,0,3,7,21,3,37,0,3,12,5,9,0,31,4,6,26,3,33,0,77,0,0,0,0,3,0,3,0,0,3,0,42,0,48,0,0,3,4,25,8,31,24,13,105,87,549,36,821,0,0,0,0,4,0,10,0,0,3,3,12,4,17,0,0,8,7,15,3,30,0,0,0,0,6,0,3,0,0,4,8,11,0,22,0,0,6,3,0,0,4,0,4,8,14,58,0,84,0,0,4,8
501021009,0,0,0,3,10,0,15,0,4,8,25,277,5,311,0,0,3,10,119,0,139,0,0,8,9,118,0,134,0,0,3,3,118,6,126,0,0,0,6,8,0,10,0,0,0,0,27,0,30,0,0,3,0,18,5,26,0,0,0,0,34,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,3,3,13,0,26,0,0,0,0,14,0,16,0,0,5,6,33,0,52,5,3,12,0,6,0,27,3,0,11,3,14,0,31,0,0,0,0,3,0,3,0,0,0,4,49,0,55,0,0,4,0,31,0,38,17,7,62,76,910,29,1101,0,0,0,0,3,0,8,0,0,3,9,28,5,46,0,0,0,6,21,0,34,0,0,0,7,24,0,29,0,0,0,4,13,0,18,0,0,0,0,3,0,3,0,0,7,3,58,5,82,0,0,3,11
501021010,0,0,7,4,28,4,56,0,0,9,13,58,3,79,5,0,10,11,71,3,99,0,0,6,0,18,0,18,0,4,3,6,74,0,93,0,0,3,4,12,0,20,0,0,0,0,19,0,23,0,0,3,8,5,6,16,0,0,0,4,20,0,23,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,3,6,0,13,3,0,14,8,4,0,26,0,0,0,0,6,0,12,0,0,7,6,5,0,21,3,0,5,5,0,0,18,0,0,7,0,5,0,18,0,0,0,0,0,0,6,0,0,0,0,19,0,24,0,0,0,7,10,4,25,12,7,91,82,373,25,586,4,5,9,0,14,3,32,0,0,3,0,5,0,10,0,0,5,9,15,0,26,0,0,4,0,0,0,9,0,0,0,8,15,0,24,0,0,3,0,3,0,9,4,0,5,6,15,0,25,0,0,0,0
