SA2_CODE_2021,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021012,0,0,4,0,10,0,16,3,6,16,31,235,4,284,14,0,24,31,230,9,306,0,0,7,10,63,0,86,5,0,15,32,319,10,384,0,0,4,11,27,4,43,0,0,6,7,65,3,80,0,0,7,5,26,0,40,4,3,9,13,74,10,107,0,0,0,3,8,0,10,0,0,8,5,5,0,21,0,0,0,4,15,0,23,0,3,34,18,32,8,98,0,0,5,0,19,0,27,3,4,14,18,50,5,88,5,11,29,7,14,0,61,11,4,32,18,22,0,83,0,0,0,4,7,0,8,4,6,9,4,83,0,99,0,0,10,6,55,7,75,43,30,237,223,1340,65,1935,0,0,0,3,3,0,14,0,0,10,7,27,0,46,0,0,16,11,51,5,78,0,0,0,4,9,0,15,0,0,10,7,33,9,55,0,0,0,0,0,0,9,7,3,22,23,131,9,192,0,0,14,14
501021014,0,3,19,26,59,10,117,3,3,5,23,164,10,201,5,3,65,43,207,24,354,0,0,0,0,40,3,45,0,0,8,12,175,10,211,0,0,3,4,21,0,32,0,0,3,6,28,0,41,0,0,0,3,15,0,17,0,0,0,3,29,4,34,0,0,0,0,4,0,3,0,0,4,3,4,0,11,0,0,0,0,4,0,10,3,0,15,4,8,0,35,0,0,0,0,19,0,19,0,0,12,13,28,4,57,5,10,25,5,9,4,63,4,0,7,6,13,0,30,0,0,3,0,8,0,21,0,0,0,0,45,0,46,0,0,3,0,40,11,55,33,24,180,166,918,87,1404,4,4,21,7,46,8,89,0,0,8,11,24,0,49,9,0,54,24,60,13,154,0,0,0,0,3,0,8,0,0,4,7,22,0,37,0,0,5,0,10,0,17,0,0,7,11,45,7,74,0,0,0,7
501021015,0,0,0,3,6,4,14,0,0,12,16,89,3,121,5,0,23,22,108,5,161,4,4,0,3,31,0,37,0,0,12,18,159,4,189,0,0,3,4,18,0,27,0,0,11,6,38,0,63,0,0,5,13,27,4,49,0,0,4,9,31,0,44,0,0,0,4,4,0,10,0,0,0,5,4,0,17,0,0,0,3,7,0,17,4,3,15,10,10,0,42,0,0,5,4,19,0,25,0,0,9,9,21,0,48,9,8,26,11,18,0,54,8,4,23,7,22,0,68,0,0,0,3,6,0,9,0,0,0,0,38,0,41,0,0,3,3,23,9,44,26,20,158,145,697,37,1077,0,0,6,0,6,0,9,0,0,0,0,12,0,18,8,0,11,4,16,5,34,0,0,0,0,3,0,4,0,0,8,3,23,0,30,0,0,0,0,7,0,7,0,0,15,10,59,11,97,0,0,15,12
501021016,0,0,5,3,18,3,35,0,0,6,17,100,10,131,0,0,10,3,87,4,108,0,0,0,0,11,0,13,0,0,0,6,95,9,111,0,0,0,0,7,0,7,0,0,7,3,9,0,14,0,0,0,0,6,0,8,0,0,0,5,10,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,3,0,5,0,10,0,0,0,3,9,0,14,0,0,0,9,13,0,24,4,5,6,0,5,0,15,0,0,4,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,19,0,18,0,0,6,5,12,6,25,10,4,40,59,400,38,551,4,0,0,7,13,0,24,0,0,0,0,24,0,27,0,0,13,3,18,6,32,0,0,0,0,0,0,0,0,0,9,5,7,0,24,0,0,0,0,3,0,3,0,0,3,6,21,3,39,0,0,0,0
501021251,0,0,0,0,22,0,22,9,0,23,35,161,0,231,6,0,32,32,135,11,227,8,0,9,7,46,0,68,0,0,24,16,240,9,291,3,0,0,6,29,0,31,0,0,21,18,46,0,87,0,0,10,9,25,0,36,3,0,14,13,51,7,87,0,0,0,4,3,0,12,0,0,6,3,7,0,13,0,0,0,0,5,0,9,3,0,21,15,20,0,65,0,0,9,0,17,4,29,5,7,17,17,51,5,103,11,10,37,14,15,3,89,27,8,72,13,29,3,151,0,0,5,4,3,0,12,5,0,13,10,49,0,77,0,0,14,7,40,13,74,100,28,318,218,986,60,1715,0,0,6,0,5,0,17,0,0,13,4,13,0,39,0,0,12,4,14,0,39,0,0,4,7,3,0,5,0,0,3,10,31,4,50,0,0,4,4,8,0,18,0,0,22,19,91,0,138,0,0,16,6
501021252,0,0,5,0,10,0,17,3,0,19,11,56,0,84,0,0,4,8,48,0,62,0,0,0,3,19,0,21,0,0,8,17,103,0,124,0,0,3,0,13,0,17,4,0,5,0,16,0,22,0,0,0,0,3,0,7,0,0,6,0,17,0,24,0,0,0,3,3,0,10,0,0,0,6,0,0,5,0,0,5,0,0,0,0,0,0,15,0,5,0,30,0,0,0,0,10,0,13,0,3,8,10,7,0,32,0,7,11,4,0,0,23,12,4,17,3,11,0,42,0,0,0,4,0,0,8,9,0,8,4,25,0,37,0,0,0,0,11,3,21,36,22,111,84,348,8,602,0,0,3,3,8,0,12,4,0,7,0,8,0,20,0,3,6,3,3,0,16,0,0,0,0,0,0,0,0,0,0,3,18,0,21,0,0,0,0,0,0,4,0,0,3,3,28,4,41,0,0,0,5
501021253,4,0,8,0,16,0,27,12,3,35,35,163,11,260,17,9,41,22,137,3,226,3,0,9,15,41,0,63,7,7,28,44,292,6,390,4,0,11,3,27,0,35,0,0,14,19,74,0,107,7,0,12,14,36,4,76,3,4,15,13,61,7,110,0,0,15,0,7,0,23,3,0,10,23,7,0,47,0,0,9,11,11,0,33,15,8,63,25,20,7,141,3,0,9,3,26,0,36,14,7,40,9,30,4,100,15,28,59,5,23,0,138,59,10,92,16,38,5,215,0,0,5,0,4,0,9,8,4,9,5,46,0,68,3,0,14,11,54,11,93,174,79,485,293,1098,71,2194,0,0,3,9,3,0,12,3,3,3,12,24,4,44,0,3,18,11,29,0,62,0,0,9,4,5,5,16,5,0,13,11,33,0,65,0,0,4,0,5,0,16,3,4,25,31,91,5,164,7,3,26,19
501021254,5,0,6,3,5,0,15,0,0,5,3,62,0,69,5,0,7,3,69,0,81,0,0,0,0,24,6,28,0,0,0,8,93,4,109,0,0,0,4,7,4,16,0,0,0,0,28,0,35,0,0,4,0,16,0,27,0,0,5,0,24,6,30,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,5,6,0,15,0,0,5,0,10,0,17,3,0,9,4,14,0,31,5,6,13,0,7,0,32,3,0,11,11,9,0,34,0,0,0,0,9,0,8,0,0,0,0,29,0,30,5,0,3,3,26,3,36,20,9,68,60,425,24,609,0,0,0,0,4,0,4,0,0,9,3,6,0,21,0,0,5,0,11,0,21,0,0,0,0,3,0,3,0,0,0,0,9,0,8,0,0,0,0,4,0,10,0,0,5,10,59,4,80,0,0,16,8
501031017,0,0,31,30,111,14,187,8,6,34,18,171,7,246,3,0,6,5,36,0,49,0,0,0,3,26,3,33,0,0,9,13,85,0,105,0,0,5,4,10,0,16,0,0,4,8,28,0,40,0,0,0,0,20,0,21,0,0,0,6,11,0,20,0,0,0,0,0,0,3,0,0,0,0,5,0,6,0,0,0,0,0,0,5,7,4,7,5,10,0,29,0,0,0,0,16,0,10,0,7,14,10,20,0,47,3,3,19,3,8,0,40,6,0,16,3,18,3,46,0,0,0,0,0,0,7,0,0,0,3,32,0,43,3,0,0,0,18,8,32,34,17,150,116,610,48,977,5,8,37,30,31,3,110,5,0,22,3,29,0,60,0,0,0,0,9,0,19,0,0,0,3,0,0,6,0,0,0,0,8,3,14,0,0,0,0,8,0,10,3,0,12,16,44,4,82,0,3,7,9
501031018,3,0,18,14,55,4,96,4,3,12,23,128,4,178,0,0,10,14,49,5,70,0,0,4,14,13,0,30,0,0,7,16,103,0,127,0,0,0,3,11,0,17,0,0,9,4,18,3,32,0,0,4,6,12,3,29,0,0,0,3,30,3,39,0,0,0,4,3,0,9,0,0,0,0,0,0,6,0,0,0,0,7,0,8,4,0,14,4,10,0,26,0,0,6,3,22,0,33,0,3,17,16,23,0,57,7,7,15,5,9,0,35,3,0,12,4,12,0,27,0,0,0,0,3,0,4,0,0,3,0,32,0,34,0,0,4,4,23,8,41,28,19,122,133,565,28,890,0,3,27,12,32,7,85,4,0,8,8,15,0,29,0,0,8,4,5,0,18,0,0,3,0,3,0,4,0,0,0,3,17,3,25,0,0,7,3,4,0,13,0,0,13,9,38,0,58,0,0,6,11
