SA2_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
501011001,19,0,0,0,19,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,119,29,8,3,162,0,0,0,169,9,5,177,20,0,0,0,26,0,0,0,27,0,0,29,33,9,0,0,43,0,0,0,44,3,0,48,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,55,13,3,0,71,0,0,0,75,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,13,3,0,71,0,0,0,75,0,0,76,3,0,0,0,9,0,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,60,10,4,0,81,0,0,0,83,6,0,89,26,8,0,0,33,0,0,0,33,0,0,34,29,10,0,0,38,0,0,0,37,0,0,41
501011003,44,0,0,0,44,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,289,51,29,10,378,0,0,0,378,4,0,382,56,13,0,0,73,0,0,0,73,0,0,71,82,25,13,0,112,0,0,0,115,4,0,118,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,4,4,0,0,0,4,0,0,4,143,34,16,3,195,0,0,0,194,4,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,34,16,3,195,0,0,0,194,4,0,199,13,4,0,0,17,0,0,0,17,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,151,41,16,3,208,0,0,0,207,9,3,221,78,7,3,0,91,0,0,0,91,6,0,94,87,22,13,0,124,0,0,0,124,0,0,129
501011004,34,0,0,0,35,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,229,45,5,4,285,0,0,5,289,8,0,302,44,12,0,0,58,0,0,0,54,0,0,59,60,22,0,0,92,0,0,0,94,4,0,96,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,3,0,0,3,107,33,6,4,152,0,0,3,155,6,0,156,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,111,36,6,4,152,0,0,3,158,6,0,167,9,5,0,0,18,0,0,0,18,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,120,38,6,5,174,0,0,3,176,12,0,181,53,10,4,0,69,3,0,3,71,4,0,77,66,17,8,0,83,0,0,0,83,3,0,88
501011293,25,0,0,0,26,6,0,33,0,0,0,0,0,0,0,0,0,0,0,0,174,21,6,4,200,0,0,4,203,12,0,222,45,3,0,0,53,0,0,0,53,0,0,52,58,8,0,0,68,0,0,0,68,3,0,76,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,105,12,4,0,122,0,0,0,122,6,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,12,4,0,122,0,0,0,124,6,0,131,15,6,0,0,17,3,0,3,24,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,121,20,4,0,141,3,0,3,147,12,0,154,58,8,4,0,73,0,0,0,76,6,0,80,52,7,0,0,70,0,0,0,70,7,0,76
501011294,65,3,0,3,70,10,0,79,0,0,0,0,0,0,0,0,0,0,3,4,394,63,26,7,490,10,0,8,502,23,3,523,98,16,0,0,110,4,0,4,117,4,0,126,136,18,11,0,166,0,0,0,162,16,0,180,3,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,236,33,7,0,280,7,0,3,288,19,0,307,4,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,243,33,11,0,282,4,0,9,294,19,0,313,29,3,0,0,33,0,0,0,31,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,266,40,13,0,320,5,0,5,329,22,0,353,105,27,3,0,138,3,0,3,143,8,0,145,150,26,8,3,190,3,5,4,192,6,0,197
501021005,91,0,0,0,91,11,0,106,0,0,0,0,0,0,0,0,0,0,0,0,507,49,23,12,589,3,0,7,593,35,0,632,130,11,3,0,152,0,0,0,153,3,0,158,158,13,5,0,172,0,0,0,173,5,0,176,4,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,297,28,6,4,332,3,0,3,334,5,0,341,6,0,0,0,6,0,0,0,6,0,0,4,9,0,0,0,9,0,0,4,8,0,0,8,11,0,0,0,11,0,0,4,11,0,0,10,302,28,6,4,340,6,0,3,348,11,0,355,49,0,0,0,58,0,0,0,58,5,0,60,0,0,0,0,0,0,0,0,0,0,0,0,352,32,10,5,400,4,0,9,402,17,0,417,177,9,0,0,192,0,0,0,192,9,0,201,170,13,8,0,194,3,0,3,196,0,0,195
501021007,25,0,0,0,25,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,122,16,4,5,151,3,0,3,154,8,0,159,27,5,0,0,35,0,0,0,35,0,0,35,45,4,0,0,54,0,0,0,54,3,0,54,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,77,12,0,0,89,0,0,0,89,3,0,95,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,6,79,16,0,0,94,0,0,0,94,3,0,97,9,0,0,0,9,0,0,0,9,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,89,16,4,0,103,0,0,0,103,10,0,112,29,5,0,0,37,0,0,0,37,3,0,39,32,0,0,0,35,0,0,0,41,3,0,39
501021008,15,3,0,3,18,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,75,7,0,3,86,4,0,6,88,12,0,103,22,0,0,0,22,0,0,0,22,0,0,28,17,3,0,0,20,0,0,0,20,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3,0,0,45,0,0,0,45,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,0,0,49,0,0,0,49,3,0,56,18,0,0,0,19,0,0,0,19,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,59,3,0,0,63,0,0,0,63,5,0,76,35,4,0,0,38,0,0,0,38,3,0,39,28,3,0,0,34,0,0,0,34,6,0,36
501021009,27,0,0,0,32,19,0,45,0,0,0,0,0,0,0,0,0,0,0,0,155,17,3,3,174,6,0,3,179,27,0,207,23,3,0,0,30,0,0,0,31,0,0,32,48,0,5,0,52,0,0,0,52,3,0,57,5,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,76,12,5,0,83,0,0,0,89,7,0,100,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,6,0,0,0,8,0,0,7,74,12,5,0,93,0,0,0,96,8,0,100,11,0,0,0,15,0,0,0,15,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,92,9,4,0,104,0,0,0,112,16,5,125,32,6,0,0,39,0,0,0,34,5,0,42,50,7,5,0,62,0,0,0,64,6,0,68
501021010,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,86,5,8,3,102,0,0,0,102,0,0,99,20,0,0,0,21,0,0,0,21,0,0,21,36,0,0,0,37,0,0,0,37,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,63,0,0,0,63,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,63,0,0,0,63,0,0,63,8,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,64,5,3,3,76,0,0,0,76,0,0,76,25,0,0,0,25,0,0,0,25,0,0,25,33,5,0,0,40,0,0,0,40,0,0,40
