SA2_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
501011001,7,29,0,4,6,0,0,0,0,47,0,0,0,4,0,0,0,0,0,11,58,179,12,38,40,21,0,18,0,378,0,0,0,0,0,0,0,0,0,0,18,15,8,15,9,11,0,6,3,85,13,7,8,25,29,5,0,4,0,92,30,3,30,72,48,31,3,24,3,254,3,0,0,13,7,8,0,4,0,37,7,0,0,12,9,5,3,9,0,41,6,5,0,0,5,3,0,4,0,16,8,0,6,5,5,3,0,4,4,33,159,277,72,183,162,94,6,79,9,1055,0,3,0,0,0,0,0,0,0,11,8,13,0,0,0,0,0,3,0,21,18,34,4,0,0,3,0,6,0,70,0,9,0,0,0,0,0,0,0,9,15,37,0,11,3,0,0,0,0,68,5,10,0,4,0,0,0,0,0,17,119,262,38,58,40,31,4,36,3,588,0,0,0,0,0,0,0,0,0,0
501011003,12,63,6,8,8,4,3,6,0,105,3,16,0,0,0,0,0,0,0,26,130,395,28,62,94,36,6,33,8,797,0,0,0,0,0,0,0,0,0,0,26,54,7,28,40,23,0,9,0,192,50,25,27,53,57,28,8,8,0,252,44,24,61,102,85,33,6,47,4,407,7,3,4,11,14,15,0,8,0,67,12,4,0,16,18,12,0,7,0,79,7,12,3,5,4,0,0,6,0,30,11,7,4,14,11,13,0,8,6,73,311,674,143,320,343,180,22,132,25,2149,3,5,0,0,0,0,0,0,0,6,5,28,0,0,0,0,0,3,0,43,42,99,3,6,8,5,0,0,0,173,0,3,0,0,0,0,0,0,0,11,14,90,6,8,9,4,3,5,0,141,8,23,0,0,0,0,0,0,0,35,268,616,69,77,107,49,21,76,20,1304,0,0,0,0,0,0,0,0,0,0
501011004,6,47,0,17,4,4,0,0,0,89,5,16,0,0,3,0,0,0,0,27,93,338,32,68,50,49,3,44,8,677,0,0,0,0,0,0,0,0,0,6,25,37,9,41,22,16,0,12,0,159,28,20,13,56,33,12,13,27,0,204,49,22,58,117,44,46,4,45,0,401,4,0,4,11,6,6,5,5,0,46,6,7,7,18,15,12,0,8,0,73,0,0,3,0,3,4,0,0,0,20,6,3,3,14,6,9,0,9,9,54,240,574,130,365,205,160,22,153,15,1869,4,6,0,0,0,0,0,0,0,8,5,27,3,6,0,0,0,0,0,40,22,111,5,19,8,3,0,10,0,181,0,4,0,0,0,0,0,5,0,4,20,70,0,16,4,11,0,0,0,124,3,20,3,3,4,0,0,0,0,34,188,550,88,93,61,65,20,80,8,1165,0,0,0,0,0,0,0,0,0,7
501011293,10,43,3,11,7,0,0,0,0,78,0,5,0,0,0,0,0,0,0,8,45,247,13,42,39,20,0,11,5,409,0,0,0,0,0,0,0,0,0,0,8,29,3,12,21,6,3,6,0,92,18,18,9,44,36,10,0,11,0,159,34,18,51,131,91,42,10,37,0,411,0,0,4,12,11,20,0,3,0,58,4,9,0,26,11,8,4,6,0,68,0,4,0,0,5,0,0,0,0,13,4,0,0,12,11,10,0,0,4,36,134,429,85,294,232,110,20,82,11,1405,0,3,0,0,0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,16,15,71,0,5,3,4,0,0,0,101,3,7,0,0,0,0,0,0,0,5,15,51,3,15,7,0,0,0,0,94,0,8,0,0,0,4,0,0,0,10,92,361,27,51,45,21,6,21,6,626,0,0,0,0,0,0,0,0,0,0
501011294,13,78,4,23,10,0,0,3,0,122,4,24,0,0,0,0,0,0,0,28,79,446,25,79,70,18,0,29,11,758,0,0,0,3,0,0,0,0,0,5,26,58,13,45,39,22,3,11,0,214,43,42,26,113,64,22,0,17,0,336,69,49,128,294,203,106,32,92,7,967,5,0,7,26,31,22,0,26,0,130,11,3,4,34,24,16,3,16,0,108,3,7,0,4,13,3,0,0,0,30,4,7,3,23,15,15,0,14,7,95,265,799,214,650,469,234,44,218,29,2925,0,8,0,0,0,0,0,0,0,13,0,21,0,0,0,0,0,0,0,25,43,92,0,10,13,8,0,0,4,168,3,6,0,0,0,0,0,0,0,8,18,104,4,27,16,4,0,8,0,177,6,28,0,4,0,0,0,0,0,44,151,651,58,108,86,27,9,52,14,1162,0,0,4,3,0,0,0,0,0,8
501021005,7,63,0,16,6,0,0,0,0,98,4,24,0,0,8,0,0,0,0,31,55,473,12,61,77,28,0,23,0,733,0,0,0,0,0,0,0,0,0,0,23,44,6,31,34,11,3,8,0,153,32,46,37,110,90,24,4,18,0,358,59,47,154,345,254,102,40,64,11,1078,7,10,11,30,41,30,9,12,3,148,3,8,4,48,32,15,0,13,0,119,3,0,0,0,3,4,0,0,3,18,3,10,0,18,11,14,0,11,9,74,210,805,233,668,551,226,62,155,28,2940,4,8,0,0,0,0,0,0,0,11,5,20,0,0,0,0,0,0,0,25,26,99,10,12,5,8,3,0,0,160,0,9,0,0,0,0,0,0,0,10,16,92,3,18,8,0,0,0,0,135,9,23,0,0,6,0,0,0,0,48,127,673,59,75,95,34,26,46,4,1130,0,0,0,0,4,0,0,0,0,10
501021007,3,22,0,0,0,0,0,0,0,26,0,13,0,0,0,0,0,0,0,13,29,129,7,9,25,0,5,6,0,212,0,0,0,0,0,0,0,0,0,0,9,9,4,15,13,0,0,7,0,59,10,6,4,22,22,4,4,5,0,86,19,24,36,86,62,19,14,30,0,296,0,0,0,9,7,4,0,5,0,37,6,0,3,10,9,3,0,11,0,36,0,0,0,0,0,0,0,0,0,0,3,4,0,6,6,0,4,4,3,39,85,232,64,178,146,40,23,60,5,845,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,6,28,0,6,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,14,25,0,0,4,0,0,0,0,42,0,13,0,0,0,0,0,0,0,13,54,197,12,9,35,7,5,10,0,331,0,0,0,0,0,0,0,0,0,0
501021008,4,18,0,9,3,4,0,0,0,36,0,3,0,0,0,0,0,0,0,8,16,116,9,15,11,11,0,12,6,192,0,0,0,0,0,0,0,0,0,0,7,6,5,19,8,6,0,4,0,51,6,10,10,31,15,10,0,11,0,93,16,16,30,114,50,34,13,40,4,328,0,0,9,13,11,7,0,6,0,48,0,0,0,3,8,7,0,5,0,30,0,0,0,5,0,0,0,4,0,8,5,0,0,5,3,0,0,8,6,29,60,195,60,216,113,70,16,95,16,841,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,8,17,5,0,4,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,4,28,0,12,3,6,0,5,0,46,0,10,0,0,0,0,0,0,0,13,27,177,15,29,18,13,6,18,6,298,0,0,0,0,0,0,0,0,0,0
501021009,0,16,0,6,0,0,0,0,0,23,0,6,0,0,0,0,0,0,0,6,11,117,9,3,3,3,0,3,3,154,0,0,0,0,0,0,0,0,0,0,0,7,5,23,9,0,0,0,0,46,12,9,6,33,21,0,12,6,0,106,25,18,61,158,86,33,31,34,3,455,4,0,4,13,14,15,0,9,0,57,3,4,0,13,12,5,0,0,0,45,0,0,0,0,0,0,0,4,0,8,0,0,0,3,3,5,0,5,0,26,66,195,84,261,164,63,48,65,12,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0,3,6,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,20,0,6,4,0,0,0,0,37,0,6,0,0,0,0,0,0,0,9,24,152,12,12,7,3,8,3,3,220,0,0,0,0,0,0,0,0,0,3
501021010,4,11,0,3,0,0,0,0,0,18,5,9,0,0,0,0,0,0,0,10,25,106,3,13,12,0,4,4,0,169,0,0,0,0,0,0,0,0,0,0,4,9,0,9,10,0,0,0,0,33,5,8,7,16,16,3,0,4,0,54,17,4,22,45,42,9,5,18,3,168,5,0,3,9,5,6,0,0,0,22,0,0,0,0,9,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,0,0,3,3,15,66,161,32,94,98,22,6,30,6,528,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,7,3,6,0,0,0,0,0,0,0,19,0,3,0,0,0,0,0,0,0,3,0,12,0,3,0,0,0,0,0,21,5,8,0,0,0,0,0,0,0,13,54,152,6,19,19,7,3,6,0,262,0,0,0,0,0,0,0,0,0,0
