SA2_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
501011001,0,0,0,58,17,0,0,9,0,5,0,3,0,9,85,130,0,0,0,0,0,4,0,0,0,0,0,9,95,56,11,216,30,81,15,35,12,43,89,677
501011003,6,9,0,249,23,10,0,30,4,4,0,7,3,9,181,275,0,0,0,0,0,0,0,0,0,0,4,9,239,102,22,502,50,120,43,46,27,51,187,1381
501011004,0,0,0,116,13,11,0,18,0,7,0,5,0,4,138,198,0,0,0,0,0,0,0,0,0,0,5,9,183,103,19,396,34,142,35,60,10,31,147,1149
501011293,0,0,0,139,10,10,0,19,0,6,3,0,0,8,120,169,0,0,0,4,0,0,0,0,0,0,4,12,184,44,9,289,28,119,20,56,6,50,120,917
501011294,3,0,0,273,24,3,3,35,6,12,3,5,0,8,237,344,0,0,0,4,0,4,0,0,0,0,3,18,356,103,18,687,58,278,59,93,25,86,245,2004
501021005,9,7,0,403,34,0,0,31,7,20,0,7,3,12,291,398,3,0,0,5,0,0,0,0,0,0,10,21,516,63,22,812,92,395,43,76,39,94,298,2451
501021007,0,0,0,78,7,3,5,16,4,3,0,0,3,0,82,124,0,0,0,0,0,0,0,0,0,0,3,5,102,27,7,210,19,83,15,23,7,30,82,606
501021008,0,0,0,35,10,4,0,8,0,0,0,0,0,0,43,71,0,0,0,0,0,0,0,0,0,0,3,3,87,29,6,133,15,101,13,30,11,37,51,492
501021009,3,0,0,105,7,0,4,14,6,11,0,3,5,7,78,132,0,0,0,0,0,0,0,0,0,0,4,7,119,26,12,243,23,143,13,46,24,86,92,831
501021010,0,0,0,65,4,0,0,8,0,10,5,0,0,0,42,73,0,0,0,5,0,0,0,0,0,0,0,3,72,11,4,156,12,50,17,10,6,20,47,393
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021012,0,0,0,222,15,3,0,15,5,15,0,5,3,9,149,213,0,0,0,0,0,0,0,0,0,0,8,7,267,52,16,487,68,248,20,60,25,64,160,1465
