SA2_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
501011001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,0,5,5,4,7,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,15,4,9,41,0,0,0,0,0,0,0,0,0,8,0,0,0,18,14,11,10,6,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,4,15,0,0,50,0,0,0,5,0,0,0,0,0,7,0,0,0,7,5,4,4,0,0,12,0,0,0,7,9,9,0,5,0,30,0,3,5,42,20,19,10,10,0,105,27,106,33,170,98,86,83,35,16,655,370,881,396,1509,908,1025,936,422,148,6595
501011003,0,0,0,5,0,0,0,0,0,4,0,0,0,4,3,3,0,0,0,9,0,0,0,12,0,3,0,0,0,20,0,0,0,0,6,3,3,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,13,23,16,6,80,0,0,0,10,0,5,0,0,0,16,0,3,5,44,35,22,23,9,13,156,0,5,0,9,0,0,0,0,0,14,0,0,0,24,0,0,0,0,0,30,0,5,0,6,3,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,4,4,17,7,14,20,4,0,68,0,0,0,5,0,0,0,0,0,5,0,0,0,9,4,6,8,4,0,26,0,0,0,9,8,4,8,0,0,29,0,15,6,63,35,39,30,13,5,202,38,98,58,265,151,121,112,71,17,937,649,1755,916,2795,1712,1630,1587,708,143,11900
501011004,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,8,0,6,15,31,18,0,0,0,0,74,0,0,0,3,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,14,12,15,18,5,0,75,0,4,0,4,4,6,0,0,0,16,0,8,4,35,36,18,15,11,0,120,0,0,0,4,0,0,0,0,0,6,3,0,0,19,0,0,0,0,0,23,3,0,0,10,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,8,5,20,9,14,16,4,0,83,0,0,0,6,0,3,0,0,0,17,0,0,0,3,0,5,7,3,0,31,0,0,0,6,6,0,5,3,0,26,3,8,23,149,37,30,21,5,0,274,43,107,69,240,185,76,75,15,21,837,618,1556,877,2893,1608,1194,989,327,139,10193
501011293,0,0,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,15,22,12,8,5,0,0,60,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,21,26,11,0,83,0,0,0,3,9,3,5,0,0,15,0,13,16,36,35,25,9,3,0,131,0,0,0,6,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,4,0,4,0,15,7,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,3,4,0,0,32,0,5,4,6,6,0,0,0,0,20,0,0,0,5,0,0,4,3,0,16,0,0,0,7,14,4,0,0,0,25,0,13,4,30,33,27,21,16,10,144,14,58,48,133,63,78,67,62,10,539,412,1178,904,1979,1318,1300,1350,723,184,9359
501011294,0,3,5,5,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,5,0,7,14,43,8,7,7,0,0,88,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,7,14,13,26,36,20,6,117,0,0,0,3,3,0,6,3,0,15,0,12,16,52,43,24,26,9,8,188,0,3,3,8,8,0,0,0,0,21,0,0,0,8,0,0,0,0,0,13,0,6,3,16,10,6,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,7,3,15,6,10,9,9,0,55,0,4,0,19,13,3,3,0,0,41,0,0,0,4,9,12,8,6,3,43,0,0,0,7,15,15,8,0,0,45,0,10,9,56,28,32,29,33,14,217,26,88,65,255,119,111,128,101,53,943,965,2630,1831,4181,2463,2412,2563,1529,715,19292
501021005,0,4,7,0,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,8,0,8,11,58,15,20,3,0,0,125,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,14,19,24,28,15,6,102,0,8,5,4,7,0,4,0,0,32,0,25,45,96,86,38,31,12,0,336,0,0,0,0,0,0,6,0,0,6,0,0,0,36,0,0,0,0,0,36,0,8,0,18,9,5,0,0,0,41,0,0,0,0,0,0,0,0,0,4,0,3,0,4,4,3,11,7,0,37,0,0,4,7,0,0,0,0,0,14,0,0,0,4,6,6,7,4,0,23,0,0,16,30,23,28,11,0,0,115,0,12,3,70,39,33,28,9,4,194,34,80,75,220,112,137,94,50,21,830,1282,3065,2133,4902,2443,2432,1913,890,200,19256
501021007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,3,8,0,23,0,0,0,0,0,0,0,0,0,3,0,0,5,19,20,13,3,3,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,14,0,0,0,4,0,0,0,0,0,4,0,0,0,0,6,3,0,0,0,10,0,0,0,9,9,4,0,0,0,17,0,0,0,18,11,15,13,5,0,60,12,38,37,68,62,59,65,19,13,379,270,788,546,1121,796,873,703,305,62,5457
501021008,0,5,0,12,0,0,0,0,0,18,0,0,0,0,5,0,0,0,0,3,0,19,12,55,18,8,5,0,0,121,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,7,5,0,3,35,0,0,0,0,0,0,3,0,0,7,0,4,4,24,14,10,10,3,0,72,0,0,0,3,0,3,0,0,0,11,0,0,0,7,0,0,0,0,0,7,0,4,0,4,9,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,8,5,0,0,0,0,17,0,0,0,0,3,6,3,0,0,13,0,6,0,7,0,0,0,0,0,20,0,4,8,40,15,10,15,5,6,101,28,84,65,152,65,54,39,19,15,512,376,779,816,1979,884,892,683,375,190,6976
501021009,0,0,0,4,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,6,0,0,0,24,4,4,3,0,0,42,0,0,0,0,0,0,4,4,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,12,4,0,29,0,0,0,5,0,3,0,0,0,6,0,6,4,16,14,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,13,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,8,3,6,0,17,0,0,0,6,0,4,5,0,0,16,0,0,0,8,4,12,12,0,3,41,31,72,77,150,90,91,89,55,24,679,472,1098,947,1901,1120,1301,1220,568,183,8812
501021010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,7,9,0,29,0,0,0,0,0,0,0,0,0,0,0,6,0,17,14,5,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,3,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,4,0,0,0,0,3,0,0,0,7,8,6,4,0,0,25,0,20,10,46,52,49,37,22,3,238,153,452,325,648,525,539,417,186,44,3286
