SA2_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,10,0,8
501021012,40,61,96,703,879,1575,0,0,0,156,168,322,0,0,0,965,1124,2083,22,35,53,15,21,36,42,51,88,26,25,50,15,16,35,0,3,4,30,24,57,47,63,106,56,72,124,6,13,23,15,11,34,89,124,219,161,184,343,5,6,8,2345,2809,5150,29,18,46,61,61,122,0,0,0,5,0,4,14,19,35,14,24,35,28,36,65,3054,2898,5951,17,14,32,7,12,19,3077,2925,6003,467,367,835,6051,6273,12327
501021014,11,34,48,546,651,1198,0,0,0,56,65,122,0,0,0,1141,1132,2276,51,47,95,11,6,19,24,28,52,22,19,44,12,10,20,0,0,0,12,22,35,10,10,20,60,68,130,4,7,10,24,30,55,76,97,174,158,172,330,3,6,8,2221,2361,4582,9,3,11,22,16,36,0,0,0,0,0,0,0,4,4,8,14,25,8,13,27,2042,1772,3811,14,5,18,3,7,14,2057,1791,3841,434,336,763,4758,4553,9309
501021015,28,53,76,366,508,870,0,0,0,57,61,122,0,0,0,607,740,1348,11,12,24,19,29,48,15,34,52,24,35,59,10,8,15,3,0,3,13,16,28,32,27,54,40,38,77,3,3,11,14,13,29,46,82,128,98,115,216,4,0,4,1367,1726,3092,30,26,55,25,19,47,0,0,0,0,0,0,20,18,40,9,22,32,25,43,71,1741,1606,3346,16,4,19,0,7,11,1755,1613,3370,262,219,482,3490,3703,7195
501021016,4,13,16,295,349,645,0,0,0,15,23,38,0,0,0,450,476,933,3,3,7,0,5,4,7,13,17,0,3,3,4,3,12,0,0,0,6,5,13,9,12,24,29,24,56,3,0,3,3,0,4,44,41,87,40,52,96,0,0,0,917,1026,1937,0,0,4,3,3,14,3,0,3,0,0,0,0,0,0,5,7,14,5,8,18,949,878,1827,3,0,11,3,10,6,962,884,1843,223,170,397,2114,2120,4234
501021251,25,37,62,477,593,1074,0,0,0,188,170,360,0,0,0,775,870,1647,8,9,17,19,23,42,25,34,54,20,33,54,14,23,33,7,5,14,23,26,50,52,63,122,68,68,146,9,9,13,16,17,32,53,69,115,194,242,432,24,20,48,1975,2278,4256,33,35,70,75,68,141,3,0,4,0,0,0,5,0,7,17,27,41,24,25,51,2299,2306,4600,8,3,16,0,13,13,2307,2317,4628,310,249,559,4743,5027,9770
501021252,6,10,16,205,254,455,0,0,0,45,39,88,0,0,0,243,298,542,0,0,0,3,7,9,0,0,0,9,9,17,6,4,15,0,0,0,4,3,11,19,22,43,24,24,50,0,0,3,0,3,7,29,37,62,71,75,141,4,4,6,673,786,1458,0,4,0,4,0,3,0,0,0,0,0,0,0,0,0,3,9,11,3,9,11,743,645,1389,4,5,11,4,5,8,748,652,1405,95,46,140,1535,1510,3042
501021253,42,78,122,771,1046,1812,0,0,0,53,78,129,0,0,0,1177,1396,2580,11,26,35,29,21,53,13,35,51,16,19,32,16,23,39,0,0,0,23,29,49,25,35,58,63,84,145,7,14,31,13,10,21,131,184,316,160,194,351,7,9,19,2526,3196,5722,66,48,118,45,50,90,0,9,8,3,0,3,22,17,35,26,19,42,49,33,79,2879,2711,5591,18,16,34,15,17,30,2915,2744,5656,517,443,961,6157,6603,12760
501021254,19,31,53,260,309,566,0,0,0,41,48,90,0,0,0,306,371,672,4,4,10,7,7,17,14,25,42,8,15,20,6,4,10,3,0,4,11,20,34,12,26,36,20,25,47,10,11,22,7,4,15,23,49,74,68,91,168,4,8,11,806,1016,1823,7,11,15,27,18,46,0,0,0,0,0,0,0,0,0,11,15,25,11,17,25,1365,1244,2609,17,9,23,6,3,12,1385,1257,2643,276,241,519,2525,2594,5119
501031017,27,38,59,513,601,1107,0,0,0,58,50,111,0,6,9,403,474,872,4,7,16,11,3,11,4,12,19,9,4,11,9,10,23,0,0,0,9,8,20,5,13,16,34,38,73,5,0,8,21,26,46,79,81,156,120,138,252,0,0,5,1281,1474,2752,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,9,17,34,15,25,37,1749,1644,3399,10,12,25,11,11,22,1774,1672,3445,409,351,760,3503,3564,7068
501031018,13,21,32,385,503,888,0,0,0,26,24,51,0,0,0,442,512,950,3,8,8,0,6,7,23,37,61,0,4,5,8,6,14,0,0,0,25,33,63,10,12,23,24,32,65,4,3,6,19,27,47,48,55,107,90,114,205,0,0,3,1125,1374,2498,4,3,6,14,10,29,6,0,5,0,6,6,0,0,5,10,24,38,14,26,39,1583,1455,3035,5,4,13,3,12,16,1594,1465,3055,275,216,489,3039,3112,6155
501031019,5,16,23,292,336,624,0,0,0,43,57,98,0,0,0,404,492,897,0,0,6,28,27,49,16,33,52,6,3,8,3,3,12,0,0,0,14,6,13,13,22,36,27,25,52,4,3,4,21,30,54,64,70,127,48,56,103,0,3,11,989,1158,2142,5,4,8,48,27,74,0,0,0,0,0,0,0,0,3,3,19,23,4,19,27,1403,1283,2689,3,0,7,3,8,11,1411,1294,2707,247,227,471,2710,2737,5447
501031020,16,36,54,333,344,679,0,0,0,30,25,51,0,0,0,352,377,726,0,0,0,14,8,20,9,15,24,9,0,13,6,5,10,0,0,0,14,13,24,5,6,9,32,28,61,0,0,4,4,16,19,55,70,123,52,43,87,0,4,0,916,952,1871,3,0,3,8,7,16,4,5,7,0,0,0,0,0,0,6,16,25,10,16,20,1329,1185,2513,9,6,15,5,7,12,1343,1195,2538,358,329,688,2657,2539,5198
502011021,26,32,53,624,703,1320,0,0,0,65,75,137,0,0,0,653,731,1388,4,7,17,14,23,38,46,49,97,12,14,24,4,22,25,0,0,0,24,16,41,23,29,52,54,49,112,0,5,8,5,8,9,61,82,140,98,112,208,0,3,3,1700,1924,3627,12,13,27,9,10,21,0,5,7,0,0,0,0,0,0,11,15,24,11,15,24,2172,2011,4183,10,8,16,8,14,26,2193,2034,4227,305,209,515,4250,4250,8498
502011022,27,62,90,752,859,1614,0,0,0,69,75,147,0,0,0,761,880,1643,9,8,14,28,34,54,20,33,51,5,5,11,11,9,17,0,0,0,22,27,41,22,41,63,74,65,139,4,9,16,3,8,15,81,126,210,116,141,255,3,5,8,1976,2321,4292,0,4,7,7,12,22,5,4,10,0,0,0,4,3,10,8,20,26,8,22,35,2375,2209,4581,14,10,24,4,16,16,2391,2232,4627,345,239,586,4766,4903,9664
502011023,41,81,116,603,870,1475,0,0,0,94,116,216,0,0,0,589,690,1284,9,15,27,12,16,23,35,61,97,26,22,47,16,11,29,0,0,0,28,36,61,37,63,99,64,82,147,10,16,25,8,16,20,81,120,201,166,185,348,6,7,11,1778,2334,4113,17,21,34,16,12,23,0,3,6,0,0,0,8,10,12,28,52,78,33,59,96,2301,2285,4586,17,15,28,4,15,22,2325,2317,4635,419,431,850,4621,5246,9869
502011024,63,122,183,1572,1991,3566,0,0,0,178,194,367,3,4,14,1460,1729,3192,10,14,25,25,32,56,47,84,130,22,23,37,35,52,81,0,0,4,42,50,90,85,102,189,185,172,360,10,22,34,4,11,16,168,277,444,257,320,579,6,14,18,4117,5074,9194,27,45,69,31,36,67,5,7,10,0,0,0,8,13,17,14,37,56,26,49,79,4517,4424,8941,28,24,50,17,43,60,4554,4491,9051,702,558,1256,9525,10379,19905
502011025,50,73,120,640,854,1494,0,0,0,69,97,161,0,0,0,663,798,1464,11,10,24,16,8,24,26,34,54,15,18,44,9,16,26,0,3,3,21,34,50,47,56,101,63,78,135,10,15,26,3,5,13,84,122,202,123,160,282,0,3,3,1791,2314,4101,48,57,108,39,45,88,4,0,6,0,0,0,34,28,59,18,39,57,43,69,114,2201,2165,4364,10,9,24,5,22,28,2223,2191,4414,657,653,1309,4858,5404,10256
502011026,21,37,58,500,583,1082,0,0,0,63,77,141,0,0,0,417,498,916,4,5,12,10,11,17,11,15,27,3,4,11,8,12,20,0,0,0,10,22,27,30,22,49,47,44,93,3,3,12,0,4,3,61,87,154,61,57,121,6,0,3,1247,1457,2704,0,4,6,6,9,19,3,0,3,0,3,0,0,0,0,5,18,23,11,18,31,1699,1473,3171,10,11,14,3,12,15,1713,1493,3202,340,243,588,3342,3257,6599
502011027,47,130,179,1245,1692,2935,0,0,0,248,291,538,0,0,0,1485,1768,3250,22,27,52,23,45,64,81,99,183,47,52,101,24,40,62,3,3,9,61,56,118,151,181,322,128,140,274,11,19,27,19,21,41,132,188,319,391,453,838,14,20,35,4083,5086,9169,120,111,229,46,56,99,3,0,7,0,0,0,23,17,41,36,59,97,58,76,139,5071,4858,9926,27,17,46,16,35,52,5113,4913,10023,769,648,1421,10244,11014,21261
502011028,30,75,111,834,1079,1911,0,0,0,102,137,232,0,0,0,835,1077,1915,7,11,19,10,10,18,43,56,99,20,29,56,17,17,32,0,0,0,17,33,56,43,73,116,88,130,211,10,18,25,10,11,21,77,118,193,150,168,315,4,4,10,2284,2960,5244,14,23,37,17,20,39,0,0,0,0,0,0,17,6,23,28,33,59,45,36,82,2442,2366,4810,21,9,35,7,19,31,2473,2395,4868,475,468,947,5338,5981,11323
502011029,26,36,63,712,850,1573,0,0,0,63,86,155,0,0,6,677,766,1444,6,4,12,3,4,11,68,74,138,7,12,20,14,13,30,0,0,0,25,32,53,36,34,68,69,72,147,8,5,11,3,3,10,93,151,246,130,129,261,3,3,6,1929,2260,4195,8,8,15,8,9,15,0,0,0,0,0,0,0,0,0,14,21,31,14,21,31,2549,2408,4964,14,10,20,10,19,28,2571,2436,5009,485,454,938,5042,5219,10263
503011030,26,46,76,532,622,1153,0,0,0,23,30,49,0,0,0,807,851,1654,5,9,11,95,126,220,0,0,0,0,0,0,15,17,29,8,5,14,13,11,30,11,12,22,43,45,84,0,0,4,0,0,0,69,119,187,49,81,126,0,0,0,1664,1921,3592,31,34,66,15,11,25,18,13,38,0,0,0,7,4,8,12,14,17,13,15,31,1402,1250,2646,10,10,19,3,4,9,1419,1260,2677,160,149,308,3351,3453,6805
503011031,52,80,137,712,935,1650,0,0,0,40,43,81,0,0,0,701,908,1606,11,13,27,37,73,111,0,6,4,0,0,0,5,12,21,3,4,9,20,25,40,17,24,43,53,79,135,0,0,0,4,4,9,108,171,278,88,87,176,8,0,3,1802,2389,4194,44,43,87,36,38,73,23,31,55,0,0,0,8,3,11,24,28,54,33,34,63,1978,1940,3919,22,11,31,11,12,25,2010,1962,3974,331,329,664,4331,4914,9248
503011032,16,26,46,664,756,1423,0,0,0,6,19,30,0,0,0,666,768,1437,5,0,5,48,53,96,0,0,0,0,0,0,5,6,14,0,0,0,4,18,29,8,12,24,41,64,104,0,0,0,0,0,0,76,109,179,47,63,113,4,0,5,1585,1871,3454,15,9,32,9,5,12,16,3,20,0,0,0,3,0,8,12,9,19,13,12,27,1901,1748,3648,19,9,30,3,9,12,1920,1766,3696,250,217,466,3828,3918,7750
503011033,56,72,127,530,617,1145,0,0,0,41,38,81,0,0,0,983,1099,2083,18,26,41,94,93,194,6,6,14,0,0,0,12,9,22,5,3,6,12,16,31,20,23,43,46,49,92,5,0,3,3,8,5,88,127,210,84,105,187,0,0,4,1940,2226,4162,33,34,67,18,31,51,10,3,17,0,0,0,7,0,9,11,11,24,18,15,34,1976,1842,3816,12,13,27,0,11,9,1996,1861,3858,165,144,311,4238,4386,8621
503011034,110,136,251,825,1071,1893,0,0,0,31,44,72,0,0,0,822,1081,1909,6,12,23,65,58,124,5,3,9,0,0,6,17,16,32,0,0,3,14,13,26,22,15,46,81,97,175,5,0,5,0,3,7,88,124,219,67,104,172,3,4,6,2050,2656,4709,41,60,104,57,59,115,23,17,38,0,0,0,4,4,4,38,36,71,41,36,75,2302,2351,4653,28,25,56,7,11,16,2331,2392,4723,374,378,749,5032,5728,10764
503011035,193,272,464,1219,1453,2670,4,0,0,91,99,197,0,0,0,1505,1770,3278,21,28,52,113,127,239,13,18,33,0,3,3,22,32,49,7,7,11,42,66,107,33,45,80,121,119,235,4,6,9,0,4,9,266,337,601,232,265,505,4,4,13,3700,4389,8092,240,232,474,218,219,445,59,55,113,0,0,0,33,23,54,46,41,86,76,64,144,4178,3816,7994,58,41,98,6,10,16,4242,3865,8112,570,531,1100,9296,9641,18936
503011036,43,78,119,757,882,1638,0,0,0,37,29,69,0,0,0,939,1102,2040,26,23,52,63,65,127,6,5,7,0,0,0,13,11,27,9,10,20,16,23,38,24,24,50,62,71,129,0,3,5,0,0,0,140,158,295,69,87,161,0,8,11,2159,2510,4669,35,34,75,17,19,35,23,20,46,3,0,3,7,5,11,15,16,30,23,20,39,2206,1829,4038,13,10,24,7,13,20,2229,1856,4084,300,251,552,4828,4781,9612
503021037,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,9,18,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,6,3,7,9,9,13,23,22,48
503021038,94,128,232,367,480,845,0,0,0,38,55,92,0,0,0,1258,1503,2763,9,11,16,160,172,333,12,13,25,0,4,4,9,4,12,3,0,6,12,12,21,22,23,46,38,42,78,0,3,7,0,0,4,46,93,145,105,124,227,7,10,8,2086,2547,4633,58,47,108,33,54,86,36,43,75,0,0,0,6,0,7,16,35,47,22,35,51,3037,2946,5988,33,23,51,5,10,20,3078,2982,6060,333,289,628,5750,6128,11872
503021039,134,190,330,660,833,1497,0,0,0,67,58,127,0,0,0,1745,2017,3761,9,11,18,193,207,400,12,21,33,7,3,11,20,18,36,0,0,3,34,29,55,27,46,81,37,49,90,3,12,13,8,20,25,97,142,240,148,176,329,3,0,6,3074,3646,6726,117,104,217,106,69,179,76,74,142,0,0,0,9,6,18,33,41,67,44,47,90,4088,4052,8141,55,61,113,14,22,39,4161,4134,8297,537,418,953,8244,8690,16934
503021040,96,132,227,283,363,643,0,0,0,27,24,50,0,0,0,1135,1196,2332,4,3,12,166,215,385,11,13,27,0,4,5,14,20,34,0,0,0,13,17,29,12,22,33,26,31,56,0,5,9,0,3,7,39,56,93,56,76,134,0,0,0,1793,2049,3844,29,31,59,36,32,65,41,55,95,0,0,0,5,3,3,17,9,28,21,14,32,2455,2333,4786,31,18,48,10,12,27,2495,2365,4858,296,230,526,4809,4897,9707
503021042,166,250,416,909,1129,2036,0,0,0,65,73,136,0,0,0,1258,1659,2919,59,58,118,96,152,248,15,24,34,0,0,0,25,38,61,0,0,0,37,47,80,20,37,63,77,118,198,8,0,5,3,0,7,140,226,362,138,217,362,8,4,11,2844,3783,6631,117,115,235,108,99,205,28,42,75,0,3,3,7,8,15,36,43,78,43,52,96,4348,4192,8543,51,46,96,16,22,30,4413,4257,8670,646,557,1195,8366,9158,17527
503021043,781,866,1651,712,896,1606,0,0,0,48,57,103,0,0,0,1550,2015,3563,33,41,75,126,170,295,16,21,35,8,4,8,19,24,43,14,10,22,36,50,85,39,71,111,75,108,184,8,14,29,12,4,10,119,150,265,168,252,417,5,4,11,2977,3885,6862,462,456,916,102,99,202,35,38,69,0,0,0,34,28,63,47,51,100,80,80,160,4180,3909,8088,51,28,83,14,28,42,4240,3971,8216,529,503,1033,9207,9902,19102
503021295,250,336,581,386,343,727,0,0,0,56,58,118,0,0,0,1004,989,1990,9,6,11,61,85,147,9,10,18,6,0,10,12,6,25,7,0,8,38,47,85,46,45,94,67,51,119,0,0,7,8,7,14,54,58,110,157,210,363,0,3,4,1914,1927,3847,259,276,540,239,232,477,21,16,45,0,0,0,15,17,27,32,40,76,47,58,105,2694,2218,4911,31,16,51,15,12,28,2742,2244,4987,717,501,1219,6200,5601,11798
503021296,159,252,412,245,242,489,0,0,0,39,39,77,0,0,0,813,860,1670,7,5,15,81,85,170,12,10,24,3,0,3,9,9,17,9,5,14,21,31,52,30,45,76,34,39,68,4,0,4,8,0,9,42,52,91,156,221,377,3,0,5,1506,1653,3158,152,130,283,128,81,210,34,32,69,0,0,0,14,7,18,31,48,80,45,54,102,3175,2781,5956,54,38,93,15,11,33,3248,2833,6083,658,456,1116,5923,5497,11414
503021297,213,329,543,306,232,536,0,0,0,45,72,112,0,0,0,920,867,1787,11,7,16,57,78,137,15,11,20,7,3,15,10,11,22,7,6,15,36,35,71,40,39,82,57,64,121,0,3,3,15,0,23,51,48,96,168,176,348,3,6,7,1754,1652,3407,295,289,579,228,200,433,20,19,37,0,0,0,17,25,45,33,37,70,52,61,115,2950,2295,5242,48,20,67,8,13,21,2996,2334,5333,1032,644,1677,6594,5522,12119
504011044,107,196,303,640,859,1499,0,0,0,67,81,148,0,0,0,1522,1831,3352,30,37,69,92,82,172,27,28,53,7,12,21,14,30,56,5,6,14,45,44,84,53,45,95,59,78,135,16,19,35,3,10,13,79,120,201,230,275,503,13,13,26,2900,3580,6483,95,98,199,92,76,170,11,9,14,0,0,0,10,19,27,28,54,82,44,72,111,3854,3557,7412,43,34,80,7,11,22,3908,3608,7513,649,503,1147,7797,8135,15932
