SA2_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021012,108,119,54,38,38,14,3,379,77,53,28,15,18,5,0,191,54,41,27,16,12,0,0,151,461,476,233,176,187,21,11,1564,3,5,0,0,0,0,0,14,699,687,343,245,260,40,13,2293,9,4,3,10,4,0,0,28,12,18,4,3,3,0,0,44,6,14,4,6,11,0,0,36,77,117,93,57,71,7,3,424,0,0,0,5,0,0,0,8,104,150,108,71,95,13,3,544,803,844,448,317,357,48,16,2833
501021014,63,63,42,19,40,5,0,236,11,37,13,19,25,3,5,109,34,33,25,12,15,0,0,111,247,279,203,157,161,10,8,1061,0,0,0,0,0,0,0,4,358,402,285,202,231,18,7,1514,3,8,6,3,4,0,0,24,3,17,8,3,10,0,0,38,0,4,3,4,6,0,0,18,43,58,58,37,28,0,0,222,0,0,0,0,4,0,0,7,52,86,70,45,41,4,0,303,412,492,354,251,274,19,10,1819
501021015,45,45,37,15,22,4,0,173,26,16,10,12,12,0,0,80,36,27,10,10,10,0,5,92,186,204,104,70,89,4,0,669,0,5,3,0,0,0,0,10,295,305,164,112,131,9,10,1019,6,9,9,7,3,0,0,27,5,14,9,6,0,0,0,43,4,13,8,0,4,0,0,30,61,82,60,34,42,9,0,283,0,5,0,0,0,0,0,9,79,117,87,56,57,9,0,397,371,419,256,160,186,19,10,1416
501021016,11,16,16,10,12,0,0,56,8,4,7,7,6,0,0,29,18,15,10,6,12,0,0,61,126,144,82,57,71,11,5,490,0,0,0,0,0,0,0,4,154,170,118,77,97,12,3,645,0,0,5,0,0,0,0,10,7,11,4,4,4,0,0,23,3,5,0,0,0,0,0,13,15,23,20,13,16,5,0,92,0,8,3,0,0,0,0,11,21,35,29,26,27,5,0,143,182,215,151,98,121,15,5,787
501021251,153,166,120,83,112,18,8,662,43,42,16,15,18,9,4,147,51,55,29,18,28,0,0,184,300,382,211,143,188,18,12,1260,0,0,4,0,0,0,0,6,539,651,379,268,355,40,30,2264,18,16,18,14,10,6,3,76,9,28,11,13,14,0,0,69,8,15,7,0,6,0,0,36,62,103,83,78,77,3,0,409,3,4,0,4,0,0,0,12,106,164,118,106,101,9,4,605,646,815,504,376,454,46,30,2868
501021252,3,14,13,9,18,0,0,70,12,25,11,6,12,4,0,71,13,21,14,9,17,5,0,70,68,106,83,67,78,9,0,410,0,0,0,0,0,0,0,0,98,165,115,89,118,21,7,617,0,6,0,0,5,0,0,7,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,5,5,11,16,12,6,0,0,59,0,0,0,0,0,0,0,0,4,21,19,17,16,0,0,79,105,183,135,106,135,16,7,692
501021253,92,94,51,37,33,7,0,316,39,49,31,23,22,0,0,169,44,40,24,20,25,4,0,162,262,286,189,125,196,12,5,1070,3,3,0,0,0,0,0,8,436,478,294,204,273,29,7,1722,3,12,7,6,19,4,0,49,10,20,10,4,13,6,0,55,7,13,11,10,15,0,0,52,65,101,60,52,62,3,6,336,0,5,0,3,0,0,0,8,87,139,90,83,97,9,6,501,521,617,381,285,373,34,7,2219
501021254,26,23,21,13,22,3,0,111,15,10,7,0,6,3,0,42,27,31,8,0,7,4,0,80,121,107,70,52,48,5,0,405,0,0,0,0,0,0,0,0,193,174,102,68,76,14,3,635,0,9,3,4,4,0,0,23,9,5,5,3,5,0,0,28,0,6,9,5,6,0,0,27,72,92,60,47,25,4,0,291,4,5,5,0,0,0,0,14,87,116,80,54,41,3,0,382,277,286,181,122,119,18,3,1019
501031017,17,15,22,11,17,0,0,82,19,20,25,14,19,0,0,93,22,30,35,24,11,3,0,128,215,257,150,83,75,4,0,784,0,5,4,3,0,0,0,11,272,326,234,128,123,11,3,1100,0,0,0,0,0,0,0,7,4,10,6,4,9,0,0,31,6,5,0,5,4,0,0,14,22,32,29,31,26,0,0,139,3,0,0,0,0,0,0,3,29,48,34,36,37,3,0,194,306,375,271,164,159,13,3,1290
501031018,21,21,14,10,11,0,0,75,19,18,15,14,16,0,0,91,28,38,18,10,9,4,0,106,185,215,108,73,85,5,4,682,0,0,0,0,0,0,0,4,252,295,160,116,124,7,4,958,0,0,3,0,0,0,0,4,0,10,4,4,0,0,0,17,0,3,3,3,0,0,0,9,32,40,27,13,17,3,0,134,0,0,3,0,0,0,0,6,38,51,36,18,29,3,0,178,283,344,199,136,150,10,7,1131
501031019,23,15,4,6,9,0,0,61,11,9,8,4,3,0,0,39,19,20,4,6,10,0,0,63,173,217,126,81,83,8,0,694,0,5,0,0,0,0,0,5,227,268,144,97,109,10,0,856,0,0,0,0,0,0,0,4,8,7,3,0,8,0,0,27,0,3,0,0,6,0,0,10,43,39,37,36,36,0,0,192,3,0,0,0,0,0,0,7,55,53,46,38,50,3,0,245,282,321,191,135,156,10,0,1097
501031020,15,14,14,6,4,0,0,51,19,15,7,8,11,0,0,57,30,21,12,10,7,0,0,75,88,106,75,66,66,8,0,400,0,0,0,0,0,0,0,0,152,158,106,84,82,4,0,587,0,0,0,0,0,0,0,11,0,4,0,0,3,0,0,9,5,3,7,5,3,0,0,22,6,22,14,13,20,0,0,72,0,0,0,0,0,0,0,0,11,24,22,17,28,5,0,109,167,182,134,102,112,8,0,698
502011021,49,66,51,42,53,20,4,274,29,24,22,15,24,10,0,119,61,59,27,24,24,4,0,191,203,261,158,109,121,16,14,885,0,5,0,0,0,0,0,8,343,406,260,185,220,43,22,1480,4,19,10,5,4,0,3,48,12,20,4,6,0,0,0,48,7,13,12,4,5,0,0,33,46,82,65,40,34,7,4,272,0,0,0,5,0,0,0,3,68,133,92,52,46,6,8,408,408,538,352,242,267,49,27,1887
502011022,43,52,53,34,46,14,8,249,36,46,20,21,27,10,0,160,59,49,27,19,17,3,0,173,176,190,130,85,106,29,18,739,0,3,4,0,3,0,0,4,323,335,240,162,192,53,29,1332,4,10,9,7,19,0,6,54,11,13,17,8,5,0,0,55,12,26,6,4,11,3,0,61,51,91,52,38,32,13,3,271,0,5,0,0,0,0,0,4,78,148,85,60,65,18,9,450,399,480,321,216,262,73,29,1786
502011023,42,45,31,21,35,9,3,189,23,21,15,18,7,4,0,87,29,41,24,12,11,0,0,122,216,229,135,100,100,25,0,808,0,0,0,0,0,0,0,4,317,341,199,151,152,41,18,1218,3,10,13,6,14,0,0,46,17,19,26,4,0,0,0,70,9,13,6,4,9,0,0,45,115,155,86,52,63,12,0,483,5,9,3,0,0,0,0,13,149,203,130,66,83,18,7,656,463,544,335,217,238,58,24,1876
502011024,137,157,137,92,144,49,30,742,87,72,40,39,44,16,6,307,103,99,57,36,42,11,5,343,407,447,264,164,215,66,24,1587,8,11,5,0,0,0,0,14,745,777,500,324,438,141,58,2993,14,27,14,14,29,14,0,118,21,34,20,6,17,3,4,112,12,30,13,14,17,7,0,89,111,151,136,99,94,16,15,614,3,7,9,0,0,0,0,18,163,247,186,134,148,45,21,945,904,1027,685,460,594,184,83,3936
502011025,67,58,28,24,40,4,5,223,18,11,9,7,12,0,0,56,44,19,0,14,8,3,0,86,132,101,57,34,41,11,8,390,0,0,0,0,0,0,0,0,256,195,100,84,103,17,10,753,13,9,7,4,11,0,0,52,9,10,10,7,5,0,0,42,17,6,5,8,11,5,0,48,97,116,76,47,50,12,3,408,4,3,0,0,0,0,0,13,148,153,101,71,76,19,9,569,397,345,195,151,176,35,18,1322
502011026,10,25,13,14,15,4,0,83,16,21,10,9,11,0,0,76,17,23,17,9,20,5,0,85,164,170,108,64,77,22,8,612,5,0,0,0,0,0,0,5,219,235,155,97,125,28,11,872,0,5,0,0,3,0,0,11,8,14,7,0,0,0,0,29,3,5,4,4,4,0,0,27,34,70,43,23,23,5,3,206,3,0,0,0,0,0,0,10,56,93,57,34,33,6,3,281,273,331,208,130,154,37,19,1157
502011027,300,359,251,148,222,86,45,1414,140,148,62,34,39,13,5,445,141,136,82,56,49,18,10,496,653,593,372,229,240,57,21,2172,3,0,6,0,0,0,0,14,1240,1245,776,470,555,175,76,4537,14,44,33,24,30,16,11,166,32,48,29,20,14,5,0,150,22,25,16,20,16,0,0,103,146,204,108,97,96,15,14,682,10,0,0,0,4,0,0,14,224,329,194,161,158,40,28,1123,1467,1571,968,632,711,213,103,5663
502011028,42,65,39,31,41,14,11,249,31,14,23,3,15,4,0,94,49,44,17,16,22,0,0,142,198,191,151,87,73,11,6,705,0,7,4,0,0,0,0,15,323,325,231,139,153,33,14,1213,3,11,11,9,10,0,0,47,9,24,17,10,18,5,0,81,12,17,16,8,9,0,0,63,93,131,83,56,68,10,5,444,3,3,5,0,0,0,0,18,122,184,127,93,104,18,6,663,445,509,360,230,257,56,25,1874
502011029,19,42,24,25,24,4,3,145,49,35,22,17,12,7,0,150,52,44,16,17,21,3,0,150,342,369,256,157,152,33,9,1319,4,6,5,4,0,0,0,19,459,494,321,224,211,50,17,1782,0,5,4,3,10,0,0,34,10,8,9,4,8,0,0,48,0,9,0,5,5,0,0,17,57,101,68,50,58,8,3,344,6,4,0,0,0,0,0,9,73,129,90,70,80,11,3,452,538,629,410,288,291,62,22,2235
503011030,41,75,65,53,80,37,26,381,24,49,40,39,44,21,12,228,32,74,41,36,33,14,17,249,75,172,140,113,160,115,44,816,0,0,0,0,0,0,0,0,172,371,284,243,317,188,103,1674,0,3,10,4,7,0,0,19,4,9,7,7,8,5,0,39,3,9,0,0,6,4,0,27,9,0,8,3,20,3,0,52,0,0,0,0,0,0,0,0,10,19,31,17,38,21,6,144,181,394,318,259,353,209,110,1824
503011031,99,120,57,50,59,36,29,463,26,25,22,10,29,25,10,150,33,47,38,27,25,12,8,184,143,117,105,69,98,68,19,626,0,0,0,0,0,0,0,4,308,309,227,158,211,148,68,1424,0,15,22,10,30,11,12,107,6,4,9,6,8,6,0,37,0,3,9,7,13,7,4,41,9,21,22,18,30,15,4,127,0,0,0,0,0,0,0,0,16,54,62,46,79,41,19,311,324,362,285,204,286,179,90,1739
503011032,39,45,43,26,49,35,10,243,47,53,39,24,30,28,10,219,41,46,33,23,37,18,7,210,188,186,141,85,142,91,43,867,0,0,0,0,0,0,0,4,311,329,251,153,257,168,73,1542,0,3,6,3,6,5,0,24,6,5,8,5,8,5,0,25,0,3,4,8,8,4,3,35,6,16,24,15,31,12,6,108,0,3,0,0,0,0,0,6,18,31,35,29,52,30,12,207,319,357,285,186,307,193,83,1746
503011033,92,143,88,66,86,65,23,557,52,96,66,38,51,30,18,342,55,100,58,39,41,23,11,331,199,297,222,150,204,107,48,1225,0,0,0,0,0,0,0,0,397,641,428,290,382,227,105,2460,0,4,3,6,13,9,3,34,0,4,12,3,11,3,0,39,0,0,0,0,9,3,0,22,10,22,17,16,24,15,8,109,0,0,0,0,0,0,0,0,12,29,32,30,49,31,15,201,403,668,459,319,433,252,121,2660
503011034,97,125,88,62,86,52,42,541,61,58,53,24,50,31,10,292,46,69,32,28,46,42,14,281,204,251,163,96,179,115,34,1047,0,0,0,0,0,0,0,4,406,503,337,214,366,239,103,2159,3,12,17,8,14,12,8,68,4,14,6,9,10,4,7,52,7,13,4,12,7,3,4,45,12,20,22,21,33,21,10,142,0,0,0,0,0,0,0,0,14,59,53,52,67,43,22,311,423,557,390,264,431,278,129,2473
503011035,227,353,245,167,205,124,75,1401,93,149,88,53,64,47,21,512,94,146,96,66,73,49,19,548,232,315,226,148,244,154,59,1369,7,3,0,0,0,0,0,7,644,966,648,434,593,382,173,3834,11,35,31,18,27,25,17,172,3,5,4,9,11,11,7,56,0,13,4,5,9,4,9,52,13,34,19,20,35,23,22,169,3,0,0,0,0,0,0,3,25,92,71,51,89,66,55,446,666,1057,714,485,686,447,225,4280
503011036,62,112,83,61,94,59,27,505,55,81,47,37,40,16,18,297,73,88,55,39,51,29,10,343,233,273,202,137,211,111,61,1229,0,0,0,0,0,0,0,0,427,562,390,270,392,216,117,2381,3,6,5,9,4,7,11,41,0,10,10,11,15,0,5,48,8,12,8,8,9,14,3,49,15,31,24,22,32,20,10,158,0,0,0,0,0,0,0,4,24,61,37,45,59,51,26,297,455,620,429,313,450,266,149,2678
503021037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
503021038,150,115,79,36,37,30,18,468,92,97,66,41,48,17,7,371,103,94,62,31,32,12,7,343,367,311,211,114,155,68,20,1250,0,0,0,0,0,0,0,3,705,618,417,233,268,131,55,2433,0,12,9,6,3,6,6,51,9,16,13,15,20,9,3,76,3,10,6,16,8,0,0,34,11,50,33,23,39,17,5,175,0,8,0,0,0,0,0,9,27,89,57,61,69,32,11,349,740,708,470,287,340,164,67,2780
503021039,158,140,71,43,54,33,34,536,114,129,61,36,45,37,13,427,99,94,42,36,52,23,20,364,343,330,186,136,185,111,56,1349,4,4,4,0,0,0,0,10,725,696,359,256,331,206,117,2686,4,25,21,14,12,7,9,100,11,20,8,11,12,9,5,81,0,11,12,9,3,5,0,42,24,41,30,31,36,17,10,194,8,0,0,0,0,0,0,6,47,99,71,63,68,40,29,422,774,791,429,315,403,249,149,3109
503021040,88,73,53,34,34,22,12,322,71,53,26,21,25,24,4,218,67,70,25,23,19,7,6,217,235,216,158,83,86,39,18,836,0,0,0,0,0,0,0,0,462,412,262,160,165,96,39,1601,6,14,5,12,4,0,0,46,6,11,5,5,13,4,0,49,5,9,0,3,8,3,0,22,13,27,24,6,13,8,9,97,4,0,0,0,0,0,0,8,32,58,34,31,40,18,14,223,498,466,296,194,207,113,54,1817
503021042,229,298,176,102,108,67,29,1012,77,72,51,48,50,42,16,353,77,112,72,35,48,24,3,378,331,308,171,114,133,95,29,1177,3,3,3,0,0,0,0,7,721,792,466,294,347,228,69,2927,12,22,32,26,28,14,13,141,14,16,26,15,23,16,4,116,9,21,20,6,14,4,3,84,18,33,25,33,44,19,22,194,0,0,0,0,0,0,0,0,48,93,99,81,112,53,43,530,769,889,568,383,454,277,114,3458
503021043,332,427,242,144,147,64,23,1372,129,118,70,44,74,32,17,484,116,126,73,28,56,22,13,432,371,346,232,129,153,100,38,1362,7,0,0,5,0,0,0,12,949,1024,620,340,428,213,88,3665,16,46,38,27,34,16,8,176,17,15,8,9,9,4,4,74,5,18,13,7,11,3,6,64,17,41,33,27,37,13,7,182,4,4,5,0,0,0,0,12,59,123,102,66,85,39,32,505,1009,1149,721,410,515,253,117,4170
503021295,270,133,46,26,35,20,11,540,20,10,3,3,8,4,3,47,39,19,13,3,7,5,0,87,44,22,11,8,10,11,8,116,0,0,0,0,0,0,0,3,374,179,72,43,58,39,13,787,13,16,17,14,20,14,10,103,4,8,0,6,4,3,0,26,9,5,0,0,6,5,0,15,0,3,7,5,4,0,0,31,3,0,0,0,0,0,0,3,22,36,30,33,35,23,7,181,398,214,99,73,91,65,27,969
503021296,123,120,48,25,26,12,6,360,46,36,16,7,3,7,3,111,73,42,6,5,9,3,0,134,127,73,32,12,16,8,4,274,0,0,0,0,0,0,0,0,365,271,107,45,53,27,11,883,17,14,12,4,7,3,4,70,7,14,6,0,0,4,0,32,3,7,7,3,6,3,0,42,15,22,11,9,16,4,0,76,0,0,0,0,0,0,0,0,40,63,36,18,31,16,11,217,400,332,141,70,82,47,27,1095
503021297,212,106,49,14,16,12,4,412,12,5,0,0,0,0,0,22,38,11,0,0,3,0,0,61,31,11,11,3,0,0,0,55,0,0,6,0,0,0,0,4,294,141,56,19,20,16,5,553,12,22,15,9,13,4,8,83,3,6,8,0,4,0,0,20,0,3,0,0,6,5,0,12,4,7,0,6,6,4,3,32,0,0,0,0,0,0,0,0,16,36,21,18,24,22,11,156,315,178,82,41,48,30,19,709
504011044,180,166,73,47,53,40,18,569,111,115,56,40,44,13,14,385,115,101,56,22,34,15,11,349,431,319,199,123,149,71,23,1304,0,0,0,0,0,0,0,0,836,695,385,222,279,134,68,2612,16,34,17,10,8,17,6,114,12,14,14,28,21,10,0,97,10,28,7,13,7,3,0,70,53,93,71,53,53,13,6,345,4,0,0,0,0,0,0,7,104,171,118,104,92,35,17,635,942,866,497,328,368,166,82,3245
