SA2_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
501011001,44,34,22,8,21,3,0,139,31,40,24,16,15,0,0,126,38,37,32,15,21,3,0,140,181,217,120,67,59,3,4,647,0,0,3,0,0,0,0,4,296,335,201,101,108,8,3,1054,0,3,3,0,0,0,0,7,8,3,5,0,0,0,0,13,0,8,3,0,4,0,0,25,17,36,27,11,14,0,0,117,0,0,0,3,0,0,0,11,23,59,40,20,19,0,0,169,323,386,246,125,136,8,3,1224
501011003,67,77,49,28,33,0,0,258,70,87,48,25,36,0,0,270,70,126,51,26,22,0,0,298,336,411,289,173,193,11,8,1412,0,8,5,3,0,0,0,15,547,703,446,252,283,16,6,2256,0,8,0,5,0,0,0,26,0,17,10,9,13,0,0,52,0,13,12,6,10,0,0,33,15,51,51,31,46,5,0,192,0,3,0,0,0,0,0,7,21,85,77,54,69,5,0,310,569,787,521,305,354,23,6,2570
501011004,88,97,46,34,38,0,0,308,47,87,56,25,33,0,0,253,92,99,50,40,36,7,0,326,268,292,184,115,122,12,0,988,3,8,0,0,3,0,0,12,497,580,343,210,227,18,3,1878,0,9,12,0,11,0,0,37,6,17,23,12,10,0,0,70,8,13,19,6,11,0,0,53,37,54,51,34,57,4,0,237,0,3,0,9,0,0,0,13,48,101,104,69,80,4,0,401,546,679,440,276,312,20,3,2284
501011293,49,45,38,32,37,4,0,203,44,37,27,25,24,3,0,156,40,54,27,24,23,3,0,170,192,240,166,113,117,15,3,851,0,0,3,0,0,0,0,11,322,383,261,185,207,30,5,1395,3,13,8,5,3,0,0,29,5,9,10,4,4,0,0,41,0,12,10,9,7,0,0,38,50,96,56,37,56,5,0,297,0,3,4,0,0,0,0,13,59,130,88,56,78,4,4,416,386,516,353,239,285,34,10,1814
501011294,80,98,70,47,49,10,4,347,75,84,57,28,57,0,0,302,99,109,57,27,49,9,0,346,540,633,416,299,298,38,9,2230,3,9,6,0,3,0,0,15,794,933,608,400,453,49,18,3247,6,0,5,8,8,0,0,28,12,20,25,16,17,0,0,83,9,20,21,24,16,3,0,93,99,172,120,121,122,8,3,649,3,0,4,0,0,0,0,16,124,222,181,166,164,10,0,871,917,1153,786,564,616,58,19,4112
501021005,135,123,115,70,91,13,0,549,92,97,64,41,42,5,3,346,100,129,64,43,58,9,4,408,702,822,482,317,354,34,9,2727,3,6,0,5,0,0,0,10,1029,1178,728,478,548,60,21,4035,14,11,4,10,14,3,0,62,22,16,16,18,18,0,0,94,21,22,13,16,21,0,0,91,123,199,133,89,115,13,0,676,4,0,0,0,0,0,0,5,178,253,170,131,169,19,0,931,1212,1429,897,607,712,75,24,4961
501021007,13,24,14,7,5,3,4,74,19,18,21,12,7,0,0,79,25,38,13,7,8,0,0,90,157,177,138,99,99,15,3,685,0,7,0,0,0,0,0,8,215,258,179,123,126,18,3,926,0,5,0,0,0,0,0,10,4,7,5,5,0,0,0,29,7,5,6,0,5,0,0,25,17,53,36,43,29,3,0,183,0,3,0,0,0,0,0,7,39,70,51,50,31,5,0,247,247,333,229,180,160,23,3,1174
501021008,39,51,29,20,25,3,0,174,28,11,5,7,5,0,0,66,22,12,12,8,7,0,0,71,140,125,56,43,66,3,4,442,0,0,3,0,0,0,0,6,232,208,108,84,104,11,8,757,7,6,3,0,7,0,0,27,13,13,10,3,7,0,0,44,6,15,9,8,8,0,0,42,86,81,70,41,41,4,0,337,0,4,0,3,0,0,0,8,111,115,88,58,64,8,3,452,342,326,204,144,166,17,9,1201
501021009,19,14,9,14,7,3,0,59,24,18,13,15,17,0,0,83,13,23,15,9,14,0,0,70,279,311,183,113,131,18,5,1038,0,0,0,0,0,0,0,6,333,359,227,142,167,23,3,1256,3,4,0,0,0,0,0,9,3,12,9,3,7,0,0,37,5,3,0,3,4,0,0,15,76,99,62,44,47,5,0,337,0,9,0,4,0,0,0,25,85,130,72,65,63,8,3,423,422,486,298,205,235,30,11,1682
501021010,12,15,6,4,11,0,0,54,7,17,9,7,9,0,0,47,11,10,4,12,6,0,0,50,103,131,82,58,61,9,4,450,0,5,0,0,0,0,0,5,128,177,108,82,87,11,4,600,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,8,0,0,8,0,3,0,0,13,8,22,11,10,13,0,0,68,0,0,0,0,0,0,0,3,16,26,24,12,16,0,0,89,146,206,124,90,106,11,4,684
